locus_id,name,sgd_id,genome_annotations,chrom,start,end,description,genome_version
YDRCTy1-2,YDRCTy1-2,SGDID:S000006860,reverse complement,CHR_4,878303,884220,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
ARS427,ARS427,SGDID:S000130175,ARS,CHR_4,899051,899596,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS428,ARS428,SGDID:S000118440,ARS,CHR_4,913790,914038,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS429,ARS429,SGDID:S000118441,ARS,CHR_4,921692,921939,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YDRWdelta12,YDRWdelta12,SGDID:S000006866,long_terminal_repeat,CHR_4,945351,945673,"""Ty1 LTR""",Genome Release 64-3-1
YDRCsigma3,YDRCsigma3,SGDID:S000006857,reverse complement,CHR_4,945955,946295,"""Ty3 LTR""",Genome Release 64-3-1
YDRWdelta19,YDRWdelta19,SGDID:S000006869,long_terminal_repeat,CHR_4,981171,981502,"""Ty1 LTR""",Genome Release 64-3-1
YDRWTy2-3,YDRWTy2-3,SGDID:S000006885,LTR_retrotransposon,CHR_4,981171,987125,"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YDRWdelta20,YDRWdelta20,SGDID:S000006870,long_terminal_repeat,CHR_4,986794,987125,"""Ty1 LTR""",Genome Release 64-3-1
YDRCdelta21,YDRCdelta21,SGDID:S000006853,reverse complement,CHR_4,987150,987483,"""Ty1 LTR""",Genome Release 64-3-1
YDRCTy1-3,YDRCTy1-3,SGDID:S000006861,reverse complement,CHR_4,987150,992642,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats; mutated in S288C""",Genome Release 64-3-1
YDRCdelta22,YDRCdelta22,SGDID:S000006854,reverse complement,CHR_4,992309,992642,"""Ty1 LTR""",Genome Release 64-3-1
YDRCsigma4,YDRCsigma4,SGDID:S000006880,reverse complement,CHR_4,992740,992815,"""Ty3 LTR""",Genome Release 64-3-1
ARS430,ARS430,SGDID:S000118442,ARS,CHR_4,1016670,1016911,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YDRWsigma5,YDRWsigma5,SGDID:S000006881,long_terminal_repeat,CHR_4,1023137,1023477,"""Ty3 LTR""",Genome Release 64-3-1
ARS431,ARS431,SGDID:S000118443,ARS,CHR_4,1057841,1057951,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YDRWdelta23,YDRWdelta23,SGDID:S000006871,long_terminal_repeat,CHR_4,1095767,1096104,"""Ty1 LTR""",Genome Release 64-3-1
YDRWTy1-4,YDRWTy1-4,SGDID:S000006882,LTR_retrotransposon,CHR_4,1095767,1101692,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YDRWdelta24,YDRWdelta24,SGDID:S000006872,long_terminal_repeat,CHR_4,1101355,1101692,"""Ty1 LTR""",Genome Release 64-3-1
ARS452,ARS452,SGDID:S000119071,ARS,CHR_4,1109964,1110204,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YDRWdelta25,YDRWdelta25,SGDID:S000006873,long_terminal_repeat,CHR_4,1151039,1151368,"""Ty1 LTR""",Genome Release 64-3-1
ARS432,ARS432,SGDID:S000118444,ARS,CHR_4,1159262,1159510,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS453,ARS453,SGDID:S000119072,ARS,CHR_4,1166067,1166212,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YDRCsigma6,YDRCsigma6,SGDID:S000006858,reverse complement,CHR_4,1175134,1175812,"""Ty3 LTR""",Genome Release 64-3-1
YDRWdelta26,YDRWdelta26,SGDID:S000006874,long_terminal_repeat,CHR_4,1175316,1175647,"""Ty1 LTR""",Genome Release 64-3-1
ETC6,ETC6,SGDID:S000077077,matrix_attachment_site,CHR_4,1198885,1198907,"""Chromosome-organizing-clamp; tethers chromosomal regions to the nuclear periphery; binds TFIIIC transcription factor but does not recruit RNA Polymerase III; can act as a transcription-blocking insulator or as a heterochromatin barrier element; remains predominantly localized to the nuclear periphery throughout cell cycle; located between divergently transcribed genes TFC6 and ESC2""",Genome Release 64-3-1
YDRWdelta27,YDRWdelta27,SGDID:S000006875,long_terminal_repeat,CHR_4,1206704,1207037,"""Ty1 LTR""",Genome Release 64-3-1
YDRWTy1-5,YDRWTy1-5,SGDID:S000006883,LTR_retrotransposon,CHR_4,1206704,1212621,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YDRWdelta28,YDRWdelta28,SGDID:S000006876,long_terminal_repeat,CHR_4,1212288,1212621,"""Ty1 LTR""",Genome Release 64-3-1
ARS433,ARS433,SGDID:S000118445,ARS,CHR_4,1240882,1241110,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS434,ARS434,SGDID:S000118446,ARS,CHR_4,1276225,1276452,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ETC1,ETC1,SGDID:S000077072,matrix_attachment_site,CHR_4,1289041,1289063,"""Chromosome-organizing-clamp; tethers chromosomal regions to the nuclear periphery; binds TFIIIC transcription factor but does not recruit RNA Polymerase III; located between divergently transcribed genes ADE8 and SIZ1""",Genome Release 64-3-1
ARS435,ARS435,SGDID:S000118447,ARS,CHR_4,1302689,1302768,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS436,ARS436,SGDID:S000130176,ARS,CHR_4,1305757,1306312,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
YDRWdelta29,YDRWdelta29,SGDID:S000006877,long_terminal_repeat,CHR_4,1352644,1352975,"""Ty1 LTR""",Genome Release 64-3-1
YDRWdelta30,YDRWdelta30,SGDID:S000006878,long_terminal_repeat,CHR_4,1352976,1353226,"""Ty1 LTR""",Genome Release 64-3-1
ARS439,ARS439,SGDID:S000130177,ARS,CHR_4,1379641,1380100,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS440,ARS440,SGDID:S000118448,ARS,CHR_4,1404290,1404524,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS442,ARS442,SGDID:S000130178,ARS,CHR_4,1454509,1455087,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS443,ARS443,SGDID:S000118449,ARS,CHR_4,1461862,1462173,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS446,ARS446,SGDID:S000118450,ARS,CHR_4,1486918,1487161,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YDRWdelta31,YDRWdelta31,SGDID:S000006879,long_terminal_repeat,CHR_4,1518484,1518807,"""Ty1 LTR""",Genome Release 64-3-1
TEL04R,TEL04R,SGDID:S000028948,telomere,CHR_4,1524625,1531933,"""Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",Genome Release 64-3-1
TEL05L,TEL05L,SGDID:S000028879,reverse complement,CHR_5,1,6473,"""Telomeric region on the left arm of Chromosome V; annotated components include an X element core sequence and a long Y' element; TEL05L does have telomeric repeats (TEL05L-TR) ; but they are missing from the genome annotation due to difficulties encountered during sequencing and/or assembly""",Genome Release 64-3-1
ARS502,ARS502,SGDID:S000077377,ARS,CHR_5,4097,4185,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS503,ARS503,SGDID:S000077378,ARS,CHR_5,6378,6453,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS504,ARS504,SGDID:S000077379,ARS,CHR_5,8786,10019,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS507,ARS507,SGDID:S000077380,ARS,CHR_5,59338,59477,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YELWdelta1,YELWdelta1,SGDID:S000006889,long_terminal_repeat,CHR_5,62081,62756,"""Ty1 LTR""",Genome Release 64-3-1
YELWdelta2,YELWdelta2,SGDID:S000006890,long_terminal_repeat,CHR_5,62142,62474,"""Ty1 LTR""",Genome Release 64-3-1
ARS508,ARS508,SGDID:S000077381,ARS,CHR_5,93978,94218,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YELCdelta3,YELCdelta3,SGDID:S000006886,reverse complement,CHR_5,99490,99664,"""Ty1 LTR""",Genome Release 64-3-1
YELCtau1,YELCtau1,SGDID:S000006888,reverse complement,CHR_5,118230,118551,"""Ty4 LTR""",Genome Release 64-3-1
YELCdelta4,YELCdelta4,SGDID:S000006887,reverse complement,CHR_5,135612,135939,"""Ty1 LTR""",Genome Release 64-3-1
YELWdelta5,YELWdelta5,SGDID:S000006891,long_terminal_repeat,CHR_5,137324,137639,"""Ty1 LTR""",Genome Release 64-3-1
YELWdelta6,YELWdelta6,SGDID:S000006892,long_terminal_repeat,CHR_5,138221,138553,"""Ty1 LTR""",Genome Release 64-3-1
ARS510,ARS510,SGDID:S000077382,ARS,CHR_5,145678,145840,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
CEN5,CEN5,SGDID:S000006467,centromere,CHR_5,151987,152104,"""Chromosome V centromere""",Genome Release 64-3-1
ARS511,ARS511,SGDID:S000077383,ARS,CHR_5,173700,173864,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YERWdelta7,YERWdelta7,SGDID:S000006912,long_terminal_repeat,CHR_5,176705,176856,"""Ty1 LTR""",Genome Release 64-3-1
ARS512,ARS512,SGDID:S000077384,ARS,CHR_5,212383,212631,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YERCdelta8,YERCdelta8,SGDID:S000006893,reverse complement,CHR_5,249109,249331,"""Ty1 LTR""",Genome Release 64-3-1
YERWdelta9,YERWdelta9,SGDID:S000006913,long_terminal_repeat,CHR_5,249445,249752,"""Ty1 LTR""",Genome Release 64-3-1
YERCsigma1,YERCsigma1,SGDID:S000006904,reverse complement,CHR_5,249930,250270,"""Ty3 LTR""",Genome Release 64-3-1
ARS513,ARS513,SGDID:S000077385,ARS,CHR_5,257958,258737,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS513.5,ARS513.5,SGDID:S000178086,ARS,CHR_5,276130,276528,"""Very weak autonomously replicating sequence""",Genome Release 64-3-1
ARS513.7,ARS513.7,SGDID:S000178087,ARS,CHR_5,278076,278357,"""Weak autonomously replicating sequence""",Genome Release 64-3-1
ARS514,ARS514,SGDID:S000077386,ARS,CHR_5,287552,287629,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YERCdelta10,YERCdelta10,SGDID:S000006894,reverse complement,CHR_5,287745,288062,"""Ty1 LTR""",Genome Release 64-3-1
YERWdelta11,YERWdelta11,SGDID:S000006914,long_terminal_repeat,CHR_5,312274,312445,"""Ty1 LTR""",Genome Release 64-3-1
ARS515,ARS515,SGDID:S000077387,ARS,CHR_5,316600,316807,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YERWdelta12,YERWdelta12,SGDID:S000006915,long_terminal_repeat,CHR_5,353399,353735,"""Ty1 LTR""",Genome Release 64-3-1
ARS516,ARS516,SGDID:S000077388,ARS,CHR_5,353578,353636,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YERWdelta13,YERWdelta13,SGDID:S000006916,long_terminal_repeat,CHR_5,354136,354850,"""Ty1 LTR""",Genome Release 64-3-1
YERCtau2,YERCtau2,SGDID:S000006908,reverse complement,CHR_5,354360,354730,"""Ty4 LTR""",Genome Release 64-3-1
YERCsigma2,YERCsigma2,SGDID:S000006905,reverse complement,CHR_5,354851,354917,"""Ty3 LTR""",Genome Release 64-3-1
ARS517,ARS517,SGDID:S000077389,ARS,CHR_5,406752,406953,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YERCdelta14,YERCdelta14,SGDID:S000006895,reverse complement,CHR_5,431490,431822,"""Ty1 LTR""",Genome Release 64-3-1
YERCsigma3,YERCsigma3,SGDID:S000006906,reverse complement,CHR_5,434631,434971,"""Ty3 LTR""",Genome Release 64-3-1
YERCdelta15,YERCdelta15,SGDID:S000006896,reverse complement,CHR_5,435128,435447,"""Ty1 LTR""",Genome Release 64-3-1
YERCdelta16,YERCdelta16,SGDID:S000006897,reverse complement,CHR_5,435946,436277,"""Ty1 LTR""",Genome Release 64-3-1
YERCtau3,YERCtau3,SGDID:S000006909,reverse complement,CHR_5,436279,436605,"""Ty4 LTR""",Genome Release 64-3-1
ARS518,ARS518,SGDID:S000077390,ARS,CHR_5,438934,439182,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS519,ARS519,SGDID:S000077391,ARS,CHR_5,442416,442735,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YERWdelta17,YERWdelta17,SGDID:S000006917,long_terminal_repeat,CHR_5,442734,443072,"""Ty1 LTR""",Genome Release 64-3-1
YERCdelta19,YERCdelta19,SGDID:S000006898,reverse complement,CHR_5,443397,443733,"""Ty1 LTR""",Genome Release 64-3-1
YERCTy1-1,YERCTy1-1,SGDID:S000006910,reverse complement,CHR_5,443397,449320,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YERWdelta21,YERWdelta21,SGDID:S000006919,long_terminal_repeat,CHR_5,444834,445139,"""Ty1 LTR""",Genome Release 64-3-1
YERCdelta20,YERCdelta20,SGDID:S000006899,reverse complement,CHR_5,448984,449320,"""Ty1 LTR""",Genome Release 64-3-1
YELWdelta27,YELWdelta27,SGDID:S000303805,long_terminal_repeat,CHR_5,449274,449626,"""Ty1 LTR""",Genome Release 64-3-1
YERWdelta22,YERWdelta22,SGDID:S000006920,long_terminal_repeat,CHR_5,487834,488165,"""Ty1 LTR""",Genome Release 64-3-1
YERCdelta23,YERCdelta23,SGDID:S000006900,reverse complement,CHR_5,492695,492833,"""Ty1 LTR""",Genome Release 64-3-1
YERCTy1-2,YERCTy1-2,SGDID:S000006911,reverse complement,CHR_5,492695,498421,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YERCdelta24,YERCdelta24,SGDID:S000006901,reverse complement,CHR_5,498084,498421,"""Ty1 LTR""",Genome Release 64-3-1
ARS520,ARS520,SGDID:S000077392,ARS,CHR_5,498884,499182,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS521,ARS521,SGDID:S000077393,ARS,CHR_5,520772,521030,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS522,ARS522,SGDID:S000077394,ARS,CHR_5,549566,549814,"""Autonomously Replicating Sequence; active origin of replication near the right end of Chromosome V that is activated late in S phase ; late activation appears to result from telomeric proximity""",Genome Release 64-3-1
YERWdelta25,YERWdelta25,SGDID:S000006921,long_terminal_repeat,CHR_5,551442,551773,"""Ty1 LTR""",Genome Release 64-3-1
YERCdelta26,YERCdelta26,SGDID:S000006902,reverse complement,CHR_5,552040,552267,"""Ty1 LTR""",Genome Release 64-3-1
YERComega1,YERComega1,SGDID:S000006903,reverse complement,CHR_5,563928,564024,"""Ty5 LTR""",Genome Release 64-3-1
YERWomega2,YERWomega2,SGDID:S000006922,long_terminal_repeat,CHR_5,568791,569024,"""Ty5 LTR""",Genome Release 64-3-1
TEL05R,TEL05R,SGDID:S000028953,telomere,CHR_5,569599,576874,"""Telomeric region on the right arm of Chromosome V; annotated components include an X element core sequence ; X element combinatorial repeats ; and a long Y' element; TEL05R does have telomeric repeats (TEL05R-TR) ; but they are missing from the genome annotation due to difficulties encountered during sequencing and/or assembly""",Genome Release 64-3-1
ARS523,ARS523,SGDID:S000077395,ARS,CHR_5,569618,569695,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
TEL06L,TEL06L,SGDID:S000028882,reverse complement,CHR_6,1,5530,"""Telomeric region on the left arm of Chromosome VI; composed of an X element core sequence ; X element combinatorial repeats ; a stretch of telomeric repeats ; and a short Y' element""",Genome Release 64-3-1
ARS600,ARS600,SGDID:S000029653,ARS,CHR_6,5426,5529,"""Subtelomeric Autonomously Replicating Sequence; originally published as ARS120""",Genome Release 64-3-1
ARS600.4,ARS600.4,SGDID:S000178094,ARS,CHR_6,20702,20900,"""Strong autonomously replicating sequence""",Genome Release 64-3-1
ARS601,ARS601,SGDID:S000007633,ARS,CHR_6,32473,32995,"""Autonomously replicating sequence on Chromosome VI; overlaps ARS602 ; ARS601/ARS602 together appear to be activated during the second half of S phase in ~32% of cell cycles""",Genome Release 64-3-1
ARS602,ARS602,SGDID:S000007634,ARS,CHR_6,32667,33247,"""Autonomously replicating sequence on Chromosome VI; overlaps ARS601 ; ARS601/ARS602 together appear to be activated during the second half of S phase in ~32% of cell cycles""",Genome Release 64-3-1
ARS603,ARS603,SGDID:S000007635,ARS,CHR_6,68759,68861,"""Highly-efficient autonomously replicating sequence on Chromosome VI; activated during the second half of S phase in ~67% of cell cycles""",Genome Release 64-3-1
YFLWdelta1,YFLWdelta1,SGDID:S000006924,long_terminal_repeat,CHR_6,100581,100901,"""Ty1 LTR""",Genome Release 64-3-1
ARS603.1,ARS603.1,SGDID:S000178095,ARS,CHR_6,104463,104701,"""Very weak autonomously replicating sequence""",Genome Release 64-3-1
ARS603.5,ARS603.5,SGDID:S000007645,ARS,CHR_6,118637,118957,"""Autonomously replicating sequence on Chromosome VI; activated early in S phase in ~50% of cell cycles""",Genome Release 64-3-1
ARS604,ARS604,SGDID:S000007636,ARS,CHR_6,127751,128071,"""Extremely inefficient ARS on Chromosome VI""",Genome Release 64-3-1
ARS605,ARS605,SGDID:S000007637,ARS,CHR_6,135985,136085,"""Autonomously replicating sequence on Chromosome VI; activated early in S phase in ~27% of cell cycles; inactive during premeiotic S phase""",Genome Release 64-3-1
YFLWdelta2,YFLWdelta2,SGDID:S000006925,long_terminal_repeat,CHR_6,137663,137912,"""Ty1 LTR""",Genome Release 64-3-1
YFLWdelta3,YFLWdelta3,SGDID:S000006926,long_terminal_repeat,CHR_6,137913,138240,"""Ty2 LTR""",Genome Release 64-3-1
YFLWTy2-1,YFLWTy2-1,SGDID:S000006930,LTR_retrotransposon,CHR_6,137913,143871,"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YFLWdelta4,YFLWdelta4,SGDID:S000006927,long_terminal_repeat,CHR_6,143540,143871,"""Ty2 LTR""",Genome Release 64-3-1
YFLWdelta5,YFLWdelta5,SGDID:S000006928,long_terminal_repeat,CHR_6,143872,143947,"""Ty1 LTR""",Genome Release 64-3-1
YFLWtau1,YFLWtau1,SGDID:S000006929,long_terminal_repeat,CHR_6,144203,144523,"""Ty4 LTR""",Genome Release 64-3-1
YFLCdelta6,YFLCdelta6,SGDID:S000006923,reverse complement,CHR_6,144524,144822,"""Ty1 LTR""",Genome Release 64-3-1
CEN6,CEN6,SGDID:S000001896,centromere,CHR_6,148510,148627,"""Chromosome VI centromere""",Genome Release 64-3-1
YFRWdelta7,YFRWdelta7,SGDID:S000006933,long_terminal_repeat,CHR_6,158376,158686,"""Ty1 LTR""",Genome Release 64-3-1
YFRCdelta8,YFRCdelta8,SGDID:S000006931,reverse complement,CHR_6,161804,162135,"""Ty1 LTR""",Genome Release 64-3-1
ARS606,ARS606,SGDID:S000007638,ARS,CHR_6,167547,167801,"""Highly-efficient autonomously replicating sequence on Chromosome VI; activated early in S phase in ~74% of cell cycles; replication capacity dependent upon Sum1p""",Genome Release 64-3-1
YFRCdelta9,YFRCdelta9,SGDID:S000006932,reverse complement,CHR_6,191685,191854,"""Ty1 LTR""",Genome Release 64-3-1
ARS607,ARS607,SGDID:S000007639,ARS,CHR_6,199395,199505,"""Highly-efficient autonomously replicating sequence on Chromosome VI; activated very early in S phase in >85% of cell cycles""",Genome Release 64-3-1
YFRWdelta10,YFRWdelta10,SGDID:S000006934,long_terminal_repeat,CHR_6,206922,207138,"""Ty1 LTR""",Genome Release 64-3-1
ARS608,ARS608,SGDID:S000007640,ARS,CHR_6,216357,216704,"""Extremely inefficient autonomously replicating sequence on Chr VI; activated early in S phase in <10% of cell cycles""",Genome Release 64-3-1
ARS609,ARS609,SGDID:S000007641,ARS,CHR_6,256277,256431,"""Autonomously replicating sequence on Chromosome VI; activated very late in S phase in ~37% of cell cycles; this origin is specifically fired in the absence of RAD53 in the presence of hydroxyurea""",Genome Release 64-3-1
ARS610,ARS610,SGDID:S000121260,ARS,CHR_6,269417,270035,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
TEL06R,TEL06R,SGDID:S000028957,telomere,CHR_6,269731,270161,"""Telomeric region on the right arm of Chromosome VI; composed of an X element core sequence and a short terminal stretch of telomeric repeats""",Genome Release 64-3-1
TEL07L,TEL07L,SGDID:S000028887,reverse complement,CHR_7,1,781,"""Telomeric region on the left arm of Chromosome VII; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",Genome Release 64-3-1
YGLWomega1,YGLWomega1,SGDID:S000006948,long_terminal_repeat,CHR_7,838,1079,"""Ty5 LTR""",Genome Release 64-3-1
ARS702,ARS702,SGDID:S000118451,ARS,CHR_7,64360,64464,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGLWtau1,YGLWtau1,SGDID:S000006950,long_terminal_repeat,CHR_7,110855,111225,"""Ty4 LTR""",Genome Release 64-3-1
YGLCdelta1,YGLCdelta1,SGDID:S000006935,reverse complement,CHR_7,111226,111505,"""Ty1 LTR""",Genome Release 64-3-1
YGLWdelta2,YGLWdelta2,SGDID:S000006940,long_terminal_repeat,CHR_7,111506,111698,"""Ty1 LTR""",Genome Release 64-3-1
ARS704,ARS704,SGDID:S000118452,ARS,CHR_7,112079,112317,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGLWdelta3,YGLWdelta3,SGDID:S000006941,long_terminal_repeat,CHR_7,114939,115269,"""Ty1 LTR""",Genome Release 64-3-1
ARS706,ARS706,SGDID:S000114845,ARS,CHR_7,117561,117854,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS707,ARS707,SGDID:S000118453,ARS,CHR_7,163218,163318,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS709,ARS709,SGDID:S000130163,ARS,CHR_7,187464,187796,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",Genome Release 64-3-1
ARS710,ARS710,SGDID:S000118454,ARS,CHR_7,203914,204155,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGLWtau2,YGLWtau2,SGDID:S000006951,long_terminal_repeat,CHR_7,204982,205337,"""Ty4 LTR""",Genome Release 64-3-1
ARS701,ARS701,SGDID:S000007642,ARS,CHR_7,231907,231981,"""ARS containing only an imperfect match to the core consensus sequence""",Genome Release 64-3-1
ARS712,ARS712,SGDID:S000130164,ARS,CHR_7,241085,241353,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",Genome Release 64-3-1
ARS714,ARS714,SGDID:S000118455,ARS,CHR_7,285991,286081,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS715,ARS715,SGDID:S000130165,ARS,CHR_7,288451,288512,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
YGLWdelta4,YGLWdelta4,SGDID:S000006942,long_terminal_repeat,CHR_7,318697,318860,"""Ty1 LTR""",Genome Release 64-3-1
YGLCdelta5,YGLCdelta5,SGDID:S000006936,reverse complement,CHR_7,319009,319341,"""Ty1 LTR""",Genome Release 64-3-1
YGLCsigma1,YGLCsigma1,SGDID:S000006937,reverse complement,CHR_7,319423,319762,"""Ty3 LTR""",Genome Release 64-3-1
YGLCtau3,YGLCtau3,SGDID:S000006939,reverse complement,CHR_7,320355,320707,"""Ty4 LTR""",Genome Release 64-3-1
YGLWdelta6,YGLWdelta6,SGDID:S000006943,long_terminal_repeat,CHR_7,327904,328224,"""Ty1 LTR""",Genome Release 64-3-1
ARS716,ARS716,SGDID:S000118456,ARS,CHR_7,352760,352906,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS717,ARS717,SGDID:S000118457,ARS,CHR_7,388658,388891,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGLWsigma2,YGLWsigma2,SGDID:S000006949,long_terminal_repeat,CHR_7,401616,401894,"""Ty3 LTR""",Genome Release 64-3-1
YGLWdelta7,YGLWdelta7,SGDID:S000006944,long_terminal_repeat,CHR_7,401959,402290,"""Ty1 LTR""",Genome Release 64-3-1
YGLWdelta8,YGLWdelta8,SGDID:S000006945,long_terminal_repeat,CHR_7,405004,405145,"""Ty1 LTR""",Genome Release 64-3-1
YGLWdelta9,YGLWdelta9,SGDID:S000006946,long_terminal_repeat,CHR_7,405146,405207,"""Ty1 LTR""",Genome Release 64-3-1
YGLCsigma3,YGLCsigma3,SGDID:S000006938,reverse complement,CHR_7,405208,405453,"""Ty3 LTR""",Genome Release 64-3-1
YGLWdelta10,YGLWdelta10,SGDID:S000006947,long_terminal_repeat,CHR_7,412456,412725,"""Ty1 LTR""",Genome Release 64-3-1
ARS718,ARS718,SGDID:S000118458,ARS,CHR_7,421171,421279,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS719,ARS719,SGDID:S000118459,ARS,CHR_7,484930,485157,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
CEN7,CEN7,SGDID:S000006468,reverse complement,CHR_7,496920,497038,"""Chromosome VII centromere""",Genome Release 64-3-1
ARS720,ARS720,SGDID:S000118460,ARS,CHR_7,508729,508977,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGRWdelta11,YGRWdelta11,SGDID:S000006965,long_terminal_repeat,CHR_7,535211,535542,"""Ty1 LTR""",Genome Release 64-3-1
YGRCdelta12,YGRCdelta12,SGDID:S000006952,reverse complement,CHR_7,535607,535759,"""Ty1 LTR""",Genome Release 64-3-1
YGRWdelta13,YGRWdelta13,SGDID:S000006966,long_terminal_repeat,CHR_7,535760,536097,"""Ty1 LTR""",Genome Release 64-3-1
YGRWTy1-1,YGRWTy1-1,SGDID:S000006982,LTR_retrotransposon,CHR_7,535760,541685,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YGRWdelta14,YGRWdelta14,SGDID:S000006967,long_terminal_repeat,CHR_7,541348,541685,"""Ty1 LTR""",Genome Release 64-3-1
YGRCdelta15,YGRCdelta15,SGDID:S000006953,reverse complement,CHR_7,561843,562176,"""Ty1 LTR""",Genome Release 64-3-1
