locus_id,name,sgd_id,genome_annotations,chrom,start,end,description,genome_version
YDR396W,YDR396W,SGDID:S000002804,Dubious ORF,CHR_4,1266295,1266795,"""Dubious open reading frame unlikely to encode a functional protein; extensively overlaps essential NCB2 gene encoding the beta subunit of the NC2 dimeric histone-fold complex""",Genome Release 64-3-1
YDR397C,NCB2,SGDID:S000002805,Verified ORF,CHR_4,1266366,1266769,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta; complex also includes Bur6p""",Genome Release 64-3-1
YDR398W,UTP5,SGDID:S000002806,Verified ORF,CHR_4,1267471,1269402,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Genome Release 64-3-1
YDR399W,HPT1,SGDID:S000002807,Verified ORF,CHR_4,1270068,1270733,"""Dimeric hypoxanthine-guanine phosphoribosyltransferase; catalyzes the transfer of the phosphoribosyl portion of 5-phosphoribosyl-alpha-1-pyrophosphate to a purine base (either guanine or hypoxanthine) to form pyrophosphate and a purine nucleotide (either guanosine monophosphate or inosine monophosphate); mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome""",Genome Release 64-3-1
YDR400W,URH1,SGDID:S000002808,Verified ORF,CHR_4,1271063,1272085,"""Uridine nucleosidase (uridine-cytidine N-ribohydrolase); cleaves N-glycosidic bonds in nucleosides; involved in the pyrimidine salvage and nicotinamide riboside salvage pathways""",Genome Release 64-3-1
YDR401W,YDR401W,SGDID:S000002809,Dubious ORF,CHR_4,1272223,1272786,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YDR402C,DIT2,SGDID:S000002810,Verified ORF,CHR_4,1272234,1273703,"""N-formyltyrosine oxidase; sporulation-specific microsomal enzyme involved in the production of N,N-bisformyl dityrosine required for spore wall maturation ; homologous to cytochrome P-450s; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Genome Release 64-3-1
YDR403W,DIT1,SGDID:S000002811,Verified ORF,CHR_4,1274602,1276212,"""Sporulation-specific enzyme required for spore wall maturation; involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure""",Genome Release 64-3-1
YDR404C,RPB7,SGDID:S000002812,Verified ORF,CHR_4,1276654,1277169,"""RNA polymerase II subunit B16; forms dissociable heterodimer with Rpb4p; Rpb4/7 dissociates from RNAPII as Ser2 CTD phosphorylation increases; Rpb4/7 regulates cellular lifespan via mRNA decay process; involved in recruitment of 3'-end processing factors to transcribing RNA polymerase II complex ; export of mRNA to cytoplasm under stress conditions; also involved in translation initiation""",Genome Release 64-3-1
YDR405W,MRP20,SGDID:S000002813,Verified ORF,CHR_4,1277646,1278437,"""Mitochondrial ribosomal protein of the large subunit""",Genome Release 64-3-1
YDR406W,PDR15,SGDID:S000002814,Verified ORF,CHR_4,1279210,1283799,"""Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p ; Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog ; PDR5 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR406W-A,YDR406W-A,SGDID:S000028543,Dubious ORF,CHR_4,1283799,1284044,"""Dubious open reading frame unlikely to encode a functional protein; identified by fungal homology and RT-PCR""",Genome Release 64-3-1
YDR407C,TRS120,SGDID:S000002815,Verified ORF,CHR_4,1284069,1287938,"""Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating intra-Golgi and endosome-Golgi traffic""",Genome Release 64-3-1
YDR408C,ADE8,SGDID:S000002816,Verified ORF,CHR_4,1288215,1288859,"""Phosphoribosyl-glycinamide transformylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Genome Release 64-3-1
YDR409W,SIZ1,SGDID:S000002817,Verified ORF,CHR_4,1289406,1292120,"""SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p ; a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2 ; Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p""",Genome Release 64-3-1
YDR410C,STE14,SGDID:S000002818,Verified ORF,CHR_4,1292372,1293091,"""Farnesyl cysteine-carboxyl methyltransferase; mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum ; localizes to the ER membrane""",Genome Release 64-3-1
YDR411C,DFM1,SGDID:S000002819,Verified ORF,CHR_4,1293369,1294394,"""Endoplasmic reticulum (ER) localized protein; involved in ER-associated protein degradation (ERAD) ; ER stress ; and homeostasis; interacts with components of ERAD-L and ERAD-C and Cdc48p; derlin-like family member similar to Der1p""",Genome Release 64-3-1
YDR412W,RRP17,SGDID:S000002820,Verified ORF,CHR_4,1294693,1295400,"""5' exoribonuclease required for 5' end processing of pre-60S rRNA; binds late pre-60S ribosomes ; accompanying them from nucleolus to nuclear periphery; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions; yeast null mutant is complemented by expression of human homolog NOL12""",Genome Release 64-3-1
YDR413C,YDR413C,SGDID:S000002821,Dubious ORF,CHR_4,1294836,1295411,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the essential uncharacterized ORF YDR412W that is implicated in rRNA processing""",Genome Release 64-3-1
YDR414C,ERD1,SGDID:S000002822,Verified ORF,CHR_4,1295598,1296686,"""Predicted membrane protein required for lumenal ER protein retention; recycles inorganic phosphate byproduct of glycosylation from ER and Golgi; mutants secrete the endogenous ER protein ; BiP (Kar2p)""",Genome Release 64-3-1
YDR415C,YDR415C,SGDID:S000002823,Uncharacterized ORF,CHR_4,1297037,1298161,"""Putative aminopeptidase; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to the vacuole""",Genome Release 64-3-1
YDR416W,SYF1,SGDID:S000002824,Verified ORF,CHR_4,1298432,1301011,"""Member of the NineTeen Complex (NTC); that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; null mutant has splicing defect and arrests in G2/M; relocalizes to the cytosol in response to hypoxia; homologs in human and C. elegans""",Genome Release 64-3-1
YDR417C,YDR417C,SGDID:S000002825,Dubious ORF,CHR_4,1301555,1301926,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF RPL12B/YDR418W""",Genome Release 64-3-1
YDR418W,RPL12B,SGDID:S000002826,Verified ORF,CHR_4,1301616,1302113,"""Ribosomal 60S subunit protein L12B; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12B has a paralog ; RPL12A ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR419W,RAD30,SGDID:S000002827,Verified ORF,CHR_4,1303174,1305072,"""DNA polymerase eta; involved in translesion synthesis during post-replication repair; catalyzes the synthesis of DNA opposite cyclobutane pyrimidine dimers and other lesions; involved in formation of post-replicative damage-induced genome-wide cohesion; may also have a role in protection against mitochondrial mutagenesis; may be involved in meiosis; mutations in human pol eta are responsible for XPV""",Genome Release 64-3-1
YDR420W,HKR1,SGDID:S000002828,Verified ORF,CHR_4,1306267,1311675,"""Mucin family member that functions as an osmosensor in the HOG pathway; large ; highly glycosylated protein that functions redundantly with Msb2p in Sho1p-mediated osmostresss induction of the HOG signaling pathway; cytoplasmic domain interacts with Ahk1p a scaffold protein that prevents cross talk with the Kss1p MAPK of the filamentous growth pathway; mutant displays defects in beta-1,3 glucan synthesis and bud site selection""",Genome Release 64-3-1
YDR421W,ARO80,SGDID:S000002829,Verified ORF,CHR_4,1312040,1314892,"""Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids""",Genome Release 64-3-1
YDR422C,SIP1,SGDID:S000002830,Verified ORF,CHR_4,1315326,1317773,"""One of three alternate beta-subunits of the Snf1p kinase complex; may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions""",Genome Release 64-3-1
YDR423C,CAD1,SGDID:S000002831,Verified ORF,CHR_4,1318046,1319275,"""AP-1-like basic leucine zipper (bZIP) transcriptional activator; involved in stress responses ; iron metabolism ; and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog ; YAP1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR424C,DYN2,SGDID:S000002832,Verified ORF,CHR_4,1319387,1319617,"""Cytoplasmic light chain dynein ; microtubule motor protein; required for intracellular transport and cell division; involved in mitotic spindle positioning; forms complex with dynein intermediate chain Pac11p that promotes Dyn1p homodimerization ; potentiates motor processivity; Dyn2p-Pac11p complex important for interaction of dynein motor complex with dynactin complex; acts as molecular glue to dimerize ; stabilize Nup82-Nsp1-Nup159 complex module of cytoplasmic pore filaments""",Genome Release 64-3-1
YDR425W,SNX41,SGDID:S000002833,Verified ORF,CHR_4,1320064,1321941,"""Sorting nexin; involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p""",Genome Release 64-3-1
YDR426C,YDR426C,SGDID:S000002834,Dubious ORF,CHR_4,1321629,1322006,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF SNX41""",Genome Release 64-3-1
YDR427W,RPN9,SGDID:S000002835,Verified ORF,CHR_4,1322205,1323386,"""Non-ATPase regulatory subunit of the 26S proteasome; similar to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Genome Release 64-3-1
YDR428C,BNA7,SGDID:S000002836,Verified ORF,CHR_4,1323454,1324239,"""Formylkynurenine formamidase; involved in the de novo biosynthesis of NAD from tryptophan via kynurenine""",Genome Release 64-3-1
YDR429C,TIF35,SGDID:S000002837,Verified ORF,CHR_4,1324477,1325301,"""eIF3g subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough""",Genome Release 64-3-1
YDR430C,CYM1,SGDID:S000002838,Verified ORF,CHR_4,1325501,1328470,"""Lysine-specific metalloprotease of the pitrilysin family; metalloprotease of the intermembrane space; degrades proteins and presequence peptides cleaved from imported proteins; required for normal mitochondrial morphology; mutation in human homolog PITRM1 is implicated in autosomal recessive spinocerebellar ataxias (ARCA)""",Genome Release 64-3-1
YDR431W,YDR431W,SGDID:S000002839,Dubious ORF,CHR_4,1328390,1328701,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YDR432W,NPL3,SGDID:S000002840,Verified ORF,CHR_4,1328783,1330027,"""RNA-binding protein; promotes elongation ; regulates termination ; and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p ; linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress""",Genome Release 64-3-1
YDR433W,YDR433W,SGDID:S000002841,Dubious ORF,CHR_4,1329600,1330040,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YDR434W,GPI17,SGDID:S000002842,Verified ORF,CHR_4,1331237,1332841,"""Transmembrane protein; subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-S homolog""",Genome Release 64-3-1
YDR435C,PPM1,SGDID:S000002843,Verified ORF,CHR_4,1332983,1333969,"""Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p) ; which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth""",Genome Release 64-3-1
YDR436W,PPZ2,SGDID:S000002844,Verified ORF,CHR_4,1334821,1336953,"""Serine/threonine protein phosphatase Z ; isoform of Ppz1p; involved in regulation of potassium transport ; which affects osmotic stability ; cell cycle progression ; and halotolerance""",Genome Release 64-3-1
YDR437W,GPI19,SGDID:S000002845,Verified ORF,CHR_4,1337352,1337774,"""Subunit of GPI-GlcNAc transferase involved in synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis; shares similarity with mammalian PIG-P""",Genome Release 64-3-1
YDR438W,THI74,SGDID:S000002846,Verified ORF,CHR_4,1338274,1339386,"""Mitochondrial transporter repressible by thiamine; THI74 has a paralog ; YML018C ; that arose from the whole genome duplication; shows sequence homology to human gene SLC35F3 ; a thiamine transporter implicated in hypertension""",Genome Release 64-3-1
YDR439W,LRS4,SGDID:S000002847,Verified ORF,CHR_4,1339676,1340719,"""Nucleolar protein that forms a complex with Csm1p; and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation""",Genome Release 64-3-1
YDR440W,DOT1,SGDID:S000002848,Verified ORF,CHR_4,1342493,1344241,"""Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing ; meiotic checkpoint control ; and DNA damage response; single DOT1 gene produces two Dot1p isoforms from alternative translation start sites as a result of leaky scanning by the ribosome""",Genome Release 64-3-1
YDR441C,APT2,SGDID:S000002849,Verified ORF,CHR_4,1344517,1345062,"""Potential adenine phosphoribosyltransferase; encodes a protein with similarity to adenine phosphoribosyltransferase ; but artificially expressed protein exhibits no enzymatic activity; APT2 has a paralog ; APT1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR442W,YDR442W,SGDID:S000002850,Dubious ORF,CHR_4,1345647,1346039,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YDR443C,SSN2,SGDID:S000002851,Verified ORF,CHR_4,1345676,1349938,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for stable association of Srb10p-Srb11p kinase; essential for transcriptional regulation""",Genome Release 64-3-1
YDR444W,YDR444W,SGDID:S000002852,Uncharacterized ORF,CHR_4,1350290,1352353,"""Putative hydrolase acting on ester bonds""",Genome Release 64-3-1
YDR445C,YDR445C,SGDID:S000002853,Dubious ORF,CHR_4,1352182,1352589,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YDR446W,ECM11,SGDID:S000002854,Verified ORF,CHR_4,1353725,1354633,"""Meiosis-specific protein; component of the Synaptonemal Complex (SC) along with Gmc2p; required for efficient crossover formation and for the efficient loading of the SC transverse filament protein ; Zip1p; is SUMOlytaed in a Gmc2p manner ; and SUMOylation is required for its function in meiosis; GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure""",Genome Release 64-3-1
YDR447C,RPS17B,SGDID:S000002855,Verified ORF,CHR_4,1354829,1355236,"""Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17 ; no bacterial homolog; RPS17B has a paralog ; RPS17A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Genome Release 64-3-1
YDR448W,ADA2,SGDID:S000002856,Verified ORF,CHR_4,1356065,1357369,"""Transcription coactivator; component of the ADA and SAGA transcriptional adaptor/HAT (histone acetyltransferase) complexes""",Genome Release 64-3-1
YDR449C,UTP6,SGDID:S000002857,Verified ORF,CHR_4,1357580,1358902,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Genome Release 64-3-1
YDR450W,RPS18A,SGDID:S000002858,Verified ORF,CHR_4,1359923,1359969,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S18 and bacterial S13; RPS18A has a paralog ; RPS18B ; that arose from the whole genome duplication; protein increases in abundance and relocalizes from cytoplasm to nuclear foci upon DNA replication stress""",Genome Release 64-3-1
YDR451C,YHP1,SGDID:S000002859,Verified ORF,CHR_4,1361120,1362181,"""Homeobox transcriptional repressor; binds Mcm1p and early cell cycle box (ECB) elements of cell cycle regulated genes ; thereby restricting ECB-mediated transcription to the M/G1 interval; YHP1 has a paralog ; YOX1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR452W,PPN1,SGDID:S000002860,Verified ORF,CHR_4,1362878,1364902,"""Dual endo- and exopolyphosphatase with a role in phosphate metabolism; acts as both an endopolyphosphatase cleaving long chains of polyphosphate distributively to generate shorter polymer chains and as an exopolyphosphatase catalyzing the hydrolysis of terminal phosphate from polyphosphate; localizes to the vacuole ; nucleus and cytosol; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Genome Release 64-3-1
YDR453C,TSA2,SGDID:S000002861,Verified ORF,CHR_4,1365072,1365662,"""Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen ; nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog ; TSA1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR454C,GUK1,SGDID:S000002862,Verified ORF,CHR_4,1366264,1366827,"""Guanylate kinase; converts GMP to GDP; required for growth and mannose outer chain elongation of cell wall N-linked glycoproteins""",Genome Release 64-3-1
YDR455C,YDR455C,SGDID:S000002863,Dubious ORF,CHR_4,1367373,1367681,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene YDR456W""",Genome Release 64-3-1
YDR456W,NHX1,SGDID:S000002864,Verified ORF,CHR_4,1367485,1369386,"""Na+/H+ and K+/H+ exchanger; required for intracellular sequestration of Na+ and K+; located in the vacuole and late endosome compartments; required for osmotolerance to acute hypertonic shock and for vacuolar fusion; ortholog of human NHE9 ; which is linked to autism""",Genome Release 64-3-1
YDR457W,TOM1,SGDID:S000002865,Verified ORF,CHR_4,1369790,1379596,"""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase""",Genome Release 64-3-1
YDR458C,HEH2,SGDID:S000002866,Verified ORF,CHR_4,1380055,1382046,"""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif ; nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog ; SRC1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR459C,PFA5,SGDID:S000002867,Verified ORF,CHR_4,1382319,1383443,"""Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain""",Genome Release 64-3-1
YDR460W,TFB3,SGDID:S000002868,Verified ORF,CHR_4,1383811,1384776,"""Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation ; required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit""",Genome Release 64-3-1
YDR461W,MFA1,SGDID:S000002869,Verified ORF,CHR_4,1385176,1385286,"""Mating pheromone a-factor; made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification ; N-terminal proteolysis ; and export; also encoded by MFA2""",Genome Release 64-3-1
YDR461C-A,CMI8,SGDID:S000087209,Uncharacterized ORF,CHR_4,1385524,1385766,"""Putative cytosolic protein of unknown function""",Genome Release 64-3-1
YDR462W,MRPL28,SGDID:S000002870,Verified ORF,CHR_4,1386073,1386516,"""Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress""",Genome Release 64-3-1
YDR463W,STP1,SGDID:S000002871,Verified ORF,CHR_4,1386816,1388375,"""Transcription factor; contains a N-terminal regulatory motif (RI) that acts as a cytoplasmic retention determinant and as an Asi dependent degron in the nucleus; undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids; activates transcription of amino acid permease genes and may have a role in tRNA processing; STP1 has a paralog ; STP2 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR464W,SPP41,SGDID:S000002872,Verified ORF,CHR_4,1388872,1393179,"""Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia""",Genome Release 64-3-1
YDR464C-A,YDR464C-A,SGDID:S000028614,Dubious ORF,CHR_4,1392492,1392680,"""Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Genome Release 64-3-1
YDR465C,RMT2,SGDID:S000002873,Verified ORF,CHR_4,1393336,1394574,"""Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67; relative distribution to the nucleus increases upon DNA replication stress""",Genome Release 64-3-1
YDR466W,PKH3,SGDID:S000002874,Verified ORF,CHR_4,1395121,1397817,"""Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p; yeast Pkh1p and Pkh2p are two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant""",Genome Release 64-3-1
YDR467C,YDR467C,SGDID:S000002875,Dubious ORF,CHR_4,1397583,1397909,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YDR468C,TLG1,SGDID:S000002876,Verified ORF,CHR_4,1398026,1398700,"""Essential t-SNARE that mediates fusion of vesicles with the late Golgi; forms a complex with Tlg2p and Vti1p; mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT (Vps fifty-three) through interaction with Vps51p""",Genome Release 64-3-1
YDR469W,SDC1,SGDID:S000002877,Verified ORF,CHR_4,1399015,1399542,"""Subunit of the COMPASS (Set1C) complex; COMPASS methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres; contains a Dpy-30 domain that mediates interaction with Bre2p; similar to C. elegans and human DPY-30""",Genome Release 64-3-1
YDR470C,UGO1,SGDID:S000002878,Verified ORF,CHR_4,1399706,1401214,"""Outer membrane component of the mitochondrial fusion machinery; binds to Fzo1p and Mgm1p to link these two GTPases during mitochondrial fusion; involved in fusion of both the outer and inner membranes; facilitates dimerization of Fzo1p during fusion; import into the outer membrane is mediated by Tom70p and Mim1p; has similarity to carrier proteins but likely not a transporter; similar to human SLC25A46 implicated in optic atroprophy spectrum disorder and Leigh syndrome""",Genome Release 64-3-1
YDR471W,RPL27B,SGDID:S000002879,Verified ORF,CHR_4,1401770,1401800,"""Ribosomal 60S subunit protein L27B; homologous to mammalian ribosomal protein L27 ; no bacterial homolog; RPL27B has a paralog ; RPL27A ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR472W,TRS31,SGDID:S000002880,Verified ORF,CHR_4,1403322,1404173,"""Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p ; regulating ER-Golgi traffic (TRAPPI) ; intra-Golgi traffic (TRAPPII) ; endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII)""",Genome Release 64-3-1
YDR473C,PRP3,SGDID:S000002881,Verified ORF,CHR_4,1404445,1405854,"""Splicing factor; component of the U4/U6-U5 snRNP complex""",Genome Release 64-3-1
YDR475C,JIP4,SGDID:S000002883,Verified ORF,CHR_4,1407464,1410094,"""Protein of unknown function; previously annotated as two separate ORFs ; YDR474C and YDR475C ; which were merged as a result of corrections to the systematic reference sequence; JIP4 has a paralog ; YOR019W ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR476C,YDR476C,SGDID:S000002884,Uncharacterized ORF,CHR_4,1410453,1411127,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene""",Genome Release 64-3-1
YDR477W,SNF1,SGDID:S000002885,Verified ORF,CHR_4,1412373,1414274,"""AMP-activated S/T protein kinase; complexes with Snf4p and a Sip1p/Sip2p/Gal83p family member; required for glucose-repressed gene transcription ; heat shock ; sporulation ; and peroxisome biogenesis; active form involved in mitotic spindle alignment in non-limiting glucose; regulates Hxk2p nucleocytoplasmic shuttling; regulates filamentous growth and acts as a non-canonical GEF-activating Arf3p during invasive growth; sumoylation inhibits Snf1p ; targeting it for Ub-ligase mediated destruction""",Genome Release 64-3-1
YDR478W,SNM1,SGDID:S000002886,Verified ORF,CHR_4,1414575,1415171,"""Ribonuclease MRP complex subunit; ribonuclease (RNase) MRP cleaves pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; binds to the NME1 RNA subunit of RNase MRP""",Genome Release 64-3-1
YDR479C,PEX29,SGDID:S000002887,Verified ORF,CHR_4,1415210,1416874,"""ER-resident protein involved in peroxisomal biogenesis; ER-localized protein that associates with peroxisomes; interacts with Pex30p and reticulons Rtn1p and Yop1p to regulate peroxisome biogenesis from the ER; role in peroxisomal-destined vesicular flow from the ER; regulates peroxisomal size ; number and distribution; Pex28p and Pex29p may act at steps upstream of those mediated by Pex30p ; Pex31p ; and Pex32p; forms ER foci upon DNA replication stress""",Genome Release 64-3-1
YDR480W,DIG2,SGDID:S000002888,Verified ORF,CHR_4,1417399,1418370,"""MAP kinase-responsive inhibitor of the Ste12p transcription factor; involved in the regulation of mating-specific genes and the invasive growth pathway; related regulators Dig1p and Dig2p bind to Ste12p; DIG2 has a paralog ; DIG1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR481C,PHO8,SGDID:S000002889,Verified ORF,CHR_4,1418550,1420250,"""Repressible vacuolar alkaline phosphatase; controls polyphosphate content; regulated by levels of Pi and by Pho4p ; Pho9p ; Pho80p ; Pho81p and Pho85p; dephosphorylates phosphotyrosyl peptides; contributes to NAD+ metabolism by producing nicotinamide riboside from NMN""",Genome Release 64-3-1
YDR482C,CWC21,SGDID:S000002890,Verified ORF,CHR_4,1420431,1420838,"""Protein involved in RNA splicing by the spliceosome; component of a complex containing Cef1p; interacts genetically with ISY1 and BUD13; may bind RNA; has similarity to S. pombe Cwf21p""",Genome Release 64-3-1
YDR483W,KRE2,SGDID:S000002891,Verified ORF,CHR_4,1421157,1422485,"""Alpha1,2-mannosyltransferase of the Golgi; involved in protein mannosylation; KRE2 has a paralog ; KTR6 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YDR484W,VPS52,SGDID:S000002892,Verified ORF,CHR_4,1422763,1424688,"""Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi ; and for mitosis after DNA damage induced checkpoint arrest; involved in localization of actin and chitin; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p""",Genome Release 64-3-1
YDR485C,VPS72,SGDID:S000002893,Verified ORF,CHR_4,1424820,1427207,"""Htz1p-binding component of the SWR1 complex; exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; may function as a lock that prevents removal of H2AZ from nucleosomes; required for vacuolar protein sorting""",Genome Release 64-3-1
