SNP	Chr	Pos
2559	4	1184872
2561	4	1189750
2562	4	1191476
2563	4	1191692
2564	4	1191935
2565	4	1197131
2566	4	1197837
2567	4	1198548
2568	4	1213560
2570	4	1215342
2571	4	1218917
2572	4	1218963
2573	4	1219676
2574	4	1222379
2575	4	1222542
2576	4	1224469
2577	4	1225163
2578	4	1225198
2579	4	1225542
2580	4	1226443
2581	4	1227990
2582	4	1234689
2583	4	1235338
2584	4	1235719
2586	4	1242195
2587	4	1242241
2588	4	1242383
2589	4	1246177
2590	4	1248530
2591	4	1248695
2592	4	1257382
2593	4	1257441
2594	4	1259337
2595	4	1261236
2596	4	1261386
2597	4	1261899
2599	4	1266919
2600	4	1267444
2601	4	1268273
2602	4	1268325
2603	4	1272320
2604	4	1276141
2606	4	1278618
2607	4	1278772
2608	4	1278850
2609	4	1279912
2611	4	1285240
2612	4	1287974
2613	4	1291435
2614	4	1292515
2615	4	1296513
2616	4	1311626
2617	4	1317259
2618	4	1318331
2619	4	1318792
2620	4	1321563
2621	4	1323799
2622	4	1333470
2623	4	1333527
2624	4	1335357
2625	4	1335426
2626	4	1335638
2628	4	1337514
2629	4	1338262
2630	4	1338321
2632	4	1342134
2633	4	1342485
2634	4	1345539
2635	4	1345654
2638	4	1352461
2640	4	1353994
2641	4	1354278
2642	4	1354322
2645	4	1357789
2646	4	1358780
2647	4	1359163
2648	4	1363156
2649	4	1365131
2650	4	1367398
2651	4	1372531
2652	4	1375354
2653	4	1379287
2654	4	1381192
2655	4	1381394
2656	4	1383768
2657	4	1385147
2659	4	1389763
2660	4	1391816
2661	4	1392181
2662	4	1392182
2663	4	1392187
2664	4	1411483
2665	4	1411837
2666	4	1411853
2668	4	1418662
2669	4	1429971
2670	4	1432529
2671	4	1432812
2672	4	1433591
2673	4	1434295
2674	4	1435743
2675	4	1436351
2676	4	1438464
2679	4	1443836
2680	4	1443911
2681	4	1444256
2682	4	1444337
2683	4	1444364
2684	4	1444711
2685	4	1444817
2686	4	1445462
2694	4	1447568
2695	4	1447682
2696	4	1447719
2697	4	1447777
2698	4	1448144
2699	4	1448153
2700	4	1448315
2702	4	1451946
2703	4	1452368
2704	4	1453498
2705	4	1455597
2709	4	1457873
2711	4	1459398
2714	4	1467660
2715	4	1469963
2716	4	1471998
2717	4	1472661
2718	4	1472720
2719	4	1474141
2720	4	1475645
2721	4	1483867
2723	4	1484621
2724	4	1484733
2725	4	1484992
2726	4	1486897
2727	4	1488575
2729	4	1491666
2730	4	1492451
2731	4	1493150
2732	4	1493956
2733	4	1493975
2734	4	1494542
2735	4	1494612
2736	4	1494869
2737	4	1494944
2738	4	1494974
2741	4	1512432
2742	4	1512726
2744	4	1513733
2748	4	1517320
2751	4	1521315
2752	4	1521582
2753	4	1521747
2759	4	1522862
2768	5	8786
2769	5	9566
2770	5	11033
2771	5	11244
2772	5	11370
2773	5	13215
2774	5	13449
2776	5	13639
2777	5	13690
2778	5	14028
2780	5	18746
2781	5	18800
2790	5	19368
2819	5	23574
2820	5	23653
2821	5	24002
2822	5	24122
2823	5	24148
2824	5	24163
2825	5	24234
2826	5	24246
2828	5	24278
2829	5	24388
2830	5	24487
2831	5	24650
2832	5	24820
2833	5	24909
2834	5	25103
2838	5	26058
2839	5	26197
2840	5	26417
2841	5	27428
2842	5	30505
2843	5	31263
2846	5	32038
2847	5	33720
2848	5	33814
2849	5	33851
2850	5	34324
2851	5	34350
2852	5	35048
2853	5	35579
2854	5	35901
2855	5	35947
2858	5	38200
2859	5	38263
2860	5	38427
2861	5	38677
2863	5	41075
2864	5	42051
2865	5	42740
2866	5	44304
2867	5	44612
2868	5	45702
2869	5	46084
2870	5	49920
2872	5	53073
2873	5	53535
2874	5	53964
2875	5	57276
2876	5	57788
2877	5	57861
2878	5	58267
2883	5	61028
2885	5	64504
2886	5	66168
2887	5	67144
2889	5	68714
2890	5	69083
2891	5	69805
2892	5	69813
2894	5	70531
2895	5	70702
2896	5	70852
2897	5	70969
2898	5	72069
2900	5	74994
2901	5	75504
2902	5	75507
2903	5	75860
2904	5	76107
2905	5	76472
2906	5	76912
2907	5	77002
2908	5	77032
2909	5	77423
2910	5	77484
2911	5	77918
2912	5	78310
2913	5	79208
2914	5	79230
2917	5	79232
2919	5	80396
2920	5	81334
2921	5	82827
2922	5	83188
2923	5	85693
2925	5	87323
2926	5	90716
2927	5	90719
2928	5	90720
2929	5	90746
2930	5	91091
2931	5	92747
2932	5	93878
2934	5	97629
2935	5	97695
2936	5	98040
2937	5	98089
2938	5	98565
2939	5	98574
2940	5	98997
2941	5	99314
2942	5	99455
2943	5	99489
2947	5	102203
2948	5	102465
2949	5	103569
2950	5	103937
2951	5	104225
2952	5	104404
2953	5	104442
2954	5	104957
2955	5	105087
2956	5	105138
2957	5	105493
2958	5	105602
2959	5	105816
2960	5	105842
2961	5	105854
2962	5	106333
2963	5	106481
2964	5	106489
2965	5	106491
2966	5	106493
2967	5	106501
2968	5	106718
2969	5	106822
2970	5	107574
2973	5	117834
2974	5	119209
2975	5	120796
2976	5	124644
2977	5	125211
2978	5	125474
2979	5	127339
2980	5	131540
2981	5	132221
2984	5	134344
2985	5	134626
2986	5	137820
2987	5	139492
2988	5	144411
2989	5	154798
2990	5	154908
2991	5	155745
2992	5	156437
2993	5	157488
2996	5	161956
2997	5	162464
2998	5	164144
2999	5	165491
3000	5	166030
3001	5	167327
3003	5	169215
3006	5	170676
3007	5	171267
3008	5	171463
3009	5	172056
3010	5	172075
3011	5	173259
3012	5	173927
3013	5	174122
3014	5	178044
3015	5	178645
3016	5	178674
3017	5	179325
3018	5	181135
3019	5	184224
3020	5	185680
3021	5	186149
3022	5	187087
3023	5	187466
3024	5	187642
3025	5	189599
3026	5	189613
3027	5	191306
3028	5	192971
3033	5	210350
3034	5	210480
3035	5	211001
3036	5	211036
3037	5	211245
3038	5	211284
3039	5	211526
3040	5	211987
3042	5	214406
3043	5	214752
3044	5	215862
3045	5	216840
3046	5	217294
3047	5	217319
3049	5	218253
3050	5	218986
3051	5	219768
3052	5	220210
3053	5	220516
3054	5	220904
3056	5	221810
3057	5	221815
3058	5	221827
3059	5	221903
3060	5	221992
3061	5	222178
3062	5	222207
3063	5	222346
3064	5	223004
3066	5	225231
3070	5	225569
3072	5	227110
3073	5	229365
3074	5	229595
3075	5	229778
3076	5	229833
3077	5	229900
3078	5	230375
3079	5	230512
3080	5	232888
3081	5	234489
3082	5	234669
3083	5	237047
3084	5	238069
3085	5	239147
3086	5	240361
3087	5	241166
3088	5	241225
3090	5	241984
3091	5	242244
3092	5	242428
3093	5	243584
3095	5	245951
3096	5	246143
3097	5	246282
3098	5	246808
3101	5	249753
3104	5	251602
3105	5	251756
3106	5	251866
3107	5	253670
3109	5	254385
3113	5	260512
3114	5	260909
3115	5	261182
3116	5	261798
3117	5	262671
3118	5	264790
3119	5	265651
3120	5	266244
3123	5	268009
3124	5	268019
3128	5	269900
3129	5	271971
3131	5	272598
3132	5	272758
3133	5	273551
3136	5	274280
3137	5	274601
3138	5	277836
3139	5	279640
3141	5	283807
3142	5	284696
3146	5	290243
3148	5	293310
3149	5	293706
3151	5	302362
3152	5	304779
3153	5	308710
3154	5	309654
3155	5	309985
3156	5	310175
3157	5	312612
3158	5	313206
3159	5	313702
3160	5	314857
3161	5	315976
3162	5	317740
3164	5	320971
3165	5	321654
3166	5	324331
3167	5	328525
3168	5	335406
3169	5	335771
3170	5	336687
3171	5	341045
3172	5	341262
3173	5	342707
3174	5	342848
3175	5	343502
3176	5	343588
3177	5	346773
3178	5	349449
3179	5	350876
3180	5	354177
3181	5	357163
3182	5	360584
3183	5	363025
3184	5	365083
3185	5	366361
3186	5	371014
3187	5	371457
3188	5	372989
3189	5	374614
3190	5	377631
3191	5	378702
3192	5	378741
3193	5	379541
3194	5	380460
3198	5	382808
3199	5	384156
3200	5	387695
3201	5	388185
3203	5	391916
3204	5	392497
3205	5	393006
3206	5	393290
3208	5	396266
3209	5	398009
3210	5	398644
3211	5	401545
3212	5	402468
3213	5	403529
3214	5	405417
3215	5	406230
3217	5	407785
3218	5	409900
3223	5	417297
3224	5	419108
3225	5	421695
3226	5	422560
3227	5	424852
3228	5	425327
3229	5	427844
3230	5	430235
3232	5	430883
3234	5	431369
3235	5	432378
3236	5	432587
3237	5	434634
3238	5	441308
3239	5	441594
3245	5	451448
3246	5	456087
3247	5	458086
3248	5	461234
3250	5	463004
3251	5	465043
3252	5	467724
3253	5	468076
3254	5	469078
3255	5	469404
3256	5	475322
3257	5	475607
3258	5	475736
3259	5	478715
3260	5	478932
3261	5	479996
3262	5	482003
3263	5	482536
3265	5	484954
3266	5	486157
3267	5	486882
3270	5	487404
3273	5	489636
3274	5	490549
3275	5	491806
3276	5	491888
3279	5	499612
3280	5	502460
3281	5	504765
3282	5	504884
3283	5	509836
3285	5	511350
3286	5	512696
3287	5	512931
3288	5	514582
3289	5	515315
3290	5	515397
3291	5	515950
3292	5	516091
3293	5	518207
3294	5	518275
3295	5	519067
3296	5	522215
3298	5	523232
3299	5	524247
3300	5	524532
3301	5	524625
3302	5	525863
3303	5	526004
3304	5	526007
3305	5	529382
3307	5	532205
3308	5	532256
3309	5	533988
3310	5	535074
3311	5	537503
3312	5	538956
3313	5	540169
3315	5	540682
3317	5	542346
3318	5	542361
3319	5	543103
3321	5	545826
3322	5	546667
3323	5	547620
3325	5	548310
3326	5	548459
3327	5	548843
3328	5	549055
3329	5	549248
3333	5	550708
3336	5	551776
3337	5	552218
3338	5	553130
3343	5	555454
3344	5	555973
3345	5	557406
3346	5	557772
3347	5	558324
3348	5	558514
3349	5	558549
3350	5	559378
3351	5	560042
3352	5	561145
3353	5	561154
3354	5	561160
3355	5	561163
3356	5	561166
3357	5	561193
3370	5	561430
3396	5	561906
3397	5	561915
3398	5	562065
3399	5	562072
3400	5	562097
3402	5	562116
3403	5	562155
3404	5	562173
3405	5	562264
3406	5	562359
3407	5	562436
3408	5	562451
3409	5	562473
3410	5	562513
3411	5	562518
3412	5	562560
3413	5	562570
3414	5	562582
3415	5	562610
3416	5	562667
3417	5	562683
3418	5	562774
3419	5	562846
3420	5	562873
3421	5	562888
3422	5	563005
3423	5	563017
3424	5	563018
3425	5	563074
3426	5	563104
3427	5	563148
3428	5	563174
3429	5	563257
3430	5	563299
3431	5	563318
3432	5	563324
3433	5	563344
3434	5	563347
3435	5	563348
3453	5	563747
3454	5	563755
3455	5	563781
3456	5	563837
3458	5	563866
3459	5	563882
3460	5	563899
3461	5	563908
3462	5	563929
3463	5	563964
3464	5	563970
3465	5	564006
3466	5	564048
3467	5	564065
3468	5	564074
3469	5	564097
3470	5	564135
3471	5	564147
3472	5	564195
3473	5	564197
3474	5	564206
3475	5	564212
3476	5	564236
3477	5	564252
3478	5	564265
3479	5	564272
3480	5	564298
3481	5	564300
3482	5	564304
3501	5	564535
3505	5	564590
3506	5	564680
3532	5	565093
3533	5	565120
3534	5	565122
3535	5	565125
3536	5	565208
3537	5	565243
3538	5	565254
3540	5	565293
3541	5	565315
3550	5	565448
3551	5	565475
3552	5	565507
3553	5	565512
3555	5	565639
3556	5	565651
3557	5	565675
3565	5	565834
3585	5	566542
3586	5	566565
3587	5	566568
3588	5	566580
3598	6	16905
3599	6	18881
3603	6	22804
3604	6	23172
3605	6	23564
3606	6	26594
3611	6	27767
3612	6	28811
3613	6	28916
3618	6	30322
3621	6	32438
3622	6	35840
3623	6	36181
3624	6	36236
3625	6	38641
3626	6	39419
3627	6	39566
3628	6	39609
3629	6	40630
3630	6	41068
3631	6	41221
3632	6	41296
3633	6	41435
3634	6	41573
3635	6	41626
3636	6	42992
3637	6	45282
3638	6	45815
3639	6	47290
3640	6	48282
3641	6	48919
3642	6	48921
3643	6	50414
3644	6	50685
3645	6	50825
3649	6	51526
3650	6	51781
3651	6	52550
3652	6	53989
3654	6	54932
3655	6	55876
3656	6	56091
3657	6	57460
3660	6	62743
3662	6	64449
3664	6	65125
3665	6	65133
3666	6	65183
3667	6	66460
3668	6	67184
3669	6	71471
3670	6	71997
3671	6	72514
3673	6	73433
3674	6	74406
3676	6	74913
3677	6	75397
3678	6	76427
3681	6	76526
3682	6	78316
3683	6	78381
3684	6	78862
3685	6	78907
3686	6	79638
3687	6	79955
3688	6	80725
3689	6	80860
3690	6	83761
3692	6	88005
3693	6	88006
3696	6	88398
3697	6	88475
3698	6	90318
3699	6	91505
3700	6	91959
3701	6	92208
3702	6	95448
3703	6	95468
3704	6	95926
3708	6	98879
3710	6	101306
3711	6	101424
3712	6	101439
3713	6	101478
3717	6	106653
3718	6	107478
3719	6	107527
3722	6	111711
3723	6	114692
3724	6	114714
3725	6	115037
3726	6	116654
3728	6	119386
3729	6	123079
3730	6	146131
3731	6	151731
3733	6	157270
3734	6	158136
3735	6	158910
3736	6	162526
3737	6	163117
3738	6	163321
3739	6	163435
3741	6	166074
3743	6	167198
3750	6	168223
3753	6	168572
3754	6	173904
3755	6	175273
3756	6	178778
3759	6	180643
3760	6	183039
3761	6	183936
3762	6	184860
3763	6	187264
3765	6	188423
3766	6	188938
3767	6	189863
3771	6	192593
3772	6	193272
3773	6	193671
3774	6	199005
3775	6	199448
3776	6	201624
3777	6	201882
3778	6	203342
3779	6	204006
3780	6	204440
3781	6	204681
3783	6	208815
3784	6	208850
3786	6	211447
3787	6	212247
3788	6	214251
3789	6	216365
3790	6	221588
3791	6	223266
3792	6	223299
3793	6	225352
3794	6	226182
3795	6	226781
3796	6	226929
3799	6	227356
3800	6	229335
3801	6	229567
3802	6	231725
3803	6	232479
3804	6	233698
3805	6	234833
3806	6	236114
3807	6	240423
3808	6	240985
3809	6	242390
3811	6	244301
3812	6	244932
3813	6	245484
3814	6	245505
3815	6	245506
3816	6	245578
3817	6	245636
3821	6	246705
3823	6	251165
3824	6	252271
3827	6	253758
3828	6	255018
3829	6	255233
3830	6	256493
3832	6	259953
3833	6	260068
3834	6	260462
3836	6	261981
3838	6	264000
3839	6	264618
3840	6	264756
3841	6	265060
3843	6	265477
3844	6	266478
3845	6	266518
3846	6	266627
3849	6	268911
3850	6	269163
3864	7	1581
3866	7	4704
3867	7	5119
3868	7	5218
3869	7	7125
3870	7	7291
3872	7	8513
3878	7	11349
3880	7	12575
3881	7	12595
3882	7	14747
3883	7	16567
3889	7	17880
3892	7	19896
3894	7	20120
3895	7	20451
3896	7	21017
3899	7	22886
3900	7	23383
3901	7	25886
3902	7	25887
3903	7	26093
3904	7	27156
3905	7	27279
3906	7	27302
3907	7	27344
3908	7	27579
3909	7	27845
3910	7	28091
3911	7	28799
3912	7	29465
3913	7	29523
3915	7	30416
3916	7	31914
3917	7	32231
3918	7	32249
3919	7	33274
3920	7	33393
3921	7	33441
3922	7	33830
3923	7	34423
3924	7	34625
3925	7	34691
3926	7	34805
3927	7	34808
3928	7	35435
3929	7	35488
3931	7	36074
3932	7	36180
3933	7	37288
3934	7	37933
3935	7	39044
3937	7	39884
3938	7	41124
3939	7	41301
3940	7	41497
3942	7	41874
3943	7	41917
3944	7	42056
3945	7	42627
3947	7	43683
3948	7	45046
3949	7	45136
3953	7	45565
3954	7	45777
3956	7	46298
3958	7	47015
3959	7	47250
3960	7	47587
3961	7	48435
3967	7	49339
3968	7	50874
3971	7	53407
3972	7	53416
3973	7	53455
3974	7	53544
3975	7	53637
3976	7	53662
3977	7	53700
3978	7	53702
3979	7	54897
3980	7	55912
3983	7	61773
3984	7	62689
3985	7	64143
3986	7	65725
3987	7	66075
3988	7	66339
3989	7	66563
3990	7	66622
3993	7	68261
3994	7	68513
3999	7	70413
4002	7	74414
4003	7	80505
4008	7	83968
4010	7	87147
4012	7	87833
4013	7	87999
4014	7	88913
4016	7	90591
4017	7	92844
4018	7	98223
4019	7	101935
4020	7	102167
4022	7	103626
4023	7	103929
4024	7	105525
4025	7	109520
4026	7	109762
4028	7	114462
4032	7	115759
4033	7	120910
4034	7	121864
4035	7	122646
4036	7	128719
4037	7	129502
4038	7	129866
4039	7	130581
4041	7	131475
4042	7	131572
4043	7	133091
4044	7	134263
4045	7	134556
4046	7	139381
4047	7	139844
4050	7	140416
4051	7	140907
4052	7	142582
4053	7	142616
4054	7	142656
4055	7	142710
4056	7	142737
4057	7	142798
4058	7	142863
4059	7	142935
4060	7	144443
4061	7	149219
4062	7	149745
4063	7	153512
4064	7	154206
4065	7	154349
4067	7	158616
4069	7	159442
4072	7	164509
4073	7	166144
4077	7	166833
4078	7	169205
4081	7	171892
4083	7	174147
4084	7	175201
4085	7	175569
4086	7	176862
4087	7	178295
4088	7	181053
4089	7	181165
4090	7	183625
4091	7	191252
4092	7	191676
4093	7	192137
4094	7	192700
4095	7	196064
4096	7	197274
4097	7	199802
4098	7	201855
4099	7	202039
4100	7	202122
4101	7	202957
4102	7	203677
4106	7	205675
4108	7	206511
4109	7	206991
4110	7	207921
4112	7	208986
4113	7	209438
4114	7	225148
4115	7	226323
4116	7	227872
4117	7	229363
4118	7	229656
4119	7	229803
4121	7	230481
4122	7	230937
4124	7	233940
4125	7	234570
4126	7	234702
4127	7	235464
4128	7	235726
4130	7	237753
4131	7	238084
4133	7	241711
4134	7	247290
4135	7	247666
4136	7	249982
4137	7	250183
4138	7	250680
4139	7	255972
4143	7	260913
4144	7	266540
4145	7	267569
4146	7	272144
4147	7	272225
4148	7	272227
4151	7	275338
4152	7	276571
4154	7	283774
4155	7	284360
4156	7	284441
4157	7	293925
4158	7	295079
4159	7	300508
4160	7	301066
4165	7	307361
4166	7	308037
4167	7	315634
4168	7	316663
4170	7	320913
4171	7	321449
4174	7	321718
4176	7	323123
4177	7	323836
4178	7	323883
4179	7	323971
4180	7	324357
4181	7	324640
4183	7	326640
4184	7	329449
4185	7	331193
4186	7	333120
4187	7	334340
4188	7	335451
4189	7	335555
4190	7	335709
4191	7	336457
4194	7	337273
4195	7	338130
4196	7	340507
4197	7	340586
4198	7	341281
4199	7	341488
4200	7	344309
4201	7	345180
4202	7	345331
4203	7	345428
4204	7	345527
4205	7	345530
4206	7	347594
4207	7	347717
4209	7	351511
4210	7	354145
4211	7	355322
4212	7	356291
4214	7	359010
4216	7	360441
4217	7	361541
4218	7	361880
4221	7	362321
4222	7	362382
4223	7	362516
4225	7	366066
4227	7	366931
4228	7	367665
4229	7	368513
4230	7	370476
4231	7	370996
4232	7	371385
4233	7	371466
4234	7	372094
4235	7	373509
4236	7	373552
4237	7	374939
4238	7	376215
4239	7	377214
4243	7	377882
4244	7	378667
4245	7	379511
4247	7	389537
4248	7	389749
4249	7	390823
4250	7	392417
4251	7	394456
4254	7	397324
4255	7	397449
4257	7	398372
4258	7	399000
4259	7	399178
4263	7	407454
4264	7	408316
4265	7	408928
4268	7	409847
4269	7	409966
4270	7	411864
4271	7	412413
4272	7	412555
4275	7	412717
4276	7	413438
4277	7	413465
4278	7	413738
4279	7	413763
4282	7	414290
4283	7	414560
4284	7	415645
4285	7	416060
4286	7	416657
4287	7	416947
4288	7	417098
4289	7	417241
4290	7	417345
4291	7	418232
4292	7	418899
4293	7	421296
4294	7	423259
4295	7	423701
4296	7	424042
4297	7	424415
4298	7	424620
4299	7	424652
4300	7	424942
4301	7	425235
4302	7	426067
4303	7	427479
4304	7	428717
4305	7	430559
4306	7	432426
4307	7	433131
4309	7	433461
4310	7	433639
4311	7	433742
4312	7	433809
4317	7	434030
4318	7	434363
4319	7	434513
4320	7	434545
4321	7	434968
4323	7	435937
4324	7	436038
4325	7	436063
4327	7	437491
4329	7	438424
4330	7	438728
4335	7	446235
4336	7	449305
4337	7	449489
4339	7	455708
4340	7	455735
4341	7	458896
4342	7	458995
4344	7	460296
4345	7	460447
4346	7	460988
4347	7	461431
4348	7	462915
4349	7	465310
4350	7	465688
4351	7	467332
4352	7	467497
4356	7	469647
4357	7	469734
4358	7	471518
4359	7	472246
4360	7	477177
4361	7	477678
4362	7	477857
4363	7	479063
4366	7	482519
4370	7	489418
4371	7	492815
4372	7	494079
4373	7	494841
4374	7	494885
4375	7	497601
4376	7	505014
4377	7	506260
4378	7	507347
4379	7	508075
4380	7	508351
4383	7	516852
4384	7	520054
4385	7	524777
4386	7	524944
4387	7	529282
4388	7	530662
4389	7	531465
4391	7	533328
4392	7	533941
4393	7	534871
4394	7	534988
4395	7	543693
4396	7	544711
4398	7	547208
4399	7	550634
4400	7	555705
4401	7	557700
4402	7	558857
4405	7	568141
4406	7	568267
4407	7	568279
4409	7	575154
4410	7	576468
4411	7	577840
4412	7	578213
4413	7	579729
4414	7	581739
4415	7	581755
4416	7	581805
4417	7	581909
4418	7	583615
4419	7	585575
4420	7	585680
4421	7	587240
4422	7	587567
4423	7	588483
4424	7	591077
4426	7	592116
4427	7	592624
4428	7	592970
4429	7	592987
4432	7	593465
4433	7	593616
4434	7	593817
4435	7	594413
4436	7	594506
4437	7	594509
4438	7	594510
4439	7	594969
4441	7	596554
4442	7	597251
4443	7	598680
4444	7	599356
4445	7	600769
4446	7	601612
4447	7	603497
4448	7	605966
4451	7	607810
4453	7	609851
4454	7	610875
4455	7	610923
4456	7	611358
4457	7	615456
4458	7	615761
4462	7	616486
4463	7	617052
4464	7	617977
4465	7	619361
4466	7	619706
4467	7	620294
4468	7	620780
4469	7	620796
4470	7	622096
4471	7	624442
4472	7	625864
4475	7	627924
4476	7	628958
4477	7	629919
4478	7	629962
4481	7	633464
4482	7	633724
4483	7	634684
4485	7	638015
4487	7	638846
4488	7	639021
4489	7	640432
4490	7	640575
4491	7	642057
4492	7	642267
4493	7	642420
4495	7	644412
4497	7	645493
4498	7	645997
4499	7	647284
4500	7	647344
4501	7	648198
4503	7	648927
4504	7	648978
4507	7	652017
4508	7	652607
4509	7	653017
4510	7	653148
4511	7	653157
4513	7	656911
4514	7	657229
4516	7	657638
4517	7	657869
4518	7	658138
4519	7	658177
4520	7	658876
4521	7	658924
4529	7	660057
4530	7	660120
4531	7	660197
4532	7	660217
4533	7	660351
4535	7	660725
4536	7	663901
4538	7	668812
4539	7	669370
4542	7	677969
4547	7	678429
4548	7	678526
4549	7	681312
4550	7	682093
4551	7	684139
4552	7	688776
4553	7	689845
4554	7	698308
4558	7	702818
4559	7	702968
4560	7	703750
4561	7	704214
4562	7	705337
4563	7	705700
4566	7	713462
4567	7	713788
4568	7	714424
4569	7	714599
4573	7	716049
4574	7	717567
4575	7	719360
4576	7	719697
4577	7	719941
4578	7	722595
4579	7	725198
4580	7	726885
4583	7	727961
4584	7	729111
4585	7	729257
4586	7	729377
4587	7	729692
4588	7	730604
4589	7	730706
4591	7	732233
4593	7	738918
4594	7	739112
4595	7	739245
4596	7	739354
4597	7	751217
4598	7	753356
4599	7	754860
4601	7	757758
4602	7	758060
4603	7	762339
4604	7	762575
4606	7	766310
4607	7	767102
4608	7	768955
4610	7	776465
4611	7	779852
4612	7	783183
4613	7	784494
4616	7	785343
4617	7	785665
4618	7	788486
4619	7	789160
4621	7	790984
4622	7	791524
4623	7	791720
4624	7	791919
4625	7	792224
4626	7	792484
4627	7	792927
4628	7	793218
4629	7	793559
4635	7	796731
4636	7	797099
4637	7	798650
4638	7	799159
4639	7	800250
4640	7	801370
4641	7	803217
4642	7	805233
4643	7	805984
4644	7	806826
4647	7	808306
4648	7	809363
4649	7	809635
4650	7	809640
4651	7	809959
4652	7	810141
4653	7	810247
4654	7	810789
4657	7	824079
4658	7	828924
4660	7	831634
4661	7	832207
4662	7	833212
4663	7	835241
4664	7	837414
4665	7	837906
4666	7	838817
4667	7	839118
4668	7	842757
4669	7	843675
4670	7	845626
4673	7	853046
4675	7	854465
4676	7	854905
4680	7	858005
4681	7	858162
4682	7	862412
4683	7	865950
4684	7	867038
4685	7	867380
4686	7	868348
4687	7	868406
4688	7	868413
4689	7	868485
4690	7	868494
4691	7	868670
4692	7	869033
4693	7	869127
4694	7	869641
4697	7	870220
4699	7	871790
4700	7	873474
4701	7	873805
4702	7	874582
4703	7	875048
4704	7	875085
4706	7	876290
4707	7	876358
4715	7	877072
4716	7	877185
4717	7	877194
4718	7	877211
4719	7	877213
4720	7	877846
4721	7	885002
4725	7	886493
4726	7	886545
4727	7	886697
4728	7	886766
4729	7	887971
4732	7	889615
4733	7	891245
4734	7	891293
4735	7	892049
4736	7	892105
4738	7	893214
4739	7	893850
4740	7	894012
4741	7	895001
4742	7	895337
4743	7	895450
4745	7	895762
4746	7	895768
4747	7	896035
4748	7	896456
4749	7	898683
4750	7	898738
4751	7	902481
4752	7	903446
4753	7	905164
4754	7	905443
4755	7	907716
4756	7	907934
4757	7	910755
4758	7	912826
4759	7	918781
4765	7	923812
4766	7	923971
4767	7	924716
4768	7	925457
4769	7	926236
4770	7	926565
4771	7	927088
4772	7	929514
4773	7	929574
4775	7	931043
4777	7	933345
4778	7	935054
4779	7	935666
4780	7	935765
4782	7	938096
4783	7	942301
4784	7	942359
4785	7	942366
4786	7	942440
4787	7	943177
4788	7	943294
4789	7	943829
4793	7	945948
4796	7	950329
4797	7	950863
4799	7	952040
4800	7	952343
4801	7	954516
4802	7	955286
4804	7	962982
4805	7	963056
4806	7	963097
4807	7	966638
4808	7	967795
4811	7	969486
4812	7	971272
4813	7	972869
4815	7	975368
4816	7	975538
4817	7	979301
4818	7	979647
4821	7	982432
4822	7	982687
4823	7	983018
4824	7	983120
4827	7	986494
4828	7	987415
4829	7	987623
4830	7	989361
4831	7	989510
4833	7	992198
4834	7	992324
4835	7	993818
4836	7	994141
4837	7	995370
4838	7	995528
4839	7	995677
4840	7	995895
4841	7	998468
4842	8	13662
4843	8	16664
4845	8	17627
4846	8	19058
4847	8	19062
4848	8	19760
4849	8	20879
4850	8	21364
4851	8	23859
4852	8	24772
4853	8	24855
4854	8	25786
4855	8	26026
4856	8	26028
4857	8	29272
4858	8	31948
4859	8	32371
4860	8	33975
4865	8	37633
4866	8	37678
4867	8	39906
4868	8	40485
4869	8	40881
4870	8	41487
4871	8	42121
4873	8	42789
4874	8	42932
4875	8	43002
4876	8	44406
4877	8	44454
4878	8	45167
4879	8	45571
4881	8	48214
4882	8	48235
4883	8	48299
4884	8	50901
4885	8	53019
4886	8	53401
4887	8	53770
4888	8	54264
4889	8	54471
4890	8	56206
4891	8	56351
4894	8	57912
4895	8	58345
4897	8	59614
4898	8	59645
4899	8	61846
4901	8	63915
4903	8	64505
4904	8	65889
4906	8	68955
4907	8	70194
4908	8	71694
4909	8	71740
4910	8	71830
4914	8	74739
4915	8	74974
4916	8	74975
4920	8	79061
4921	8	80030
4922	8	80515
4923	8	81672
4924	8	82753
4925	8	82815
4926	8	83281
4927	8	83452
4928	8	84010
4929	8	85218
4933	8	92239
4935	8	92811
4936	8	96286
4937	8	96707
4938	8	96942
4939	8	97662
4940	8	99461
4941	8	99525
4942	8	100031
4943	8	102150
4944	8	102263
4945	8	102271
4946	8	105346
4952	8	111633
4953	8	111695
4954	8	112848
4955	8	113201
4956	8	113225
4957	8	114744
4958	8	114771
4959	8	114934
4960	8	114970
4963	8	116469
4964	8	117153
4965	8	117168
4966	8	117739
4967	8	119053
4968	8	119057
4969	8	119122
4970	8	119178
4971	8	119730
4972	8	120385
4974	8	122014
4975	8	122207
4976	8	122347
4977	8	122370
4978	8	122655
4980	8	124640
4982	8	131678
4983	8	131702
4986	8	134839
4989	8	138689
4990	8	139684
4991	8	140044
4992	8	140065
4994	8	143451
4995	8	144266
4996	8	144671
4999	8	151325
5001	8	154940
5002	8	156216
5003	8	159162
5004	8	159677
5005	8	160087
5006	8	160450
5007	8	160596
5008	8	161761
5009	8	164143
5010	8	164304
5011	8	164380
5012	8	165385
5013	8	165566
5014	8	165572
5015	8	165588
5016	8	165608
5017	8	165710
5018	8	165734
5019	8	165797
5020	8	165986
5021	8	165995
5022	8	166046
5023	8	166130
5024	8	166209
5025	8	166367
5026	8	166391
