seqid,source,type,start,end,score,strand,phase,attributes
CHR_4,LD information,LD block,1154411,1154412,1,+,.,Name=CHR_4_2412-2413
CHR_4,LD information,LD block,1156518,1156839,1,+,.,Name=CHR_4_2417-2419
CHR_4,LD information,LD block,1157271,1158603,1,+,.,Name=CHR_4_2421-2422
CHR_4,LD information,LD block,1162000,1162013,1,+,.,Name=CHR_4_2425-2427
CHR_4,LD information,LD block,1171794,1175949,1,+,.,Name=CHR_4_2430-2439
CHR_4,LD information,LD block,1190935,1198548,1,+,.,Name=CHR_4_2447-2454
CHR_4,LD information,LD block,1213560,1213754,1,+,.,Name=CHR_4_2455-2456
CHR_4,LD information,LD block,1218917,1235719,1,+,.,Name=CHR_4_2458-2472
CHR_4,LD information,LD block,1242241,1242383,1,+,.,Name=CHR_4_2476-2477
CHR_4,LD information,LD block,1248530,1250650,1,+,.,Name=CHR_4_2479-2481
CHR_4,LD information,LD block,1256509,1261899,1,+,.,Name=CHR_4_2483-2492
CHR_4,LD information,LD block,1267444,1268325,1,+,.,Name=CHR_4_2495-2497
CHR_4,LD information,LD block,1270573,1271005,1,+,.,Name=CHR_4_2499-2500
CHR_4,LD information,LD block,1272320,1276141,1,+,.,Name=CHR_4_2502-2503
CHR_4,LD information,LD block,1278618,1285240,1,+,.,Name=CHR_4_2506-2512
CHR_4,LD information,LD block,1291435,1292515,1,+,.,Name=CHR_4_2515-2516
CHR_4,LD information,LD block,1298073,1307383,1,+,.,Name=CHR_4_2518-2526
CHR_4,LD information,LD block,1312702,1318792,1,+,.,Name=CHR_4_2529-2534
CHR_4,LD information,LD block,1321800,1324081,1,+,.,Name=CHR_4_2536-2538
CHR_4,LD information,LD block,1333527,1337078,1,+,.,Name=CHR_4_2542-2548
CHR_4,LD information,LD block,1337514,1338321,1,+,.,Name=CHR_4_2550-2552
CHR_4,LD information,LD block,1342082,1342485,1,+,.,Name=CHR_4_2554-2556
CHR_4,LD information,LD block,1345604,1352461,1,+,.,Name=CHR_4_2558-2563
CHR_4,LD information,LD block,1354278,1354322,1,+,.,Name=CHR_4_2566-2567
CHR_4,LD information,LD block,1358780,1383768,1,+,.,Name=CHR_4_2571-2586
CHR_4,LD information,LD block,1390026,1392187,1,+,.,Name=CHR_4_2590-2594
CHR_4,LD information,LD block,1403501,1410314,1,+,.,Name=CHR_4_2596-2604
CHR_4,LD information,LD block,1411837,1411853,1,+,.,Name=CHR_4_2606-2607
CHR_4,LD information,LD block,1414039,1414327,1,+,.,Name=CHR_4_2608-2609
CHR_4,LD information,LD block,1430306,1434295,1,+,.,Name=CHR_4_2614-2619
CHR_4,LD information,LD block,1436351,1441031,1,+,.,Name=CHR_4_2621-2627
CHR_4,LD information,LD block,1443836,1446003,1,+,.,Name=CHR_4_2630-2642
CHR_4,LD information,LD block,1447207,1447282,1,+,.,Name=CHR_4_2643-2644
CHR_4,LD information,LD block,1447458,1447474,1,+,.,Name=CHR_4_2646-2647
CHR_4,LD information,LD block,1447682,1455597,1,+,.,Name=CHR_4_2652-2663
CHR_4,LD information,LD block,1470704,1475645,1,+,.,Name=CHR_4_2675-2682
CHR_4,LD information,LD block,1480835,1489057,1,+,.,Name=CHR_4_2684-2693
CHR_4,LD information,LD block,1491666,1492451,1,+,.,Name=CHR_4_2697-2698
CHR_4,LD information,LD block,1493956,1495032,1,+,.,Name=CHR_4_2702-2710
CHR_4,LD information,LD block,1499970,1505397,1,+,.,Name=CHR_4_2712-2719
CHR_4,LD information,LD block,1505691,1505703,1,+,.,Name=CHR_4_2721-2722
CHR_4,LD information,LD block,1505904,1513733,1,+,.,Name=CHR_4_2724-2736
CHR_4,LD information,LD block,1514885,1517320,1,+,.,Name=CHR_4_2739-2743
CHR_4,LD information,LD block,1519301,1521747,1,+,.,Name=CHR_4_2746-2751
CHR_4,LD information,LD block,1522717,1522862,1,+,.,Name=CHR_4_2756-2758
CHR_4,LD information,LD block,1523444,1523446,1,+,.,Name=CHR_4_2761-2762
CHR_4,LD information,LD block,1523491,1523500,1,+,.,Name=CHR_4_2764-2765
CHR_4,LD information,LD block,1523584,1523587,1,+,.,Name=CHR_4_2766-2767
CHR_5,LD information,LD block,9566,13449,1,+,.,Name=CHR_5_2769-2774
CHR_5,LD information,LD block,13690,14028,1,+,.,Name=CHR_5_2777-2778
CHR_5,LD information,LD block,18746,18800,1,+,.,Name=CHR_5_2780-2781
CHR_5,LD information,LD block,19049,19084,1,+,.,Name=CHR_5_2786-2789
CHR_5,LD information,LD block,19513,19517,1,+,.,Name=CHR_5_2792-2793
CHR_5,LD information,LD block,21342,21358,1,+,.,Name=CHR_5_2796-2798
CHR_5,LD information,LD block,21504,21509,1,+,.,Name=CHR_5_2799-2800
CHR_5,LD information,LD block,21532,21533,1,+,.,Name=CHR_5_2802-2803
CHR_5,LD information,LD block,21552,21558,1,+,.,Name=CHR_5_2804-2805
CHR_5,LD information,LD block,22497,22502,1,+,.,Name=CHR_5_2807-2808
CHR_5,LD information,LD block,22625,22635,1,+,.,Name=CHR_5_2810-2811
CHR_5,LD information,LD block,22883,22917,1,+,.,Name=CHR_5_2815-2816
CHR_5,LD information,LD block,23653,24246,1,+,.,Name=CHR_5_2820-2826
CHR_5,LD information,LD block,24388,25103,1,+,.,Name=CHR_5_2829-2834
CHR_5,LD information,LD block,26197,26417,1,+,.,Name=CHR_5_2839-2840
CHR_5,LD information,LD block,30505,31263,1,+,.,Name=CHR_5_2842-2843
CHR_5,LD information,LD block,33814,35947,1,+,.,Name=CHR_5_2848-2855
CHR_5,LD information,LD block,38200,38677,1,+,.,Name=CHR_5_2858-2861
CHR_5,LD information,LD block,44612,58267,1,+,.,Name=CHR_5_2867-2878
CHR_5,LD information,LD block,66168,67435,1,+,.,Name=CHR_5_2886-2888
CHR_5,LD information,LD block,68714,69083,1,+,.,Name=CHR_5_2889-2890
CHR_5,LD information,LD block,69805,69813,1,+,.,Name=CHR_5_2891-2892
CHR_5,LD information,LD block,70702,72069,1,+,.,Name=CHR_5_2895-2898
CHR_5,LD information,LD block,75504,79230,1,+,.,Name=CHR_5_2901-2914
CHR_5,LD information,LD block,82827,83188,1,+,.,Name=CHR_5_2921-2922
CHR_5,LD information,LD block,90719,93878,1,+,.,Name=CHR_5_2927-2932
CHR_5,LD information,LD block,97695,99489,1,+,.,Name=CHR_5_2935-2943
CHR_5,LD information,LD block,102465,105602,1,+,.,Name=CHR_5_2948-2958
CHR_5,LD information,LD block,105842,105854,1,+,.,Name=CHR_5_2960-2961
CHR_5,LD information,LD block,106481,106501,1,+,.,Name=CHR_5_2963-2967
CHR_5,LD information,LD block,106718,106822,1,+,.,Name=CHR_5_2968-2969
CHR_5,LD information,LD block,115925,116086,1,+,.,Name=CHR_5_2971-2972
CHR_5,LD information,LD block,125211,127339,1,+,.,Name=CHR_5_2977-2979
CHR_5,LD information,LD block,131540,132221,1,+,.,Name=CHR_5_2980-2981
CHR_5,LD information,LD block,134626,157488,1,+,.,Name=CHR_5_2985-2993
CHR_5,LD information,LD block,162464,174122,1,+,.,Name=CHR_5_2997-3013
CHR_5,LD information,LD block,178645,181135,1,+,.,Name=CHR_5_3015-3018
CHR_5,LD information,LD block,186149,192971,1,+,.,Name=CHR_5_3021-3028
CHR_5,LD information,LD block,196583,196585,1,+,.,Name=CHR_5_3029-3030
CHR_5,LD information,LD block,210480,211987,1,+,.,Name=CHR_5_3034-3040
CHR_5,LD information,LD block,214752,217319,1,+,.,Name=CHR_5_3043-3047
CHR_5,LD information,LD block,218986,220904,1,+,.,Name=CHR_5_3050-3054
CHR_5,LD information,LD block,221815,223004,1,+,.,Name=CHR_5_3057-3064
CHR_5,LD information,LD block,225231,225280,1,+,.,Name=CHR_5_3066-3067
CHR_5,LD information,LD block,225501,225569,1,+,.,Name=CHR_5_3069-3070
CHR_5,LD information,LD block,229595,241225,1,+,.,Name=CHR_5_3074-3088
CHR_5,LD information,LD block,242244,243584,1,+,.,Name=CHR_5_3091-3093
CHR_5,LD information,LD block,246143,246808,1,+,.,Name=CHR_5_3096-3098
CHR_5,LD information,LD block,251756,253670,1,+,.,Name=CHR_5_3105-3107
CHR_5,LD information,LD block,260909,262671,1,+,.,Name=CHR_5_3114-3117
CHR_5,LD information,LD block,264790,265651,1,+,.,Name=CHR_5_3118-3119
CHR_5,LD information,LD block,268019,268236,1,+,.,Name=CHR_5_3124-3126
CHR_5,LD information,LD block,269900,271971,1,+,.,Name=CHR_5_3128-3129
CHR_5,LD information,LD block,272598,273551,1,+,.,Name=CHR_5_3131-3133
CHR_5,LD information,LD block,274601,279872,1,+,.,Name=CHR_5_3137-3140
CHR_5,LD information,LD block,283807,284696,1,+,.,Name=CHR_5_3141-3142
CHR_5,LD information,LD block,290243,290932,1,+,.,Name=CHR_5_3146-3147
CHR_5,LD information,LD block,293310,293706,1,+,.,Name=CHR_5_3148-3149
CHR_5,LD information,LD block,302362,310175,1,+,.,Name=CHR_5_3151-3156
CHR_5,LD information,LD block,313206,317740,1,+,.,Name=CHR_5_3158-3162
CHR_5,LD information,LD block,320971,321654,1,+,.,Name=CHR_5_3164-3165
CHR_5,LD information,LD block,335406,335771,1,+,.,Name=CHR_5_3168-3169
CHR_5,LD information,LD block,341262,346773,1,+,.,Name=CHR_5_3172-3177
CHR_5,LD information,LD block,354177,357163,1,+,.,Name=CHR_5_3180-3181
CHR_5,LD information,LD block,363025,374614,1,+,.,Name=CHR_5_3183-3189
CHR_5,LD information,LD block,378741,380460,1,+,.,Name=CHR_5_3192-3194
CHR_5,LD information,LD block,382368,382369,1,+,.,Name=CHR_5_3195-3196
CHR_5,LD information,LD block,384156,388185,1,+,.,Name=CHR_5_3199-3201
CHR_5,LD information,LD block,392497,393290,1,+,.,Name=CHR_5_3204-3206
CHR_5,LD information,LD block,396266,398644,1,+,.,Name=CHR_5_3208-3210
CHR_5,LD information,LD block,402468,407785,1,+,.,Name=CHR_5_3212-3217
CHR_5,LD information,LD block,417297,430235,1,+,.,Name=CHR_5_3223-3230
CHR_5,LD information,LD block,432378,441594,1,+,.,Name=CHR_5_3235-3239
CHR_5,LD information,LD block,443371,443373,1,+,.,Name=CHR_5_3242-3243
CHR_5,LD information,LD block,456087,458086,1,+,.,Name=CHR_5_3246-3247
CHR_5,LD information,LD block,467724,468076,1,+,.,Name=CHR_5_3252-3253
CHR_5,LD information,LD block,469078,469404,1,+,.,Name=CHR_5_3254-3255
CHR_5,LD information,LD block,475607,482536,1,+,.,Name=CHR_5_3257-3263
CHR_5,LD information,LD block,484954,487484,1,+,.,Name=CHR_5_3265-3271
CHR_5,LD information,LD block,491806,491888,1,+,.,Name=CHR_5_3275-3276
CHR_5,LD information,LD block,502460,509836,1,+,.,Name=CHR_5_3280-3283
CHR_5,LD information,LD block,512696,519067,1,+,.,Name=CHR_5_3286-3295
CHR_5,LD information,LD block,524532,524625,1,+,.,Name=CHR_5_3300-3301
CHR_5,LD information,LD block,526004,529382,1,+,.,Name=CHR_5_3303-3305
CHR_5,LD information,LD block,532256,540682,1,+,.,Name=CHR_5_3308-3315
CHR_5,LD information,LD block,542361,543103,1,+,.,Name=CHR_5_3318-3319
CHR_5,LD information,LD block,545826,549248,1,+,.,Name=CHR_5_3321-3329
CHR_5,LD information,LD block,550708,550744,1,+,.,Name=CHR_5_3333-3334
CHR_5,LD information,LD block,552218,554104,1,+,.,Name=CHR_5_3337-3339
CHR_5,LD information,LD block,555973,561227,1,+,.,Name=CHR_5_3344-3360
CHR_5,LD information,LD block,561259,561269,1,+,.,Name=CHR_5_3361-3362
CHR_5,LD information,LD block,561299,561309,1,+,.,Name=CHR_5_3364-3365
CHR_5,LD information,LD block,561355,561510,1,+,.,Name=CHR_5_3367-3374
CHR_5,LD information,LD block,561529,561783,1,+,.,Name=CHR_5_3376-3393
CHR_5,LD information,LD block,561824,562097,1,+,.,Name=CHR_5_3395-3400
CHR_5,LD information,LD block,562155,563372,1,+,.,Name=CHR_5_3403-3436
CHR_5,LD information,LD block,563474,563479,1,+,.,Name=CHR_5_3442-3443
CHR_5,LD information,LD block,563565,563580,1,+,.,Name=CHR_5_3445-3446
CHR_5,LD information,LD block,563642,563661,1,+,.,Name=CHR_5_3449-3450
CHR_5,LD information,LD block,563700,563837,1,+,.,Name=CHR_5_3452-3456
CHR_5,LD information,LD block,563882,564360,1,+,.,Name=CHR_5_3459-3485
CHR_5,LD information,LD block,564403,564406,1,+,.,Name=CHR_5_3490-3491
CHR_5,LD information,LD block,564462,564680,1,+,.,Name=CHR_5_3494-3506
CHR_5,LD information,LD block,564701,564949,1,+,.,Name=CHR_5_3508-3526
CHR_5,LD information,LD block,565007,565254,1,+,.,Name=CHR_5_3529-3538
CHR_5,LD information,LD block,565315,565711,1,+,.,Name=CHR_5_3541-3558
CHR_5,LD information,LD block,565729,565737,1,+,.,Name=CHR_5_3560-3562
CHR_5,LD information,LD block,565880,565885,1,+,.,Name=CHR_5_3566-3567
CHR_5,LD information,LD block,566373,566388,1,+,.,Name=CHR_5_3571-3575
CHR_5,LD information,LD block,566427,566434,1,+,.,Name=CHR_5_3577-3578
CHR_5,LD information,LD block,566466,566472,1,+,.,Name=CHR_5_3580-3581
CHR_5,LD information,LD block,566502,566512,1,+,.,Name=CHR_5_3583-3584
CHR_5,LD information,LD block,566565,566580,1,+,.,Name=CHR_5_3586-3588
CHR_6,LD information,LD block,14922,14925,1,+,.,Name=CHR_6_3592-3593
CHR_6,LD information,LD block,14991,15003,1,+,.,Name=CHR_6_3596-3597
CHR_6,LD information,LD block,18881,19636,1,+,.,Name=CHR_6_3599-3600
CHR_6,LD information,LD block,23172,26594,1,+,.,Name=CHR_6_3604-3606
CHR_6,LD information,LD block,28811,29838,1,+,.,Name=CHR_6_3612-3614
CHR_6,LD information,LD block,35840,42992,1,+,.,Name=CHR_6_3622-3636
CHR_6,LD information,LD block,45815,48921,1,+,.,Name=CHR_6_3638-3642
CHR_6,LD information,LD block,50685,53989,1,+,.,Name=CHR_6_3644-3652
CHR_6,LD information,LD block,55876,56091,1,+,.,Name=CHR_6_3655-3656
CHR_6,LD information,LD block,65125,72514,1,+,.,Name=CHR_6_3664-3671
CHR_6,LD information,LD block,74913,75397,1,+,.,Name=CHR_6_3676-3677
CHR_6,LD information,LD block,78381,80860,1,+,.,Name=CHR_6_3683-3689
CHR_6,LD information,LD block,88005,88006,1,+,.,Name=CHR_6_3692-3693
CHR_6,LD information,LD block,88475,92208,1,+,.,Name=CHR_6_3697-3701
CHR_6,LD information,LD block,95448,95468,1,+,.,Name=CHR_6_3702-3703
CHR_6,LD information,LD block,101424,101478,1,+,.,Name=CHR_6_3711-3713
CHR_6,LD information,LD block,107478,107527,1,+,.,Name=CHR_6_3718-3719
CHR_6,LD information,LD block,114692,115037,1,+,.,Name=CHR_6_3723-3725
CHR_6,LD information,LD block,119386,123079,1,+,.,Name=CHR_6_3728-3729
CHR_6,LD information,LD block,146131,151731,1,+,.,Name=CHR_6_3730-3731
CHR_6,LD information,LD block,158136,163435,1,+,.,Name=CHR_6_3734-3739
CHR_6,LD information,LD block,166669,167434,1,+,.,Name=CHR_6_3742-3744
CHR_6,LD information,LD block,167690,167705,1,+,.,Name=CHR_6_3746-3747
CHR_6,LD information,LD block,167939,168223,1,+,.,Name=CHR_6_3749-3750
CHR_6,LD information,LD block,175273,178778,1,+,.,Name=CHR_6_3755-3756
CHR_6,LD information,LD block,183936,191665,1,+,.,Name=CHR_6_3761-3768
CHR_6,LD information,LD block,193272,193671,1,+,.,Name=CHR_6_3772-3773
CHR_6,LD information,LD block,199448,201882,1,+,.,Name=CHR_6_3775-3777
CHR_6,LD information,LD block,204440,204681,1,+,.,Name=CHR_6_3780-3781
CHR_6,LD information,LD block,208815,208850,1,+,.,Name=CHR_6_3783-3784
CHR_6,LD information,LD block,211447,212247,1,+,.,Name=CHR_6_3786-3787
CHR_6,LD information,LD block,214251,216365,1,+,.,Name=CHR_6_3788-3789
CHR_6,LD information,LD block,223266,223299,1,+,.,Name=CHR_6_3791-3792
CHR_6,LD information,LD block,226781,226929,1,+,.,Name=CHR_6_3795-3796
CHR_6,LD information,LD block,227352,227356,1,+,.,Name=CHR_6_3798-3799
CHR_6,LD information,LD block,229335,229567,1,+,.,Name=CHR_6_3800-3801
CHR_6,LD information,LD block,231725,232479,1,+,.,Name=CHR_6_3802-3803
CHR_6,LD information,LD block,234833,236114,1,+,.,Name=CHR_6_3805-3806
CHR_6,LD information,LD block,240985,242390,1,+,.,Name=CHR_6_3808-3809
CHR_6,LD information,LD block,244301,245636,1,+,.,Name=CHR_6_3811-3817
CHR_6,LD information,LD block,251165,252271,1,+,.,Name=CHR_6_3823-3824
CHR_6,LD information,LD block,255018,261981,1,+,.,Name=CHR_6_3828-3836
CHR_6,LD information,LD block,264618,269163,1,+,.,Name=CHR_6_3839-3850
CHR_6,LD information,LD block,270110,270112,1,+,.,Name=CHR_6_3852-3853
CHR_6,LD information,LD block,270117,270118,1,+,.,Name=CHR_6_3854-3855
CHR_7,LD information,LD block,440,444,1,+,.,Name=CHR_7_3859-3860
CHR_7,LD information,LD block,595,603,1,+,.,Name=CHR_7_3861-3862
CHR_7,LD information,LD block,1581,5119,1,+,.,Name=CHR_7_3863-3864
CHR_7,LD information,LD block,11071,11076,1,+,.,Name=CHR_7_3866-3867
CHR_7,LD information,LD block,14747,16567,1,+,.,Name=CHR_7_3868-3869
CHR_7,LD information,LD block,17840,17843,1,+,.,Name=CHR_7_3873-3874
CHR_7,LD information,LD block,20110,20451,1,+,.,Name=CHR_7_3878-3879
CHR_7,LD information,LD block,27845,37288,1,+,.,Name=CHR_7_3885-3903
CHR_7,LD information,LD block,47250,48435,1,+,.,Name=CHR_7_3913-3914
CHR_7,LD information,LD block,53416,53702,1,+,.,Name=CHR_7_3917-3923
CHR_7,LD information,LD block,65725,68513,1,+,.,Name=CHR_7_3928-3931
CHR_7,LD information,LD block,80608,80609,1,+,.,Name=CHR_7_3940-3941
CHR_7,LD information,LD block,87999,88913,1,+,.,Name=CHR_7_3947-3948
CHR_7,LD information,LD block,101935,102167,1,+,.,Name=CHR_7_3953-3954
CHR_7,LD information,LD block,103929,105525,1,+,.,Name=CHR_7_3957-3958
CHR_7,LD information,LD block,109520,109762,1,+,.,Name=CHR_7_3959-3960
CHR_7,LD information,LD block,115293,115294,1,+,.,Name=CHR_7_3964-3965
CHR_7,LD information,LD block,121864,122646,1,+,.,Name=CHR_7_3968-3969
CHR_7,LD information,LD block,129502,139844,1,+,.,Name=CHR_7_3971-3981
CHR_7,LD information,LD block,140416,140907,1,+,.,Name=CHR_7_3984-3985
CHR_7,LD information,LD block,142616,142935,1,+,.,Name=CHR_7_3987-3993
CHR_7,LD information,LD block,149745,154349,1,+,.,Name=CHR_7_3996-3999
CHR_7,LD information,LD block,159017,159442,1,+,.,Name=CHR_7_4002-4003
CHR_7,LD information,LD block,164509,166144,1,+,.,Name=CHR_7_4006-4007
CHR_7,LD information,LD block,166259,166833,1,+,.,Name=CHR_7_4010-4011
CHR_7,LD information,LD block,175201,178295,1,+,.,Name=CHR_7_4018-4021
CHR_7,LD information,LD block,181165,183625,1,+,.,Name=CHR_7_4023-4024
CHR_7,LD information,LD block,191676,192700,1,+,.,Name=CHR_7_4026-4028
CHR_7,LD information,LD block,201855,203677,1,+,.,Name=CHR_7_4032-4036
CHR_7,LD information,LD block,206991,207921,1,+,.,Name=CHR_7_4043-4044
CHR_7,LD information,LD block,208986,209438,1,+,.,Name=CHR_7_4046-4047
CHR_7,LD information,LD block,229363,229803,1,+,.,Name=CHR_7_4051-4053
CHR_7,LD information,LD block,230481,235726,1,+,.,Name=CHR_7_4055-4062
CHR_7,LD information,LD block,237753,238084,1,+,.,Name=CHR_7_4064-4065
CHR_7,LD information,LD block,247290,247666,1,+,.,Name=CHR_7_4068-4069
CHR_7,LD information,LD block,250183,250680,1,+,.,Name=CHR_7_4071-4072
CHR_7,LD information,LD block,257488,257571,1,+,.,Name=CHR_7_4075-4076
CHR_7,LD information,LD block,266540,267569,1,+,.,Name=CHR_7_4078-4079
CHR_7,LD information,LD block,272225,272365,1,+,.,Name=CHR_7_4081-4083
CHR_7,LD information,LD block,275338,276571,1,+,.,Name=CHR_7_4085-4086
CHR_7,LD information,LD block,284360,284441,1,+,.,Name=CHR_7_4089-4090
CHR_7,LD information,LD block,295079,301066,1,+,.,Name=CHR_7_4092-4094
CHR_7,LD information,LD block,307361,308037,1,+,.,Name=CHR_7_4099-4100
CHR_7,LD information,LD block,315634,316663,1,+,.,Name=CHR_7_4101-4102
CHR_7,LD information,LD block,320913,321449,1,+,.,Name=CHR_7_4104-4105
CHR_7,LD information,LD block,321749,324640,1,+,.,Name=CHR_7_4109-4115
CHR_7,LD information,LD block,329449,345530,1,+,.,Name=CHR_7_4118-4139
CHR_7,LD information,LD block,347594,347717,1,+,.,Name=CHR_7_4140-4141
CHR_7,LD information,LD block,355322,356291,1,+,.,Name=CHR_7_4145-4146
CHR_7,LD information,LD block,361541,361880,1,+,.,Name=CHR_7_4151-4152
CHR_7,LD information,LD block,362066,362516,1,+,.,Name=CHR_7_4154-4157
CHR_7,LD information,LD block,365007,366066,1,+,.,Name=CHR_7_4158-4159
CHR_7,LD information,LD block,367665,377214,1,+,.,Name=CHR_7_4162-4173
CHR_7,LD information,LD block,377882,379511,1,+,.,Name=CHR_7_4177-4179
CHR_7,LD information,LD block,389749,392417,1,+,.,Name=CHR_7_4182-4184
CHR_7,LD information,LD block,397324,397449,1,+,.,Name=CHR_7_4188-4189
CHR_7,LD information,LD block,399000,399178,1,+,.,Name=CHR_7_4192-4193
CHR_7,LD information,LD block,408316,408928,1,+,.,Name=CHR_7_4198-4199
CHR_7,LD information,LD block,409966,412555,1,+,.,Name=CHR_7_4203-4206
CHR_7,LD information,LD block,413438,414263,1,+,.,Name=CHR_7_4210-4214
CHR_7,LD information,LD block,414560,426067,1,+,.,Name=CHR_7_4217-4236
CHR_7,LD information,LD block,432426,433131,1,+,.,Name=CHR_7_4240-4241
CHR_7,LD information,LD block,433639,433848,1,+,.,Name=CHR_7_4244-4247
CHR_7,LD information,LD block,434030,437491,1,+,.,Name=CHR_7_4251-4261
CHR_7,LD information,LD block,438424,438728,1,+,.,Name=CHR_7_4263-4264
CHR_7,LD information,LD block,449305,449489,1,+,.,Name=CHR_7_4270-4271
CHR_7,LD information,LD block,455708,455735,1,+,.,Name=CHR_7_4273-4274
CHR_7,LD information,LD block,458896,458995,1,+,.,Name=CHR_7_4275-4276
CHR_7,LD information,LD block,460447,467497,1,+,.,Name=CHR_7_4279-4286
CHR_7,LD information,LD block,469734,472246,1,+,.,Name=CHR_7_4291-4293
CHR_7,LD information,LD block,477678,479063,1,+,.,Name=CHR_7_4295-4297
CHR_7,LD information,LD block,485796,486129,1,+,.,Name=CHR_7_4301-4302
CHR_7,LD information,LD block,489418,508351,1,+,.,Name=CHR_7_4304-4314
CHR_7,LD information,LD block,520054,524944,1,+,.,Name=CHR_7_4318-4320
CHR_7,LD information,LD block,530662,531465,1,+,.,Name=CHR_7_4322-4323
CHR_7,LD information,LD block,533941,544711,1,+,.,Name=CHR_7_4326-4330
CHR_7,LD information,LD block,550634,558857,1,+,.,Name=CHR_7_4333-4336
CHR_7,LD information,LD block,568141,568520,1,+,.,Name=CHR_7_4339-4342
CHR_7,LD information,LD block,576468,583615,1,+,.,Name=CHR_7_4344-4352
CHR_7,LD information,LD block,585575,585680,1,+,.,Name=CHR_7_4353-4354
CHR_7,LD information,LD block,587567,588483,1,+,.,Name=CHR_7_4356-4357
CHR_7,LD information,LD block,592042,592987,1,+,.,Name=CHR_7_4359-4363
CHR_7,LD information,LD block,593375,593377,1,+,.,Name=CHR_7_4364-4365
CHR_7,LD information,LD block,593616,594969,1,+,.,Name=CHR_7_4367-4373
CHR_7,LD information,LD block,596554,605966,1,+,.,Name=CHR_7_4375-4382
CHR_7,LD information,LD block,610923,611358,1,+,.,Name=CHR_7_4389-4390
CHR_7,LD information,LD block,615761,616053,1,+,.,Name=CHR_7_4392-4393
CHR_7,LD information,LD block,617052,624442,1,+,.,Name=CHR_7_4397-4405
CHR_7,LD information,LD block,628958,630680,1,+,.,Name=CHR_7_4410-4413
CHR_7,LD information,LD block,633464,634684,1,+,.,Name=CHR_7_4415-4417
CHR_7,LD information,LD block,638390,639021,1,+,.,Name=CHR_7_4420-4422
CHR_7,LD information,LD block,640432,640575,1,+,.,Name=CHR_7_4423-4424
CHR_7,LD information,LD block,642267,642420,1,+,.,Name=CHR_7_4426-4427
CHR_7,LD information,LD block,645997,648198,1,+,.,Name=CHR_7_4432-4435
CHR_7,LD information,LD block,648927,648978,1,+,.,Name=CHR_7_4437-4438
CHR_7,LD information,LD block,652607,653157,1,+,.,Name=CHR_7_4442-4445
CHR_7,LD information,LD block,657229,659437,1,+,.,Name=CHR_7_4448-4457
CHR_7,LD information,LD block,659882,659935,1,+,.,Name=CHR_7_4458-4459
CHR_7,LD information,LD block,660057,666200,1,+,.,Name=CHR_7_4463-4471
CHR_7,LD information,LD block,668812,669370,1,+,.,Name=CHR_7_4472-4473
CHR_7,LD information,LD block,678429,678526,1,+,.,Name=CHR_7_4481-4482
CHR_7,LD information,LD block,682093,689845,1,+,.,Name=CHR_7_4484-4487
CHR_7,LD information,LD block,698308,698512,1,+,.,Name=CHR_7_4488-4489
CHR_7,LD information,LD block,702818,705700,1,+,.,Name=CHR_7_4492-4497
CHR_7,LD information,LD block,713788,714599,1,+,.,Name=CHR_7_4501-4503
CHR_7,LD information,LD block,715366,715376,1,+,.,Name=CHR_7_4505-4506
CHR_7,LD information,LD block,717567,727060,1,+,.,Name=CHR_7_4508-4515
CHR_7,LD information,LD block,729111,730706,1,+,.,Name=CHR_7_4518-4523
CHR_7,LD information,LD block,739112,739354,1,+,.,Name=CHR_7_4528-4530
CHR_7,LD information,LD block,753356,754860,1,+,.,Name=CHR_7_4532-4533
CHR_7,LD information,LD block,758060,762575,1,+,.,Name=CHR_7_4536-4538
CHR_7,LD information,LD block,767102,769305,1,+,.,Name=CHR_7_4541-4543
CHR_7,LD information,LD block,779852,784494,1,+,.,Name=CHR_7_4545-4547
CHR_7,LD information,LD block,785343,785665,1,+,.,Name=CHR_7_4550-4551
CHR_7,LD information,LD block,788486,789160,1,+,.,Name=CHR_7_4552-4553
CHR_7,LD information,LD block,791524,793559,1,+,.,Name=CHR_7_4556-4563
CHR_7,LD information,LD block,796731,797099,1,+,.,Name=CHR_7_4569-4570
CHR_7,LD information,LD block,799159,801370,1,+,.,Name=CHR_7_4572-4574
CHR_7,LD information,LD block,805233,806826,1,+,.,Name=CHR_7_4576-4578
CHR_7,LD information,LD block,808306,810789,1,+,.,Name=CHR_7_4581-4588
CHR_7,LD information,LD block,823954,824079,1,+,.,Name=CHR_7_4590-4591
CHR_7,LD information,LD block,829069,839118,1,+,.,Name=CHR_7_4593-4601
CHR_7,LD information,LD block,843675,845626,1,+,.,Name=CHR_7_4603-4604
CHR_7,LD information,LD block,853535,854905,1,+,.,Name=CHR_7_4608-4610
CHR_7,LD information,LD block,858162,869641,1,+,.,Name=CHR_7_4615-4628
CHR_7,LD information,LD block,873474,876358,1,+,.,Name=CHR_7_4634-4641
CHR_7,LD information,LD block,876542,876544,1,+,.,Name=CHR_7_4644-4645
CHR_7,LD information,LD block,877185,877846,1,+,.,Name=CHR_7_4650-4654
CHR_7,LD information,LD block,886545,888223,1,+,.,Name=CHR_7_4660-4664
CHR_7,LD information,LD block,891245,902481,1,+,.,Name=CHR_7_4667-4685
CHR_7,LD information,LD block,905164,905443,1,+,.,Name=CHR_7_4687-4688
CHR_7,LD information,LD block,907716,907934,1,+,.,Name=CHR_7_4689-4690
