Yeast_Gene_stable_ID	Yeast_Gene_name	Human_Gene_stable_ID	Human_Gene_name
YGR070W	ROM1	ENSG00000154783	FGD5
YGR070W	ROM1	ENSG00000127084	FGD3
YLL043W	FPS1	ENSG00000161798	AQP5
YOR233W	KIN4	ENSG00000178093	TSSK6
YOR233W	KIN4	ENSG00000177453	NIM1K
YOR233W	KIN4	ENSG00000206203	TSSK2
YOR233W	KIN4	ENSG00000139908	TSSK4
YOR233W	KIN4	ENSG00000174672	BRSK2
YNR072W	HXT17	ENSG00000059804	SLC2A3
YNR072W	HXT17	ENSG00000109667	SLC2A9
YNR072W	HXT17	ENSG00000146411	SLC2A12
YNR072W	HXT17	ENSG00000136856	SLC2A8
YNR072W	HXT17	ENSG00000133460	SLC2A11
YNR072W	HXT17	ENSG00000142583	SLC2A5
YDR452W	PPN1	ENSG00000172594	SMPDL3A
YOR042W	CUE5	ENSG00000078902	TOLLIP
YKR008W	RSC4	ENSG00000163939	PBRM1
YDR326C	YSP2	ENSG00000155324	GRAMD2B
YIL009W	FAA3	ENSG00000140284	SLC27A2
YLR096W	KIN2	ENSG00000178093	TSSK6
YLR096W	KIN2	ENSG00000177453	NIM1K
YLR096W	KIN2	ENSG00000206203	TSSK2
YLR096W	KIN2	ENSG00000139908	TSSK4
YLR096W	KIN2	ENSG00000174672	BRSK2
YBL058W	SHP1	ENSG00000215114	UBXN2B
YBL058W	SHP1	ENSG00000088833	NSFL1C
YGR245C	SDA1	ENSG00000198301	SDAD1
YDL155W	CLB3	ENSG00000157456	CCNB2
YDL155W	CLB3	ENSG00000105173	CCNE1
YPL147W	PXA1	ENSG00000101986	ABCD1
YFL050C	ALR2	ENSG00000126953	TIMM8A
YKR044W	UIP5	ENSG00000074695	LMAN1
YKR044W	UIP5	ENSG00000140506	LMAN1L
YCR102C		ENSG00000171724	VAT1L
YMR216C	SKY1	ENSG00000184343	SRPK3
YJL097W	PHS1	ENSG00000074696	HACD3
YNR047W	FPK1	ENSG00000071242	RPS6KA2
YNR047W	FPK1	ENSG00000108443	RPS6KB1
YKL089W	MIF2	ENSG00000145241	CENPC
YJL072C	PSF2	ENSG00000131153	GINS2
YFR022W	ROG3	ENSG00000113369	ARRDC3
YML093W	UTP14	ENSG00000156697	UTP14A
YBR290W	BSD2	ENSG00000131507	NDFIP1
YKL088W	CAB3	ENSG00000138621	PPCDC
YPR156C	TPO3	ENSG00000146409	SLC18B1
YPR156C	TPO3	ENSG00000165646	SLC18A2
YPR030W	CSR2	ENSG00000113369	ARRDC3
YFR002W	NIC96	ENSG00000102900	NUP93
YER110C	KAP123	ENSG00000196497	IPO4
YGL055W	OLE1	ENSG00000145284	SCD5
YHL021C	AIM17	ENSG00000129151	BBOX1
YBL074C	AAR2	ENSG00000131043	AAR2
YJR147W	HMS2	ENSG00000025156	HSF2
YJR147W	HMS2	ENSG00000176160	HSF5
YJL084C	ALY2	ENSG00000113369	ARRDC3
YHR168W	MTG2	ENSG00000101181	MTG2
YBL061C	SKT5	ENSG00000091490	SEL1L3
YBL061C	SKT5	ENSG00000081791	DELE1
YHR030C	SLT2	ENSG00000184343	SRPK3
YPL048W	CAM1	ENSG00000133433	GSTT2B
YPL048W	CAM1	ENSG00000065621	GSTO2
YPL048W	CAM1	ENSG00000276950	GSTT4
YDL070W	BDF2	ENSG00000169925	BRD3
YDL070W	BDF2	ENSG00000099954	CECR2
YGL124C	MON1	ENSG00000103111	MON1B
YJR090C	GRR1	ENSG00000108306	FBXL20
YJR090C	GRR1	ENSG00000153558	FBXL2
YER008C	SEC3	ENSG00000090989	EXOC1
YDR264C	AKR1	ENSG00000177054	ZDHHC13
YGL097W	SRM1	ENSG00000103657	HERC1
YGL097W	SRM1	ENSG00000129158	SERGEF
YJL198W	PHO90	ENSG00000104044	OCA2
YLL052C	AQY2	ENSG00000161798	AQP5
YPL026C	SKS1	ENSG00000178093	TSSK6
YPL026C	SKS1	ENSG00000177453	NIM1K
YPL026C	SKS1	ENSG00000206203	TSSK2
YPL026C	SKS1	ENSG00000139908	TSSK4
YPL026C	SKS1	ENSG00000174672	BRSK2
YLR375W	STP3	ENSG00000184937	WT1
YHR132C	ECM14	ENSG00000165078	CPA6
YDR081C	PDC2	ENSG00000234616	JRK
YPR200C	ARR2	ENSG00000101224	CDC25B
YKR017C	HEL1	ENSG00000166233	ARIH1
YFR034C	PHO4	ENSG00000135547	HEY2
YFR034C	PHO4	ENSG00000173673	HES3
YCR091W	KIN82	ENSG00000071242	RPS6KA2
YCR091W	KIN82	ENSG00000108443	RPS6KB1
YPL268W	PLC1	ENSG00000137841	PLCB2
YPL268W	PLC1	ENSG00000149527	PLCH2
YPL268W	PLC1	ENSG00000124181	PLCG1
YKR025W	RPC37	ENSG00000058600	POLR3E
YLR081W	GAL2	ENSG00000059804	SLC2A3
YLR081W	GAL2	ENSG00000109667	SLC2A9
YLR081W	GAL2	ENSG00000146411	SLC2A12
YLR081W	GAL2	ENSG00000136856	SLC2A8
YLR081W	GAL2	ENSG00000133460	SLC2A11
YLR081W	GAL2	ENSG00000142583	SLC2A5
YLR246W	ERF2	ENSG00000175048	ZDHHC14
YLR246W	ERF2	ENSG00000188706	ZDHHC9
YDL135C	RDI1	ENSG00000242173	ARHGDIG
YDL194W	SNF3	ENSG00000059804	SLC2A3
YDL194W	SNF3	ENSG00000109667	SLC2A9
YDL194W	SNF3	ENSG00000146411	SLC2A12
YDL194W	SNF3	ENSG00000136856	SLC2A8
YDL194W	SNF3	ENSG00000133460	SLC2A11
YDL194W	SNF3	ENSG00000142583	SLC2A5
YCL024W	KCC4	ENSG00000174672	BRSK2
YLR399C	BDF1	ENSG00000169925	BRD3
YLR399C	BDF1	ENSG00000099954	CECR2
YHR094C	HXT1	ENSG00000059804	SLC2A3
YHR094C	HXT1	ENSG00000109667	SLC2A9
YHR094C	HXT1	ENSG00000146411	SLC2A12
YHR094C	HXT1	ENSG00000136856	SLC2A8
YHR094C	HXT1	ENSG00000133460	SLC2A11
YHR094C	HXT1	ENSG00000142583	SLC2A5
YBL101C	ECM21	ENSG00000113369	ARRDC3
YLL040C	VPS13	ENSG00000197969	VPS13A
YEL054C	RPL12A	ENSG00000197958	RPL12
YJL214W	HXT8	ENSG00000059804	SLC2A3
YJL214W	HXT8	ENSG00000109667	SLC2A9
YJL214W	HXT8	ENSG00000146411	SLC2A12
YJL214W	HXT8	ENSG00000136856	SLC2A8
YJL214W	HXT8	ENSG00000133460	SLC2A11
YJL214W	HXT8	ENSG00000142583	SLC2A5
YDL093W	PMT5	ENSG00000128228	SDF2L1
YNL129W	NRK1	ENSG00000106733	NMRK1
YDR449C	UTP6	ENSG00000108651	UTP6
YFL042C		ENSG00000155324	GRAMD2B
YNL248C	RPA49	ENSG00000137054	POLR1E
YOR074C	CDC21	ENSG00000176890	TYMS
YEL060C	PRB1	ENSG00000099139	PCSK5
YDR122W	KIN1	ENSG00000178093	TSSK6
YDR122W	KIN1	ENSG00000177453	NIM1K
YDR122W	KIN1	ENSG00000206203	TSSK2
YDR122W	KIN1	ENSG00000139908	TSSK4
YDR122W	KIN1	ENSG00000174672	BRSK2
YMR246W	FAA4	ENSG00000140284	SLC27A2
YMR276W	DSK2	ENSG00000188021	UBQLN2
YER132C	PMD1	ENSG00000172534	HCFC1
YLR351C	NIT3	ENSG00000114021	NIT2
YHR064C	SSZ1	ENSG00000187522	HSPA14
YLR422W	DCK1	ENSG00000088538	DOCK3
YGR270W	YTA7	ENSG00000156802	ATAD2
YDR044W	HEM13	ENSG00000080819	CPOX
YLR077W	FMP25	ENSG00000103657	HERC1
YLR077W	FMP25	ENSG00000129158	SERGEF
YMR113W	FOL3	ENSG00000136877	FPGS
YHR009C	TDA3	ENSG00000100027	YPEL1
YLR304C	ACO1	ENSG00000100412	ACO2
YPL150W		ENSG00000165304	MELK
YOL022C	TSR4	ENSG00000071994	PDCD2
YER047C	SAP1	ENSG00000167216	KATNAL2
YER047C	SAP1	ENSG00000186625	KATNA1
YER179W	DMC1	ENSG00000100206	DMC1
YFR015C	GSY1	ENSG00000111713	GYS2
YKL085W	MDH1	ENSG00000171989	LDHAL6B
YDR009W	GAL3	ENSG00000156958	GALK2
YDR343C	HXT6	ENSG00000059804	SLC2A3
YDR343C	HXT6	ENSG00000109667	SLC2A9
YDR343C	HXT6	ENSG00000146411	SLC2A12
YDR343C	HXT6	ENSG00000136856	SLC2A8
YDR343C	HXT6	ENSG00000133460	SLC2A11
YDR343C	HXT6	ENSG00000142583	SLC2A5
YIL062C	ARC15	ENSG00000136950	ARPC5L
YPL141C	FRK1	ENSG00000178093	TSSK6
YPL141C	FRK1	ENSG00000177453	NIM1K
YPL141C	FRK1	ENSG00000206203	TSSK2
YPL141C	FRK1	ENSG00000139908	TSSK4
YPL141C	FRK1	ENSG00000174672	BRSK2
YGR109C	CLB6	ENSG00000157456	CCNB2
YGR109C	CLB6	ENSG00000105173	CCNE1
YLR072W	LAM6	ENSG00000155324	GRAMD2B
YBR037C	SCO1	ENSG00000284194	SCO2
YLR168C	UPS2	ENSG00000141391	PRELID3A
YPL045W	VPS16	ENSG00000215305	VPS16
YMR055C	BUB2	ENSG00000167139	TBC1D21
YER101C	AST2	ENSG00000171724	VAT1L
YPL010W	RET3	ENSG00000005243	COPZ2
YDR247W	VHS1	ENSG00000178093	TSSK6
YDR247W	VHS1	ENSG00000177453	NIM1K
YDR247W	VHS1	ENSG00000206203	TSSK2
YDR247W	VHS1	ENSG00000139908	TSSK4
YDR247W	VHS1	ENSG00000174672	BRSK2
YJL074C	SMC3	ENSG00000187860	CCDC157
YBR049C	REB1	ENSG00000125482	TTF1
YLR258W	GSY2	ENSG00000111713	GYS2
YEL015W	EDC3	ENSG00000179151	EDC3
YGR254W	ENO1	ENSG00000188316	ENO4
YJR031C	GEA1	ENSG00000124198	ARFGEF2
YJR031C	GEA1	ENSG00000146005	PSD2
YJR031C	GEA1	ENSG00000059915	PSD
YJR031C	GEA1	ENSG00000124313	IQSEC2
YGR108W	CLB1	ENSG00000157456	CCNB2
YGR108W	CLB1	ENSG00000105173	CCNE1
YJL165C	HAL5	ENSG00000178093	TSSK6
YJL165C	HAL5	ENSG00000177453	NIM1K
YJL165C	HAL5	ENSG00000206203	TSSK2
YJL165C	HAL5	ENSG00000139908	TSSK4
YJL165C	HAL5	ENSG00000174672	BRSK2
YLL060C	GTT2	ENSG00000133433	GSTT2B
YLL060C	GTT2	ENSG00000065621	GSTO2
YLL060C	GTT2	ENSG00000276950	GSTT4
YMR097C	MTG1	ENSG00000148824	MTG1
YMR301C	ATM1	ENSG00000131269	ABCB7
YBL104C	SEA4	ENSG00000164654	MIOS
YMR169C	ALD3	ENSG00000118514	ALDH8A1
YPR082C	DIB1	ENSG00000141759	TXNL4A
YNL161W	CBK1	ENSG00000211455	STK38L
YJR084W		ENSG00000126226	PCID2
YAL034C	FUN19	ENSG00000276234	TADA2A
YER120W	SCS2	ENSG00000101558	VAPA
YNL271C	BNI1	ENSG00000203485	INF2
YNL271C	BNI1	ENSG00000187164	SHTN1
YNL271C	BNI1	ENSG00000134775	FHOD3
YNL271C	BNI1	ENSG00000100592	DAAM1
YLR129W	DIP2	ENSG00000156787	TBC1D31
YOL086C	ADH1	ENSG00000171724	VAT1L
YBL089W	AVT5	ENSG00000111371	SLC38A1
YBL089W	AVT5	ENSG00000134294	SLC38A2
YPL169C	MEX67	ENSG00000269405	NXF2
YGL207W	SPT16	ENSG00000092201	SUPT16H
YPL030W	TRM44	ENSG00000155275	TRMT44
YDR111C	ALT2	ENSG00000166123	GPT2
YNL250W	RAD50	ENSG00000113522	RAD50
YLR075W	RPL10	ENSG00000147403	RPL10
YNL121C	TOM70	ENSG00000154174	TOMM70
YNL121C	TOM70	ENSG00000100380	ST13
YNL121C	TOM70	ENSG00000005175	RPAP3
YPL140C	MKK2	ENSG00000085511	MAP3K4
YPL140C	MKK2	ENSG00000137764	MAP2K5
YIR035C		ENSG00000157379	DHRS1
YIR035C		ENSG00000119471	HSDL2
YLR430W	SEN1	ENSG00000107290	SETX
YOL081W	IRA2	ENSG00000105122	RASAL3
YHR085W	IPI1	ENSG00000136891	TEX10
YER095W	RAD51	ENSG00000051180	RAD51
YOR184W	SER1	ENSG00000135069	PSAT1
YBR242W		ENSG00000111906	HDDC2
YMR171C	EAR1	ENSG00000167778	SPRYD3
YOR338W		ENSG00000276234	TADA2A
YNL101W	AVT4	ENSG00000111371	SLC38A1
YNL101W	AVT4	ENSG00000134294	SLC38A2
YLL008W	DRS1	ENSG00000124228	DDX27
YGL197W	MDS3	ENSG00000172534	HCFC1
YNR006W	VPS27	ENSG00000100284	TOM1
YNR006W	VPS27	ENSG00000141198	TOM1L1
YDL003W	MCD1	ENSG00000244588	RAD21L1
YDL097C	RPN6	ENSG00000166200	COPS2
YDL097C	RPN6	ENSG00000108671	PSMD11
YGR271W	SLH1	ENSG00000112249	ASCC3
YJL004C	SYS1	ENSG00000203756	TMEM244
YNL183C	NPR1	ENSG00000178093	TSSK6
YNL183C	NPR1	ENSG00000177453	NIM1K
YNL183C	NPR1	ENSG00000206203	TSSK2
YNL183C	NPR1	ENSG00000139908	TSSK4
YNL183C	NPR1	ENSG00000174672	BRSK2
YIL128W	MET18	ENSG00000155229	MMS19
YKR002W	PAP1	ENSG00000218823	PAPOLB
YBL022C	PIM1	ENSG00000102910	LONP2
YDR147W	EKI1	ENSG00000100288	CHKB
YPL149W	ATG5	ENSG00000057663	ATG5
YGR092W	DBF2	ENSG00000152953	STK32B
YGR092W	DBF2	ENSG00000165752	STK32C
YGR092W	DBF2	ENSG00000169302	STK32A
YGR092W	DBF2	ENSG00000131023	LATS1
YOR181W	LAS17	ENSG00000171475	WIPF2
YNL200C	NNR1	ENSG00000250067	YJEFN3
YFL027C	GYP8	ENSG00000125875	TBC1D20
YLR371W	ROM2	ENSG00000154783	FGD5
YLR371W	ROM2	ENSG00000127084	FGD3
YOL156W	HXT11	ENSG00000059804	SLC2A3
YOL156W	HXT11	ENSG00000109667	SLC2A9
YOL156W	HXT11	ENSG00000146411	SLC2A12
YOL156W	HXT11	ENSG00000136856	SLC2A8
YOL156W	HXT11	ENSG00000133460	SLC2A11
YOL156W	HXT11	ENSG00000142583	SLC2A5
YKR019C	IRS4	ENSG00000127527	EPS15L1
YLR350W	ORM2	ENSG00000172057	ORMDL3
YNR013C	PHO91	ENSG00000104044	OCA2
YOR367W	SCP1	ENSG00000144834	TAGLN3
YIL031W	ULP2	ENSG00000138468	SENP7
YKL127W	PGM1	ENSG00000154330	PGM5
YGL130W	CEG1	ENSG00000111880	RNGTT
YLR133W	CKI1	ENSG00000100288	CHKB
YDR026C	NSI1	ENSG00000125482	TTF1
YPL264C		ENSG00000176273	SLC35G1
YPR111W	DBF20	ENSG00000152953	STK32B
YPR111W	DBF20	ENSG00000165752	STK32C
YPR111W	DBF20	ENSG00000169302	STK32A
YPR111W	DBF20	ENSG00000131023	LATS1
YBR041W	FAT1	ENSG00000130304	SLC27A1
YBR041W	FAT1	ENSG00000140284	SLC27A2
YLR117C	CLF1	ENSG00000101343	CRNKL1
YOL072W	THP1	ENSG00000126226	PCID2
YLR019W	PSR2	ENSG00000144677	CTDSPL
YLR240W	VPS34	ENSG00000078142	PIK3C3
YHR111W	UBA4	ENSG00000124217	MOCS3
YBR028C	YPK3	ENSG00000071242	RPS6KA2
YBR028C	YPK3	ENSG00000108443	RPS6KB1
YLL029W	FRA1	ENSG00000108039	XPNPEP1
YDR342C	HXT7	ENSG00000059804	SLC2A3
YDR342C	HXT7	ENSG00000109667	SLC2A9
YDR342C	HXT7	ENSG00000146411	SLC2A12
YDR342C	HXT7	ENSG00000136856	SLC2A8
YDR342C	HXT7	ENSG00000133460	SLC2A11
YDR342C	HXT7	ENSG00000142583	SLC2A5
YNL252C	MRPL17	ENSG00000259494	MRPL46
YDL048C	STP4	ENSG00000135625	EGR4
YKR071C	DRE2	ENSG00000005194	CIAPIN1
YHR208W	BAT1	ENSG00000105552	BCAT2
YNR011C	PRP2	ENSG00000204560	DHX16
YDR084C	TVP23	ENSG00000171928	TVP23B
YDR084C	TVP23	ENSG00000166676	TVP23A
YJL053W	PEP8	ENSG00000122958	VPS26A
YGL229C	SAP4	ENSG00000105063	PPP6R1
YLR175W	CBF5	ENSG00000130826	DKC1
YKL019W	RAM2	ENSG00000168522	FNTA
YKL073W	LHS1	ENSG00000204390	HSPA1L
YKR028W	SAP190	ENSG00000105063	PPP6R1
YIR036C	IRC24	ENSG00000080511	RDH8
YBR204C	LDH1	ENSG00000183569	SERHL2
YBR204C	LDH1	ENSG00000137274	BPHL
YMR152W	YIM1	ENSG00000130347	RTN4IP1
YPL172C	COX10	ENSG00000006695	COX10
YNR023W	SNF12	ENSG00000066117	SMARCD1
YGR184C	UBR1	ENSG00000024048	UBR2
YGR184C	UBR1	ENSG00000159459	UBR1
YER066W	RRT13	ENSG00000215529	EFCAB8
YMR253C		ENSG00000236396	SLC35G4
YMR253C		ENSG00000168917	SLC35G2
YMR253C		ENSG00000177710	SLC35G5
YOR233W	KIN4	ENSG00000160469	BRSK1
YPR160W	GPH1	ENSG00000100994	PYGB
YPR160W	GPH1	ENSG00000068976	PYGM
YOR291W	YPK9	ENSG00000127249	ATP13A4
YOR291W	YPK9	ENSG00000165240	ATP7A
YOR291W	YPK9	ENSG00000064270	ATP2C2
YBL009W	ALK2	ENSG00000134070	IRAK2
YEL063C	CAN1	ENSG00000103257	SLC7A5
YEL063C	CAN1	ENSG00000151012	SLC7A11
YEL063C	CAN1	ENSG00000099960	SLC7A4
YEL063C	CAN1	ENSG00000013293	SLC7A14
YEL063C	CAN1	ENSG00000103064	SLC7A6
YEL063C	CAN1	ENSG00000165349	SLC7A3
YBR298C	MAL31	ENSG00000163581	SLC2A2
YBR298C	MAL31	ENSG00000160326	SLC2A6
YOR321W	PMT3	ENSG00000009830	POMT2
YLR205C	HMX1	ENSG00000103415	HMOX2
YCL073C	GEX1	ENSG00000135953	MFSD9
YKL120W	OAC1	ENSG00000125434	SLC25A35
YLR107W	REX3	ENSG00000181026	AEN
YDR410C	STE14	ENSG00000116237	ICMT
YPR156C	TPO3	ENSG00000187714	SLC18A3
YPR030W	CSR2	ENSG00000197070	ARRDC1
YPR030W	CSR2	ENSG00000140450	ARRDC4
YFL009W	CDC4	ENSG00000215529	EFCAB8
YNL040W		ENSG00000266967	AARSD1
YFR022W	ROG3	ENSG00000197070	ARRDC1
YFR022W	ROG3	ENSG00000140450	ARRDC4
YNL218W	MGS1	ENSG00000124535	WRNIP1
YDL167C	NRP1	ENSG00000282419	TEX13D
YDL167C	NRP1	ENSG00000282815	TEX13C
YLR389C	STE23	ENSG00000119912	IDE
YJL097W	PHS1	ENSG00000206527	HACD2
YJL097W	PHS1	ENSG00000165996	HACD1
YPR198W	SGE1	ENSG00000135953	MFSD9
YDR212W	TCP1	ENSG00000120438	TCP1
YBL058W	SHP1	ENSG00000173960	UBXN2A
YOR086C	TCB1	ENSG00000158220	ESYT3
YDL155W	CLB3	ENSG00000138764	CCNG2
YDL155W	CLB3	ENSG00000205089	CCNI2
YDL155W	CLB3	ENSG00000175305	CCNE2
YDL155W	CLB3	ENSG00000162063	CCNF
YDL155W	CLB3	ENSG00000145386	CCNA2
YPL147W	PXA1	ENSG00000117528	ABCD3
YPL125W	KAP120	ENSG00000086200	IPO11
YOR209C	NPT1	ENSG00000147813	NAPRT
YML010W	SPT5	ENSG00000196235	SUPT5H
YMR020W	FMS1	ENSG00000104951	IL4I1
YMR020W	FMS1	ENSG00000088826	SMOX
YNL172W	APC1	ENSG00000153107	ANAPC1
YIL009W	FAA3	ENSG00000164398	ACSL6
YFR034C	PHO4	ENSG00000197921	HES5
YFR034C	PHO4	ENSG00000179111	HES7
YFR034C	PHO4	ENSG00000114315	HES1
YCR017C	CWH43	ENSG00000109182	CWH43
YDL116W	NUP84	ENSG00000111581	NUP107
YLR375W	STP3	ENSG00000135625	EGR4
YPL026C	SKS1	ENSG00000160469	BRSK1
YLL052C	AQY2	ENSG00000103569	AQP9
YHR132C	ECM14	ENSG00000163751	CPA3
YDR081C	PDC2	ENSG00000140993	TIGD7
YDR081C	PDC2	ENSG00000164296	TIGD6
YKL213C	DOA1	ENSG00000137055	PLAA
YPL263C	KEL3	ENSG00000104731	KLHDC4
YDL070W	BDF2	ENSG00000204256	BRD2
YOL056W	GPM3	ENSG00000226784	PGAM4
YJL084C	ALY2	ENSG00000197070	ARRDC1
YJL084C	ALY2	ENSG00000140450	ARRDC4
YBL102W	SFT2	ENSG00000198818	SFT2D1
YBL102W	SFT2	ENSG00000213064	SFT2D2
YJL132W		ENSG00000112293	GPLD1
YPL122C	TFB2	ENSG00000213780	GTF2H4
YDR204W	COQ4	ENSG00000167113	COQ4
YLR384C	IKI3	ENSG00000070061	ELP1
YCR079W	PTC6	ENSG00000163644	PPM1K
YPR112C	MRD1	ENSG00000122965	RBM19
YJR033C	RAV1	ENSG00000104093	DMXL2
YPL165C	SET6	ENSG00000186532	SMYD4
YPL165C	SET6	ENSG00000115593	SMYD1
YHR135C	YCK1	ENSG00000213923	CSNK1E
YHR135C	YCK1	ENSG00000105053	VRK3
YHR135C	YCK1	ENSG00000100749	VRK1
YHR135C	YCK1	ENSG00000169118	CSNK1G1
YHR135C	YCK1	ENSG00000133275	CSNK1G2
YJL128C	PBS2	ENSG00000076984	MAP2K7
YLR372W		ENSG00000119915	ELOVL3
YGR061C	ADE6	ENSG00000178921	PFAS
YCR026C	NPP1	ENSG00000154269	ENPP3
YCR026C	NPP1	ENSG00000136960	ENPP2
YCR026C	NPP1	ENSG00000164303	ENPP6
YBR140C	IRA1	ENSG00000145715	RASA1
YJR119C	JHD2	ENSG00000126012	KDM5C
YJR119C	JHD2	ENSG00000066135	KDM4A
YLR397C	AFG2	ENSG00000145375	SPATA5
YOR251C	TUM1	ENSG00000128311	TST
YMR210W	MGL2	ENSG00000140526	ABHD2
YDR335W	MSN5	ENSG00000124571	XPO5
YOL152W	FRE7	ENSG00000074771	NOX3
YOL152W	FRE7	ENSG00000086991	NOX4
YOL152W	FRE7	ENSG00000165168	CYBB
YKL198C	PTK1	ENSG00000160469	BRSK1
YMR054W	STV1	ENSG00000105929	ATP6V0A4
YHR164C	DNA2	ENSG00000169551	CT55
YOR256C	TRE2	ENSG00000086205	FOLH1
YOR256C	TRE2	ENSG00000077616	NAALAD2
YOR256C	TRE2	ENSG00000177694	NAALADL2
YJR059W	PTK2	ENSG00000160469	BRSK1
YGR216C	GPI1	ENSG00000007541	PIGQ
YMR105C	PGM2	ENSG00000165704	HPRT1
YMR105C	PGM2	ENSG00000079739	PGM1
YDL238C	GUD1	ENSG00000119125	GDA
YJL093C	TOK1	ENSG00000095981	KCNK16
YJL093C	TOK1	ENSG00000169427	KCNK9
YBR169C	SSE2	ENSG00000204390	HSPA1L
YBR169C	SSE2	ENSG00000204389	HSPA1A
YBR169C	SSE2	ENSG00000204388	HSPA1B
YBR169C	SSE2	ENSG00000109971	HSPA8
YDR453C	TSA2	ENSG00000123131	PRDX4
YOR270C	VPH1	ENSG00000105929	ATP6V0A4
YML097C	VPS9	ENSG00000075399	VPS9D1
YDR270W	CCC2	ENSG00000127249	ATP13A4
YDR270W	CCC2	ENSG00000064270	ATP2C2
YHL033C	RPL8A	ENSG00000148303	RPL7A
YPL074W	YTA6	ENSG00000182263	FIGN
YPL074W	YTA6	ENSG00000138138	ATAD1
YJL031C	BET4	ENSG00000100949	RABGGTA
YKR021W	ALY1	ENSG00000197070	ARRDC1
YKR021W	ALY1	ENSG00000140450	ARRDC4
YPL061W	ALD6	ENSG00000164904	ALDH7A1
YPL061W	ALD6	ENSG00000072210	ALDH3A2
YPL061W	ALD6	ENSG00000108602	ALDH3A1
YPL061W	ALD6	ENSG00000136010	ALDH1L2
YPL061W	ALD6	ENSG00000184254	ALDH1A3
YPL061W	ALD6	ENSG00000111275	ALDH2
YPL061W	ALD6	ENSG00000161618	ALDH16A1
YPL061W	ALD6	ENSG00000144908	ALDH1L1
YIL142W	CCT2	ENSG00000166226	CCT2
YMR049C	ERB1	ENSG00000261236	BOP1
YLR024C	UBR2	ENSG00000024048	UBR2
YLR024C	UBR2	ENSG00000159459	UBR1
YDR128W	MTC5	ENSG00000082516	GEMIN5
YLR273C	PIG1	ENSG00000219607	PPP1R3G
YLR386W	VAC14	ENSG00000103043	VAC14
YGL159W		ENSG00000103316	CRYM
YAL021C	CCR4	ENSG00000113300	CNOT6
YAL021C	CCR4	ENSG00000013523	ANGEL1
YOR374W	ALD4	ENSG00000164904	ALDH7A1
YOR374W	ALD4	ENSG00000072210	ALDH3A2
YOR374W	ALD4	ENSG00000108602	ALDH3A1
YOR374W	ALD4	ENSG00000136010	ALDH1L2
YOR374W	ALD4	ENSG00000184254	ALDH1A3
YOR374W	ALD4	ENSG00000111275	ALDH2
YOR374W	ALD4	ENSG00000161618	ALDH16A1
YOR374W	ALD4	ENSG00000144908	ALDH1L1
YGR110W	CLD1	ENSG00000183569	SERHL2
YGR110W	CLD1	ENSG00000137274	BPHL
YDR135C	YCF1	ENSG00000023839	ABCC2
YOL119C	MCH4	ENSG00000118596	SLC16A7
YOL119C	MCH4	ENSG00000100156	SLC16A8
YOL119C	MCH4	ENSG00000152779	SLC16A12
YEL042W	GDA1	ENSG00000188833	ENTPD8
YEL042W	GDA1	ENSG00000054179	ENTPD2
YEL042W	GDA1	ENSG00000138185	ENTPD1
YDL195W	SEC31	ENSG00000138674	SEC31A
YDL195W	SEC31	ENSG00000075826	SEC31B
YBR241C		ENSG00000163581	SLC2A2
YBR241C		ENSG00000160326	SLC2A6
YFL037W	TUB2	ENSG00000188229	TUBB4B
YHR117W	TOM71	ENSG00000104450	SPAG1
YHR117W	TOM71	ENSG00000183891	TTC32
YHR117W	TOM71	ENSG00000256061	DNAAF4
YHR117W	TOM71	ENSG00000144962	SPATA16
YHR117W	TOM71	ENSG00000243725	TTC4
YHR117W	TOM71	ENSG00000025772	TOMM34
YGR188C	BUB1	ENSG00000156970	BUB1B
YDR300C	PRO1	ENSG00000059573	ALDH18A1
YDR075W	PPH3	ENSG00000149923	PPP4C
YPL110C	GDE1	ENSG00000125772	GPCPD1
YOR093C	CMR2	ENSG00000066084	DIP2B
YOR171C	LCB4	ENSG00000176170	SPHK1
YOR171C	LCB4	ENSG00000063176	SPHK2
YPL029W	SUV3	ENSG00000156502	SUPV3L1
YDR129C	SAC6	ENSG00000102024	PLS3
YGL073W	HSF1	ENSG00000185122	HSF1
YGL073W	HSF1	ENSG00000283697	HSFX3
YGL073W	HSF1	ENSG00000268738	HSFX2
YGL002W	ERP6	ENSG00000166557	TMED3
YGL002W	ERP6	ENSG00000158604	TMED4
YPR019W	MCM4	ENSG00000178460	MCMDC2
YNL242W	ATG2	ENSG00000110046	ATG2A
YMR243C	ZRC1	ENSG00000164756	SLC30A8
YGL144C	ROG1	ENSG00000082269	FAM135A
YPR191W	QCR2	ENSG00000140740	UQCRC2
YGL019W	CKB1	ENSG00000204435	CSNK2B
YER162C	RAD4	ENSG00000154767	XPC
YDR472W	TRS31	ENSG00000181029	TRAPPC5
YOL033W	MSE1	ENSG00000103356	EARS2
YNL134C		ENSG00000196616	ADH1B
YNL134C		ENSG00000172955	ADH6
YNL134C		ENSG00000180011	PTGR3
YNL134C		ENSG00000248144	ADH1C
YNL134C		ENSG00000187758	ADH1A
YMR234W	RNH1	ENSG00000171865	RNASEH1
YBL004W	UTP20	ENSG00000120800	UTP20
YIL048W	NEO1	ENSG00000118322	ATP10B
YIL048W	NEO1	ENSG00000145246	ATP10D
YIL048W	NEO1	ENSG00000101974	ATP11C
