Yeast_Gene_stable_ID	Yeast_Gene_name	Human_Gene_stable_ID	Human_Gene_name
YDL134C	PPH21	ENSG00000104695	PPP2CB
YDL134C	PPH21	ENSG00000086717	PPEF1
YDL134C	PPH21	ENSG00000107758	PPP3CB
YKL081W	TEF4	ENSG00000104381	GDAP1
YKL081W	TEF4	ENSG00000254772	EEF1G
YKL081W	TEF4	ENSG00000169583	CLIC3
YKL081W	TEF4	ENSG00000099984	GSTT2
YKL081W	TEF4	ENSG00000100577	GSTZ1
YKL081W	TEF4	ENSG00000112782	CLIC5
YLR446W		ENSG00000159399	HK2
YLR446W		ENSG00000156510	HKDC1
YCL039W	GID7	ENSG00000101940	WDR13
YNL297C	MON2	ENSG00000008256	CYTH3
YNL297C	MON2	ENSG00000066777	ARFGEF1
YNL297C	MON2	ENSG00000164117	FBXO8
YNL297C	MON2	ENSG00000061987	MON2
YDR358W	GGA1	ENSG00000100083	GGA1
YDR358W	GGA1	ENSG00000103365	GGA2
YDR358W	GGA1	ENSG00000136738	STAM
YDR358W	GGA1	ENSG00000175662	TOM1L2
YPL140C	MKK2	ENSG00000065559	MAP2K4
YOL156W	HXT11	ENSG00000163581	SLC2A2
YOL156W	HXT11	ENSG00000160326	SLC2A6
YJL219W	HXT9	ENSG00000163581	SLC2A2
YJL219W	HXT9	ENSG00000160326	SLC2A6
YNR006W	VPS27	ENSG00000100083	GGA1
YNR006W	VPS27	ENSG00000103365	GGA2
YNR006W	VPS27	ENSG00000136738	STAM
YNR006W	VPS27	ENSG00000175662	TOM1L2
YJL024C	APS3	ENSG00000157823	AP3S2
YKR034W	DAL80	ENSG00000104447	TRPS1
YKR034W	DAL80	ENSG00000220201	ZGLP1
YKR034W	DAL80	ENSG00000136574	GATA4
YNL169C	PSD1	ENSG00000241878	PISD
YPR111W	DBF20	ENSG00000101049	SGK2
YPR111W	DBF20	ENSG00000104205	SGK3
YKL127W	PGM1	ENSG00000165704	HPRT1
YKL127W	PGM1	ENSG00000079739	PGM1
YJR160C	MPH3	ENSG00000163581	SLC2A2
YJR160C	MPH3	ENSG00000160326	SLC2A6
YJL214W	HXT8	ENSG00000163581	SLC2A2
YJL214W	HXT8	ENSG00000160326	SLC2A6
YJL110C	GZF3	ENSG00000104447	TRPS1
YJL110C	GZF3	ENSG00000220201	ZGLP1
YJL110C	GZF3	ENSG00000136574	GATA4
YGR057C	LST7	ENSG00000154803	FLCN
YDL194W	SNF3	ENSG00000163581	SLC2A2
YDL194W	SNF3	ENSG00000160326	SLC2A6
YFL011W	HXT10	ENSG00000163581	SLC2A2
YFL011W	HXT10	ENSG00000160326	SLC2A6
YLR081W	GAL2	ENSG00000163581	SLC2A2
YLR081W	GAL2	ENSG00000160326	SLC2A6
YPL204W	HRR25	ENSG00000105053	VRK3
YPL204W	HRR25	ENSG00000100749	VRK1
YPL204W	HRR25	ENSG00000169118	CSNK1G1
YDR490C	PKH1	ENSG00000140992	PDPK1
YJR158W	HXT16	ENSG00000163581	SLC2A2
YJR158W	HXT16	ENSG00000160326	SLC2A6
YLR422W	DCK1	ENSG00000147251	DOCK11
YLR422W	DCK1	ENSG00000116641	DOCK7
YLR422W	DCK1	ENSG00000150760	DOCK1
YPL256C	CLN2	ENSG00000138764	CCNG2
YPL256C	CLN2	ENSG00000205089	CCNI2
YPL256C	CLN2	ENSG00000175305	CCNE2
YPL256C	CLN2	ENSG00000162063	CCNF
YPL256C	CLN2	ENSG00000145386	CCNA2
YHL002W	HSE1	ENSG00000100083	GGA1
YHL002W	HSE1	ENSG00000103365	GGA2
YHL002W	HSE1	ENSG00000136738	STAM
YHL002W	HSE1	ENSG00000175662	TOM1L2
YPL176C	TRE1	ENSG00000086205	FOLH1
YPL176C	TRE1	ENSG00000077616	NAALAD2
YPL176C	TRE1	ENSG00000177694	NAALADL2
YDR343C	HXT6	ENSG00000163581	SLC2A2
YDR343C	HXT6	ENSG00000160326	SLC2A6
YIL106W	MOB1	ENSG00000173542	MOB1B
YGR201C		ENSG00000104381	GDAP1
YGR201C		ENSG00000254772	EEF1G
YGR201C		ENSG00000169583	CLIC3
YGR201C		ENSG00000099984	GSTT2
YGR201C		ENSG00000100577	GSTZ1
YGR201C		ENSG00000112782	CLIC5
YML078W	CPR3	ENSG00000108179	PPIF
YPR119W	CLB2	ENSG00000138764	CCNG2
YPR119W	CLB2	ENSG00000205089	CCNI2
YPR119W	CLB2	ENSG00000175305	CCNE2
YPR119W	CLB2	ENSG00000162063	CCNF
YPR119W	CLB2	ENSG00000145386	CCNA2
YMR199W	CLN1	ENSG00000138764	CCNG2
YMR199W	CLN1	ENSG00000205089	CCNI2
YMR199W	CLN1	ENSG00000175305	CCNE2
YMR199W	CLN1	ENSG00000162063	CCNF
YMR199W	CLN1	ENSG00000145386	CCNA2
YMR011W	HXT2	ENSG00000163581	SLC2A2
YMR011W	HXT2	ENSG00000160326	SLC2A6
YNL329C	PEX6	ENSG00000124587	PEX6
YFR053C	HXK1	ENSG00000106633	GCK
YBR140C	IRA1	ENSG00000197283	SYNGAP1
YBR140C	IRA1	ENSG00000170667	RASA4B
YBR140C	IRA1	ENSG00000136848	DAB2IP
YBR140C	IRA1	ENSG00000105808	RASA4
YBR140C	IRA1	ENSG00000155903	RASA2
YBR140C	IRA1	ENSG00000111344	RASAL1
YMR105C	PGM2	ENSG00000165434	PGM2L1
YMR105C	PGM2	ENSG00000169299	PGM2
YPR108W	RPN7	ENSG00000163636	PSMD6
YJL093C	TOK1	ENSG00000135750	KCNK1
YJL093C	TOK1	ENSG00000100433	KCNK10
YJL093C	TOK1	ENSG00000099337	KCNK6
YJL093C	TOK1	ENSG00000164626	KCNK5
YJL093C	TOK1	ENSG00000082482	KCNK2
YJL093C	TOK1	ENSG00000173338	KCNK7
YJL093C	TOK1	ENSG00000184261	KCNK12
YJL093C	TOK1	ENSG00000171303	KCNK3
YJL093C	TOK1	ENSG00000182450	KCNK4
YDL247W	MPH2	ENSG00000181856	SLC2A4
YDL247W	MPH2	ENSG00000173262	SLC2A14
YDL247W	MPH2	ENSG00000197241	SLC2A7
YKL092C	BUD2	ENSG00000196712	NF1
YBR241C		ENSG00000181856	SLC2A4
YBR241C		ENSG00000173262	SLC2A14
YBR241C		ENSG00000197241	SLC2A7
YDL091C	UBX3	ENSG00000185104	FAF1
YMR243C	ZRC1	ENSG00000115194	SLC30A3
YPR120C	CLB5	ENSG00000118816	CCNI
YPR120C	CLB5	ENSG00000112576	CCND3
YPR120C	CLB5	ENSG00000107443	CCNJ
YPR120C	CLB5	ENSG00000118971	CCND2
YPR120C	CLB5	ENSG00000135083	CCNJL
YPR120C	CLB5	ENSG00000113328	CCNG1
YPR120C	CLB5	ENSG00000134057	CCNB1
YPR120C	CLB5	ENSG00000105219	CCNP
YPR120C	CLB5	ENSG00000110092	CCND1
YGL002W	ERP6	ENSG00000157315	TMED6
YGL002W	ERP6	ENSG00000099203	TMED1
YGL002W	ERP6	ENSG00000086598	TMED2
YGL002W	ERP6	ENSG00000117500	TMED5
YIL048W	NEO1	ENSG00000206190	ATP10A
YIL048W	NEO1	ENSG00000130270	ATP8B3
YIL048W	NEO1	ENSG00000124406	ATP8A1
YJL053W	PEP8	ENSG00000151502	VPS26B
YLR188W	MDL1	ENSG00000073734	ABCB11
YLR188W	MDL1	ENSG00000115657	ABCB6
YLR188W	MDL1	ENSG00000005471	ABCB4
YLR188W	MDL1	ENSG00000085563	ABCB1
YLR188W	MDL1	ENSG00000168394	TAP1
YLR188W	MDL1	ENSG00000197150	ABCB8
YLR188W	MDL1	ENSG00000204267	TAP2
YLR188W	MDL1	ENSG00000004846	ABCB5
YLR188W	MDL1	ENSG00000135776	ABCB10
YLR188W	MDL1	ENSG00000150967	ABCB9
YBR298C	MAL31	ENSG00000181856	SLC2A4
YBR298C	MAL31	ENSG00000173262	SLC2A14
YBR298C	MAL31	ENSG00000197241	SLC2A7
YDR516C	EMI2	ENSG00000106633	GCK
YBL020W	RFT1	ENSG00000163933	RFT1
YDL155W	CLB3	ENSG00000118816	CCNI
YDL155W	CLB3	ENSG00000112576	CCND3
YDL155W	CLB3	ENSG00000107443	CCNJ
YDL155W	CLB3	ENSG00000118971	CCND2
YDL155W	CLB3	ENSG00000135083	CCNJL
YDL155W	CLB3	ENSG00000113328	CCNG1
YDL155W	CLB3	ENSG00000134057	CCNB1
YDL155W	CLB3	ENSG00000105219	CCNP
YDL155W	CLB3	ENSG00000110092	CCND1
YNL197C	WHI3	ENSG00000140488	CELF6
YNL197C	WHI3	ENSG00000048740	CELF2
YNL197C	WHI3	ENSG00000106344	RBM28
YNL197C	WHI3	ENSG00000149187	CELF1
YNL197C	WHI3	ENSG00000159409	CELF3
YPL085W	SEC16	ENSG00000148396	SEC16A
YPL085W	SEC16	ENSG00000120341	SEC16B
YKR082W	NUP133	ENSG00000069248	NUP133
YPL224C	MMT2	ENSG00000152683	SLC30A6
YPL224C	MMT2	ENSG00000145740	SLC30A5
YPL224C	MMT2	ENSG00000170385	SLC30A1
YPL224C	MMT2	ENSG00000115194	SLC30A3
YML123C	PHO84	ENSG00000197208	SLC22A4
YML123C	PHO84	ENSG00000157703	SVOPL
YML123C	PHO84	ENSG00000137204	SLC22A7
YML123C	PHO84	ENSG00000092096	SLC22A17
YML123C	PHO84	ENSG00000197375	SLC22A5
YML123C	PHO84	ENSG00000259803	SLC22A31
YML123C	PHO84	ENSG00000197901	SLC22A6
YML123C	PHO84	ENSG00000149452	SLC22A8
YML123C	PHO84	ENSG00000149742	SLC22A9
YML123C	PHO84	ENSG00000144671	SLC22A14
YML123C	PHO84	ENSG00000197658	SLC22A24
YML123C	PHO84	ENSG00000196600	SLC22A25
YML123C	PHO84	ENSG00000184999	SLC22A10
YPL240C	HSP82	ENSG00000080824	HSP90AA1
YPL240C	HSP82	ENSG00000166598	HSP90B1
YHR094C	HXT1	ENSG00000181856	SLC2A4
YHR094C	HXT1	ENSG00000173262	SLC2A14
YHR094C	HXT1	ENSG00000197241	SLC2A7
YDR345C	HXT3	ENSG00000181856	SLC2A4
YDR345C	HXT3	ENSG00000173262	SLC2A14
YDR345C	HXT3	ENSG00000197241	SLC2A7
YFR006W		ENSG00000124299	PEPD
YIL097W	FYV10	ENSG00000090316	MAEA
YGR108W	CLB1	ENSG00000118816	CCNI
YGR108W	CLB1	ENSG00000112576	CCND3
YGR108W	CLB1	ENSG00000107443	CCNJ
YGR108W	CLB1	ENSG00000118971	CCND2
YGR108W	CLB1	ENSG00000135083	CCNJL
YGR108W	CLB1	ENSG00000113328	CCNG1
YGR108W	CLB1	ENSG00000134057	CCNB1
YGR108W	CLB1	ENSG00000105219	CCNP
YGR108W	CLB1	ENSG00000110092	CCND1
YAL019W	FUN30	ENSG00000163104	SMARCAD1
YLR290C	COQ11	ENSG00000139180	NDUFA9
YOL081W	IRA2	ENSG00000197283	SYNGAP1
YOL081W	IRA2	ENSG00000170667	RASA4B
YOL081W	IRA2	ENSG00000136848	DAB2IP
YOL081W	IRA2	ENSG00000105808	RASA4
YOL081W	IRA2	ENSG00000155903	RASA2
YOL081W	IRA2	ENSG00000111344	RASAL1
YJL083W	TAX4	ENSG00000169891	REPS2
YJL083W	TAX4	ENSG00000103966	EHD4
YOR316C	COT1	ENSG00000115194	SLC30A3
YDR342C	HXT7	ENSG00000181856	SLC2A4
YDR342C	HXT7	ENSG00000173262	SLC2A14
YDR342C	HXT7	ENSG00000197241	SLC2A7
YBR041W	FAT1	ENSG00000113396	SLC27A6
YBR041W	FAT1	ENSG00000130377	ACSBG2
YBR041W	FAT1	ENSG00000103740	ACSBG1
YBR041W	FAT1	ENSG00000123983	ACSL3
YBR041W	FAT1	ENSG00000083807	SLC27A5
YBR041W	FAT1	ENSG00000151726	ACSL1
YJR126C	VPS70	ENSG00000106327	TFR2
YJR126C	VPS70	ENSG00000168060	NAALADL1
YJR126C	VPS70	ENSG00000072274	TFRC
YMR186W	HSC82	ENSG00000080824	HSP90AA1
YMR186W	HSC82	ENSG00000166598	HSP90B1
YER123W	YCK3	ENSG00000028116	VRK2
YER123W	YCK3	ENSG00000151292	CSNK1G3
YER123W	YCK3	ENSG00000128881	TTBK2
YER123W	YCK3	ENSG00000146216	TTBK1
YER123W	YCK3	ENSG00000113712	CSNK1A1
YER123W	YCK3	ENSG00000141551	CSNK1D
YHR108W	GGA2	ENSG00000185359	HGS
YHR108W	GGA2	ENSG00000125447	GGA3
YLR210W	CLB4	ENSG00000118816	CCNI
YLR210W	CLB4	ENSG00000112576	CCND3
YLR210W	CLB4	ENSG00000107443	CCNJ
YLR210W	CLB4	ENSG00000118971	CCND2
YLR210W	CLB4	ENSG00000135083	CCNJL
YLR210W	CLB4	ENSG00000113328	CCNG1
YLR210W	CLB4	ENSG00000134057	CCNB1
YLR210W	CLB4	ENSG00000105219	CCNP
YLR210W	CLB4	ENSG00000110092	CCND1
YIL068C	SEC6	ENSG00000179044	EXOC3L1
YIL068C	SEC6	ENSG00000283632	EXOC3L2
YIL068C	SEC6	ENSG00000205436	EXOC3L4
YKL081W	TEF4	ENSG00000213719	CLIC1
YOR141C	ARP8	ENSG00000113812	ACTR8
YDR358W	GGA1	ENSG00000185359	HGS
YDR358W	GGA1	ENSG00000125447	GGA3
YOR306C	MCH5	ENSG00000165449	SLC16A9
YOR306C	MCH5	ENSG00000170190	SLC16A5
YOR306C	MCH5	ENSG00000141526	SLC16A3
YOR306C	MCH5	ENSG00000112394	SLC16A10
YOR306C	MCH5	ENSG00000163053	SLC16A14
YOR306C	MCH5	ENSG00000174327	SLC16A13
YOR306C	MCH5	ENSG00000108932	SLC16A6
YOR306C	MCH5	ENSG00000174326	SLC16A11
YOR306C	MCH5	ENSG00000168679	SLC16A4
YOR306C	MCH5	ENSG00000155380	SLC16A1
YOR156C	NFI1	ENSG00000108175	ZMIZ1
YOR156C	NFI1	ENSG00000105229	PIAS4
YOR156C	NFI1	ENSG00000122515	ZMIZ2
YOR156C	NFI1	ENSG00000131788	PIAS3
YNR072W	HXT17	ENSG00000181856	SLC2A4
YNR072W	HXT17	ENSG00000173262	SLC2A14
YNR072W	HXT17	ENSG00000197241	SLC2A7
YDL138W	RGT2	ENSG00000181856	SLC2A4
YDL138W	RGT2	ENSG00000173262	SLC2A14
YDL138W	RGT2	ENSG00000197241	SLC2A7
YHR092C	HXT4	ENSG00000181856	SLC2A4
YHR092C	HXT4	ENSG00000173262	SLC2A14
YHR092C	HXT4	ENSG00000197241	SLC2A7
YEL022W	GEA2	ENSG00000156011	PSD3
YEL022W	GEA2	ENSG00000107862	GBF1
YEL022W	GEA2	ENSG00000125637	PSD4
YEL022W	GEA2	ENSG00000105443	CYTH2
YEL022W	GEA2	ENSG00000108669	CYTH1
YEL022W	GEA2	ENSG00000120645	IQSEC3
YOR014W	RTS1	ENSG00000066027	PPP2R5A
YOR014W	RTS1	ENSG00000078304	PPP2R5C
YGR289C	MAL11	ENSG00000181856	SLC2A4
YGR289C	MAL11	ENSG00000173262	SLC2A14
YGR289C	MAL11	ENSG00000197241	SLC2A7
YJL110C	GZF3	ENSG00000102145	GATA1
YJL110C	GZF3	ENSG00000107485	GATA3
YJL110C	GZF3	ENSG00000179348	GATA2
YLR081W	GAL2	ENSG00000181856	SLC2A4
YLR081W	GAL2	ENSG00000173262	SLC2A14
YLR081W	GAL2	ENSG00000197241	SLC2A7
YJR158W	HXT16	ENSG00000181856	SLC2A4
YJR158W	HXT16	ENSG00000173262	SLC2A14
YJR158W	HXT16	ENSG00000197241	SLC2A7
YPL270W	MDL2	ENSG00000073734	ABCB11
YPL270W	MDL2	ENSG00000115657	ABCB6
YPL270W	MDL2	ENSG00000005471	ABCB4
YPL270W	MDL2	ENSG00000085563	ABCB1
YPL270W	MDL2	ENSG00000168394	TAP1
YPL270W	MDL2	ENSG00000197150	ABCB8
YPL270W	MDL2	ENSG00000204267	TAP2
YPL270W	MDL2	ENSG00000004846	ABCB5
YPL270W	MDL2	ENSG00000135776	ABCB10
YPL270W	MDL2	ENSG00000150967	ABCB9
YNL128W	TEP1	ENSG00000171862	PTEN
YHL002W	HSE1	ENSG00000125447	GGA3
YMR137C	PSO2	ENSG00000198924	DCLRE1A
YPL176C	TRE1	ENSG00000106327	TFR2
YPL176C	TRE1	ENSG00000168060	NAALADL1
YPL176C	TRE1	ENSG00000072274	TFRC
YDR343C	HXT6	ENSG00000181856	SLC2A4
YDR343C	HXT6	ENSG00000173262	SLC2A14
YDR343C	HXT6	ENSG00000197241	SLC2A7
YIL106W	MOB1	ENSG00000120162	MOB3B
YIL106W	MOB1	ENSG00000114978	MOB1A
YIL106W	MOB1	ENSG00000172081	MOB3A
YLR410W	VIP1	ENSG00000168781	PPIP5K1
YLR410W	VIP1	ENSG00000145725	PPIP5K2
YGR201C		ENSG00000213719	CLIC1
YDL224C	WHI4	ENSG00000140488	CELF6
YDL224C	WHI4	ENSG00000048740	CELF2
YDL224C	WHI4	ENSG00000106344	RBM28
YDL224C	WHI4	ENSG00000149187	CELF1
YDL224C	WHI4	ENSG00000159409	CELF3
YPR119W	CLB2	ENSG00000118816	CCNI
YPR119W	CLB2	ENSG00000112576	CCND3
YPR119W	CLB2	ENSG00000107443	CCNJ
YPR119W	CLB2	ENSG00000118971	CCND2
YPR119W	CLB2	ENSG00000135083	CCNJL
YPR119W	CLB2	ENSG00000113328	CCNG1
YPR119W	CLB2	ENSG00000134057	CCNB1
YPR119W	CLB2	ENSG00000105219	CCNP
YPR119W	CLB2	ENSG00000110092	CCND1
YBR181C	RPS6B	ENSG00000137154	RPS6
YMR199W	CLN1	ENSG00000118816	CCNI
YMR199W	CLN1	ENSG00000112576	CCND3
YMR199W	CLN1	ENSG00000107443	CCNJ
YMR199W	CLN1	ENSG00000118971	CCND2
YMR199W	CLN1	ENSG00000135083	CCNJL
YMR199W	CLN1	ENSG00000113328	CCNG1
YMR199W	CLN1	ENSG00000134057	CCNB1
YMR199W	CLN1	ENSG00000105219	CCNP
YMR199W	CLN1	ENSG00000110092	CCND1
YCR036W	RBK1	ENSG00000171174	RBKS
YKR034W	DAL80	ENSG00000102145	GATA1
YKR034W	DAL80	ENSG00000107485	GATA3
YKR034W	DAL80	ENSG00000179348	GATA2
YKL127W	PGM1	ENSG00000165434	PGM2L1
YKL127W	PGM1	ENSG00000169299	PGM2
YPR111W	DBF20	ENSG00000118515	SGK1
YPR111W	DBF20	ENSG00000069020	MAST4
YPR111W	DBF20	ENSG00000104936	DMPK
YPR111W	DBF20	ENSG00000105613	MAST1
YPR111W	DBF20	ENSG00000099308	MAST3
YPR111W	DBF20	ENSG00000086015	MAST2
YJR160C	MPH3	ENSG00000181856	SLC2A4
YJR160C	MPH3	ENSG00000173262	SLC2A14
YJR160C	MPH3	ENSG00000197241	SLC2A7
YER171W	RAD3	ENSG00000104884	ERCC2
YHR135C	YCK1	ENSG00000028116	VRK2
YHR135C	YCK1	ENSG00000151292	CSNK1G3
YHR135C	YCK1	ENSG00000128881	TTBK2
YHR135C	YCK1	ENSG00000146216	TTBK1
YHR135C	YCK1	ENSG00000113712	CSNK1A1
YHR135C	YCK1	ENSG00000141551	CSNK1D
YOR256C	TRE2	ENSG00000106327	TFR2
YOR256C	TRE2	ENSG00000168060	NAALADL1
YOR256C	TRE2	ENSG00000072274	TFRC
YMR177W	MMT1	ENSG00000152683	SLC30A6
YMR177W	MMT1	ENSG00000145740	SLC30A5
YMR177W	MMT1	ENSG00000170385	SLC30A1
YMR177W	MMT1	ENSG00000115194	SLC30A3
YGR110W	CLD1	ENSG00000105131	EPHX3
YGR110W	CLD1	ENSG00000100439	ABHD4
YGR110W	CLD1	ENSG00000106484	MEST
YGR110W	CLD1	ENSG00000120915	EPHX2
YGR110W	CLD1	ENSG00000163686	ABHD6
YGR110W	CLD1	ENSG00000114779	ABHD14B
YGR110W	CLD1	ENSG00000172031	EPHX4
YGR110W	CLD1	ENSG00000248487	ABHD14A
YNL223W	ATG4	ENSG00000130734	ATG4D
YNL223W	ATG4	ENSG00000168397	ATG4B
YOL119C	MCH4	ENSG00000165449	SLC16A9
YOL119C	MCH4	ENSG00000170190	SLC16A5
YOL119C	MCH4	ENSG00000141526	SLC16A3
YOL119C	MCH4	ENSG00000112394	SLC16A10
YOL119C	MCH4	ENSG00000163053	SLC16A14
YOL119C	MCH4	ENSG00000174327	SLC16A13
YOL119C	MCH4	ENSG00000108932	SLC16A6
YOL119C	MCH4	ENSG00000174326	SLC16A11
YOL119C	MCH4	ENSG00000168679	SLC16A4
YOL119C	MCH4	ENSG00000155380	SLC16A1
YHR065C	RRP3	ENSG00000213782	DDX47
YBR204C	LDH1	ENSG00000105131	EPHX3
YBR204C	LDH1	ENSG00000100439	ABHD4
YBR204C	LDH1	ENSG00000106484	MEST
YBR204C	LDH1	ENSG00000120915	EPHX2
YBR204C	LDH1	ENSG00000163686	ABHD6
YBR204C	LDH1	ENSG00000114779	ABHD14B
YBR204C	LDH1	ENSG00000172031	EPHX4
YBR204C	LDH1	ENSG00000248487	ABHD14A
YDR489W	SLD5	ENSG00000147536	GINS4
YDL006W	PTC1	ENSG00000115241	PPM1G
YGL104C	VPS73	ENSG00000181856	SLC2A4
YGL104C	VPS73	ENSG00000173262	SLC2A14
YGL104C	VPS73	ENSG00000197241	SLC2A7
YPL090C	RPS6A	ENSG00000137154	RPS6
YJR006W	POL31	ENSG00000106628	POLD2
YCL040W	GLK1	ENSG00000106633	GCK
YPL268W	PLC1	ENSG00000161714	PLCD3
YPL268W	PLC1	ENSG00000187091	PLCD1
YPL268W	PLC1	ENSG00000114805	PLCH1
YPL268W	PLC1	ENSG00000139151	PLCZ1
YPL268W	PLC1	ENSG00000115556	PLCD4
YPL268W	PLC1	ENSG00000197943	PLCG2
YHR009C	TDA3	ENSG00000166793	YPEL4
YHR009C	TDA3	ENSG00000175155	YPEL2
YOR058C	ASE1	ENSG00000198901	PRC1
YGR109C	CLB6	ENSG00000118816	CCNI
YGR109C	CLB6	ENSG00000112576	CCND3
YGR109C	CLB6	ENSG00000107443	CCNJ
YGR109C	CLB6	ENSG00000118971	CCND2
YGR109C	CLB6	ENSG00000135083	CCNJL
YGR109C	CLB6	ENSG00000113328	CCNG1
YGR109C	CLB6	ENSG00000134057	CCNB1
YGR109C	CLB6	ENSG00000105219	CCNP
YGR109C	CLB6	ENSG00000110092	CCND1
YEL069C	HXT13	ENSG00000181856	SLC2A4
YEL069C	HXT13	ENSG00000173262	SLC2A14
YEL069C	HXT13	ENSG00000197241	SLC2A7
YHR096C	HXT5	ENSG00000181856	SLC2A4
YHR096C	HXT5	ENSG00000173262	SLC2A14
YHR096C	HXT5	ENSG00000197241	SLC2A7
YJR031C	GEA1	ENSG00000156011	PSD3
YJR031C	GEA1	ENSG00000107862	GBF1
YJR031C	GEA1	ENSG00000125637	PSD4
YJR031C	GEA1	ENSG00000105443	CYTH2
YJR031C	GEA1	ENSG00000108669	CYTH1
YJR031C	GEA1	ENSG00000120645	IQSEC3
YMR259C	TRM732	ENSG00000115970	THADA
YAR002C-A	ERP1	ENSG00000157315	TMED6
YAR002C-A	ERP1	ENSG00000099203	TMED1
YAR002C-A	ERP1	ENSG00000086598	TMED2
YAR002C-A	ERP1	ENSG00000117500	TMED5
YNL154C	YCK2	ENSG00000028116	VRK2
YNL154C	YCK2	ENSG00000151292	CSNK1G3
YNL154C	YCK2	ENSG00000128881	TTBK2
YNL154C	YCK2	ENSG00000146216	TTBK1
YNL154C	YCK2	ENSG00000113712	CSNK1A1
YNL154C	YCK2	ENSG00000141551	CSNK1D
YDR409W	SIZ1	ENSG00000108175	ZMIZ1
YDR409W	SIZ1	ENSG00000105229	PIAS4
YDR409W	SIZ1	ENSG00000122515	ZMIZ2
YDR409W	SIZ1	ENSG00000131788	PIAS3
YDR155C	CPR1	ENSG00000166794	PPIB
YDR155C	CPR1	ENSG00000153015	CWC27
YDR155C	CPR1	ENSG00000196262	PPIA
YDR155C	CPR1	ENSG00000137168	PPIL1
YDR155C	CPR1	ENSG00000138398	PPIG
YDR155C	CPR1	ENSG00000185250	PPIL6
YDR155C	CPR1	ENSG00000171960	PPIH
YDR155C	CPR1	ENSG00000240344	PPIL3
YDR155C	CPR1	ENSG00000114857	NKTR
YGR092W	DBF2	ENSG00000118515	SGK1
YGR092W	DBF2	ENSG00000069020	MAST4
YGR092W	DBF2	ENSG00000104936	DMPK
YGR092W	DBF2	ENSG00000105613	MAST1
YGR092W	DBF2	ENSG00000099308	MAST3
YGR092W	DBF2	ENSG00000086015	MAST2
YOR231W	MKK1	ENSG00000198909	MAP3K3
YOR231W	MKK1	ENSG00000169032	MAP2K1
YOR231W	MKK1	ENSG00000137601	NEK1
YOR231W	MKK1	ENSG00000126934	MAP2K2
YOR231W	MKK1	ENSG00000169967	MAP3K2
YKR019C	IRS4	ENSG00000169891	REPS2
YKR019C	IRS4	ENSG00000103966	EHD4
YDL188C	PPH22	ENSG00000156194	PPEF2
YDL188C	PPH22	ENSG00000113575	PPP2CA
YDL134C	PPH21	ENSG00000156194	PPEF2
YDL134C	PPH21	ENSG00000113575	PPP2CA
YLR234W	TOP3	ENSG00000177302	TOP3A
YNL297C	MON2	ENSG00000156011	PSD3
YNL297C	MON2	ENSG00000107862	GBF1
YNL297C	MON2	ENSG00000125637	PSD4
YNL297C	MON2	ENSG00000105443	CYTH2
YNL297C	MON2	ENSG00000108669	CYTH1
YNL297C	MON2	ENSG00000120645	IQSEC3
YLR446W		ENSG00000160883	HK3
YLR446W		ENSG00000156515	HK1
YDL245C	HXT15	ENSG00000181856	SLC2A4
YDL245C	HXT15	ENSG00000173262	SLC2A14
YDL245C	HXT15	ENSG00000197241	SLC2A7
YPL048W	CAM1	ENSG00000213719	CLIC1
YGL124C	MON1	ENSG00000164077	MON1A
YJL214W	HXT8	ENSG00000181856	SLC2A4
YJL214W	HXT8	ENSG00000173262	SLC2A14
YJL214W	HXT8	ENSG00000197241	SLC2A7
YFL011W	HXT10	ENSG00000181856	SLC2A4
YFL011W	HXT10	ENSG00000173262	SLC2A14
YFL011W	HXT10	ENSG00000197241	SLC2A7
YDL194W	SNF3	ENSG00000181856	SLC2A4
YDL194W	SNF3	ENSG00000173262	SLC2A14
YDL194W	SNF3	ENSG00000197241	SLC2A7
YPL204W	HRR25	ENSG00000028116	VRK2
YPL204W	HRR25	ENSG00000151292	CSNK1G3
YPL204W	HRR25	ENSG00000146216	TTBK1
YLR422W	DCK1	ENSG00000107099	DOCK8
YLR422W	DCK1	ENSG00000134516	DOCK2
YLR422W	DCK1	ENSG00000128512	DOCK4
YLR422W	DCK1	ENSG00000130158	DOCK6
YGL253W	HXK2	ENSG00000106633	GCK
YPL256C	CLN2	ENSG00000118816	CCNI
YPL256C	CLN2	ENSG00000112576	CCND3
YPL256C	CLN2	ENSG00000107443	CCNJ
YPL256C	CLN2	ENSG00000118971	CCND2
YPL256C	CLN2	ENSG00000135083	CCNJL
YPL256C	CLN2	ENSG00000113328	CCNG1
YPL256C	CLN2	ENSG00000134057	CCNB1
YPL256C	CLN2	ENSG00000105219	CCNP
YPL256C	CLN2	ENSG00000110092	CCND1
YML078W	CPR3	ENSG00000166794	PPIB
YML078W	CPR3	ENSG00000153015	CWC27
YML078W	CPR3	ENSG00000196262	PPIA
YML078W	CPR3	ENSG00000137168	PPIL1
YML078W	CPR3	ENSG00000138398	PPIG
YML078W	CPR3	ENSG00000185250	PPIL6
YML078W	CPR3	ENSG00000171960	PPIH
YML078W	CPR3	ENSG00000240344	PPIL3
YML078W	CPR3	ENSG00000114857	NKTR
YMR011W	HXT2	ENSG00000181856	SLC2A4
YMR011W	HXT2	ENSG00000173262	SLC2A14
YMR011W	HXT2	ENSG00000197241	SLC2A7
