Yeast_Gene_stable_ID	Yeast_Gene_name	Human_Gene_stable_ID	Human_Gene_name
YGR038W	ORM1	ENSG00000172057	ORMDL3
YLL008W	DRS1	ENSG00000124228	DDX27
YGL197W	MDS3	ENSG00000172534	HCFC1
YNR006W	VPS27	ENSG00000100284	TOM1
YNR006W	VPS27	ENSG00000141198	TOM1L1
YDL003W	MCD1	ENSG00000244588	RAD21L1
YOR236W	DFR1	ENSG00000228716	DHFR
YDL097C	RPN6	ENSG00000166200	COPS2
YDL097C	RPN6	ENSG00000108671	PSMD11
YGR271W	SLH1	ENSG00000112249	ASCC3
YJL004C	SYS1	ENSG00000203756	TMEM244
YOR125C	CAT5	ENSG00000167186	COQ7
YNL183C	NPR1	ENSG00000178093	TSSK6
YNL183C	NPR1	ENSG00000177453	NIM1K
YNL183C	NPR1	ENSG00000206203	TSSK2
YNL183C	NPR1	ENSG00000139908	TSSK4
YNL183C	NPR1	ENSG00000174672	BRSK2
YOR231W	MKK1	ENSG00000085511	MAP3K4
YOR231W	MKK1	ENSG00000137764	MAP2K5
YIL128W	MET18	ENSG00000155229	MMS19
YKR002W	PAP1	ENSG00000218823	PAPOLB
YDR139C	RUB1	ENSG00000129559	NEDD8
YBL022C	PIM1	ENSG00000102910	LONP2
YDR147W	EKI1	ENSG00000100288	CHKB
YPL149W	ATG5	ENSG00000057663	ATG5
YHR051W	COX6	ENSG00000178741	COX5A
YGR092W	DBF2	ENSG00000152953	STK32B
YGR092W	DBF2	ENSG00000165752	STK32C
YGR092W	DBF2	ENSG00000169302	STK32A
YGR092W	DBF2	ENSG00000131023	LATS1
YBL019W	APN2	ENSG00000100823	APEX1
YBL019W	APN2	ENSG00000169188	APEX2
YJL219W	HXT9	ENSG00000059804	SLC2A3
YJL219W	HXT9	ENSG00000109667	SLC2A9
YJL219W	HXT9	ENSG00000146411	SLC2A12
YJL219W	HXT9	ENSG00000136856	SLC2A8
YJL219W	HXT9	ENSG00000133460	SLC2A11
YJL219W	HXT9	ENSG00000142583	SLC2A5
YGL155W	CDC43	ENSG00000164219	PGGT1B
YDR236C	FMN1	ENSG00000135002	RFK
YOR181W	LAS17	ENSG00000171475	WIPF2
YLR002C	NOC3	ENSG00000173145	NOC3L
YNL200C	NNR1	ENSG00000250067	YJEFN3
YJL083W	TAX4	ENSG00000127527	EPS15L1
YFL027C	GYP8	ENSG00000125875	TBC1D20
YLR371W	ROM2	ENSG00000154783	FGD5
YLR371W	ROM2	ENSG00000127084	FGD3
YML028W	TSA1	ENSG00000165672	PRDX3
YOL156W	HXT11	ENSG00000059804	SLC2A3
YOL156W	HXT11	ENSG00000109667	SLC2A9
YOL156W	HXT11	ENSG00000146411	SLC2A12
YOL156W	HXT11	ENSG00000136856	SLC2A8
YOL156W	HXT11	ENSG00000133460	SLC2A11
YOL156W	HXT11	ENSG00000142583	SLC2A5
YJR160C	MPH3	ENSG00000059804	SLC2A3
YJR160C	MPH3	ENSG00000109667	SLC2A9
YJR160C	MPH3	ENSG00000146411	SLC2A12
YJR160C	MPH3	ENSG00000136856	SLC2A8
YJR160C	MPH3	ENSG00000133460	SLC2A11
YJR160C	MPH3	ENSG00000142583	SLC2A5
YCR002C	CDC10	ENSG00000238227	TMEM250
YCR002C	CDC10	ENSG00000125354	SEPTIN6
YCR002C	CDC10	ENSG00000100167	SEPTIN3
YKR019C	IRS4	ENSG00000127527	EPS15L1
YLR328W	NMA1	ENSG00000173614	NMNAT1
YLR447C	VMA6	ENSG00000147614	ATP6V0D2
YLR350W	ORM2	ENSG00000172057	ORMDL3
YNR013C	PHO91	ENSG00000104044	OCA2
YOR367W	SCP1	ENSG00000144834	TAGLN3
YIL031W	ULP2	ENSG00000138468	SENP7
YKL127W	PGM1	ENSG00000154330	PGM5
YGL130W	CEG1	ENSG00000111880	RNGTT
YLR133W	CKI1	ENSG00000100288	CHKB
YDR026C	NSI1	ENSG00000125482	TTF1
YDL072C	YET3	ENSG00000185825	BCAP31
YPL264C		ENSG00000176273	SLC35G1
YPR111W	DBF20	ENSG00000152953	STK32B
YPR111W	DBF20	ENSG00000165752	STK32C
YPR111W	DBF20	ENSG00000169302	STK32A
YPR111W	DBF20	ENSG00000131023	LATS1
YIL045W	PIG2	ENSG00000049769	PPP1R3F
YBR041W	FAT1	ENSG00000130304	SLC27A1
YBR041W	FAT1	ENSG00000140284	SLC27A2
YLR117C	CLF1	ENSG00000101343	CRNKL1
YEL066W	HPA3	ENSG00000184788	SATL1
YOL072W	THP1	ENSG00000126226	PCID2
YLR019W	PSR2	ENSG00000144677	CTDSPL
YLR240W	VPS34	ENSG00000078142	PIK3C3
YBR145W	ADH5	ENSG00000171724	VAT1L
YBL068W-A		ENSG00000171724	VAT1L
YHR111W	UBA4	ENSG00000124217	MOCS3
YOR026W	BUB3	ENSG00000154473	BUB3
YBR028C	YPK3	ENSG00000071242	RPS6KA2
YBR028C	YPK3	ENSG00000108443	RPS6KB1
YOR090C	PTC5	ENSG00000100034	PPM1F
YLR080W	EMP46	ENSG00000074695	LMAN1
YLR080W	EMP46	ENSG00000140506	LMAN1L
YJL024C	APS3	ENSG00000177879	AP3S1
YLL029W	FRA1	ENSG00000108039	XPNPEP1
YDR342C	HXT7	ENSG00000059804	SLC2A3
YDR342C	HXT7	ENSG00000109667	SLC2A9
YDR342C	HXT7	ENSG00000146411	SLC2A12
YDR342C	HXT7	ENSG00000136856	SLC2A8
YDR342C	HXT7	ENSG00000133460	SLC2A11
YDR342C	HXT7	ENSG00000142583	SLC2A5
YJR148W	BAT2	ENSG00000060982	BCAT1
YGL106W	MLC1	ENSG00000168530	MYL1
YNL252C	MRPL17	ENSG00000259494	MRPL46
YDL048C	STP4	ENSG00000135625	EGR4
YLR050C		ENSG00000109084	TMEM97
YKR071C	DRE2	ENSG00000005194	CIAPIN1
YHR208W	BAT1	ENSG00000105552	BCAT2
YER143W	DDI1	ENSG00000197312	DDI2
YER143W	DDI1	ENSG00000170967	DDI1
YNR011C	PRP2	ENSG00000204560	DHX16
YLL019C	KNS1	ENSG00000160396	HIPK4
YGR202C	PCT1	ENSG00000161217	PCYT1A
YHR038W	RRF1	ENSG00000148187	MRRF
YMR145C	NDE1	ENSG00000042286	AIFM2
YLR029C	RPL15A	ENSG00000174748	RPL15
YDR084C	TVP23	ENSG00000171928	TVP23B
YDR084C	TVP23	ENSG00000166676	TVP23A
YJL053W	PEP8	ENSG00000122958	VPS26A
YER061C	CEM1	ENSG00000151093	OXSM
YGL229C	SAP4	ENSG00000105063	PPP6R1
YLR175W	CBF5	ENSG00000130826	DKC1
YKL019W	RAM2	ENSG00000168522	FNTA
YAL061W	BDH2	ENSG00000196616	ADH1B
YAL061W	BDH2	ENSG00000172955	ADH6
YAL061W	BDH2	ENSG00000180011	PTGR3
YAL061W	BDH2	ENSG00000248144	ADH1C
YAL061W	BDH2	ENSG00000187758	ADH1A
YJL208C	NUC1	ENSG00000167136	ENDOG
YBR299W	MAL32	ENSG00000138079	SLC3A1
YBR034C	HMT1	ENSG00000142453	CARM1
YBR034C	HMT1	ENSG00000164169	PRMT9
YKL073W	LHS1	ENSG00000204390	HSPA1L
YKR028W	SAP190	ENSG00000105063	PPP6R1
YOL049W	GSH2	ENSG00000100983	GSS
YIL173W	VTH1	ENSG00000137642	SORL1
YIL173W	VTH1	ENSG00000156395	SORCS3
YIR036C	IRC24	ENSG00000080511	RDH8
YBR204C	LDH1	ENSG00000183569	SERHL2
YBR204C	LDH1	ENSG00000137274	BPHL
YJR116W	TDA4	ENSG00000182372	CLN8
YMR152W	YIM1	ENSG00000130347	RTN4IP1
YPL172C	COX10	ENSG00000006695	COX10
YHR062C	RPP1	ENSG00000148688	RPP30
YNR023W	SNF12	ENSG00000066117	SMARCD1
YGR184C	UBR1	ENSG00000024048	UBR2
YGR184C	UBR1	ENSG00000159459	UBR1
YIL033C	BCY1	ENSG00000165059	PRKACG
YEL027W	VMA3	ENSG00000185883	ATP6V0C
YER066W	RRT13	ENSG00000215529	EFCAB8
YDL236W	PHO13	ENSG00000241360	PDXP
YMR253C		ENSG00000236396	SLC35G4
YMR253C		ENSG00000168917	SLC35G2
YMR253C		ENSG00000177710	SLC35G5
YOR233W	KIN4	ENSG00000160469	BRSK1
YLR136C	TIS11	ENSG00000128016	ZFP36
YPR160W	GPH1	ENSG00000100994	PYGB
YPR160W	GPH1	ENSG00000068976	PYGM
YOR291W	YPK9	ENSG00000127249	ATP13A4
YOR291W	YPK9	ENSG00000165240	ATP7A
YOR291W	YPK9	ENSG00000064270	ATP2C2
YBL009W	ALK2	ENSG00000134070	IRAK2
YEL063C	CAN1	ENSG00000103257	SLC7A5
YEL063C	CAN1	ENSG00000151012	SLC7A11
YEL063C	CAN1	ENSG00000099960	SLC7A4
YEL063C	CAN1	ENSG00000013293	SLC7A14
YEL063C	CAN1	ENSG00000103064	SLC7A6
YEL063C	CAN1	ENSG00000165349	SLC7A3
YMR318C	ADH6	ENSG00000196616	ADH1B
YMR318C	ADH6	ENSG00000172955	ADH6
YMR318C	ADH6	ENSG00000180011	PTGR3
YMR318C	ADH6	ENSG00000248144	ADH1C
YMR318C	ADH6	ENSG00000187758	ADH1A
YHL015W	RPS20	ENSG00000008988	RPS20
YBR298C	MAL31	ENSG00000163581	SLC2A2
YBR298C	MAL31	ENSG00000160326	SLC2A6
YOR321W	PMT3	ENSG00000009830	POMT2
YLR205C	HMX1	ENSG00000103415	HMOX2
YCL073C	GEX1	ENSG00000135953	MFSD9
YMR009W	ADI1	ENSG00000182551	ADI1
YNL147W	LSM7	ENSG00000130332	LSM7
YKL120W	OAC1	ENSG00000125434	SLC25A35
YLR107W	REX3	ENSG00000181026	AEN
YDR410C	STE14	ENSG00000116237	ICMT
YPR156C	TPO3	ENSG00000187714	SLC18A3
YPR030W	CSR2	ENSG00000197070	ARRDC1
YPR030W	CSR2	ENSG00000140450	ARRDC4
YGR138C	TPO2	ENSG00000187714	SLC18A3
YFL009W	CDC4	ENSG00000215529	EFCAB8
YNL040W		ENSG00000266967	AARSD1
YDL142C	CRD1	ENSG00000088766	CRLS1
YNL339C	YRF1-6	ENSG00000107201	DDX58
YKL027W	TCD2	ENSG00000033178	UBA6
YKL027W	TCD2	ENSG00000130985	UBA1
YJR105W	ADO1	ENSG00000156110	ADK
YGL104C	VPS73	ENSG00000163581	SLC2A2
YGL104C	VPS73	ENSG00000160326	SLC2A6
YOR178C	GAC1	ENSG00000219607	PPP1R3G
YFR022W	ROG3	ENSG00000197070	ARRDC1
YFR022W	ROG3	ENSG00000140450	ARRDC4
YNL218W	MGS1	ENSG00000124535	WRNIP1
YDL167C	NRP1	ENSG00000282419	TEX13D
YDL167C	NRP1	ENSG00000282815	TEX13C
YHL049C		ENSG00000107201	DDX58
YLR389C	STE23	ENSG00000119912	IDE
YGL198W	YIP4	ENSG00000181704	YIPF6
YER107C	GLE2	ENSG00000101146	RAE1
YJL097W	PHS1	ENSG00000206527	HACD2
YJL097W	PHS1	ENSG00000165996	HACD1
YKR074W	AIM29	ENSG00000186132	C2orf76
YPR198W	SGE1	ENSG00000135953	MFSD9
YDR212W	TCP1	ENSG00000120438	TCP1
YBL058W	SHP1	ENSG00000173960	UBXN2A
YER029C	SMB1	ENSG00000125835	SNRPB
YER029C	SMB1	ENSG00000128739	SNRPN
YOR086C	TCB1	ENSG00000158220	ESYT3
YDL155W	CLB3	ENSG00000138764	CCNG2
YDL155W	CLB3	ENSG00000205089	CCNI2
YDL155W	CLB3	ENSG00000175305	CCNE2
YDL155W	CLB3	ENSG00000162063	CCNF
YDL155W	CLB3	ENSG00000145386	CCNA2
YJR048W	CYC1	ENSG00000172115	CYCS
YPL147W	PXA1	ENSG00000117528	ABCD3
YDL083C	RPS16B	ENSG00000105193	RPS16
YLL045C	RPL8B	ENSG00000148303	RPL7A
YPL125W	KAP120	ENSG00000086200	IPO11
YIL008W	URM1	ENSG00000167118	URM1
YBL091C	MAP2	ENSG00000122121	XPNPEP2
YOR209C	NPT1	ENSG00000147813	NAPRT
YML010W	SPT5	ENSG00000196235	SUPT5H
YER189W		ENSG00000107201	DDX58
YPR023C	EAF3	ENSG00000185787	MORF4L1
YER136W	GDI1	ENSG00000203879	GDI1
YDL015C	TSC13	ENSG00000277893	SRD5A2
YDL015C	TSC13	ENSG00000145545	SRD5A1
YDL015C	TSC13	ENSG00000099797	TECR
YMR020W	FMS1	ENSG00000104951	IL4I1
YMR020W	FMS1	ENSG00000088826	SMOX
YLR074C	BUD20	ENSG00000142684	ZNF593
YNL172W	APC1	ENSG00000153107	ANAPC1
YOL142W	RRP40	ENSG00000107371	EXOSC3
YIL009W	FAA3	ENSG00000164398	ACSL6
YOL130W	ALR1	ENSG00000150779	TIMM8B
YJR001W	AVT1	ENSG00000101438	SLC32A1
YJR001W	AVT1	ENSG00000017483	SLC38A5
YJR001W	AVT1	ENSG00000166558	SLC38A8
YDR039C	ENA2	ENSG00000127249	ATP13A4
YDR039C	ENA2	ENSG00000064270	ATP2C2
YFR034C	PHO4	ENSG00000197921	HES5
YFR034C	PHO4	ENSG00000179111	HES7
YFR034C	PHO4	ENSG00000114315	HES1
YDR086C	SSS1	ENSG00000132432	SEC61G
YBR164C	ARL1	ENSG00000120805	ARL1
YCR017C	CWH43	ENSG00000109182	CWH43
YDL116W	NUP84	ENSG00000111581	NUP107
YDR190C	RVB1	ENSG00000175792	RUVBL1
YDR038C	ENA5	ENSG00000127249	ATP13A4
YDR038C	ENA5	ENSG00000064270	ATP2C2
YLR375W	STP3	ENSG00000135625	EGR4
YPL026C	SKS1	ENSG00000160469	BRSK1
YLL052C	AQY2	ENSG00000103569	AQP9
YGL156W	AMS1	ENSG00000196547	MAN2A2
YHR132C	ECM14	ENSG00000163751	CPA3
YOR287C	RRP36	ENSG00000124541	RRP36
YDR081C	PDC2	ENSG00000140993	TIGD7
YDR081C	PDC2	ENSG00000164296	TIGD6
YKL213C	DOA1	ENSG00000137055	PLAA
YGR181W	TIM13	ENSG00000099800	TIMM13
YPL263C	KEL3	ENSG00000104731	KLHDC4
YGL200C	EMP24	ENSG00000166557	TMED3
YDL070W	BDF2	ENSG00000204256	BRD2
YOL056W	GPM3	ENSG00000226784	PGAM4
YLR066W	SPC3	ENSG00000129128	SPCS3
YDR511W	SDH7	ENSG00000196636	SDHAF3
YJL084C	ALY2	ENSG00000197070	ARRDC1
YJL084C	ALY2	ENSG00000140450	ARRDC4
YNL325C	FIG4	ENSG00000112367	FIG4
YHR003C	TCD1	ENSG00000033178	UBA6
YHR003C	TCD1	ENSG00000130985	UBA1
YBL102W	SFT2	ENSG00000198818	SFT2D1
YBL102W	SFT2	ENSG00000213064	SFT2D2
YGR227W	DIE2	ENSG00000139133	ALG10
YDR025W	RPS11A	ENSG00000142534	RPS11
YJL132W		ENSG00000112293	GPLD1
YOR340C	RPA43	ENSG00000105849	POLR1F
YPL122C	TFB2	ENSG00000213780	GTF2H4
YNR019W	ARE2	ENSG00000185000	DGAT1
YNR019W	ARE2	ENSG00000167780	SOAT2
YDR204W	COQ4	ENSG00000167113	COQ4
YLR384C	IKI3	ENSG00000070061	ELP1
YCR079W	PTC6	ENSG00000163644	PPM1K
YOR335C	ALA1	ENSG00000090861	AARS1
YLR466W	YRF1-4	ENSG00000107201	DDX58
YOR057W	SGT1	ENSG00000183891	TTC32
YOR057W	SGT1	ENSG00000144962	SPATA16
YOR057W	SGT1	ENSG00000025772	TOMM34
YDR545W	YRF1-1	ENSG00000107201	DDX58
YPR112C	MRD1	ENSG00000122965	RBM19
YJR033C	RAV1	ENSG00000104093	DMXL2
YPL165C	SET6	ENSG00000186532	SMYD4
YPL165C	SET6	ENSG00000115593	SMYD1
YPR141C	KAR3	ENSG00000167702	KIFC2
YHR135C	YCK1	ENSG00000213923	CSNK1E
YHR135C	YCK1	ENSG00000105053	VRK3
YHR135C	YCK1	ENSG00000100749	VRK1
YHR135C	YCK1	ENSG00000169118	CSNK1G1
YHR135C	YCK1	ENSG00000133275	CSNK1G2
YJL128C	PBS2	ENSG00000076984	MAP2K7
YLR372W		ENSG00000119915	ELOVL3
YGR061C	ADE6	ENSG00000178921	PFAS
YCR026C	NPP1	ENSG00000154269	ENPP3
YCR026C	NPP1	ENSG00000136960	ENPP2
YCR026C	NPP1	ENSG00000164303	ENPP6
YBR140C	IRA1	ENSG00000145715	RASA1
YEL077C		ENSG00000107201	DDX58
YJR119C	JHD2	ENSG00000126012	KDM5C
YJR119C	JHD2	ENSG00000066135	KDM4A
YCL011C	GBP2	ENSG00000099783	HNRNPM
YLR397C	AFG2	ENSG00000145375	SPATA5
YOR251C	TUM1	ENSG00000128311	TST
YMR210W	MGL2	ENSG00000140526	ABHD2
YDR335W	MSN5	ENSG00000124571	XPO5
YOL152W	FRE7	ENSG00000074771	NOX3
YOL152W	FRE7	ENSG00000086991	NOX4
YOL152W	FRE7	ENSG00000165168	CYBB
YKL198C	PTK1	ENSG00000160469	BRSK1
YDL087C	LUC7	ENSG00000007392	LUC7L
YMR054W	STV1	ENSG00000105929	ATP6V0A4
YHR164C	DNA2	ENSG00000169551	CT55
YMR236W	TAF9	ENSG00000187325	TAF9B
YOR256C	TRE2	ENSG00000086205	FOLH1
YOR256C	TRE2	ENSG00000077616	NAALAD2
YOR256C	TRE2	ENSG00000177694	NAALADL2
YJR059W	PTK2	ENSG00000160469	BRSK1
YOL163W		ENSG00000146039	SLC17A4
YOL163W		ENSG00000124568	SLC17A1
YOL163W		ENSG00000124564	SLC17A3
YOL163W		ENSG00000091664	SLC17A6
YOL163W		ENSG00000104888	SLC17A7
YGR216C	GPI1	ENSG00000007541	PIGQ
YJL164C	TPK1	ENSG00000165059	PRKACG
YMR105C	PGM2	ENSG00000165704	HPRT1
YMR105C	PGM2	ENSG00000079739	PGM1
YGL141W	HUL5	ENSG00000009335	UBE3C
YLL067C		ENSG00000107201	DDX58
YMR293C	HER2	ENSG00000130348	QRSL1
YHR010W	RPL27A	ENSG00000131469	RPL27
YKR079C	TRZ1	ENSG00000006744	ELAC2
YDL238C	GUD1	ENSG00000119125	GDA
YJL093C	TOK1	ENSG00000095981	KCNK16
YJL093C	TOK1	ENSG00000169427	KCNK9
YBR169C	SSE2	ENSG00000204390	HSPA1L
YBR169C	SSE2	ENSG00000204389	HSPA1A
YBR169C	SSE2	ENSG00000204388	HSPA1B
YBR169C	SSE2	ENSG00000109971	HSPA8
YDR453C	TSA2	ENSG00000123131	PRDX4
YOR270C	VPH1	ENSG00000105929	ATP6V0A4
YML097C	VPS9	ENSG00000075399	VPS9D1
YDR270W	CCC2	ENSG00000127249	ATP13A4
YDR270W	CCC2	ENSG00000064270	ATP2C2
YCR090C		ENSG00000162384	CZIB
YHL033C	RPL8A	ENSG00000148303	RPL7A
YPL074W	YTA6	ENSG00000182263	FIGN
YPL074W	YTA6	ENSG00000138138	ATAD1
YJL031C	BET4	ENSG00000100949	RABGGTA
YER024W	YAT2	ENSG00000157184	CPT2
YKR021W	ALY1	ENSG00000197070	ARRDC1
YKR021W	ALY1	ENSG00000140450	ARRDC4
YJR058C	APS2	ENSG00000042753	AP2S1
YPL061W	ALD6	ENSG00000164904	ALDH7A1
YPL061W	ALD6	ENSG00000072210	ALDH3A2
YPL061W	ALD6	ENSG00000108602	ALDH3A1
YPL061W	ALD6	ENSG00000136010	ALDH1L2
YPL061W	ALD6	ENSG00000184254	ALDH1A3
YPL061W	ALD6	ENSG00000111275	ALDH2
YPL061W	ALD6	ENSG00000161618	ALDH16A1
YPL061W	ALD6	ENSG00000144908	ALDH1L1
YIL142W	CCT2	ENSG00000166226	CCT2
YMR049C	ERB1	ENSG00000261236	BOP1
YMR177W	MMT1	ENSG00000158014	SLC30A2
YMR177W	MMT1	ENSG00000104154	SLC30A4
YMR177W	MMT1	ENSG00000164756	SLC30A8
YNR032C-A	HUB1	ENSG00000198258	UBL5
YBR220C		ENSG00000169359	SLC33A1
YBR220C		ENSG00000167700	MFSD3
YJR044C	VPS55	ENSG00000213625	LEPROT
YOR065W	CYT1	ENSG00000179091	CYC1
YDR364C	CDC40	ENSG00000171804	WDR87
YDR364C	CDC40	ENSG00000176473	WDR25
YDL247W	MPH2	ENSG00000163581	SLC2A2
YDL247W	MPH2	ENSG00000160326	SLC2A6
YMR001C	CDC5	ENSG00000166851	PLK1
YLR024C	UBR2	ENSG00000024048	UBR2
YLR024C	UBR2	ENSG00000159459	UBR1
YDR128W	MTC5	ENSG00000082516	GEMIN5
YDR382W	RPP2B	ENSG00000177600	RPLP2
YLR273C	PIG1	ENSG00000219607	PPP1R3G
YLR386W	VAC14	ENSG00000103043	VAC14
YGR292W	MAL12	ENSG00000138079	SLC3A1
YGL159W		ENSG00000103316	CRYM
YOR317W	FAA1	ENSG00000164398	ACSL6
YAL021C	CCR4	ENSG00000113300	CNOT6
YAL021C	CCR4	ENSG00000013523	ANGEL1
YOR374W	ALD4	ENSG00000164904	ALDH7A1
YOR374W	ALD4	ENSG00000072210	ALDH3A2
YOR374W	ALD4	ENSG00000108602	ALDH3A1
YOR374W	ALD4	ENSG00000136010	ALDH1L2
YOR374W	ALD4	ENSG00000184254	ALDH1A3
YOR374W	ALD4	ENSG00000111275	ALDH2
YOR374W	ALD4	ENSG00000161618	ALDH16A1
YOR374W	ALD4	ENSG00000144908	ALDH1L1
YMR083W	ADH3	ENSG00000196616	ADH1B
YMR083W	ADH3	ENSG00000172955	ADH6
YMR083W	ADH3	ENSG00000180011	PTGR3
YMR083W	ADH3	ENSG00000248144	ADH1C
YMR083W	ADH3	ENSG00000187758	ADH1A
YGR110W	CLD1	ENSG00000183569	SERHL2
YGR110W	CLD1	ENSG00000137274	BPHL
YFL054C	AQY3	ENSG00000103569	AQP9
YFL054C	AQY3	ENSG00000135517	MIP
YDR518W	EUG1	ENSG00000185615	PDIA2
YDR135C	YCF1	ENSG00000023839	ABCC2
YDR374C	PHO92	ENSG00000185728	YTHDF3
YGR205W	TDA10	ENSG00000130717	UCK1
YML121W	GTR1	ENSG00000155876	RRAGA
YOL096C	COQ3	ENSG00000132423	COQ3
YER021W	RPN3	ENSG00000141030	COPS3
YMR167W	MLH1	ENSG00000076242	MLH1
YOL119C	MCH4	ENSG00000118596	SLC16A7
YOL119C	MCH4	ENSG00000100156	SLC16A8
YOL119C	MCH4	ENSG00000152779	SLC16A12
YDR519W	FPR2	ENSG00000133985	TTC9
YDR519W	FPR2	ENSG00000096060	FKBP5
YDR519W	FPR2	ENSG00000204315	FKBPL
YEL042W	GDA1	ENSG00000188833	ENTPD8
YEL042W	GDA1	ENSG00000054179	ENTPD2
YEL042W	GDA1	ENSG00000138185	ENTPD1
YDL195W	SEC31	ENSG00000138674	SEC31A
YDL195W	SEC31	ENSG00000075826	SEC31B
YBR241C		ENSG00000163581	SLC2A2
YBR241C		ENSG00000160326	SLC2A6
YEL030W	ECM10	ENSG00000113013	HSPA9
YFL037W	TUB2	ENSG00000188229	TUBB4B
YHR117W	TOM71	ENSG00000104450	SPAG1
YHR117W	TOM71	ENSG00000183891	TTC32
YHR117W	TOM71	ENSG00000256061	DNAAF4
YHR117W	TOM71	ENSG00000144962	SPATA16
YHR117W	TOM71	ENSG00000243725	TTC4
YHR117W	TOM71	ENSG00000025772	TOMM34
YNL223W	ATG4	ENSG00000125703	ATG4C
YGR188C	BUB1	ENSG00000156970	BUB1B
YDR300C	PRO1	ENSG00000059573	ALDH18A1
YDR075W	PPH3	ENSG00000149923	PPP4C
YPL110C	GDE1	ENSG00000125772	GPCPD1
YOR093C	CMR2	ENSG00000066084	DIP2B
YOR171C	LCB4	ENSG00000176170	SPHK1
YOR171C	LCB4	ENSG00000063176	SPHK2
YPL029W	SUV3	ENSG00000156502	SUPV3L1
YOR237W	HES1	ENSG00000110048	OSBP
YOR237W	HES1	ENSG00000144909	OSBPL11
YOR237W	HES1	ENSG00000091039	OSBPL8
YDR129C	SAC6	ENSG00000102024	PLS3
YML025C	YML6	ENSG00000105364	MRPL4
YGL073W	HSF1	ENSG00000185122	HSF1
YGL073W	HSF1	ENSG00000283697	HSFX3
YGL073W	HSF1	ENSG00000268738	HSFX2
YPR120C	CLB5	ENSG00000138764	CCNG2
YPR120C	CLB5	ENSG00000205089	CCNI2
YPR120C	CLB5	ENSG00000175305	CCNE2
YPR120C	CLB5	ENSG00000162063	CCNF
YPR120C	CLB5	ENSG00000145386	CCNA2
YGL191W	COX13	ENSG00000156885	COX6A2
YGL002W	ERP6	ENSG00000166557	TMED3
YGL002W	ERP6	ENSG00000158604	TMED4
YPR019W	MCM4	ENSG00000178460	MCMDC2
YNL242W	ATG2	ENSG00000110046	ATG2A
YMR243C	ZRC1	ENSG00000164756	SLC30A8
YGL144C	ROG1	ENSG00000082269	FAM135A
YPR191W	QCR2	ENSG00000140740	UQCRC2
YGL019W	CKB1	ENSG00000204435	CSNK2B
YER162C	RAD4	ENSG00000154767	XPC
YDR472W	TRS31	ENSG00000181029	TRAPPC5
YOL033W	MSE1	ENSG00000103356	EARS2
YNL134C		ENSG00000196616	ADH1B
YNL134C		ENSG00000172955	ADH6
YNL134C		ENSG00000180011	PTGR3
YNL134C		ENSG00000248144	ADH1C
YNL134C		ENSG00000187758	ADH1A
YIL177C		ENSG00000107201	DDX58
YMR142C	RPL13B	ENSG00000167526	RPL13
YIL114C	POR2	ENSG00000078668	VDAC3
YMR234W	RNH1	ENSG00000171865	RNASEH1
YBL004W	UTP20	ENSG00000120800	UTP20
YBL111C		ENSG00000107201	DDX58
YIL048W	NEO1	ENSG00000118322	ATP10B
YIL048W	NEO1	ENSG00000145246	ATP10D
YIL048W	NEO1	ENSG00000101974	ATP11C
YIL048W	NEO1	ENSG00000058063	ATP11B
YNL255C	GIS2	ENSG00000169714	CNBP
YOR249C	APC5	ENSG00000089053	ANAPC5
YHR161C	YAP1801	ENSG00000073921	PICALM
YFR003C	YPI1	ENSG00000204619	PPP1R11
YEL016C	NPP2	ENSG00000154269	ENPP3
YEL016C	NPP2	ENSG00000136960	ENPP2
YEL016C	NPP2	ENSG00000164303	ENPP6
YPR181C	SEC23	ENSG00000101310	SEC23B
YOR123C	LEO1	ENSG00000166477	LEO1
YNL106C	INP52	ENSG00000132376	INPP5K
YNL106C	INP52	ENSG00000078269	SYNJ2
YNL106C	INP52	ENSG00000122126	OCRL
YMR260C	TIF11	ENSG00000173674	EIF1AX
YDR111C	ALT2	ENSG00000171097	KYAT1
YDR111C	ALT2	ENSG00000167701	GPT
YNL154C	YCK2	ENSG00000213923	CSNK1E
YNL154C	YCK2	ENSG00000105053	VRK3
YNL154C	YCK2	ENSG00000100749	VRK1
YNL154C	YCK2	ENSG00000169118	CSNK1G1
YNL154C	YCK2	ENSG00000133275	CSNK1G2
YHR114W	BZZ1	ENSG00000125733	TRIP10
YPL198W	RPL7B	ENSG00000146223	RPL7L1
YOR257W	CDC31	ENSG00000153140	CETN3
YGL021W	ALK1	ENSG00000134070	IRAK2
YPL151C	PRP46	ENSG00000171566	PLRG1
YMR093W	UTP15	ENSG00000164338	UTP15
YHR210C		ENSG00000143891	GALM
YHR037W	PUT2	ENSG00000159423	ALDH4A1
YIL022W	TIM44	ENSG00000104980	TIMM44
YKR063C	LAS1	ENSG00000001497	LAS1L
YBL089W	AVT5	ENSG00000101438	SLC32A1
YBL089W	AVT5	ENSG00000017483	SLC38A5
YBL089W	AVT5	ENSG00000166558	SLC38A8
YPR125W	YLH47	ENSG00000165046	LETM2
YPR125W	YLH47	ENSG00000168924	LETM1
YLR045C	STU2	ENSG00000175216	CKAP5
YNL271C	BNI1	ENSG00000147202	DIAPH2
YNL271C	BNI1	ENSG00000185448	FAM47A
YNL271C	BNI1	ENSG00000198173	FAM47C
YOL086C	ADH1	ENSG00000196616	ADH1B
