Chromosome_Name,strand,start,end,5-start,3-end,Locus,Gene,strain
CHR4,+,968887,967776,968187,967876,YDR035W,ARO3,RM11
CHR4,-,967493,965992,966793,966092,YDR036C,EHD3,RM11
CHR4,+,1431537,1429883,1430837,1429983,YDL225W,SHS1,RM11
CHR4,+,965263,963489,964563,963589,YDR037W,KRS1,RM11
CHR4,-,963281,960007,962581,960107,YDR038C,ENA5,RM11
CHR4,-,963266,960007,962566,960107,YDR039C,ENA2,RM11
CHR4,-,963266,960007,962566,960107,YDR040C,ENA1,RM11
CHR4,+,958682,958072,957982,958172,YDR041W,RSM10,RM11
CHR4,-,957884,957283,957184,957383,YDR042C,YDR042C,RM11
CHR4,-,956884,956787,956184,956887,snR47,snR47,RM11
CHR4,-,955812,955118,955112,955218,YDR043C,NRG1,RM11
CHR4,-,1429585,1427637,1428885,1427737,YDL224C,WHI4,RM11
CHR4,+,951961,950976,951261,951076,YDR044W,HEM13,RM11
CHR4,-,950625,950294,949925,950394,YDR045C,RPC11,RM11
CHR4,-,949843,948030,949143,948130,YDR046C,BAP3,RM11
CHR4,+,946746,945659,946046,945759,YDR047W,HEM12,RM11
CHR4,+,945353,943456,944653,943556,YDR049W,VMS1,RM11
CHR4,-,942881,942136,942181,942236,YDR050C,TPI1,RM11
CHR4,-,941551,940548,940851,940648,YDR051C,DET1,RM11
CHR4,-,940096,937983,939396,938083,YDR052C,DBF4,RM11
CHR4,-,937159,936273,936459,936373,YDR054C,CDC34,RM11
CHR4,+,935073,933740,934373,933840,YDR055W,PST1,RM11
CHR4,-,933577,932961,932877,933061,YDR056C,EMC10,RM11
CHR4,+,932673,931046,931973,931146,YDR057W,YOS9,RM11
CHR4,-,930877,929898,930177,929998,YDR058C,TGL2,RM11
CHR10,+,353735,353805,353035,353905,tR(UCU)D,tR(UCU)D,RM11
CHR10,+,203085,203155,202385,203255,tD(GUC)D,tD(GUC)D,RM11
CHR4,-,929366,928831,928666,928931,YDR059C,UBC5,RM11
CHR4,+,927951,924875,927251,924975,YDR060W,MAK21,RM11
CHR4,-,1426719,1423583,1426019,1423683,YDL223C,HBT1,RM11
CHR4,+,924436,922818,923736,922918,YDR061W,YDR061W,RM11
CHR4,+,922122,920438,921422,920538,YDR062W,LCB2,RM11
CHR4,+,919934,919486,919234,919586,YDR063W,AIM7,RM11
CHR4,+,919139,918146,918439,918246,YDR064W,RPS13,RM11
CHR4,+,917910,916814,917210,916914,YDR065W,RRG1,RM11
CHR4,-,916689,916100,915989,916200,YDR066C,RTR2,RM11
CHR4,-,915807,915134,915107,915234,YDR067C,OCA6,RM11
CHR4,+,914885,913963,914185,914063,YDR068W,DOS2,RM11
CHR4,-,913638,910859,912938,910959,YDR069C,DOA4,RM11
CHR4,-,910480,910200,909780,910300,YDR070C,FMP16,RM11
CHR4,-,909751,909177,909051,909277,YDR071C,PAA1,RM11
CHR4,-,908818,907236,908118,907336,YDR072C,IPT1,RM11
CHR4,+,906062,905669,905362,905769,YDR073W,SNF11,RM11
CHR4,+,904728,902039,904028,902139,YDR074W,TPS2,RM11
CHR4,+,901464,900539,900764,900639,YDR075W,PPH3,RM11
CHR4,+,900152,898933,899452,899033,YDR076W,RAD55,RM11
CHR4,+,40656,38827,39956,38927,YDL247W,MPH2,RM11
CHR4,+,897632,897084,896932,897184,YDR077W,SED1,RM11
CHR4,-,896310,895640,895610,895740,YDR078C,SHU2,RM11
CHR4,+,895444,895110,894744,895210,YDR079W,PET100,RM11
CHR4,-,894915,894698,894215,894798,YDR079C-A,TFB5,RM11
CHR4,+,894500,891523,893800,891623,YDR080W,VPS41,RM11
CHR4,-,891208,888432,890508,888532,YDR081C,PDC2,RM11
CHR4,-,1423113,1422185,1422413,1422285,YDL222C,FMP45,RM11
CHR4,+,888071,886588,887371,886688,YDR082W,STN1,RM11
CHR4,+,886439,885262,885739,885362,YDR083W,RRP8,RM11
CHR4,-,885107,884509,884407,884609,YDR084C,TVP23,RM11
CHR4,-,884224,882363,883524,882463,YDR085C,AFR1,RM11
CHR4,-,881585,881344,880885,881444,YDR086C,SSS1,RM11
CHR4,-,881047,880212,880347,880312,YDR087C,RRP1,RM11
CHR4,-,880020,878873,879320,878973,YDR088C,SLU7,RM11
CHR11,-,503078,503007,502378,503107,tR(ACG)D,tR(ACG)D,RM11
CHR4,+,876407,873799,875707,873899,YDR089W,VTC5,RM11
CHR4,-,1421741,1418969,1421041,1419069,YDL220C,CDC13,RM11
CHR4,-,873453,872522,872753,872622,YDR090C,ILT1,RM11
CHR4,-,871811,869986,871111,870086,YDR091C,RLI1,RM11
CHR4,+,868780,868052,868080,868152,YDR092W,UBC13,RM11
CHR4,+,867374,862537,866674,862637,YDR093W,DNF2,RM11
CHR4,+,861518,858835,860818,858935,YDR096W,GIS1,RM11
CHR4,-,858548,854821,857848,854921,YDR097C,MSH6,RM11
CHR4,-,854479,853728,853779,853828,YDR098C,GRX3,RM11
CHR3,-,163131,163201,162431,163301,tQ(UUG)D2,tQ(UUG)D2,RM11
CHR4,-,696749,699206,696049,699306,YDR098C-B,YDR098C-B,RM11
CHR4,-,697885,699206,697185,699306,YDR098C-A,YDR098C-A,RM11
CHR4,+,1418744,1418222,1418044,1418322,YDL219W,DTD1,RM11
CHR4,+,850973,850153,850273,850253,YDR099W,BMH2,RM11
CHR4,+,849567,849137,848867,849237,YDR100W,TVP15,RM11
CHR4,-,848894,847114,848194,847214,YDR101C,ARX1,RM11
CHR4,-,846931,846600,846231,846700,YDR102C,YDR102C,RM11
CHR4,+,846229,843477,845529,843577,YDR103W,STE5,RM11
CHR4,-,843406,839670,842706,839770,YDR104C,SPO71,RM11
CHR4,+,1417495,1416543,1416795,1416643,YDL218W,YDL218W,RM11
CHR4,-,839230,837810,838530,837910,YDR105C,TMS1,RM11
CHR4,+,837575,836722,836875,836822,YDR106W,ARP10,RM11
CHR12,-,1003975,1004047,1003275,1004147,tI(AAU)D,tI(AAU)D,RM11
CHR4,-,835566,833549,834866,833649,YDR107C,TMN2,RM11
CHR4,+,833313,831218,832613,831318,YDR108W,TRS85,RM11
CHR4,-,831062,828916,830362,829016,YDR109C,YDR109C,RM11
CHR4,+,828480,826781,827780,826881,YDR110W,FOB1,RM11
CHR4,-,826334,824812,825634,824912,YDR111C,ALT2,RM11
CHR4,-,1416002,1415380,1415302,1415480,YDL217C,TIM22,RM11
CHR4,-,824079,822959,823379,823059,YDR113C,PDS1,RM11
CHR4,-,822651,822350,821951,822450,YDR114C,YDR114C,RM11
CHR4,+,822400,822084,821700,822184,YDR115W,MRX14,RM11
CHR4,-,821851,820995,821151,821095,YDR116C,MRPL1,RM11
CHR4,-,820628,818932,819928,819032,YDR117C,TMA64,RM11
CHR4,+,818692,816735,817992,816835,YDR118W,APC4,RM11
CHR4,+,816346,814041,815646,814141,YDR119W,VBA4,RM11
CHR4,-,1414988,1413667,1414288,1413767,YDL216C,RRI1,RM11
CHR4,+,813559,813360,812859,813460,YDR119W-A,COX26,RM11
CHR4,-,813018,811307,812318,811407,YDR120C,TRM1,RM11
CHR4,+,810984,810395,810284,810495,YDR121W,DPB4,RM11
CHR4,+,809869,806676,809169,806776,YDR122W,KIN1,RM11
CHR4,-,806015,805102,805315,805202,YDR123C,INO2,RM11
CHR4,+,804254,803281,803554,803381,YDR124W,YDR124W,RM11
CHR4,-,803172,801812,802472,801912,YDR125C,ECM18,RM11
CHR4,+,801335,800326,800635,800426,YDR126W,SWF1,RM11
CHR4,+,800085,795320,799385,795420,YDR127W,ARO1,RM11
CHR4,-,1413344,1410067,1412644,1410167,YDL215C,GDH2,RM11
CHR4,+,795020,791575,794320,791675,YDR128W,MTC5,RM11
CHR4,-,791229,789191,790529,789291,YDR129C,SAC6,RM11
CHR4,-,788822,787948,788122,788048,YDR130C,FIN1,RM11
CHR4,-,787779,786110,787079,786210,YDR131C,YDR131C,RM11
CHR4,-,785753,784267,785053,784367,YDR132C,MRX16,RM11
CHR4,-,781555,777009,780855,777109,YDR135C,YCF1,RM11
CHR4,+,776299,774309,775599,774409,YDR137W,RGP1,RM11
CHR4,+,773980,771723,773280,771823,YDR138W,HPR1,RM11
CHR4,-,770940,770635,770240,770735,YDR139C,RUB1,RM11
CHR4,+,770426,769762,769726,769862,YDR140W,MTQ2,RM11
CHR4,-,769663,764568,768963,764668,YDR141C,DOP1,RM11
CHR4,-,764091,762965,763391,763065,YDR142C,PEX7,RM11
CHR4,-,762518,760678,761818,760778,YDR143C,SAN1,RM11
CHR4,-,760240,758451,759540,758551,YDR144C,MKC7,RM11
CHR4,-,1409545,1407450,1408845,1407550,YDL214C,PRR2,RM11
CHR4,+,757814,756217,757114,756317,YDR145W,TAF12,RM11
CHR4,-,755964,753836,755264,753936,YDR146C,SWI5,RM11
CHR4,+,752946,751343,752246,751443,YDR147W,EKI1,RM11
CHR4,-,750901,749511,750201,749611,YDR148C,KGD2,RM11
CHR4,+,744921,738504,744221,738604,YDR150W,NUM1,RM11
CHR4,-,738199,737223,737499,737323,YDR151C,CTH1,RM11
CHR4,+,736671,735875,735971,735975,YDR152W,GIR2,RM11
CHR4,-,735641,734407,734941,734507,YDR153C,ENT5,RM11
CHR4,-,733865,733378,733165,733478,YDR155C,CPR1,RM11
CHR4,+,732852,732440,732152,732540,YDR156W,RPA14,RM11
CHR4,+,732446,732046,731746,732146,YDR157W,YDR157W,RM11
CHR4,+,732020,730924,731320,731024,YDR158W,HOM2,RM11
CHR4,+,730500,726596,729800,726696,YDR159W,SAC3,RM11
CHR4,-,1406706,1406030,1406006,1406130,YDL213C,NOP6,RM11
CHR4,+,726214,723657,725514,723757,YDR160W,SSY1,RM11
CHR4,+,723360,722198,722660,722298,YDR161W,ACL4,RM11
CHR4,-,722013,721304,721313,721404,YDR162C,NBP2,RM11
CHR4,+,720980,720454,720280,720554,YDR163W,CWC15,RM11
CHR4,-,720362,718189,719662,718289,YDR164C,SEC1,RM11
CHR4,+,1405569,1404938,1404869,1405038,YDL212W,SHR3,RM11
CHR4,+,717532,716199,716832,716299,YDR165W,TRM82,RM11
CHR4,-,716097,713183,715397,713283,YDR166C,SEC5,RM11
CHR4,+,712958,712339,712258,712439,YDR167W,TAF10,RM11
CHR4,+,712079,710560,711379,710660,YDR168W,CDC37,RM11
CHR4,-,710059,708519,709359,708619,YDR169C,STB3,RM11
CHR4,-,1404701,1403584,1404001,1403684,YDL211C,YDL211C,RM11
CHR4,-,707833,707684,707133,707784,YDR169C-A,YDR169C-A,RM11
CHR4,-,706213,700179,705513,700279,YDR170C,SEC7,RM11
CHR3,-,163131,163201,162431,163301,tQ(UUG)D3,tQ(UUG)D3,RM11
CHR4,+,699205,697884,698505,697984,YDR170W-A,YDR170W-A,RM11
CHR4,+,695779,694653,695079,694753,YDR171W,HSP42,RM11
CHR4,+,694076,692020,693376,692120,YDR172W,SUP35,RM11
CHR4,-,691833,690767,691133,690867,YDR173C,ARG82,RM11
CHR4,+,690289,689550,689589,689650,YDR174W,HMO1,RM11
CHR4,-,689210,688252,688510,688352,YDR175C,RSM24,RM11
CHR4,+,687951,685844,687251,685944,YDR176W,NGG1,RM11
CHR4,+,685526,684880,684826,684980,YDR177W,UBC1,RM11
CHR4,+,684454,683910,683754,684010,YDR178W,SDH4,RM11
CHR4,-,683696,683209,682996,683309,YDR179C,CSN9,RM11
CHR4,+,682971,681581,682271,681681,YDR179W-A,NVJ3,RM11
CHR4,+,681106,676626,680406,676726,YDR180W,SCC2,RM11
CHR4,-,676491,675047,675791,675147,YDR181C,SAS4,RM11
CHR4,+,674819,673345,674119,673445,YDR182W,CDC1,RM11
CHR4,+,673250,673048,672550,673148,YDR182W-A,YDR182W-A,RM11
CHR4,+,672816,672125,672116,672225,YDR183W,PLP1,RM11
CHR4,-,671772,670889,671072,670989,YDR184C,ATC1,RM11
CHR4,-,670467,669929,669767,670029,YDR185C,UPS3,RM11
CHR4,-,669542,666910,668842,667010,YDR186C,SND1,RM11
CHR10,+,395076,395007,394376,395107,tG(GCC)D1,tG(GCC)D1,RM11
CHR4,+,665981,664342,665281,664442,YDR188W,CCT6,RM11
CHR4,+,663998,661999,663298,662099,YDR189W,SLY1,RM11
CHR4,-,661786,660396,661086,660496,YDR190C,RVB1,RM11
CHR4,+,660053,658942,659353,659042,YDR191W,HST4,RM11
CHR4,+,1399727,1398013,1399027,1398113,YDL210W,UGA4,RM11
CHR4,-,658821,657530,658121,657630,YDR192C,NUP42,RM11
CHR4,-,656434,654441,655734,654541,YDR194C,MSS116,RM11
CHR4,+,654315,654164,653615,654264,YDR194W-A,YDR194W-A,RM11
CHR4,+,653787,652187,653087,652287,YDR195W,REF2,RM11
CHR4,-,652112,651388,651412,651488,YDR196C,CAB5,RM11
CHR4,+,651158,649990,650458,650090,YDR197W,CBS2,RM11
CHR4,-,649853,648415,649153,648515,YDR198C,RKM2,RM11
CHR4,-,648107,646294,647407,646394,YDR200C,VPS64,RM11
CHR4,+,646069,645573,645369,645673,YDR201W,SPC19,RM11
CHR4,-,645488,644434,644788,644534,YDR202C,RAV2,RM11
CHR4,+,644249,643243,643549,643343,YDR204W,COQ4,RM11
CHR4,+,643040,640867,642340,640967,YDR205W,MSC2,RM11
CHR4,+,640332,637679,639632,637779,YDR206W,EBS1,RM11
CHR4,-,1397790,1396772,1397090,1396872,YDL209C,CWC2,RM11
CHR4,-,637371,634862,636671,634962,YDR207C,UME6,RM11
CHR4,+,634161,631823,633461,631923,YDR208W,MSS4,RM11
CHR4,-,37957,36885,37257,36985,YDL246C,SOR2,RM11
CHR4,-,631352,630940,630652,631040,YDR209C,YDR209C,RM11
CHR4,+,631314,631088,630614,631188,YDR210W,YDR210W,RM11
CHR7,+,661087,659773,660387,659873,YDR210W-A,YDR210W-A,RM11
CHR16,+,566199,560890,565499,560990,YDR210W-B,YDR210W-B,RM11
CHR4,+,1396485,1396016,1395785,1396116,YDL208W,NHP2,RM11
CHR4,-,696749,699206,696049,699306,YDR210C-D,YDR210C-D,RM11
CHR4,+,1395747,1394132,1395047,1394232,YDL207W,GLE1,RM11
CHR4,-,697885,699206,697185,699306,YDR210C-C,YDR210C-C,RM11
CHR4,+,629913,629782,629213,629882,tI(UAU)D,tI(UAU)D,RM11
CHR4,+,629546,627409,628846,627509,YDR211W,GCD6,RM11
CHR4,+,627042,625364,626342,625464,YDR212W,TCP1,RM11
CHR4,+,624523,621783,623823,621883,YDR213W,UPC2,RM11
CHR4,+,621407,620356,620707,620456,YDR214W,AHA1,RM11
CHR4,-,620193,619781,619493,619881,YDR215C,YDR215C,RM11
CHR4,+,619248,615278,618548,615378,YDR216W,ADR1,RM11
CHR4,-,614732,610804,614032,610904,YDR217C,RAD9,RM11
CHR4,+,1393819,1391532,1393119,1391632,YDL206W,YDL206W,RM11
CHR4,-,610502,609232,609802,609332,YDR218C,SPR28,RM11
CHR4,-,608828,607432,608128,607532,YDR219C,MFB1,RM11
CHR4,+,606953,604846,606253,604946,YDR221W,GTB1,RM11
CHR4,+,604234,602988,603534,603088,YDR222W,YDR222W,RM11
CHR4,+,602189,600787,601489,600887,YDR223W,CRF1,RM11
CHR4,-,599971,599577,599271,599677,YDR224C,HTB1,RM11
CHR4,+,598758,598361,598058,598461,YDR225W,HTA1,RM11
CHR4,+,597802,597135,597102,597235,YDR226W,ADK1,RM11
CHR4,+,596717,592642,596017,592742,YDR227W,SIR4,RM11
CHR4,-,592363,590484,591663,590584,YDR228C,PCF11,RM11
CHR4,+,589504,588144,588804,588244,YDR229W,IVY1,RM11
CHR4,-,587996,587380,587296,587480,YDR231C,COX20,RM11
CHR4,+,586835,585190,586135,585290,YDR232W,HEM1,RM11
CHR4,-,1391228,1390246,1390528,1390346,YDL205C,HEM3,RM11
CHR4,-,584818,583932,584118,584032,YDR233C,RTN1,RM11
CHR4,+,583169,581089,582469,581189,YDR234W,LYS4,RM11
CHR4,+,580794,579162,580094,579262,YDR235W,PRP42,RM11
CHR4,-,579062,578407,578362,578507,YDR236C,FMN1,RM11
CHR4,+,577684,576807,576984,576907,YDR237W,MRPL7,RM11
CHR4,-,576404,573484,575704,573584,YDR238C,SEC26,RM11
CHR4,-,573242,570880,572542,570980,YDR239C,YDR239C,RM11
CHR4,-,570625,569148,569925,569248,YDR240C,SNU56,RM11
CHR4,+,1389384,1388204,1388684,1388304,YDL204W,RTN2,RM11
CHR10,+,529417,529330,528717,529430,tY(GUA)D,SUP2,RM11
CHR4,+,567492,565844,566792,565944,YDR242W,AMD2,RM11
CHR4,-,565781,564016,565081,564116,YDR243C,PRP28,RM11
CHR4,+,563735,561898,563035,561998,YDR244W,PEX5,RM11
CHR4,+,561498,560318,560798,560418,YDR245W,MNN10,RM11
CHR4,+,560010,559352,559310,559452,YDR246W,TRS23,RM11
CHR4,+,559165,558966,558465,559066,YDR246W-A,YDR246W-A,RM11
CHR4,+,558286,556902,557586,557002,YDR247W,VHS1,RM11
CHR4,-,556542,555962,555842,556062,YDR248C,YDR248C,RM11
CHR4,-,555619,554499,554919,554599,YDR249C,YDR249C,RM11
CHR4,+,553685,551194,552985,551294,YDR251W,PAM1,RM11
CHR4,-,1387909,1386039,1387209,1386139,YDL203C,ACK1,RM11
CHR4,+,550887,550439,550187,550539,YDR252W,BTT1,RM11
CHR4,-,550309,549735,549609,549835,YDR253C,MET32,RM11
CHR4,+,549187,547812,548487,547912,YDR254W,CHL4,RM11
CHR4,-,547745,546481,547045,546581,YDR255C,RMD5,RM11
CHR4,-,546169,544623,545469,544723,YDR256C,CTA1,RM11
CHR4,-,544312,542829,543612,542929,YDR257C,RKM4,RM11
CHR4,-,542494,540060,541794,540160,YDR258C,HSP78,RM11
CHR4,-,539670,538521,538970,538621,YDR259C,YAP6,RM11
CHR4,-,537585,537074,536885,537174,YDR260C,SWM1,RM11
CHR4,-,536782,535095,536082,535195,YDR261C,EXG2,RM11
CHR1,-,46151,46071,45451,46171,tS(AGA)D2,tS(AGA)D2,RM11
CHR14,+,692159,690845,691459,690945,YDR261W-A,YDR261W-A,RM11
CHR14,+,692159,686854,691459,686954,YDR261W-B,YDR261W-B,RM11
CHR4,+,1385516,1384768,1384816,1384868,YDL202W,MRPL11,RM11
CHR4,-,696749,699206,696049,699306,YDR261C-D,YDR261C-D,RM11
CHR4,-,697885,699206,697185,699306,YDR261C-C,YDR261C-C,RM11
CHR10,+,395076,395007,394376,395107,tG(GCC)D2,tG(GCC)D2,RM11
CHR4,+,526674,525857,525974,525957,YDR262W,YDR262W,RM11
CHR4,-,525566,524275,524866,524375,YDR263C,DIN7,RM11
CHR4,+,1384433,1383574,1383733,1383674,YDL201W,TRM8,RM11
CHR4,-,523779,521486,523079,521586,YDR264C,AKR1,RM11
CHR4,+,520944,519932,520244,520032,YDR265W,PEX10,RM11
CHR10,+,504956,504886,504256,504986,tM(CAU)E,IMT4,RM11
CHR5,+,96828,97309,96128,97409,YEL027W,VMA3,RM11
CHR5,+,98002,98381,97302,98481,YEL026W,SNU13,RM11
CHR5,-,98640,102205,97940,102305,YEL025C,YEL025C,RM11
CHR5,+,103319,103965,102619,104065,YEL024W,RIP1,RM11
CHR5,-,104563,106610,103863,106710,YEL023C,YEL023C,RM11
CHR5,+,107480,111858,106780,111958,YEL022W,GEA2,RM11
CHR5,+,111976,112115,111276,112215,YEL021W,URA3,RM11
CHR5,+,112357,112619,111657,112719,YEL020W-A,TIM9,RM11
CHR5,-,112813,113180,112113,113280,RPR1,RPR1,RM11
CHR5,-,113767,115448,113067,115548,YEL020C,PXP1,RM11
CHR5,-,115648,116450,114948,116550,YEL019C,MMS21,RM11
CHR5,+,116621,117459,115921,117559,YEL018W,EAF5,RM11
CHR5,-,117947,118077,117247,118177,YEL017C-A,PMP2,RM11
CHR5,+,118806,119818,118106,119918,YEL017W,GTT3,RM11
CHR5,-,119886,121366,119186,121466,YEL016C,NPP2,RM11
CHR5,+,121778,123432,121078,123532,YEL015W,EDC3,RM11
CHR5,-,123452,123756,122752,123856,YEL014C,YEL014C,RM11
CHR5,+,123974,125709,123274,125809,YEL013W,VAC8,RM11
CHR5,-,126231,126301,125531,126401,tQ(UUG)E2,tQ(UUG)E2,RM11
CHR5,+,126921,127699,126221,127799,YEL012W,UBC8,RM11
CHR5,+,128271,130384,127571,130484,YEL011W,GLC3,RM11
CHR10,-,413600,413529,412900,413629,tK(CUU)E1,tK(CUU)E1,RM11
CHR5,-,131186,131592,130486,131692,YEL009C-A,YEL009C-A,RM11
CHR5,+,10141,10835,9441,10935,YEL072W,RMD6,RM11
CHR10,+,353735,353805,353035,353905,tR(UCU)E,tR(UCU)E,RM11
CHR5,-,133733,134577,133033,134677,YEL009C,GCN4,RM11
CHR5,+,135327,135706,134627,135806,YEL008W,YEL008W,RM11
CHR5,+,136707,138709,136007,138809,YEL007W,MIT1,RM11
CHR5,+,139145,140151,138445,140251,YEL006W,YEA6,RM11
CHR5,-,140725,141572,140025,141672,YEL005C,VAB2,RM11
CHR5,+,141769,142796,141069,142896,YEL004W,YEA4,RM11
CHR5,+,142994,143416,142294,143516,YEL003W,GIM4,RM11
CHR5,-,143540,144831,142840,144931,YEL002C,WBP1,RM11
CHR5,-,145119,145795,144419,145895,YEL001C,IRC22,RM11
CHR5,+,148337,150624,147637,150724,YER001W,MNN1,RM11
CHR5,+,151618,152312,150918,152412,YER002W,NOP16,RM11
CHR5,-,152551,153930,151851,154030,YER003C,PMI40,RM11
CHR5,+,154393,155087,153693,155187,YER004W,FMP52,RM11
CHR5,+,155363,157254,154663,157354,YER005W,YND1,RM11
CHR5,+,157536,159097,156836,159197,YER006W,NUG1,RM11
CHR5,+,12452,13941,11752,14041,YEL071W,DLD3,RM11
CHR5,+,159340,160895,158640,160995,YER007W,PAC2,RM11
CHR5,-,161050,161697,160350,161797,YER007C-A,TMA20,RM11
CHR5,-,162240,162398,161540,162498,snR14,snR14,RM11
CHR5,-,162621,166630,161921,166730,YER008C,SEC3,RM11
CHR5,+,166928,167304,166228,167404,YER009W,NTF2,RM11
CHR5,-,167447,168150,166747,168250,YER010C,YER010C,RM11
CHR5,+,170060,170641,169360,170741,YER011W,TIR1,RM11
CHR10,+,120625,120555,119925,120655,tE(UUC)E1,tE(UUC)E1,RM11
CHR5,+,172611,173206,171911,173306,YER012W,PRE1,RM11
CHR5,+,173617,177053,172917,177153,YER013W,PRP22,RM11
CHR5,+,177376,178994,176676,179094,YER014W,HEM14,RM11
CHR5,-,178507,179477,177807,179577,YER014C-A,BUD25,RM11
CHR5,+,179319,181552,178619,181652,YER015W,FAA2,RM11
CHR5,+,183055,184088,182355,184188,YER016W,BIM1,RM11
CHR5,-,184283,186567,183583,186667,YER017C,AFG3,RM11
CHR5,-,186738,187402,186038,187502,YER018C,SPC25,RM11
CHR5,+,187575,189007,186875,189107,YER019W,ISC1,RM11
CHR5,-,189051,189316,188351,189416,YER019C-A,SBH2,RM11
CHR5,+,189947,191295,189247,191395,YER020W,GPA2,RM11
CHR5,+,15684,17191,14984,17291,YEL070W,DSF1,RM11
CHR5,+,191734,193304,191034,193404,YER021W,RPN3,RM11
CHR5,+,193596,195658,192896,195758,YER022W,SRB4,RM11
CHR5,+,195860,196719,195160,196819,YER023W,PRO3,RM11
CHR5,+,196976,199746,196276,199846,YER024W,YAT2,RM11
CHR5,+,200035,201617,199335,201717,YER025W,GCD11,RM11
CHR11,+,320066,319996,319366,320096,tH(GUG)E1,tH(GUG)E1,RM11
CHR5,-,202769,203598,202069,203698,YER026C,CHO1,RM11
CHR5,-,204105,205357,203405,205457,YER027C,GAL83,RM11
CHR5,-,205818,207001,205118,207101,YER028C,MIG3,RM11
CHR5,-,207713,208302,207013,208402,YER029C,SMB1,RM11
CHR5,+,208563,209007,207863,209107,YER030W,CHZ1,RM11
CHR5,-,209220,209890,208520,209990,YER031C,YPT31,RM11
CHR5,+,210207,212836,209507,212936,YER032W,FIR1,RM11
CHR5,-,17632,19324,16932,19424,YEL069C,HXT13,RM11
CHR5,-,213201,216430,212501,216530,YER033C,ZRG8,RM11
CHR5,+,216988,217544,216288,217644,YER034W,YER034W,RM11
CHR5,+,217780,218216,217080,218316,YER035W,EDC2,RM11
CHR5,-,218508,220339,217808,220439,YER036C,ARB1,RM11
CHR5,+,221049,222013,220349,222113,YER037W,PHM8,RM11
CHR5,-,222018,223411,221318,223511,YER038C,KRE29,RM11
CHR5,+,223611,223990,222911,224090,YER038W-A,FMP49,RM11
CHR5,-,223616,224364,222916,224464,YER039C,HVG1,RM11
CHR5,-,224423,224640,223723,224740,YER039C-A,YER039C-A,RM11
CHR5,+,224955,227146,224255,227246,YER040W,GLN3,RM11
CHR5,+,227621,229899,226921,229999,YER041W,YEN1,RM11
CHR5,+,230099,230652,229399,230752,YER042W,MXR1,RM11
CHR5,-,230932,232280,230232,232380,YER043C,SAH1,RM11
CHR5,-,232732,233177,232032,233277,YER044C,ERG28,RM11
CHR5,-,233624,234937,232924,235037,YER044C-A,MEI4,RM11
CHR5,-,235196,236664,234496,236764,YER045C,ACA1,RM11
CHR5,+,238335,238765,237635,238865,YER046W,SPO73,RM11
CHR5,-,238951,241643,238251,241743,YER047C,SAP1,RM11
CHR5,-,242124,243298,241424,243398,YER048C,CAJ1,RM11
CHR3,+,163200,163130,162500,163230,tQ(UUG)E1,tQ(UUG)E1,RM11
CHR5,+,245537,245820,244837,245920,YER048W-A,ISD11,RM11
CHR5,+,246546,248479,245846,248579,YER049W,TPA1,RM11
CHR5,-,248789,249201,248089,249301,YER050C,RSM18,RM11
CHR5,+,249474,250951,248774,251051,YER051W,JHD1,RM11
CHR5,-,251186,252767,250486,252867,YER052C,HOM3,RM11
CHR5,-,21742,22073,21042,22173,YEL068C,YEL068C,RM11
CHR5,-,253550,254451,252850,254551,YER053C,PIC2,RM11
CHR5,-,255754,255866,255054,255966,YER053C-A,YER053C-A,RM11
CHR5,-,22285,22871,21585,22971,YEL067C,YEL067C,RM11
CHR5,-,256873,258518,256173,258618,YER054C,GIP2,RM11
CHR4,-,1790,4278,1090,4378,YEL077C,YEL077C,RM11
CHR5,-,259712,260604,259012,260704,YER055C,HIS1,RM11
CHR5,-,261332,262932,260632,263032,YER056C,FCY2,RM11
CHR5,+,22763,23301,22063,23401,YEL066W,HPA3,RM11
CHR5,-,264241,265005,263541,265105,YER056C-A,RPL34A,RM11
CHR5,-,265557,265945,264857,266045,YER057C,HMF1,RM11
CHR5,+,266588,266910,265888,267010,YER058W,PET117,RM11
CHR5,+,267443,268704,266743,268804,YER059W,PCL6,RM11
CHR5,+,269385,270970,268685,271070,YER060W,FCY21,RM11
CHR5,+,23753,25638,23053,25738,YEL065W,SIT1,RM11
CHR5,+,271390,272981,270690,273081,YER060W-A,FCY22,RM11
CHR5,-,273116,274443,272416,274543,YER061C,CEM1,RM11
CHR5,-,274748,275499,274048,275599,YER062C,GPP2,RM11
CHR5,+,276528,277183,275828,277283,YER063W,THO1,RM11
CHR5,-,277523,279039,276823,279139,YER064C,VHR2,RM11
CHR5,-,280037,281709,279337,281809,YER065C,ICL1,RM11
CHR16,-,683988,683908,683288,684008,tS(UGA)E,SUP19,RM11
CHR5,+,285038,285593,284338,285693,YER066W,RRT13,RM11
CHR5,+,286861,287345,286161,287445,YER067W,RGI1,RM11
CHR5,+,287845,289607,287145,289707,YER068W,MOT2,RM11
CHR5,+,290205,292795,289505,292895,YER069W,ARG5%2C6,RM11
CHR5,-,25893,27334,25193,27434,YEL064C,AVT2,RM11
CHR5,+,293745,296410,293045,296510,YER070W,RNR1,RM11
CHR5,-,296742,297121,296042,297221,YER071C,TDA2,RM11
CHR5,+,297601,297989,296901,298089,YER072W,VTC1,RM11
CHR5,+,298825,300386,298125,300486,YER073W,ALD5,RM11
CHR5,+,301117,301989,300417,302089,YER074W,RPS24A,RM11
