SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
3726,6,116654,-0.0168992437940678,0.0591524614137491,0.77528342733718
3728,6,119386,-0.0309121576399479,0.0596026275946856,0.604338509208983
3729,6,123079,-0.0131663528939758,0.0597473690642916,0.825712678039199
3730,6,146131,-0.0185367569454918,0.0600068237212625,0.757571604034506
3731,6,151731,-0.0394818962284413,0.0593924169969658,0.506635966934641
3733,6,157270,-0.0392288542759242,0.05921389690184,0.508086950045655
3734,6,158136,0.00884180717247066,0.0602761306833631,0.8834617382084
3735,6,158910,-0.0139858062875367,0.0591397329379766,0.813191587534317
3736,6,162526,-0.0249644086800987,0.0594170845276219,0.67462756379426
3737,6,163117,-0.0020790288702497,0.0595254534075711,0.97215791496443
3738,6,163321,-0.00474974928395331,0.0591783090466515,0.936074634095299
3739,6,163435,-0.00259865940730072,0.0594544330353011,0.965161539663316
3741,6,166074,0.00731403809378539,0.059605492885392,0.90240859333302
3743,6,167198,0.00902641434413015,0.0594163227362055,0.879338326289992
3750,6,168223,0.00727872621202585,0.0595726963804793,0.902824208500876
3753,6,168572,0.00629447862156868,0.0593087303780515,0.915538917907913
3754,6,173904,-0.0371352690737819,0.0598602849111688,0.535417320154657
3755,6,175273,0.00108392383206596,0.0593260630776315,0.985433289349177
3756,6,178778,0.000985484135366949,0.0594022217132169,0.986773057701845
3759,6,180643,0.0235717248026371,0.0593297254003885,0.691386055600576
3760,6,183039,0.00455539618421458,0.059445601027441,0.938960238399191
3761,6,183936,-0.0246229146457268,0.0594151292875425,0.678817066879098
3762,6,184860,0.0143215408248407,0.0593535966388693,0.809468999495578
3763,6,187264,-0.0113898221748518,0.0593793787095812,0.84799784945482
3765,6,188423,-0.0446885003855426,0.059994048593536,0.456838545782975
3766,6,188938,-0.0460537763096802,0.0596207439789605,0.440367463024004
3767,6,189863,-0.0189690910649018,0.0594276095577352,0.749766236223546
3771,6,192593,-0.0483742912462035,0.0598607473992475,0.419569365257291
3772,6,193272,-0.0596007714007041,0.059231354728275,0.314990893574241
3773,6,193671,-0.0523961058497547,0.0595333937471292,0.379396942155279
3774,6,199005,-0.109569591994141,0.0592282425734465,0.0651555690473201
3775,6,199448,-0.111558777840204,0.0604783693617949,0.0659324678746062
3776,6,201624,-0.0933591600785643,0.0600308785839669,0.12079792731745
3777,6,201882,-0.101912131921597,0.0593265025786279,0.0867067756911245
3778,6,203342,-0.148116291598208,0.0592218845412592,0.0128353622756008
3779,6,204006,-0.143967745175977,0.0586853605997265,0.0146415348440306
3780,6,204440,-0.148287018848081,0.0587066524417117,0.0119771268164506
3781,6,204681,-0.129391760484434,0.0587084225089313,0.0281712409560961
3783,6,208815,-0.094303756724245,0.0589628043175297,0.110631455953478
3784,6,208850,-0.0933122343960287,0.059137623760041,0.115488230803596
3786,6,211447,-0.110319255179821,0.0588111618765916,0.0615048425042949
3787,6,212247,-0.109568526592347,0.0588879974962124,0.0636283602823678
3788,6,214251,-0.124306090308726,0.0590682232065255,0.0360458635167474
3789,6,216365,-0.154890399128878,0.0589203584640492,0.00894290446946174
3790,6,221588,-0.147386059117675,0.0587159065523374,0.0125144916328003
3791,6,223266,-0.0937297582547887,0.0599039683666342,0.118557019466456
3792,6,223299,-0.114144889943235,0.0590340177346812,0.0539684261214459
3793,6,225352,-0.125330078671314,0.058843915278971,0.0338733354960798
3794,6,226182,-0.0768241545936003,0.0594468039154668,0.197092477276886
3795,6,226781,-0.0889304327231507,0.0599555602293098,0.138894284081625
3796,6,226929,-0.0977342557866183,0.0595930579162286,0.101890211285665
3799,6,227356,-0.0981033917859113,0.0602315037276176,0.104253346385612
3800,6,229335,-0.0576556251334511,0.0602081834631531,0.338917625076069
3801,6,229567,-0.0286670798709922,0.0591638352058345,0.628305165403897
3802,6,231725,-0.0671040089371531,0.0593377603421909,0.2588724667236
3803,6,232479,-0.0563965007518069,0.0602411602549087,0.349821118100111
3804,6,233698,-0.0766318211730393,0.0598941975786399,0.201577836585307
3805,6,234833,-0.0891531909226321,0.0589202076891918,0.131144611187834
3806,6,236114,-0.0997340576731151,0.0592171478647367,0.0930252112586174
3807,6,240423,-0.0430723233211351,0.0592536285616754,0.467760094021156
3808,6,240985,-0.0489075657754748,0.0592858690221993,0.409960067952474
3809,6,242390,-0.053550545219805,0.0596321783989548,0.369790043401014
3811,6,244301,-0.0546602985923583,0.0595643310762735,0.359419097056288
3812,6,244932,-0.0518736599426961,0.0591302657945939,0.380932508596318
3813,6,245484,-0.0582505796431642,0.0601947329382646,0.333855613712289
3814,6,245505,-0.0556869644482411,0.0599962413657913,0.353951416761322
3815,6,245506,-0.0556869644482411,0.0599962413657913,0.353951416761322
3816,6,245578,-0.0670000245623978,0.0594476257179164,0.260489871117816
3817,6,245636,-0.0603318271687789,0.0596680108006205,0.312649085857703
3821,6,246705,-0.104049775312743,0.0589163468560995,0.0782501853402164
3823,6,251165,-0.0720304436457359,0.0590069919088411,0.22301048395218
3824,6,252271,-0.0645661909783837,0.0593798072617527,0.277627324483663
3827,6,253758,-0.0465001809115152,0.0590591388249629,0.431605644624867
3828,6,255018,-0.0287565299641781,0.0594122279814564,0.628673920558361
3829,6,255233,-0.0182271499252756,0.0595893524260316,0.759876849201181
3830,6,256493,-0.044753847197578,0.0591271622826846,0.449609620683294
3832,6,259953,-0.0401897184521015,0.0593072430749198,0.498435770611815
3833,6,260068,-0.0359325861417062,0.0595033619347906,0.546314689839033
3834,6,260462,-0.026386185248509,0.059607360864339,0.658278056544423
3836,6,261981,-0.0226955917559063,0.0597728563520933,0.7043984550404
3838,6,264000,-0.0248929575744995,0.0597799861047913,0.67736340562141
3839,6,264618,-0.012410115217248,0.0590942925057232,0.833784684031363
3840,6,264756,-0.0176430651072311,0.0591686038648512,0.765739014416743
3841,6,265060,-0.0170733592234602,0.059103988889297,0.772850554774625
3843,6,265477,-0.0250111172926578,0.0593421519146665,0.673666220412701
3844,6,266478,-0.0207407486592734,0.0592595881044703,0.726548785859211
3845,6,266518,-0.0234124039382737,0.0595314820381789,0.694351802854883
3846,6,266627,-0.0269466158945259,0.0592693687168482,0.649642971576864
3849,6,268911,-0.00886938851486663,0.0592754766443805,0.881142004003619
3850,6,269163,-0.0202754199965478,0.0593472706930456,0.732824881328842
3864,7,1581,-0.0832668807488624,0.0597074234144675,0.164019002855582
3866,7,4704,-0.0732643661227282,0.0590801275614996,0.215767715602061
3867,7,5119,-0.0467852620799283,0.0593500291224615,0.43105389773905
3868,7,5218,-0.0458962507843327,0.0607928304638566,0.450775432726037
3869,7,7125,-0.0234935617320798,0.0600121106794759,0.695678418984504
3870,7,7291,-0.0459911554661051,0.059237569239504,0.438041635144907
3872,7,8513,-0.217247004939397,0.117187826388443,0.0645966624103076
3878,7,11349,-0.00574895099168718,0.0592676760419869,0.92278162487741
3880,7,12575,-0.043280339038492,0.0593137757335212,0.466067006789215
3881,7,12595,-0.0303888189071588,0.059266057294798,0.608445164867069
3882,7,14747,-0.0357047766068013,0.0598415096386204,0.551119738595131
3883,7,16567,-0.0380896372527721,0.0599806829172463,0.525819107184221
3889,7,17880,-0.0306600765070702,0.0600438277039495,0.609930540718558
3892,7,19896,-0.0504750482652456,0.0596838569885858,0.398289169127054
3894,7,20120,-0.0276147475433742,0.0601711409588586,0.646562044597421
3895,7,20451,-0.0438946416448458,0.0596029146742963,0.461945244302937
3896,7,21017,-0.0529463020063157,0.0599784189390782,0.377968928580822
3899,7,22886,-0.0460563093875615,0.0597920534113491,0.44165211427165
3900,7,23383,-0.0409032192053539,0.0599681450385253,0.495634115070964
3901,7,25886,-0.0251317375098413,0.0596996195622331,0.67403331114238
3902,7,25887,-0.0203387002025851,0.0600299610086777,0.734954952091273
3903,7,26093,-0.0223656923007228,0.0599376496990895,0.709261297384868
3904,7,27156,-0.023495181759694,0.059762858278401,0.694453256649657
3905,7,27279,-0.032068694958426,0.059696906728753,0.591473504948727
3906,7,27302,-0.0381938390032796,0.0591999193223303,0.519238009368275
3907,7,27344,-0.0621582085655347,0.0593738306541836,0.295863972939103
3908,7,27579,-0.0477548940967258,0.0591214433626914,0.419782874390626
3909,7,27845,-0.00562143430833882,0.0599371072449804,0.925330073435766
3910,7,28091,-0.0297598175635162,0.0593547558207044,0.616409959554206
3911,7,28799,-0.0315833537890432,0.0595018154820166,0.595893603125447
3912,7,29465,0.000288859577958198,0.0594451494465812,0.996125629733487
3913,7,29523,-0.00303296237811851,0.0593653221882998,0.959282861430824
3915,7,30416,-0.00670919016105423,0.0593100080369924,0.909999160536392
3916,7,31914,0.0385947280847089,0.0599026430786471,0.519805237444649
3917,7,32231,0.0697329347108799,0.059058614723156,0.238500540977632
3918,7,32249,0.0743621243997849,0.0590435478699858,0.208701608808489
3919,7,33274,0.0693419781288706,0.0591436018557413,0.24181340965072
3920,7,33393,0.0757854765623219,0.0597163209988281,0.205244554742199
3921,7,33441,0.0709867679318261,0.0597320591283029,0.235466926975197
3922,7,33830,0.0705998158970924,0.0595053767989524,0.236244779201819
3923,7,34423,0.0699565713844968,0.0594089896115593,0.239772598588738
3924,7,34625,0.0699565713844968,0.0594089896115593,0.239772598588738
3925,7,34691,0.0734957602346411,0.0590690327663248,0.214238592075004
3926,7,34805,0.0310603827277434,0.0595239418738947,0.602127603547304
3927,7,34808,0.0242183380686422,0.0595833074699356,0.684649631192523
3928,7,35435,0.0458580695276371,0.05915834622768,0.438755232165169
3929,7,35488,0.0496279021684171,0.0597478394822799,0.406748325958451
3931,7,36074,0.0559191068973193,0.0591758977903864,0.345323478576013
3932,7,36180,0.0549578941061386,0.0592051407575479,0.353905852790745
3933,7,37288,0.0792529385887501,0.0592381257274154,0.181799900494767
3934,7,37933,0.0725593315155491,0.0594758025123613,0.223286607584783
3935,7,39044,0.0107210485315514,0.0602895442354094,0.858961626426855
3937,7,39884,0.057701606498588,0.0591187005030786,0.329718136963346
3938,7,41124,0.0684259641117477,0.0590666775460908,0.247462381090772
3939,7,41301,0.0755381219675239,0.0595791028359958,0.205682612070485
3940,7,41497,0.0789270937968575,0.0591941133775726,0.183273306289374
3942,7,41874,0.0627606329603124,0.0593342110483829,0.290893716181608
3943,7,41917,0.0785105386673192,0.0591298866485908,0.185114009676718
3944,7,42056,0.0493377877108049,0.0593470021335871,0.406341173312978
3945,7,42627,0.0549820051518579,0.0591863423139607,0.353542319833383
3947,7,43683,-0.00970515017153091,0.0592563928031142,0.869996232946492
3948,7,45046,-0.0269206540268726,0.0595083087668788,0.651269675978244
3949,7,45136,-0.0110469042570508,0.0593391368334568,0.852421857153193
3953,7,45565,-0.0236943796331139,0.0593295869938439,0.68986307024125
3954,7,45777,-0.0112076866107821,0.0591730483237544,0.849884059037964
3956,7,46298,-0.0625753644253557,0.0590096354215862,0.289675746356674
3958,7,47015,-0.0670086977931984,0.0591568425892582,0.258096675659303
3959,7,47250,-0.0224268179376617,0.0592522338730489,0.705288632727874
3960,7,47587,-0.0184856350043683,0.0596758949542022,0.756920775663038
3961,7,48435,0.00380738487952362,0.0591785020564041,0.948738073386718
3967,7,49339,0.00732640919566637,0.0595940706911194,0.902225714588193
3968,7,50874,0.00844701557195818,0.0596823118663862,0.887529642977545
3971,7,53407,0.022960419493513,0.0597725698328684,0.701113599403957
3972,7,53416,-0.00685480364147617,0.059093147632448,0.907718523185663
3973,7,53455,0.00956105497931971,0.0598579432766214,0.873185837586366
3974,7,53544,-0.00915937334446336,0.0596791479724468,0.878109867325762
3975,7,53637,-0.00422230775778307,0.0596006307724651,0.943562555521335
3976,7,53662,0.0138692610491613,0.0590878082683002,0.814559911827203
3977,7,53700,0.00390119792890106,0.0590939091128906,0.947401725990443
3978,7,53702,-0.00527062379553476,0.0593423258110485,0.92927749393799
3979,7,54897,-0.0280112667105575,0.0593242579150876,0.637095617638007
3980,7,55912,-0.0335271411344181,0.0591482116776438,0.571188082151693
3983,7,61773,-0.0353422548193748,0.0598228292670636,0.55504450558778
3984,7,62689,-0.0113785801884786,0.060289202841183,0.850410309128179
3985,7,64143,-0.0371106146270217,0.0591430814212169,0.530755689502209
3986,7,65725,-0.0725575183960605,0.0593006651484886,0.22193692387822
3987,7,66075,-0.0702186758488484,0.0590719192116642,0.235357553708601
3988,7,66339,-0.0610733094269641,0.0590941707584953,0.302081568093231
3989,7,66563,-0.0681459760665414,0.058986576846125,0.248757426772043
3990,7,66622,-0.0632594043744897,0.0590829904683863,0.285041590324038
3993,7,68261,-0.0691619122140946,0.0590689158714852,0.24244156234294
3994,7,68513,-0.0750580654803016,0.059063467247816,0.204635367409501
3999,7,70413,-0.0677999764766492,0.0590799231635794,0.251911890040245
4002,7,74414,-0.116591190006069,0.058984143836221,0.048858802289084
4003,7,80505,-0.0170017934963274,0.0591691357070986,0.774018866600055
4008,7,83968,-0.0427028034464439,0.0592150412423523,0.471295847543683
4010,7,87147,-0.0402245496770793,0.0592199569813508,0.497431072674051
4012,7,87833,-0.0465942777506345,0.0592067284835725,0.431823914670763
4013,7,87999,-0.0510987064437162,0.0593659003835756,0.389964557704871
4014,7,88913,-0.0503805405263028,0.059289897235433,0.396049868440323
4016,7,90591,-0.044864197999905,0.0593782854011188,0.450413462579744
4017,7,92844,-0.0523117769364142,0.059132905423361,0.376948935574473
4018,7,98223,0.00218520591287735,0.060341440813608,0.971132179762468
4019,7,101935,0.00914032121105779,0.0593409947262983,0.877673733041633
4020,7,102167,-0.0472952662776172,0.0601663623835007,0.432350958195417
4022,7,103626,-0.0366991020291583,0.0593437493517532,0.536700213905459
4023,7,103929,0.0149812067234333,0.0592813568329996,0.80063660895082
4024,7,105525,-0.00287763745861229,0.0591898307419485,0.961251943341651
4025,7,109520,-0.00838397389588985,0.0591771665983321,0.887416890824801
4026,7,109762,-0.0125928296222757,0.0592604658067158,0.831839886110475
4028,7,114462,-0.0117942957220142,0.0593424863851879,0.842573038477796
4032,7,115759,-0.0141770239150304,0.0593062829609459,0.81120740688687
4033,7,120910,-0.000582943366385855,0.0591984098445509,0.992148696374341
4034,7,121864,-0.0339491785528261,0.0592231380445306,0.566845970594647
4035,7,122646,-0.0151082480474525,0.0593206411132003,0.799112488431831
4036,7,128719,-0.0199443424970895,0.0594087819407239,0.737286207302666
4037,7,129502,-0.00442664855334376,0.0592862509780865,0.940523004328689
4038,7,129866,-0.00194875666700273,0.0592207154534408,0.973767610234713
4039,7,130581,-0.0178117617569351,0.059254334223697,0.763897664103123
4041,7,131475,0.0180162233255818,0.0592695999562233,0.761329290864636
4042,7,131572,-0.0612652558860085,0.0593764598128215,0.302867292225624
4043,7,133091,-0.0379457832752863,0.0602544666203001,0.529259769309896
4044,7,134263,-0.0362049512849868,0.0597405507649172,0.544880039233192
4045,7,134556,-0.0296523831201884,0.0596832163097178,0.619618549512704
4046,7,139381,-0.0262239673568169,0.0601244434669167,0.662986182131741
4047,7,139844,-0.0318213868842848,0.0596714424907672,0.594177674776747
4050,7,140416,-0.00667243044541457,0.0593870583392301,0.910605830355848
4051,7,140907,-0.00235322870754351,0.0604096676539806,0.968948681745338
4052,7,142582,0.00159316462412157,0.0593110224097904,0.978585627109621
4053,7,142616,-0.0361061407075887,0.0592799418056004,0.542864155724827
4054,7,142656,-0.0538898332597517,0.0595020141303502,0.365722561164318
4055,7,142710,-0.0469186122102953,0.0594134731697095,0.430235154357679
4056,7,142737,-0.0349508754661451,0.0593533284416923,0.556330969827723
4057,7,142798,-0.0846498250848522,0.0591618221272959,0.153366888571583
4058,7,142863,-0.103374637536984,0.0603787720982049,0.0877560561040248
4059,7,142935,-0.0763799971075564,0.0596765447991647,0.20142087644793
4060,7,144443,-0.0858807307250277,0.0595792678727775,0.150343171791835
4061,7,149219,-0.0841253302841178,0.0601702496712205,0.162954352127181
4062,7,149745,-0.0847239931097217,0.0595484127295693,0.155684487796181
4063,7,153512,-0.0819243587542103,0.0596065893067813,0.170183919234466
4064,7,154206,-0.0882502812343997,0.0597346053370573,0.140467332826915
4065,7,154349,-0.0625479230171544,0.0597134709875603,0.29560065534665
4067,7,158616,-0.0615137585103119,0.0601196126382636,0.306918910866998
4069,7,159442,-0.0624771943016545,0.0597676714117184,0.296583787447922
4072,7,164509,-0.0570895671042172,0.0596770476282154,0.33940270025057
4073,7,166144,-0.02971211205133,0.0595691278696569,0.618242412233606
4077,7,166833,-0.0402484667611887,0.059551597878059,0.499572874967954
4078,7,169205,-0.0473432755807494,0.0605140041351241,0.434531986266478
4081,7,171892,-0.0518859891391892,0.0605139496366765,0.39179346725256
4083,7,174147,-0.0623450033245402,0.0597227393266212,0.297242629425145
4084,7,175201,-0.066821022877474,0.0597611200330751,0.264269530741792
4085,7,175569,-0.0657676800602801,0.0596632659048803,0.271075962065668
4086,7,176862,-0.0619690583089512,0.0596747842007532,0.299773102603403
4087,7,178295,-0.0484094680435437,0.0600341206557759,0.420574806735505
4088,7,181053,-0.0328233563227861,0.0598935194158873,0.584018701063456
4089,7,181165,-0.0538022335547877,0.0602597320553611,0.372551693778663
4090,7,183625,-0.06267673959668,0.0607716646065347,0.303083715385458
4091,7,191252,0.0435426301262418,0.0598412893285025,0.467319242007882
4092,7,191676,0.0119781681636373,0.0596319290612012,0.840917188182215
4093,7,192137,0.00683883143469108,0.0594534796804967,0.908488109396385
4094,7,192700,-0.011852030696524,0.060240736722151,0.844140746431435
4095,7,196064,-0.0112353378296253,0.0594530033371421,0.850218291755768
4096,7,197274,-0.0842381091925193,0.0595024312138557,0.157742487855284
4097,7,199802,-0.0607870666784048,0.0595374888300223,0.307959282577938
4098,7,201855,-0.0619083204851131,0.0591029091948301,0.295601113857594
4099,7,202039,0.00756701539578593,0.0593416221485188,0.898604497629709
4100,7,202122,0.00393929842654635,0.0590976119488575,0.946892114120141
4101,7,202957,-0.00279674901191194,0.0603749682496738,0.963079010747778
4102,7,203677,0.00684624609776692,0.0595178069059432,0.908487906945018
4106,7,205675,-0.00388796621045451,0.0592863579859719,0.947749781081095
4108,7,206511,-0.00145060767784092,0.0599378042950312,0.980705251802289
4109,7,206991,-0.0313511861812193,0.0597344090341,0.600021790747378
4110,7,207921,-0.0316640156083167,0.0605290138095016,0.601218054893814
4112,7,208986,-0.00962319982990759,0.0597555160064002,0.872151760517684
4113,7,209438,-0.0271115099960739,0.0599306477298811,0.651272122455145
4114,7,225148,-0.00794979795757503,0.060295192740143,0.895179669738198
4115,7,226323,-0.00305663894567848,0.0592616942641365,0.958893595386661
4116,7,227872,-0.0249771639134522,0.0592226952311001,0.673464318341678
4117,7,229363,-0.0031880382414155,0.059435943031148,0.957253746725038
4118,7,229656,-0.0336220663761175,0.0593315100378471,0.571290748832918
4119,7,229803,-0.0308634470525688,0.0595285041057338,0.604458689587879
4121,7,230481,-0.0161286627469975,0.0593795622033223,0.786073180706497
4122,7,230937,-0.0213496643163669,0.0595403225421581,0.720127488578536
4124,7,233940,-0.0541826606223655,0.0598021830096087,0.365537193405645
4125,7,234570,-0.00471851345826496,0.0597437618504358,0.937093933104305
4126,7,234702,-0.0101311842133413,0.0594271347987309,0.864729717977875
4127,7,235464,0.0172615152800494,0.0595668713258753,0.772151767026942
4128,7,235726,0.00613802730280555,0.0594551131246173,0.91783270145641
4130,7,237753,0.00724728718837636,0.059483116491248,0.903096869378326
4131,7,238084,0.00442390498798678,0.0594555444347851,0.940728734956918
4133,7,241711,-0.0273144801222488,0.0600484030227884,0.649479228873068
4134,7,247290,-0.0165309539262093,0.0597627458646255,0.782241719849832
4135,7,247666,-0.00101364385407399,0.0598196379808461,0.986490065074246
4136,7,249982,-0.010729739462042,0.0600258219849768,0.85823493403776
4137,7,250183,0.00102392849193422,0.06092706404781,0.986601031563313
4138,7,250680,-0.0064534935327209,0.0598875775990793,0.914247186211726
4139,7,255972,0.00483566989182432,0.0594838103653531,0.935254310583347
4143,7,260913,-0.00471796460525575,0.0600888619415407,0.937461726902561
4144,7,266540,0.0272490486660285,0.0603740598516263,0.652023809010802
4145,7,267569,0.021912825787786,0.0593936208838552,0.71239183523567
4146,7,272144,0.0178815502170519,0.0595663531832884,0.764204754581123
4147,7,272225,0.0179645535291105,0.0598105771219732,0.764081309497921
4148,7,272227,0.0191885256201804,0.0600062433246371,0.749327705977971
4151,7,275338,0.00308422068985886,0.0593094494254207,0.958556370298547
4152,7,276571,0.00133116280396139,0.0595986338094693,0.982192984094696
4154,7,283774,0.0886321491262358,0.0591382372101635,0.134837856162232
4155,7,284360,0.0411663678892989,0.0595664801882735,0.489957197565443
4156,7,284441,0.0219025464550769,0.059331537511898,0.712233362389566
4157,7,293925,0.0273583934071808,0.0593580290111347,0.645150824982571
4158,7,295079,0.0632295872053024,0.0592616012506147,0.286720357747227
4159,7,300508,0.0449611573887957,0.0593969644353296,0.449578444948902
4160,7,301066,0.0589911697188831,0.0595411752998466,0.322480145423129
4165,7,307361,0.0547236886698718,0.0600700701858078,0.362918306817535
4166,7,308037,0.0480833007740061,0.0592220853698387,0.417387547327058
4167,7,315634,0.0557643564408775,0.0593634494496601,0.348182151605335
4168,7,316663,0.0588393139197408,0.0592039484864122,0.320981015052005
4170,7,320913,0.0252516735447567,0.0595103813005685,0.671588134778836
4171,7,321449,0.0403114620843277,0.0590813127206276,0.495493718586351
4174,7,321718,0.036593211823847,0.0591766334725663,0.536728503175172
4176,7,323123,0.0697004918384839,0.0592721379071414,0.240411214516262
4177,7,323836,0.0312074280846605,0.059819225474102,0.602209441492158
4178,7,323883,0.0423317748331936,0.0591331468961498,0.474543547250441
4179,7,323971,0.0409457424253283,0.0593962176554816,0.491045759820264
4180,7,324357,0.0529286011023639,0.0591836886589499,0.371765061525097
4181,7,324640,0.0358555398070317,0.0591639183165097,0.544879492102508
4183,7,326640,0.0299809336384492,0.0592882062721058,0.613396052346299
4184,7,329449,0.031537411652192,0.059477719202951,0.596279545274785
4185,7,331193,0.0309398555161224,0.059433200986655,0.602984342768907
4186,7,333120,0.0712545755653236,0.0599081300695904,0.235082720205018
4187,7,334340,0.0189680326427903,0.0596067826849434,0.750506720444182
4188,7,335451,0.023077646393416,0.0595384962079689,0.698539147931407
4189,7,335555,0.0242540732906052,0.0595371715034992,0.683978057601691
4190,7,335709,0.030879669388717,0.0596986826043246,0.605299462148406
4191,7,336457,0.0428361498156449,0.0607778978077802,0.481400607627808
4194,7,337273,0.0275376528555561,0.0606177392870539,0.649903824496631
4195,7,338130,0.0273833985586593,0.0600220280014431,0.648510555909824
4196,7,340507,0.0433004232839699,0.0598007783413061,0.469497488696769
4197,7,340586,0.0748727808985679,0.0597935951450498,0.211330620427368
4198,7,341281,0.150910208572583,0.0591951305398011,0.0112140868284897
4199,7,341488,0.166527497449956,0.0591545214797184,0.0051493704523405
4200,7,344309,0.185492088566688,0.0589394329985189,0.00178890040126416
4201,7,345180,0.164486257678484,0.0589848862718315,0.00558021385532851
4202,7,345331,0.165558546171188,0.0588697219680102,0.00519404132937027
4203,7,345428,0.152225774530499,0.0591040439773194,0.0104141544595496
4204,7,345527,0.150330138572723,0.0593078767166149,0.0116843552550967
4205,7,345530,0.117392537169006,0.0605645206363813,0.0533829497725101
4206,7,347594,0.103315553879452,0.0593630910510912,0.0826601291853825
4207,7,347717,0.122451995212748,0.0591934450574958,0.0393042368079347
4209,7,351511,0.115828430679857,0.0592976266728098,0.0515689772842386
4210,7,354145,0.11479034903853,0.059861950049011,0.0559704268104829
4211,7,355322,0.119257246638977,0.0595789258252452,0.0460852952382624
4212,7,356291,0.122908906244145,0.0593373905907071,0.039051550079681
4214,7,359010,0.101828912055164,0.0597419278567654,0.0891713854257217
4216,7,360441,0.117582594409756,0.059437297444039,0.048676186788229
4217,7,361541,0.0979311886451785,0.0599974263958919,0.103517151216204
4218,7,361880,0.111486451094446,0.0599935995871473,0.063957858305188
4221,7,362321,0.0983312792127728,0.0599198453835831,0.101678312989369
4222,7,362382,0.113640680521696,0.0594995572243869,0.0569509335180592
4223,7,362516,0.112452902253606,0.0592238842191021,0.0584091056600538
4225,7,366066,0.119774871553858,0.0598534886458962,0.046143074825675
4227,7,366931,0.0757816365693934,0.0611593240429579,0.216137030453652
4228,7,367665,0.0854385764965891,0.0595220163172398,0.152055377456922
4229,7,368513,0.109429571858521,0.0598231102214799,0.0682102270183746
4230,7,370476,0.0669168103404425,0.060132760885432,0.266543890993128
4231,7,370996,0.0761616625813608,0.0598370239009042,0.203920157191291
4232,7,371385,0.0925698856643346,0.0595009154213965,0.120658271219728
4233,7,371466,0.0860667870307816,0.0598252433331942,0.151139521928621
4234,7,372094,0.0900906013089054,0.0602515197029682,0.135744724174904
4235,7,373509,0.0911261793165489,0.0605515225911428,0.133234687041066
4236,7,373552,0.0782967239646043,0.0604154024470923,0.195831523591549
4237,7,374939,0.0835170928511074,0.0606144412171711,0.169125045185711
4238,7,376215,0.0802459458183765,0.0604306822724915,0.185068903906364
4239,7,377214,0.0865726665418635,0.0607113584008367,0.154760287122096
4243,7,377882,0.0948908668138625,0.0604152033972732,0.117160897651484
4244,7,378667,0.0572995023019655,0.0611474790395362,0.349362921790644
4245,7,379511,0.0988075639693782,0.0602441987988954,0.101871498955037
4247,7,389537,0.0985783356884625,0.0604967164829296,0.10410292747765
4248,7,389749,0.0305651336513475,0.0612281921670987,0.617949226000407
4249,7,390823,0.00451815771550002,0.0613897329732371,0.941371998110967
4250,7,392417,-0.00644346435372234,0.0619361079789272,0.917201405962585
4251,7,394456,-0.0250815249573801,0.06105017405101,0.681443081876526
4254,7,397324,-0.00136451026811146,0.0613460190865068,0.982266804597248
4255,7,397449,-0.011035960051641,0.0614775348252211,0.857638629586232
4257,7,398372,0.00142457410591912,0.0614881281393893,0.981529132179685
4258,7,399000,0.0127668929563804,0.0612910029388203,0.835115156154303
4259,7,399178,-0.00919774570062759,0.0621908391911713,0.88250967453349
4263,7,407454,0.00180811373103951,0.0612481759265248,0.976465671181844
4264,7,408316,-0.011897163600322,0.0612449781269611,0.846087699641112
4265,7,408928,-0.00271345190860517,0.0610186000489578,0.964555500045576
4268,7,409847,-0.0112319301622317,0.0609730037080925,0.853953292683918
4269,7,409966,-0.0320664323775055,0.0610332357449116,0.599639896948609
4270,7,411864,0.0096299465649905,0.0614787264742879,0.87561916263529
4271,7,412413,0.0179315955388319,0.0609791666539389,0.768884111366135
4272,7,412555,-0.00184379135619395,0.0611693345963976,0.975970509642724
4275,7,412717,-0.0217134335037796,0.0612843911375813,0.723321047871585
4276,7,413438,-0.0234605673067623,0.060710974013224,0.699410743178828
4277,7,413465,-0.0277230767141345,0.0612227300188505,0.650954189566875
4278,7,413738,0.122463563983123,0.0603441512310102,0.0431654616043654
4279,7,413763,0.0919267408542781,0.060294500901805,0.128247059179801
4282,7,414290,0.0858748990890219,0.0603197735040393,0.155427947360624
4283,7,414560,0.0162591736135708,0.0593794613739107,0.784384531486422
4284,7,415645,0.021816515822735,0.0594730326188351,0.713965326537758
4285,7,416060,0.0638171337884912,0.0593508684099807,0.282996342267741
4286,7,416657,0.0565389593265783,0.0596454383329147,0.343819877532586
4287,7,416947,0.0646174223303487,0.0598885955912711,0.281342076008092
4288,7,417098,0.0622252009704044,0.0598346561936885,0.299073726614282
4289,7,417241,0.0257219958095907,0.0595098106807771,0.665837310495811
4290,7,417345,0.00499615337004433,0.0603020029784145,0.934016026070012
4291,7,418232,-0.0087075049525448,0.0613458677906323,0.887207439431661
4292,7,418899,-0.0158272902581443,0.0608527665600384,0.794944795197549
4293,7,421296,0.00770876021302669,0.0613478028329705,0.90007524102054
4294,7,423259,-0.0276686627077455,0.0601980445367098,0.646066720507097
4295,7,423701,-0.0208298530374723,0.0604378090937372,0.730563224537584
4296,7,424042,-0.00661359049687227,0.0608621380536863,0.913529862757165
