SNP,Chr,Pos,Effect,SE,ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1570,4,132281,0.0626556138371642,0.134914485423857,0.642640435574091
1571,4,132892,0.011749930005856,0.134832025140935,0.930605708438014
1572,4,132952,0.136796068809748,0.133425460771346,0.305941585087598
1573,4,135298,0.119714070604324,0.133950250841795,0.372080414911845
1577,4,135873,0.108072075074581,0.133322101784186,0.418136489596254
1578,4,136069,0.111767878258808,0.134428131967323,0.406291556375141
1579,4,136920,0.0684354712579161,0.134706932606604,0.611748002041829
1580,4,137351,0.0835304683717541,0.133213773779259,0.531037840454744
1581,4,137511,0.097619448815732,0.132937650131761,0.46323813088089
1582,4,141606,0.103089580767722,0.136401706689427,0.450285576652464
1583,4,142711,0.0774534558061931,0.13514816279885,0.566941651540071
1584,4,143484,0.110684651723675,0.133859708684573,0.408869004925814
1585,4,145738,0.0781594507906427,0.133603792288164,0.55891525887911
1586,4,147035,0.0609719889110916,0.133796199094726,0.648880214706622
1587,4,147814,0.048734257375709,0.134024109770963,0.71635717524643
1588,4,148075,0.0173646980939469,0.136302389815216,0.89869767119058
1591,4,149457,0.0285122871647117,0.134528393639213,0.832274194194122
1592,4,149464,0.0525634668564983,0.133703025575306,0.694456384108541
1593,4,149678,0.0395932859053427,0.13353739251991,0.7670257837452
1594,4,154434,0.0458252439501461,0.13310482341259,0.730841202843396
1595,4,156313,0.0427506606773694,0.134198359822727,0.750246150336704
1596,4,156362,0.0308128647213468,0.13489876305651,0.819456097758671
1597,4,156963,0.0342627405454721,0.134334444484011,0.79882875721258
1599,4,158123,0.0351169804461911,0.135989715297208,0.796377875225307
1600,4,158426,0.0508384809375664,0.135356842491997,0.707448392296524
1601,4,158963,0.00940116321092649,0.133375518743913,0.943846421062449
1603,4,161760,0.00753066988205775,0.134048608607413,0.955231272784629
1604,4,163032,-0.0451810880312447,0.135295273774005,0.738619871069523
1605,4,163327,-0.0182920414157545,0.13475591607929,0.892102594574775
1607,4,165032,-0.0576296669718179,0.13341404319818,0.666033465851333
1608,4,165290,-0.0378051503741468,0.134805383899573,0.779302363544913
1609,4,165509,-0.0969455333623553,0.133621008157997,0.468610024758835
1610,4,167204,-0.0642340944175734,0.135725260076425,0.636316237038905
1611,4,167436,0.0254615886695967,0.134362631655148,0.849810626142343
1612,4,167687,-0.0295584050757184,0.132904394639627,0.82412839402167
1613,4,168238,-0.0636286126205667,0.133472953313432,0.633859754944337
1614,4,168256,-0.00599332584704232,0.135207348565554,0.96466887425947
1615,4,171883,-0.0105432965108425,0.13384289976615,0.937257281186215
1616,4,172408,-0.0525241519271096,0.133636118698332,0.694528228507094
1617,4,173416,-0.0346684225035753,0.135198430222397,0.797771120610523
1618,4,173461,-0.00790024599743194,0.134003594979728,0.953020929861008
1622,4,174546,-0.00388258250879495,0.13382473375282,0.976871061645305
1623,4,174974,-0.161327921596133,0.13909579878578,0.246900604873196
1624,4,175467,-0.0692130487963648,0.133437567387255,0.604300273538654
1625,4,177157,0.056866069244262,0.133386446665771,0.670130391626709
1626,4,177207,-0.0466868669202214,0.133015939082034,0.725807469960955
1627,4,177280,-0.0315668799725178,0.1337823904477,0.813602945554883
1628,4,177330,0.0320584598978216,0.133709711047814,0.810654205190897
1629,4,177633,0.0299976960950965,0.133478859282936,0.822313575229211
1630,4,177756,0.0800152862938323,0.136026584672374,0.55675225559213
1631,4,178032,0.100301222286824,0.133584213921212,0.453245339271208
1632,4,178058,0.0755703356099425,0.133866884759524,0.572759825309625
1633,4,178267,0.017488231039234,0.133665300588238,0.895979586986524
1634,4,178339,0.0092891938108528,0.134872908390903,0.945129164238313
1635,4,178489,0.00130091090606549,0.133503197017101,0.992230707285781
1636,4,178698,0.146901625911829,0.132708635873344,0.269069938807621
1637,4,178705,0.168858330659312,0.134692256015715,0.210795149189539
1638,4,178974,0.117591889564823,0.134035069236669,0.380908555803436
1639,4,179020,0.0955942833108785,0.134333584434084,0.477170953203517
1640,4,179134,0.175389950924463,0.135656031312934,0.196890505059933
1641,4,179240,0.148706639526336,0.133867934141197,0.267390767327186
1642,4,179480,0.0304586713327179,0.133790572429349,0.820042898202779
1643,4,179651,-0.0484566952598629,0.13381069683167,0.71747253744744
1644,4,179674,-0.0492589100222965,0.135920275697885,0.717262306056067
1645,4,179696,-0.00145633311528881,0.13357624196643,0.991307286546406
1646,4,179726,-0.00530998830942514,0.133448999565845,0.968282728712441
1647,4,179806,-0.00530998830942514,0.133448999565845,0.968282728712441
1648,4,179890,-0.0165601073819515,0.133462239304544,0.901321887730991
1649,4,180004,-0.0140867018182954,0.134427814121758,0.916601894517369
1650,4,180086,-0.0362012804703927,0.133442785278052,0.786328949380717
1651,4,180121,0.0292181495707614,0.136131443136709,0.830178260648205
1652,4,182380,0.164525532203,0.133740350866868,0.219446569663495
1656,4,192266,0.183817391189037,0.136318862352297,0.178382400463042
1659,4,193794,0.201385182907603,0.134360866275393,0.134809373761274
1660,4,193943,0.00157814919778099,0.135210995461553,0.990694094284003
1661,4,195122,0.0152514449758539,0.134871371760701,0.910030293567708
1662,4,195463,0.051692899111453,0.133325926380112,0.698458207108914
1663,4,195795,0.0382296805856479,0.133701926726889,0.775097800498673
1664,4,196790,0.0334256563653866,0.133705573472266,0.802737033616936
1665,4,198420,0.0868202403120681,0.133566338504224,0.516104750347756
1666,4,199642,0.0748406724566552,0.134054336212149,0.577002958216504
1667,4,203027,0.100250021410431,0.133693960069833,0.453846279348059
1668,4,204037,-0.015412863867869,0.133967523376675,0.90847149460287
1669,4,205977,0.0141157108677792,0.134785635083431,0.916651823797159
1675,4,211091,0.0955774034652646,0.137688710544476,0.488041134333503
1676,4,211612,0.107010281692374,0.134567205442442,0.427020987702499
1679,4,213169,0.134707565094617,0.134518477985707,0.317316674822947
1680,4,213950,0.116290987977988,0.134361998259836,0.387349471024282
1681,4,217566,0.134481268494245,0.134597544508076,0.318413147441476
1684,4,219124,0.131604669944455,0.134430430903114,0.32826042907741
1686,4,220692,0.142475979013745,0.134879487336059,0.291544152086094
1687,4,221261,0.12254361134134,0.13524656651866,0.365513886722244
1689,4,222510,0.133727233362607,0.135586072983807,0.324666195245366
1690,4,223039,0.125204599334385,0.135882886995047,0.357462823717568
1691,4,223328,0.140688510270561,0.136029830409093,0.301728491374197
1692,4,223356,0.154712327128613,0.136715479254169,0.258555144085278
1693,4,224819,0.141343897353897,0.136027905717676,0.299478650180363
1694,4,224966,0.148092291392593,0.136625401303987,0.27913586624374
1697,4,228580,0.147755099816534,0.136412366157667,0.279480989683693
1701,4,234153,0.153489567964727,0.13607740829524,0.260103815857608
1702,4,234536,0.144622422505677,0.135283265915109,0.285784779767189
1703,4,238194,0.186273856382988,0.137931907476369,0.177728185021368
1704,4,242179,0.132649732960704,0.136670339860566,0.332421172200423
1705,4,243657,0.0984826040456026,0.135671543616453,0.468387251435704
1706,4,248600,0.106776863406265,0.134976189214669,0.429428927382108
1707,4,248779,0.125187308058122,0.135324871045786,0.355552508376487
1708,4,249022,0.135905046901056,0.135030602848288,0.314876104292435
1709,4,249864,0.133781517483832,0.135562528606413,0.324386192049609
1710,4,250515,0.147735179596221,0.135273737380665,0.275525076299257
1712,4,251719,0.13115748065892,0.13507363144684,0.332209505953038
1716,4,256985,0.136450852689115,0.135330578070989,0.314011620505149
1717,4,257828,0.191665752475839,0.135663186393683,0.158593868723029
1718,4,259994,0.195080990762492,0.135720180294085,0.151496860517159
1719,4,263044,0.0285495640370781,0.13676558451869,0.83476524355356
1720,4,264432,0.0189714695575236,0.135230335352709,0.88851084517185
1721,4,265022,0.00960071454343958,0.135617400038975,0.943602873722206
1722,4,267372,0.0136624324087499,0.135106979224149,0.919510176743993
1723,4,267844,0.0301787274818647,0.136006496894094,0.824526420258028
1724,4,268855,0.0301787274818647,0.136006496894094,0.824526420258028
1728,4,271787,0.0341629152022516,0.135489877519406,0.801076757165696
1729,4,274059,0.0295272629573416,0.135876196155616,0.828092273777838
1730,4,274409,-0.00263440172330509,0.137779092697684,0.984755800195212
1731,4,274840,-0.0385123451699633,0.136010605465434,0.777222523554033
1732,4,274870,-0.0652854272046416,0.135051085767442,0.629102348596222
1733,4,274922,-0.064203302932078,0.135210725763639,0.635195488370416
1734,4,274930,-0.0148874865542862,0.135486490344487,0.912565632406418
1738,4,275180,-0.0456485978553568,0.135212277891593,0.735860108804204
1739,4,275191,-0.024365999883813,0.135519105890854,0.85741469054159
1740,4,275289,-0.00125413072503333,0.135836214432694,0.992638716591636
1741,4,275562,-0.00819013673684232,0.136821130904204,0.952300873130948
1742,4,275637,0.0087377645779434,0.137167368319371,0.949243981077584
1743,4,275645,0.0436273535334,0.138229480530089,0.752480954831567
1744,4,275715,0.00713631280009186,0.13675985043111,0.958413713888353
1745,4,275721,0.0161576339250811,0.136280298622104,0.905689989752976
1746,4,275859,-0.0124971948577022,0.1368817395532,0.927306630672589
1747,4,275865,0.0231317939473075,0.136394635819822,0.865426115177118
1748,4,275877,0.00744613947162287,0.136198117503568,0.956431196590102
1749,4,276015,-0.00395428899605177,0.136601292316952,0.976922685771079
1750,4,276066,0.0501878673245995,0.138303136604772,0.716909416912405
1751,4,276194,0.0424220379226385,0.136389402181463,0.755956710521842
1752,4,276201,0.0513745076284678,0.137759006209906,0.709424146867955
1753,4,276375,0.0976834891989597,0.135736694611406,0.472214083614742
1754,4,276645,0.266747778029341,0.138450800433086,0.05482436929488
1755,4,276806,0.361291535938313,0.138316315508852,0.00938398874670075
1756,4,276820,0.356411323645505,0.139368712284144,0.0109653869689037
1757,4,276934,0.270816847146107,0.138850856306006,0.0519177322392623
1758,4,277129,0.317770289544518,0.139093012642276,0.0229298691750695
1759,4,277137,0.305000462822872,0.139993660621603,0.0300169377342745
1760,4,277249,0.30547331758072,0.138223909482719,0.0277470658434769
1761,4,277276,0.314616192190532,0.137121174506136,0.0223517507681749
1762,4,277639,0.311665810958829,0.137563595779643,0.0240803754697218
1763,4,277649,0.321496129266615,0.13812817454679,0.0205024004553518
1764,4,277971,0.313231859401355,0.136893466573467,0.0227197587548243
1765,4,278164,0.255961862752227,0.135392746825803,0.0595080870128779
1766,4,278914,0.280821022181664,0.13466185887329,0.0377528088567775
1767,4,278971,0.282782632640992,0.135119932198954,0.0370781212663286
1768,4,279037,0.172902394429493,0.136494872041298,0.206086363759325
1769,4,280703,0.211982475431496,0.137056982136655,0.122837880338524
1770,4,280859,0.044628619336865,0.13720040483259,0.745161478916382
1771,4,280934,0.0520596733697658,0.13735757689333,0.704909503797932
1772,4,282594,0.0854976311878475,0.139052096325964,0.539043032675775
1773,4,282713,0.0670203671692216,0.137253946977222,0.625644331402689
1774,4,283570,0.0802139917813778,0.136693721596915,0.557702731103277
1775,4,283830,0.079154466281413,0.136504738939643,0.562374851428113
1776,4,285234,0.138527250181575,0.136431844347711,0.310630324024427
1778,4,285568,0.153764947661963,0.13708960182057,0.262778659563445
1779,4,287068,0.0988407846091695,0.137919020980346,0.474058955681082
1782,4,289631,0.0732366329932901,0.136284704246719,0.591343943858294
1783,4,289647,0.056781041382544,0.136420906766741,0.677502333333163
1784,4,290003,0.0688411821410972,0.136695362985651,0.614849432340824
1785,4,290096,0.0528880935466491,0.137717852778941,0.701185779534635
1786,4,291044,0.0397349422585426,0.136991485330053,0.771945155462379
1787,4,291531,0.0866004652134789,0.135758005900774,0.523950270461119
1788,4,292625,0.0776215892886443,0.135340704700816,0.566652918560692
1789,4,292985,0.0551416485861831,0.138860274757087,0.691532463886434
1790,4,293190,0.0551416485861831,0.138860274757087,0.691532463886434
1791,4,293625,0.0878604363410823,0.135996054447067,0.518665856373827
1792,4,294073,0.0498193286356357,0.136452342706253,0.715252247557746
1793,4,294288,0.0456159824293865,0.137072139259986,0.739491758118285
1794,4,294760,0.0566095325403796,0.13592222190086,0.677308445713726
1795,4,297290,0.0346173877730672,0.13606395619592,0.799319265886215
1796,4,297499,0.0214975329146303,0.1380917856111,0.876377649158242
1797,4,297638,0.081514057766217,0.135766927279125,0.548626932041121
1798,4,297848,0.0941161354995992,0.137770755673791,0.494969139850707
1799,4,298091,0.088847035165841,0.137788826236921,0.519471855408166
1800,4,299599,0.150789620014769,0.135410681225443,0.266220273883781
1802,4,300148,0.137102725675047,0.1361269658142,0.314543915401337
1807,4,302611,0.162872430110208,0.137136017738928,0.235761697625168
1809,4,303011,0.156343162452133,0.135628021112946,0.249799180155645
1810,4,304549,0.203122307939095,0.136666696523608,0.138102805123118
1811,4,307387,0.153363173922324,0.136850416106532,0.263193242347457
1812,4,308154,0.163454352647173,0.137660609138956,0.235879292997009
1813,4,311231,0.099397941745225,0.136013925224657,0.465390735611545
1814,4,311787,0.165979234578498,0.136307548144977,0.224158205535373
1815,4,312488,0.0284593501490777,0.137380629905574,0.836006746103383
1816,4,312611,0.139347993492847,0.137189797694801,0.310452950560104
1817,4,314015,0.248058004948398,0.136753128296089,0.0705403507162752
1820,4,320017,0.259807608552779,0.138724853030162,0.0619186479601999
1821,4,320510,0.223074947353936,0.139766025246491,0.111370240167134
1822,4,328073,0.219146627153937,0.13636147279937,0.108926329002445
1823,4,331098,0.244961941416981,0.138514272190813,0.0778416193247276
1824,4,336922,0.286359109332258,0.135343212983634,0.0350616490028296
1826,4,351322,0.210239742879021,0.136811230080851,0.12525916076528
1827,4,353020,0.215836442326496,0.137200337680457,0.116580361400097
1831,4,356055,0.192335654188388,0.138283567010222,0.165138344354991
1832,4,356492,0.228315368680879,0.136653007198633,0.0956539658848091
1833,4,356541,0.2345819760992,0.136582608437854,0.0867630782040969
1834,4,356853,0.207216990088114,0.137270581566682,0.132052483810673
1836,4,357632,0.1992163424184,0.13610641568302,0.144171076761708
1837,4,357802,0.258868351588528,0.136567914816195,0.0588390712374432
1838,4,362032,0.255883910765103,0.136204137266066,0.0611121565807325
1839,4,362199,0.29760223680593,0.135901852856079,0.0291903734435307
1841,4,363194,0.276549146281379,0.135356950593352,0.0417837446961395
1843,4,368078,0.181374580930255,0.135028212172135,0.180058905277458
1844,4,368457,0.208851332999597,0.13505201059312,0.122891666507081
1846,4,369403,0.228029901070518,0.134777893740856,0.0915486758060363
1851,4,372110,0.226981592908557,0.136851003822764,0.0980838886857158
1853,4,375688,0.25024555969086,0.135636246070238,0.0658785809368759
1854,4,376511,0.19345233000193,0.13414888433131,0.150168711683058
1856,4,380252,0.105423736959864,0.133999292392296,0.431956987476586
1857,4,382176,0.0344433416085387,0.13340185098219,0.796408903228679
1858,4,383443,0.0353970199496882,0.134236686794293,0.792171814830464
1872,4,384094,-0.00274676070757193,0.133313133617942,0.983573328834835
1874,4,384602,0.0354598731307674,0.134911907674744,0.792829367421676
1875,4,384607,0.0527950996222921,0.136149486288344,0.698417720201877
1876,4,388305,0.0764290753612691,0.133077597473366,0.566117322431888
1877,4,388542,0.0529702611542747,0.132883801134245,0.690413562872123
1879,4,390909,0.0345212342775693,0.133812279343546,0.796570704018917
1880,4,397927,0.0233545927561285,0.134201144151161,0.86194417466822
1883,4,404981,0.0544096923174353,0.134842721046863,0.686821171260374
1885,4,405368,0.102802416783284,0.134344453773513,0.444654706967389
1886,4,408981,0.0798146175873273,0.133601020189346,0.550616533786451
1889,4,413957,0.0503316623789953,0.133727797185212,0.706865006077195
1890,4,414243,-0.045015176805835,0.136681422507981,0.74209117828547
1891,4,415928,0.0377145306158996,0.134802187242018,0.779812582555905
1892,4,419709,0.0258810360821943,0.133683747002474,0.846601252878431
1893,4,420255,0.0342677804693272,0.133704969566147,0.797873131451589
1894,4,421542,0.0506314451870482,0.133556497136897,0.70484054987044
1895,4,422070,0.064618902499862,0.134233829483502,0.630537194476262
1896,4,422545,0.0281747694100845,0.134198522583663,0.833829042370879
1897,4,425689,-0.0158380255663799,0.134557052318914,0.906368421133499
1898,4,425858,0.0195337631116541,0.135333583263437,0.885316032288795
1902,4,428826,0.012448244603316,0.1331108369575,0.925545192968788
1903,4,428861,-0.00404108079894386,0.133867360279598,0.975934816379591
1904,4,433301,0.0411339371036289,0.1336729162512,0.758476267846585
1905,4,433554,0.0355303677949897,0.133236640197343,0.789878078641487
1906,4,434256,0.00293295121329977,0.133412244015369,0.982473041543902
1907,4,434351,0.036892794667495,0.133041409785998,0.781709703679726
1910,4,442926,0.0487518173726025,0.13321217090343,0.714605792269325
1912,4,445208,0.0188453056877214,0.133427571229799,0.887760940061996
1916,4,450801,0.00881588123890993,0.134945045055635,0.947948701589181
1917,4,451837,-0.00571439748992426,0.133601354895907,0.965907465120004
1920,4,454081,-0.0261203739804334,0.133221774976379,0.844670661151325
1921,4,454191,-0.0296121844695302,0.133800696557369,0.824974650796022
1922,4,454676,-0.0346499778194023,0.13307664509443,0.794725490532538
1923,4,454817,-0.0457738264376826,0.133290950311718,0.731492323328264
1924,4,454913,-0.0420056349996497,0.132919964340591,0.752172569620782
1926,4,455170,-0.0179550089505129,0.133339291699715,0.892960172398098
1927,4,458042,-0.0454316594691373,0.13304859147199,0.732955463652228
1928,4,458282,-0.0915799308295168,0.13313562551939,0.491986727091514
1929,4,458401,-0.0762855802897797,0.134316739744874,0.570428025035302
1930,4,461656,-0.105298200355082,0.134089829191581,0.432815540559836
1931,4,461812,-0.0848898449694157,0.133337917282917,0.524764199121861
1932,4,462685,-0.0294042593416923,0.13433770598531,0.826867574275363
1933,4,463276,0.0321473843754949,0.133044897801806,0.809208654999305
1934,4,463970,-0.0161339632332209,0.133462387168451,0.903848751075856
1935,4,464078,0.00342790014416028,0.133792815808043,0.979574146652242
1936,4,464336,0.0203329880740071,0.133410057347293,0.878950873794034
1937,4,464368,0.024584254274245,0.132961581898856,0.853415672447089
1938,4,466223,0.0412531628796136,0.133605929320379,0.757680571418118
1939,4,466334,0.0672142305041666,0.133780265632857,0.615683548804043
1942,4,472918,0.0587835882049827,0.134559081065594,0.662479404845339
1943,4,473492,0.0308089572764503,0.134103479976158,0.818426736178363
1944,4,473912,0.116253904285426,0.132937117595269,0.382438980082523
1945,4,474265,0.126130610248055,0.134247038348962,0.348095439968021
1946,4,474320,0.0990274135921098,0.135399530667058,0.465037227861561
1947,4,474321,0.157219852953287,0.134040622561449,0.241615989241549
1948,4,474625,0.128233739586695,0.135476498089705,0.344521398552322
1949,4,474628,0.0690899806593297,0.134011616871803,0.606489943359247
1951,4,476181,0.0328640099086114,0.134389371512015,0.806952213351577
1953,4,476833,0.0408091121997908,0.135236458827047,0.763011828997834
1954,4,478092,0.0123108399759887,0.134643747635857,0.927200650341743
1955,4,479557,0.00887189213317741,0.134364321968546,0.947392410355301
1956,4,480076,0.00887189213317741,0.134364321968546,0.947392410355301
1957,4,481074,0.011208918596069,0.134060732460919,0.933413311979541
1961,4,485199,0.00899657417789013,0.134399901416576,0.946668284834239
1962,4,485454,-0.000193878701462813,0.134101710007931,0.998847268601867
1963,4,487562,0.00858471455008536,0.133948950184161,0.94893527873067
1965,4,491790,0.0272906322930244,0.134264644836887,0.839048928891091
1967,4,493748,0.039952342708131,0.133559337532478,0.765012674953838
1968,4,495614,0.0561693212350948,0.13338833912526,0.673941114823612
1969,4,497124,-0.00293467315425026,0.133605850642958,0.982488162010561
1970,4,497529,0.0691216558647015,0.135367008526874,0.609933471044928
1971,4,498734,0.0553318947471815,0.134533961928663,0.681112635250595
1972,4,499794,0.0828344477877394,0.132802979718701,0.533201596099548
1973,4,501469,0.0693332526247136,0.133563455648924,0.604013883639054
1974,4,504047,-0.00794262537828869,0.133411665570035,0.952559905561424
1975,4,504419,0.0527708595426342,0.133814602614993,0.693554882213934
1976,4,512749,0.0149855840083167,0.133409951101339,0.910627717338623
1991,4,523964,0.0373789624775612,0.133022177246913,0.778876580913242
2027,4,538866,0.0161470531524649,0.133226256837352,0.903601400712863
2028,4,539688,-0.00104097907766541,0.133799317523738,0.993796794099401
2030,4,542062,0.00464912402925726,0.133412105865988,0.9722207676702
2033,4,544372,0.0201714943002747,0.133597387229907,0.880072063489116
2034,4,546036,0.0719243701675766,0.133738162588474,0.591054088223799
2035,4,546402,0.0405703591673402,0.134734515537441,0.763505359601161
2037,4,547460,0.0788714659533326,0.133140793520831,0.553967757161214
2041,4,548101,0.0108774328891314,0.134389794743691,0.935535994615068
2042,4,548356,-0.135701095677894,0.133431815124383,0.309846605785819
2043,4,548896,-0.138396518230162,0.135401515215553,0.307424338379103
2044,4,549461,-0.127541845458828,0.135598498253483,0.34756102077478
2045,4,551365,-0.16648241594553,0.135768542493433,0.220932372086683
2048,4,554056,-0.15238096131944,0.134902649346514,0.259427636376462
2049,4,554792,-0.130205015535351,0.133485583506017,0.330018038567745
2050,4,558812,-0.100202669266255,0.133305692552966,0.452746879282705
2051,4,559258,-0.0223326646524543,0.133862255793011,0.867596840779677
2055,4,562709,0.0394700193988558,0.133414802692344,0.76752288492125
2056,4,563928,-0.0101453820189346,0.133265798315055,0.939359654973109
2057,4,564066,-0.00826310208415,0.134364431937137,0.950997658492557
2058,4,565447,-0.0138556842712313,0.133235399191797,0.917233155511643
2059,4,567144,-0.0597981788645192,0.132825501855405,0.652841842971543
2060,4,567417,-0.149378603656553,0.134521421273728,0.267563255306615
2064,4,571075,-0.163235111587529,0.133004480314364,0.220531332021905
2065,4,572183,-0.161434627835065,0.133010705465276,0.225675065393664
2066,4,573409,-0.146394656971626,0.133416793273382,0.273269962639557
2067,4,574801,-0.186196604095612,0.133627644252432,0.164375925336163
2068,4,575378,-0.15426977835578,0.132684949029413,0.245745861232464
2069,4,575468,-0.182583829124044,0.132933203813186,0.170468457533651
2073,4,576758,-0.213361949486338,0.134546193782767,0.113682415951756
2074,4,577415,-0.104424549913954,0.132851810317567,0.432381438837967
2075,4,577658,-0.206494173777632,0.134532645729584,0.125704131169912
2076,4,577740,-0.172935046000492,0.132821209850618,0.19376061670871
2077,4,578506,-0.181091587881336,0.133660387298615,0.176327466070752
2078,4,578512,-0.171919153639623,0.132973481412477,0.196897061620652
2079,4,579070,-0.137628566103479,0.133230116174588,0.302304576811782
2080,4,579494,-0.181453319234691,0.13519074322901,0.180393025454539
2081,4,579699,-0.20942939294386,0.133710851446055,0.118177717766613
2082,4,579809,-0.134194868929751,0.134036080484987,0.317423331223706
2083,4,579869,-0.131713950897612,0.132678550169068,0.321521635485973
2084,4,580657,-0.0529716367113855,0.133486139342201,0.691730794552356
2085,4,582525,-0.103917194151271,0.135097849335762,0.442289264087241
2086,4,584486,-0.121154025169649,0.13297090400156,0.362847666496727
2087,4,584912,-0.122905653581959,0.133231784290152,0.356900518292761
2088,4,588662,-0.138179073583608,0.135245886524819,0.307628349446065
2090,4,590025,-0.113022385778088,0.134047279956699,0.399713746576602
2091,4,590826,-0.127948144858239,0.133782927346314,0.339531666496298
2092,4,590885,-0.107421186308926,0.135858827316313,0.429660217078033
2093,4,590984,-0.135078890254956,0.133920659408689,0.313834053293749
2094,4,591356,-0.159225519757986,0.135675553932792,0.241356271992855
2095,4,591435,-0.154044397135672,0.134317268906287,0.252212257952227
2097,4,591983,-0.142928007117807,0.134504241650715,0.288676979434899
2100,4,592839,-0.0863375172473357,0.136882702113477,0.528618096117525
2108,4,593676,-0.10008877254567,0.134646476024709,0.457767327619147
2109,4,594369,-0.0673188832051667,0.13367258595623,0.614849419336093
2110,4,597710,-0.104508256921551,0.134285599922026,0.436940827168305
2111,4,598800,-0.0741004070266745,0.134201648146067,0.581190060346773
2112,4,600513,-0.193578339337692,0.133592562118925,0.148219638965474
2113,4,604043,-0.117747848214885,0.133462059579359,0.378238169256418
2114,4,605641,-0.132340112659322,0.135249156110084,0.32850153216413
2115,4,605918,-0.0839405860306542,0.134956129670948,0.534353740339941
2117,4,608349,-0.1235560948186,0.134098435754753,0.357479471299948
2118,4,608355,-0.107018722363395,0.13384889056263,0.424509934212352
2119,4,609905,-0.113209671951659,0.134071566979163,0.399019309800157
2120,4,610797,-0.144046736802232,0.133939318825196,0.282902146314883
2121,4,611309,-0.153883450986254,0.134251635216987,0.25247578319117
2122,4,613791,-0.149474371343266,0.134179140139878,0.266040914197215
2123,4,614738,-0.130305787524388,0.134364574067252,0.332813818032156
2124,4,618428,-0.153932526070736,0.134781274892117,0.254190142973164
2125,4,619541,-0.0908002279712854,0.134600952463716,0.500378920772842
2126,4,620206,-0.087472855150014,0.135455285023398,0.518848367393924
2127,4,620786,-0.197571430016877,0.136740324482033,0.149382629525696
2128,4,621613,-0.190667586102013,0.13647579450789,0.163267130265566
2132,4,622259,-0.151640860596069,0.135817790906582,0.264966631732638
2133,4,622563,-0.0472469576428826,0.133552591516123,0.723722134968428
2134,4,623642,-0.0775723442799142,0.134118655483268,0.56337239668378
2135,4,624555,-0.0658044392094465,0.13394349677598,0.623530150232206
2138,4,629973,-0.0070675576120991,0.134180589764009,0.958023057292578
2140,4,631409,-0.132112209079044,0.134604190699648,0.327025034616377
2141,4,636237,-0.0612067941641362,0.13475815691018,0.649965950487088
2142,4,636347,-0.0549536995385086,0.134720070713688,0.683586847061749
2143,4,636391,-0.0451028837588829,0.135405651163275,0.739260662628645
2144,4,636810,-0.0869657856177782,0.134783452398989,0.519199886414398
2145,4,636879,-0.0742529002703884,0.134873771049179,0.582299837250409
2147,4,638340,-0.0783387875644493,0.135905075613044,0.564696771441723
2148,4,639037,-0.0933765041584715,0.135814464001522,0.492200345119325
2149,4,641585,-0.0921724022190971,0.13474419774123,0.494389433091755
2150,4,641978,-0.0731910770568081,0.134389659134992,0.586359892458299
2151,4,642192,-0.100835840024797,0.134485150704385,0.453879620040367
2152,4,643795,-0.102644926987544,0.134455245642261,0.445726835433617
2153,4,644586,-0.0872086926314768,0.133946326048014,0.515423644460379
2154,4,645245,-0.111160282287531,0.133589646795303,0.405913631888804
2157,4,657631,-0.154613623566046,0.133696706868496,0.24827896567263
2158,4,660338,-0.154659690814633,0.134500154176422,0.250969722817308
2159,4,663656,-0.13471291700219,0.133690333684305,0.314313247515852
2160,4,664068,-0.211171572873173,0.136655123058301,0.123172520906038
2161,4,664414,-0.156722121613189,0.134722846203567,0.245496449915596
2162,4,664456,-0.205096933488434,0.134688128957285,0.128715473177986
2163,4,665001,-0.204974316289613,0.134932534304724,0.129635603253175
2166,4,667986,-0.137011218805823,0.134804512459174,0.310149477447133
2167,4,667994,-0.088991545221154,0.135141231073912,0.510641190012379
2168,4,668101,-0.127424138884295,0.133798256222581,0.341565957754429
2169,4,668118,-0.214649489554647,0.134348590321182,0.111003238032707
2177,4,671424,-0.160534713066483,0.134081318111766,0.231995499470364
2179,4,672752,-0.154500436135358,0.136437801734919,0.258240229200763
2180,4,672865,-0.152584984425712,0.134542843379914,0.257522343038441
2181,4,673119,-0.170060879712407,0.137354685327182,0.216496255008763
2182,4,674432,-0.106669348863726,0.135938885326396,0.433163928447136
2183,4,675810,-0.157860425720149,0.134772790700881,0.242265078896886
2184,4,675982,-0.134163649632241,0.135561458771813,0.323004167404257
2185,4,677658,-0.120400203855984,0.135768726871783,0.375788379156452
2187,4,679438,-0.146908768724877,0.13378879662894,0.272924603674221
2188,4,679624,-0.11470714211747,0.13436260649189,0.393842810846685
2189,4,680423,-0.139409885451934,0.134446169236546,0.300483040114356
2190,4,680477,-0.128646383290651,0.134311680846565,0.338809178008943
2191,4,680490,-0.129476483934585,0.136943269736509,0.345062966199022
2192,4,681327,-0.0845718233216056,0.13528255158147,0.532276827874497
2193,4,681488,-0.0927578287939705,0.134888328807306,0.492116062924929
2195,4,682178,-0.0391545881243404,0.135812443690291,0.773287096749796
2196,4,687169,-0.0436729209640624,0.135862054861344,0.7480592915336
2197,4,687895,-0.112058253992033,0.135046425365573,0.407226346401163
2200,4,689337,-0.129756606471488,0.134685960119334,0.336005748170005
2201,4,692323,-0.0739359926104001,0.134874264241219,0.583911655512677
