SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
3107,5,253670,0.209342030525457,0.135014488648674,0.121913932587839
3109,5,254385,0.255080118444664,0.133139217118161,0.0561865672487392
3113,5,260512,0.277446898498503,0.134169301522881,0.0393787790942069
3114,5,260909,0.248226282299221,0.133405928426258,0.0636201044942539
3115,5,261182,0.254068322843088,0.134115505516444,0.0589891501236236
3116,5,261798,0.240155826553229,0.132998559441233,0.071816587140502
3117,5,262671,0.26265769196645,0.134387911000829,0.0514342807736223
3118,5,264790,0.209822430186934,0.13408783408914,0.118522676039811
3119,5,265651,0.222776945976512,0.132926093932083,0.0946342082612377
3120,5,266244,0.240099409413961,0.136360441326134,0.0791431474696109
3123,5,268009,0.311886750156977,0.132586767264755,0.0192051821169213
3124,5,268019,0.311886750156977,0.132586767264755,0.0192051821169213
3128,5,269900,0.289653621582467,0.134008955894121,0.0313323984517953
3129,5,271971,0.310751060292942,0.133134007339222,0.020149800895605
3131,5,272598,0.288757708957854,0.132969768561316,0.0305509662550757
3132,5,272758,0.293119392941194,0.132739801859201,0.0278708346208771
3133,5,273551,0.287066102161651,0.133508039497271,0.0322198860746859
3136,5,274280,0.284259708139547,0.134182403190815,0.03483453179507
3137,5,274601,0.266115376565216,0.133340263809482,0.0467278861831769
3138,5,277836,0.272073501608091,0.133246348164137,0.0419059902794344
3139,5,279640,0.232874600236861,0.133575108595649,0.0821347151127371
3141,5,283807,0.280462555413501,0.132994522373665,0.0356634252598385
3142,5,284696,0.253510150956518,0.135026299044151,0.0612757273163559
3146,5,290243,0.200714607915925,0.134683547799584,0.137046693598662
3148,5,293310,0.175756348251053,0.133661525986149,0.18938499805479
3149,5,293706,0.182568281884469,0.133225938914623,0.171443538077786
3151,5,302362,0.121637179873493,0.135536544983499,0.370090872255096
3152,5,304779,0.12331005861571,0.133551303328777,0.356473213694966
3153,5,308710,0.161097872610081,0.135940608024195,0.236790635380125
3154,5,309654,0.124287243244523,0.133447523264067,0.352305609102587
3155,5,309985,0.155379129475766,0.133775543895011,0.246226928626764
3156,5,310175,0.17949326182352,0.134484708945951,0.182843233597191
3157,5,312612,-0.160461186234515,0.134345399073907,0.233126259449005
3158,5,313206,-0.126754570839652,0.133308446247922,0.342337800296822
3159,5,313702,-0.199410296717373,0.133788262642735,0.136987977739249
3160,5,314857,-0.161309491488742,0.133490455903658,0.227703383911926
3161,5,315976,-0.130356439281586,0.135134583441545,0.335384728548264
3162,5,317740,-0.032867761777731,0.134222784529442,0.806695749849884
3164,5,320971,-0.0858717873614462,0.135061891448442,0.525321476398435
3165,5,321654,-0.0719013392259442,0.135663561842973,0.596446909200942
3166,5,324331,-0.0655915259475844,0.136278738648797,0.63059854040377
3167,5,328525,0.0564743193550492,0.134085452147884,0.673878840258734
3168,5,335406,0.122387085392129,0.13380455725195,0.360988973874227
3169,5,335771,0.0394049247976901,0.133563373269724,0.76814598783317
3170,5,336687,0.0395102987123561,0.133525457530851,0.76747977922653
3171,5,341045,0.155818610572407,0.134777751778774,0.248415877341794
3172,5,341262,0.125444861233679,0.133892169501282,0.349445592589841
3173,5,342707,0.157081279819517,0.133280045662374,0.239359045072741
3174,5,342848,0.105554934260961,0.134645972281997,0.433598532699831
3175,5,343502,0.107909899230982,0.134385392361186,0.422521810351509
3176,5,343588,0.0933387090508572,0.133575866693686,0.485156354535306
3177,5,346773,0.0722117596145445,0.136403570001308,0.596862235315716
3178,5,349449,0.0816855618560766,0.134576509784389,0.544252847687421
3179,5,350876,0.0526545033333524,0.134546545690801,0.695776238619034
3180,5,354177,0.0457565451098125,0.136671924413335,0.737981510827452
3181,5,357163,0.0247159641662918,0.135266868398111,0.855122603762733
3182,5,360584,0.098656956124359,0.134698608755064,0.464393744677238
3183,5,363025,0.0391222456656557,0.137685698874258,0.776468403296202
3184,5,365083,0.00084250778698014,0.134514502487845,0.995006161948234
3185,5,366361,-0.0370035007963019,0.134632315656453,0.783593363282673
3186,5,371014,0.0194585190808355,0.133892278942192,0.88453354543328
3187,5,371457,0.0539834560261608,0.136358021999446,0.69242167778941
3188,5,372989,0.133652774033372,0.136634889767621,0.328657875789095
3189,5,374614,0.0342937359931086,0.134714084919619,0.799205922380857
3190,5,377631,-0.0212489798108717,0.134987779966255,0.875008502079191
3191,5,378702,-0.0135651122220111,0.138231116088159,0.921881932984229
3192,5,378741,-0.0020727617462345,0.137530159352387,0.987983791953053
3193,5,379541,0.0672292974857723,0.135003721864705,0.618807476828658
3194,5,380460,0.0293383578629323,0.135471044663453,0.828672055093456
3198,5,382808,0.0944257811918834,0.135571522253184,0.486573127183806
3199,5,384156,0.048455965015014,0.137305677129688,0.724369721376774
3200,5,387695,0.148001685301182,0.134930137833825,0.273443113398268
3201,5,388185,0.100764409038258,0.136212319776243,0.459937384088566
3203,5,391916,0.168111905129692,0.134614187290318,0.212550267800384
3204,5,392497,0.120781465103873,0.135104038683537,0.371937113147987
3205,5,393006,0.197307491435979,0.134865014878276,0.144357220524991
3206,5,393290,0.165648224587291,0.134759774738499,0.21981135927668
3208,5,396266,0.160018058052652,0.135653716705023,0.238950973547157
3209,5,398009,0.107126733848256,0.135153046277739,0.428524185642552
3210,5,398644,0.0948667510866443,0.135098237498876,0.48301364998171
3211,5,401545,0.0647403261424165,0.134167549985776,0.629726148990838
3212,5,402468,0.131280143008198,0.134029780236835,0.328011254337632
3213,5,403529,0.0957485822939708,0.136115383884787,0.482247223043528
3214,5,405417,0.169534821505745,0.134545147273423,0.20848045143294
3215,5,406230,0.167222469663208,0.135333770395557,0.217417784845049
3217,5,407785,0.140969179685353,0.134284672736384,0.294538064205475
3218,5,409900,0.183633545901182,0.134638226845775,0.173466980700588
3223,5,417297,0.167810832459529,0.134589214058196,0.213283882503884
3224,5,419108,0.16210920576981,0.134449880678223,0.228732179727964
3225,5,421695,0.148018071663025,0.134648481647169,0.272389636915206
3226,5,422560,0.111545592554571,0.134020694678508,0.405801627487345
3227,5,424852,0.0666107563479452,0.133887477288852,0.619137114769273
3228,5,425327,0.0825866544556721,0.133646531340002,0.537007843970373
3229,5,427844,0.103923404332384,0.133877440778297,0.438116590663468
3230,5,430235,0.0840352360753815,0.135663662778012,0.536027401892587
3232,5,430883,0.103282763101827,0.133821548700689,0.440752383641234
3234,5,431369,0.1471705435237,0.134032161649623,0.272942352516096
3235,5,432378,0.138304732251304,0.137397435859146,0.314814868209456
3236,5,432587,0.159985615296825,0.13426408363711,0.234228765225969
3237,5,434634,0.141192129623885,0.133577218062619,0.291230954726722
3238,5,441308,0.153064698980544,0.134302001205649,0.255181854114569
3239,5,441594,0.147143378041097,0.133625713923076,0.271577022660788
3245,5,451448,0.221623228344185,0.134728411429535,0.100867619450205
3246,5,456087,0.0586666686862768,0.134335702848613,0.662583693179871
3247,5,458086,0.0226098282897794,0.134308859915637,0.866410608029928
3248,5,461234,0.0887546046776497,0.133395431362522,0.506261360209226
3250,5,463004,0.111453627957233,0.134515983399693,0.407917218661375
3251,5,465043,0.232995304326952,0.135146449205225,0.0855795655576118
3252,5,467724,0.170741029866838,0.133810905669751,0.202798904997953
3253,5,468076,0.124510090058496,0.134412461778623,0.354908173799107
3254,5,469078,0.0894077183073261,0.13511423579682,0.508582745242452
3255,5,469404,0.119583531674803,0.135665418079139,0.378669102626922
3256,5,475322,-0.00196012125056455,0.133791568269312,0.98831924000212
3257,5,475607,-0.000808401567530703,0.133630312627247,0.995176614272567
3258,5,475736,0.00595920838333791,0.133508046059176,0.964423024784185
3259,5,478715,-0.0664278243143445,0.135103832183895,0.623251313514291
3260,5,478932,-0.0413851430867285,0.135011448036938,0.759381390864829
3261,5,479996,-0.0662127192657908,0.134547859318374,0.622945525101307
3262,5,482003,-0.052161671437608,0.13392789095916,0.697159074231434
3263,5,482536,-0.00159091874933526,0.133956636897474,0.990530958626341
3265,5,484954,-0.0602348578118758,0.134088265592204,0.653550100226575
3266,5,486157,-0.0500602562350173,0.133892011479235,0.708714107028691
3267,5,486882,-0.0676983195308051,0.136788308446413,0.620969391797346
3270,5,487404,-0.0242696502226284,0.135306412592959,0.857751610715788
3273,5,489636,-0.0900594599723426,0.134040907035078,0.502099311077044
3274,5,490549,0.0601618765552443,0.133573006899552,0.652695334695199
3275,5,491806,0.00484035407237196,0.133432681641528,0.971083089271213
3276,5,491888,-0.0335579102633724,0.133843102219379,0.802172033087315
3279,5,499612,-0.0502448468638207,0.133452257183343,0.706771012312486
3280,5,502460,-0.0113044280546568,0.134470252457316,0.933051304333402
3281,5,504765,0.0372129819952459,0.13501488830612,0.783000202776819
3282,5,504884,0.0530665276017431,0.13444193285705,0.693290072543914
3283,5,509836,0.0763605273742968,0.135836781150037,0.57437119596341
3285,5,511350,0.0580686013994901,0.134765484043542,0.666814028407884
3286,5,512696,0.0420713513719394,0.135796178310703,0.756886367112565
3287,5,512931,0.0535128903195374,0.133926380799452,0.689715308896082
3288,5,514582,0.0437805752499459,0.133978821548926,0.744033736631955
3289,5,515315,0.0337729074969165,0.134033739589259,0.801208432277567
3290,5,515397,0.0546920408128597,0.1338868786005,0.683158423268793
3291,5,515950,0.0616467647435863,0.133878318563111,0.645463415658056
3292,5,516091,0.0491922144484714,0.133722700760926,0.71319262798511
3293,5,518207,-0.00882973007925708,0.133917695279463,0.947467691881227
3294,5,518275,-0.000808642034387186,0.133542009245006,0.99517198919993
3295,5,519067,0.0544118673847797,0.13420293992154,0.685396296342419
3296,5,522215,0.0412625032964159,0.134126700210192,0.758539038067223
3298,5,523232,0.0724777980264018,0.135974754907948,0.594352417453898
3299,5,524247,0.117870144430053,0.135013118561255,0.383241644890601
3300,5,524532,0.146265636456916,0.13398261541101,0.275719965275536
3301,5,524625,0.162255560363275,0.133909093316905,0.226443665910337
3302,5,525863,0.0516353129099983,0.134286131200389,0.700826769692101
3303,5,526004,0.0746550487469564,0.134108186301909,0.578100331347398
3304,5,526007,0.0846556115477606,0.134050883468497,0.528110289801139
3305,5,529382,-0.00108223811091454,0.134439429527334,0.993581641862069
3307,5,532205,0.0332838974726496,0.134557620663884,0.804775017935077
3308,5,532256,0.0308695981973493,0.13362021845449,0.817429297479944
3309,5,533988,0.0378729231829447,0.133793325292043,0.777288835938411
3310,5,535074,0.0451184473879225,0.133966953615865,0.736476939714622
3311,5,537503,-0.0480509127288558,0.134006523060525,0.720130059597107
3312,5,538956,-0.0461483650022459,0.134485642355262,0.731692024988561
3313,5,540169,-0.0799606468415672,0.133585699303686,0.54984228026329
3315,5,540682,-0.0378457748391107,0.134987253373735,0.779361301389893
3317,5,542346,-0.00380224851720146,0.133934256277881,0.97736800599566
3318,5,542361,-0.0116770720842565,0.134370550595773,0.930798667845245
3319,5,543103,-0.00435564549996742,0.134371787944326,0.974159515403825
3321,5,545826,-0.0694763952557255,0.133781719037847,0.603858512167864
3322,5,546667,-0.11750628860756,0.133788305106491,0.380378271977285
3323,5,547620,-0.128360440961252,0.133658322304068,0.337530139149516
3325,5,548310,-0.132064679259742,0.134750770436554,0.327724631966531
3326,5,548459,-0.156919189499214,0.13560964270345,0.247998031375473
3327,5,548843,-0.14250632369459,0.133414888265842,0.286185429942768
3328,5,549055,-0.153360018635627,0.133403990339191,0.251090654034441
3329,5,549248,-0.158815807220118,0.13390049479089,0.236391045876888
3333,5,550708,-0.243771996649144,0.135092588857388,0.0720081253470273
3336,5,551776,-0.2284528401228,0.133365366424641,0.0875933938086061
3337,5,552218,-0.270141886566646,0.134142863983046,0.0447849761341154
3338,5,553130,-0.25103734621633,0.135441991583798,0.0646495363588531
3343,5,555454,-0.203001258574534,0.134091719953995,0.130946391706084
3344,5,555973,-0.194746620282625,0.133936208481062,0.146827828428298
3345,5,557406,-0.210220183128865,0.133488562989118,0.116194246460942
3346,5,557772,-0.180588648785766,0.134376660977392,0.179844201501821
3347,5,558324,-0.234877663047703,0.133193551838334,0.0786928802869232
3348,5,558514,-0.237021219846615,0.133998247501524,0.0777843826413357
3349,5,558549,-0.242940927158338,0.133584243584825,0.0698144510552578
3350,5,559378,-0.255141779821477,0.132815990264944,0.0555346873969056
3351,5,560042,-0.316094130989757,0.133205821218945,0.0181804778843514
3352,5,561145,-0.320540878506626,0.132793188189466,0.0162939858266999
3353,5,561154,-0.314553917385045,0.133041146672267,0.0186031330940297
3354,5,561160,-0.314553917385045,0.133041146672267,0.0186031330940297
3355,5,561163,-0.314553917385045,0.133041146672267,0.0186031330940297
3356,5,561166,-0.314553917385045,0.133041146672267,0.0186031330940297
3357,5,561193,-0.325485735201239,0.135380692842742,0.016721403915999
3370,5,561430,-0.293358176326489,0.134834130758279,0.0302408144991012
3396,5,561906,-0.331490989590554,0.132543324078043,0.0128367433560493
3397,5,561915,-0.327600513096426,0.132398797141543,0.0138173985130446
3398,5,562065,-0.294055093275303,0.133251046022586,0.0279729644787515
3399,5,562072,-0.273205392752698,0.133267565475204,0.041097676408553
3400,5,562097,-0.285808233065094,0.132784959456118,0.032042141493609
3402,5,562116,-0.291944415815191,0.13257151845243,0.0282997523296475
3403,5,562155,-0.276313284020609,0.133378931716247,0.0390248374849134
3404,5,562173,-0.292826182710936,0.133326315326198,0.0287194700978885
3405,5,562264,-0.281776822835544,0.133012188067358,0.0348369883303401
3406,5,562359,-0.293297466334893,0.133501998290347,0.0286733254327045
3407,5,562436,-0.288768324846187,0.133506257780649,0.0312153124578946
3408,5,562451,-0.298601921674237,0.133264247746737,0.0256685324391149
3409,5,562473,-0.290151708284366,0.133521470005537,0.030439449185391
3410,5,562513,-0.305579324447242,0.133451993494862,0.0226219914184882
3411,5,562518,-0.287690136413757,0.133332227676741,0.0316257568179297
3412,5,562560,-0.292087344625573,0.132923617553434,0.0286405144023473
3413,5,562570,-0.29635980528362,0.132719417538494,0.0261766512490919
3414,5,562582,-0.300660449545511,0.132895014471028,0.024280627240265
3415,5,562610,-0.292766378320771,0.132944934320452,0.0282999458054298
3416,5,562667,-0.306882401295909,0.1325393536298,0.02116347531741
3417,5,562683,-0.304932438213495,0.132759955146669,0.0222110278161705
3418,5,562774,-0.30094828800726,0.1331302742553,0.0243953828758298
3419,5,562846,-0.279390944155246,0.134784093339733,0.0389088625540323
3420,5,562873,-0.301945266105303,0.135342481010921,0.0263106748027462
3421,5,562888,-0.303443885941954,0.134144333932281,0.0243006357691047
3422,5,563005,-0.292230353380475,0.133956074249131,0.0298027924190285
3423,5,563017,-0.281235900581992,0.134592149413509,0.0373744479550469
3424,5,563018,-0.28901166630204,0.135194916828609,0.0332242413830642
3425,5,563074,-0.292805883551495,0.135500610973256,0.0313736875564035
3426,5,563104,-0.303814574682484,0.134667556956309,0.024679989174633
3427,5,563148,-0.295446574549427,0.133903431151202,0.0279983571850613
3428,5,563174,-0.320362176174017,0.134685493804902,0.0179101435516751
3429,5,563257,-0.275600903139681,0.135897484308992,0.0433102481218937
3430,5,563299,-0.274688181334323,0.134129779684418,0.041306504588023
3431,5,563318,-0.30852095066438,0.134210253375612,0.0221005891498856
3432,5,563324,-0.3271748970032,0.134243606832342,0.0152958589021063
3433,5,563344,-0.302314455862992,0.134803626191529,0.0255409418094203
3434,5,563347,-0.315994406066688,0.13484500634487,0.019663819536627
3435,5,563348,-0.306531402040793,0.134827801786492,0.0235960154667989
3453,5,563747,-0.291652093833005,0.133512209414995,0.0295858074624371
3454,5,563755,-0.302120020990187,0.132949600586363,0.0236607517672971
3455,5,563781,-0.300246568921519,0.133134762636113,0.0247322993222854
3456,5,563837,-0.28868110018368,0.134374756181759,0.0323676024943422
3458,5,563866,-0.32921979612286,0.134998127378742,0.0152325195101557
3459,5,563882,-0.291135116607518,0.134784551198621,0.0314450732797501
3460,5,563899,-0.263717527922892,0.135084044989748,0.051698996634222
3461,5,563908,-0.263717527922892,0.135084044989748,0.051698996634222
3462,5,563929,-0.245306597358291,0.135042657092079,0.0701398879538152
3463,5,563964,-0.295448204445757,0.132957955145346,0.0269087365077312
3464,5,563970,-0.290276219234405,0.132645287889197,0.0292979574538466
3465,5,564006,-0.304580019901567,0.132869727643055,0.0224749963593458
3466,5,564048,-0.295293120252553,0.133263669941264,0.0273387438954108
3467,5,564065,-0.286589527586273,0.132957514781337,0.0317984452121819
3468,5,564074,-0.295639848585365,0.132926919211265,0.0267753054127662
3469,5,564097,-0.29237496459514,0.133281896068247,0.0289115014173128
3470,5,564135,-0.273891000384602,0.133393084243083,0.0407836031871641
3471,5,564147,-0.281245387215236,0.1339031220292,0.0364058151150415
3472,5,564195,-0.27974631855291,0.133901165911122,0.037405377234277
3473,5,564197,-0.27974631855291,0.133901165911122,0.037405377234277
3474,5,564206,-0.325086930217689,0.134387199015236,0.0160668851742276
3475,5,564212,-0.326018485020707,0.133994207947061,0.015466947457407
3476,5,564236,-0.302243696205326,0.133240988507773,0.0239083600078285
3477,5,564252,-0.297270984378175,0.134769896051734,0.0280441539521996
3478,5,564265,-0.294543538309011,0.134401363380254,0.0290669290748073
3479,5,564272,-0.299127125079069,0.134564512784951,0.0268535582373883
3480,5,564298,-0.29066973331322,0.134250730459977,0.0310475347053083
3481,5,564300,-0.292860139156155,0.134221907994106,0.029775126273786
3482,5,564304,-0.292860139156155,0.134221907994106,0.029775126273786
3501,5,564535,-0.296802141364537,0.134812777773655,0.0283409473750944
3505,5,564590,-0.310584172121845,0.135690386628156,0.0226741872488562
3506,5,564680,-0.252780629129672,0.135419402230309,0.0627793529806741
3532,5,565093,-0.279564602229477,0.133202413078556,0.0365449217066396
3533,5,565120,-0.294822375428031,0.133492482764437,0.0278493025608336
3534,5,565122,-0.298892609066256,0.133673286200495,0.0259766375494055
3535,5,565125,-0.298892609066256,0.133673286200495,0.0259766375494055
3536,5,565208,-0.269946820474452,0.133821685726934,0.0444298224366122
3537,5,565243,-0.277924540800889,0.133390893347048,0.0379215079559493
3538,5,565254,-0.291987326116528,0.13383797060498,0.0297946541936521
3540,5,565293,-0.255270658808901,0.135806664034567,0.0609775877367642
3541,5,565315,-0.269846474156132,0.135525446685278,0.0472389201065612
3550,5,565448,-0.219183851823068,0.136030153346676,0.108010538701302
3551,5,565475,-0.265956580257526,0.135951911162283,0.051223370279468
3552,5,565507,-0.276930647052173,0.135290003415997,0.0414039270289299
3553,5,565512,-0.291083826322962,0.135409874268501,0.032262022546941
3555,5,565639,-0.294589207438152,0.132963354518637,0.0273587500939638
3556,5,565651,-0.290778412459334,0.132813783186814,0.0292242619047862
3557,5,565675,-0.294943416983096,0.13275592806676,0.0269374482374082
3565,5,565834,-0.276865747517256,0.135691268397161,0.0420532742584165
3585,5,566542,-0.304779206014468,0.134915888388026,0.0244909782873075
3586,5,566565,-0.282803834320949,0.134272039030981,0.0358924980496901
3587,5,566568,-0.282803834320949,0.134272039030981,0.0358924980496901
3588,5,566580,-0.283446904515695,0.134078145917208,0.0352124827547731
3598,6,16905,0.200613964075702,0.133547450300811,0.133941430398076
3599,6,18881,0.261329457635964,0.134421497931669,0.052677013670402
3603,6,22804,0.223700699033984,0.13324804734245,0.0940702731622613
3604,6,23172,0.235609924895744,0.134721457087609,0.0811831592545569
3605,6,23564,0.196609515494228,0.133547304859872,0.141855490848441
3606,6,26594,0.168062211837736,0.133708697001,0.209610727235879
3611,6,27767,0.208713808613805,0.13406687373245,0.12041669567036
3612,6,28811,0.138938542027789,0.133758762371153,0.299643707101161
3613,6,28916,0.128983028284946,0.133602675603456,0.334994158839969
3618,6,30322,-0.157975116749378,0.133150957856896,0.236247976472486
3621,6,32438,-0.156645585469224,0.135046720068877,0.246858689634369
3622,6,35840,-0.124393290156276,0.134774703181401,0.356652171639702
3623,6,36181,-0.142004631998395,0.133743269734533,0.289065837788015
3624,6,36236,-0.124311736925545,0.134171516879186,0.354812129414976
3625,6,38641,-0.162442320728206,0.134442258516754,0.227752873277824
3626,6,39419,-0.195499155714993,0.134964532273916,0.148358647572862
3627,6,39566,-0.197555391055534,0.133441391289114,0.139640980619739
3628,6,39609,-0.182225594459214,0.133532875396285,0.173232429391964
3629,6,40630,-0.161122103948171,0.133203283045038,0.227243555666646
3630,6,41068,-0.145498287462131,0.134188318946095,0.278978753679979
3631,6,41221,-0.155581448312451,0.134042689042154,0.246554022192296
3632,6,41296,-0.108454157962288,0.133760144656618,0.418020691429794
3633,6,41435,-0.164077377269052,0.133671699285603,0.220465664375279
3634,6,41573,-0.152731857464426,0.133294365504202,0.252644234018868
3635,6,41626,-0.166404361227738,0.133833845390793,0.214558380742937
3636,6,42992,-0.113039868684301,0.133612939237928,0.398111997934885
3637,6,45282,-0.0919422583357663,0.133389315101965,0.49110145011675
3638,6,45815,-0.0661250374211694,0.13363451977301,0.621034992318347
3639,6,47290,-0.130578947947468,0.1335676350837,0.328929737932773
3640,6,48282,-0.0360256012153749,0.133419152633706,0.787304026949629
3641,6,48919,-0.0571912653071744,0.135072269019133,0.672252299675414
3642,6,48921,-0.0704299806216074,0.136235031960322,0.605498002669004
3643,6,50414,-0.0494842332947789,0.13458113952157,0.713324234774571
3644,6,50685,-0.0625544172503369,0.134520563936368,0.64220563648261
3645,6,50825,-0.0395102421039467,0.134352321660654,0.768870119017667
3649,6,51526,-0.0637102682210456,0.134619092513705,0.636317905427957
3650,6,51781,-0.0788695680601733,0.134277510003812,0.557335803096471
3651,6,52550,-0.110535849417995,0.134023064647955,0.410069110473094
3652,6,53989,-0.0917057881821502,0.133579070773938,0.492830846406838
3654,6,54932,0.00788701477845288,0.13629264681482,0.953886329084651
3655,6,55876,0.00758625205806607,0.134499953160839,0.95505237515633
3656,6,56091,-0.00319776743890943,0.134727420745127,0.981077327307764
3657,6,57460,-0.0864184605257131,0.134073256153573,0.519630014889383
3660,6,62743,-0.12664952875773,0.134730798090944,0.347850528208502
3662,6,64449,-0.0622982062297383,0.134327860390395,0.643093187436378
3664,6,65125,0.0301243458303252,0.137016583560452,0.826107958025692
3665,6,65133,0.028716962936104,0.137185672223296,0.834312031226109
3666,6,65183,0.034359518920117,0.134181209869636,0.79804745924657
3667,6,66460,0.075178306424765,0.134667017452566,0.577025330178509
3668,6,67184,0.0474032621836155,0.134680179225848,0.725071451783881
3669,6,71471,0.0540654769361945,0.135226280136021,0.689534694220324
3670,6,71997,0.0993979972019726,0.135770193150637,0.464590437925693
3671,6,72514,0.0622575126953123,0.135863807519045,0.647065786141226
3673,6,73433,0.111964788210911,0.135510558129916,0.409223775873841
3674,6,74406,0.0137698834543426,0.13466302981192,0.918612832026347
3676,6,74913,0.0234285519797665,0.134183615244317,0.861493501120728
3677,6,75397,-0.0567290124215568,0.135347785124806,0.675372302931035
3678,6,76427,-0.174180684030715,0.134180678609287,0.195098563825014
3681,6,76526,-0.185552947396785,0.136989212134826,0.176440776612802
3682,6,78316,0.0313406052445762,0.135149591080663,0.81675341803498
3683,6,78381,0.0284835128138894,0.135128521513355,0.833174085533892
3684,6,78862,0.0133813138551202,0.135190685428297,0.921209512168091
3685,6,78907,0.0182187361480144,0.134989034892105,0.892716814735146
3686,6,79638,0.0679380073339645,0.135088638971784,0.615338156934301
3687,6,79955,0.027464972067647,0.135373567215464,0.839343505392641
3688,6,80725,0.0596725277213812,0.134477009590189,0.657504052293501
3689,6,80860,0.0777283032527537,0.134783914627417,0.564517602600047
3690,6,83761,0.0443337930649199,0.134864611045762,0.742556108359779
3692,6,88005,0.108299048310973,0.138645100507789,0.435252962950445
3693,6,88006,0.0935148676030455,0.138249552007708,0.499216494943836
3696,6,88398,0.0533022312914291,0.136942155219242,0.697339432995502
3697,6,88475,0.0408288664776409,0.135926706624521,0.76406861109413
3698,6,90318,-0.0706209061106101,0.134461983574126,0.599766272021784
3699,6,91505,-0.00886648506548582,0.135050309581742,0.947691097857773
3700,6,91959,-0.031978814271413,0.136461662002314,0.814854684704365
3701,6,92208,-0.00678414711422104,0.134910749253724,0.959922772473452
3702,6,95448,-0.11772930086711,0.136627788494775,0.389449112571611
3703,6,95468,-0.0943205375993112,0.136689401242192,0.490625270832633
3704,6,95926,0.0814176023290495,0.135180908705813,0.547370285738495
3708,6,98879,-0.154948390952199,0.136482991313458,0.257022190730693
3710,6,101306,-0.197016322096033,0.134001929764704,0.142384829494234
3711,6,101424,-0.133703329376922,0.134622685464382,0.321306984928274
3712,6,101439,-0.132436012124763,0.135313021985199,0.32837967022396
3713,6,101478,-0.17309281657009,0.135182930174551,0.201233258073498
3717,6,106653,0.0213607955992627,0.134805848255433,0.874188098514066
3718,6,107478,-0.0810065405019132,0.133887259792475,0.545544169874064
3719,6,107527,-0.081036051193269,0.133785512072331,0.545092477705618
3722,6,111711,-0.0368702975578906,0.134397265093305,0.783985238529161
3723,6,114692,-0.0198208610599058,0.133708310842607,0.882238354046203
3724,6,114714,-0.00457393554073077,0.133712250967407,0.972731176738854
3725,6,115037,0.03548124900675,0.135145602341948,0.793057603198099
3726,6,116654,-0.119749983979758,0.13338982978547,0.369933672274843
3728,6,119386,0.0394641671176051,0.134577613689681,0.769507462415503
3729,6,123079,-0.000350413547175465,0.134878758179501,0.99792857445801
3730,6,146131,0.0202774480068834,0.135469165848108,0.881100105824562
3731,6,151731,-0.0106533658261769,0.134150932666508,0.936748903770319
3733,6,157270,-0.020701466301261,0.133743791787138,0.877079670791672
3734,6,158136,-0.00033214835437706,0.136067217676134,0.99805369608563
3735,6,158910,-0.0438560953531761,0.13348801579127,0.742698536255843
3736,6,162526,-0.0686361265990588,0.134107707589244,0.609112039568789
3737,6,163117,-0.0318535789364033,0.134358082137148,0.812732456258784
3738,6,163321,-0.0654536860493801,0.133540712503799,0.624339107462085
3739,6,163435,-0.0254044620100304,0.134201781447779,0.849966111723606
3741,6,166074,-0.0690029235853251,0.134501958538024,0.60825444007698
3743,6,167198,-0.104514162483088,0.13401118358661,0.435977418674855
3750,6,168223,-0.0350871998483313,0.134465064932896,0.794291593853731
3753,6,168572,-0.0648401842424062,0.133836979657676,0.628351839738889
3754,6,173904,-0.235371627037865,0.134616350862621,0.0812532672499457
3755,6,175273,-0.150802245991518,0.13367777292907,0.26004272101062
3756,6,178778,-0.133333211377195,0.133902501523396,0.320054438667212
3759,6,180643,-0.149113325513114,0.133721350886596,0.265564074042268
3760,6,183039,-0.0473969734715232,0.134165694582103,0.724095461728432
3761,6,183936,-0.0426312069156193,0.134132940587291,0.75080332184933
3762,6,184860,0.00835836095258918,0.13399091890731,0.950295482610455
3763,6,187264,-0.0105753983485611,0.134044610900781,0.937161147694064
3765,6,188423,-0.000960118774653684,0.135532700720768,0.994351804571938
3766,6,188938,0.0112467542670106,0.134696012879621,0.93350344791623
3767,6,189863,-0.00513165236493568,0.134166760542452,0.969511321404903
3771,6,192593,-0.0051461881349425,0.135250070605255,0.96966977949569
3772,6,193272,0.0351552221367719,0.133883209828542,0.793026520766352
3773,6,193671,0.00973895964148275,0.134532834923921,0.942331785640023
3774,6,199005,0.140918604499278,0.134134646620373,0.294172168904464
3775,6,199448,0.15211495153104,0.136936837350783,0.267393173480891
3776,6,201624,0.133783124689483,0.135786319872402,0.325177351142302
3777,6,201882,0.130334767759067,0.134298991109098,0.33247072739975
3778,6,203342,0.115230353638039,0.13472300339777,0.392957968246735
3779,6,204006,0.093747363936883,0.133503448052292,0.483011396515674
3780,6,204440,0.129147750704933,0.133535671759536,0.33413595554113
3781,6,204681,0.104630568573851,0.133316668106642,0.43308117814334
3783,6,208815,-0.0939837846635654,0.133486144871621,0.481852461062487
3784,6,208850,-0.0572700275348473,0.13392834074728,0.66919076815319
3786,6,211447,-0.110949562274383,0.133285418863919,0.405734231506771
3787,6,212247,-0.0370190353289149,0.133565306949714,0.781819053270268
3788,6,214251,-0.0373770012548306,0.134155484364575,0.780707606510798
3789,6,216365,-0.0397145628944681,0.134281590074554,0.767590457627887
