SNP,Chr,Pos,Effect,SE,ERV25_PIS1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1642,4,179480,0.0849791512967067,0.121341654545871,0.484182805723072
1643,4,179651,0.101811393589946,0.12133688363323,0.401992085353467
1644,4,179674,0.0333245368131209,0.123359942199148,0.78720989988939
1645,4,179696,0.0921319575846462,0.121123298450153,0.447376283250507
1646,4,179726,0.0802394197469108,0.121031973347207,0.507788499416235
1647,4,179806,0.0802394197469108,0.121031973347207,0.507788499416235
1648,4,179890,0.0380708332832504,0.121104731942037,0.753431151005718
1649,4,180004,0.0128249085396953,0.121995303260764,0.916335339856432
1650,4,180086,-0.0282807578811332,0.121104656019911,0.815490446472879
1651,4,180121,-0.125818348500717,0.123367826734719,0.308491628234113
1652,4,182380,-0.0465143108538061,0.121606123335724,0.702320913631857
1656,4,192266,-0.0129311225548815,0.124027767299982,0.917022310946674
1659,4,193794,0.0291712562682558,0.122312089596406,0.811632828284495
1660,4,193943,-0.0877704688148779,0.12261713059725,0.474582398990037
1661,4,195122,-0.103063948488219,0.122277084665302,0.399870688937487
1662,4,195463,-0.0559376509443216,0.12098446799534,0.644112339017017
1663,4,195795,-0.0650443706640723,0.121301219300938,0.592142930933457
1664,4,196790,-0.0664114405929058,0.121299120822988,0.584380285615128
1665,4,198420,-0.0157575534185711,0.121283134341765,0.896700795988063
1666,4,199642,-0.00952990404984955,0.121709018302412,0.937633207757839
1667,4,203027,-0.00967946216393462,0.121424828987306,0.936508564121054
1668,4,204037,-0.148617915721028,0.12132227955094,0.221397816958977
1669,4,205977,-0.138585545550273,0.122099345286421,0.257135844382423
1675,4,211091,-0.0730300561732774,0.124979452656732,0.55936718090786
1676,4,211612,-0.079758858482232,0.122157412268023,0.514233689114452
1679,4,213169,0.01684240089638,0.122247585554249,0.890498477256769
1680,4,213950,0.02052017228591,0.122060011089851,0.866588741033637
1681,4,217566,0.054183674080582,0.12228794300984,0.657977315456186
1684,4,219124,0.0557362418638468,0.122127166730496,0.648398319094097
1686,4,220692,0.0557026646632094,0.122562668234869,0.649760474433451
1687,4,221261,0.0317841590884342,0.122869344081553,0.796030928643269
1689,4,222510,0.0521865220808329,0.123184566036958,0.672082766862142
1690,4,223039,0.0294050106559161,0.123454101926884,0.811875210747819
1691,4,223328,0.0611735292600573,0.123593187807308,0.620937170337038
1692,4,223356,0.0847921628783195,0.12421429628683,0.495289620122325
1693,4,224819,0.0552620351978095,0.123601075860239,0.65507709133813
1694,4,224966,0.0594926697044853,0.124155455497867,0.632108096156859
1697,4,228580,0.0679756744133793,0.123949086493789,0.583752885207904
1701,4,234153,0.0682759638796773,0.123661311027527,0.581215074441141
1702,4,234536,0.0780503718203226,0.122900037514531,0.525792883254376
1703,4,238194,0.118739135854177,0.12533905067345,0.34411181736716
1704,4,242179,0.0947685760874174,0.124093358139095,0.445563464127112
1705,4,243657,0.0503429027053907,0.123186739514381,0.683028598824264
1706,4,248600,0.0737300539350597,0.122538685110167,0.547768076017598
1707,4,248779,0.0821692424933129,0.12288038068144,0.504128415931205
1708,4,249022,0.0977063175438195,0.1226078207033,0.426044075530594
1709,4,249864,0.081832207722998,0.123117660112025,0.506697665497127
1710,4,250515,0.103705494803047,0.122846284751545,0.399135476388435
1712,4,251719,0.075627690979316,0.12267898242126,0.537982901900576
1716,4,256985,0.078182458119002,0.122920896072112,0.525163293906115
1717,4,257828,0.0766904749413191,0.12339652935713,0.534674331289191
1718,4,259994,0.0640405288724872,0.123481038229744,0.60434622732748
1719,4,263044,0.0196579128689076,0.124120128864742,0.874249416646938
1720,4,264432,0.00716884330104728,0.122726443860213,0.953452559369737
1721,4,265022,0.00923733860527964,0.123074774667934,0.940213716405337
1722,4,267372,0.0250187504039616,0.122606213141169,0.838425946090665
1723,4,267844,0.0177237763409677,0.123432997206643,0.885905964390872
1724,4,268855,0.0177237763409677,0.123432997206643,0.885905964390872
1728,4,271787,0.0310573410357704,0.122959115793063,0.800737739782157
1729,4,274059,0.0396011168238952,0.123299978072515,0.748266334819912
1730,4,274409,0.0228608809450915,0.125030796779736,0.855026958039739
1731,4,274840,7.22503340572223e-05,0.12344573985579,0.999533344686131
1732,4,274870,-0.00279572962422592,0.122601415091263,0.98181997694942
1733,4,274922,0.00115933936129842,0.122744986066773,0.992469343600605
1734,4,274930,0.0495441272277201,0.122929903704983,0.687172004281052
1738,4,275180,0.0204907664523706,0.122722191033175,0.867490268610075
1739,4,275191,0.0158541876456202,0.122988416086382,0.897503880188307
1740,4,275289,0.025982728144732,0.123265718083489,0.833175631374142
1741,4,275562,-0.00824747291133232,0.124167141618777,0.947079182170923
1742,4,275637,-0.0561620861893559,0.124446323383308,0.652053587011794
1743,4,275645,-0.0190674806321667,0.125458980226601,0.879288121115583
1744,4,275715,-0.0377588208698774,0.124095880857357,0.761100460176411
1745,4,275721,-0.0619645994074771,0.123634955275097,0.616549821631063
1746,4,275859,-0.0494296606668929,0.1241958951474,0.690872586988744
1747,4,275865,-0.0503959211680145,0.123756214328233,0.684093735750086
1748,4,275877,-0.0288372269633013,0.123592886393885,0.815644810125262
1749,4,276015,-0.0547813721648702,0.123933634090049,0.658744081419588
1750,4,276066,0.0357660574215304,0.125521204650224,0.775856929630766
1751,4,276194,0.0185252652178434,0.123788519951483,0.881124226772283
1752,4,276201,0.0923335971800726,0.124946438776417,0.460406926556496
1753,4,276375,0.107875733474392,0.123139689893437,0.381602078797809
1754,4,276645,0.0383960491021629,0.126288601735177,0.7612810026716
1755,4,276806,0.0750257651967752,0.126668543036402,0.554028973189086
1756,4,276820,0.122063439167793,0.127480059787676,0.338965182885251
1757,4,276934,0.0792467114981152,0.126616213306545,0.531797303465125
1758,4,277129,0.074401121583364,0.127097146421606,0.558661002504483
1759,4,277137,0.0919241580205201,0.1278041039745,0.47245768350091
1760,4,277249,0.091042412625356,0.126212148767066,0.471175198958041
1761,4,277276,0.10189793636425,0.125246690024919,0.416435240008201
1762,4,277639,0.110162584871163,0.125608696585142,0.381066856426835
1763,4,277649,0.139313548595451,0.126093834348849,0.269981284958951
1764,4,277971,0.131740192821804,0.124954256538544,0.292463302385233
1765,4,278164,0.00243287775902523,0.12349139248409,0.984293192673046
1766,4,278914,-0.0306341472550917,0.12294737216752,0.803378283314905
1767,4,278971,-0.0781892788923177,0.123311612459642,0.526440067205463
1768,4,279037,-0.11513446763668,0.124001093175056,0.353785001260898
1769,4,280703,-0.0877671585303768,0.12471461029913,0.482056150089844
1770,4,280859,-0.163587756647476,0.124225385980816,0.1887389531356
1771,4,280934,-0.152586021966988,0.124414697050537,0.220854026252013
1772,4,282594,-0.158107601680297,0.12597872876683,0.210296604721497
1773,4,282713,-0.123325570530316,0.124429121602934,0.322300460111695
1774,4,283570,-0.0895904836681476,0.124020517272311,0.470536477259047
1775,4,283830,-0.0959534740764685,0.123833875679834,0.43894321712792
1776,4,285234,-0.0731302653240749,0.123933566934322,0.555516998683576
1778,4,285568,-0.0840034305094097,0.124552205667347,0.500470812210881
1779,4,287068,-0.101239222344542,0.125138702303425,0.419050832911541
1782,4,289631,-0.107731225486296,0.123598117776116,0.384005337226707
1783,4,289647,-0.120501826086105,0.123668252564264,0.330527290110563
1784,4,290003,-0.116057663000451,0.12394387523296,0.349721473687655
1785,4,290096,-0.0808960215399583,0.124933009047093,0.517719442762552
1786,4,291044,-0.0831075684700764,0.124257993500978,0.50404058781405
1787,4,291531,-0.0792455268655927,0.123201297768428,0.520499030450176
1788,4,292625,-0.0694784239965756,0.122825333833389,0.571978519265624
1789,4,292985,-0.102428675603398,0.125928031648532,0.416542436226053
1790,4,293190,-0.102428675603398,0.125928031648532,0.416542436226053
1791,4,293625,-0.0877297293212422,0.123403150907027,0.477603463039792
1792,4,294073,-0.0571548986574422,0.123818621454952,0.644651222921122
1793,4,294288,-0.0552808567775738,0.124379796848851,0.656988142255629
1794,4,294760,-0.0688642624308082,0.123327362755117,0.576934884253258
1795,4,297290,-0.0732396045518042,0.123429920219582,0.553313590416911
1796,4,297499,-0.0804625419740974,0.125251534365621,0.521025536331381
1797,4,297638,-0.0479748640125988,0.123247026929817,0.697320178715524
1798,4,297848,-0.0880658205265625,0.125023870538445,0.481653089232831
1799,4,298091,-0.0837176408184657,0.125039737766394,0.503596225960866
1800,4,299599,-0.0346126036131753,0.123089151534041,0.778722168795809
1802,4,300148,0.0427224504999681,0.123693795198414,0.730007825476055
1807,4,302611,0.00405609137739571,0.12470126980882,0.974070594916951
1809,4,303011,0.0444211991008476,0.123293300622781,0.718846628801369
1810,4,304549,0.034914353741675,0.124400714305892,0.779135304704452
1811,4,307387,0.0474546793100867,0.124388952723205,0.703060047000225
1812,4,308154,0.0229028665159507,0.125172420932153,0.854926168679937
1813,4,311231,0.035865526647479,0.123513322727015,0.771697737863705
1814,4,311787,0.0474052173306505,0.12393504871647,0.702320356931847
1815,4,312488,0.0345563620445204,0.124669052904919,0.781800484231082
1816,4,312611,0.0417031147467997,0.124663907088512,0.738182576092747
1817,4,314015,0.217137076576372,0.124145843293378,0.0811517868106189
1820,4,320017,0.217607599076636,0.125987605051332,0.0850039033484684
1821,4,320510,0.2286560989871,0.126713572941675,0.0720033233199349
1822,4,328073,0.268865861549295,0.123374878694122,0.0299730338975901
1823,4,331098,0.329166243525156,0.125038051473979,0.00884748399575337
1824,4,336922,0.325202018120979,0.122384493572833,0.00823690279916533
1826,4,351322,0.303847039264771,0.123518704904955,0.0143751277066038
1827,4,353020,0.316617062116634,0.123805487899193,0.0109638908452561
1831,4,356055,0.294923749154412,0.124854988808422,0.0187123898184048
1832,4,356492,0.283680346165264,0.123585174412233,0.0222946719570534
1833,4,356541,0.3007411617839,0.123434093903803,0.015325895984052
1834,4,356853,0.267423932169242,0.124163441551807,0.0319319432464718
1836,4,357632,0.250593100263013,0.123172893041987,0.0426499868048762
1837,4,357802,0.175343093547306,0.124216553311091,0.158950941798658
1838,4,362032,0.228759360912393,0.123625627829638,0.0650883796066327
1839,4,362199,0.217073876081351,0.123629221090368,0.0799819481437081
1841,4,363194,0.228667835610625,0.122961819297589,0.0637645918199009
1843,4,368078,0.142713582455569,0.122617907310847,0.24525522509618
1844,4,368457,0.0937016294196275,0.122875080628887,0.446225357509022
1846,4,369403,0.0754029242237886,0.122742346230682,0.539400442066386
1851,4,372110,0.120711343393591,0.124511738036916,0.332970721784425
1853,4,375688,0.148779129125504,0.123430289431017,0.228868003273333
1854,4,376511,0.209594951508508,0.121589574898823,0.0856212261602853
1856,4,380252,0.179311151389444,0.12133824462724,0.140358496069017
1857,4,382176,0.148954367136532,0.1208158258061,0.218431846036248
1858,4,383443,0.139454847724732,0.121607554900522,0.252256947460874
1872,4,384094,0.125777270725613,0.120798443052281,0.298487904796661
1874,4,384602,0.199565950392748,0.12198504434709,0.102733558624191
1875,4,384607,0.215951746312654,0.123048413689982,0.0801243096288036
1876,4,388305,0.208482106695529,0.120315773056507,0.0840061502843727
1877,4,388542,0.183174863837083,0.12022658676021,0.128508913423191
1879,4,390909,0.178618595941353,0.121075485404626,0.141032289023144
1880,4,397927,0.182334239469223,0.121407581081501,0.13403351987263
1883,4,404981,0.19309744835248,0.121967818530773,0.11427510104395
1885,4,405368,0.210560222614618,0.121504999868587,0.0839806052431147
1886,4,408981,0.209780035635794,0.120791316068207,0.083309931415246
1889,4,413957,0.185359873100062,0.12098279743995,0.126389096003576
1890,4,414243,0.0402325334865853,0.124041073377062,0.745866329488898
1891,4,415928,0.109765501691676,0.122209062786782,0.369702821796939
1892,4,419709,0.102272011437787,0.121204331537545,0.399353550746905
1893,4,420255,0.106619781287136,0.121217852035225,0.379689792490935
1894,4,421542,0.108285214387981,0.121092173231199,0.371803888280213
1895,4,422070,0.107623076975161,0.121724544467851,0.377215609112136
1896,4,422545,0.0743137570461314,0.121730591207946,0.541938537221104
1897,4,425689,0.0879944946354473,0.122025151752036,0.471314422455246
1898,4,425858,0.106799893407879,0.122689326559122,0.384623977379279
1902,4,428826,0.0968410027750757,0.120691623073196,0.422870839272852
1903,4,428861,0.0753715610824372,0.12142059967972,0.535166198947056
1904,4,433301,-0.0028885715173238,0.121326406195607,0.981018997976331
1905,4,433554,0.00472121241212461,0.120926224416837,0.968878902647681
1906,4,434256,-0.0072568256039496,0.121073136712056,0.952239301203472
1907,4,434351,0.01078503352841,0.120748917578678,0.928879962913488
1910,4,442926,0.0200733762633049,0.120910312441119,0.868237256704424
1912,4,445208,0.041847993033178,0.121070514419009,0.729811846197267
1916,4,450801,0.0443089555076906,0.122442741466825,0.717662034816533
1917,4,451837,-0.0175899062558919,0.121241990513695,0.884729739587304
1920,4,454081,-0.0837360970367756,0.120825228869866,0.488743370863061
1921,4,454191,-0.119558322226667,0.121267776458671,0.324855747144505
1922,4,454676,-0.138641822562748,0.120555077832902,0.250910476282207
1923,4,454817,-0.122222665731944,0.120808779190272,0.31237278671908
1924,4,454913,-0.129452091773929,0.120447073507804,0.283214794320716
1926,4,455170,-0.0635438235452227,0.12096330044015,0.599694097828129
1927,4,458042,-0.0946481814035202,0.12065847241739,0.433313645661082
1928,4,458282,-0.107336608550399,0.120768533150721,0.374726774251182
1929,4,458401,-0.102606268921025,0.121827851649385,0.400233153959999
1930,4,461656,-0.148401963525546,0.121538442079029,0.222889949513522
1931,4,461812,-0.119377096222307,0.12090883674515,0.324156437335823
1932,4,462685,-0.0469217022877458,0.121896233440763,0.700519970891086
1933,4,463276,-0.00176217051122031,0.120750245587589,0.988364717406412
1934,4,463970,-0.0618791559420004,0.121076896658437,0.609619299642844
1935,4,464078,-0.0291718351882311,0.121409229775076,0.810255064835348
1936,4,464336,-0.0427605715946384,0.121054276287542,0.724123339729984
1937,4,464368,0.0131935763172782,0.120668486710312,0.912997025939367
1938,4,466223,0.0147676104065033,0.121263267271121,0.903141440537913
1939,4,466334,0.0764637126165454,0.121382849795078,0.529142447079814
1942,4,472918,0.0422475811854052,0.122126748899501,0.729599707828588
1943,4,473492,0.122259849330709,0.121535995919578,0.315125844794309
1944,4,473912,0.159439392303469,0.120474591144209,0.186549732003051
1945,4,474265,0.190277195125774,0.121562361797117,0.118416992183423
1946,4,474320,0.169781813974374,0.122637746815929,0.167105229590868
1947,4,474321,0.208620205827402,0.121373898898406,0.0865233908352644
1948,4,474625,0.267063664705636,0.122279535996126,0.0296167633297853
1949,4,474628,0.244750399895583,0.120963977069626,0.0437920057851274
1951,4,476181,0.198292270251263,0.121513284414474,0.103601403606237
1953,4,476833,0.179803487316204,0.122371365154892,0.142634882309024
1954,4,478092,0.179204644557273,0.121819894760916,0.14216513481635
1955,4,479557,0.146504951135553,0.121688871722797,0.229423097752003
1956,4,480076,0.146504951135553,0.121688871722797,0.229423097752003
1957,4,481074,0.177745755074322,0.121295011422969,0.143701829358296
1961,4,485199,0.157882758227662,0.121680940419307,0.195301570738868
1962,4,485454,0.153766592960401,0.121423870540938,0.206218461724718
1963,4,487562,0.16190343133165,0.121255631702545,0.182663425710485
1965,4,491790,0.197873414456924,0.12139839056279,0.104003819242452
1967,4,493748,0.199013077030171,0.120758853570178,0.100238182371951
1968,4,495614,0.212573484020804,0.120552610490756,0.0787107352358185
1969,4,497124,0.182053737772281,0.120861652008459,0.132884846934191
1970,4,497529,0.220647309521027,0.122330590662323,0.0721312733665452
1971,4,498734,0.184877019388388,0.121723815774211,0.129701970166628
1972,4,499794,0.218970990783975,0.12002262183059,0.0689346372406764
1973,4,501469,0.211426248067423,0.120733860432591,0.080784121849243
1974,4,504047,0.145131929858027,0.120827084198621,0.230496794987942
1975,4,504419,0.262727247422457,0.120657960097631,0.0301084192117922
1976,4,512749,0.256660558230064,0.120300623019687,0.0335733332885023
1991,4,523964,0.236096991546948,0.120077440653824,0.0500580667604924
2027,4,538866,0.258652238135625,0.120121097271864,0.0319749348071981
2028,4,539688,0.212890424008221,0.120895111325667,0.0791124171176
2030,4,542062,0.218585175477855,0.12051348880732,0.0705602904011092
2033,4,544372,0.245946945806561,0.120536871014907,0.042051303221716
2034,4,546036,0.282720745160584,0.120483103978139,0.0194999857857608
2035,4,546402,0.247284821157803,0.121579016422094,0.0427046356140758
2037,4,547460,0.318273623532077,0.119694579663772,0.00819313728491432
2041,4,548101,0.227270687778796,0.121360590526833,0.0619376772806609
2042,4,548356,0.105476838038577,0.121138687415642,0.384503478986988
2043,4,548896,0.0891076495303128,0.12296923880622,0.469156822181069
2044,4,549461,0.109267611499251,0.123074507586515,0.375243838183968
2045,4,551365,0.106606665398199,0.123343740268453,0.388007047292113
2048,4,554056,0.104414490794952,0.122521315422726,0.394672634406495
2049,4,554792,0.13622238002667,0.121086499104193,0.261353143532691
2050,4,558812,0.132340857160575,0.120868683267807,0.274300657746022
2051,4,559258,0.179559543094873,0.121110359126895,0.139069992776118
2055,4,562709,0.169361290699817,0.120755020043923,0.161638948054131
2056,4,563928,0.125055311607926,0.120758465185456,0.301106012387625
2057,4,564066,0.157030808567632,0.121651677271457,0.197609736895202
2058,4,565447,0.161023626892351,0.120610915676967,0.182714826442343
2059,4,567144,0.119026022643546,0.120409252589478,0.323578906245883
2060,4,567417,0.0977553922854761,0.12218257142175,0.424204619444538
2064,4,571075,0.0697347855277542,0.120903905899743,0.564456643429634
2065,4,572183,0.048782774687796,0.120932993717516,0.68690791370736
2066,4,573409,0.0628650998126263,0.121237945108021,0.604415778058147
2067,4,574801,0.071439512259433,0.121542730489211,0.557060602883903
2068,4,575378,0.0557011653056815,0.120607548981832,0.644481888119841
2069,4,575468,0.0712739304911846,0.120901363258906,0.555888731039761
2073,4,576758,-0.00157567688605179,0.122536868753991,0.989747710250162
2074,4,577415,0.0665514186504937,0.120618530091677,0.581467936753659
2075,4,577658,0.0113202914145261,0.122495707662583,0.926421714642802
2076,4,577740,0.0577455869597293,0.120787286724569,0.632891542222251
2077,4,578506,0.0590420887379389,0.121573233674452,0.627516356658713
2078,4,578512,0.0254741428165754,0.120953264373276,0.833311993400572
2079,4,579070,0.0925343228847336,0.12099080073643,0.444898873856518
2080,4,579494,0.0223208836369896,0.122994612820775,0.856096128771398
2081,4,579699,0.0560873854232129,0.121728987595666,0.645257258706151
2082,4,579809,0.100655892841775,0.121694524475579,0.408728192972851
2083,4,579869,0.0676570308184271,0.120522008179764,0.574903839363005
2084,4,580657,0.0803888855742449,0.121092181341368,0.507209938869165
2085,4,582525,0.0566969521489765,0.12266897628747,0.64422643091522
2086,4,584486,0.00541682436718888,0.12081461513404,0.964263512138514
2087,4,584912,0.0129803313448377,0.12105358290452,0.914669032663527
2088,4,588662,-0.00609106474156465,0.122918639373082,0.960506125129025
2090,4,590025,0.0177837457422346,0.121768730007589,0.883969022152329
2091,4,590826,-0.00614889371691502,0.121566824078249,0.95968852125144
2092,4,590885,0.00474206661293097,0.123402855161778,0.969368536082059
2093,4,590984,0.00330872263414761,0.121709947829178,0.978327294402917
2094,4,591356,0.00702834358424265,0.123367057626625,0.954600536535846
2095,4,591435,-0.0111665123199818,0.12212043246929,0.927196016410279
2097,4,591983,0.00826895886344947,0.122258957231156,0.946114652732604
2100,4,592839,-0.0223019736402608,0.124287476574311,0.857696258803066
2108,4,593676,-0.029148803087246,0.122279512316373,0.811725881274501
2109,4,594369,-0.01549057055035,0.121350704965093,0.898497649098255
2110,4,597710,-0.0118004130203837,0.1219691412555,0.922980496872704
2111,4,598800,-0.0193908661169889,0.121838277387909,0.873639745886106
2112,4,600513,0.0592395768453122,0.121556453914038,0.62631842045076
2113,4,604043,0.0918558637799826,0.12115373626206,0.448851453225403
2114,4,605641,0.0773372429387345,0.122838091235774,0.529372213553828
2115,4,605918,0.137877628729878,0.122321931717143,0.26043615494027
2117,4,608349,0.0885540711211987,0.121751452603543,0.4675029711245
2118,4,608355,0.0832786242942609,0.121499048976565,0.49352491478696
2119,4,609905,0.123154011009795,0.121618319580532,0.311931865417175
2120,4,610797,0.0741981994294041,0.121686905354647,0.542421837749047
2121,4,611309,0.0622500199131547,0.122016976899246,0.610247660166927
2122,4,613791,0.0753148000545054,0.121917610772421,0.537137401405441
2123,4,614738,0.0934149261210612,0.121998983216801,0.444365007384417
2124,4,618428,0.0782398604644361,0.122471086630388,0.523339015866262
2125,4,619541,0.0702394952579757,0.12217396769762,0.565715852508964
2126,4,620206,0.0998089200875308,0.122885579795192,0.417218412809223
2127,4,620786,0.0540595840299364,0.124427094898028,0.664214121977475
2128,4,621613,0.0620712131970955,0.124151879356447,0.617413392464485
2132,4,622259,0.0423790518691775,0.123453577930057,0.731592738187958
2133,4,622563,0.0360589257787957,0.121207327250844,0.766261407291302
2134,4,623642,0.00120745854996107,0.121772391792686,0.992094146800919
2135,4,624555,0.00226847295103555,0.121597279361436,0.985126370029299
2138,4,629973,0.0491249039589043,0.121743360111476,0.686815936062111
2140,4,631409,-0.0286788218975862,0.122312419492114,0.81475460576342
2141,4,636237,0.0120157923120032,0.122329164657312,0.921809315997289
2142,4,636347,0.0195033784003926,0.122284948019073,0.873373072732149
2143,4,636391,0.0563095402399522,0.122865479770627,0.647017233106001
2144,4,636810,0.0298838181241605,0.122379834685487,0.807226256251261
2145,4,636879,0.053373981002885,0.122419607261031,0.663108970246704
2147,4,638340,0.0541558358501524,0.123360314117748,0.660926258549516
2148,4,639037,0.0253506964200596,0.123328836975381,0.837258048602417
2149,4,641585,0.0725248418951238,0.122302558286137,0.553564009159177
2150,4,641978,0.0501025427016032,0.121982772324463,0.681516375090251
2151,4,642192,0.0580185972515325,0.122105455486776,0.634972808814128
2152,4,643795,0.0367629619978258,0.122105218909274,0.763533734676054
2153,4,644586,0.0230507307720473,0.121625133733415,0.849792046827661
2154,4,645245,0.0127591510828403,0.121351605609993,0.916322846416122
2157,4,657631,-0.077656334700372,0.121491158659765,0.523111739822474
2158,4,660338,-0.0878103633995624,0.122200011667408,0.472875704567576
2159,4,663656,-0.0544296862772533,0.121465861900798,0.654350973865491
2160,4,664068,-0.0882022168158723,0.124346803335352,0.478591443386251
2161,4,664414,-0.114061532628894,0.122346662423767,0.351828246633162
2162,4,664456,-0.1151942036411,0.122478990523737,0.347592939748399
2163,4,665001,-0.108574620589213,0.122716965052584,0.376890265053187
2166,4,667986,-0.0287253152151513,0.122506505928091,0.814748366088797
2167,4,667994,-0.0730126427631262,0.122656512789731,0.552050402823031
2168,4,668101,-0.0409139433129857,0.121560370422204,0.736638779605044
2169,4,668118,-0.0415573641680789,0.122343466533451,0.734301163045598
2177,4,671424,-0.050896022373708,0.121897587672473,0.676543885093281
2179,4,672752,-0.0320061767184164,0.124032400486623,0.796521086118241
2180,4,672865,-0.0397406095295736,0.122303654630906,0.745423546974818
2181,4,673119,-0.0555072089944409,0.124886917703874,0.656982583552452
2182,4,674432,0.0043320766887619,0.123473966945336,0.972031841096736
2183,4,675810,-0.0607565419065045,0.122503163556736,0.620232008403246
2184,4,675982,-0.0757732238287764,0.123128645781738,0.538687906884716
2185,4,677658,-0.0167242374290695,0.123346173613947,0.892224427389013
2187,4,679438,-0.0365299268034022,0.121607038479317,0.764054083941391
2188,4,679624,0.00938132312379558,0.122060930911031,0.938780286281202
2189,4,680423,-0.0315437229234855,0.122186115857227,0.796432893307702
2190,4,680477,0.0385248538240753,0.122030985322492,0.752418832572928
2191,4,680490,-0.0317821038000351,0.124423890936143,0.798536607257988
2192,4,681327,-0.0743409398327598,0.122775202616229,0.545232913930627
2193,4,681488,-0.0020597469009368,0.122495156008772,0.986593762536678
2195,4,682178,-0.0717992322801133,0.123207146704205,0.560432207983521
2196,4,687169,-0.0797252942151551,0.123241925659716,0.518116590642898
2197,4,687895,-0.0983992259516487,0.122564335184908,0.42260895549247
2200,4,689337,-0.106023659707966,0.12226000803363,0.386422516669086
2201,4,692323,-0.02790339538721,0.12244355753353,0.819865392116133
2203,4,694335,-0.0811681990353863,0.122066104462327,0.506514858339709
2204,4,694920,-0.125776395588504,0.121696759222086,0.302066762351056
2205,4,695803,-0.0910421392117068,0.12174625396319,0.455077237477945
2206,4,696549,-0.0997806113475095,0.121855083788427,0.413426435962077
2207,4,696696,-0.182989928469775,0.12202884034757,0.134621440399487
2208,4,697690,-0.137314083712802,0.121443673788795,0.258956898624917
2209,4,698189,-0.16334306803667,0.122633345741215,0.183731706681304
2210,4,698339,-0.158591502093522,0.121719587307101,0.19344962032988
2211,4,700036,-0.228588981501111,0.122014325525998,0.0618309297447602
2212,4,700250,-0.19603984395159,0.122428146707353,0.110212834792046
2213,4,700621,-0.161851037442655,0.122782990189827,0.188295499793417
2214,4,700855,-0.251039322648129,0.12374106753517,0.0432342593906477
2215,4,703521,-0.224892103606603,0.124101470945338,0.0708105359493891
2216,4,705139,-0.18579762010984,0.12214618158506,0.129127776748045
2217,4,706032,-0.165421697223092,0.121620170264854,0.174650371374605
2218,4,707926,-0.138429599029165,0.122261496578884,0.258301226335509
2219,4,708514,-0.143627435000364,0.123830001205969,0.246883225954181
2220,4,709553,-0.11004138170599,0.122125305721456,0.368174434875742
2221,4,710109,-0.11004138170599,0.122125305721456,0.368174434875742
2222,4,710130,-0.138861579278948,0.122504289131252,0.257763416997909
2223,4,710388,-0.0949235210946979,0.122146429898117,0.437603184785233
2224,4,711314,-0.141714033997411,0.122963557770698,0.249900427194599
2225,4,712914,-0.150620730753383,0.122127334377843,0.218281140634166
2226,4,712924,-0.15097073944802,0.122001338827695,0.216741998983117
2227,4,713335,-0.143404177557078,0.122151941034646,0.241193670804463
2228,4,713520,-0.179185095928506,0.121790351415702,0.142112075836215
2229,4,713555,-0.156639606273395,0.123418094418037,0.205213532004702
2230,4,719215,-0.125486286474043,0.123168430922019,0.30898684484887
2232,4,721638,-0.173634081737655,0.12168797562749,0.154498511621578
2233,4,722056,-0.173241039325665,0.121217072630769,0.153836772329288
2234,4,724885,-0.188132362477346,0.121710671579784,0.123064745172105
2235,4,727323,-0.178400240639576,0.123574878697412,0.149721210650395
2236,4,730263,-0.177076882948331,0.123353118843162,0.152022111458805
2237,4,732758,0.328437600801606,0.165222184703162,0.0475999804415261
2238,4,732994,-0.104350475082268,0.1211993126641,0.389832158768278
2239,4,736459,-0.0985031616546376,0.120850059985238,0.415572806107093
2240,4,736615,-0.108989544186909,0.121458890817945,0.370150756597173
2241,4,736769,-0.0545110209604762,0.12223814863128,0.655913147641683
2242,4,736908,-0.0369190728049419,0.121981386781776,0.762326087100271
2243,4,738776,-0.0421429663496914,0.121208499776109,0.728280336128843
2244,4,741699,-0.0533051890130026,0.121615719939133,0.66143085808989
2245,4,741737,-0.0347212852617843,0.121405093064498,0.775049484031883
2247,4,746943,-0.0439419658787,0.121330966373184,0.717444605678886
2254,4,749708,-0.024279164866325,0.120693975312941,0.840686964777812
2256,4,755257,-0.0781468706476209,0.120783363735833,0.518052246023132
2257,4,756788,-0.0344013175320277,0.121235627969404,0.776763852263544
2258,4,756811,-0.0481630158076301,0.121299419440923,0.691563971331386
2263,4,760553,-0.0481630158076301,0.121299419440923,0.691563971331386
2264,4,760734,-0.010885840423854,0.123178178500167,0.929628945557467
2265,4,762727,-0.0344307863551687,0.12178104578243,0.777551848485564
2266,4,764905,0.0326310752092919,0.12142220009617,0.78828629649749
2267,4,765852,-0.00567862544522763,0.121977240837249,0.962894387274676
2268,4,767117,0.01054695965722,0.121670842682455,0.930971553598649
2269,4,769065,0.012586576698776,0.121119830033982,0.917293134751511
2270,4,769779,-0.0745435359803082,0.120685082493273,0.537191247101174
2271,4,769848,0.206371369563552,0.120807948873719,0.0884672302261688
2272,4,769943,0.188443020744603,0.121898158303081,0.123023420092836
2273,4,778367,0.0774646393198439,0.123118595930302,0.529633496239337
2274,4,778573,0.133365377000446,0.121558511979652,0.27333281939882
2275,4,781689,0.165101295439161,0.121814183500722,0.176171494605473
