S288C|Orientation|Locus_tag|Name|RM11|YJM975
CHR10:620754-622490|+|locus_tag=YJR103W|Name=URA8|CHR10:606989-608724|CHR10:601266-603001
CHR10:622550-623014|-|locus_tag=YJR104C|Name=SOD1|CHR10:608785-609248|CHR10:603062-603525
CHR10:623581-624603|+|locus_tag=YJR105W|Name=ADO1|CHR10:609816-610837|CHR10:604093-605114
CHR10:624838-627015|+|locus_tag=YJR106W|Name=ECM27|CHR10:611073-613249|CHR10:605350-607526
CHR10:627340-628326|+|locus_tag=YJR107W|Name=LIH1|CHR10:613576-614560|CHR10:607853-608837
CHR10:628712-629083|+|locus_tag=YJR108W|Name=ABM1|CHR10:615319-615598|CHR10:609596-609875
CHR10:629585-632941|-|locus_tag=YJR109C|Name=CPA2|CHR10:616103-619458|CHR10:610380-613735
CHR10:633615-635681|+|locus_tag=YJR110W|Name=YMR1|CHR10:620133-622198|CHR10:614410-616475
CHR10:635855-636706|-|locus_tag=YJR111C|Name=PXP2|CHR10:622373-623223|CHR10:616654-617504
CHR10:637030-637635|+|locus_tag=YJR112W|Name=NNF1|CHR10:623548-624152|CHR10:617829-618433
CHR10:637790-638168|+|locus_tag=YJR112W-A|Name=YJR112W-A|CHR10:624308-624685|CHR10:618589-618966
CHR10:63805-67569|+|locus_tag=YJL197W|Name=UBP12|CHR10:68442-72205|CHR10:61747-65510
CHR10:638232-638975|-|locus_tag=YJR113C|Name=RSM7|CHR10:624750-625492|CHR10:619031-619773
CHR10:639942-640451|+|locus_tag=YJR115W|Name=YJR115W|CHR10:626441-626945|CHR10:620735-621233
CHR10:640825-641664|+|locus_tag=YJR116W|Name=TDA4|CHR10:627321-628159|CHR10:621609-622447
CHR10:642007-643368|+|locus_tag=YJR117W|Name=STE24|CHR10:628503-629863|CHR10:622791-624151
CHR10:643490-644101|-|locus_tag=YJR118C|Name=ILM1|CHR10:629986-630596|CHR10:624274-624884
CHR10:644304-646490|-|locus_tag=YJR119C|Name=JHD2|CHR10:630800-632985|CHR10:625088-627273
CHR10:647126-647476|+|locus_tag=YJR120W|Name=YJR120W|CHR10:633623-633972|CHR10:627911-628260
CHR10:647607-649142|+|locus_tag=YJR121W|Name=ATP2|CHR10:634104-635638|CHR10:628392-629926
CHR10:649776-651269|+|locus_tag=YJR122W|Name=IBA57|CHR10:636273-637765|CHR10:630561-632053
CHR10:651901-652578|+|locus_tag=YJR123W|Name=RPS5|CHR10:638398-639074|CHR10:632686-633362
CHR10:652892-654238|-|locus_tag=YJR124C|Name=YJR124C|CHR10:639389-640734|CHR10:633678-635023
CHR10:654737-655963|-|locus_tag=YJR125C|Name=ENT3|CHR10:641234-642459|CHR10:635523-636748
CHR10:656254-658689|-|locus_tag=YJR126C|Name=VPS70|CHR10:642751-645187|CHR10:637040-639476
CHR10:658917-663059|-|locus_tag=YJR127C|Name=RSF2|CHR10:645416-649557|CHR10:639705-643846
CHR10:662921-663280|+|locus_tag=YJR128W|Name=YJR128W|CHR10:649420-649778|CHR10:643709-644067
CHR10:663749-663942|+|locus_tag=snR3|Name=snR3|CHR10:650248-650440|CHR10:644537-644729
CHR10:664000-665019|-|locus_tag=YJR129C|Name=EFM3|CHR10:650499-651517|CHR10:644788-645806
CHR10:665218-667137|-|locus_tag=YJR130C|Name=STR2|CHR10:651717-653635|CHR10:646006-647924
CHR10:667644-669293|+|locus_tag=YJR131W|Name=MNS1|CHR10:654145-655793|CHR10:648436-650084
CHR10:669522-672668|+|locus_tag=YJR132W|Name=NMD5|CHR10:656023-659168|CHR10:650314-653459
CHR10:672991-673620|+|locus_tag=YJR133W|Name=XPT1|CHR10:659491-660119|CHR10:653782-654410
CHR10:673729-675852|-|locus_tag=YJR134C|Name=SGM1|CHR10:660229-662351|CHR10:654520-656642
CHR10:676059-676778|-|locus_tag=YJR135C|Name=MCM22|CHR10:662559-663277|CHR10:656850-657568
CHR10:676971-677234|+|locus_tag=YJR135W-A|Name=TIM8|CHR10:663471-663733|CHR10:657762-658024
CHR10:677441-678706|-|locus_tag=YJR136C|Name=TTI2|CHR10:663943-665207|CHR10:658230-659494
CHR10:67850-68782|-|locus_tag=YJL196C|Name=ELO1|CHR10:72487-73418|CHR10:65791-66722
CHR10:678957-683285|-|locus_tag=YJR137C|Name=MET5|CHR10:665459-669786|CHR10:659746-664073
CHR10:684567-689321|+|locus_tag=YJR138W|Name=IML1|CHR10:671069-675822|CHR10:665356-670109
CHR10:689445-690524|-|locus_tag=YJR139C|Name=HOM6|CHR10:675947-677025|CHR10:670234-671312
CHR10:690750-695696|-|locus_tag=YJR140C|Name=HIR3|CHR10:677252-682197|CHR10:671539-676484
CHR10:69338-70879|+|locus_tag=YJL194W|Name=CDC6|CHR10:73975-75515|CHR10:67279-68819
CHR10:695906-696949|+|locus_tag=YJR141W|Name=IPA1|CHR10:682408-683450|CHR10:676695-677737
CHR10:697141-698169|+|locus_tag=YJR142W|Name=YJR142W|CHR10:683643-684670|CHR10:677929-678956
CHR10:698326-700614|-|locus_tag=YJR143C|Name=PMT4|CHR10:684828-687115|CHR10:679114-681401
CHR10:700882-701691|+|locus_tag=YJR144W|Name=MGM101|CHR10:687384-688192|CHR10:681670-682478
CHR10:702027-703068|-|locus_tag=YJR145C|Name=RPS4A|CHR10:688518-689560|CHR10:682818-683860
CHR10:703885-704238|+|locus_tag=YJR146W|Name=YJR146W|CHR10:690378-690730|CHR10:684678-685030
CHR10:704196-705272|+|locus_tag=YJR147W|Name=HMS2|CHR10:690689-691764|CHR10:684989-686064
CHR10:705744-706874|+|locus_tag=YJR148W|Name=BAT2|CHR10:692236-693365|CHR10:686536-687665
CHR10:707160-708374|+|locus_tag=YJR149W|Name=YJR149W|CHR10:693652-694865|CHR10:687952-689165
CHR10:708811-709707|-|locus_tag=YJR150C|Name=DAN1|CHR10:695303-696198|CHR10:689603-690498
CHR10:712255-715740|-|locus_tag=YJR151C|Name=DAN4|CHR10:698744-701055|CHR10:693426-695019
CHR10:71366-72574|+|locus_tag=YJL193W|Name=YJL193W|CHR10:76004-77211|CHR10:69308-70515
CHR10:717580-717630|+|locus_tag=YJR151W-A|Name=YJR151W-A|CHR10:704042-704091|CHR10:698015-698064
CHR10:719666-721297|+|locus_tag=YJR152W|Name=DAL5|CHR10:706135-707765|CHR10:700105-701734
CHR10:722815-723900|+|locus_tag=YJR153W|Name=PGU1|CHR10:709283-710367|CHR10:703253-704337
CHR10:725784-726824|+|locus_tag=YJR154W|Name=YJR154W|CHR10:712252-713291|CHR10:706223-707262
CHR10:72710-73414|-|locus_tag=YJL192C|Name=SOP4|CHR10:77348-78051|CHR10:70652-71355
CHR10:727405-728271|+|locus_tag=YJR155W|Name=AAD10|CHR10:713873-714738|CHR10:707844-708709
CHR10:728574-729596|-|locus_tag=YJR156C|Name=THI11|CHR10:715042-716063|CHR4:18051-17030
CHR10:732440-734143|+|locus_tag=YJR158W|Name=HXT16|CHR4:33286-34988|CHR4:14185-12483
CHR10:736044-737117|+|locus_tag=YJR159W|Name=SOR1|CHR4:36886-37958|CHR4:10585-9524
CHR10:73787-74611|+|locus_tag=YJL191W|Name=RPS14B|CHR10:78425-79248|CHR10:71729-72552
CHR10:738008-739816|-|locus_tag=YJR160C|Name=MPH3|CHR4:38850-40657|CHR4:8632-6825
CHR10:742848-743999|-|locus_tag=YJR161C|Name=COS5|CHR4:43690-44840|CHR4:3790-2640
CHR10:74910-75302|-|locus_tag=YJL190C|Name=RPS22A|CHR10:79549-79940|CHR10:72853-73244
CHR10:75933-76474|+|locus_tag=YJL189W|Name=RPL39|CHR10:80572-81116|CHR10:73876-74416
CHR10:76803-79262|-|locus_tag=YJL187C|Name=SWE1|CHR10:81444-83911|CHR10:74746-77213
CHR10:80155-81915|+|locus_tag=YJL186W|Name=MNN5|CHR10:84804-86563|CHR10:78105-79864
CHR10:82095-82976|-|locus_tag=YJL185C|Name=ATG36|CHR10:86744-87624|CHR10:80045-80925
CHR10:83448-83819|+|locus_tag=YJL184W|Name=GON7|CHR10:88097-88467|CHR10:81398-81768
CHR10:84068-85336|+|locus_tag=YJL183W|Name=MNN11|CHR10:88717-89984|CHR10:82018-83285
CHR10:85660-87495|+|locus_tag=YJL181W|Name=RBH1|CHR10:90307-92141|CHR10:83608-85442
CHR10:87583-88560|-|locus_tag=YJL180C|Name=ATP12|CHR10:92230-93206|CHR10:85531-86507
CHR10:8776-9138|-|locus_tag=YJL223C|Name=PAU1|CHR9:423744-423383|CHR7:5717-6078
CHR10:88787-89116|+|locus_tag=YJL179W|Name=PFD1|CHR10:93434-93762|CHR10:86735-87063
CHR10:89282-90097|-|locus_tag=YJL178C|Name=ATG27|CHR10:93929-94743|CHR10:87230-88044
CHR10:90786-91657|+|locus_tag=YJL177W|Name=RPL17B|CHR10:95434-96304|CHR10:88735-89605
CHR10:92053-94530|-|locus_tag=YJL176C|Name=SWI3|CHR10:96704-99180|CHR10:90004-92480
CHR10:95092-95922|+|locus_tag=YJL174W|Name=KRE9|CHR10:99742-100571|CHR10:93042-93871
CHR10:96161-96529|-|locus_tag=YJL173C|Name=RFA3|CHR10:100811-101178|CHR10:94111-94478
CHR10:97737-99467|+|locus_tag=YJL172W|Name=CPS1|CHR10:102391-104120|CHR10:95691-97420
CHR10:99704-100894|-|locus_tag=YJL171C|Name=TOH1|CHR10:104346-105535|CHR10:97645-98834
CHR11:100671-106826|+|locus_tag=YKL182W|Name=FAS1|CHR11:107513-113667|CHR11:98312-104466
CHR11:107316-108599|+|locus_tag=YKL181W|Name=PRS1|CHR11:114158-115440|CHR11:104957-106239
CHR11:109269-110129|+|locus_tag=YKL180W|Name=RPL17A|CHR11:116111-116970|CHR11:106910-107769
CHR11:110464-112503|-|locus_tag=YKL179C|Name=COY1|CHR11:117306-119344|CHR11:108105-110143
CHR11:113215-114627|-|locus_tag=YKL178C|Name=STE3|CHR11:120056-121467|CHR11:110855-112266
CHR11:115500-117986|-|locus_tag=YKL176C|Name=LST4|CHR11:122349-124834|CHR11:113152-115637
CHR11:118793-120304|+|locus_tag=YKL175W|Name=ZRT3|CHR11:125642-127152|CHR11:116445-117955
CHR11:120380-122236|-|locus_tag=YKL174C|Name=TPO5|CHR11:127229-129084|CHR11:118032-119887
CHR11:122517-125543|+|locus_tag=YKL173W|Name=SNU114|CHR11:129366-132391|CHR11:120170-123195
CHR11:125759-127042|+|locus_tag=YKL172W|Name=EBP2|CHR11:132608-133887|CHR11:123412-124691
CHR11:127475-130261|+|locus_tag=YKL171W|Name=NNK1|CHR11:134321-137106|CHR11:125125-127910
CHR11:130634-131050|+|locus_tag=YKL170W|Name=MRPL38|CHR11:137480-137895|CHR11:128284-128699
CHR11:131288-133462|-|locus_tag=YKL168C|Name=KKQ8|CHR11:138134-140307|CHR11:128938-131111
CHR11:133721-134134|-|locus_tag=YKL167C|Name=MRP49|CHR11:140567-140979|CHR11:131371-131783
CHR11:134509-135705|-|locus_tag=YKL166C|Name=TPK3|CHR11:141355-142550|CHR11:132159-133354
CHR11:137932-140691|-|locus_tag=YKL165C|Name=MCD4|CHR11:144773-147531|CHR11:135577-138335
CHR11:141018-141089|-|locus_tag=tE(UUC)K|Name=tE(UUC)K|CHR10:120556-120626|CHR2:618796-618726
CHR11:141794-142819|-|locus_tag=YKL164C|Name=PIR1|CHR11:148634-149658|CHR11:139438-140462
CHR11:144401-145378|+|locus_tag=YKL163W|Name=PIR3|CHR11:151506-152165|CHR11:142418-143134
CHR11:14485-15708|+|locus_tag=YKL219W|Name=COS9|CHR11:21303-22525|CHR11:12147-13369
CHR11:147630-148838|-|locus_tag=YKL162C|Name=YKL162C|CHR11:154420-155627|CHR11:145389-146596
CHR11:149386-150687|-|locus_tag=YKL161C|Name=KDX1|CHR11:156178-157476|CHR11:147147-148445
CHR11:153269-153706|+|locus_tag=YKL160W|Name=ELF1|CHR11:160059-160495|CHR11:151028-151464
CHR11:153816-154451|-|locus_tag=YKL159C|Name=RCN1|CHR11:160606-161240|CHR11:151575-152209
CHR11:154991-158232|+|locus_tag=YKL157W|Name=APE2|CHR11:161781-165021|CHR11:152750-155990
CHR11:158613-159212|+|locus_tag=YKL156W|Name=RPS27A|CHR11:165403-166001|CHR11:156372-156970
CHR11:159456-161342|-|locus_tag=YKL155C|Name=RSM22|CHR11:166246-168131|CHR11:157215-159100
CHR11:161601-162335|+|locus_tag=YKL154W|Name=SRP102|CHR11:168391-169124|CHR11:159360-160093
CHR11:162487-162558|-|locus_tag=tR(UCU)K|Name=tR(UCU)K|CHR10:353804-353734|CHR2:379603-379533
CHR11:163642-164385|-|locus_tag=YKL152C|Name=GPM1|CHR11:170432-171174|CHR11:161401-162143
CHR11:164917-165930|-|locus_tag=YKL151C|Name=NNR2|CHR11:171705-172717|CHR11:162664-163676
CHR11:166544-167452|+|locus_tag=YKL150W|Name=MCR1|CHR11:173332-174239|CHR11:164291-165198
CHR11:167612-168829|-|locus_tag=YKL149C|Name=DBR1|CHR11:174400-175616|CHR11:165359-166575
CHR11:169207-171129|-|locus_tag=YKL148C|Name=SDH1|CHR11:175995-177916|CHR11:166954-168875
CHR11:171783-173861|+|locus_tag=YKL146W|Name=AVT3|CHR11:178572-180649|CHR11:169531-171608
CHR11:17359-18339|-|locus_tag=YKL218C|Name=SRY1|CHR11:24173-25152|CHR11:15019-15998
CHR11:174213-175616|+|locus_tag=YKL145W|Name=RPT1|CHR11:181002-182404|CHR11:171961-173363
CHR11:175843-176481|-|locus_tag=YKL144C|Name=RPC25|CHR11:182632-183269|CHR11:173591-174228
CHR11:176781-178172|+|locus_tag=YKL143W|Name=LTV1|CHR11:183570-184960|CHR11:174529-175919
CHR11:178515-179174|+|locus_tag=YKL142W|Name=MRP8|CHR11:185304-185962|CHR11:176263-176921
CHR11:179667-180263|+|locus_tag=YKL141W|Name=SDH3|CHR11:186463-187058|CHR11:177418-178013
CHR11:180779-182425|+|locus_tag=YKL140W|Name=TGL1|CHR11:187575-189220|CHR11:178530-180175
CHR11:1810-2181|-|locus_tag=YKL224C|Name=PAU16|CHR13:6495-6854|CHR13:898919-898659
CHR11:182958-184544|+|locus_tag=YKL139W|Name=CTK1|CHR11:189755-191321|CHR11:180710-182277
CHR11:184803-185012|-|locus_tag=YKL138C-A|Name=HSK3|CHR11:191623-191831|CHR11:182579-182787
CHR11:185286-185681|-|locus_tag=YKL138C|Name=MRPL31|CHR11:192107-192500|CHR11:183062-183456
CHR11:185957-186292|+|locus_tag=YKL137W|Name=CMC1|CHR11:192777-193111|CHR11:183733-184067
CHR11:186460-188640|-|locus_tag=YKL135C|Name=APL2|CHR11:193280-195459|CHR11:184236-186415
CHR11:189124-191442|-|locus_tag=YKL134C|Name=OCT1|CHR11:195945-198262|CHR11:186901-189218
CHR11:191679-193070|-|locus_tag=YKL133C|Name=RCI50|CHR11:198500-199890|CHR11:189456-190846
CHR11:193574-194866|-|locus_tag=YKL132C|Name=RMA1|CHR11:200395-201686|CHR11:191351-192642
CHR11:195288-196028|-|locus_tag=YKL130C|Name=SHE2|CHR11:202108-202847|CHR11:193064-193803
CHR11:196349-200167|-|locus_tag=YKL129C|Name=MYO3|CHR11:203164-206975|CHR11:194120-197931
CHR11:200884-201771|-|locus_tag=YKL128C|Name=PMU1|CHR11:207699-208585|CHR11:198649-199535
CHR11:202999-203071|+|locus_tag=tK(CUU)K|Name=tK(CUU)K|CHR10:413530-413601|CHR4:1153506-1153577
CHR11:203541-205253|+|locus_tag=YKL127W|Name=PGM1|CHR11:210016-211727|CHR11:200966-202677
CHR11:205707-207749|+|locus_tag=YKL126W|Name=YPK1|CHR11:212182-214223|CHR11:203132-205173
CHR11:208247-210130|+|locus_tag=YKL125W|Name=RRN3|CHR11:214722-216604|CHR11:205672-207554
CHR11:210593-212332|+|locus_tag=YKL124W|Name=SSH4|CHR11:217068-218806|CHR11:208018-209756
CHR11:212495-212998|-|locus_tag=YKL122C|Name=SRP21|CHR11:218972-219474|CHR11:209922-210424
CHR11:214142-216700|+|locus_tag=YKL121W|Name=DGR2|CHR11:220622-223179|CHR11:211572-214129
CHR11:217344-218318|+|locus_tag=YKL120W|Name=OAC1|CHR11:223821-224794|CHR11:214772-215745
CHR11:218570-219217|-|locus_tag=YKL119C|Name=VPH2|CHR11:225047-225693|CHR11:215999-216645
CHR11:219895-219967|+|locus_tag=tA(AGC)K1|Name=tA(AGC)K1|CHR10:201922-201851|CHR4:409898-409969
CHR11:220324-220974|+|locus_tag=YKL117W|Name=SBA1|CHR11:226803-227452|CHR11:217754-218403
CHR11:221344-222900|-|locus_tag=YKL116C|Name=PRR1|CHR11:227824-229379|CHR11:218774-220329
CHR11:22234-24084|+|locus_tag=YKL217W|Name=JEN1|CHR11:29038-30887|CHR11:19893-21742
CHR11:223352-224455|-|locus_tag=YKL114C|Name=APN1|CHR11:229833-230935|CHR11:220782-221884
CHR11:224727-225875|-|locus_tag=YKL113C|Name=RAD27|CHR11:231208-232355|CHR11:222157-223304
CHR11:226570-228765|+|locus_tag=YKL112W|Name=ABF1|CHR11:233042-235236|CHR11:223991-226185
CHR11:228939-229880|-|locus_tag=YKL110C|Name=KTI12|CHR11:235411-236351|CHR11:226360-227300
CHR11:232227-233891|+|locus_tag=YKL109W|Name=HAP4|CHR11:238695-240355|CHR11:229645-231305
CHR11:234426-235787|+|locus_tag=YKL108W|Name=SLD2|CHR11:240888-242257|CHR11:231842-233211
CHR11:236141-237070|+|locus_tag=YKL107W|Name=YKL107W|CHR11:242612-243540|CHR11:233566-234494
CHR11:237147-237266|-|locus_tag=YKL106C-A|Name=YKL106C-A|CHR11:243618-243736|CHR11:234572-234690
CHR11:237536-238891|+|locus_tag=YKL106W|Name=AAT1|CHR11:244008-245362|CHR11:234963-236317
CHR11:239185-242583|-|locus_tag=YKL105C|Name=SEG2|CHR11:245657-249042|CHR11:236612-239997
CHR11:243220-245373|-|locus_tag=YKL104C|Name=GFA1|CHR11:249680-251832|CHR11:240635-242787
CHR11:246138-247682|-|locus_tag=YKL103C|Name=APE1|CHR11:252597-254140|CHR11:243552-245095
CHR11:248062-248367|-|locus_tag=YKL102C|Name=YKL102C|CHR11:254526-254830|CHR11:245481-245785
CHR11:248920-253476|+|locus_tag=YKL101W|Name=HSL1|CHR11:255385-259940|CHR11:246340-250895
CHR11:25215-26159|+|locus_tag=YKL216W|Name=URA1|CHR11:32006-32949|CHR11:22861-23804
CHR11:253697-255460|-|locus_tag=YKL100C|Name=YPF1|CHR11:260162-261924|CHR11:251117-252879
CHR11:255720-256472|-|locus_tag=YKL099C|Name=UTP11|CHR11:262185-262936|CHR11:253140-253891
CHR11:256770-257843|+|locus_tag=YKL098W|Name=MTC2|CHR11:263235-264307|CHR11:254190-255262
CHR11:258503-258913|-|locus_tag=YKL097C|Name=YKL097C|CHR11:264968-265376|CHR11:255923-256331
CHR11:259073-259222|-|locus_tag=YKL096C-B|Name=YKL096C-B|CHR11:265539-265686|CHR11:256494-256641
CHR11:259253-259531|+|locus_tag=YKL096W-A|Name=CWP2|CHR11:265718-265995|CHR11:256673-256950
CHR11:261132-261851|+|locus_tag=YKL096W|Name=CWP1|CHR11:267596-268314|CHR11:258551-259269
CHR11:262277-263113|+|locus_tag=YKL095W|Name=YJU2|CHR11:268742-269577|CHR11:259697-260532
CHR11:263349-264290|+|locus_tag=YKL094W|Name=YJU3|CHR11:269814-270754|CHR11:260769-261709
CHR11:264789-265808|+|locus_tag=YKL093W|Name=MBR1|CHR11:271254-272272|CHR11:262209-263227
CHR11:266145-269459|-|locus_tag=YKL092C|Name=BUD2|CHR11:272609-275922|CHR11:263565-266878
CHR11:26827-30687|-|locus_tag=YKL215C|Name=OXP1|CHR11:33606-37465|CHR11:24461-28320
CHR11:269718-270650|-|locus_tag=YKL091C|Name=YKL091C|CHR11:276182-277113|CHR11:267138-268069
CHR11:271878-273209|+|locus_tag=YKL090W|Name=CUE2|CHR11:278342-279672|CHR11:269298-270628
CHR11:273394-275043|+|locus_tag=YKL089W|Name=MIF2|CHR11:279859-281513|CHR11:270815-272469
CHR11:275283-276998|+|locus_tag=YKL088W|Name=CAB3|CHR11:281754-283468|CHR11:272710-274424
CHR11:277189-277863|-|locus_tag=YKL087C|Name=CYT2|CHR11:283661-284334|CHR11:274617-275290
CHR11:278281-278664|+|locus_tag=YKL086W|Name=SRX1|CHR11:284753-285135|CHR11:275709-276091
CHR11:279123-280127|+|locus_tag=YKL085W|Name=MDH1|CHR11:285595-286598|CHR11:276551-277554
CHR11:280509-280859|+|locus_tag=YKL084W|Name=HOT13|CHR11:286981-287330|CHR11:277937-278286
CHR11:281025-282329|-|locus_tag=YKL082C|Name=RRP14|CHR11:287495-288798|CHR11:278451-279754
CHR11:282891-284455|+|locus_tag=YKL081W|Name=TEF4|CHR11:289361-290924|CHR11:280317-281880
CHR11:283185-283279|+|locus_tag=snR38|Name=snR38|CHR11:289655-289748|CHR11:280611-280704
CHR11:285030-286208|+|locus_tag=YKL080W|Name=VMA5|CHR11:291497-292674|CHR11:282454-283631
CHR11:286603-288573|+|locus_tag=YKL079W|Name=SMY1|CHR11:293070-295039|CHR11:284027-285996
CHR11:288845-291052|+|locus_tag=YKL078W|Name=DHR2|CHR11:295312-297518|CHR11:286269-288475
CHR11:291453-292631|+|locus_tag=YKL077W|Name=PSG1|CHR11:297920-299097|CHR11:288877-290054
CHR11:292956-294308|-|locus_tag=YKL075C|Name=YKL075C|CHR11:299423-300774|CHR11:290380-291731
CHR11:294610-296193|-|locus_tag=YKL074C|Name=MUD2|CHR11:301077-302659|CHR11:292034-293616
CHR11:296430-299075|+|locus_tag=YKL073W|Name=LHS1|CHR11:302897-305541|CHR11:293854-296498
CHR11:299582-301882|+|locus_tag=YKL072W|Name=STB6|CHR11:306049-308348|CHR11:297006-299305
CHR11:302918-303023|+|locus_tag=tW(CCA)K|Name=tW(CCA)K|CHR11:309404-309508|CHR10:407901-407797
CHR11:305114-305884|+|locus_tag=YKL071W|Name=YKL071W|CHR11:311600-312369|CHR11:302557-303326
CHR11:306211-306720|+|locus_tag=YKL070W|Name=YKL070W|CHR11:312697-313205|CHR11:303654-304162
CHR11:307285-307827|+|locus_tag=YKL069W|Name=YKL069W|CHR11:313770-314311|CHR11:304727-305268
CHR11:308144-308217|-|locus_tag=tV(AAC)K1|Name=tV(AAC)K1|CHR10:376717-376645|CHR5:431553-431481
CHR11:309206-309442|+|locus_tag=YKL068W-A|Name=YKL068W-A|CHR11:315687-315922|CHR11:306644-306879
CHR11:310199-313078|+|locus_tag=YKL068W|Name=NUP100|CHR11:317758-319670|CHR11:308715-310627
CHR11:31082-31693|-|locus_tag=YKL214C|Name=YRA2|CHR11:37861-38471|CHR11:28716-29326
CHR11:313401-313472|-|locus_tag=tH(GUG)K|Name=tH(GUG)K|CHR11:319997-320067|CHR5:200571-200501
CHR11:314812-315273|+|locus_tag=YKL067W|Name=YNK1|CHR11:320748-321208|CHR11:311705-312165
CHR11:315954-316175|+|locus_tag=YKL065W-A|Name=DPC7|CHR11:321890-322110|CHR11:312847-313067
CHR11:316437-317057|-|locus_tag=YKL065C|Name=YET1|CHR11:322371-322990|CHR11:313328-313947
CHR11:317764-320673|+|locus_tag=YKL064W|Name=MNR2|CHR11:323701-326609|CHR11:314658-317566
CHR11:31960-34107|-|locus_tag=YKL213C|Name=DOA1|CHR11:38739-40885|CHR11:29594-31740
CHR11:321015-321518|-|locus_tag=YKL063C|Name=YKL063C|CHR11:326953-327455|CHR11:317902-318404
CHR11:323228-325120|+|locus_tag=YKL062W|Name=MSN4|CHR11:329166-331057|CHR11:320115-322006
CHR11:325771-326112|+|locus_tag=YKL061W|Name=BLI1|CHR11:331709-332049|CHR11:322658-322998
CHR11:326408-327487|-|locus_tag=YKL060C|Name=FBA1|CHR11:332346-333424|CHR11:323295-324373
CHR11:328118-329443|-|locus_tag=YKL059C|Name=MPE1|CHR11:334056-335380|CHR11:325005-326329
CHR11:330166-330534|+|locus_tag=YKL058W|Name=TOA2|CHR11:336104-336471|CHR11:327053-327420
CHR11:330856-333969|-|locus_tag=YKL057C|Name=NUP120|CHR11:336794-339906|CHR11:327743-330855
CHR11:334412-334915|-|locus_tag=YKL056C|Name=TMA19|CHR11:340350-340852|CHR11:331299-331801
CHR11:335321-336157|-|locus_tag=YKL055C|Name=OAR1|CHR11:341256-342091|CHR11:332209-333044
CHR11:336537-338753|-|locus_tag=YKL054C|Name=DEF1|CHR11:342470-344685|CHR11:333423-335620
CHR11:339182-339442|-|locus_tag=YKL053C-A|Name=MDM35|CHR11:345115-345374|CHR11:336050-336309
CHR11:339668-340546|-|locus_tag=YKL052C|Name=ASK1|CHR11:345601-346478|CHR11:336536-337413
CHR11:341312-342373|+|locus_tag=YKL051W|Name=SFK1|CHR11:347245-348305|CHR11:338161-339221
CHR11:342852-345620|-|locus_tag=YKL050C|Name=YKL050C|CHR11:348785-351552|CHR11:339701-342468
CHR11:34543-36414|+|locus_tag=YKL212W|Name=SAC1|CHR11:41322-43192|CHR11:32177-34047
CHR11:346075-346764|-|locus_tag=YKL049C|Name=CSE4|CHR11:352008-352696|CHR11:342924-343612
CHR11:347214-349136|-|locus_tag=YKL048C|Name=ELM1|CHR11:353147-355068|CHR11:344063-345984
CHR11:349463-351013|+|locus_tag=YKL047W|Name=ANR2|CHR11:355396-356945|CHR11:346312-347861
CHR11:3503-5620|-|locus_tag=YKL222C|Name=YKL222C|CHR11:10324-12440|CHR11:1167-3283
CHR11:351275-352624|-|locus_tag=YKL046C|Name=DCW1|CHR11:357209-358557|CHR11:348124-349472
CHR11:353493-355079|+|locus_tag=YKL045W|Name=PRI2|CHR11:359427-361012|CHR11:350342-351927
CHR11:356322-356642|+|locus_tag=YKL044W|Name=MMO1|CHR11:362256-362575|CHR11:353170-353489
CHR11:356748-357848|+|locus_tag=YKL043W|Name=PHD1|CHR11:362682-363781|CHR11:353596-354695
CHR11:358475-359566|+|locus_tag=YKL042W|Name=SPC42|CHR11:364409-365499|CHR11:355325-356415
CHR11:360143-360817|+|locus_tag=YKL041W|Name=VPS24|CHR11:366077-366750|CHR11:356993-357666
CHR11:361058-361828|-|locus_tag=YKL040C|Name=NFU1|CHR11:366992-367761|CHR11:357908-358677
CHR11:362622-364193|+|locus_tag=YKL039W|Name=PTM1|CHR11:368556-370126|CHR11:359472-361042
CHR11:364776-364876|+|locus_tag=snR69|Name=snR69|CHR11:370710-370809|CHR11:361626-361725
CHR11:365605-369117|+|locus_tag=YKL038W|Name=RGT1|CHR11:371539-375050|CHR11:362455-365966
CHR11:36699-38153|-|locus_tag=YKL211C|Name=TRP3|CHR11:43482-44935|CHR11:34335-35788
CHR11:369365-369721|+|locus_tag=YKL037W|Name=AIM26|CHR11:375299-375654|CHR11:366215-366570
CHR11:369891-371390|+|locus_tag=YKL035W|Name=UGP1|CHR11:375825-377323|CHR11:366741-368239
CHR11:371829-374105|+|locus_tag=YKL034W|Name=TUL1|CHR11:377763-380038|CHR11:368679-370954
CHR11:374505-375215|+|locus_tag=YKL033W-A|Name=YKL033W-A|CHR11:380435-381144|CHR11:371351-372060
CHR11:375456-378572|+|locus_tag=YKL033W|Name=TTI1|CHR11:381386-384501|CHR11:372302-375417
CHR11:379680-379753|+|locus_tag=tV(AAC)K2|Name=tV(AAC)K2|CHR10:376646-376718|CHR5:431482-431554
CHR11:380065-381858|-|locus_tag=YKL032C|Name=IXR1|CHR11:386341-388112|CHR11:377259-379027
CHR11:382716-384725|-|locus_tag=YKL029C|Name=MAE1|CHR11:388970-390978|CHR11:379888-381896
CHR11:385758-387206|+|locus_tag=YKL028W|Name=TFA1|CHR11:392008-393437|CHR11:382928-384357
CHR11:387562-388905|+|locus_tag=YKL027W|Name=TCD2|CHR11:393801-395143|CHR11:384721-386063
