SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
3778,6,203342,-0.0900298063771495,0.0959790515314216,0.3488779529548
3779,6,204006,0.0527924334577859,0.0951550974312167,0.579380053247295
3780,6,204440,0.0674608318493012,0.0952114202276087,0.479079350849329
3781,6,204681,0.0485027828254099,0.0950448542857479,0.610149977095438
3782,6,205945,-0.239397402175686,0.25749200262316,0.353147519033579
3783,6,208815,-0.0157244237129228,0.0951809096727552,0.868876688326549
3784,6,208850,-0.0204929560938596,0.0954514024865161,0.830128954020013
3785,6,210067,-0.00638800223351765,0.110256746494807,0.953831180385407
3786,6,211447,-0.0524272999955878,0.0950270042337091,0.581496487143489
3787,6,212247,-0.0225269117267576,0.0951770373756694,0.81303898994544
3788,6,214251,-0.00551637203075867,0.0956048340679514,0.954020464902053
3789,6,216365,-0.0174253506462887,0.0956919937292327,0.855610097471082
3790,6,221588,0.000564831181125047,0.0952836022152847,0.995273600437248
3791,6,223266,-0.0388296850183651,0.0966668991351535,0.688158624053287
3792,6,223299,-0.00168256762507579,0.0954575922001069,0.985946904779482
3793,6,225352,0.00539540589820026,0.0952561385973522,0.954863195167456
3794,6,226182,0.0301890175057664,0.0958325469305087,0.7529337985561
3795,6,226781,0.0933786518413972,0.0966107297437511,0.334433077111223
3796,6,226929,0.05703681938246,0.096171928876188,0.553513143974636
3797,6,227351,0.153236393640549,0.126877877353179,0.227953085514277
3798,6,227352,0.0471437671122232,0.0995082599947017,0.635958680395284
3799,6,227356,0.0736076824565036,0.0971666953956572,0.449231642129965
3800,6,229335,0.00220780478034316,0.0969704025954147,0.981848340656534
3801,6,229567,0.00291306960905236,0.0951964486100256,0.975605347445968
3802,6,231725,-0.00315710057021863,0.0956172826224453,0.97367881856902
3803,6,232479,-0.0307911432172363,0.0970041810336321,0.7511120046721
3804,6,233698,-0.030495674285838,0.0965492021084145,0.752298244045763
3805,6,234833,0.0285337789756275,0.0950677770827282,0.764245945945872
3806,6,236114,0.0677637965922853,0.0955645824206397,0.47873728100327
3807,6,240423,0.100470674620828,0.0952306514322743,0.292135644871438
3808,6,240985,0.0472345660977198,0.0954199888046952,0.62089572536545
3809,6,242390,0.0790108848002695,0.0959356374415639,0.410733049130953
3810,6,244245,0.0591085036887785,0.0978966794007975,0.546374682421386
3811,6,244301,0.0456509603173406,0.0958925653523222,0.634323565460975
3812,6,244932,-0.00344376818835676,0.095214385519146,0.971168390919194
3813,6,245484,-0.051113171475676,0.0969132971826994,0.598239290014005
3814,6,245505,-0.0572685870548449,0.0965734552579148,0.553557209903096
3815,6,245506,-0.0572685870548449,0.0965734552579148,0.553557209903096
3816,6,245578,-0.0731049352533038,0.0957142407884303,0.445506600250976
3817,6,245636,-0.0617992099431625,0.0960584848498996,0.520414838411148
3818,6,245962,0.187782421080397,0.202251021426503,0.353802305774841
3819,6,245962,-0.177301405723162,0.328027154438651,0.589187391046154
3820,6,245963,-0.273164804488186,0.247369572083271,0.270224663491143
3821,6,246705,-0.0259646312097448,0.0951745564985888,0.785158305115849
3822,6,248124,-0.0699927723219778,0.0996015590069381,0.482688629000208
3823,6,251165,-0.0367839478129549,0.0950926177387389,0.699120828165072
3824,6,252271,-0.0821288143057671,0.0955722274361011,0.390737435274591
3825,6,253364,-0.0446311232281023,0.203860867405001,0.826831622463002
3826,6,253516,-0.0312455710955446,0.104258527818835,0.764587578412782
3827,6,253758,-0.0636426671619382,0.0950195479811516,0.503432738915173
3828,6,255018,-0.0619867173493337,0.0955392305331703,0.516883670969498
3829,6,255233,-0.0670672489872642,0.0957955944160419,0.484321084281225
3830,6,256493,-0.0891513035524844,0.0950647432445547,0.348990612831621
3831,6,256723,-0.0821231784979188,0.0980413554212913,0.402800728693171
3832,6,259953,-0.0993741047510469,0.0953109900367362,0.297833168081335
3833,6,260068,-0.110126528868118,0.0955809298030072,0.250026405001341
3834,6,260462,-0.0924753747028275,0.0957785674976741,0.334949314960374
3835,6,261534,-0.0790004332106455,0.0976087300715076,0.418854293786614
3836,6,261981,-0.094307845968829,0.096033083207421,0.32675519656598
3837,6,262244,-0.0211319545082281,0.105593364586543,0.841497452256428
3838,6,264000,-0.0741814902350023,0.0960985498700333,0.440671508061075
3839,6,264618,-0.075983102019467,0.0949729456049735,0.424219914994592
3840,6,264756,-0.0426585949065779,0.0951575057310748,0.65421563417401
3841,6,265060,-0.0668619804165905,0.0950132849313099,0.4820761112748
3842,6,265378,-0.0772452980059463,0.0989605688593539,0.435580647779707
3843,6,265477,-0.0443339833986722,0.0954466060363493,0.642583148566836
3844,6,266478,-0.0827500415985123,0.0952336984795106,0.385483710643374
3845,6,266518,-0.0740164671040259,0.0956962146804312,0.439772320673395
3846,6,266627,-0.0528039975147889,0.0953211688228146,0.579957796762759
3847,6,268613,-0.0347431762294431,0.0999208841158672,0.728267583765703
3848,6,268676,-0.0646928855574118,0.0989556832282612,0.513694560699362
3849,6,268911,-0.0646289746763333,0.0952854622219745,0.498046856091027
3850,6,269163,-0.0345476576753114,0.0954580612805543,0.717632462545615
3851,6,270091,-0.0593214657104266,0.121042203955863,0.624375300149766
3852,6,270110,0.007191108084033,0.423431910718703,0.986459840359832
3853,6,270112,-0.0539798026339857,0.500738315622183,0.914215250860749
3854,6,270117,-0.0442072080001275,0.214356610125988,0.836728528854288
3855,6,270118,-0.0109086427596763,0.215811975178329,0.959715104701798
3856,6,270132,-0.129805041057673,0.239302934499607,0.587864732052905
3857,7,331,0.044991407619316,0.100801220149739,0.65562683272861
3858,7,415,-0.0818022652126444,0.278590320810849,0.769213784958841
3859,7,440,-0.0646189876484144,0.125130863656052,0.605890543838193
3860,7,444,-0.0612973335878584,0.124706674172747,0.623355636611853
3861,7,595,0.0126636050462325,0.190224345466283,0.94696016695504
3862,7,603,0.0165054452327524,0.190187651739778,0.9308915756565
3863,7,1581,-0.000952893372801772,0.0963034824472604,0.992110895736615
3864,7,5119,-0.0180322695611929,0.095232223962355,0.849926939498432
3865,7,8780,-0.198891403087515,0.154244678317683,0.198084555478465
3866,7,11071,1.04887016568568,0.897481197670952,0.243320378831436
3867,7,11076,0.176575210286648,0.805133405968614,0.826533970226096
3868,7,14747,-0.0197891271893058,0.0955426096508875,0.83603277562182
3869,7,16567,0.00318385999710263,0.0978639350542949,0.974064958190239
3870,7,17289,0.0777165814355536,0.224039160498741,0.728881877562847
3871,7,17702,-0.0117242059674525,0.12970754269316,0.928028929180205
3872,7,17838,-0.0723668441404675,0.159612702999835,0.650546330192274
3873,7,17840,-0.0500880851612759,0.194490592256348,0.796916057057346
3874,7,17843,-0.0904403930834299,0.205964060988511,0.660852199932102
3875,7,19449,-0.166086847390584,0.163072475419788,0.309145111768789
3876,7,19450,-0.252952642523293,0.322903045048469,0.433934976287217
3877,7,19896,-0.00314901688425656,0.0965501899304609,0.973999773304763
3878,7,20110,0.0418496282155091,0.0993432015514335,0.673819333348441
3879,7,20451,0.0426523621432041,0.0953378274638179,0.654874161958632
3880,7,21017,0.167389341444482,0.189202136299122,0.376914353941586
3881,7,21057,0.0359270449236942,0.101419813795095,0.723369870360928
3882,7,21710,0.0282059812891706,0.0997770686038637,0.777580155777784
3883,7,23383,0.0492401479853285,0.0952972012593908,0.605688533827138
3884,7,27344,-0.0327478999657229,0.0954621264486304,0.731768057989821
3885,7,27845,-0.035708061383177,0.0953459116618168,0.708249294890855
3886,7,28799,-0.0178828183215743,0.0962987921440922,0.852785607446171
3887,7,29465,-0.0477770201421897,0.0965004257514772,0.620840052904022
3888,7,29523,-0.0498325791377478,0.0965796499169205,0.606195663212229
3889,7,31914,-0.0189242123864647,0.0960933150071334,0.84399112770905
3890,7,32249,-0.0636149572951291,0.0967548277068972,0.511296864344434
3891,7,33274,-0.0723671450131991,0.0958674687861005,0.450832379506234
3892,7,33393,-0.0239796434018969,0.0965731839601098,0.804042504656144
3893,7,33441,-0.0242764745866293,0.0962475407813106,0.801010428120074
3894,7,34423,0.0126259558765192,0.0965198681905147,0.895998555152189
3895,7,34691,0.0226590648163879,0.0960432711044638,0.81362723792947
3896,7,34805,-0.0035319956786065,0.0965736110892095,0.970846070649879
3897,7,34808,0.00689235649337222,0.0964279275941411,0.943058792672151
3898,7,35435,-0.00616262825695044,0.0961489441135131,0.948931179822926
3899,7,35488,0.0115458658597971,0.0960596534307688,0.904397257611962
3900,7,35577,-0.0348871908193167,0.0993150426946112,0.725589356118339
3901,7,36074,-0.0299685594361146,0.0952657470277168,0.753267525740718
3902,7,36180,-0.0265356942430614,0.0956404261512388,0.781594935889487
3903,7,37288,0.022875548817957,0.0951768018074856,0.810200046788279
3904,7,41301,-0.000724340692527917,0.0964099338830035,0.994009687355732
3905,7,42627,0.0841965328963322,0.095400824181564,0.378077015737991
3906,7,43266,0.0851789672741125,0.109666428126045,0.437850262232645
3907,7,43683,0.0368897210950045,0.0957266274171815,0.700198890734497
3908,7,45345,0.00343719770655387,0.108297903541308,0.974698641652668
3909,7,45353,-0.0686784364194555,0.191592964015144,0.720213284460386
3910,7,45353,-0.244610768190113,0.359248574249126,0.496383948660689
3911,7,45565,-0.00191231533797058,0.0956173761007959,0.984054940606498
3912,7,46270,0.0650382705714377,0.100726599598915,0.518898904827931
3913,7,47250,0.0463160722480433,0.0954575525308815,0.627834954875583
3914,7,48435,0.0618677169017613,0.095344935911746,0.51683586357208
3915,7,50874,0.0999808569051143,0.0962629683245367,0.299691362448319
3916,7,53407,0.115769874476222,0.0949834352662457,0.223717749919994
3917,7,53416,0.118301127424954,0.0949761005511894,0.213741667896205
3918,7,53455,0.120416259925969,0.0951017164411955,0.206282188930537
3919,7,53544,0.128292718094141,0.0960300207969368,0.18242143517887
3920,7,53637,0.12014511415417,0.096058319177285,0.211853428931963
3921,7,53662,0.132984602064621,0.0956434047767506,0.165277052244241
3922,7,53700,0.140355297203546,0.0954548900845684,0.142348670730701
3923,7,53702,0.140355297203546,0.0954548900845684,0.142348670730701
3924,7,54897,0.206834752328533,0.0945820463117803,0.0294108720021538
3925,7,55912,0.210683228429,0.0951224086665516,0.0274074012542903
3926,7,56225,0.367196234632791,0.139332819569297,0.00877470618718861
3927,7,62689,0.172403422288751,0.0954218905751652,0.0716527985440417
3928,7,65725,0.121289327700125,0.0950180146848592,0.202622302921131
3929,7,66339,0.142851110306872,0.0958972379870403,0.137215251825412
3930,7,66622,0.171536638050626,0.0948663268995955,0.0714273589602391
3931,7,68513,0.135468379457155,0.0950745188465372,0.155079656577073
3932,7,69394,0.359186259946568,0.285736340797336,0.209564857030209
3933,7,69396,0.157915672542996,0.23116979796502,0.494981949933641
3934,7,70413,0.128320382947257,0.0952812273742122,0.178923446755543
3935,7,73728,-0.0046366835118139,0.188859277939263,0.980426978838808
3936,7,74414,0.128630642030971,0.0956234265414275,0.179430899096755
3937,7,80505,0.0904144904417182,0.0968605087649665,0.351225455032878
3938,7,80602,-0.152221098372176,0.292129079855283,0.602641392153182
3939,7,80604,0.380704405850559,0.288437280229673,0.187728281892389
3940,7,80608,0.149899616515385,0.222128909627301,0.500224475487959
3941,7,80609,-0.0255261870434405,0.220542958238568,0.907922458247016
3942,7,83968,0.0559678938886389,0.0951739531532343,0.556868752790123
3943,7,84763,-0.0235389309688565,0.214084078568143,0.912510077403435
3944,7,87147,-0.0085501431520643,0.0951879954466624,0.928478213372025
3945,7,87586,-0.0717660511850019,0.102707355106384,0.485172711002811
3946,7,87833,0.0280339143212352,0.0960392527192743,0.770534103032648
3947,7,87999,-0.0108076479250862,0.0954513686599029,0.909915155969872
3948,7,88913,0.0371933066293864,0.0955696094870726,0.697381323724265
3949,7,89733,-0.283222223282454,0.248874136976741,0.255886475090071
3950,7,90591,0.0599903784783788,0.0952940547534779,0.529409957029622
3951,7,92844,0.0722873116254215,0.0954754699507797,0.449477239364511
3952,7,98223,0.0525082582102999,0.09527645376155,0.581903662964542
3953,7,101935,0.0342126182909722,0.0953000382917139,0.719810468122802
3954,7,102167,0.0188696245131666,0.0957414937411326,0.843871081528833
3955,7,102487,0.597931788024031,0.385841981715206,0.122114267977384
3956,7,103626,0.0256690577779679,0.0954418132479765,0.788125425707918
3957,7,103929,0.0335447498212863,0.0954364028784786,0.725431982730208
3958,7,105525,0.0244501623383801,0.0951756927913961,0.797409474415778
3959,7,109520,0.0207929898963231,0.0950615233123722,0.826985284550954
3960,7,109762,0.0080885060957058,0.0953254881587588,0.932427589954687
3961,7,112259,0.0114686571760707,0.107101836123413,0.914784918553104
3962,7,114462,0.0312762759431632,0.0953119242770942,0.742995436945503
3963,7,115291,0.126589287747445,0.204734867480759,0.53677080203295
3964,7,115293,0.111725065162373,0.20683686731749,0.589427096518142
3965,7,115294,0.110350010639399,0.209108043944372,0.59802684322676
3966,7,115759,0.0284550323781116,0.0959896791319571,0.767069589874856
3967,7,120910,0.0754691710407111,0.0951042940202622,0.427995677379164
3968,7,121864,0.0751548730045021,0.0957755226962631,0.433156864936344
3969,7,122646,0.0897896791689225,0.0958826010328569,0.349679515808916
3970,7,128719,-0.0471253810960233,0.0961314580651018,0.62428411792847
3971,7,129502,-0.0942015031045259,0.0949207176795626,0.321671002030985
3972,7,129866,-0.0657050062933923,0.0962213548449916,0.495147849822157
3973,7,130581,-0.0784658477816864,0.0959061284537561,0.413821981069586
3974,7,131402,-0.0442232593928731,0.0978113536402608,0.651454414584075
3975,7,131475,-0.109794316347399,0.0956899275015067,0.25199471096311
3976,7,131572,-0.0934634612397104,0.0949197970433082,0.325466884754713
3977,7,133091,-0.0942913693132327,0.094920464909162,0.321208941641844
3978,7,134263,-0.0812420527809454,0.0953551100894113,0.394794649056881
3979,7,134556,-0.106707005347332,0.0952839893370746,0.263524617337499
3980,7,139381,-0.115623231538881,0.0949839412747738,0.224306121497049
3981,7,139844,-0.0902604289948747,0.096152544704282,0.34851577116401
3982,7,140293,-0.162059715385995,0.280985951459336,0.564473379816361
3983,7,140294,-0.0186860173214867,0.522350361509362,0.971483616087718
3984,7,140416,-0.0956414905324705,0.0968462862440159,0.324044739868883
3985,7,140907,-0.073675762735141,0.0951037796696573,0.439042590849403
3986,7,142582,0.0351495820631658,0.0955687659663836,0.713247555572125
3987,7,142616,0.0394903421821323,0.0951838622001471,0.678478233154615
3988,7,142656,0.0283948806717562,0.0951845776302627,0.765639126394368
3989,7,142710,0.0204481466787458,0.0950527812998337,0.829794774786687
3990,7,142737,0.0418627492469305,0.0951630023331328,0.660274601138048
3991,7,142798,0.0224999001252147,0.0951890421438743,0.813282126834975
3992,7,142863,0.0225049850081054,0.09521302566484,0.813286883163518
3993,7,142935,0.0312169282166713,0.0951925670431916,0.74315559308234
3994,7,144443,-0.0624893634993858,0.0953415238463593,0.512620086329316
3995,7,149219,-0.0222935969851635,0.0951771930015144,0.814940235821139
3996,7,149745,-0.00208839097733438,0.0953173689127919,0.982532232353075
3997,7,153512,0.014054802378164,0.0953144982434496,0.882855399928758
3998,7,154206,0.00634342166064763,0.0953168357643903,0.946976907111472
3999,7,154349,0.011607452731195,0.0955881132451609,0.903417990821939
4000,7,154579,0.0549997739067134,0.197837719045393,0.781171671088821
4001,7,158616,-0.00403103363486842,0.0954649483113252,0.96634298764666
4002,7,159017,0.0361251601919751,0.0989034324951349,0.715138406063114
4003,7,159442,0.00242191693378303,0.0955869886134262,0.979800233264401
4004,7,163135,0.479109573903232,0.193516975762465,0.0137622123602093
4005,7,163315,0.00627863723813493,0.112934347335246,0.955695532344063
4006,7,164509,-0.00762730034276621,0.0952196945178429,0.936201420694484
4007,7,166144,-6.37831578165771e-05,0.097059290530978,0.999476036106253
4008,7,166200,0.145663927064631,0.308101858769067,0.636663412504399
4009,7,166202,0.122981307534964,0.156283225220553,0.431860758844209
4010,7,166259,0.0300347013024157,0.100003327407583,0.764096892800791
4011,7,166833,-0.00617656388457294,0.0954525358414333,0.948442944486099
4012,7,169205,-0.059891988929296,0.0968096944282663,0.536541382623666
4013,7,170660,0.104131338503665,0.161684050089166,0.51996635647726
4014,7,170661,0.0888596245359463,0.168384592593782,0.598026435789956
4015,7,171892,-0.0436578872234789,0.0954777466307293,0.647767466588493
4016,7,173129,0.050948648194014,0.169455674756001,0.763850300279028
4017,7,174147,0.00936542459608435,0.095361289377992,0.921821347201623
4018,7,175201,0.0222811658212913,0.0951996799306629,0.815084444799997
4019,7,175569,0.0085802377908841,0.0951879877753567,0.928227148312893
4020,7,176862,-0.0393981842626872,0.0953033935100972,0.67956642656224
4021,7,178295,-0.0483779873163701,0.0954228998523182,0.612481830662644
4022,7,181053,0.000482563254231072,0.095401777995161,0.9959669982486
4023,7,181165,0.0082977656734252,0.0952195356900702,0.930606842440431
4024,7,183625,0.035233799595404,0.0952861985418913,0.71177699463512
4025,7,191252,0.0632139615248666,0.0953665898254064,0.507857742480975
4026,7,191676,0.093251737408873,0.0954452215454462,0.329229118280038
4027,7,192137,0.0668843287973106,0.0952961234404989,0.483230325113041
4028,7,192700,0.0542401141200013,0.095212815087989,0.569262245081741
4029,7,196064,0.0189858015828232,0.095317342552373,0.842232575000003
4030,7,197274,-0.00223140960444101,0.0953474582559868,0.981342093548961
4031,7,199802,0.0815062683288176,0.0955524274268982,0.394237427972794
4032,7,201855,0.0195053961761414,0.0969680843290286,0.84069499594195
4033,7,202039,-0.0438910470326122,0.0961141711261606,0.648199671971161
4034,7,202122,-0.0195239585365503,0.0960282937195074,0.839006255507281
4035,7,202957,-0.020511391846946,0.0967299657097292,0.832192000749166
4036,7,203677,-0.0477874560325335,0.0959863807661834,0.618895098997096
4037,7,203971,0.402436206232671,0.215496728507746,0.0626628780619718
4038,7,204417,-0.0458882730746378,0.0991164209910737,0.643668667640364
4039,7,205155,0.0830918341434153,0.22135571646156,0.70760559487135
4040,7,205675,-0.0138956176601273,0.0955228325172391,0.884423560973106
4041,7,206341,-0.0369900694510825,0.142952723556665,0.795973273281489
4042,7,206511,-0.0326272066855938,0.0971535429779108,0.737197554737881
4043,7,206991,0.00197378137030377,0.0954017236113766,0.983505306774568
4044,7,207921,0.0522116663073317,0.0953612990690143,0.584371508903507
4045,7,208767,0.155439101671957,0.124076138060039,0.211117976810782
4046,7,208986,0.0304303199331402,0.0958063381939123,0.750958536078507
4047,7,209438,0.0417424186634295,0.0956250479373014,0.662725052088616
4048,7,225148,0.00185368790940654,0.0955165613996318,0.984527407498886
4049,7,226323,-0.0518624787487887,0.0953973163883663,0.587027473139824
4050,7,227872,-0.0253435971118828,0.0975122309185608,0.795091100628811
4051,7,229363,-0.0719096783717682,0.0961359372173229,0.454958201377985
4052,7,229656,-0.054619613913777,0.0960708089413919,0.570033269322438
4053,7,229803,-0.0843268114001943,0.0969475123194818,0.384990261719571
4054,7,230082,-0.0470880987453028,0.101028162007502,0.641439381350592
4055,7,230481,-0.0525411211889658,0.0960170550820359,0.584582896830679
4056,7,230937,-0.0604723369700926,0.0960794001861756,0.529494594636257
4057,7,232131,0.00280302032977398,0.0985524977163184,0.977325778534616
4058,7,233940,0.0289889579546369,0.0963672525423989,0.763730746215545
4059,7,234570,-0.00320939218437333,0.0961980232935959,0.973404488745377
4060,7,234702,0.0111593473318808,0.0968437708919276,0.908328014502439
4061,7,235464,-0.00327373163117606,0.096284726972312,0.972895946110711
4062,7,235726,-0.0172433199553923,0.0961104016806807,0.857717467756527
4063,7,236277,-0.00890319829997721,0.106582426589902,0.933474726862724
4064,7,237753,-0.0104535038014165,0.0958489899999424,0.913215108065342
4065,7,238084,0.00100324109733846,0.0958505899606139,0.991654832460944
4066,7,241273,0.056097455326074,0.103052450625587,0.58653862935418
4067,7,241711,0.0295771221765613,0.0974083089084973,0.761580566709288
4068,7,247290,0.0177902107097319,0.0974332954772692,0.855225631407617
4069,7,247666,-0.0133452531902266,0.0962094726862001,0.889758106185371
4070,7,249982,0.0470992632124469,0.0962631043539205,0.624949916773242
4071,7,250183,0.0283667980340444,0.0961214393725469,0.768080165763303
4072,7,250680,0.0509054869117266,0.096095107329937,0.596624753396236
4073,7,255972,0.0361428040809668,0.0966345361990887,0.708617411001791
4074,7,257392,-0.101386921409095,0.110309744892585,0.35866501960218
4075,7,257488,-0.0452996543082921,0.10176741930551,0.656499186569768
4076,7,257571,-0.0130761037817484,0.101365722016983,0.897431695976645
4077,7,260913,0.0850321982031342,0.0962732831765393,0.377708933336968
4078,7,266540,0.0782429960548195,0.0969476612110493,0.420172881961464
4079,7,267569,0.110077886973017,0.09772281552629,0.260748833621879
4080,7,272144,0.0456331899607975,0.0962961497446936,0.63587569859832
4081,7,272225,0.0265086170821498,0.0959129664364397,0.782416429419209
4082,7,272227,0.0144579648712743,0.095629522422653,0.879914365317887
4083,7,272365,0.0109523761674373,0.098990256330112,0.911963949041604
4084,7,274400,-0.0592645888177469,0.101530560023364,0.559786984532956
4085,7,275338,-0.0365806698269877,0.0968828786794673,0.705972356109653
4086,7,276571,-0.0370630736781405,0.0956145499932469,0.698523443797915
4087,7,281605,-0.0456913953778697,0.235654201680999,0.846372201939725
4088,7,283774,0.0168093328888759,0.0959767157778629,0.861070280520038
4089,7,284360,0.0181779140159095,0.0959023698006573,0.849773818211207
4090,7,284441,0.00733639019205259,0.0952137612648679,0.938626002548333
4091,7,293925,-0.049714735816731,0.0954164194465581,0.60267315148044
4092,7,295079,-0.0549398981653041,0.0950140254963822,0.563477980320059
4093,7,300508,-0.00486014185162518,0.0971129897650131,0.960113830132714
4094,7,301066,-0.0291785859818136,0.095723493401445,0.760681685843523
4095,7,307179,-0.341066160519768,0.208265840755451,0.102386179902858
4096,7,307181,-0.148050482087415,0.112471961776444,0.188916578662003
4097,7,307209,-0.0544039603898359,0.202477119734226,0.788323753431311
4098,7,307221,-0.21634426535221,0.220246340863234,0.326633131393762
4099,7,307361,-0.107856150731759,0.095189649936165,0.25795554228115
4100,7,308037,-0.10183081017855,0.0962574747443116,0.29082429491073
4101,7,315634,-0.113467456059298,0.095930269869611,0.237679769756172
4102,7,316663,-0.0764437910528924,0.0973135331537296,0.432663245490553
4103,7,319571,1.13820154633396,0.632053833809306,0.0725880741182889
4104,7,320913,-0.123455769527674,0.095895322173742,0.198797859196462
4105,7,321449,-0.13651252389653,0.0961521555024244,0.156561457447973
4106,7,321504,0.471093977968106,0.242139970280486,0.0525030147346734
4107,7,321504,-0.264632695368665,0.131333892460553,0.0446664526836897
4108,7,321718,-0.111230196497345,0.096806252835305,0.251334715968183
4109,7,321749,-0.109630865696688,0.0976142210986585,0.262156823116675
4110,7,323123,-0.12701027125152,0.095082691995789,0.182479307793882
4111,7,323836,-0.14649951336864,0.0949640278407324,0.123803349100587
4112,7,323883,-0.125860327000089,0.0953680256728689,0.18777942765119
4113,7,323971,-0.138272378894834,0.0951939779277548,0.147241784500103
4114,7,324357,-0.144288406776407,0.0954796008095024,0.131633125058146
4115,7,324640,-0.141576663538927,0.0952242283998556,0.137967803467895
4116,7,326269,-0.100743233013087,0.193678535196629,0.603280253097547
4117,7,326640,-0.106899826084589,0.0956188223583257,0.264336266872097
4118,7,329449,-0.0753220937922711,0.0962200150628567,0.434262892337419
4119,7,331193,-0.0321607779067748,0.09608334734578,0.738036993535576
4120,7,333120,-0.0697236611433405,0.095520325221363,0.465913812562971
4121,7,334340,-0.103881812458376,0.0956649658569133,0.278267797536379
4122,7,335451,-0.0958324011384958,0.095498780207751,0.316310203460894
4123,7,335555,-0.0764934808386789,0.0955938489878076,0.424137452218666
4124,7,335709,-0.0875419242627544,0.095521325935273,0.360048877650474
4125,7,336457,-0.0612906205998026,0.0965609746511586,0.526012493304007
4126,7,336790,-0.0918081047183443,0.0991151242574258,0.35493464274612
4127,7,336889,-0.0289694983898385,0.0982014246700215,0.768166694789503
4128,7,337273,-0.0931918495660113,0.0960106587746295,0.332391848146595
4129,7,338130,-0.0639835981771235,0.0961595461276332,0.506235609384684
4130,7,340507,-0.05227462364904,0.0965157126835989,0.588423534855923
4131,7,340586,-0.046292635451396,0.0979701452917272,0.636849251060068
4132,7,341281,-0.0173419000581105,0.096326234290736,0.857229971712618
4133,7,341488,-0.0455163442216658,0.0956498343218132,0.634465396198632
4134,7,344309,-0.0255348105616059,0.0966441258370536,0.791768576908846
4135,7,345180,-0.0460399312128585,0.0971086811929704,0.635716536720077
4136,7,345331,-0.0575892342585087,0.0955037858499307,0.546892757044549
4137,7,345428,-0.0663131296000214,0.0957595896306526,0.489081207352233
4138,7,345527,-0.0585271529776162,0.0961670700929348,0.543181889133886
4139,7,345530,-0.067671931719791,0.0964667068081454,0.483449776473521
4140,7,347594,-0.123180412200331,0.0951739675108848,0.196419679016855
4141,7,347717,-0.127789983052678,0.0956227839914256,0.182280372560949
4142,7,348161,-0.109651446463542,0.403919013883466,0.786189110319241
4143,7,351511,-0.0916181806812573,0.0953012479144045,0.337032535196895
4144,7,354145,-0.0584933872174364,0.0958268239682505,0.541984850752662
4145,7,355322,-0.109079308169587,0.0952763793007202,0.25303761180174
4146,7,356291,-0.12065171212629,0.095289884415261,0.206292705990044
4147,7,356925,-0.12997646801413,0.0996982676516662,0.193186008590283
4148,7,359010,-0.0645719353102505,0.0954138925158787,0.4990039198699
4149,7,359316,-0.0976255724379254,0.190298252095457,0.608262768272168
4150,7,360441,-0.0620845571656891,0.0955603146210163,0.51631517872609
4151,7,361541,-0.0825056243127573,0.0958043629803976,0.389718760430698
4152,7,361880,-0.0699248718736536,0.0966645067212289,0.469927405302988
4153,7,362037,-0.0679739101120552,0.102781716004238,0.508824157385426
4154,7,362066,-0.0695696809047269,0.0992633605452737,0.483852345330156
4155,7,362321,-0.085927794544123,0.0952377825616737,0.367542050646379
4156,7,362382,-0.0833172714272627,0.0955023844612807,0.383577549653412
4157,7,362516,-0.0683031782766163,0.0952932724260556,0.473991154878462
4158,7,365007,-0.019770845184697,0.0999324535343507,0.843282494317205
4159,7,366066,-0.0530573145888787,0.0957051073513314,0.579667590033796
4160,7,366778,0.0117769311501706,0.126335527433922,0.925782089782261
4161,7,366931,-0.0596131785478894,0.0950418930293419,0.530913601096991
4162,7,367665,-0.069886237676038,0.095164392939184,0.463208469590118
4163,7,368513,-0.0907121846166121,0.0954036045338096,0.342343483479894
4164,7,370476,-0.0771555873316006,0.0961685742130816,0.422921995690614
4165,7,370996,-0.066588782867079,0.0951185834570642,0.484350495657871
4166,7,371385,-0.0618919722906982,0.0955462378447698,0.517554889969176
4167,7,371466,-0.0613381241036399,0.095248717292052,0.520007576614437
4168,7,372094,-0.0938763815484294,0.0950833709850147,0.324168894417576
4169,7,373509,-0.0545382168278123,0.0953553467639449,0.567721821401227
4170,7,373552,-0.0582166542946358,0.0956577355500441,0.543185477678612
4171,7,374939,-0.0407850010179854,0.0956102576264868,0.669948512266771
4172,7,376215,0.0288042796467389,0.0965428537721957,0.765605903433521
4173,7,377214,-0.00238298610064208,0.0958910809787004,0.980187879686535
4174,7,377575,-0.05442403439055,0.102244928179047,0.594859471522129
4175,7,377576,0.0216543683088277,0.182456810711202,0.905594678626788
4176,7,377578,-0.0278675956894516,0.101804416039522,0.784447139041976
4177,7,377882,0.0154535947645485,0.095784421442028,0.871920087052629
4178,7,378667,0.00418511874809663,0.0957876938784616,0.965174929282411
4179,7,379511,-0.00676130458333202,0.0960609449909018,0.943926631449075
4180,7,388863,-0.0549205115266069,0.212300149023463,0.796023080632544
4181,7,389537,0.0436764182170121,0.0978022875479116,0.655453115265269
4182,7,389749,0.0226944969722462,0.0975245533602033,0.816124985670169
4183,7,390823,0.0444190956856693,0.0965448512599592,0.645736552992377
4184,7,392417,0.0339506291391652,0.0962438990736364,0.724481780563157
4185,7,394456,0.111913834449365,0.0962070471314975,0.245509645304757
4186,7,394889,0.337450043410159,0.247144705416637,0.172998516303831
4187,7,395909,0.107205663989901,0.102418345792851,0.295934419987808
