SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
3243,5,443373,-0.036364379431074,0.312475206343986,0.907421329520593
3244,5,443378,-0.361614417087027,0.436637228937377,0.408127882331268
3245,5,451448,0.0789481761143328,0.157502220221955,0.616506780729347
3246,5,456087,0.0562414828995459,0.156513980537844,0.71955680572407
3247,5,458086,0.00631801783864799,0.156474979069979,0.967815252515821
3248,5,461234,0.00511256826463705,0.155502097201209,0.97379061082886
3249,5,461877,-0.000212873736561203,0.207564154383279,0.999182284668612
3250,5,463004,0.130673414010739,0.156708401759808,0.404921809925435
3251,5,465043,0.256320067608822,0.157516609707914,0.1045746739524
3252,5,467724,0.0937738368227831,0.156168299998309,0.54858066904202
3253,5,468076,0.0543607735679057,0.156753261631239,0.728954242648624
3254,5,469078,-0.0551154699420845,0.157477594135446,0.726555467143851
3255,5,469404,-0.0500121582452551,0.158200891348854,0.752090147891326
3256,5,475322,0.0356577691656766,0.155854910447927,0.819166000973324
3257,5,475607,0.0494901907330969,0.155656277956017,0.750714388958034
3258,5,475736,0.0750586081129641,0.155485241186438,0.629581125442996
3259,5,478715,0.0474621365251218,0.157428817702012,0.763223613988154
3260,5,478932,0.0548554549129966,0.157281405954366,0.727467917840361
3261,5,479996,0.0290576777771326,0.156793624278797,0.853081069595178
3262,5,482003,-0.0771641564013669,0.156004700949132,0.621171044977975
3263,5,482536,-0.00492657266401403,0.156058532886944,0.974833806813059
3264,5,484494,-0.0380445776478009,0.159941149608659,0.812122952946551
3265,5,484954,-0.0446726597465343,0.156238621457811,0.775102633244752
3266,5,486157,-0.1076779643719,0.155909015244366,0.490241793659484
3267,5,486882,-0.0800553606324046,0.159355926270681,0.615721729433848
3268,5,486891,-0.0863446006918677,0.159818806482947,0.589354577641454
3269,5,486920,-0.12457206230172,0.163117807307743,0.445559840670268
3270,5,487404,-0.0640298802314644,0.157601543694573,0.684785275337879
3271,5,487484,-0.0538560440746861,0.160909392773447,0.738051729684491
3272,5,487817,-0.0240485161737821,0.165976421358334,0.884879496685339
3273,5,489636,-0.0489776523696639,0.156234966405294,0.754095743907348
3274,5,490549,-0.11980611753365,0.155525835038656,0.441619771520247
3275,5,491806,-0.121933724586953,0.155313073697342,0.432931217484839
3276,5,491888,-0.171660036925365,0.155672453056182,0.270908606439296
3277,5,491992,0.0770337157217371,0.181723207963066,0.671891930285137
3278,5,492146,-0.117968702550249,0.163000304777089,0.469708982848982
3279,5,499612,-0.173730034412727,0.155227170656978,0.263816392354248
3280,5,502460,-0.0634535286598004,0.156622240849226,0.685621921461933
3281,5,504765,-0.0457241971249407,0.157289676748857,0.771451056962631
3282,5,504884,0.00151612503519416,0.156658628579526,0.992283748256451
3283,5,509836,0.0910828714403766,0.158245657679075,0.565266528125737
3284,5,510020,0.0719594107959245,0.180082976593365,0.689699962905354
3285,5,511350,0.117809129012758,0.156917076457723,0.453289350686117
3286,5,512696,0.125005357909427,0.158083333626973,0.429617277299046
3287,5,512931,0.0920728430860524,0.155981790995588,0.555381004727511
3288,5,514582,0.102362536782761,0.156013071712265,0.512177482653945
3289,5,515315,0.120650321942584,0.15603050131905,0.439892914372301
3290,5,515397,0.0892823262180923,0.155941928569254,0.56732354977159
3291,5,515950,0.122641559602175,0.15587770154323,0.431938164139318
3292,5,516091,0.0863240129728575,0.155748291116857,0.579756419044409
3293,5,518207,0.141995171496978,0.155831154907148,0.362805657017308
3294,5,518275,0.158238027432009,0.155347555218841,0.309087425007632
3295,5,519067,0.132388469846781,0.156223234177072,0.397328912623419
3296,5,522215,0.1060653907177,0.156175793114276,0.497493542175796
3297,5,522970,0.3392599694109,0.323533248839458,0.295075383646827
3298,5,523232,0.122106555669504,0.158340232641184,0.4411245974951
3299,5,524247,0.249145561109378,0.15689985243385,0.113198037390661
3300,5,524532,0.244863914105684,0.155808126414455,0.116945367295456
3301,5,524625,0.23049645572028,0.155845293692928,0.140029929648349
3302,5,525863,0.206275148467929,0.156089703398383,0.187184987332351
3303,5,526004,0.211248005407702,0.155898914475831,0.176273870788206
3304,5,526007,0.214063891941219,0.155840781040887,0.170435610325737
3305,5,529382,0.191928242289915,0.156287695238184,0.220248458805436
3306,5,529437,0.456427805956293,0.309995617093087,0.141812378332051
3307,5,532205,0.214938523723121,0.156354490987343,0.170100413771534
3308,5,532256,0.234520467455336,0.1551773449797,0.131605134987781
3309,5,533988,0.238356146300015,0.15536907018736,0.125893742572145
3310,5,535074,0.214949727856858,0.155675994098972,0.168229217044553
3311,5,537503,0.186327403110528,0.155830015268486,0.232612603778321
3312,5,538956,0.182462516957879,0.156399916196119,0.244143009323713
3313,5,540169,0.128068399108836,0.155556267052965,0.410897188497496
3314,5,540498,0.21415697506521,0.162027127320835,0.187112228030796
3315,5,540682,0.104930880149429,0.157177700973449,0.504829029670294
3316,5,541505,-0.0576507718406027,0.329846924817437,0.861352404906012
3317,5,542346,0.165254620729711,0.155784723853982,0.289511333137888
3318,5,542361,0.138434452056068,0.156369106640708,0.376594455331644
3319,5,543103,0.182116079492706,0.156242220000813,0.244562802147235
3320,5,545577,0.148215907922686,0.161200362599513,0.358487340069586
3321,5,545826,0.132714669212522,0.155754378633943,0.394749253363182
3322,5,546667,-0.00167008737896179,0.156032801504158,0.991466101759305
3323,5,547620,-0.0893240992608635,0.155841969152451,0.566893845020112
3324,5,548182,-0.0533793008067133,0.160356007509573,0.739422506776828
3325,5,548310,-0.111497301174972,0.157085262653513,0.478303934258839
3326,5,548459,-0.12610968024821,0.158141426918224,0.425726539702672
3327,5,548843,-0.108934578314594,0.155570557949192,0.484247291405481
3328,5,549055,-0.132973826718387,0.155544606699951,0.393190816111196
3329,5,549248,-0.158600764231316,0.156075724059243,0.310240455994748
3330,5,549677,-0.422833243981117,0.313211709705505,0.177883593175593
3331,5,549802,-0.112621634747944,0.316714671132659,0.722357509018092
3332,5,549802,-0.0344185685202809,0.27288836474562,0.899703265194044
3333,5,550708,-0.220074895102419,0.157671802799079,0.163658512231871
3334,5,550744,-0.197821424392254,0.15960705604954,0.216010484564667
3335,5,551265,-0.154489656162432,0.168265975880306,0.359178891952584
3336,5,551776,-0.143973411654582,0.155826012748016,0.35615026881443
3337,5,552218,-0.186776264934353,0.156856116783753,0.234552226383577
3338,5,553130,-0.171582642038674,0.158291860632754,0.279120654325633
3339,5,554104,-0.235901297003901,0.160010083801529,0.141294712853569
3340,5,554306,0.16883102880584,0.264037759137594,0.522964451870626
3341,5,554307,-0.115036542897279,0.181199525310525,0.525930224385878
3342,5,554308,0.0580008271862208,0.205454723598449,0.777875353435238
3343,5,555454,-0.180118528712285,0.15642891072691,0.250330486604098
3344,5,555973,-0.207156876557614,0.156112608152464,0.185376017690653
3345,5,557406,-0.179020673963225,0.15576760179898,0.251218409296528
3346,5,557772,-0.158946199450387,0.156719843986527,0.31117912609363
3347,5,558324,-0.120118821021032,0.155720517063301,0.44100107578732
3348,5,558514,-0.157063615316549,0.156574488145476,0.316488191042536
3349,5,558549,-0.139174780121843,0.156176677061805,0.373462783414449
3350,5,559378,-0.175357212977782,0.155256269027816,0.259466773378189
3351,5,560042,-0.25321481611115,0.155835168139261,0.105078736082049
3352,5,561145,-0.369768423155154,0.154728212704327,0.0173819113861272
3353,5,561154,-0.372447891015132,0.154951698175681,0.0167478303604655
3354,5,561160,-0.372447891015132,0.154951698175681,0.0167478303604655
3355,5,561163,-0.372447891015132,0.154951698175681,0.0167478303604655
3356,5,561166,-0.372447891015132,0.154951698175681,0.0167478303604655
3357,5,561193,-0.448222152820597,0.157203930190624,0.00461137427369899
3358,5,561211,-0.365767834743239,0.160264386517447,0.0230673563320268
3359,5,561220,-0.369574851662575,0.161763456356351,0.022925493550011
3360,5,561227,-0.370019706464075,0.161794577870131,0.0227887862156948
3361,5,561259,-0.689059794871099,0.30898241157951,0.0263694556156339
3362,5,561269,-0.797710914183011,0.308785809382434,0.0101852744517016
3363,5,561292,-0.522490016218982,0.192990162070303,0.00711232546419376
3364,5,561299,-0.526815684860034,0.192288490157488,0.00646156434446029
3365,5,561309,-0.49461163334509,0.194049547976829,0.0112290927770766
3366,5,561353,-0.416664654762506,0.164713972548897,0.0118529412187861
3367,5,561355,-0.414090289204079,0.164963087776606,0.0125129562232639
3368,5,561373,-0.413069147510697,0.164433470631628,0.0124478574316177
3369,5,561379,-0.408421467572068,0.16356681537938,0.0129809562064538
3370,5,561430,-0.338563148618782,0.157100611343835,0.0318319382358661
3371,5,561461,-0.331703199386046,0.158983355767594,0.0376595221520649
3372,5,561500,-0.366121764389383,0.164258961382917,0.0264475429761832
3373,5,561502,-0.366121764389383,0.164258961382917,0.0264475429761832
3374,5,561510,-0.359855169502738,0.169363294255641,0.0343015970302145
3375,5,561524,-0.585975881057527,0.309771424856684,0.0593573493707427
3376,5,561529,-0.513353216121708,0.310136261270125,0.0987624100534968
3377,5,561538,-0.519138715044404,0.31033563916784,0.095246759317609
3378,5,561541,-0.496037583080307,0.31021607628316,0.110713748911858
3379,5,561545,-0.482366617252488,0.310385426090012,0.12105921990547
3380,5,561555,-0.540956508200637,0.310230056354992,0.0820772556939588
3381,5,561569,-0.687205926729405,0.310723202771346,0.0276320687123705
3382,5,561578,-0.69724625616584,0.310459593633946,0.0253315758483095
3383,5,561590,-0.608527162110368,0.313462936828209,0.0530168282078445
3384,5,561678,-0.623703275752602,0.309918291256955,0.0449288130822705
3385,5,561690,-0.572730306442795,0.310196891477663,0.0656791675558908
3386,5,561692,-0.587859609709739,0.310255236146799,0.0589409999109655
3387,5,561717,-0.685450106979898,0.309548622806632,0.0274428130938112
3388,5,561736,-0.767300172653437,0.308647376496094,0.0133804258430783
3389,5,561746,-0.712312351331033,0.308921785977121,0.0217007540594558
3390,5,561758,-0.728073109394664,0.308817679973465,0.018937862123587
3391,5,561759,-0.71894150647222,0.30878947895282,0.0204627467599419
3392,5,561766,-0.747525103675732,0.308597144475934,0.0159240748554294
3393,5,561783,-0.787030801438654,0.308506604527089,0.0111595952086248
3394,5,561786,-0.316295952301852,0.165674706896906,0.0570548005122578
3395,5,561824,-0.331594330911163,0.160734063988548,0.0398435567392431
3396,5,561906,-0.389012083893163,0.154392116975347,0.0121883367294345
3397,5,561915,-0.382486159468064,0.154237999191045,0.0136098718030276
3398,5,562065,-0.316838808146975,0.155391467104016,0.0421973670731209
3399,5,562072,-0.292380429279601,0.155400197609271,0.0607310439478022
3400,5,562097,-0.317381536577645,0.154786492889984,0.0410588694352267
3401,5,562113,0.644487031286793,0.309107162466341,0.0377878414349421
3402,5,562116,-0.322243515641118,0.154553581232797,0.0377878414358283
3403,5,562155,-0.341697483188661,0.155265916108611,0.0284025882960555
3404,5,562173,-0.309646393037803,0.155511196948214,0.0472346362980017
3405,5,562264,-0.314697963475258,0.155038179727712,0.0431255204776939
3406,5,562359,-0.333493569308726,0.155579461696702,0.0327512007995483
3407,5,562436,-0.310937629119343,0.155684149432947,0.0465670310583805
3408,5,562451,-0.321957977849908,0.155410360594855,0.0390227352917258
3409,5,562473,-0.312659242977142,0.155701975993647,0.0453981472725883
3410,5,562513,-0.338630545382478,0.155580687135508,0.0301758140332074
3411,5,562518,-0.305177352702906,0.155506245618606,0.0504921611149363
3412,5,562560,-0.339773171771341,0.15485841354067,0.028880257083896
3413,5,562570,-0.330277117415531,0.154710046570988,0.033464470393698
3414,5,562582,-0.342883926973737,0.154868755026009,0.027465335210212
3415,5,562610,-0.334180418952353,0.15492264155629,0.0316739897770603
3416,5,562667,-0.316712754319559,0.15465975552527,0.0413188359017975
3417,5,562683,-0.307510890326122,0.154954046401752,0.0479707163489833
3418,5,562774,-0.3158124194157,0.155307609431454,0.0427532610319822
3419,5,562846,-0.308241019556776,0.157121271980379,0.0505708610852001
3420,5,562873,-0.323760226504883,0.157843074040642,0.0409897536072997
3421,5,562888,-0.333596887449521,0.156401353097756,0.0336178741646553
3422,5,563005,-0.31126456129307,0.15623058732738,0.0471034933037073
3423,5,563017,-0.30066016032086,0.156952134599449,0.0562214944640125
3424,5,563018,-0.276482353040449,0.157833009464954,0.0806869546786524
3425,5,563074,-0.36774839045931,0.157687963209327,0.0202557910872934
3426,5,563104,-0.326153320059063,0.15705747517714,0.0385569342410426
3427,5,563148,-0.311649066214344,0.156190418931209,0.0467767905758034
3428,5,563174,-0.2957289972478,0.157375086405247,0.0610497793156338
3429,5,563257,-0.270222720574595,0.158588576515287,0.0892755021141922
3430,5,563299,-0.290306823861239,0.156424672382211,0.0643026001374263
3431,5,563318,-0.300453674432421,0.156706313952455,0.0560061381228804
3432,5,563324,-0.32254748578673,0.156766133934833,0.0403714881772955
3433,5,563344,-0.324317137518744,0.157215465589546,0.0398546998265955
3434,5,563347,-0.332492168111368,0.157318646658456,0.0352596038615021
3435,5,563348,-0.338288699060806,0.157191588171443,0.0320687446015742
3436,5,563372,-0.298947895164576,0.159235494329715,0.0612884173692624
3437,5,563421,-0.212600393571693,0.283028965254829,0.453056076472387
3438,5,563427,-0.0611500885457974,0.215751447799191,0.777014606414743
3439,5,563428,-0.233649194870799,0.366940587918704,0.524700792169402
3440,5,563428,-0.373000575461554,0.208251600457061,0.0741329822725271
3441,5,563452,-0.224358984513547,0.16688081024601,0.179673795033315
3442,5,563474,-0.283820369522757,0.165900036243991,0.0879981503824658
3443,5,563479,-0.324937652583069,0.164462814260851,0.0489613354919014
3444,5,563545,-0.35774690188427,0.166294034848389,0.0321313096338154
3445,5,563565,-0.448747423866793,0.169201462510083,0.0083590492616494
3446,5,563580,-0.373310210556161,0.169553552539523,0.0283311834922502
3447,5,563607,-0.509078868351416,0.317134690701519,0.109334106079115
3448,5,563608,-0.328918617120088,0.172487872436085,0.0573439888550414
3449,5,563642,-0.699070009644281,0.308623368066002,0.0241106870430524
3450,5,563661,-0.786045673076687,0.307970893821456,0.011120721779311
3451,5,563665,-0.357708466282909,0.161546747403271,0.027448463138373
3452,5,563700,-0.292712096078045,0.159348643888598,0.0670609773964728
3453,5,563747,-0.315049567361965,0.155688325911082,0.0437652356268419
3454,5,563755,-0.316748493986509,0.155100763744605,0.0418733047260679
3455,5,563781,-0.289135880218397,0.155454720270802,0.0637261328575915
3456,5,563837,-0.310720050542915,0.156695580561423,0.0481473237813444
3457,5,563865,-0.45178179818865,0.238443804660891,0.0589478551624729
3458,5,563866,-0.317267293401013,0.157689781772112,0.0449823307620546
3459,5,563882,-0.304843899544826,0.157222527545803,0.0533062081619826
3460,5,563899,-0.2919459262122,0.157454546644242,0.0645501692689014
3461,5,563908,-0.2919459262122,0.157454546644242,0.0645501692689014
3462,5,563929,-0.302880341368516,0.157233277732195,0.0548680946888646
3463,5,563964,-0.310849776395105,0.155094876337196,0.0458061829724404
3464,5,563970,-0.316644127218091,0.154660153597215,0.0413631223882701
3465,5,564006,-0.330581246209992,0.154944515062599,0.0335689746480902
3466,5,564048,-0.32760919738647,0.155351912896082,0.0356641227840528
3467,5,564065,-0.333806136106202,0.154895171917315,0.0318340417525645
3468,5,564074,-0.333185914998994,0.154928709516282,0.0321882404347817
3469,5,564097,-0.32141219516906,0.155388579282311,0.0393262900372864
3470,5,564135,-0.333844567356591,0.155314303792186,0.0322757984511784
3471,5,564147,-0.32936086295671,0.155986166561092,0.0354339139425224
3472,5,564195,-0.326945995693752,0.155987914987795,0.0367965017929803
3473,5,564197,-0.326945995693752,0.155987914987795,0.0367965017929803
3474,5,564206,-0.311173845637503,0.156981384571845,0.0482281239911362
3475,5,564212,-0.31982115728658,0.156482851183309,0.0417141645707834
3476,5,564236,-0.321982562638586,0.155410216307663,0.0390077024208524
3477,5,564252,-0.324208266843933,0.157139858795303,0.0398260537350261
3478,5,564265,-0.321761651980379,0.156705370375229,0.0407808583270267
3479,5,564272,-0.330059531320299,0.156879794081604,0.0360940295094785
3480,5,564298,-0.324590536237185,0.156485634321676,0.0387803788123008
3481,5,564300,-0.321497273541532,0.156485869652501,0.0406649154503693
3482,5,564304,-0.321497273541532,0.156485869652501,0.0406649154503693
3483,5,564343,-0.342840406723609,0.161500301414107,0.0344622138194068
3484,5,564355,-0.383569884187977,0.170369689699633,0.024974863153794
3485,5,564360,-0.375613478971213,0.171128271990193,0.0288198101069262
3486,5,564372,-0.670203531022826,0.30877524954863,0.0306334242773944
3487,5,564393,-0.549108018410601,0.315068213722582,0.0822353784838314
3488,5,564395,0.616158044691545,0.305819682484511,0.0446860000319153
3489,5,564397,-0.422406096808032,0.216107065125924,0.0514175740814598
3490,5,564403,-0.688825068863029,0.308639487182851,0.0262545837948669
3491,5,564406,-0.699179893400345,0.30862266290953,0.0240883008525147
3492,5,564431,-0.369894595765905,0.187214251154057,0.0489578350213973
3493,5,564461,-0.355623532899232,0.167686895550248,0.0346388605121865
3494,5,564462,-0.355623532899232,0.167686895550248,0.0346388605121865
3495,5,564469,-0.333467054603771,0.16249712776125,0.0408930411254599
3496,5,564472,-0.349197276181681,0.168415828221868,0.0388578018910002
3497,5,564485,-0.363793425461038,0.166519783972073,0.0295690926663219
3498,5,564486,-0.359534786773287,0.166220264971426,0.0312118306994077
3499,5,564496,-0.340152688557834,0.166375605142075,0.0416469298037988
3500,5,564516,-0.289608428428482,0.161655358227457,0.0740667371972422
3501,5,564535,-0.331543876423017,0.157143014196287,0.0355770289831396
3502,5,564551,-0.286322150392721,0.159092945405124,0.0727592406682218
3503,5,564567,-0.307518445442433,0.159892556021873,0.0552487423988739
3504,5,564574,-0.306246676764936,0.161488817481713,0.0587240065878741
3505,5,564590,-0.332180710043129,0.158262790778731,0.0365339813691887
3506,5,564680,-0.306262694620574,0.157699313628774,0.052924107663223
3507,5,564696,-0.651015196937902,0.309068406123235,0.035876895421932
3508,5,564701,-0.651015196937902,0.309068406123235,0.035876895421932
3509,5,564705,-0.651015196937902,0.309068406123235,0.035876895421932
3510,5,564717,-0.770458524136044,0.308437316869232,0.0129460577091808
3511,5,564723,-0.802123132730619,0.308396468183313,0.0096876127624908
3512,5,564730,-0.697001246016185,0.308931947860757,0.0246717374092359
3513,5,564732,-0.697001246016185,0.308931947860757,0.0246717374092359
3514,5,564809,-0.566151118030936,0.31010267728509,0.0687418029127508
3515,5,564814,-0.514162696348086,0.310240795944922,0.0983468538848843
3516,5,564841,-0.625636422333192,0.309778692034108,0.0441776245898747
3517,5,564865,-0.626307738284037,0.30990341168432,0.0440365846516179
3518,5,564880,-0.679283713385717,0.30933977937391,0.0287481632681041
3519,5,564894,-0.739491154924508,0.308740813650719,0.0171325419914112
3520,5,564898,-0.799031426728041,0.308231307798665,0.00992948143528044
3521,5,564904,-0.756219471267329,0.308626003093758,0.0147594136703999
3522,5,564935,-0.608269733267104,0.30946251246569,0.0501320633112485
3523,5,564937,-0.608269733267104,0.30946251246569,0.0501320633112485
3524,5,564938,-0.608269733267104,0.30946251246569,0.0501320633112485
3525,5,564945,-0.625560542076411,0.309286125981648,0.0438685076658472
3526,5,564949,-0.625560542076411,0.309286125981648,0.0438685076658472
3527,5,564968,-0.265408484155845,0.182813960829373,0.147446644375587
3528,5,565000,-0.32635066841348,0.16729158085302,0.0518730047946454
3529,5,565007,-0.360237016612828,0.16698255316287,0.0316540505228444
3530,5,565013,-0.266705126465776,0.168742755088426,0.114878219947684
3531,5,565036,-0.312308962135887,0.160123212383195,0.0519161009819334
3532,5,565093,-0.292598225930492,0.155366704488071,0.0604850432302137
3533,5,565120,-0.28634865239751,0.155845282036741,0.0669926376049838
3534,5,565122,-0.28275023628169,0.156103823814847,0.0709448753109126
3535,5,565125,-0.28275023628169,0.156103823814847,0.0709448753109126
3536,5,565208,-0.287914108820125,0.156046869316775,0.0658678810512296
3537,5,565243,-0.283955801190981,0.155620081487879,0.0688954366371771
3538,5,565254,-0.309656117462689,0.156100463173836,0.0480638739604044
3539,5,565289,-0.558348301023256,0.260634597814496,0.0328558489138221
3540,5,565293,-0.302467487699304,0.158186717117385,0.0566736770413541
3541,5,565315,-0.29936757345703,0.157968955532238,0.0588954619954607
3542,5,565361,-0.299127128513847,0.162444496782878,0.0664001662530685
3543,5,565365,-0.299127128513847,0.162444496782878,0.0664001662530685
3544,5,565371,-0.339589653822842,0.164243104597495,0.0394055551229427
3545,5,565372,-0.334297472629357,0.164743201083315,0.0431875158854209
3546,5,565388,-0.324462255453714,0.163368295884247,0.0477976903845842
3547,5,565423,-0.307514245136651,0.159440172012166,0.0545681024172836
3548,5,565436,-0.285339870452945,0.159952107168256,0.075297490826291
3549,5,565441,-0.275213502792106,0.159044678114839,0.0844298684757819
3550,5,565448,-0.271509166407443,0.158398235339515,0.0873896109443742
3551,5,565475,-0.32237501907131,0.158312305520397,0.0424639080381943
3552,5,565507,-0.303159572909991,0.157721504583704,0.0553953441657581
3553,5,565512,-0.311379931403506,0.157913620187396,0.0494086119662321
3554,5,565539,-0.253032319431522,0.160138526353689,0.114983232859751
3555,5,565639,-0.314139598006155,0.155076097481523,0.0435461162969595
3556,5,565651,-0.307783310015067,0.154910507266102,0.047712153384719
3557,5,565675,-0.309623632433319,0.154863078285252,0.0463379130129108
3558,5,565711,-0.277697533475933,0.161089444733202,0.0856065415863208
3559,5,565722,-0.6522291101899,0.308913729519092,0.0354435583309153
3560,5,565729,-0.662550968662535,0.308890798946634,0.0326399880581099
3561,5,565731,-0.605264146198849,0.309125543279577,0.0510187706438777
3562,5,565737,-0.656383792928247,0.308928095931722,0.0343048934180702
3563,5,565800,-0.574493702464061,0.279658909516383,0.0406858782446723
3564,5,565808,-0.418175224344012,0.243576623677014,0.0868907454883612
3565,5,565834,-0.333400000808249,0.158015757246261,0.0355689077288547
3566,5,565880,-0.348897132806764,0.177834717439395,0.050557438751608
3567,5,565885,-0.358376056955494,0.181972629138089,0.0496893476860636
3568,5,566202,-0.777384503863027,0.309220899626784,0.0123809683189516
3569,5,566255,-0.524342944011029,0.257722775971557,0.0426458778165097
3570,5,566370,-0.509585230160919,0.238266652097278,0.0331443374727508
3571,5,566373,-0.646735722415722,0.309034867947437,0.0370841635057059
3572,5,566376,-0.635439602478524,0.30916022148452,0.0405782461127267
3573,5,566378,-0.47505786860326,0.312747540624547,0.129662146299368
3574,5,566382,-0.623015004480115,0.309123776069672,0.044617888133266
3575,5,566388,-0.677379814261267,0.308760359674408,0.0288962196431041
3576,5,566400,-0.325305246799946,0.197332901689272,0.100137745898815
3577,5,566427,-0.2391760126771,0.179280542247583,0.183035051557053
3578,5,566434,-0.2391760126771,0.179280542247583,0.183035051557053
3579,5,566463,-0.271686170604465,0.191585627951196,0.157045881140456
3580,5,566466,-0.266751137388533,0.191790394559547,0.165147853979401
3581,5,566472,-0.282384073260757,0.191826740817165,0.141890576049866
3582,5,566501,-0.378189803559077,0.172073818327318,0.0286097716584091
3583,5,566502,-0.368965455201911,0.171124094485925,0.0317487623403959
3584,5,566512,-0.363701092455863,0.169813171866934,0.0328958007567934
3585,5,566542,-0.289696999738553,0.157555609211867,0.0667996762671392
3586,5,566565,-0.29462119186369,0.156622943808867,0.0607831121744206
3587,5,566568,-0.29462119186369,0.156622943808867,0.0607831121744206
3588,5,566580,-0.305407264859,0.15634319620086,0.0515569359126081
3589,5,566740,-0.639158492925914,0.309207356555178,0.0394545122315897
3590,5,566755,-0.330932349516066,0.240174940900334,0.169113036478761
3591,6,12139,0.702890544446579,0.739610886250924,0.342583725217095
3592,6,14922,-0.220573412427408,0.674748890831375,0.743939511005637
3593,6,14925,-0.463222941321015,0.641324570292482,0.470593821632707
3594,6,14958,-0.204488569237526,0.334730657417133,0.541655751793659
3595,6,14985,0.477881847839047,0.321944667009067,0.138605758496935
3596,6,14991,0.311543608410839,0.318267813809037,0.328313354991524
3597,6,15003,0.448510531511882,0.316608539881838,0.157479114438926
3598,6,16905,0.195049698153248,0.155732875357884,0.211230243017287
3599,6,18881,0.219617050496829,0.157001871488485,0.162745535967146
3600,6,19636,0.123346533053063,0.161012826068308,0.44414867820153
3601,6,19887,0.13370617963707,0.164769700692693,0.417640850810434
3602,6,20485,0.271044349709439,1.69593576203486,0.873114325526415
3603,6,22804,0.257781230770195,0.155246599125127,0.09770929844997
3604,6,23172,0.209445135463986,0.157233524227792,0.183698483569555
3605,6,23564,0.215296309010733,0.155637476988628,0.167441242222912
3606,6,26594,0.0867159048233989,0.156049822676238,0.578772269586903
3607,6,27541,0.0275045760009669,0.193676035524947,0.887150503659452
3608,6,27549,-0.274985869592478,0.207006728292439,0.184907135275672
3609,6,27551,-0.447695136700929,0.241055006239296,0.0641107950608617
3610,6,27553,-0.963068827237706,0.379918633000891,0.0116780406975181
3611,6,27767,0.115531112490928,0.156601718680654,0.461163507168774
3612,6,28811,0.0639166568873685,0.156029080817899,0.682314265480737
3613,6,28916,0.061570053884405,0.15581724695159,0.692976213168349
3614,6,29838,-0.0098322437088374,0.164270483174349,0.952305795822863
3615,6,30082,0.509977975382581,0.544585516974928,0.349680934089426
3616,6,30085,0.196224153488314,0.221934791952464,0.377215798672455
3617,6,30088,-0.250004134352731,0.29372899572738,0.395269268103035
3618,6,30322,-0.186962545696032,0.155110209870593,0.228874461127918
3619,6,30997,0.369258795863438,0.282070415931668,0.191351493551917
3620,6,30997,-0.476153441551412,0.979773092269178,0.627280480423452
3621,6,32438,-0.204684026491669,0.157251285315428,0.193889450476513
3622,6,35840,-0.183527479924732,0.156897323001538,0.242898886431911
3623,6,36181,-0.160666512525146,0.155824284804004,0.303211601662997
3624,6,36236,-0.169908752153686,0.156237493254493,0.277556518628344
3625,6,38641,-0.234075429993131,0.156452748259592,0.135510318543782
3626,6,39419,-0.21212496904008,0.157294840255876,0.178335867372629
3627,6,39566,-0.213016613152642,0.155527633908188,0.171670443914455
3628,6,39609,-0.208176471369572,0.155580796489064,0.181738107143833
3629,6,40630,-0.214671011814688,0.155082003197665,0.167158847421923
3630,6,41068,-0.251624430160403,0.156014972852899,0.10767671857725
3631,6,41221,-0.261167025155879,0.155837946834019,0.0946454659293545
3632,6,41296,-0.20968512422273,0.155575057054672,0.178584844415078
3633,6,41435,-0.294377892603277,0.155270226975507,0.0587888211568185
3634,6,41573,-0.265200588974105,0.154934039963713,0.0878303143337929
3635,6,41626,-0.273183292788331,0.155578746335358,0.0799698863394334
3636,6,42992,-0.261514502585224,0.155193109676592,0.092854804846612
3637,6,45282,-0.247669627607857,0.154942595442162,0.110835185674123
3638,6,45815,-0.217042573598016,0.155308407328785,0.163142731997094
3639,6,47290,-0.27536728304783,0.15512521534895,0.0767381910652673
3640,6,48282,-0.277069420433053,0.154747529221135,0.0742366415978977
3641,6,48919,-0.291282302404499,0.156632994921741,0.0637669956484457
3642,6,48921,-0.259657479589102,0.158170488097506,0.101557195416406
3643,6,50414,-0.246721571499623,0.15626550060823,0.115263485517729
3644,6,50685,-0.287613947601221,0.156014468049392,0.0660929012415488
3645,6,50825,-0.275062785315966,0.15585276105222,0.0784471274549021
3646,6,51261,-0.367374971484793,0.161166442985046,0.0232350431829458
3647,6,51266,-0.375190610422411,0.160947573677324,0.0203086545575888
3648,6,51270,-0.350916496208877,0.16182595653264,0.030789508787859
3649,6,51526,-0.26085307349417,0.156264663409156,0.0959438915835784
3650,6,51781,-0.241979461596805,0.15597813756819,0.121709618749653
3651,6,52550,-0.241865902945301,0.15575538932446,0.121353275085662
3652,6,53989,-0.154578001871224,0.155505223654059,0.320885568943661
3653,6,54487,-0.111637962410492,0.167426235006584,0.505342540788881
3654,6,54932,-0.13221005615011,0.158624908121297,0.405139919311815
3655,6,55876,-0.115171359895622,0.15657243777607,0.462475544692038
3656,6,56091,-0.140891102904891,0.156777567955012,0.369441689337596
3657,6,57460,-0.196671405465189,0.155935522317389,0.208056899777037
3658,6,57967,0.168622893076908,0.31067977128939,0.587641244822971
