SNP,Chr,Pos,Effect,SE,noPPI_reference_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
2311,4,977428,0.0780098978463382,0.190660932706718,0.68267395810352
2312,4,979983,0.1826388764004,0.187937046636803,0.331811096009355
2313,4,980596,0.0659299490620979,0.187080097292334,0.7247368988026
2314,4,980779,0.081889699489988,0.18654015434518,0.660935662120231
2315,4,980835,0.0832543622825785,0.1873284390146,0.657004133272231
2316,4,996583,0.0564511109083742,0.18762128091729,0.763684683569017
2317,4,997624,0.0551032046292946,0.186562125805802,0.767891655498333
2318,4,998174,0.0799350421328517,0.186536665295664,0.668532569302975
2319,4,1000959,0.071280172850658,0.186856611563891,0.70308410905574
2320,4,1006085,0.125066768626055,0.186755815830312,0.503499143585104
2321,4,1013362,0.153830904635696,0.190055325574169,0.41882995661956
2322,4,1013533,0.159036267621327,0.1858866870973,0.392824350154729
2323,4,1013882,0.155226853831653,0.186185912958496,0.405002768207593
2324,4,1014176,0.165035680860263,0.186437282702201,0.376647301579194
2325,4,1015219,0.115408393930073,0.186758633122753,0.537003601033805
2326,4,1015754,0.0988035294308202,0.188381312846736,0.600269126653942
2327,4,1016051,0.0200745661542205,0.19073144641109,0.916236877589386
2328,4,1016202,0.0781418840677317,0.190368992812928,0.681705908464309
2329,4,1016647,0.038830823608723,0.187651928795744,0.836183796501876
2330,4,1016717,0.129475728750972,0.191714720818398,0.499891616499375
2331,4,1017795,0.107940998880122,0.188130797510791,0.566498926043612
2332,4,1018597,0.0243695356892668,0.186855119910017,0.896308894436893
2333,4,1018955,0.0211736887594036,0.189328160885401,0.911017071654168
2334,4,1019310,0.0758439415144313,0.189062708868279,0.688546818727718
2335,4,1020874,0.0800311350229183,0.186273502709526,0.667717372587389
2336,4,1022771,0.190791737109552,0.188205217509697,0.311399688629279
2337,4,1026744,0.176741986840491,0.186383279558439,0.34363987566001
2338,4,1028509,0.126906982943605,0.188079115374121,0.500274265199093
2339,4,1029308,0.133033070627929,0.188048982335812,0.479760860271902
2340,4,1036857,-0.00519265723141928,0.187771050265034,0.977953583927342
2341,4,1040300,-0.0199464619966437,0.186844776571728,0.91504463722185
2342,4,1043992,-1.94911485539746e-05,0.186325132218275,0.999916593772071
2343,4,1045331,-0.0200589591563856,0.212793580072055,0.924952237911405
2344,4,1046913,-0.1310668602104,0.186490092723048,0.482638188868952
2345,4,1047131,-0.114723041323875,0.186269076038583,0.538357731038108
2346,4,1049568,-0.149143541506042,0.188296550921953,0.428853376046464
2347,4,1051775,-0.116743076345198,0.186570133995219,0.531894476471965
2348,4,1051793,-0.123072320240201,0.187590932790582,0.512208069981379
2349,4,1052459,-0.255481680655973,0.187278243085851,0.173379283268972
2350,4,1057927,-0.175096793885113,0.603232523718195,0.771784579155424
2351,4,1057929,-0.294240238537634,0.51077274612255,0.564935772859004
2352,4,1062037,0.157489736223768,0.18882181447671,0.404808196702882
2353,4,1062762,0.094753348614546,0.186517008324954,0.611760449561852
2354,4,1064285,0.0695338150413928,0.18761482882369,0.711142851383905
2355,4,1066022,0.123907414703865,0.186486271383997,0.506847748754261
2356,4,1066228,0.0627789854708569,0.18710099068785,0.737420651650578
2357,4,1071689,0.0916684358648615,0.186556731933683,0.623469939827647
2358,4,1077589,0.217915032964713,0.186348371420962,0.243033137998528
2359,4,1077718,0.297658157568188,0.185970497156248,0.110367486780652
2360,4,1077851,0.274434058164988,0.188705549971009,0.146752317198297
2361,4,1079690,0.193221474361801,0.186462470609651,0.300795508657294
2362,4,1079853,0.204818771194154,0.186826412578311,0.273692571483012
2363,4,1080944,0.0519445404177521,0.300753835410497,0.862974850248794
2364,4,1086372,0.30418260878608,0.187114170053077,0.10491600920412
2365,4,1091087,0.334786412850398,0.185212447980894,0.0715229301111719
2366,4,1091200,0.293162275749209,0.186995467455978,0.117835265052695
2367,4,1091234,0.315491912562316,0.187811801025582,0.0938751195021173
2368,4,1091966,0.24273434935621,0.186791598002062,0.194622852504922
2369,4,1094122,0.201660377121957,0.188479378283429,0.285380335797782
2370,4,1095022,0.114097214596639,0.187050096172834,0.542266108432888
2371,4,1095148,0.139414263170971,0.189682143623682,0.462834274986726
2372,4,1095215,0.198073574302321,0.187093000213162,0.290464670894283
2373,4,1101892,0.0568434139833566,0.197449923324415,0.773601610659438
2374,4,1101983,0.247928369309342,0.242954152058795,0.308202618911993
2375,4,1102947,0.123790292482777,0.189429599874103,0.513866057206245
2376,4,1103400,0.161015704891059,0.188657326356903,0.393970616696617
2377,4,1105164,0.122186148730377,0.186746419313646,0.513351599250308
2378,4,1105360,0.0969672971875082,0.186803129204019,0.604024527901826
2379,4,1105583,0.0555670770118212,0.189246907028843,0.769219228743555
2380,4,1107094,0.122232013446295,0.187802818489053,0.515564853325397
2381,4,1108564,0.161612315057639,0.191945825762214,0.400375704754562
2382,4,1108600,-0.138924197275332,0.238249907040025,0.560196395124247
2383,4,1112991,0.0308354824990029,0.187669616442275,0.869583297969933
2384,4,1113001,0.0229357009078126,0.187271078263888,0.902593910507739
2385,4,1116044,-0.0417293484375489,0.186435178540177,0.823020894165171
2386,4,1118719,0.059773603311343,0.187300163997277,0.749814665322722
2387,4,1120112,0.0348981526238644,0.18773056209909,0.852633961636176
2388,4,1123519,-0.0514939120385819,0.188831988893977,0.785245611190681
2389,4,1123610,0.0022126804878338,0.186992815703185,0.990565560381551
2390,4,1123959,0.0189720551034619,0.186990126309645,0.919242757163989
2391,4,1126543,-0.0647511010427894,0.18842318450403,0.731316207961633
2392,4,1127480,-0.105962631365614,0.1860991057012,0.569454865692258
2393,4,1130624,0.00708789676224331,0.186899180345765,0.969770004041602
2394,4,1133634,0.0244553382813378,0.188023863295078,0.896589023356045
2395,4,1135023,0.0962538324226731,0.189390039406177,0.611609008245148
2396,4,1137173,0.107781334017832,0.187118701613873,0.564978747591853
2397,4,1138274,0.11301997187561,0.18672283638792,0.545380562041381
2398,4,1138987,0.0991392852161541,0.187755668655914,0.597815230285627
2399,4,1140165,0.0986410959413874,0.187201450434229,0.598576740210531
2400,4,1140684,0.139938340179129,0.186897873563918,0.454511153658472
2401,4,1141284,0.135759639731447,0.187966422659011,0.470616059633864
2402,4,1144564,0.239393678552131,0.186893348010758,0.201065949115306
2403,4,1149030,0.225186325256821,0.185948062818069,0.226698899174652
2404,4,1150593,0.303763546659158,0.187486427686392,0.106084510371619
2405,4,1154148,0.63219409658615,0.402599353744327,0.11724565250993
2406,4,1154160,0.616177716694407,0.378737365959809,0.104645053624782
2407,4,1154205,0.404929896713689,0.371534040844451,0.27650662403692
2408,4,1154252,0.397476595282421,0.371556840405262,0.285458339251155
2409,4,1154263,0.431387480872386,0.371449674874146,0.246279474158319
2410,4,1154297,0.375200451344081,0.371599053790769,0.313334644336476
2411,4,1154405,-0.770606695606225,0.525841700133844,0.143682098285348
2412,4,1154411,-0.898159165220739,0.533993780024365,0.0934598646041625
2413,4,1154412,-0.780913743099564,0.530086768773486,0.141593347435526
2414,4,1155661,-0.0452267880459023,0.485058998454078,0.925765978391783
2415,4,1155740,-0.113154426932859,0.389296485789967,0.771479089846622
2416,4,1156446,0.197299048830852,0.191820701254196,0.304390856862193
2417,4,1156518,0.133462419932245,0.190117671028453,0.483142364140702
2418,4,1156658,0.218778035927604,0.190501677993879,0.251568295493864
2419,4,1156839,0.205621279962154,0.189567413489698,0.278800613366907
2420,4,1157089,0.285196735771081,0.20073886622545,0.15627650451447
2421,4,1157271,0.195134435508323,0.188177407121596,0.300459372454467
2422,4,1158603,0.17814882884226,0.186878550833428,0.341097151091887
2423,4,1161114,-0.642413556648615,0.535037839244364,0.230677295963378
2424,4,1161556,0.170075944420939,0.187233760739827,0.36430696723768
2425,4,1162000,0.188178112398133,0.187933667817262,0.317367330237662
2426,4,1162010,0.193824730653964,0.187379542262549,0.301658980222155
2427,4,1162013,0.196099439865642,0.187113830126786,0.295345421773728
2428,4,1166231,0.118477562129066,0.187283656758433,0.527397741916803
2429,4,1171385,-0.18316218148199,0.18669998735777,0.327239555972675
2430,4,1171794,-0.153793886960742,0.187502696725908,0.412642911285432
2431,4,1171863,-0.134565691493401,0.187432219369222,0.47326716091229
2432,4,1172380,-0.128756063258634,0.187023136632004,0.491621680110728
2433,4,1172576,-0.147535072801668,0.185954491093451,0.42808159424375
2434,4,1172914,-0.174403504272167,0.1871597360953,0.352054503310654
2435,4,1173839,-0.237308231720731,0.185940635431169,0.202703357334293
2436,4,1174544,-0.154898908334146,0.191897171614519,0.420096275951629
2437,4,1175150,-0.0774825759104447,0.186302956024659,0.677739133549992
2438,4,1175327,-0.12532955650059,0.187842198777973,0.505076074397693
2439,4,1175949,-0.0787718074435631,0.187658436897337,0.674914970970601
2440,4,1176138,-0.187442320461006,0.200504136396491,0.350502019167307
2441,4,1176852,-0.165134095426421,0.186830702681536,0.377367848076307
2442,4,1178330,-0.602672309105409,0.29517597358511,0.0419203927857247
2443,4,1181165,-0.0893044076072283,0.188834823890026,0.636560109901263
2444,4,1184872,-0.181838271264903,0.187266756673915,0.332207154390041
2445,4,1187132,-0.203893602841545,0.197787559421189,0.303306757776217
2446,4,1189750,-0.179385554532641,0.188982900728203,0.343160260188648
2447,4,1190935,-0.106382641371946,0.188708967624215,0.573289588117329
2448,4,1191476,-0.0917101329103215,0.188188461371054,0.626326040888178
2449,4,1191692,-0.121441721881428,0.188134704768982,0.519019914761645
2450,4,1191935,-0.118957385378714,0.190678121753183,0.533119252465286
2451,4,1197080,-0.170164769155601,0.187060394806286,0.363612916823091
2452,4,1197131,-0.155475370431425,0.188826543505539,0.410849734033651
2453,4,1197837,-0.206830923698996,0.186955697198284,0.269345807218267
2454,4,1198548,-0.16408319897466,0.188366232009767,0.384299180989663
2455,4,1213560,-0.139981290223908,0.188646827343556,0.458563595619646
2456,4,1213754,-0.0841756442294186,0.194194873082229,0.664945622723852
2457,4,1215342,-0.136545733141536,0.187299570515531,0.466470869113291
2458,4,1218917,-0.0107704073296494,0.18796424557981,0.954338403172074
2459,4,1218963,-0.00983758812751356,0.187505493879498,0.958187382366137
2460,4,1219676,-0.0284841810301556,0.186968925692983,0.879000184480029
2461,4,1220697,-0.0505884201938377,0.188796051519495,0.78889219635627
2462,4,1222379,-0.0196034426925899,0.187145741348567,0.916633990508545
2463,4,1222542,0.0503746154621989,0.187686116060518,0.788549605445498
2464,4,1224469,-0.0229523493615651,0.188178273936514,0.902991149925297
2465,4,1225163,0.0739240737162549,0.186549578398637,0.692144994318812
2466,4,1225198,0.053588367674164,0.186045769386362,0.773486212686066
2467,4,1225542,0.0145411169859709,0.187111404178717,0.938099837141343
2468,4,1226443,0.0684345577894732,0.186298325757886,0.71358662408599
2469,4,1227990,0.0285473667896434,0.187106835575693,0.878822543799635
2470,4,1234689,0.158313375982757,0.187236086629035,0.398388787830882
2471,4,1235338,0.181468006831972,0.186645382316094,0.331586510061616
2472,4,1235719,0.188423765776148,0.186605115070675,0.313308628207154
2473,4,1237546,0.17650992240068,0.193884656606945,0.363240064600431
2474,4,1240855,0.13584332742079,0.193821685526608,0.4838474084074
2475,4,1242195,0.114008423358373,0.187826499520937,0.544249109116515
2476,4,1242241,0.0921726384860127,0.188660001980696,0.625453198882073
2477,4,1242383,0.0823915420052857,0.186799283080787,0.659432405606658
2478,4,1246177,0.312035545851922,0.18837510048831,0.0985175405191263
2479,4,1248530,0.296708941141923,0.186714180287803,0.11293128290099
2480,4,1248695,0.371513660188556,0.189353475527542,0.0505465277623769
2481,4,1250650,0.304990882362861,0.188572605881362,0.106692548104058
2482,4,1256208,0.231667340764367,0.186831405800677,0.215806151786458
2483,4,1256509,0.222851618511892,0.18633183184517,0.232501918809845
2484,4,1257382,0.16898443779856,0.189342998481044,0.372744824629967
2485,4,1257441,0.195054684911714,0.186914063545209,0.297406479589598
2486,4,1259337,0.0555861453869046,0.187125263204394,0.766600664042927
2487,4,1260055,0.105537955147929,0.187903759113017,0.574704359295212
2488,4,1260275,0.200594168677713,0.188804170068349,0.288759713633306
2489,4,1261102,0.183853750632487,0.185821833308287,0.323140882298124
2490,4,1261236,0.207528242934615,0.186275647580595,0.265997621520037
2491,4,1261386,0.230831584261096,0.187513411509557,0.219137287479046
2492,4,1261899,0.198862053736105,0.186621852886258,0.287338102590183
2493,4,1264269,0.311987425043825,0.191939656054117,0.104960115076668
2494,4,1266919,0.297251450081154,0.186188643714341,0.111270462755236
2495,4,1267444,0.314482106409211,0.187313648372644,0.0940551660989649
2496,4,1268273,0.244217172220391,0.187655615478247,0.193966367869354
2497,4,1268325,0.260875188208369,0.189286098225274,0.169012685356268
2498,4,1270033,0.323370832885033,0.187484577564116,0.0854413036994907
2499,4,1270573,0.177969310681562,0.187866607405982,0.344125085355467
2500,4,1271005,0.154271465930602,0.186812488312834,0.409470113656254
2501,4,1272102,0.0902360149781238,0.205703810437258,0.661169288630608
2502,4,1272320,0.121230395286077,0.190493223001708,0.524926433718871
2503,4,1276141,0.0618808446027258,0.187590974084792,0.74169301098543
2504,4,1276325,0.0787170001664886,0.202929200489765,0.698321060705829
2505,4,1278407,0.176233539200902,0.186510141197916,0.345355935832405
2506,4,1278618,0.164959996482172,0.188142335090873,0.381200811113648
2507,4,1278772,0.13667836762525,0.188136874515443,0.468023756954081
2508,4,1278850,0.190676923038727,0.186543847218112,0.307407026008358
2509,4,1279912,0.212219714553774,0.186643971117943,0.256297157150959
2510,4,1282030,0.176374723069022,0.187145544096808,0.346608458256847
2511,4,1284773,0.147654137754882,0.19422230997874,0.447622996525651
2512,4,1285240,0.209069129359,0.187247635054825,0.264951264905466
2513,4,1287974,0.0616064794361802,0.186587293104137,0.74146351547012
2514,4,1291036,-0.32624096221475,0.400612124006974,0.415989949662622
2515,4,1291435,-0.0838115835446976,0.187623770878413,0.65536542886061
2516,4,1292515,-0.162119887181176,0.188403003229016,0.390100162340268
2517,4,1296513,-0.11079813947653,0.186255259783616,0.55230978851903
2518,4,1298073,0.0219273259847555,0.186640446649948,0.906543085507688
2519,4,1300999,0.0752750954127789,0.187129539579557,0.687734712353169
2520,4,1301046,0.0774949830218969,0.187407073888457,0.679482983174575
2521,4,1301309,0.0337762931132258,0.186088155729179,0.856073855490085
2522,4,1304354,0.0853482079620157,0.187869581809558,0.649895737768868
2523,4,1305853,0.137300713252922,0.192511480136519,0.476188321604349
2524,4,1306124,0.174465916153025,0.190156539084787,0.359514569553662
2525,4,1306509,0.225092544944087,0.186466273254688,0.228183084354008
2526,4,1307383,0.205093212520526,0.186800267697923,0.272984332579199
2527,4,1307724,0.147939073315404,0.321087603192714,0.645266255119141
2528,4,1311626,0.273048534944994,0.187917851382369,0.147106349582071
2529,4,1312702,0.246497666958167,0.185886177228392,0.185674636162106
2530,4,1316036,0.338077943739919,0.186125066339336,0.0701567746774762
2531,4,1317259,0.260556022979639,0.186394733846212,0.163029200336058
2532,4,1318086,0.22800447025517,0.185788631250579,0.22055581091208
2533,4,1318331,0.25318231675317,0.187135328616591,0.17694161107025
2534,4,1318792,0.243263574533175,0.185874727164244,0.191470388663768
2535,4,1321563,0.193173207544721,0.188990550331003,0.307418597750095
2536,4,1321800,0.220899330359108,0.190305577893905,0.246523399185569
2537,4,1323799,0.162201994088583,0.185919884314289,0.383567129641905
2538,4,1324081,0.124619431334898,0.186251063616583,0.503872994476785
2539,4,1330149,0.0246319943290926,0.201411333167753,0.902733430116709
2540,4,1330414,-0.0154769758163233,0.372543838541988,0.966885672300534
2541,4,1333470,0.121189287609725,0.187278741404363,0.517983597285288
2542,4,1333527,0.146519706861724,0.186791614541541,0.43333034846925
2543,4,1335020,0.109264651995446,0.187793867191886,0.561050611616151
2544,4,1335357,0.127447561952964,0.187455293571717,0.497024512800813
2545,4,1335426,0.066056791309234,0.186952386778795,0.724048344246481
2546,4,1335638,0.0783177325279277,0.186631453394976,0.675004874099865
2547,4,1337043,-0.0449076828250533,0.189843195217012,0.813141993197871
2548,4,1337078,-0.0330730407891956,0.202164069368535,0.870143564503663
2549,4,1337113,-0.127234234370072,0.197055522033233,0.518907985430324
2550,4,1337514,-0.0188760733310885,0.186670871977675,0.919512973592698
2551,4,1338262,0.041404537575944,0.187189184110067,0.825071710696695
2552,4,1338321,0.0271294693202422,0.186319537055256,0.884314577437158
2553,4,1341560,0.112641444667567,0.19086243638898,0.555453716339527
2554,4,1342082,0.0307800180997646,0.187656158924548,0.869806525162144
2555,4,1342134,0.00948386442996824,0.186858939850316,0.95955014276574
2556,4,1342485,0.0570893067155141,0.186834914751219,0.760119662913517
2557,4,1345539,0.0839688491080885,0.187336485834472,0.654265984171482
2558,4,1345604,0.053458691018866,0.188166769896348,0.77649823456011
2559,4,1345654,0.0893807994293847,0.187591015826185,0.634036987356249
2560,4,1348313,0.117470234142533,0.191167606483195,0.539288635460514
2561,4,1350135,0.140146498470656,0.186471388445557,0.452809833745549
2562,4,1352371,0.00390594715131948,0.193368681755185,0.983895653806603
2563,4,1352461,0.162052247297508,0.18939726320276,0.392787912976067
2564,4,1352971,-2.00769570758957,1.43256715871699,0.161953034651581
2565,4,1353994,0.0479261367099666,0.188434401040493,0.799382094060849
2566,4,1354278,0.0941138695923744,0.188388115250075,0.617686055673993
2567,4,1354322,0.140795670194778,0.18670041686978,0.451276213371271
2568,4,1354715,-0.242666551629305,0.384037297669186,0.527872485321757
2569,4,1355617,-0.069312238712449,0.204364074479704,0.734690435197483
2570,4,1357789,0.059649247921989,0.189831694899276,0.753538243765009
2571,4,1358780,0.0853756763945151,0.189233908263999,0.652147811349369
2572,4,1359163,0.0502623700266217,0.189895262919823,0.791406845368692
2573,4,1359608,0.120870669786203,0.18647423702783,0.517283689377075
2574,4,1360486,0.0580820169196107,0.187914110433254,0.757436853501301
2575,4,1363156,0.0701217276284807,0.186553737010939,0.707232257857422
2576,4,1365085,0.0705498266567844,0.186821889140869,0.705931325176484
2577,4,1365131,0.0657637405424908,0.186558233205192,0.72466580123344
2578,4,1367398,0.0285096667932442,0.186853460356676,0.87881850291926
2579,4,1372531,0.0854949547566929,0.187093320777771,0.647977831728359
2580,4,1375354,0.03465252068591,0.187636272930219,0.8535866985326
2581,4,1376706,0.081216965655356,0.186283781314232,0.663113991234146
2582,4,1379287,0.0494257981147173,0.187094511255411,0.791798801755003
2583,4,1380043,-0.0859143617910391,0.19427085945105,0.658586306659588
2584,4,1381192,0.0731490915380718,0.186913790695838,0.695773162393668
2585,4,1381394,0.00344609062209799,0.187663220211635,0.985359512398588
2586,4,1383768,-0.044445341351584,0.18795023339166,0.813202045449295
2587,4,1385147,0.14880576420496,0.1895859421931,0.433039386233695
2588,4,1388828,0.193675037317054,0.373390793792354,0.604300125137304
2589,4,1389763,0.194100438717131,0.186609374564226,0.298985345859375
2590,4,1390026,0.1722990780701,0.187180191266739,0.357940955518105
2591,4,1391816,0.114810873502005,0.18674784109713,0.539088899722328
2592,4,1392181,0.159705375495206,0.187668942928597,0.395348886998572
2593,4,1392182,0.17352183917613,0.187878393221793,0.356332817538944
2594,4,1392187,0.153127072412243,0.187636361891012,0.415002314111529
2595,4,1401418,0.0564766193781185,0.187681195428679,0.763654310576896
2596,4,1403501,-0.0389973509643937,0.188589074755417,0.836297164507279
2597,4,1404193,0.00845785874872607,0.187568471355932,0.964059384932916
2598,4,1404217,0.00665645160455117,0.188156234342132,0.971798915177592
2599,4,1405373,-0.021624638163442,0.18773172351195,0.908360775181117
2600,4,1406795,-0.00403577194346817,0.187237728635097,0.982815693169997
2601,4,1406965,-0.0320784926659525,0.187029533553738,0.863916600873273
2602,4,1408452,-0.0368610004875711,0.186455717091572,0.843399012446081
2603,4,1409487,-0.00872420687938344,0.187425016676489,0.962900023558245
2604,4,1410314,0.0334155492217559,0.186594371022039,0.857976661872272
2605,4,1411483,0.0939789187343991,0.186828174346227,0.615261616806565
2606,4,1411837,0.0718808964408321,0.186811577939349,0.700633967457957
2607,4,1411853,0.143907279382058,0.186717377110856,0.441386977870324
2608,4,1414039,0.139308771858454,0.194334796249036,0.473941081386381
2609,4,1414327,0.0790049046825529,0.194279167397336,0.684506663758769
2610,4,1418662,0.36615821736111,0.185653486092341,0.0493593363109247
2611,4,1420155,0.256803572348869,0.185926113284786,0.168087155695644
2612,4,1424802,0.189595899116733,0.189571236445027,0.317932625422221
2613,4,1429971,-0.0764944742507173,0.186775338318502,0.682381993935515
2614,4,1430306,0.00987714659927236,0.188677356609056,0.958279902143591
2615,4,1430469,0.00150066213017236,0.19151451271444,0.993752456849702
2616,4,1432529,0.0976870040125831,0.186523031658626,0.600797610556523
2617,4,1432812,0.110544449691325,0.187960414814779,0.556823640148371
2618,4,1433591,0.0260578156176538,0.187920879744904,0.889794926639687
2619,4,1434295,0.121086655497834,0.187931456069933,0.519791014290441
2620,4,1435743,0.243174775220093,0.18812995958472,0.196998560068284
2621,4,1436351,0.135592772901323,0.187418149389722,0.469865835430057
2622,4,1438464,0.217528041144797,0.191845716400317,0.257618656256015
2623,4,1438494,0.236045159190772,0.192670210550767,0.221344828872882
2624,4,1440118,0.200927481860991,0.187409379683206,0.284393433512088
2625,4,1440423,0.217794243982953,0.187808222307899,0.246969822880492
2626,4,1440771,0.23229523911276,0.187098156458489,0.215220023935664
2627,4,1441031,0.204838895596983,0.188266838221482,0.277326670723902
2628,4,1443639,0.572869944375368,0.444020522553998,0.197829902145321
2629,4,1443800,0.265963880902439,0.188155470109711,0.158380422001076
2630,4,1443836,0.278137540181816,0.187123597571849,0.138070131123089
2631,4,1443906,0.298929810307256,0.186618897780035,0.110089951531023
2632,4,1443911,0.298929810307256,0.186618897780035,0.110089951531023
2633,4,1444058,0.246719580199758,0.187706860355301,0.189569165664108
2634,4,1444256,0.187951226800729,0.188199638281212,0.318633780660576
2635,4,1444337,0.251956046898482,0.188229924035945,0.181577136205579
2636,4,1444364,0.244672587652988,0.188132075961582,0.194265633740296
2637,4,1444709,0.22580956089564,0.187449404917031,0.229148285375449
2638,4,1444711,0.236025877304252,0.187084929255442,0.207926674345253
2639,4,1444817,0.267836683238694,0.186882671682164,0.15269119311153
2640,4,1445462,0.0965873042684128,0.188563891876918,0.608813260063777
2641,4,1445609,0.114029243496266,0.187936423259616,0.544411028342532
2642,4,1446003,-0.00273603332398042,0.187694717734688,0.988377852145414
2643,4,1447207,0.0114498852754068,0.191241896291163,0.952292083490726
2644,4,1447282,0.0335267233735042,0.194238350557901,0.86305997999555
2645,4,1447449,0.130907511048562,0.20447639606952,0.522452428802393
2646,4,1447458,0.105262289658663,0.22182816975893,0.635421308040568
2647,4,1447474,0.211863214168208,0.226804787432307,0.350879779219937
2648,4,1447514,0.35163471262225,0.324334335516134,0.279027771409729
2649,4,1447514,0.348485598275047,0.646794194996711,0.590372062085124
2650,4,1447521,0.0439372034697965,0.207937253840493,0.832774884152352
2651,4,1447568,0.0973857267561982,0.192716709923229,0.613641736940852
2652,4,1447682,0.0809387413554706,0.192443304066841,0.674314167078666
2653,4,1447719,0.0853248526560458,0.191569058892614,0.65630375305326
2654,4,1447777,0.0769540099269444,0.190384451396977,0.68630805807014
2655,4,1448144,0.0596641297877174,0.192363543972921,0.756619738987611
2656,4,1448153,0.065294032924729,0.191400248778718,0.733202123258604
2657,4,1448315,0.0637883876428866,0.189560066258413,0.736688136305607
2658,4,1450633,0.0178080132758247,0.191434219951936,0.925937116245654
2659,4,1451242,-0.014772260316734,0.19263070461461,0.938916035218375
2660,4,1451946,0.0074613947739437,0.190679005619886,0.968808339652539
2661,4,1452368,0.0278065171431314,0.189754825648633,0.883579410249448
2662,4,1453498,0.0439297556008987,0.190129913380719,0.81740884042538
2663,4,1455597,0.0283611927895381,0.189801072996226,0.881302922738007
2664,4,1456318,-0.0521185557975505,0.202771773735893,0.797304881184832
2665,4,1456594,-0.149375630826699,0.379748099519684,0.694295119473234
2666,4,1456625,0.21349066493575,0.256304505381328,0.405432112887199
2667,4,1457873,0.0818460790392723,0.191549435661075,0.669432729795458
2668,4,1458160,-0.261429927301958,0.232204519306601,0.260989360584776
2669,4,1459398,0.208007895475811,0.192283075171982,0.280088942619688
2670,4,1461847,0.389354881383688,0.288394600544381,0.177856334782477
2671,4,1461854,0.34755163224814,0.255761969427256,0.17504998376389
2672,4,1462057,0.0276577029062119,0.203710332415952,0.892080687306525
2673,4,1467660,-0.0549066503516008,0.192119456340829,0.775203286798556
2674,4,1469963,-0.106759064111382,0.192362362932464,0.579253433456506
2675,4,1470704,-0.099533840472245,0.192054161889797,0.604602100821902
2676,4,1471998,-0.148937038307074,0.193171806345486,0.441217848595056
2677,4,1472661,-0.0567609831265067,0.194591258279413,0.770692404725661
2678,4,1472720,-0.0695552398850834,0.193990667431872,0.720146530479122
2679,4,1474060,-0.0964204972088709,0.194383460463111,0.620180237985416
2680,4,1474141,-0.104837610620945,0.19443449716096,0.590093980611641
2681,4,1474602,-0.0671468381830449,0.198225701104988,0.735007521450032
2682,4,1475645,-0.142794570020077,0.194647065534869,0.46367485083637
2683,4,1480211,-0.119965544100371,0.196156988412462,0.541209829844819
2684,4,1480835,-0.135318121000961,0.194915830811775,0.48798912909535
2685,4,1481504,-0.186766613759292,0.195143210277363,0.3391845928012
2686,4,1483867,-0.169077533243494,0.196877742994202,0.391036646951506
2687,4,1484599,-0.229356531932807,0.197312611940512,0.245857557365264
2688,4,1484621,-0.237458420043979,0.198629027380008,0.232699295414625
2689,4,1484733,-0.162661009317386,0.193728421762749,0.401681793198953
2690,4,1484992,-0.109239188642945,0.194844497861914,0.575393150908684
2691,4,1486897,-0.140563972093888,0.194905313630152,0.471269330387558
2692,4,1488575,-0.119978467547995,0.194409698542009,0.537538659826615
2693,4,1489057,-0.195265126718371,0.193605020647101,0.313869472284087
2694,4,1489545,-0.0928475715861759,0.231370777752948,0.688446915831514
2695,4,1490851,-0.134727150604175,0.193152208897852,0.48593780053869
2696,4,1490904,-0.211268156937961,0.208898351673469,0.312544376956978
2697,4,1491666,-0.162645592224569,0.192098032302026,0.397747041771503
2698,4,1492451,-0.109141718508658,0.192596588151504,0.571287915565114
2699,4,1492707,0.0953101984532926,0.210357893936389,0.650765244266237
2700,4,1492707,-0.616894544467345,0.440114033967082,0.161892511038106
2701,4,1493150,-0.0259918323424033,0.192054756720518,0.892423731984568
2702,4,1493956,-0.0980017279416566,0.190564063430164,0.607383759374603
2703,4,1493975,-0.0977724011214012,0.190731121976706,0.608538451507167
2704,4,1494081,-0.0967831813494039,0.190172773953962,0.611124573042407
2705,4,1494542,-0.0706404002271267,0.193406037454988,0.715147997710136
2706,4,1494612,-0.0569160609144596,0.192475761258617,0.767629182292898
2707,4,1494869,-0.0607416148219408,0.191976344554747,0.751884747587347
2708,4,1494944,-0.059972449727531,0.19197702960786,0.754925653482588
2709,4,1494974,-0.070473592198569,0.192048808834987,0.713871209089629
2710,4,1495032,-0.0309381672159917,0.19217483323134,0.87219361321006
2711,4,1499852,0.018568590991077,0.196344120031714,0.924708712559241
2712,4,1499970,-0.0143996355474723,0.199936029732421,0.942625813411557
2713,4,1501685,0.0690153221280875,0.190766737722312,0.71773394787994
2714,4,1501834,0.0638184207088413,0.192888174942021,0.740948734191155
2715,4,1503576,0.123194666637297,0.189110290004141,0.515184117141457
2716,4,1504976,-0.041961440439351,0.199281403904574,0.833349189126996
2717,4,1505243,0.114079364584794,0.189854307627822,0.548306554828409
2718,4,1505373,0.0731521475103207,0.193739018440159,0.705968893003397
2719,4,1505397,0.0583124981291416,0.19930744022272,0.770018444284455
2720,4,1505683,-0.3629068142233,0.234493939442277,0.122610552306863
2721,4,1505691,-0.216689757743926,0.309030612080314,0.48364524553734
2722,4,1505703,-0.509610558611618,0.372050519162928,0.171640339378679
2723,4,1505869,-0.0391889569731517,0.196893794212352,0.84234915960075
