SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
2904,5,76107,0.353062092427463,0.161506551549516,0.0294679769909086
2905,5,76472,0.296360196565061,0.161729134654287,0.0677269633619563
2906,5,76912,0.307091849291868,0.162319597322884,0.0593230119457747
2907,5,77002,0.260152576855355,0.163528248405663,0.112533407056737
2908,5,77032,0.294619035383752,0.162385074367322,0.0704767342501701
2909,5,77423,0.270794834739359,0.162828647787635,0.0971867153226932
2910,5,77484,0.338176406368526,0.163123385710305,0.038884995887803
2911,5,77918,0.289773737611666,0.164251591565393,0.0785620680449518
2912,5,78310,0.305034578725882,0.163468309208636,0.062868176430918
2913,5,79208,0.268628875250442,0.167235875352775,0.109104907929182
2914,5,79230,0.21591000703861,0.166495211525368,0.195549051047981
2915,5,79231,0.149003205786697,0.306401685153714,0.627056083672995
2916,5,79231,0.734536921015245,0.406636902992704,0.07171201220919
2917,5,79232,0.213860171715889,0.166388540631143,0.199528031953256
2918,5,79544,0.725684892697738,0.277001310608762,0.00917819961407556
2919,5,80396,0.257448554448284,0.16808359400132,0.1264996167003
2920,5,81334,0.298773656985783,0.174107342292871,0.0870336669897809
2921,5,82827,0.252458478769927,0.1696936200007,0.137714531949929
2922,5,83188,0.267211427251416,0.171480343394529,0.120067035944334
2923,5,85693,0.203085809356716,0.186341578702211,0.276519237043809
2924,5,86488,0.0803741646445086,0.269766024168688,0.765924023290758
2925,5,87323,0.189456824486318,0.190072968416663,0.319564564549522
2926,5,90716,-0.126836802071828,0.206478517517637,0.539422245767405
2927,5,90719,-0.0921420502638162,0.206016925324241,0.654965434039939
2928,5,90720,-0.0921420502638162,0.206016925324241,0.654965434039939
2929,5,90746,-0.120543895922015,0.20810856126123,0.56279962776516
2930,5,91091,-0.124496235426862,0.207914100730588,0.54969906054217
2931,5,92747,-0.170837165846424,0.208200302145274,0.412460740381118
2932,5,93878,-0.113185207870751,0.213651548528994,0.596607593849566
2933,5,96610,-0.328135494684121,0.228363011069757,0.151631279329888
2934,5,97629,-0.0621881832983,0.223038544098427,0.780544250346287
2935,5,97695,-0.106341462081659,0.221671305095244,0.631719414468947
2936,5,98040,-0.168154056116305,0.216882686132206,0.4386681084674
2937,5,98089,-0.193890756793362,0.218820422651574,0.376181683762
2938,5,98565,-0.039791042936514,0.229835823496393,0.862649953511756
2939,5,98574,-0.039791042936514,0.229835823496393,0.862649953511756
2940,5,98997,-0.0881969658087662,0.227328330260184,0.698270805358883
2941,5,99314,-0.0538243295148035,0.22947356785006,0.814689598344835
2942,5,99455,-0.047644864182729,0.23549335103328,0.839783617028748
2943,5,99489,-0.054836025092257,0.232796915036261,0.813916098923249
2944,5,101381,-0.0521104798970118,0.265438591778662,0.844473929500331
2945,5,101643,-0.0666014266326815,0.275518132536194,0.809128540108005
2946,5,101687,-0.0798273893666046,0.281926000110367,0.777227714187206
2947,5,102203,-0.161181114951152,0.287847022218988,0.575865911899965
2948,5,102465,-0.263207865346587,0.303564173010551,0.386499006643499
2949,5,103569,-0.197707971217511,0.311995094867606,0.526693944227875
2950,5,103937,-0.289483341217927,0.314518888953836,0.357992057132148
2951,5,104225,-0.323628302997889,0.32271522647912,0.316630120057037
2952,5,104404,-0.183927705252565,0.317132498289944,0.562304051735075
2953,5,104442,-0.0860712737002487,0.327268996113755,0.792705125729769
2954,5,104957,-0.280024255742607,0.325380948937671,0.390040133994405
2955,5,105087,-0.226781787047546,0.32450369700659,0.485101374372406
2956,5,105138,-0.226781787047546,0.32450369700659,0.485101374372406
2957,5,105493,-0.328044270710947,0.332810749134389,0.32496620306296
2958,5,105602,-0.414584995022995,0.332537115730212,0.213322037557042
2959,5,105816,-0.309638911542887,0.332860696733747,0.352884756976298
2960,5,105842,-0.498306645793139,0.342266246226515,0.146308065325615
2961,5,105854,-0.37271899275467,0.339007795586254,0.272325096567724
2962,5,106333,-0.286113206350304,0.366523098205208,0.435552465680611
2963,5,106481,-0.418934823581097,0.354825451184362,0.238525344917126
2964,5,106489,-0.443801053653285,0.360268014003553,0.218819987965483
2965,5,106491,-0.443801053653285,0.360268014003553,0.218819987965483
2966,5,106493,-0.475677513102632,0.352522171163554,0.178087797269865
2967,5,106501,-0.43425841985918,0.348626139280272,0.213727197432632
2968,5,106718,-0.1278321682076,0.343224879233371,0.709785541302265
2969,5,106822,-0.129038210761891,0.347109125980446,0.710301196279906
2970,5,107574,-0.665167609144511,0.402920046523303,0.0996549802551442
2971,5,115925,-1.60916911996585,1.08991519734123,0.140723521691409
2972,5,116086,-1.46095246032063,1.44359393650492,0.312219496047147
2973,5,117834,-0.456731577666602,0.457228424221453,0.31852090720073
2974,5,119209,0.429946866292827,0.377427665825421,0.25541287225074
2975,5,120796,0.136197207050131,0.338462318946931,0.687633294210771
2976,5,124644,-0.00941077903091436,0.201693069174455,0.962811463662783
2977,5,125211,-0.0512613502620232,0.204317986113405,0.802045087505987
2978,5,125474,-0.0693065095589898,0.202805668324157,0.732751026510596
2979,5,127339,-0.0815776963852439,0.201352540894988,0.685613715941312
2980,5,131540,-0.0992894281982979,0.189027407550332,0.599728936880642
2981,5,132221,-0.128214640867959,0.190296770757794,0.500903865257486
2982,5,132565,0.109396890592903,0.309833009143075,0.724236670352624
2983,5,132567,-0.261698453168396,0.262887036839817,0.320185366166278
2984,5,134344,0.0560790976308425,0.181621498377551,0.757679359186421
2985,5,134626,0.0460429484130538,0.180861019875188,0.799198522449931
2986,5,137820,0.0181359220262003,0.180035855127196,0.919817970816492
2987,5,139492,-0.0336079523664989,0.178655165715839,0.85089355945805
2988,5,144411,0.0106766300556647,0.176026565203398,0.951669476853967
2989,5,154798,-0.0448708562479045,0.174792392390545,0.797552639455152
2990,5,154908,-0.0325270724040112,0.172314323067028,0.850384757689321
2991,5,155745,-0.0240065651823569,0.172891984202172,0.889645515977079
2992,5,156437,-0.0328130519212571,0.173606117497398,0.850194685653128
2993,5,157488,0.00838791882279555,0.176812866778804,0.962189753636804
2994,5,157592,0.0846236164259047,0.305594462341691,0.782007638716605
2995,5,159027,-0.0885022819372132,0.211195322099347,0.675431413051684
2996,5,161956,-0.0261161376769268,0.163954768480539,0.873532540886631
2997,5,162464,0.0263208780705773,0.164339625048188,0.872845478288376
2998,5,164144,0.041875086139409,0.163648607569188,0.798189330995792
2999,5,165491,0.0585547789193366,0.165076103774858,0.723015797310828
3000,5,166030,0.088202084247567,0.165099314528381,0.593514186099763
3001,5,167327,0.0898350945564683,0.166644978606055,0.590170981888205
3002,5,168930,0.0720444700273668,0.165631175849859,0.663850539514775
3003,5,169215,0.0478805570138192,0.164954426647579,0.771783672743549
3004,5,169431,0.0804966329489427,0.165400484752679,0.626789181803267
3005,5,169452,0.0933364018643044,0.166944085245716,0.576456312364606
3006,5,170676,0.0439791659339059,0.164957503962718,0.789925845072488
3007,5,171267,0.0865154360744143,0.163444486828869,0.596911947636813
3008,5,171463,0.0798869388445924,0.163244336477076,0.624883462746104
3009,5,172056,0.047258167486611,0.163280328783333,0.772422526892737
3010,5,172075,0.0708355066555169,0.163682269963091,0.665451782128582
3011,5,173259,0.0748295789442248,0.163694939321972,0.647860064162254
3012,5,173927,0.0806408187908101,0.163243286424534,0.621619321834762
3013,5,174122,0.042287417441695,0.162000067103044,0.794219021735732
3014,5,178044,0.26739990023115,0.160654183886927,0.0969110554101312
3015,5,178645,0.197743972017834,0.164470494537601,0.230050612559652
3016,5,178674,0.162200930526544,0.161878621998775,0.317034260808856
3017,5,179325,0.220899283470905,0.160447315504422,0.169455455912713
3018,5,181135,0.232448574099417,0.163879250721483,0.15695224760695
3019,5,184224,0.193742993407149,0.162373077152006,0.233593741195422
3020,5,185680,0.328168568532478,0.160023711479167,0.0410292246738105
3021,5,186149,0.354142589477139,0.159976957382847,0.0274874956205704
3022,5,187087,0.405430783524247,0.158069900078417,0.0107338115605831
3023,5,187466,0.359714947375737,0.158226594032232,0.0236012754452572
3024,5,187642,0.373590054851758,0.159096887552908,0.0194160526982584
3025,5,189599,0.403917063479738,0.15778017944373,0.0108829907590815
3026,5,189613,0.414689514115248,0.158431974478876,0.0092398068957607
3027,5,191306,0.464461092527562,0.156088087917309,0.00312532438841817
3028,5,192971,0.357029256363528,0.156535413789413,0.0231543981839556
3029,5,196583,0.381300791960868,0.218249357313026,0.0814917529650529
3030,5,196585,0.328964487225527,0.210616408065515,0.119204533229211
3031,5,207235,0.12377628539204,0.305758324156989,0.685856942351603
3032,5,207275,0.0787803433407221,0.163358678723977,0.62992454757529
3033,5,210350,0.16073277337607,0.15264627922018,0.293072503584675
3034,5,210480,0.167315110340097,0.153356696513301,0.27600853275069
3035,5,211001,0.169827858284376,0.152915134112677,0.267495606068572
3036,5,211036,0.143571542599982,0.153032466608899,0.348794904632933
3037,5,211245,0.0762675009077927,0.152831919455202,0.618070066227949
3038,5,211284,0.0682734147191148,0.153044806713801,0.655797920241712
3039,5,211526,0.110352186749136,0.153179513145086,0.471748823005042
3040,5,211987,0.111918248976336,0.153899639148394,0.467575777731799
3041,5,212506,0.0857970588784978,0.170229879710622,0.614570834832253
3042,5,214406,0.139314659842152,0.153648592720184,0.365178870161816
3043,5,214752,0.125367966786179,0.15406229525914,0.416337580053177
3044,5,215862,0.141924140401668,0.154249087122517,0.358150336346949
3045,5,216840,0.150137735420618,0.154189893729582,0.330862500909594
3046,5,217294,0.243167869523705,0.155695103039346,0.119226209264777
3047,5,217319,0.19963906606861,0.155996367764957,0.201467394236938
3048,5,217691,-0.00827299961762495,0.185453292679734,0.964443704017146
3049,5,218253,0.203369376140617,0.154783777442759,0.189735306230376
3050,5,218986,0.154369188501889,0.153594358238169,0.315563777770657
3051,5,219768,0.116913995996013,0.153688032985246,0.44733046442346
3052,5,220210,0.110188638532918,0.153888435891826,0.474446609888651
3053,5,220516,0.129065389535299,0.153846860678306,0.402081279855658
3054,5,220904,0.127439211132593,0.153935527950636,0.408301233627166
3055,5,221394,0.0699173688235241,0.172731723923013,0.685888559940988
3056,5,221810,0.127936349139728,0.155441237887049,0.411033617768891
3057,5,221815,0.101742620987726,0.15680661376907,0.516862790494745
3058,5,221827,0.137582432545468,0.155329284297752,0.376356902843484
3059,5,221903,0.10965137641159,0.155575891628328,0.481393510801719
3060,5,221992,0.142668409968791,0.153540782374835,0.353426082249328
3061,5,222178,0.120581089063792,0.153951178399081,0.434009949025195
3062,5,222207,0.149064885970143,0.153701108983266,0.332792222191637
3063,5,222346,0.145684375380444,0.153738507671736,0.34397551941161
3064,5,223004,0.11953000755994,0.153490558684502,0.436651637839289
3065,5,223127,0.141853651499473,0.16266561733436,0.383770156850069
3066,5,225231,0.146408795613431,0.156867835952846,0.351289736039674
3067,5,225280,0.131429323188265,0.161257316014822,0.415605478096686
3068,5,225400,0.226361325577177,0.177878357364311,0.204010884199387
3069,5,225501,0.116000606091237,0.159308754543932,0.467004741059307
3070,5,225569,0.157476834338902,0.154264606366201,0.308037466722065
3071,5,225774,0.458635537829337,0.290481312188807,0.115258905360859
3072,5,227110,0.162956297223625,0.154255930162234,0.291506951510725
3073,5,229365,0.208835310253874,0.152633150525917,0.17211431689571
3074,5,229595,0.210736455754436,0.152449749111886,0.167743178770707
3075,5,229778,0.223327911886394,0.152365264537197,0.143609203695059
3076,5,229833,0.215662445826955,0.152635246838235,0.158558315591463
3077,5,229900,0.205722309308655,0.152674111630135,0.178696238436713
3078,5,230375,0.214831414209542,0.152660321736076,0.160232805491072
3079,5,230512,0.197962527995739,0.153388958917374,0.19768993208641
3080,5,232888,0.0737005118343825,0.153064211953742,0.63045909422918
3081,5,234489,0.14553609519241,0.153426932941217,0.343488583462833
3082,5,234669,0.0929875982006897,0.153295783610231,0.544513338672283
3083,5,237047,0.158472046657029,0.153278505124207,0.301898616728653
3084,5,238069,0.155309256423907,0.153829775969517,0.313370048209937
3085,5,239147,0.0906509006411906,0.155150843170431,0.559407891735669
3086,5,240361,0.0605666209717252,0.153513034915493,0.693422639413505
3087,5,241166,0.117905563069358,0.153115139082117,0.441788148710985
3088,5,241225,0.0490238644841236,0.153044004939,0.748911283926685
3089,5,241909,0.469303040897365,0.340436288438825,0.168911436688064
3090,5,241984,0.0556904073367872,0.15366324510249,0.717256174307102
3091,5,242244,0.0486666638583633,0.153027458541916,0.750653499479219
3092,5,242428,0.064702574875774,0.152789411421995,0.672206257081832
3093,5,243584,0.0888807145005479,0.153388871792776,0.562657229879778
3094,5,243791,-0.489002647665577,0.925748151591688,0.597675589021855
3095,5,245951,0.0417394941474967,0.152797677091193,0.784883527706415
3096,5,246143,0.0450596357007205,0.153018541857928,0.768570546711039
3097,5,246282,0.06425545384051,0.152991889576376,0.674746411904946
3098,5,246808,0.0970485744048701,0.155831006004009,0.533830623173152
3099,5,249350,0.177634104417489,0.158717133264209,0.263821467951176
3100,5,249522,0.346331947563904,0.305504612250121,0.257715308675857
3101,5,249753,-0.0468879610951856,0.255120745505342,0.854285819620469
3102,5,249909,0.183756324833261,0.17022316413552,0.281100823254466
3103,5,249937,0.41832526471906,0.702769756623535,0.552056281113505
3104,5,251602,0.195110321702213,0.155390715120278,0.210087444224485
3105,5,251756,0.148644370040001,0.153960482472141,0.334969943770999
3106,5,251866,0.155337603748879,0.152891085830285,0.310324425061549
3107,5,253670,0.148971392817843,0.154996790028949,0.337146864385964
3108,5,253825,0.158319985133088,0.169082943836048,0.349735669777626
3109,5,254385,0.143309596553312,0.153126431686219,0.349969293092383
3110,5,258078,0.172852362050499,0.162742192641297,0.288905558432381
3111,5,258177,-0.294319738072871,0.210485410687388,0.162903726113185
3112,5,259743,0.287047705469392,0.222748903409644,0.198360072049007
3113,5,260512,0.157396128312785,0.154406484482914,0.308729169939636
3114,5,260909,0.141708285281554,0.153393195307637,0.356209104273005
3115,5,261182,0.146194359986669,0.154226637811505,0.343819154576228
3116,5,261798,0.134138555817713,0.15289965229508,0.380921478988124
3117,5,262671,0.151335789371501,0.154576894105541,0.328234447033195
3118,5,264790,0.108431627608458,0.15403585247385,0.481935721707749
3119,5,265651,0.135374245884204,0.152715939100944,0.375981396900338
3120,5,266244,0.19006998391303,0.156573615329017,0.225584591484215
3121,5,266246,0.864569246327245,0.924970019558344,0.350581998662026
3122,5,266246,0.234922134641211,0.16145515515859,0.146549541812529
3123,5,268009,0.258726468115523,0.152457650529224,0.0905708775174705
3124,5,268019,0.258726468115523,0.152457650529224,0.0905708775174705
3125,5,268219,0.265586603201188,0.163078804166259,0.104294409652395
3126,5,268236,0.308680209320296,0.16075844852394,0.0556445832062341
3127,5,268374,0.270585324530213,0.185230017740986,0.144957874674197
3128,5,269900,0.318244837506134,0.153603164943647,0.0390039339504556
3129,5,271971,0.338939546472123,0.152629419355086,0.0270076347545388
3130,5,272558,0.247035181064896,0.159869713468536,0.123187082076747
3131,5,272598,0.312830807323544,0.152438729743676,0.0408898320800136
3132,5,272758,0.329865102878889,0.152104549567448,0.0307747543063449
3133,5,273551,0.307026844707618,0.153076405673217,0.0456499400695368
3134,5,274156,0.419119627195344,0.162078436634905,0.0101123208316589
3135,5,274156,-0.208734044382365,0.61547862250474,0.734705163604072
3136,5,274280,0.30227943015785,0.153855574342354,0.0502334480984114
3137,5,274601,0.280518444621387,0.152887739605819,0.0673766629130668
3138,5,277836,0.283566760196684,0.152803314901938,0.0643205903543814
3139,5,279640,0.254344500248548,0.153084677828823,0.0975083267823474
3140,5,279872,0.293066196987363,0.160772878496333,0.0691705773849958
3141,5,283807,0.299793765189048,0.152483695124609,0.0500737362297386
3142,5,284696,0.271092948797302,0.154786543366945,0.0807457349688605
3143,5,285154,0.257322789004488,0.15983208831212,0.108301083739064
3144,5,290040,0.271387647228265,0.349092771673072,0.437438544780551
3145,5,290044,0.081579207335321,0.350618113285401,0.816150537040598
3146,5,290243,0.196880157439873,0.154424009768504,0.203171714232074
3147,5,290932,0.1919526610188,0.158523935349282,0.226753402298068
3148,5,293310,0.211062468015654,0.153086626226011,0.168856411562916
3149,5,293706,0.162577260635252,0.152785267940286,0.288015314292192
3150,5,298831,0.184420684756009,0.157952130281742,0.243766970091362
3151,5,302362,0.0590785895151744,0.155416956497637,0.704077808581039
3152,5,304779,0.0654495526559988,0.153142441021857,0.669365351959744
3153,5,308710,0.0542155762827511,0.156017420688963,0.728425114747441
3154,5,309654,0.124963380311732,0.152921673575396,0.414381050125184
3155,5,309985,0.0960156558579787,0.153461811383176,0.531939109766784
3156,5,310175,0.100775014671435,0.154361822383601,0.514278349759598
3157,5,312612,0.0791929306620221,0.154160206980883,0.607779367027628
3158,5,313206,0.091122056382345,0.152837713158171,0.551422809644657
3159,5,313702,0.0569801187068024,0.153720501653807,0.71110305086857
3160,5,314857,0.0634802719984602,0.153206435100738,0.678873356078974
3161,5,315976,0.104351194022572,0.154915619261244,0.501006315106201
3162,5,317740,0.081647722793666,0.153718318118941,0.595647801890688
3163,5,318831,0.0125595556698903,0.183730241066235,0.945538821985822
3164,5,320971,0.0580581819261728,0.154785685854011,0.707820623510657
3165,5,321654,0.156830767069322,0.155254829866768,0.313115017308482
3166,5,324331,0.084986640436842,0.156107687734699,0.586502849231304
3167,5,328525,0.289341382302852,0.152874214795591,0.0592188247337658
3168,5,335406,0.269802053114615,0.152795774065227,0.0782990048580363
3169,5,335771,0.231571690503736,0.152532950668334,0.129865387179743
3170,5,336687,0.190795768594856,0.152649369501746,0.212165708710185
3171,5,341045,0.115830195862726,0.154571591520854,0.454137661993325
3172,5,341262,0.0815012543400417,0.153517238691833,0.59582665623545
3173,5,342707,0.0771693429850892,0.152931634183299,0.614154459806827
3174,5,342848,0.0366012084513725,0.154373405629494,0.812720395671991
3175,5,343502,0.0257541676012472,0.154087402142206,0.867355600839572
3176,5,343588,0.0181804399985554,0.153128299475319,0.905559300197075
3177,5,346773,0.0513710511431957,0.156303105690063,0.742605292215175
3178,5,349449,0.000535082973634471,0.154252334865687,0.997234198550811
3179,5,350876,-0.0552834108503243,0.154142928420411,0.720071097029031
3180,5,354177,-0.101597236312306,0.15650389168429,0.516652268171101
3181,5,357163,-0.0924223928093642,0.154892018939001,0.551097388459418
3182,5,360584,-0.025589723815724,0.154422983190319,0.868478556085291
3183,5,363025,-0.0903925769700816,0.15767847032522,0.566825873365402
3184,5,365083,-0.151231891798884,0.153890511069764,0.326416372844955
3185,5,366361,-0.168632134582444,0.153990993647513,0.274229108448955
3186,5,371014,-0.140024679411549,0.153211474458797,0.361377040984573
3187,5,371457,-0.0462284401686098,0.156228119109103,0.767477804956123
3188,5,372989,-0.0108310412991226,0.156740937601711,0.944947915911208
3189,5,374614,-0.130136465183101,0.154188178617911,0.399235050934355
3190,5,377631,-0.118044318201806,0.154520806567675,0.445414489777567
3191,5,378702,-0.00790187189517166,0.158360250756139,0.960231831280527
3192,5,378741,0.0110031903203313,0.157554589892689,0.944362687610785
3193,5,379541,0.00110798381847299,0.154715625651951,0.994290106537355
3194,5,380460,-0.0354325532352443,0.15519554142481,0.819538151895911
3195,5,382368,-0.0810865155563136,0.161806899879034,0.616591007725699
3196,5,382369,-0.176959729446831,0.167113990121332,0.290361937506749
3197,5,382523,-0.365523677785554,0.32796860744743,0.265819485616135
3198,5,382808,-0.013814927653262,0.155416741166914,0.929220079273279
3199,5,384156,-0.00988549126203253,0.157325325133234,0.949933688946606
3200,5,387695,0.0811911929783439,0.154779909297752,0.600219046462755
3201,5,388185,0.031784958387103,0.156157646423077,0.838827110237622
3202,5,390254,-0.0660766434861065,0.171294874672515,0.699915724793313
3203,5,391916,0.0800268324372181,0.154496660851396,0.60479376063029
3204,5,392497,0.0217668005815229,0.154947026533461,0.888361681482921
3205,5,393006,0.0220587455835476,0.154965664285343,0.886887907068341
3206,5,393290,-0.0334576120418235,0.154701655094666,0.828900778615656
3207,5,396254,-0.0695940143196689,0.164586535717478,0.672668386226671
3208,5,396266,-0.0535321828391445,0.155685882425554,0.731165785590006
3209,5,398009,-0.0348567228248106,0.154959006330952,0.82215488247753
3210,5,398644,-0.0413913380460519,0.154861987970489,0.789410535175058
3211,5,401545,-0.115035170468549,0.15363212323782,0.454494286528133
3212,5,402468,-0.107180896252963,0.153648213830456,0.48590325578904
3213,5,403529,-0.0958015204371458,0.155960772194212,0.539434740218721
3214,5,405417,-0.0563357226967117,0.154453125233038,0.715521541457642
3215,5,406230,-0.0748150270244282,0.155323316032919,0.630336825394545
3216,5,406826,-0.131068158198727,0.157992471078059,0.407334191719135
3217,5,407785,-0.179303027279604,0.153781685141919,0.244418486980478
3218,5,409900,-0.0111329973398215,0.154647350256145,0.942650972523371
3219,5,412759,0.00859760740521004,0.158710923388069,0.956829178775492
3220,5,413363,0.095315364007897,0.23390063125905,0.683885118291554
3221,5,413385,-0.0155683457387918,0.157049969980802,0.921091411546236
3222,5,416981,0.155572909361423,0.15781648867304,0.32491448828923
3223,5,417297,0.0553588377903466,0.15449750761917,0.720321467496211
3224,5,419108,0.0852893167306372,0.154276904799614,0.580727885534436
3225,5,421695,0.0404255079520055,0.1545031819195,0.793745137195968
3226,5,422560,-0.0110434006621086,0.153684607875963,0.942755961055868
3227,5,424852,0.0186638476475465,0.153433092372715,0.903252076523038
3228,5,425327,0.0398041184735204,0.153174652389562,0.795122490409434
3229,5,427844,0.0584425374625494,0.153470372252199,0.703575793117583
3230,5,430235,0.0489158562440818,0.155480002636765,0.753242226975542
3231,5,430620,0.0210634553974209,0.305635189060982,0.945094720916795
3232,5,430883,-0.0165838412961796,0.153433769189405,0.913989920525017
3233,5,431015,-0.106191253515524,0.164818423972899,0.519804286334085
3234,5,431369,0.0575749297629857,0.153779759968646,0.708332571976734
3235,5,432378,0.0768278462628399,0.157576274178295,0.626164376459262
3236,5,432587,0.0412685784402466,0.154107360606741,0.789016530501959
3237,5,434634,0.0530749463545853,0.153243050594749,0.729289888498751
3238,5,441308,0.0930376880926545,0.154060675086363,0.546296088855237
3239,5,441594,0.0764895759601213,0.153291307154414,0.61810299562208
3240,5,443367,-0.20565720350474,0.405845268291673,0.612655063289766
3241,5,443369,0.189208639776272,0.223903462903803,0.398657752647297
3242,5,443371,0.164429009334825,0.307156594497788,0.592761309363432
3243,5,443373,0.133594805828608,0.307198967497389,0.663914989559925
3244,5,443378,-0.165119336028656,0.42969828540111,0.701011136564204
3245,5,451448,0.229685573904986,0.154453314915759,0.137884386129244
3246,5,456087,0.0815050747721108,0.153876464430302,0.596667732516088
3247,5,458086,0.0844600769014441,0.153805777883323,0.583260258164077
3248,5,461234,0.132462979352232,0.15275202724551,0.386434352415176
3249,5,461877,0.189441321204373,0.203860912380511,0.353385477048944
3250,5,463004,0.246024363490653,0.15369553095616,0.110332240140524
3251,5,465043,0.307604931421667,0.154610844784064,0.0474125677517641
3252,5,467724,0.279305408912247,0.15292708220897,0.0686350952453611
3253,5,468076,0.278573891064007,0.15345638022998,0.0703217161174509
3254,5,469078,0.126863207328585,0.154736644980976,0.412846123181888
3255,5,469404,0.157874625177109,0.155363247027572,0.310246990608872
3256,5,475322,-0.0231338059547942,0.153267769261278,0.88011148011544
3257,5,475607,-0.0772511440066245,0.153032714755095,0.614013241908388
3258,5,475736,-0.0444217941985254,0.152930019281694,0.771626210136931
3259,5,478715,-0.0919334759213867,0.15475165861441,0.552845126413581
3260,5,478932,-0.0361295736593858,0.154678802890439,0.815447961700094
3261,5,479996,-0.0906201921100423,0.154116490386892,0.556909592326219
3262,5,482003,-0.177757051287195,0.153169884266842,0.246620502692275
3263,5,482536,-0.0477829552835097,0.153440727822577,0.755672888019163
3264,5,484494,-0.253275464395866,0.156713469833218,0.106951073187304
3265,5,484954,-0.188372463311532,0.153329020209584,0.220058762099769
3266,5,486157,-0.203639918419623,0.153034762275452,0.184154051376055
3267,5,486882,-0.217697650294521,0.156331308590325,0.164635343723355
3268,5,486891,-0.229310759087205,0.156749808912783,0.144381966494628
3269,5,486920,-0.263035099021709,0.159924227466539,0.100911900620948
3270,5,487404,-0.196923491826843,0.154660406926763,0.203762293683843
3271,5,487484,-0.205084096623695,0.157879939142654,0.194795981113864
3272,5,487817,-0.211317728678861,0.16283130344003,0.195213441682382
3273,5,489636,-0.186431804759049,0.153335739371102,0.224858131915961
3274,5,490549,-0.0339305720793765,0.153055592342759,0.824685043240264
3275,5,491806,-0.0702998676554941,0.152816009479575,0.645778286983084
3276,5,491888,-0.129937065113669,0.153189327083968,0.396894551471182
3277,5,491992,0.145827343089092,0.17857606253671,0.414700979043462
3278,5,492146,-0.0759857007337246,0.160355724159023,0.635894744472564
3279,5,499612,-0.14685287183048,0.152714752521243,0.336901011636949
3280,5,502460,-0.121558691005077,0.153915793548669,0.430189951230618
3281,5,504765,-0.0726318168490709,0.154642444064754,0.63887663845849
3282,5,504884,-0.0651326725902321,0.154012705880428,0.67262241781529
3283,5,509836,-0.0174572607663861,0.15568254692432,0.910781128962396
3284,5,510020,0.134293081020941,0.176982012288428,0.44848149234341
3285,5,511350,0.00633360798343108,0.154428621544251,0.967308579765364
3286,5,512696,-0.0578793351051989,0.155559814060216,0.710063056131668
3287,5,512931,-0.0641765083201149,0.153423783955816,0.675985293645636
3288,5,514582,-0.00145771178731124,0.153510380301705,0.992428884690522
3289,5,515315,-0.005598457339622,0.153563620791457,0.970938632279811
3290,5,515397,-0.00889947396733126,0.153417373963047,0.953774876287718
3291,5,515950,0.019880608639929,0.153414456105144,0.89696653451866
3292,5,516091,-0.0107329962363381,0.15322206977223,0.944194617950544
3293,5,518207,0.0141757168290179,0.153416249895839,0.926432368626022
3294,5,518275,0.0288939026389856,0.152979049843962,0.850299408903003
3295,5,519067,0.0601634011495049,0.153746389382466,0.695799868016318
3296,5,522215,0.141913813549698,0.153491458197144,0.355820481411172
3297,5,522970,0.557291788051,0.317260946958038,0.0798577805720071
3298,5,523232,0.1069019384323,0.155732512898086,0.492882639373303
3299,5,524247,0.248488816288175,0.154273097091473,0.10813729448502
3300,5,524532,0.265091972677338,0.153101647230897,0.0842404144655966
3301,5,524625,0.289010590680056,0.152954442087531,0.0596413332364042
3302,5,525863,0.283027337382905,0.153132297977934,0.0654018670597669
3303,5,526004,0.285129972279987,0.152951772683471,0.0631260028117979
3304,5,526007,0.286939776649262,0.152895612043651,0.0613834102332681
3305,5,529382,0.277497097069343,0.153305052202386,0.0711309139490695
3306,5,529437,0.549700106618834,0.304368671413844,0.0717647076233778
3307,5,532205,0.294398743854619,0.153365239919408,0.0557151958733829
3308,5,532256,0.318900507414169,0.152144084887028,0.0367900075616809
3309,5,533988,0.296401865715412,0.152478137247146,0.0527020960523039
3310,5,535074,0.321990252356801,0.152538542785714,0.0354855531139325
3311,5,537503,0.186396726886947,0.153226040625414,0.224614104994188
3312,5,538956,0.155530242623557,0.153870986648883,0.312812425137499
3313,5,540169,0.167117407750652,0.152855891693876,0.275007445860068
3314,5,540498,0.245492763180746,0.159189293653576,0.123934624829891
3315,5,540682,0.185062679962391,0.154345694924386,0.231326669534075
3316,5,541505,0.209850603545732,0.324179672343403,0.517840370337859
3317,5,542346,0.242672734520315,0.152891704409843,0.11335817561065
3318,5,542361,0.227468966259872,0.153460766802087,0.139162908725891
3319,5,543103,0.268615653925304,0.153272247677281,0.0805492625443653
3320,5,545577,0.201408850374077,0.158345100967992,0.20422415158129
3321,5,545826,0.119346081683031,0.153188277932529,0.43645394608882
3322,5,546667,0.104909973022935,0.153334672762965,0.494304425104175
3323,5,547620,0.0054169778001194,0.153319650376846,0.971835560014449
3324,5,548182,0.0268296551173046,0.157705829992936,0.865009537231102
3325,5,548310,0.0304410320584622,0.154572930205981,0.843990668518767
3326,5,548459,-0.000674396626896723,0.155649826456631,0.996545399163477
3327,5,548843,0.000669164294200053,0.15308793647354,0.996514838631696
3328,5,549055,-0.0343383190284086,0.153103560164138,0.822667910901652
