SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
3621,6,32438,-0.0175847814923966,0.0496834634835707,0.723597925754298
3622,6,35840,-0.0524066174007404,0.0494790751295182,0.290247805247601
3623,6,36181,-0.0530414825898253,0.0491164423510232,0.280918223716766
3624,6,36236,-0.0584503921215121,0.0492381128196271,0.235987785254733
3625,6,38641,-0.0432377197758929,0.0494242995282727,0.382262774608529
3626,6,39419,-0.0570596763284965,0.0496219105097515,0.250968124798856
3627,6,39566,-0.0452076312845098,0.0491012581037228,0.357834748819
3628,6,39609,-0.0466750886025941,0.0491082615314554,0.342532461658295
3629,6,40630,-0.0485449407614181,0.048953959552077,0.322050053496621
3630,6,41068,-0.0422617051279986,0.0493133133498183,0.392024115902542
3631,6,41221,-0.042441015928384,0.0492711983856977,0.389615840788921
3632,6,41296,-0.0394540372601828,0.0491261969663389,0.422448079219197
3633,6,41435,-0.0430456146638778,0.0491441329007376,0.381677054447937
3634,6,41573,-0.0435457914571566,0.0489904295361834,0.374681883438344
3635,6,41626,-0.0448460300404,0.0492020520276353,0.362671547955324
3636,6,42992,-0.0420648828923644,0.0490699457425701,0.391892033148549
3637,6,45282,-0.074742085568716,0.0488604202915857,0.126985072435993
3638,6,45815,-0.0561270676747984,0.0490052457911117,0.252849312327967
3639,6,47290,-0.0524744080943735,0.0490415306726632,0.285350659442284
3640,6,48282,-0.0509044551471164,0.0489302058406893,0.298890146038639
3641,6,48919,-0.0533886849924488,0.0495383943709652,0.281893147914126
3642,6,48921,-0.0734096525477725,0.0499004766724779,0.142149174725837
3643,6,50414,-0.0546165923544299,0.0493507797580715,0.269176513928138
3644,6,50685,-0.06271320681489,0.049306887256371,0.204247536742884
3645,6,50825,-0.0592216971746427,0.0492480957090594,0.229969069760676
3646,6,51261,-0.0717428859832409,0.0510376306760355,0.160696902085045
3647,6,51266,-0.0705793396929457,0.0509895699457557,0.167174210191419
3648,6,51270,-0.070413058770831,0.0512173525603958,0.170068845992676
3649,6,51526,-0.0532542238981719,0.0493751879122388,0.28151926762791
3650,6,51781,-0.0541888486727087,0.0492550660314313,0.272008600390847
3651,6,52550,-0.0804659669028539,0.0490828024977376,0.102022438154506
3652,6,53989,-0.0572622823810133,0.0489968740080783,0.2433161461361
3653,6,54487,-0.0717776956787771,0.0526759812901268,0.173868881275195
3654,6,54932,-0.0547936523765664,0.0499706397720968,0.273600093426152
3655,6,55876,-0.0395615511428013,0.0493523633407866,0.42331547567511
3656,6,56091,-0.0477034831812051,0.0494154351249552,0.335027440863143
3657,6,57460,-0.0482372885926894,0.0492023579462471,0.327567187609314
3658,6,57967,-0.0320142489183208,0.0979678129232911,0.74402543738476
3659,6,58019,0.0718047614616447,0.152269047760501,0.637528601106817
3660,6,62743,-0.0572630281541913,0.0494498786058061,0.247646344341768
3661,6,62990,-0.0403042525934114,0.0525670733786094,0.443760165186847
3662,6,64449,-0.0666135673438975,0.0492213360520856,0.17681065826201
3663,6,65043,-0.0446672827559905,0.0515294804548517,0.386624161613789
3664,6,65125,-0.0497384217620828,0.0502550752099958,0.322989210206803
3665,6,65133,-0.0505757953008333,0.0503145780738023,0.315493089329119
3666,6,65183,-0.0579864773959097,0.0491878227182078,0.239240464038043
3667,6,66460,-0.0330165124878346,0.0494490089150305,0.50476901014398
3668,6,67184,-0.059345180607044,0.0493709718248489,0.230159281260375
3669,6,71471,-0.0803011193378076,0.049490830242581,0.105579330398078
3670,6,71997,-0.0562009204811841,0.0498116597564112,0.259972828501567
3671,6,72514,-0.0817086200086842,0.0497229515625271,0.10121583943986
3672,6,73357,-0.0499016119768944,0.060523249967086,0.41021047712665
3673,6,73433,-0.0590329268326577,0.0497171151387558,0.235877578722409
3674,6,74406,-0.0607300088178511,0.0493519259942972,0.219310589220411
3675,6,74485,-0.0931911509479306,0.0989528577229632,0.346952809211974
3676,6,74913,-0.0442722408664092,0.0492266229856994,0.369076337976152
3677,6,75397,-0.0341733877803533,0.0496875059727349,0.492051674211534
3678,6,76427,-0.0558166592901617,0.0493078467101114,0.258401301865778
3679,6,76486,0.123916885122701,0.0840904016176752,0.14147641143366
3680,6,76487,0.0423363556676386,0.0568546258628099,0.456983467550838
3681,6,76526,-0.0497795959971717,0.0503721991932794,0.323714203049922
3682,6,78316,-0.0305957227482964,0.0496126909701575,0.537835770382667
3683,6,78381,-0.0265818273696719,0.0496108439605605,0.592429515020723
3684,6,78862,-0.0150078658759094,0.0496449842440092,0.762598545114365
3685,6,78907,-0.025726025671348,0.0495590292311899,0.604017230647374
3686,6,79638,-0.0146009510028562,0.0496249291037755,0.768758046712362
3687,6,79955,-0.0382068076967871,0.0496791830155398,0.442365557581445
3688,6,80725,-0.0226027927439021,0.0493877359804192,0.647478268272148
3689,6,80860,-0.0128481309860772,0.0495199198926069,0.795436374515384
3690,6,83761,-0.0381258746610535,0.0494969673397834,0.441656778842132
3691,6,87978,0.0251480617171049,0.102322005916495,0.806000223745111
3692,6,88005,-0.021675080639704,0.0509503332123685,0.670792763241545
3693,6,88006,-0.0220439332626842,0.0507934798391343,0.664559813406223
3694,6,88009,-0.11237489595641,0.097907926819723,0.251844507240803
3695,6,88009,0.0699017961853121,0.207877995721827,0.736871917736687
3696,6,88398,-0.0208906728412503,0.0502924752187326,0.67811343092495
3697,6,88475,-0.0149856145756777,0.049921043405248,0.764211734318341
3698,6,90318,-0.00456611950840041,0.0494017881391584,0.926410248116267
3699,6,91505,-0.00321711088762588,0.0495991732836749,0.948320442713481
3700,6,91959,-0.00029614150295515,0.0501214012649154,0.995289076782847
3701,6,92208,-0.00453038948875739,0.0495475012271568,0.927198596108172
3702,6,95448,0.010674503323359,0.0502280490279932,0.831823447017662
3703,6,95468,0.00116984605921411,0.0502349532467371,0.981434107193197
3704,6,95926,0.00776417756412617,0.049670913993707,0.875876172994185
3705,6,97570,0.111675488554291,0.102340955558844,0.275924670432235
3706,6,98668,0.0832832643257313,0.06634211575959,0.210178328312374
3707,6,98707,0.204593282064764,0.239309103983249,0.393168027040383
3708,6,98879,0.0945827330655512,0.0499637978623326,0.0591722302484442
3709,6,99153,0.208382121945654,0.114485261658736,0.0695805166201317
3710,6,101306,0.0694850066352732,0.0492258568807386,0.158961823131346
3711,6,101424,0.051238720286814,0.0494359793053491,0.300694186241846
3712,6,101439,0.0711202004326437,0.0496188545873659,0.152648593989608
3713,6,101478,0.0649751376583707,0.0496427224591625,0.19143481301244
3714,6,101479,0.159303263638521,0.0875819806995726,0.0697731520188576
3715,6,104558,0.0279233653325762,0.0903502468500088,0.757460588658367
3716,6,104573,-0.215426853311668,0.229756561645477,0.349075183843564
3717,6,106653,0.0710910144326002,0.0493663485906641,0.150733767613941
3718,6,107478,0.124614939414973,0.0487483713299919,0.0109975249097689
3719,6,107527,0.134017555601044,0.0486399318033092,0.00616791966483758
3720,6,111439,0.135198603383152,0.0525419423901152,0.0104852892136355
3721,6,111476,0.116589096402638,0.0624974049191324,0.0629402751164842
3722,6,111711,0.0783817712509685,0.0491879889302148,0.111939795904982
3723,6,114692,0.0930244672108912,0.0488575918519776,0.0577240977093213
3724,6,114714,0.0988864718975614,0.0488249665785014,0.0435859850666917
3725,6,115037,0.0891759910817547,0.049411570684316,0.0719644383231734
3726,6,116654,0.0726458503804228,0.0488925736920946,0.13821770901641
3727,6,118753,0.0214443198944622,0.0557058755472187,0.700501731248498
3728,6,119386,0.0294854675294172,0.0494066632757438,0.551029268994975
3729,6,123079,0.0489641769812864,0.0494675607488105,0.322938152073491
3730,6,146131,0.0236804002290072,0.0497386093945033,0.634299833837678
3731,6,151731,0.0193044241252552,0.049258582344294,0.695368802970567
3732,6,155985,0.0225259742488083,0.0528692669356508,0.67031698935192
3733,6,157270,0.0523244608200533,0.049041984535314,0.286731701152183
3734,6,158136,0.06473757189221,0.0498537101474077,0.194945817812464
3735,6,158910,0.0476335162635698,0.0489672980750789,0.331337800059141
3736,6,162526,0.0559349847537563,0.0491812266648302,0.25617430519799
3737,6,163117,0.060270208858472,0.0492444921348726,0.221807171999727
3738,6,163321,0.0464474881946633,0.0489991068916924,0.343816001533229
3739,6,163435,0.049781500095133,0.0492187668948624,0.312501853548621
3740,6,164820,0.0247183643095772,0.0979799491247161,0.800971607916991
3741,6,166074,0.0715971765150462,0.0492690365850615,0.147059920220544
3742,6,166669,0.0851192200454235,0.051322009220101,0.0980982748783608
3743,6,167198,0.0550378374836659,0.0491727371527005,0.263783667111414
3744,6,167434,0.0540321158099175,0.0515571843453025,0.295353950399415
3745,6,167610,0.09479326182155,0.0567047819355848,0.0954700690843736
3746,6,167690,0.0295262084928428,0.0549878030217978,0.591634046436716
3747,6,167705,0.0711332116811282,0.0568439128334745,0.211625315698979
3748,6,167855,0.147760839385834,0.097672671157709,0.131220997746316
3749,6,167939,0.0713391094343222,0.0506181454572288,0.159609548708568
3750,6,168223,0.0654205050932604,0.0492660942645387,0.185068745771597
3751,6,168335,-0.21823839520108,0.108813830442651,0.0456603622553116
3752,6,168360,-0.0506296557178318,0.0635406932548303,0.426098832221394
3753,6,168572,0.0595059459562813,0.0490677818421668,0.226044221307593
3754,6,173904,0.0019344429320215,0.0496533043327344,0.968945103040674
3755,6,175273,0.0163564760652817,0.0491757947146086,0.739624362639799
3756,6,178778,0.0432237445361299,0.0491928691244081,0.380184021102235
3757,6,179311,0.0247920416643388,0.0545284245049337,0.649631372652657
3758,6,179345,-0.0157762627972389,0.0954906196061706,0.868871143248254
3759,6,180643,0.0605943278230934,0.0490916850292531,0.217908703097032
3760,6,183039,-0.00301252912066019,0.0492827271771193,0.951292274526746
3761,6,183936,-0.0221099290818323,0.0492552412403315,0.653790201341667
3762,6,184860,0.0140691781783556,0.0492046630961873,0.775098070797978
3763,6,187264,0.0130743378142576,0.0492253243642719,0.790700897109127
3764,6,187666,0.0135181802707491,0.050986467611358,0.791061985896825
3765,6,188423,0.0137952837527303,0.0497709189102356,0.78180752361603
3766,6,188938,0.00433397937662428,0.049468996169469,0.930236321191364
3767,6,189863,0.00977215655444183,0.049272026923939,0.842900487954903
3768,6,191665,0.0267717415253472,0.0513455894704362,0.602413057399089
3769,6,191802,0.105531160987504,0.0980999264044745,0.282773014328564
3770,6,191937,0.0126010155104979,0.053806193452013,0.814971181908328
3771,6,192593,0.0312445462179366,0.0496447879266669,0.529519140315974
3772,6,193272,0.0265517547357451,0.0491550230439235,0.589424818768579
3773,6,193671,0.0236582172947142,0.0493934348285562,0.632253019495444
3774,6,199005,0.0345627828462974,0.0493055238874511,0.483769763033398
3775,6,199448,0.0234267954199915,0.0503644132284796,0.642113854446897
3776,6,201624,0.0368507813651657,0.0498994648713904,0.460701049023675
3777,6,201882,0.0357948226582393,0.0493522297936503,0.468752877202279
3778,6,203342,0.0301451510194831,0.049504207868562,0.542955098408636
3779,6,204006,0.0115469602367552,0.0490614429415403,0.814068035960522
3780,6,204440,0.00752439646081488,0.0491061931433713,0.878306788839161
3781,6,204681,0.0025092251199736,0.0490049782907352,0.95919234511401
3782,6,205945,0.269964619078643,0.132097234206371,0.041726941695402
3783,6,208815,-0.0347346433605377,0.0490242683938022,0.479090402321527
3784,6,208850,-0.0247490413954477,0.0491822077687921,0.615129577935996
3785,6,210067,0.0342655832885652,0.0567984567267798,0.546707394279089
3786,6,211447,-0.0457031195891498,0.0489385872253248,0.351000443570307
3787,6,212247,-0.0611989323138196,0.0489508609145507,0.212050417439154
3788,6,214251,-0.0515245234240163,0.0491995751306389,0.295698300609618
3789,6,216365,-0.0232715845856212,0.049307397717955,0.63724021587509
3790,6,221588,0.00934370079496466,0.0491076312968635,0.849207062295013
3791,6,223266,-0.0693673531301013,0.0496975444594651,0.163654911543129
3792,6,223299,-0.059454621111759,0.0490979733406997,0.226729110877121
3793,6,225352,-0.0397845729552305,0.0490505294798535,0.417858417863079
3794,6,226182,-0.0710991160371463,0.0492548649502047,0.149768125048927
3795,6,226781,-0.0582021843266559,0.0497636828812491,0.242962554452041
3796,6,226929,-0.0623087583602193,0.0494816785567927,0.208779690322397
3797,6,227351,-0.0716209366712719,0.0654181602993696,0.274343107470638
3798,6,227352,-0.0541933125819596,0.0512227335770335,0.290781914768693
3799,6,227356,-0.0643228868524918,0.0500043431880341,0.199165359761249
3800,6,229335,0.0112717625926454,0.0499759770603045,0.821686918862503
3801,6,229567,0.0186901876807654,0.0490552067727799,0.703430116071048
3802,6,231725,-0.00564882911070871,0.0492812882417138,0.908808152421215
3803,6,232479,-0.00292148524071455,0.0500038439209306,0.95344299085758
3804,6,233698,-0.00341010709429364,0.0497691506362178,0.945411695820905
3805,6,234833,0.0284081016887008,0.0489818288474889,0.562303319673981
3806,6,236114,0.0125550854612595,0.0492855035531612,0.799070750717712
3807,6,240423,0.0567865909950962,0.0490671781859341,0.247922783489003
3808,6,240985,0.0278997608200527,0.0491750931669995,0.570833284260501
3809,6,242390,0.0198750437122238,0.0494823890666165,0.688178107990001
3810,6,244245,-0.000975067471315427,0.0504829747209377,0.984600907079526
3811,6,244301,-0.00854945218260486,0.0494377819771805,0.862802756297272
3812,6,244932,0.0098353145089895,0.0490717708083954,0.841261959120947
3813,6,245484,-0.0351885549292515,0.0499346738419413,0.481466723290808
3814,6,245505,-0.0420826004898989,0.0497493413004785,0.398185675422291
3815,6,245506,-0.0420826004898989,0.0497493413004785,0.398185675422291
3816,6,245578,-0.0381884985378579,0.0493309927061044,0.439373303766657
3817,6,245636,-0.0492440543646198,0.0494691616049594,0.320199533710511
3818,6,245962,-0.0169892653756305,0.104365540462053,0.870779954328443
3819,6,245962,0.0837755578904007,0.169079726706277,0.620569909199809
3820,6,245963,-0.121106952399303,0.127554079550214,0.343038437436749
3821,6,246705,-0.00179163706452232,0.0490590219249567,0.970888348835482
3822,6,248124,-0.0434992303612342,0.0513193631534533,0.397224920612375
3823,6,251165,-0.0233344081747913,0.0490063631665159,0.634261667611407
3824,6,252271,-0.00703041707220917,0.049308984428135,0.886704166406115
3825,6,253364,-0.0456979486899396,0.10505096397598,0.663822868005394
3826,6,253516,-0.0415347345168319,0.0536972650552818,0.4397452986138
3827,6,253758,-0.0311406201523357,0.0489771232290021,0.525305929713809
3828,6,255018,-0.01516444595699,0.0492646409395613,0.758403866348583
3829,6,255233,-0.0108146197510752,0.0494049467641667,0.82685639249121
3830,6,256493,-0.0110805485157646,0.0490547975364423,0.821424671970278
3831,6,256723,-0.00811266159255516,0.0505798725829928,0.87266318399455
3832,6,259953,-0.0185316938340469,0.0491899568969268,0.706595161313187
3833,6,260068,-0.0254071766293216,0.0493374087864833,0.606897826310222
3834,6,260462,-0.0233918775034491,0.0494147148886784,0.636235569506214
3835,6,261534,-0.0239873487110504,0.0503390110722828,0.634001567814368
3836,6,261981,-0.0238351276998382,0.0495477648424197,0.630776479604786
3837,6,262244,-0.0302414359685851,0.0544031859485565,0.578647639523928
3838,6,264000,-0.0421308928266944,0.0495212223963822,0.395476954306703
3839,6,264618,-0.0557097453901793,0.0489045838981028,0.255412272723546
3840,6,264756,-0.0627972077265811,0.0489451260892886,0.200329426082553
3841,6,265060,-0.0570895473410753,0.0489108661329306,0.243910976758371
3842,6,265378,-0.0445464404991836,0.0509942031971357,0.382952382110221
3843,6,265477,-0.0529024699223121,0.0491285694296908,0.282297462808198
3844,6,266478,-0.0476029482913566,0.049071525288023,0.332674442264943
3845,6,266518,-0.0447497764907289,0.0493070946743083,0.364723126582053
3846,6,266627,-0.0565745252399828,0.0490585352954102,0.249606697400263
3847,6,268613,-0.0501109015004473,0.0514399698328911,0.330642819561959
3848,6,268676,-0.0640161038806071,0.0509197737665495,0.209514050017515
3849,6,268911,-0.0458108824714567,0.0490825717424368,0.351280780189308
3850,6,269163,-0.0561867391169894,0.0491182387859684,0.253436956486669
3851,6,270091,0.0163752058547619,0.0624015292754517,0.793153243016638
3852,6,270110,-0.240078420275868,0.217866842386208,0.271234056353798
3853,6,270112,0.206235923711745,0.257856383936631,0.424359199800832
3854,6,270117,-0.0394562273741297,0.1104682939353,0.721176164747539
3855,6,270118,-0.0264327847827701,0.111223212998937,0.81228634070896
3856,6,270132,-0.137646308929856,0.123172897712139,0.264538517939459
3857,7,331,0.0387896040112247,0.0519276163770307,0.455564595240151
3858,7,415,-0.222667361951448,0.143115979711907,0.120639221279695
3859,7,440,-0.0809532291144244,0.0643740541580781,0.209387884053361
3860,7,444,-0.057519538548886,0.0642241667128616,0.371073618048544
3861,7,595,-0.118275173146596,0.0978418902705175,0.22753346764506
3862,7,603,-0.100610558279755,0.0978793393215781,0.304698829373773
3863,7,1581,-0.0595951408180317,0.04953435733234,0.229741120822318
3864,7,5119,-0.0845967152291278,0.0488792114073233,0.0843738069791897
3865,7,8780,-0.0622839361348646,0.0796173142384768,0.434567801983738
3866,7,11071,-0.291266871559458,0.463205696615559,0.529882248456563
3867,7,11076,-0.532221449344612,0.414034381554285,0.1994769511633
3868,7,14747,-0.0409440057321112,0.0491983937089482,0.405846063176848
3869,7,16567,-0.0361770747054452,0.0504033868048091,0.473385628177898
3870,7,17289,-0.198055872086535,0.115009674418165,0.0859309664842463
3871,7,17702,-0.0622633618076018,0.0667711858020977,0.35172147746762
3872,7,17838,-0.0787365626649386,0.0821831972236335,0.338687416099591
3873,7,17840,-0.174041131194483,0.0998229841774023,0.0821173384947505
3874,7,17843,-0.195935073215932,0.105671637173203,0.0645461686452663
3875,7,19449,0.112054302938306,0.0839610723914265,0.182868045510667
3876,7,19450,0.223259817713195,0.166147751777382,0.179894701349679
3877,7,19896,-0.0493204284455325,0.0496937483927365,0.321639552774125
3878,7,20110,-0.0626496598125701,0.0511067090396871,0.221068617106381
3879,7,20451,-0.060392167181402,0.0490468081947389,0.21902403566128
3880,7,21017,-0.174398324926091,0.0971824893148145,0.0735817519777554
3881,7,21057,0.000816793158184947,0.0522820856371884,0.987544133102872
3882,7,21710,-0.0319864032123352,0.0514037617527216,0.534173935359076
3883,7,23383,-0.0435492970382935,0.0490810247398549,0.375524781173344
3884,7,27344,-0.0541139182015715,0.0491260022679155,0.271415203569561
3885,7,27845,-0.0679402594662332,0.0490188259819388,0.166620767096278
3886,7,28799,-0.068570087817389,0.0495014543603536,0.166861867416761
3887,7,29465,-0.0679091069364259,0.0496231162690841,0.172026738703825
3888,7,29523,-0.0709893198827504,0.0496533600832412,0.153688074975538
3889,7,31914,-0.0712747237814392,0.0493847114385865,0.149835500348296
3890,7,32249,-0.0765285961641113,0.0497324331637885,0.124747390287543
3891,7,33274,-0.0731648703866644,0.049297374111353,0.138660549666537
3892,7,33393,-0.0998395043566427,0.049494714365515,0.0444337803046543
3893,7,33441,-0.091922309902706,0.0493696080735693,0.0634450239456002
3894,7,34423,-0.0641184461867366,0.0496313462688982,0.197238959824591
3895,7,34691,-0.0775221699933877,0.0493333446730429,0.116986794957953
3896,7,34805,-0.0802436992959257,0.049591553089504,0.106535891665911
3897,7,34808,-0.0754623237813817,0.0495377459979448,0.128571544029738
3898,7,35435,-0.0632079439938818,0.0494421167951902,0.201940192397976
3899,7,35488,-0.0604014856902944,0.049406661723249,0.222320138765239
3900,7,35577,-0.0952713224769297,0.050945203089916,0.0623009481867432
3901,7,36074,-0.0936751051058839,0.0488540700780617,0.0559879051784789
3902,7,36180,-0.0960105749769415,0.0490338721609329,0.0510119577477039
3903,7,37288,-0.0767580165430473,0.0488887113111012,0.117297968164522
3904,7,41301,-0.0646909230076184,0.0495712394552096,0.192739755716359
3905,7,42627,-0.0326466656073026,0.0491941047597957,0.507360557313431
3906,7,43266,-0.0585466046743993,0.0564855939320316,0.300684316361189
3907,7,43683,-0.0648548220153621,0.0492279893474092,0.188546308662346
3908,7,45345,-0.100366121281105,0.0555617225214715,0.0717090201257705
3909,7,45353,-0.167194058913559,0.0983652448245217,0.090063198157496
3910,7,45353,-0.202893677400287,0.184966986377704,0.27342481302876
3911,7,45565,-0.0750240153999782,0.0491201660687923,0.127567834758148
3912,7,46270,-0.0706849684015739,0.0518097561517384,0.173336742265519
3913,7,47250,-0.0299643889202741,0.0491903588365946,0.542815748737869
3914,7,48435,-0.0258096903222804,0.0491518650426319,0.599842664090878
3915,7,50874,-0.0351360475234597,0.0496554707985995,0.479662639170725
3916,7,53407,-0.0390491647433365,0.0490142971349282,0.426167005533863
3917,7,53416,-0.0345442964209471,0.0490246493978779,0.481504409004177
3918,7,53455,-0.0388240914276298,0.0490841065442514,0.429492174862389
3919,7,53544,-0.0336174155865366,0.0495875555387635,0.49825349813929
3920,7,53637,-0.0398432853888942,0.0495736902349936,0.422100522855385
3921,7,53662,-0.0370915433750482,0.0493909579905187,0.453165968532425
3922,7,53700,-0.0359129273188635,0.0493118314274561,0.466923707896985
3923,7,53702,-0.0359129273188635,0.0493118314274561,0.466923707896985
3924,7,54897,-0.0202661787976912,0.0490657991284463,0.679827468696775
3925,7,55912,-0.0306294465826143,0.0493396289142914,0.535139766164381
3926,7,56225,0.0637128084283163,0.0724372587785832,0.379696874423986
3927,7,62689,0.00891669976053128,0.0494060203930185,0.856880890537654
3928,7,65725,0.015282046962045,0.0490794191600518,0.755700247127718
3929,7,66339,0.0267178531207233,0.0495611300600724,0.590165369154291
3930,7,66622,0.0227821366082472,0.0491060267788507,0.642978347528989
3931,7,68513,0.00902272034352707,0.0491407506481472,0.85442504311794
3932,7,69394,-0.0257200660181987,0.147594354223834,0.86175957143565
3933,7,69396,-0.0603369708601589,0.119182756261292,0.612993058004078
3934,7,70413,0.0150530095546656,0.0492284051334721,0.759953208947814
3935,7,73728,-0.159561275909198,0.0969689117672041,0.100759086039332
3936,7,74414,0.027036061528055,0.0493904968246119,0.584453987654427
3937,7,80505,-0.00290487980652212,0.0499842374426005,0.953689179095812
3938,7,80602,0.0293927305821478,0.150616097752057,0.845387798933188
3939,7,80604,0.283038665466297,0.148266565240235,0.0570746478338921
3940,7,80608,0.195625249649188,0.114087205916498,0.0872780402472839
3941,7,80609,0.169064065552832,0.113315543776361,0.136598575711231
3942,7,83968,0.0423938634412128,0.0490257567073616,0.38777624562877
3943,7,84763,-0.177919144248537,0.109935924969418,0.106471797223763
3944,7,87147,0.029514035622275,0.0490362759560929,0.547639275876127
3945,7,87586,0.0303784043723619,0.0529483400141474,0.566511364242324
3946,7,87833,0.0253741684341562,0.0494871657304278,0.608452217586509
3947,7,87999,0.0286110358472738,0.0491739353924207,0.561050310803684
3948,7,88913,0.0157685289778115,0.0492609750953486,0.749080510772962
3949,7,89733,-0.155785809366864,0.128239592389884,0.225253287053603
3950,7,90591,0.0216909564910554,0.0491295343113899,0.659117443702436
3951,7,92844,0.0631535868176506,0.0491341352170752,0.199519558009237
3952,7,98223,0.0187266298455974,0.0491174721338169,0.703238152511215
3953,7,101935,-0.0214723345653102,0.0491142890940882,0.662240030417312
3954,7,102167,-0.0360905241732647,0.049311464115687,0.464721855733269
3955,7,102487,0.241491175358434,0.199127837956875,0.226038515855297
3956,7,103626,-0.0302531179235781,0.0491703720765898,0.538772021838712
3957,7,103929,-0.0363877314029974,0.0491593732638976,0.459671114860838
3958,7,105525,-0.035050846236447,0.049023630838375,0.475094857447263
3959,7,109520,-0.0282912978530862,0.0489758625701413,0.563863322957666
3960,7,109762,-0.0355759358765357,0.049095735605645,0.469162897611556
3961,7,112259,0.0122862279472846,0.0551984092205529,0.823988792480468
3962,7,114462,-0.0225709991137917,0.0491175473369194,0.646136298732387
3963,7,115291,0.0233341882481017,0.105572273871737,0.825200192841957
3964,7,115293,0.0395766961842696,0.10662908934272,0.710739319533507
3965,7,115294,0.0628422998676488,0.107767044631325,0.560177489026998
3966,7,115759,-0.0225894740820569,0.0494656142384122,0.648188950422728
3967,7,120910,0.0133801689275117,0.0490562619801691,0.785203729930546
3968,7,121864,0.0331986180900081,0.0493751151683625,0.501784530785286
3969,7,122646,0.029357201191525,0.049455546389563,0.553154588825127
3970,7,128719,0.0375826518992983,0.0495236215964845,0.448428753287394
3971,7,129502,0.0103339951187489,0.0489882274155781,0.833049147358167
3972,7,129866,0.0230331634635534,0.0496110735999525,0.642737184190292
3973,7,130581,0.0234680135497646,0.0494620786797247,0.635461888972589
3974,7,131402,0.019627365467585,0.0504167490184282,0.697287144654392
3975,7,131475,0.00872198040280479,0.049409273911709,0.859982608693224
3976,7,131572,0.0232340051328477,0.0489741672656062,0.635498416659372
3977,7,133091,0.00489599293554573,0.0489906220096318,0.920450795402789
3978,7,134263,0.0199740705841402,0.0491860210781846,0.684920748639208
3979,7,134556,-0.00294615626360778,0.0491972589575286,0.952281463873737
3980,7,139381,0.00445239600649731,0.0490577702080588,0.927736183523107
3981,7,139844,0.00108205338625778,0.0496197929327326,0.982614318804454
3982,7,140293,-0.162989083586839,0.144631332457563,0.260538428678039
3983,7,140294,-0.0154795859227126,0.26922396714575,0.954181782074516
3984,7,140416,0.028259306179959,0.0499618415121156,0.572012972749626
3985,7,140907,0.0088007260930111,0.0490568783424705,0.857727806093149
3986,7,142582,0.0278439501071591,0.0492442654445962,0.572143763739515
3987,7,142616,0.0127451036034354,0.0490660104453719,0.795204790587944
3988,7,142656,0.0108329459648185,0.0490619042783359,0.825374587536819
3989,7,142710,0.00594779550044603,0.0489933680146581,0.903443281942801
3990,7,142737,0.0163757378565908,0.0490536882397312,0.738703834685039
3991,7,142798,0.00736879725730459,0.0490637246176625,0.880701836211451
3992,7,142863,0.00910590637563398,0.0490752611541557,0.852904369208888
3993,7,142935,0.0165571400766163,0.0490627857644641,0.735964402095698
3994,7,144443,0.0127755805587771,0.0491651898149902,0.795130875785731
3995,7,149219,0.0219858227493099,0.0490451566154355,0.654228210183048
3996,7,149745,0.0212490690225947,0.0491145641705536,0.665538390872554
3997,7,153512,0.0293624785382423,0.0491027203890779,0.550236261698222
3998,7,154206,0.016839426240748,0.0491194076874105,0.731933172373073
3999,7,154349,0.0131589552762882,0.0492631456111902,0.789536131689868
4000,7,154579,0.182637084784474,0.101514395132,0.0728528871330411
4001,7,158616,0.0468705016980912,0.0491404574999335,0.340834126847509
4002,7,159017,0.0110490541526297,0.0509820849572344,0.828548443213636
4003,7,159442,0.013556934801756,0.0492612758931761,0.78331998584975
4004,7,163135,0.316593641262958,0.0991816302589547,0.00153946391406496
4005,7,163315,0.0504776536735254,0.0581457410116021,0.385916807392498
4006,7,164509,0.0388021798071614,0.0490341816435613,0.429283288415831
4007,7,166144,0.0631516234115485,0.0499123063841497,0.206615708598325
4008,7,166200,0.224276745142729,0.158399977294052,0.157689793762949
4009,7,166202,0.159326870313615,0.0801733656133225,0.0476639077137714
4010,7,166259,0.0786074385730263,0.0513792610961814,0.126925969151273
4011,7,166833,0.0550730716775944,0.0491101077903328,0.262871272078312
4012,7,169205,0.0481833495855733,0.0498578405434871,0.334498335925143
4013,7,170660,-0.128799092622518,0.0831002846737443,0.122055898410311
4014,7,170661,-0.0583850513713764,0.0867657447662903,0.501448377325685
4015,7,171892,0.0392350357562509,0.0491804671341418,0.425536350268767
4016,7,173129,0.09095485813579,0.0872161264184761,0.297723362068798
4017,7,174147,0.0563134843000039,0.0490593861073974,0.251802176393645
4018,7,175201,0.0620512888380288,0.0489594322067187,0.205846971531645
4019,7,175569,0.0504539438789314,0.048987882897916,0.303749424133429
4020,7,176862,0.0260650808479538,0.0491126464811977,0.595946306346751
4021,7,178295,0.0273931535528502,0.0491782370055512,0.577868252921232
4022,7,181053,0.0242003499173251,0.0491541843073451,0.622788244135503
4023,7,181165,0.0309950952805078,0.0490499198060955,0.527855238160256
4024,7,183625,0.0369971978758602,0.0490815096989431,0.451477248514751
4025,7,191252,0.0226432206540275,0.0491687321540073,0.645426054574371
4026,7,191676,0.00390478579547857,0.0492594771122103,0.936862994216954
4027,7,192137,0.0173873575512211,0.049142146143108,0.723686791965331
