SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
3463,5,563964,0.0245769241906652,0.0571736131919961,0.667556270911056
3464,5,563970,0.0199581009539715,0.0570323318468913,0.726589701576491
3465,5,564006,0.0167289643334612,0.0571689889313076,0.769982211488272
3466,5,564048,-7.98496289180634e-05,0.0573178459530115,0.998889252387794
3467,5,564065,-0.000916758327105943,0.0571650626453945,0.987213902865905
3468,5,564074,0.0121634834324051,0.057172257015538,0.831643599901661
3469,5,564097,0.00119097039193332,0.0573178110590011,0.983434196017428
3470,5,564135,0.00714239164861918,0.057316585451847,0.900900866779407
3471,5,564147,0.0103144713521305,0.0575501407337103,0.857863214188709
3472,5,564195,0.0141292473846133,0.0575432384435964,0.806179948420817
3473,5,564197,0.0141292473846133,0.0575432384435964,0.806179948420817
3474,5,564206,0.00785619132583825,0.0578755653811457,0.892101984784651
3475,5,564212,0.0155092206544757,0.05770740119054,0.788274318579643
3476,5,564236,0.00519540832988342,0.0573262837577323,0.927839004704564
3477,5,564252,0.00561652763001602,0.0579613033963418,0.922859741299812
3478,5,564265,0.0153838804932103,0.0577927159625556,0.790247795922464
3479,5,564272,0.0159381519458868,0.0578736707105702,0.783173485805893
3480,5,564298,-0.004961051575075,0.0577238546915811,0.931559210895759
3481,5,564300,0.00533764187021351,0.0577172522949994,0.926369824692865
3482,5,564304,0.00533764187021351,0.0577172522949994,0.926369824692865
3483,5,564343,0.0211871260965585,0.0595806005230156,0.722349218811155
3484,5,564355,0.0289478127326279,0.0628944970809184,0.645613085425451
3485,5,564360,0.0313677557231986,0.0631492647225627,0.61969288245268
3486,5,564372,0.0316160109519448,0.113953780723314,0.781600139174273
3487,5,564393,0.048996823965159,0.115987190746996,0.672966135965242
3488,5,564395,-0.0255734831884018,0.112764224928386,0.820720488230714
3489,5,564397,0.0632292165192103,0.0795927235858732,0.427490810555799
3490,5,564403,0.0260538560548884,0.113950612825178,0.819279847594677
3491,5,564406,0.0211810542979887,0.113971363239349,0.85267274029787
3492,5,564431,0.0388226998977264,0.0689901497262216,0.573977208729241
3493,5,564461,0.00168315686397863,0.0618732034112543,0.978312935796835
3494,5,564462,0.00168315686397863,0.0618732034112543,0.978312935796835
3495,5,564469,-0.00678374874349608,0.0599332387910403,0.909945516885398
3496,5,564472,0.000256834220344226,0.0621249712913715,0.996703766760931
3497,5,564485,0.00146701484269823,0.0614662241345701,0.980972176520413
3498,5,564486,0.00319785829631153,0.0613473940320516,0.958456949487182
3499,5,564496,0.00269809852743574,0.0613619757798579,0.964953017056515
3500,5,564516,0.0441205185122223,0.0594938647631463,0.458824156585977
3501,5,564535,0.00717143108628392,0.0579777682983731,0.901628930812908
3502,5,564551,0.0211589855727256,0.0585880141507329,0.71820432711645
3503,5,564567,0.00729957484008986,0.0589300915455214,0.901489991291143
3504,5,564574,0.0218366333603365,0.059499784959577,0.713836261038283
3505,5,564590,0.0077315638380941,0.0583869755605919,0.894728077902697
3506,5,564680,0.00821332109978362,0.0581272839402994,0.887714421511994
3507,5,564696,0.0227493256933728,0.114024226302181,0.841976280290931
3508,5,564701,0.0227493256933728,0.114024226302181,0.841976280290931
3509,5,564705,0.0227493256933728,0.114024226302181,0.841976280290931
3510,5,564717,0.0487132645431991,0.114054981397186,0.669564440049351
3511,5,564723,0.0441562333293888,0.114128497815582,0.699063909967716
3512,5,564730,0.0594662321837092,0.11404053425673,0.602381565732261
3513,5,564732,0.0594662321837092,0.11404053425673,0.602381565732261
3514,5,564809,0.0684798087507499,0.11417731085943,0.549046162277979
3515,5,564814,0.0679042889095705,0.114135051938639,0.552260173661647
3516,5,564841,0.0502347136016033,0.114204177563298,0.660302211401925
3517,5,564865,0.0742916608865736,0.114213912102289,0.515817802830656
3518,5,564880,0.075545659532418,0.114121447713126,0.508418508995454
3519,5,564894,0.0623289957579711,0.114068529133786,0.585124446305353
3520,5,564898,0.0484262644194633,0.114055327621385,0.671397357642356
3521,5,564904,0.0595864243557687,0.114072680950153,0.601750894457162
3522,5,564935,0.035909646854936,0.114068436160595,0.753093495524745
3523,5,564937,0.035909646854936,0.114068436160595,0.753093495524745
3524,5,564938,0.035909646854936,0.114068436160595,0.753093495524745
3525,5,564945,0.0257275630342058,0.114047528226488,0.821653722227576
3526,5,564949,0.0257275630342058,0.114047528226488,0.821653722227576
3527,5,564968,0.0402100748601013,0.0671949438285561,0.549950670064009
3528,5,565000,-0.031517600862486,0.0616448096518032,0.609476434743134
3529,5,565007,-0.0442113324195847,0.0615819192930613,0.473277052748487
3530,5,565013,-0.0073700146298159,0.0620872571424083,0.905577274380648
3531,5,565036,0.0133699536765756,0.0590207940011604,0.820920699258459
3532,5,565093,0.0139962161372965,0.0572462135808418,0.806992187006324
3533,5,565120,0.00957349936471438,0.0574113999310921,0.867660203556768
3534,5,565122,0.0121860861137943,0.0574975674977811,0.832275460648478
3535,5,565125,0.0121860861137943,0.0574975674977811,0.832275460648478
3536,5,565208,0.0044740521060751,0.0574897075700961,0.938012520143938
3537,5,565243,0.0170837560807342,0.0573197391036033,0.765845567673414
3538,5,565254,0.00977013717393132,0.0575504098108911,0.865290946219854
3539,5,565289,0.0614917919951212,0.0961258279296237,0.522781915634162
3540,5,565293,0.0154143837621948,0.0582933729001468,0.791604671650704
3541,5,565315,0.019350415451048,0.0582045004047586,0.739742550264224
3542,5,565361,0.0457195957176762,0.0597965716527979,0.445029171925056
3543,5,565365,0.0457195957176762,0.0597965716527979,0.445029171925056
3544,5,565371,0.0317235148344849,0.0605601682310739,0.600722266912666
3545,5,565372,0.0320739925793063,0.0607308011777731,0.59773827121851
3546,5,565388,0.0248691312959209,0.0602185918445611,0.679871304972696
3547,5,565423,0.0359149971734906,0.0587352627861142,0.541280407743996
3548,5,565436,0.0183355785758046,0.0589025241146713,0.755766346003165
3549,5,565441,0.0222627183637048,0.0585489514281417,0.703995132048754
3550,5,565448,0.0196661441820473,0.0583089170586844,0.73611000109621
3551,5,565475,0.00985859465569382,0.0583831813815904,0.866003334176418
3552,5,565507,0.0268524427890961,0.0581132546528322,0.64431513993726
3553,5,565512,0.0226278404593833,0.0582049677666418,0.697687092627729
3554,5,565539,0.0181644345773918,0.0589145385179085,0.758021946966858
3555,5,565639,0.00869185360114476,0.0571867042858851,0.879281012336659
3556,5,565651,0.0152440383310087,0.0571092705321889,0.789680802536596
3557,5,565675,0.0172079803611739,0.0570941836441044,0.763289718408017
3558,5,565711,-0.0045364406126133,0.0593114577012294,0.939076526834654
3559,5,565722,0.0289172176439889,0.113966546455785,0.799848582307989
3560,5,565729,0.0288673524721998,0.113980900481654,0.800211009436114
3561,5,565731,0.026538083191892,0.113946719296898,0.815974774145223
3562,5,565737,0.0119154787897973,0.113989491444619,0.916807034217168
3563,5,565800,0.0872020969638148,0.103044260848523,0.3979817714024
3564,5,565808,0.00983222415456009,0.0896785351281852,0.912758340606629
3565,5,565834,0.0206117335084975,0.0582907391249321,0.723848115121826
3566,5,565880,0.0540978392580083,0.0654948178570117,0.409369613685662
3567,5,565885,0.0572527632057859,0.0670170238559743,0.393517181312675
3568,5,566202,0.0769124754707322,0.114313823123162,0.501502851333966
3569,5,566255,-0.00927719328778176,0.0950458386333959,0.92229931027488
3570,5,566370,0.0146724853270461,0.0879217904342888,0.867559154025034
3571,5,566373,0.0372388836700486,0.113991929526958,0.744103536126597
3572,5,566376,0.0428987282608038,0.11400779342955,0.706935607165788
3573,5,566378,0.0844219999929727,0.114956046118607,0.463201637742163
3574,5,566382,0.0367353445043488,0.11397448600693,0.747407144055188
3575,5,566388,0.0129759593921115,0.113974846262779,0.909421959500571
3576,5,566400,0.0302895269025787,0.0726126877912684,0.676830881733228
3577,5,566427,-0.00364093389326359,0.0658988856806009,0.955970305084329
3578,5,566434,-0.00364093389326359,0.0658988856806009,0.955970305084329
3579,5,566463,-0.0631529358734126,0.0703649253268041,0.370060732777938
3580,5,566466,-0.0630900383232951,0.0704328523128235,0.370998139535504
3581,5,566472,-0.0580838528864245,0.0704815498658819,0.410439137897174
3582,5,566501,-0.00658017415884982,0.0635205446985349,0.917552539880073
3583,5,566502,-0.0118670821505176,0.0631517277675178,0.851052183572611
3584,5,566512,0.00249923883236769,0.0626655311689912,0.968209593702474
3585,5,566542,0.0208924028665685,0.0580334869590273,0.719057946490694
3586,5,566565,0.0124789228330375,0.0577094828771781,0.828927951002783
3587,5,566568,0.0124789228330375,0.0577094828771781,0.828927951002783
3588,5,566580,0.0132730573846507,0.057628302971312,0.817975099040281
3589,5,566740,0.0461452223993808,0.114029301253444,0.685958846044372
3590,5,566755,0.0794114649838411,0.088196027601948,0.368522705001311
3591,6,12139,0.391167488506299,0.270727539120008,0.149380033660894
3592,6,14922,-0.0190267190659347,0.247433771855485,0.938749677699361
3593,6,14925,-0.0303762927319023,0.235311430667924,0.89736015496366
3594,6,14958,0.111702809688857,0.122650696703425,0.363054220845521
3595,6,14985,-0.207100667843231,0.117895471236825,0.0798451006102434
3596,6,14991,-0.21473871419531,0.116291673393057,0.0656488596590893
3597,6,15003,-0.17996453910045,0.116020101111705,0.121761877928589
3598,6,16905,0.0471352394330463,0.0571715682548235,0.410239252001952
3599,6,18881,0.0636740617087423,0.0576248870697224,0.269922972895123
3600,6,19636,0.0442361853773363,0.0590378860556376,0.454184638309806
3601,6,19887,0.0482224855077217,0.0604150574129872,0.425298886976935
3602,6,20485,0.0140677715323907,0.621841214542008,0.981963961932429
3603,6,22804,0.0404965083075917,0.0571027594065473,0.478676848765687
3604,6,23172,0.0233593304615888,0.0577814085439049,0.686258493129848
3605,6,23564,0.0459957022001441,0.0571669450187695,0.421600383371448
3606,6,26594,0.0253841872166765,0.057225138426881,0.657614736669607
3607,6,27541,-0.00395068665539644,0.0710135291684814,0.955665750132388
3608,6,27549,-0.0725670903377607,0.0759909244180947,0.340259413252403
3609,6,27551,-0.0294762459211082,0.0888003407524622,0.740132747815552
3610,6,27553,-0.127267791320509,0.140396971483148,0.365297379567908
3611,6,27767,0.053010532162965,0.0573933562561078,0.356307114892734
3612,6,28811,0.0372681011069454,0.0571876660233957,0.515031194262692
3613,6,28916,0.04117420841461,0.0571013864798648,0.471342519204401
3614,6,29838,0.0274745567708682,0.0602127425660115,0.648461048796183
3615,6,30082,0.181039143408916,0.199689188856915,0.365234339178717
3616,6,30085,0.0584096120248027,0.0814036662481423,0.473521380816515
3617,6,30088,0.0602026006030706,0.107759307739948,0.576736682052802
3618,6,30322,-0.00444355916684967,0.056987978607958,0.937893213225016
3619,6,30997,0.0858144024211818,0.103571918012359,0.40791954307127
3620,6,30997,0.412601548608874,0.358684815496713,0.250791642435787
3621,6,32438,-0.0231365792042831,0.0577816624312962,0.689093925645128
3622,6,35840,-0.031959201678545,0.0576130800180713,0.579436612042258
3623,6,36181,-0.0112593481164145,0.0572162012625574,0.844108245720625
3624,6,36236,-0.0217479053163284,0.0573690797509263,0.704850751927654
3625,6,38641,-0.0076605263530066,0.0575439442403686,0.894170534069443
3626,6,39419,-0.0295243974788017,0.0577995714378493,0.609805848923003
3627,6,39566,-0.00157201817939825,0.0571758611156248,0.978080912590238
3628,6,39609,0.000260552596652336,0.057188573794648,0.996367403828517
3629,6,40630,-0.0155313737705076,0.0570093344732399,0.785446369993783
3630,6,41068,-0.009196430459374,0.0574115745454178,0.872827551593847
3631,6,41221,-0.00930459039733278,0.0573630996174237,0.871237107866794
3632,6,41296,-0.0021275660967075,0.0571884633639507,0.970344403293777
3633,6,41435,-0.0113431713223407,0.0572161543604823,0.842962651946623
3634,6,41573,-0.00518534806785381,0.0570415559754913,0.927619840706608
3635,6,41626,-0.00782790837442862,0.0572904069015668,0.891396737819539
3636,6,42992,-0.0112365998187027,0.0571272198681712,0.844179946985206
3637,6,45282,-0.0538118719140429,0.0569433438079091,0.345301555290472
3638,6,45815,-0.0681171566550561,0.0569863170563765,0.232762564988048
3639,6,47290,-0.0620707180290637,0.0570347486736694,0.277206689380078
3640,6,48282,-0.0491984977721922,0.056935443030423,0.388114125957175
3641,6,48919,-0.0325180557485336,0.0576845584696393,0.573301266241781
3642,6,48921,-0.0356977352534726,0.0581835512135881,0.539916758467251
3643,6,50414,-0.0339439326106014,0.0574686995432344,0.555132384866
3644,6,50685,-0.0379819613711177,0.0574422434838595,0.508902553271402
3645,6,50825,-0.0419684761373332,0.0573518895788815,0.464793588561405
3646,6,51261,-0.0825915806349208,0.0593628643033843,0.165010536887356
3647,6,51266,-0.0898351684640371,0.0592717802974219,0.130503247030914
3648,6,51270,-0.0830213099254394,0.0595641058661129,0.164250458495279
3649,6,51526,-0.0267913918414045,0.057502856606098,0.641564332869721
3650,6,51781,-0.037903458221186,0.0573489368165396,0.509090263450323
3651,6,52550,-0.0491794331035187,0.0572430176481145,0.3908495205915
3652,6,53989,-0.0547234140784567,0.0570217911161052,0.337866605625385
3653,6,54487,-0.054943870578701,0.061356251332232,0.371135762351704
3654,6,54932,-0.026986193585419,0.0581997053909806,0.643160909568083
3655,6,55876,-0.0350389424791303,0.0574213867787898,0.542117201695757
3656,6,56091,-0.0354244394268909,0.0575177182816801,0.538365728921156
3657,6,57460,-0.0310625849435515,0.0572789777471013,0.58795168588072
3658,6,57967,0.14083072761427,0.113712269130907,0.216359924948464
3659,6,58019,0.0258355383780549,0.177147499176159,0.884129395242695
3660,6,62743,-0.0129165412291637,0.0576178934720411,0.822750153764421
3661,6,62990,-0.00276511046721195,0.0611890331428872,0.963981703188917
3662,6,64449,-0.0237136051592834,0.0573814943135765,0.679665413998643
3663,6,65043,0.0235221221450273,0.059982234481218,0.695182945105522
3664,6,65125,0.0137176443772195,0.0585258316752729,0.814821095398342
3665,6,65133,0.0122015784469232,0.058598642869889,0.835175026984752
3666,6,65183,0.0292100929001411,0.057299489264037,0.610524657082535
3667,6,66460,0.0210307826421617,0.0575372650861034,0.714945295637664
3668,6,67184,0.0156167668132671,0.057532477503765,0.786209291282453
3669,6,71471,0.0343896241381335,0.0577457291635231,0.551867274922808
3670,6,71997,0.0282163658480069,0.0580185623447795,0.627032569296876
3671,6,72514,0.031852200853755,0.0580264701572396,0.583403709665296
3672,6,73357,0.122723327370477,0.0701561097168547,0.0811100873892589
3673,6,73433,0.0241764363615641,0.0579247357149438,0.676656607618012
3674,6,74406,-0.0051312031249835,0.0575212660725257,0.928969323926227
3675,6,74485,0.0710076394231374,0.11516997484992,0.537931328017863
3676,6,74913,-0.00982758659224064,0.0573163696538314,0.863958654735356
3677,6,75397,-0.00751495326488616,0.0578265551645084,0.896674637188396
3678,6,76427,-0.0152036746517734,0.0574459643530416,0.791425512033531
3679,6,76486,0.0316636055480468,0.0980875279434409,0.747030486057239
3680,6,76487,0.0672734489482335,0.0660799530386868,0.309346017133902
3681,6,76526,-0.00189407301152494,0.058666466148228,0.97426266242309
3682,6,78316,-0.0297283552272226,0.0577116066305175,0.606792154882393
3683,6,78381,-0.018181448913547,0.0577154168548702,0.752933410881144
3684,6,78862,-0.0201868654301369,0.0577372546853785,0.726822427997485
3685,6,78907,-0.0346003517230146,0.0576323869747947,0.54864958185411
3686,6,79638,0.0218606485605461,0.0577118011977558,0.705071594257661
3687,6,79955,0.02486553762288,0.0578127920344571,0.667382130433045
3688,6,80725,-0.00180583575446436,0.0574575421562364,0.9749451391518
3689,6,80860,-0.00203835460634605,0.0575997099680523,0.971790133257981
3690,6,83761,0.0156320467633908,0.057609976721801,0.786286074543903
3691,6,87978,0.102441873428803,0.118891198017337,0.389468435557658
3692,6,88005,0.00445079709852014,0.0592726832815305,0.940185487837026
3693,6,88006,0.00255951689651623,0.059091140519047,0.965475138300057
3694,6,88009,-0.0438146169185654,0.114060610238841,0.701110038012258
3695,6,88009,0.186756127945413,0.241607583768403,0.440055650535709
3696,6,88398,0.0480852878368929,0.0584511338047859,0.411257913805519
3697,6,88475,0.0487025884900856,0.0580103727682973,0.401729150746272
3698,6,90318,-0.0253265466288154,0.0574418079042648,0.659549580873839
3699,6,91505,-0.0264221062614348,0.0576696963208198,0.647117436317003
3700,6,91959,-0.0331991101603486,0.0582670917475767,0.569192986976868
3701,6,92208,-0.0418865127740497,0.0575839418724886,0.467463598929312
3702,6,95448,0.0732212285424257,0.0582915194426706,0.209902628977621
3703,6,95468,0.0899578457760177,0.0582294716608668,0.123270035856193
3704,6,95926,0.0359348518573274,0.0577402657538127,0.53411129172496
3705,6,97570,0.149749150290377,0.11896189586489,0.208934669104298
3706,6,98668,0.00996258997771271,0.0773296613590873,0.897563391239042
3707,6,98707,-0.287798717009444,0.278195915672876,0.30160219851397
3708,6,98879,-0.00651278108604242,0.0584037613434469,0.911272902710971
3709,6,99153,0.267642195497361,0.133015260542234,0.0449669369690674
3710,6,101306,-0.0157352865492448,0.0574075523328142,0.784169750072857
3711,6,101424,-0.0214448556456767,0.0575728018810956,0.709757241102993
3712,6,101439,0.000695060256711011,0.0578770640505352,0.990425017623185
3713,6,101478,-0.023799821314519,0.0578632118867568,0.681093524010802
3714,6,101479,-0.00143699398829256,0.102338737644902,0.988804768668115
3715,6,104558,-0.0324472705356194,0.105082204866893,0.757671128272636
3716,6,104573,-0.463180629530286,0.266413559267655,0.0829809854138952
3717,6,106653,0.00129662025696825,0.0575840736240139,0.982048278423281
3718,6,107478,0.0265626581724646,0.0572018707871477,0.642671125941982
3719,6,107527,0.0450878972082628,0.0571255382394564,0.430479683779844
3720,6,111439,-0.00152410562398503,0.0616794829915175,0.980300168587133
3721,6,111476,-0.0077466041056673,0.0730440907679668,0.915599899729079
3722,6,111711,-0.0123524416447011,0.0574098966485452,0.829765088622045
3723,6,114692,0.0241745351075048,0.0571005388401688,0.672284687802213
3724,6,114714,0.0246873819300022,0.057099917233554,0.665748087314231
3725,6,115037,0.040537312824694,0.0576924976435686,0.482740448799826
3726,6,116654,0.00217408373750891,0.0570421062694965,0.969618601019757
3727,6,118753,0.0610550292188528,0.0647209863444542,0.346143251119599
3728,6,119386,0.0486454333141947,0.0574332480290283,0.397574098773305
3729,6,123079,0.0666470958004776,0.05750390407514,0.247239100318641
3730,6,146131,0.0410717606174724,0.0578259332203797,0.478008514026056
3731,6,151731,0.0509910114385065,0.0572385272325706,0.37361576857274
3732,6,155985,0.0195810552468488,0.0614967694485284,0.750363868801217
3733,6,157270,0.0490880182017342,0.0570705771216543,0.390302104177586
3734,6,158136,0.0600651782515505,0.0580328683623259,0.30136810175095
3735,6,158910,0.0530998657540455,0.0569577994952728,0.351835839635779
3736,6,162526,0.0528411588791228,0.0572360498817513,0.356525964752135
3737,6,163117,0.0693902154628273,0.0572764233741808,0.226515346547006
3738,6,163321,0.0564382206237396,0.0569819505168659,0.322628797721323
3739,6,163435,0.0495259362416617,0.0572663145390051,0.387716458333297
3740,6,164820,0.128164099500895,0.113761870190591,0.260676999207221
3741,6,166074,0.0868366238283712,0.0572875368791413,0.130464087028638
3742,6,166669,0.0973150134396269,0.0596980879176636,0.103968180100174
3743,6,167198,0.0811474376848906,0.0571288909683475,0.156365946524994
3744,6,167434,0.0815836735087161,0.0598997971897138,0.174065593649524
3745,6,167610,0.080694297774911,0.0660717935510154,0.222782823956237
3746,6,167690,0.084366962874165,0.0638221019452332,0.187054686009432
3747,6,167705,0.115088945401191,0.0659752377387375,0.0819551235404226
3748,6,167855,0.1459568212927,0.113701126790151,0.200092981446835
3749,6,167939,0.114610134219028,0.0587210202498158,0.0517555324177513
3750,6,168223,0.0872397187547388,0.0572540641324804,0.128471586378267
3751,6,168335,-0.139035962084705,0.127060022916421,0.274589611676779
3752,6,168360,-0.00617738843655502,0.0739669299947166,0.93348895709478
3753,6,168572,0.0943632765547168,0.056966244847956,0.0985137966383213
3754,6,173904,0.0424513493496217,0.0577053605949117,0.462428010693494
3755,6,175273,0.0374277338332867,0.0571683492581585,0.513091603342137
3756,6,178778,0.0644998295411765,0.057173501205383,0.260026103825707
3757,6,179311,0.138886024139651,0.0630058869557172,0.0281456042332826
3758,6,179345,0.0635367023985438,0.111013506777299,0.567460655948848
3759,6,180643,0.0900948855532128,0.0570180518113345,0.114976904737377
3760,6,183039,0.0574075267991969,0.05723725872562,0.316560048757867
3761,6,183936,0.0373063167939467,0.057268420689015,0.515193378552308
3762,6,184860,0.0783362089925583,0.0570822177899526,0.170828985575318
3763,6,187264,0.0844342626927237,0.0570807780075591,0.139976919111565
3764,6,187666,0.0772023118116325,0.0591633771340073,0.192776777827224
3765,6,188423,0.0654068888112987,0.0577877807797611,0.258467322169065
3766,6,188938,0.0646618653857393,0.0574326942003834,0.260984532596427
3767,6,189863,0.0516321390368633,0.0572432741251757,0.367683892598372
3768,6,191665,0.0985441187391378,0.0595099750812858,0.0986254188423855
3769,6,191802,0.213051542780518,0.113718365713673,0.061825196162916
3770,6,191937,0.0955869683785015,0.0623772165425864,0.12631896399463
3771,6,192593,0.0880534288179829,0.0575815254888115,0.127111476690283
3772,6,193272,0.0891466173533511,0.0569963939314029,0.118696029469648
3773,6,193671,0.0919233593357139,0.0572572228170572,0.109289952601066
3774,6,199005,0.0126309484110458,0.0573809280716445,0.825901435600313
3775,6,199448,0.0517855648597973,0.0585295975196199,0.376879876551776
3776,6,201624,0.0534027903048961,0.0580109762315958,0.357907005392827
3777,6,201882,0.00981970911127708,0.057439663535362,0.864355572761341
3778,6,203342,0.0347430773412423,0.0575765918867279,0.546614418427791
3779,6,204006,0.0301643517577315,0.0570429755366663,0.597276204285446
3780,6,204440,0.0160482693929234,0.0571086463526545,0.778865101916114
3781,6,204681,0.0340530923342302,0.0569668023369048,0.550376146854127
3782,6,205945,-0.118527704827502,0.154413572527318,0.443238579966385
3783,6,208815,0.0410243861794635,0.0570165851031633,0.472298681994845
3784,6,208850,0.0253730772501712,0.057206118221292,0.657648491832209
3785,6,210067,-0.0242887893487329,0.0660810509095298,0.713421185686417
3786,6,211447,-0.0587980164856243,0.0569024766989687,0.302165271111375
3787,6,212247,-0.0353259523350058,0.0570273924581355,0.536015693523523
3788,6,214251,-0.00241483820174968,0.0573104214495095,0.966414017043049
3789,6,216365,-0.0223023386426608,0.057352954630211,0.697613274648268
3790,6,221588,0.0408618434565703,0.05707631507533,0.474516562097846
3791,6,223266,0.0261991716228348,0.0579434152348299,0.651437937850641
3792,6,223299,0.0262881149414101,0.0572049477502587,0.646127388713473
3793,6,225352,-0.0599333368648324,0.0570123583648982,0.293870174599635
3794,6,226182,-0.0226155973748353,0.0574422614986787,0.694032800082193
3795,6,226781,-0.0957449331847859,0.0577655173329355,0.0983117642103547
3796,6,226929,-0.105257080371342,0.0574062400770134,0.0675629808868245
3797,6,227351,-0.14746536708641,0.0758086654830659,0.0525408140727648
3798,6,227352,-0.124350848373515,0.0593009634687173,0.036709534240586
3799,6,227356,-0.145244207404114,0.0577790152833581,0.0123886242954318
3800,6,229335,-0.0784619287397648,0.0579787234148863,0.176829510541749
3801,6,229567,-0.0776592998758334,0.0569156722959145,0.173291244079072
3802,6,231725,-0.120513482110272,0.0569578126781273,0.0350583881459036
3803,6,232479,-0.1058944120942,0.0578836782298605,0.0681778520552142
3804,6,233698,-0.0587634086612119,0.0578000147216349,0.310007829386336
3805,6,234833,-0.0646107220907972,0.056891789247321,0.256862048883195
3806,6,236114,-0.0713316031938756,0.0572010936719947,0.213212460558017
3807,6,240423,-0.0499185347591121,0.0571141576248686,0.382705208023162
3808,6,240985,-0.036513960082916,0.0571863257277616,0.523556695541245
3809,6,242390,-0.0639796384032575,0.0574630086261808,0.266291825109621
3810,6,244245,-0.0587291278158612,0.0586311706674656,0.317188772091443
3811,6,244301,-0.066306069597429,0.0573928243802415,0.248748003502103
3812,6,244932,-0.0652788575866645,0.0569704976998142,0.252639119823509
3813,6,245484,-0.077936219082459,0.0579693130860278,0.179669684147259
3814,6,245505,-0.0831369397491907,0.0577504885487709,0.150870038309315
3815,6,245506,-0.0831369397491907,0.0577504885487709,0.150870038309315
3816,6,245578,-0.0761141320412659,0.0572801888833836,0.184771004148071
3817,6,245636,-0.0909905421683885,0.0574120859303824,0.113891872008064
3818,6,245962,-0.151896036275709,0.121117748972132,0.210628690843726
3819,6,245962,0.164750416954889,0.196521619638698,0.402411402566274
3820,6,245963,-0.0792909626281832,0.148481572780002,0.593669255352963
3821,6,246705,-0.050801321766826,0.0569942778496122,0.373353535252341
3822,6,248124,-0.0143161579385958,0.0597430202664994,0.81075698978287
3823,6,251165,-0.0505335775730823,0.0569518520800729,0.375519657027659
3824,6,252271,-0.0125412364192009,0.0573467582426922,0.82701691669424
3825,6,253364,-0.0124489360585498,0.122210849020288,0.918922136048874
3826,6,253516,-0.0591118052678804,0.0624264685576161,0.34433598429907
3827,6,253758,-0.0372084263273646,0.0569612112637384,0.514037151943786
3828,6,255018,0.0017182719016505,0.0573050340143396,0.976096233183098
3829,6,255233,0.0190806506376244,0.0574555260338765,0.740015180498546
3830,6,256493,0.0413584949867336,0.0570150027321808,0.468689301780715
3831,6,256723,0.0326747553999011,0.0588035350443878,0.578795489307556
3832,6,259953,0.0295519812366247,0.0572004348331778,0.605731624212777
3833,6,260068,0.00308057229979107,0.0574033666228039,0.957232139880111
3834,6,260462,0.0242918031941193,0.057475660365048,0.672811584888223
3835,6,261534,0.0206654643340236,0.0585554654467867,0.724358169814178
3836,6,261981,0.0212237414588511,0.057634522630318,0.712909775804429
3837,6,262244,0.000970237005467944,0.0633014872217031,0.987779770647686
3838,6,264000,0.052789762655715,0.0575863493111229,0.359922469250984
3839,6,264618,0.026034900219668,0.0569662513147448,0.647935463006705
3840,6,264756,0.0407556397689945,0.0570171310896995,0.475207304425952
3841,6,265060,0.0161262220792753,0.0569891646860188,0.777365721005385
3842,6,265378,0.0224176191484797,0.0593610727078974,0.705918703252818
3843,6,265477,0.0303944899700621,0.0572100598331704,0.595559747638131
3844,6,266478,0.0301119146042152,0.0571263591158632,0.598447821210624
3845,6,266518,0.0264210822406707,0.0573964365928644,0.645565540658421
3846,6,266627,0.0242025999804086,0.057150567580623,0.672196898951327
3847,6,268613,0.0159023442440004,0.0599018274996876,0.790799733608597
3848,6,268676,0.0138037238243491,0.059350313366684,0.816221981449555
3849,6,268911,0.0447408202038993,0.057106427474667,0.433880121077069
3850,6,269163,0.0558639489080424,0.0571556408011206,0.329040282627298
3851,6,270091,0.0746444049260135,0.0724745892888281,0.303743811463247
3852,6,270110,0.41918781567164,0.25284379748375,0.0982275183355957
3853,6,270112,-0.322148744447283,0.299682298070827,0.283123456555994
3854,6,270117,0.0114165714047507,0.12850232368909,0.929256821673461
3855,6,270118,0.0452175339290255,0.129346517919949,0.726859028050647
3856,6,270132,-0.202996621130828,0.143102565265241,0.156915610629414
3857,7,331,0.0543909087913339,0.0603729484881696,0.368247622526926
3858,7,415,-0.0334674775828425,0.167011796507217,0.841291054882807
3859,7,440,-0.0377035894316258,0.0750111567787952,0.615531001784542
3860,7,444,-0.0711064025956931,0.0746851348982741,0.341706634121029
3861,7,595,-0.0268953405058623,0.114021669445911,0.8136632008477
3862,7,603,-0.0284898542171126,0.113999074865161,0.802799978669758
3863,7,1581,-0.00184102851795109,0.0577290247696029,0.974577107297919
3864,7,5119,-0.0437057235701564,0.0570424207427735,0.444071224684723
3865,7,8780,-0.108465029973991,0.0924994608025323,0.241746245414006
3866,7,11071,-0.017702552419087,0.539033862181843,0.973819734586189
3867,7,11076,-0.127991531669023,0.482621834417885,0.791009839013843
3868,7,14747,-0.0169677048736044,0.057269354800996,0.767191281922605
3869,7,16567,-0.00643513522859707,0.0586636009655178,0.912713173116533
3870,7,17289,-0.0859903588543558,0.134245114857062,0.522232364435529
3871,7,17702,-0.152275916306898,0.0773304916281571,0.0497167729259005
3872,7,17838,-0.072706218737177,0.0956293865751921,0.447587804364713
