SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
2999,5,165491,0.253351731662489,0.174985000226635,0.148547036982778
3000,5,166030,0.254845411253773,0.175043384009234,0.146309445695157
3001,5,167327,0.258592295689015,0.17667782444234,0.144182887768291
3002,5,168930,0.314279573141588,0.175313526655434,0.0738815556131813
3003,5,169215,0.199522392078686,0.175042275831392,0.255120545712935
3004,5,169431,0.278930093862086,0.175248611226509,0.11236403138882
3005,5,169452,0.2732018177852,0.176940215361901,0.123475921981047
3006,5,170676,0.231930929192148,0.174929091574464,0.185744439984525
3007,5,171267,0.256927980915937,0.173268294738918,0.139010938523881
3008,5,171463,0.235365775561329,0.173131625322871,0.174868172030703
3009,5,172056,0.198045430940573,0.173263906726872,0.253801734161936
3010,5,172075,0.225377988890398,0.173623163599627,0.195104897276141
3011,5,173259,0.276375695562353,0.173433167836023,0.111930183173582
3012,5,173927,0.225037595622712,0.173170523782115,0.194615463326334
3013,5,174122,0.215654950037271,0.171836457911044,0.210308559969941
3014,5,178044,0.203222778883653,0.171099372955325,0.235731638061841
3015,5,178645,0.156333320549379,0.174988660254731,0.372256398281003
3016,5,178674,0.149028975431013,0.172135542911812,0.387206917397166
3017,5,179325,0.187570082467265,0.17071785773397,0.272641682863216
3018,5,181135,0.189859054590101,0.174403505936043,0.277064378757386
3019,5,184224,0.219998638426806,0.172550135337297,0.203153481592242
3020,5,185680,0.230067889677217,0.170673504288418,0.178522753515809
3021,5,186149,0.298715825326667,0.170488812442262,0.0806224968647604
3022,5,187087,0.278552964824114,0.168934214765664,0.100060970991805
3023,5,187466,0.279760375207916,0.168762834730815,0.0982637354097379
3024,5,187642,0.285644192905179,0.169753008814231,0.0933164810294621
3025,5,189599,0.258048630538095,0.168708680374717,0.12702334639195
3026,5,189613,0.267740454674039,0.169438171290937,0.11496442586553
3027,5,191306,0.334143246753042,0.167042374960177,0.0462280399093942
3028,5,192971,0.288855769244998,0.166908959028913,0.0843936844415137
3029,5,196583,0.297387918330659,0.232457192492919,0.201623472848994
3030,5,196585,0.219360809077128,0.224349633765883,0.328861065439298
3031,5,207235,0.092320930302936,0.325053154606561,0.776563143859217
3032,5,207275,0.0314374673171123,0.173696075346607,0.856478325296318
3033,5,210350,0.126898950769516,0.16237409240181,0.435019291459523
3034,5,210480,0.130858536719767,0.163141045598944,0.423023763268411
3035,5,211001,0.114026551901964,0.162716256695667,0.483908668405914
3036,5,211036,0.115250242269306,0.16275751145106,0.479344165221781
3037,5,211245,0.0745280634374055,0.162466087184988,0.646710397562225
3038,5,211284,0.0773709811180225,0.162677242513249,0.634646176678421
3039,5,211526,0.106816867327656,0.1628471372341,0.512294306308645
3040,5,211987,0.132265895838513,0.163563244205724,0.419259470682316
3041,5,212506,0.0457341206141367,0.180999616181117,0.800666255237107
3042,5,214406,0.15887568511313,0.163296599275907,0.331255746245216
3043,5,214752,0.161781589787522,0.163692284628739,0.323669217677458
3044,5,215862,0.168613389592976,0.163914634392385,0.304341032592532
3045,5,216840,0.157695843266384,0.163905913176355,0.336651931830566
3046,5,217294,0.18095508709477,0.165792033989895,0.275815678489775
3047,5,217319,0.169380810347686,0.165960507395744,0.30813860314922
3048,5,217691,-0.139673629213043,0.196993398413992,0.478775750667747
3049,5,218253,0.13362901703311,0.164780398023485,0.41793957076766
3050,5,218986,0.09074039459589,0.163429751579411,0.579091974732139
3051,5,219768,0.0620525989575999,0.163467736771682,0.704469504659521
3052,5,220210,0.0765336421459049,0.163648325949059,0.640308176979366
3053,5,220516,0.0853558456745037,0.163635963746439,0.602261818411465
3054,5,220904,0.0719599456875636,0.163744310780085,0.660593311515305
3055,5,221394,-0.0619668769018234,0.183623285348965,0.735965141948583
3056,5,221810,0.0882329736500916,0.165322642301631,0.593883834530935
3057,5,221815,0.0770975326821608,0.166731106338258,0.644074786110013
3058,5,221827,0.094726103713457,0.165218330420635,0.56678027960046
3059,5,221903,0.0203516114548778,0.165486772412428,0.902192692265819
3060,5,221992,0.0875061695672749,0.163343805582415,0.592491026991653
3061,5,222178,0.0718847893092899,0.163744404296703,0.660925717085615
3062,5,222207,0.106770196661102,0.163499935483642,0.51416267231646
3063,5,222346,0.148210603750754,0.163438360692572,0.365115958165176
3064,5,223004,0.134044670957255,0.163141493626553,0.411832586508791
3065,5,223127,0.121189854223215,0.172976161374306,0.484004263910404
3066,5,225231,0.0866566254686796,0.166889200590388,0.603914283817876
3067,5,225280,0.0340350728677818,0.171564878607088,0.842861816275181
3068,5,225400,0.0352673732542615,0.189504983220132,0.85247118699615
3069,5,225501,0.0525932344482143,0.169445961603682,0.756452496445431
3070,5,225569,0.0725009164846167,0.164176646917805,0.659046823928091
3071,5,225774,0.35130542391356,0.309299403519199,0.256806540810456
3072,5,227110,0.0815387248042534,0.164172540798957,0.619734585889207
3073,5,229365,0.248646592437243,0.162136353360546,0.126032497236927
3074,5,229595,0.226569937925324,0.162040884111875,0.162922758434924
3075,5,229778,0.25643336700562,0.161878915144053,0.114065026068936
3076,5,229833,0.245463192022131,0.162180925868096,0.131043799380944
3077,5,229900,0.227864479788154,0.162253660447815,0.161087379164128
3078,5,230375,0.225804763823241,0.162284941274975,0.164977599764122
3079,5,230512,0.209014021569579,0.163054492787371,0.200730905031696
3080,5,232888,0.120463732147453,0.16263121664613,0.459357369076955
3081,5,234489,0.183516481573151,0.163005036033161,0.261000958249533
3082,5,234669,0.172384864221919,0.162776814668908,0.290312091171011
3083,5,237047,0.173425182009823,0.162917143076948,0.287830177900635
3084,5,238069,0.205979859689848,0.163386429164993,0.208252701007427
3085,5,239147,0.133588874017524,0.164848639903968,0.418271849584786
3086,5,240361,0.1714158693386,0.162962003219336,0.293575822927528
3087,5,241166,0.189887902470109,0.162581076658485,0.243611860689333
3088,5,241225,0.149960325889846,0.162510409235966,0.356755447041342
3089,5,241909,0.269752880851411,0.362565426311149,0.457364413844046
3090,5,241984,0.135883392843473,0.163211115184331,0.405654631620081
3091,5,242244,0.165590704874323,0.162449459381397,0.308741211652161
3092,5,242428,0.171137469225445,0.16219771183473,0.292093687044165
3093,5,243584,0.178016293315412,0.162851369486375,0.275085975093288
3094,5,243791,-0.436563534195552,0.984165966633875,0.657612741652242
3095,5,245951,0.152235916920768,0.162235764085942,0.348699867500613
3096,5,246143,0.16235827096582,0.162445881067816,0.31825619135412
3097,5,246282,0.191082744630636,0.162349638663585,0.239995342593402
3098,5,246808,0.256540312984403,0.165172740236212,0.121280079422196
3099,5,249350,0.296295302434577,0.168274784878115,0.0791410650111227
3100,5,249522,0.556622581200681,0.32398404233227,0.0866633811420306
3101,5,249753,-0.0724995203276073,0.271173666864531,0.789352303158254
3102,5,249909,0.353314178525345,0.180263960434304,0.0507842280600154
3103,5,249937,-0.382315937544677,0.747127677850888,0.609170911313824
3104,5,251602,0.352564424547932,0.16447862253745,0.0327536627825715
3105,5,251756,0.322009892630697,0.162974075358282,0.048951824911208
3106,5,251866,0.333019083605613,0.161789531716906,0.0402903520289057
3107,5,253670,0.291299386745683,0.164243695409355,0.0769946805882585
3108,5,253825,0.325111989006336,0.179120895694722,0.0703659469006862
3109,5,254385,0.328590804128217,0.162030957940401,0.0433159089165332
3110,5,258078,0.273443451853754,0.172655506889971,0.114145686261943
3111,5,258177,-0.0688085476319502,0.224330584233417,0.759231004943636
3112,5,259743,0.278482009847906,0.236870539362405,0.240518372507813
3113,5,260512,0.319870271137052,0.16348826996421,0.0511904319415825
3114,5,260909,0.306767518323697,0.162432268471561,0.059766801285676
3115,5,261182,0.31453831083788,0.163292354559085,0.054878606468005
3116,5,261798,0.282893651677406,0.162008111651167,0.0816513642131165
3117,5,262671,0.25496726698181,0.163974420434394,0.120860952446046
3118,5,264790,0.215113681316639,0.163451343233123,0.189003961966316
3119,5,265651,0.167420194005529,0.162270023964661,0.302901098072742
3120,5,266244,0.253255199447797,0.166235994372323,0.128537019018262
3121,5,266246,1.36660277433036,0.981749406912595,0.164796428175085
3122,5,266246,0.274796631318666,0.171514935695431,0.110011739397444
3123,5,268009,0.332045723835544,0.161756521462986,0.0408335712661332
3124,5,268019,0.332045723835544,0.161756521462986,0.0408335712661332
3125,5,268219,0.287247677467595,0.173326474504214,0.0983545988345753
3126,5,268236,0.385607651082724,0.170542517342939,0.0243634721480375
3127,5,268374,0.208109442837203,0.19717910159404,0.2919488852242
3128,5,269900,0.336843572860822,0.163285487648809,0.0398519543996483
3129,5,271971,0.337266097570619,0.1623820846722,0.0385252178909001
3130,5,272558,0.165611818749138,0.170284025655099,0.331436851614141
3131,5,272598,0.306648308429551,0.162183817418604,0.059477053686496
3132,5,272758,0.31247543205764,0.161905585511301,0.0544095676111703
3133,5,273551,0.328240659509389,0.162706397025007,0.0444122776520217
3134,5,274156,0.379693519483423,0.1727320541853,0.028586036914748
3135,5,274156,-0.622758276785047,0.65350774173918,0.341268956079179
3136,5,274280,0.321679958162152,0.163543313561518,0.0499729607591293
3137,5,274601,0.289132780859485,0.162562879180168,0.0761674925660655
3138,5,277836,0.285603341020173,0.162507781883659,0.0797036906201111
3139,5,279640,0.287169440845345,0.162644306560879,0.0783226246514314
3140,5,279872,0.277965525271014,0.171062166228143,0.105068103434177
3141,5,283807,0.339688941514214,0.161966110534587,0.0366793100951473
3142,5,284696,0.247043782937605,0.164724297855954,0.134575311501274
3143,5,285154,0.288715538014541,0.169827047150567,0.0900011749516112
3144,5,290040,0.259610186748199,0.371138884341102,0.484702744216444
3145,5,290044,0.156869075457296,0.372634950743778,0.674031331794859
3146,5,290243,0.191622748466982,0.164210640624659,0.244025282117828
3147,5,290932,0.184869999058844,0.168570370588176,0.273523058971444
3148,5,293310,0.165552911812561,0.162927404211212,0.310270750191976
3149,5,293706,0.130490146903854,0.162519547426158,0.422561413534787
3150,5,298831,0.195240226591963,0.167902515764803,0.245688450936304
3151,5,302362,0.0413094722680946,0.165224233803287,0.802716808530251
3152,5,304779,0.0654575964174045,0.162792122834924,0.687858830014049
3153,5,308710,0.126820817204529,0.165734298383927,0.44466039526367
3154,5,309654,0.174253886557962,0.162441745236504,0.284131270343149
3155,5,309985,0.17815615830796,0.162941522206688,0.274974826785051
3156,5,310175,0.203040408695347,0.163826449510782,0.216034516597907
3157,5,312612,-0.176579273434542,0.163660761780498,0.28135351605448
3158,5,313206,-0.154487308651131,0.162337040019519,0.341927941945741
3159,5,313702,-0.20977672638489,0.163051718063367,0.199088860912725
3160,5,314857,-0.186984494101168,0.162590609338726,0.250908969026181
3161,5,315976,-0.125747276618016,0.164641961162807,0.445519246793431
3162,5,317740,-0.0367721945498122,0.163453000149644,0.822131962617173
3163,5,318831,-0.176022393184518,0.195077949713074,0.36750310258271
3164,5,320971,-0.0654346596505752,0.164529953198733,0.691086812286095
3165,5,321654,0.0166768266784895,0.165268687003467,0.919681289255209
3166,5,324331,-0.12768049181209,0.165869779981292,0.44195502602917
3167,5,328525,0.165958853312404,0.163085584824518,0.30955638959774
3168,5,335406,0.220555307656865,0.162711600338449,0.176125450595129
3169,5,335771,0.130035990264158,0.162520578631243,0.424179307039884
3170,5,336687,0.202014711738885,0.162265981935568,0.213972170676478
3171,5,341045,0.126659195748303,0.164298837139869,0.441277471663339
3172,5,341262,0.0849067514833489,0.163188263719129,0.603181089228654
3173,5,342707,0.0762635294383895,0.162571158333655,0.639281601832591
3174,5,342848,0.0198312934862955,0.16410545058027,0.903882704470339
3175,5,343502,-0.0151816998574431,0.163796251667027,0.926205208634887
3176,5,343588,0.0098099830715524,0.162774669718373,0.951976883574137
3177,5,346773,-0.0371227530260957,0.166160683195034,0.823341932353721
3178,5,349449,0.0668350853912764,0.163928494590043,0.683734648861174
3179,5,350876,0.0116703755796846,0.163879460101504,0.943268429184142
3180,5,354177,-0.0142936024703018,0.166457976965436,0.931619130614099
3181,5,357163,-0.0136700073729025,0.16472845933224,0.933910425218589
3182,5,360584,0.0682858740575013,0.164114624306436,0.677599582537846
3183,5,363025,0.039017953356001,0.167674139161687,0.816128391327738
3184,5,365083,-0.032201942777747,0.163797119441273,0.844256433893912
3185,5,366361,-0.0747330712302666,0.163918833289909,0.648731371423651
3186,5,371014,-0.019979334813943,0.163049769732512,0.902544907327675
3187,5,371457,0.0321843315913032,0.166079062806578,0.846452393756406
3188,5,372989,0.107295688003363,0.166515645973784,0.519761791299873
3189,5,374614,-0.0516091808856011,0.164041181048338,0.753242799622239
3190,5,377631,-0.029462965826082,0.164380704168662,0.857855105943101
3191,5,378702,-0.101983387823353,0.168246770768585,0.544802330961153
3192,5,378741,-0.0311733819378721,0.16747025168221,0.852439697992454
3193,5,379541,0.076900704841296,0.164408623921241,0.640258228349493
3194,5,380460,0.0307250647725403,0.1649737677156,0.852361872023141
3195,5,382368,0.0455495033987945,0.172041522246725,0.791349817042275
3196,5,382369,-0.0247594778773491,0.177915791427634,0.889399894560846
3197,5,382523,-0.236990444317015,0.349008897196925,0.497558492417603
3198,5,382808,0.0586104971086037,0.16517721809692,0.722925832461442
3199,5,384156,0.0147946602837808,0.167232691211353,0.92955527119049
3200,5,387695,0.131645726121604,0.164442787028299,0.423926953966514
3201,5,388185,0.0551584615266433,0.165976169762918,0.739839154188835
3202,5,390254,-0.109270623630983,0.182028442563465,0.548695341673819
3203,5,391916,0.152897998247964,0.164087521146735,0.35207281795068
3204,5,392497,0.129811474486627,0.164565156094736,0.430749547861849
3205,5,393006,0.189829698170308,0.164419924720546,0.249059043126526
3206,5,393290,0.14803771562594,0.164266736125307,0.368094708602343
3207,5,396254,0.082015049584633,0.174941976775873,0.639492787999489
3208,5,396266,0.107486450348597,0.165419729940754,0.516256871496099
3209,5,398009,0.050735584828797,0.164707931265056,0.758238407198121
3210,5,398644,0.0193110868657943,0.16462858031744,0.906688292983081
3211,5,401545,0.0140274136590995,0.163435742771174,0.931651560694406
3212,5,402468,0.0560136511756294,0.163410254415296,0.731968531210501
3213,5,403529,0.00186030911612023,0.165871667971747,0.991057967169735
3214,5,405417,0.0648755621085728,0.164175147020465,0.692962988954629
3215,5,406230,0.0205033228550651,0.16515615849589,0.90127107359809
3216,5,406826,0.0346895608399922,0.168096264189866,0.836623038470942
3217,5,407785,-0.0376633716911376,0.163768990264777,0.818241566123972
3218,5,409900,0.088629890590903,0.16432048612521,0.589970142172906
3219,5,412759,0.0532142267768608,0.168683397276641,0.752592703748144
3220,5,413363,0.14311074378983,0.248573395151771,0.565165663370923
3221,5,413385,0.00717803039702614,0.166942799415535,0.96572827921849
3222,5,416981,0.236678935873497,0.167513464149933,0.158567689077084
3223,5,417297,0.198296370464343,0.163918131955928,0.227192752617685
3224,5,419108,0.32099869496348,0.163172166591987,0.0499383650033072
3225,5,421695,0.276500232179563,0.163589027309453,0.0918700965541287
3226,5,422560,0.268430666855691,0.162738854805139,0.0999436826612216
3227,5,424852,0.177194454124361,0.162826762557292,0.27723197944765
3228,5,425327,0.188754304196371,0.162526896791794,0.24627506062798
3229,5,427844,0.226370438282762,0.162723938543175,0.165061639711738
3230,5,430235,0.161423092697068,0.165071799619309,0.328795331296722
3231,5,430620,-0.434371296859586,0.324062514538274,0.180979469626517
3232,5,430883,0.179037544661775,0.162821050971838,0.272257071273828
3233,5,431015,0.177622071020684,0.17504649848277,0.310937328590089
3234,5,431369,0.246034931618147,0.162971935821703,0.132020489659048
3235,5,432378,0.233875650521443,0.167093728098224,0.162491105815559
3236,5,432587,0.247370567175043,0.163299708037429,0.130711464795598
3237,5,434634,0.274161034279739,0.162267121731753,0.0919939177564847
3238,5,441308,0.252553614428828,0.163295602674321,0.122854802945851
3239,5,441594,0.264626051928098,0.162393340292568,0.104091251581213
3240,5,443367,0.179393563307063,0.431456480256819,0.677819250270787
3241,5,443369,0.276859654255183,0.237789277843417,0.245086017004768
3242,5,443371,0.548667694146237,0.325325647801269,0.092579501681053
3243,5,443373,0.493632568207101,0.325575304487223,0.130367395446527
3244,5,443378,0.466096753920554,0.456181986215139,0.307606399866486
3245,5,451448,0.389705802995444,0.163382823849417,0.0175954181743368
3246,5,456087,0.233741641253569,0.163158912534445,0.152856813962579
3247,5,458086,0.220239698151156,0.163141626215669,0.177883910761995
3248,5,461234,0.183930876233381,0.162250076293375,0.257720836977382
3249,5,461877,0.133216485371813,0.216848994479946,0.539394102986129
3250,5,463004,0.293786001322103,0.163219792518968,0.0727236533270422
3251,5,465043,0.389764320620087,0.163959867327711,0.01797721530468
3252,5,467724,0.35575611995642,0.162223296253764,0.0289591355345647
3253,5,468076,0.359103794468448,0.162762250356981,0.0280058695685583
3254,5,469078,0.229402960783732,0.164185045530938,0.163224428198944
3255,5,469404,0.273278700892349,0.164748500555084,0.0980517847962487
3256,5,475322,0.143789274084673,0.162745923047935,0.377556709735354
3257,5,475607,0.136644988630638,0.16256675162089,0.401170755041473
3258,5,475736,0.158516654263289,0.162361853321322,0.329575930165078
3259,5,478715,0.0638243979481089,0.164545002623694,0.698335563594528
3260,5,478932,0.138537695754594,0.164267706934343,0.39959524085462
3261,5,479996,0.108072929081065,0.163801925207133,0.509826443138237
3262,5,482003,0.0284401186683829,0.163119741348549,0.861689431379988
3263,5,482536,0.127755874468906,0.162984982824697,0.433653417386579
3264,5,484494,-0.0471490195332489,0.167179562005038,0.778088678542921
3265,5,484954,-0.0125367265955192,0.163332326802,0.938861184987239
3266,5,486157,-0.0561521593509593,0.163052926620383,0.730765628810797
3267,5,486882,-0.100394634852346,0.166547106011945,0.547028648100278
3268,5,486891,-0.105150006457345,0.167032434128971,0.529416875892229
3269,5,486920,-0.164804834459972,0.170420732348192,0.334182674207283
3270,5,487404,-0.0744316198282783,0.16473031113956,0.651662289875098
3271,5,487484,-0.0612310419975561,0.168192208020181,0.716035661490191
3272,5,487817,-0.0703729179154077,0.173458334655016,0.685205144989878
3273,5,489636,-0.0857108070236211,0.163269969833964,0.599937966348505
3274,5,490549,0.107070241561789,0.162606465890672,0.510670282374116
3275,5,491806,-0.00114764136256632,0.162488972886935,0.994368667564324
3276,5,491888,-0.0603533495516231,0.162971331283076,0.71135792203011
3277,5,491992,0.203566717829527,0.189692748232186,0.283941732105523
3278,5,492146,-0.0293946092617606,0.170501888258334,0.863221485068173
3279,5,499612,-0.0433121087697029,0.162528798322087,0.790018358770826
3280,5,502460,-0.0114698284204621,0.163752692632925,0.944198617912206
3281,5,504765,0.0481691249936886,0.164413128397527,0.769712529855421
3282,5,504884,0.0466158033650404,0.163735033288393,0.776038882008353
3283,5,509836,0.0356794559472609,0.165479421324105,0.829414223189801
3284,5,510020,0.140751270192533,0.188132535119906,0.454868103899699
3285,5,511350,0.0388403385407621,0.164141846756281,0.813083677727036
3286,5,512696,0.0189226807326218,0.165386262092011,0.908973817111828
3287,5,512931,0.0167600278610313,0.163124325603198,0.918224579339427
3288,5,514582,0.0444097886469323,0.16316130185171,0.785640179593827
3289,5,515315,0.0454106176494031,0.16321740771269,0.781005104441814
3290,5,515397,0.0617903237615406,0.163047149885425,0.704936410995437
3291,5,515950,0.0799497372883639,0.163024788108851,0.624145229498153
3292,5,516091,0.0665588154594115,0.162834534290211,0.682970097153567
3293,5,518207,0.0636268786055507,0.163045148891858,0.696593824856648
3294,5,518275,0.0724378635878143,0.162576114743944,0.656186241075573
3295,5,519067,0.0967555953109802,0.163383578107212,0.554096437615606
3296,5,522215,0.125949690915254,0.163218115648116,0.440829181762348
3297,5,522970,0.620924903601717,0.337096466311876,0.0663167329481452
3298,5,523232,0.133759594385437,0.165497876778872,0.419505145374222
3299,5,524247,0.197268229616152,0.164255437715471,0.230562449685591
3300,5,524532,0.263579195107686,0.16283032965566,0.106397315047943
3301,5,524625,0.264681394109158,0.162799211470395,0.104881405602094
3302,5,525863,0.226346878712162,0.163117944756737,0.166125933634973
3303,5,526004,0.243145301224495,0.162869612664989,0.136360983702354
3304,5,526007,0.248867366726154,0.16279570343218,0.12723198759593
3305,5,529382,0.152748626851271,0.163512681353184,0.350854814058844
3306,5,529437,0.352786931431664,0.324486184129628,0.277682667134161
3307,5,532205,0.20431366894818,0.163511572970963,0.212296782934974
3308,5,532256,0.218701225259466,0.162312498315146,0.178712935580282
3309,5,533988,0.219735216608059,0.162526096269472,0.177241030094059
3310,5,535074,0.217373590131238,0.162754800637661,0.182544013224631
3311,5,537503,0.0840050399298946,0.1631559454027,0.606962082110925
3312,5,538956,0.0941777529459654,0.163721529039724,0.565501322072581
3313,5,540169,0.0707614144901894,0.162713973228937,0.663913657543288
3314,5,540498,0.187327006750938,0.169491020790905,0.269811522036343
3315,5,540682,0.0861883097332122,0.16433606029518,0.600285188459752
3316,5,541505,0.172656388727763,0.344678362864671,0.616739410726583
3317,5,542346,0.116941767876693,0.162980857711075,0.473528811089183
3318,5,542361,0.0811097417355627,0.163575571983893,0.620305387967026
3319,5,543103,0.130715604971081,0.163484557894723,0.424503845218053
3320,5,545577,0.102144066981508,0.1686152685513,0.545048931308185
3321,5,545826,0.0525896360693555,0.162951909187714,0.747090026354572
3322,5,546667,-0.0568076977991511,0.163071635969572,0.727777211300789
3323,5,547620,-0.0952186832769512,0.162897130281518,0.559235426672362
3324,5,548182,-0.0526825871194909,0.167621499500136,0.753482718167539
3325,5,548310,-0.122099204895488,0.164188335360672,0.457580898124325
3326,5,548459,-0.167607220587269,0.16521192270465,0.311039860153807
3327,5,548843,-0.12665433728185,0.162589669610081,0.436512526315207
3328,5,549055,-0.160134889927365,0.162534236841743,0.325182032560564
3329,5,549248,-0.146800030921351,0.163196015858379,0.36898259098779
3330,5,549677,-0.262871314013005,0.32794302730382,0.423337407314454
3331,5,549802,-0.330092094185279,0.330651759080794,0.318814149787515
3332,5,549802,-0.299765246929804,0.284807553575442,0.293281614062764
3333,5,550708,-0.301090175101742,0.164488242166659,0.0680232146988412
3334,5,550744,-0.294230219668483,0.166463385360648,0.0780021992103352
3335,5,551265,-0.23911647371836,0.175636241798076,0.174246130516048
3336,5,551776,-0.239437689227474,0.162581610244819,0.141716769693424
3337,5,552218,-0.247301944439407,0.163761069289001,0.131902588143789
3338,5,553130,-0.301043694151057,0.16495980856355,0.0688532928004418
3339,5,554104,-0.249447045130785,0.167245032668088,0.136721658973838
3340,5,554306,-0.125548788611978,0.27607514547469,0.649559216636594
3341,5,554307,-0.128980638519175,0.18938990112886,0.496297549183247
3342,5,554308,0.0272451123198033,0.21477925986004,0.899130007028653
3343,5,555454,-0.210856798279011,0.16343559653054,0.19784230308499
3344,5,555973,-0.199547046618545,0.163244416495421,0.222378728889445
3345,5,557406,-0.220494030973978,0.162704069979069,0.176225315394699
3346,5,557772,-0.186687156827939,0.163755116338024,0.255043144173425
3347,5,558324,-0.226051542799903,0.162465445047451,0.164985755826035
3348,5,558514,-0.229009291931209,0.163445098248093,0.16205104249133
3349,5,558549,-0.22721600723315,0.162985502374751,0.164168137716869
3350,5,559378,-0.18434949013791,0.162284565446337,0.256742090764582
3351,5,560042,-0.279048815771531,0.162825117990652,0.0874443151623228
3352,5,561145,-0.357431994614768,0.161925338446049,0.0279297871942975
3353,5,561154,-0.361195572632059,0.162154029028147,0.0265448417311213
3354,5,561160,-0.361195572632059,0.162154029028147,0.0265448417311213
3355,5,561163,-0.361195572632059,0.162154029028147,0.0265448417311213
3356,5,561166,-0.361195572632059,0.162154029028147,0.0265448417311213
3357,5,561193,-0.380890115432931,0.164964179768895,0.0215246661063027
3358,5,561211,-0.350257958744515,0.167721439170251,0.0374841124109223
3359,5,561220,-0.337406718928682,0.169386071329489,0.0471477706094399
3360,5,561227,-0.328938834328352,0.169468718234402,0.053053919903831
3361,5,561259,-0.717533439423791,0.322993685096055,0.0269502568465578
3362,5,561269,-0.7934543118779,0.3230592067722,0.0145278794957692
3363,5,561292,-0.362810474208408,0.202897582603224,0.0746100351503918
3364,5,561299,-0.326825987874398,0.202376870632852,0.107217661059485
3365,5,561309,-0.306537996784201,0.204045020324981,0.133912188319731
3366,5,561353,-0.362270872243812,0.172654177867675,0.0365937552938272
3367,5,561355,-0.365514003191404,0.172875371971964,0.035188554038979
3368,5,561373,-0.369409022739399,0.172292067233148,0.0327085309627132
3369,5,561379,-0.380219207533875,0.171286855686566,0.0270685497720311
3370,5,561430,-0.325493917697882,0.164382167535586,0.048467926318948
3371,5,561461,-0.309829991358266,0.16639016843754,0.0634240879310562
3372,5,561500,-0.292422929753397,0.172200448501904,0.0903598716817318
3373,5,561502,-0.292422929753397,0.172200448501904,0.0903598716817318
3374,5,561510,-0.28177147188854,0.177530007544957,0.113367952296522
3375,5,561524,-0.567201483044322,0.324034950399522,0.0809123591116767
3376,5,561529,-0.525307778139258,0.324234956539559,0.106093987925201
3377,5,561538,-0.586600122938252,0.324174182904526,0.0712204876267134
3378,5,561541,-0.533749167701508,0.324195899900037,0.100575807179223
3379,5,561545,-0.49685637632277,0.324475153216229,0.126600374886831
3380,5,561555,-0.501114549809278,0.324580207927049,0.123512141133086
3381,5,561569,-0.693231372956479,0.324950541882053,0.0335856294891293
3382,5,561578,-0.655565955449219,0.324962890180613,0.044414773194374
3383,5,561590,-0.544961795683031,0.328124811217531,0.0976340993465706
3384,5,561678,-0.771366209209319,0.323210714329546,0.0175323445823284
3385,5,561690,-0.757588974369138,0.323303014895031,0.0196695968153881
3386,5,561692,-0.725037974550171,0.323659480339831,0.0257045312362548
3387,5,561717,-0.67642211053135,0.323812550718911,0.037429739163235
3388,5,561736,-0.686216323255344,0.323382213651073,0.0345339702300064
3389,5,561746,-0.661762832770348,0.323423509266313,0.0414852182715051
3390,5,561758,-0.70370921959333,0.323172569435724,0.0301047966519511
3391,5,561759,-0.750101098570495,0.322784010061968,0.0207008379071977
3392,5,561766,-0.71545713466255,0.323006732584452,0.0273985955919777
3393,5,561783,-0.886968935888357,0.321995929955723,0.00618088834660851
3394,5,561786,-0.286931611501131,0.173398766893905,0.0988640145129055
3395,5,561824,-0.367523880078495,0.167887879613396,0.0292437635214653
3396,5,561906,-0.350348291117593,0.161758142629889,0.0309895837168718
3397,5,561915,-0.349722279356435,0.161553034035033,0.0310763931062106
3398,5,562065,-0.290123475709211,0.16265159670014,0.0753295685971084
3399,5,562072,-0.274080598645302,0.162597745765442,0.0927496238525415
3400,5,562097,-0.297395883652549,0.16198602182202,0.0672081285531318
3401,5,562113,0.604992486310922,0.323491616537935,0.0622841262955119
3402,5,562116,-0.30249624315482,0.161745808269157,0.0622841262963685
3403,5,562155,-0.300751426526998,0.162621666886121,0.0652368110139142
3404,5,562173,-0.308939842328014,0.162635588742641,0.0583026722324255
3405,5,562264,-0.294517797443889,0.162247493468671,0.0703358167440397
3406,5,562359,-0.315382603205395,0.162817739022401,0.0535394446447862
3407,5,562436,-0.30209512549131,0.16286027989627,0.0644391971362486
3408,5,562451,-0.303560905904787,0.162632962441787,0.0627947933285654
3409,5,562473,-0.289205309312819,0.162955363055336,0.0768006245606355
3410,5,562513,-0.309383114542436,0.162884431818586,0.058326482739162
3411,5,562518,-0.287469203082506,0.162715773394361,0.078143395043676
3412,5,562560,-0.320401339070625,0.162077412678985,0.04883740936893
3413,5,562570,-0.315935026941984,0.161886564761645,0.0517782935388099
3414,5,562582,-0.326700010482638,0.162072866673693,0.0445823755316997
3415,5,562610,-0.310925575307868,0.162160746018936,0.0559950627222978
3416,5,562667,-0.306227421606013,0.161802983838383,0.0592297407802569
3417,5,562683,-0.297460237769988,0.162101747195731,0.0673437320922275
3418,5,562774,-0.293847506346969,0.16253892859155,0.0714794306331563
3419,5,562846,-0.297876115377416,0.164367439603797,0.0707959282601695
3420,5,562873,-0.278589128578377,0.165308535481613,0.0928206864033173
3421,5,562888,-0.292170589480459,0.163798494152884,0.0753281963178457
3422,5,563005,-0.30370960440538,0.163424478671327,0.0639430926921971
