SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1120,3,221813,-0.123701840624214,0.124520725403934,0.321183979808823
1121,3,222829,-0.0686459362183364,0.124994916846124,0.583222416244879
1122,3,224310,-0.0576676243842004,0.126240562947228,0.648090444525188
1123,3,224773,-0.156483838126229,0.27022851090982,0.562904740791922
1124,3,226294,-0.0787589176821374,0.12471904051184,0.52812841547134
1125,3,226510,-0.0664293516944858,0.124609021206367,0.594298247984299
1126,3,227816,-0.0749069793950632,0.127072216009812,0.555914036466829
1127,3,228048,-0.0956226814618625,0.124807519702484,0.444092400185128
1128,3,229226,-0.0236074765901696,0.13141777324385,0.857540731714493
1129,3,229272,0.012174940814629,0.134180128459296,0.92775399034569
1130,3,229351,-0.0853557131864064,0.124918992419041,0.494872770154827
1131,3,230175,0.0302735859384209,0.124422681021102,0.807904698331322
1132,3,233663,0.0343424268202293,0.124717785092751,0.783199934297948
1133,3,234438,0.0314841262942444,0.124526852540066,0.800546734608533
1134,3,235617,0.0823959753945606,0.12481340920048,0.509586015838863
1135,3,237105,0.0282779252696151,0.124288955329721,0.820152998288284
1136,3,238714,0.0732215325335802,0.124139324323352,0.55567962445816
1137,3,238914,0.106713707557808,0.124773116712793,0.392986218382864
1138,3,241126,0.0641918580949619,0.124674502207603,0.606962193360451
1139,3,242447,0.21146252389537,0.164110379467228,0.19840248717615
1140,3,242578,0.0367470928369949,0.125083779842013,0.769098793795131
1141,3,245238,0.0141106396099825,0.125423794796492,0.910487993375234
1142,3,247158,-0.0463147387739402,0.12416432025642,0.709363649876636
1143,3,247980,-0.361169034119076,0.283502478470623,0.203517934469961
1144,3,248454,-0.0267442248849022,0.124372071926201,0.829864983164319
1145,3,249311,4.9120414474052e-05,0.135483562651477,0.999710926758242
1146,3,249928,-0.00107104413134423,0.124873573493289,0.993161450830999
1147,3,251255,-0.0481512877801914,0.125133629398234,0.700618114704061
1148,3,251274,-0.0402901226117602,0.125141498954432,0.747676200008666
1149,3,251879,-0.114557259578228,0.124926466911408,0.359770001845912
1150,3,251939,-0.120648300223589,0.124770909158757,0.33422674821352
1151,3,252801,-0.0404160378441401,0.124878842550974,0.746400744369139
1152,3,253109,0.0115376888376907,0.124363041211148,0.926135531808296
1153,3,253118,-0.00732708287836825,0.124403107398219,0.953066751051244
1154,3,253321,-0.0206476731648382,0.124516575361866,0.868391420858714
1155,3,253394,-0.0178138618784551,0.124949315624784,0.886712155149081
1156,3,254361,-0.0211229250990334,0.125216712765924,0.866136360138597
1157,3,254926,-0.0642818070107583,0.124951761520358,0.607257251194239
1158,3,256359,-0.06224403515055,0.125065160293592,0.619010437395858
1159,3,256593,-0.0858704235177329,0.125434254775286,0.494054980211516
1160,3,256989,-0.0386649834915947,0.124856627910381,0.756990794161946
1161,3,257462,-0.0821844814771595,0.124568599536276,0.509842690303336
1162,3,258273,-0.0543547295604078,0.124764829582543,0.663351543941063
1163,3,258343,-0.0581187558421179,0.12496031252699,0.642148255312488
1164,3,258579,-0.0520711666960558,0.12488049792213,0.676955292614519
1165,3,258768,-0.0267741171949412,0.125244631688538,0.830846277212803
1166,3,258781,-0.0619003768509687,0.124955167820272,0.620639655505978
1167,3,258828,-0.0611629665599508,0.124516220950737,0.62358684765538
1168,3,259020,-0.0567345171554115,0.125588980368086,0.651728274374277
1169,3,259458,0.0104854477159724,0.124997348205614,0.933195128878924
1170,3,260010,-0.0142017033666081,0.189192490911355,0.940205646417167
1171,3,261281,-0.094988671682934,0.124850590555862,0.447273231703472
1172,3,262631,-0.177891461029676,0.124614581898979,0.1543102577947
1173,3,265059,-0.298751402205166,0.124221183625029,0.0166867966980151
1174,3,267625,-0.207456276098081,0.125285140575546,0.09863618308198
1175,3,272925,-0.0941631389706186,0.136467009493165,0.490643406572063
1176,3,273446,-0.237676647559976,0.127970075001223,0.0641035579163551
1177,3,273631,-0.27555963335857,0.128481623692127,0.0326558062539063
1178,3,274530,-0.263159384142707,0.125490427046895,0.0367003855480719
1179,3,274845,-0.25071312351218,0.124385336658095,0.044597485331104
1180,3,275765,-0.211059399392916,0.12541773769191,0.0932880775215641
1181,3,278462,-0.218064568930332,0.125389904217999,0.0828903482273216
1182,3,278675,-0.245860181821963,0.125481788920132,0.0508608993132551
1183,3,278791,-0.22478443892905,0.126370454099336,0.0761373738474328
1184,3,282537,-0.194018708323785,0.12789508623491,0.13015800602795
1185,3,284743,-0.22985663343263,0.126074704695651,0.0691220561762329
1186,3,285299,-0.248845158540255,0.1263988322718,0.0497660974289171
1187,3,285659,-0.211438123302704,0.127279692215262,0.0975593879755781
1188,3,286180,-0.240016072725073,0.130082122889067,0.0658586978507875
1189,3,286440,-0.327198823777775,0.132345670924551,0.0138951935328369
1190,3,286652,-0.286402535335219,0.128956214006223,0.0269899385894261
1191,3,289803,-0.190098137611929,0.126399288688967,0.13348852640067
1192,3,289856,-0.219866178793603,0.126178162023614,0.0822908407231266
1193,3,289942,-0.219866178793603,0.126178162023614,0.0822908407231266
1194,3,290417,-0.202508183876802,0.127480890380848,0.113060063478198
1195,3,290527,-0.20739223979957,0.128845156716474,0.1083738599037
1196,3,290957,-0.186936731608463,0.127879711119788,0.144681000560355
1197,3,290963,-0.19335318000508,0.127904411072385,0.131504714811214
1198,3,291002,-0.153252921870795,0.128168239279227,0.232609676327221
1199,3,291045,-0.20200288325793,0.127431875481747,0.113820078032283
1200,3,291075,-0.181965097965382,0.127065177966454,0.153011192133777
1201,3,291159,-0.153342249560427,0.127668731558378,0.230519708334542
1202,3,291201,-0.122717669659853,0.134652138679289,0.362723363911965
1203,3,291204,-0.107157735915204,0.135073139586244,0.428117796690506
1204,3,291220,-0.34493625265954,0.250278060070044,0.169010723445239
1205,3,291227,-0.14278007622929,0.251044832526818,0.569891984335042
1206,3,291349,-0.183605661688852,0.128501701673757,0.153940544054797
1207,3,291388,-0.163701229198982,0.132020797048107,0.215811786393382
1208,3,291538,-0.27235034657312,0.247954216763092,0.272782984995941
1209,3,291544,-0.0526137824797265,0.140894422071764,0.70905481838097
1210,3,292662,0.106393282171563,0.336618412330262,0.752140007790655
1211,3,292718,-0.0031834674406106,0.267643536930216,0.990516560663933
1212,3,293842,-0.0280147888527162,0.144775112271124,0.846674348455952
1213,3,293851,-0.0658347908525476,0.145201280934598,0.650536695488975
1214,3,293855,-0.0317120130770485,0.142596400729201,0.824138911697211
1215,3,295047,-0.104348431062878,0.128698559131539,0.418028442637409
1216,3,295867,-0.101571088595886,0.128178011355513,0.428646814246017
1217,3,295972,-0.151191824080708,0.130429222755569,0.247163598817249
1218,3,297295,-0.0987300179482609,0.126425598774263,0.435364844217469
1219,3,298996,-0.0971812726725314,0.125707949319472,0.439997219793228
1220,3,299045,-0.0857134569101623,0.125843252828361,0.496246638604158
1221,3,299460,-0.130496899240612,0.130068253261831,0.316405520639648
1222,3,299460,-0.0728378241465702,0.500253817984559,0.884318901882606
1223,3,299701,-0.111047258571641,0.126393551191171,0.380224904015455
1224,3,302380,-0.0699709424377692,0.125996031268076,0.579012213907124
1225,3,303175,-0.0773630251722217,0.248859615082998,0.756082823425786
1226,3,304102,-0.183865728403834,0.250006679709879,0.462557930443189
1227,3,304825,-0.074061131988463,0.131732438909805,0.574330607296147
1228,3,304927,-0.250863625151746,0.252245641230741,0.320650436383501
1229,3,305013,-0.136694509020194,0.138345574834812,0.323797266678986
1230,3,305065,-0.0450850846310653,0.146827636335943,0.758977774662746
1231,3,306151,-0.322734848663536,0.282425346906902,0.253926722285702
1232,3,306441,0.124987736417507,0.176375920726332,0.47901313524957
1233,3,306783,-0.0104434741361423,0.132056558724979,0.937011143368396
1234,3,306993,0.0176878668058575,0.131168217912368,0.892808336763386
1235,3,307016,-0.0671558703600709,0.136168779961015,0.622191281987303
1236,3,307029,-0.0299978363987378,0.132146611330881,0.820551877508249
1237,3,307036,-0.0400601683878833,0.133010799087545,0.763454706013649
1238,3,307041,-0.0765769162424081,0.131367497620186,0.560318449257861
1239,3,307046,-0.0413480128428395,0.132018302383225,0.754314374467816
1240,3,307057,-0.0629577865034508,0.130210460351298,0.629034924408155
1241,3,307149,-0.0163708878818944,0.148641188899717,0.912363347983066
1242,3,307230,0.0390007768441833,0.357838779618357,0.913272508613667
1243,3,307241,-0.0747692809080078,0.357822671441777,0.834602923837997
1244,3,307244,-0.00704252626209012,0.354897432535899,0.984179160562188
1245,3,307245,-0.00704252626209012,0.354897432535899,0.984179160562188
1246,3,308240,-0.298616704399258,0.255981484929958,0.244177260811696
1247,3,311452,0.0853601511618584,0.125070398147893,0.495372456778492
1248,3,312012,0.0992988904436771,0.227938331025087,0.663364728319847
1249,3,313040,-0.0992663652856862,0.440989335473706,0.822032321880807
1250,3,315795,-0.0493654809682627,0.130501183207554,0.705452863808301
1251,3,316056,-0.180323791281323,0.254847005970227,0.479675080261446
1252,3,316065,-0.0234181221015852,0.255371309887043,0.926986631135012
1253,4,2228,0.397624853537488,0.179838317057522,0.027675423119987
1254,4,2230,0.367877491195475,0.179623847797408,0.0412951380025107
1255,4,16673,-0.0415398553495816,0.223761694856951,0.852831134344627
1256,4,18219,-0.204050130520121,0.156232728216281,0.19238080339717
1257,4,18231,-0.362525680706916,0.28641993621439,0.206450282310784
1258,4,20302,0.228881050631397,0.136494435607448,0.0944565728382146
1259,4,21871,0.149969988209455,0.144977241943138,0.301639520604088
1260,4,22141,0.159444261926951,0.144934560831429,0.272032935762273
1261,4,26389,0.465333163127315,0.29294625571389,0.113077784053351
1262,4,26950,0.247634877830538,0.151795273021619,0.10370319028573
1263,4,27059,0.203726474512457,0.155606943793164,0.191305411889338
1264,4,29835,0.179867835748269,0.157673391042955,0.254742257062969
1265,4,32140,-0.0120527126559127,0.153921854714181,0.937630521140518
1266,4,34142,0.235095202805267,0.178777157739993,0.189357414970024
1267,4,37106,0.179348688893652,0.199866461764961,0.370147722687289
1268,4,38160,0.15658638127023,0.216617804354356,0.47023878699142
1269,4,38200,0.166773064434462,0.21134670743069,0.430584944996557
1270,4,39021,0.0396950571963295,0.2218269460369,0.85808271951288
1271,4,43687,0.379617486315588,0.283223786735625,0.180995337965515
1272,4,43708,0.386107864783888,0.284824173037515,0.176092880979983
1273,4,43823,0.158599747175924,0.26689775221165,0.552736180859955
1274,4,43887,-0.249779459892457,0.272996837047372,0.360840510966522
1275,4,46065,0.0852174490921911,0.308296535399795,0.782391943982442
1276,4,48267,-0.602363948705502,0.439242790531257,0.171131049348459
1277,4,48617,-0.593657694531345,0.44080928730552,0.178926380148325
1278,4,48723,-0.415751932499276,0.464590663825141,0.371462105710847
1279,4,49408,-0.680630957946406,0.481687050561006,0.158532471046157
1280,4,49675,-0.682622557400805,0.41197297560218,0.0984161272181075
1281,4,51735,-0.591076650371591,0.288966875445816,0.0415481907177492
1282,4,51859,-0.602018790549792,0.28623681512526,0.0361539441659255
1283,4,52093,-0.535003664280033,0.272178293918216,0.0501241234984183
1284,4,52141,-0.543994145292466,0.272127806218242,0.0463703881959611
1285,4,53342,-0.704732182264735,0.231749444841169,0.00253484033831043
1286,4,55290,-0.627336022014415,0.220630255790007,0.00472360553780925
1287,4,56089,-0.57812106072485,0.213993882789979,0.00723416810101958
1288,4,56962,-0.537742190690267,0.207433590946478,0.00992814387203067
1289,4,57719,-0.627008124230965,0.205623727045035,0.00246700093970959
1290,4,60023,-0.588398510624172,0.190163907439817,0.00213116670138162
1291,4,60460,-0.561942096672329,0.191719892990519,0.00359816403361426
1292,4,61772,-0.437302411174528,0.168492876709614,0.00984303072002977
1293,4,62324,-0.365085499483582,0.159238997232273,0.0224535238619551
1294,4,65329,-0.515490620787232,0.150705585030172,0.000698227488401109
1295,4,65934,-0.494247418655936,0.152714182876752,0.00132493988751615
1296,4,66048,-0.554031662145843,0.157556508592037,0.000494503921277947
1297,4,66159,-0.505696955449685,0.149931878387812,0.000826475181581241
1298,4,66763,-0.489203248154904,0.150897966563729,0.00130024998637825
1299,4,68860,-0.344967090809872,0.145776127551893,0.0185005342982078
1300,4,68911,-0.379856627767094,0.146648855935167,0.00998810352789574
1301,4,69269,-0.376149198674352,0.145009951795822,0.00988304926159384
1302,4,70023,-0.347515098985755,0.143991908789784,0.0163115980506581
1303,4,70129,-0.339666819146951,0.142937452041311,0.0180185708356595
1304,4,70552,-0.403230038406964,0.14362080343945,0.00526849488354646
1305,4,71282,-0.36787243179148,0.14557507712403,0.0119393272328232
1306,4,72324,-0.35065438963879,0.146858082752319,0.0174791600540445
1307,4,72434,-0.354897984405391,0.145666291116756,0.0153289972539669
1308,4,72764,-0.347729693893086,0.143436444674406,0.0158405049529192
1309,4,73313,-0.357361977044213,0.14506087234452,0.0142338965972679
1310,4,74160,-0.312796947906364,0.144802052422665,0.0314321457066383
1311,4,76499,-0.335008639716362,0.139373796800378,0.0167464099335527
1312,4,77245,-0.28594740767936,0.140490592130223,0.0425622913236419
1313,4,77997,-0.263875493630359,0.138176493269144,0.0569823085696325
1314,4,82080,-0.209847738224441,0.134863982425581,0.120605244998794
1315,4,82454,-0.26018985565095,0.135792534706707,0.0561618515753738
1316,4,82701,-0.272618345654266,0.140726107328578,0.0535151532345739
1317,4,83418,-0.408190186835284,0.23490992339943,0.0831454099340344
1318,4,83420,-0.339273703408953,0.232727843847071,0.145781123519337
1319,4,83425,-0.264955030825321,0.150572163254265,0.0793325226783391
1320,4,83947,-0.23968636122214,0.132635502600454,0.0715970940414841
1321,4,84004,-0.262936158602707,0.132572416249122,0.0481039792825293
1322,4,84689,-0.266279130306718,0.13212285845786,0.0446212712563616
1323,4,84692,-0.266279130306718,0.13212285845786,0.0446212712563616
1324,4,84897,-0.256434793091931,0.132608487840257,0.0539401087505066
1325,4,85322,-0.23073231135222,0.132207949803496,0.081816260606062
1326,4,85809,-0.252400098445846,0.132304518071653,0.0572385009325412
1327,4,86292,-0.256046290163151,0.133300444727753,0.05555949958077
1328,4,86424,-0.224321889100085,0.132172287970455,0.0905415892875427
1329,4,86904,-0.277901479136924,0.130888487340085,0.0344330253617887
1330,4,90193,-0.320874637005262,0.127565064504289,0.0123338195298417
1331,4,90424,-0.296891577317972,0.125932393589577,0.0189412456474345
1332,4,90554,-0.356104706888987,0.126933070630787,0.00530297484667778
1333,4,92317,-0.300376738293507,0.128091751937998,0.0195797974741653
1334,4,95478,-0.247245604379061,0.127149098312907,0.0526251944491178
1335,4,96178,-0.238799515324687,0.126400218854663,0.059679932240888
1336,4,96325,-0.228874149447252,0.126733979369369,0.0717791601255007
1337,4,98110,-0.107642034283827,0.127027570922502,0.397351316616391
1338,4,98128,-0.124618444097641,0.126630006303905,0.325733168589046
1339,4,98837,-0.13495687343973,0.126928523529417,0.288394967400069
1340,4,98990,-0.157446671378225,0.127935166788761,0.219263669715056
1341,4,99543,-0.133275025886081,0.127201380264206,0.295471448038007
1342,4,102509,-0.116701188022247,0.126012341175593,0.3550219446601
1343,4,102705,-0.112131200199093,0.125784410892612,0.373292096021656
1344,4,103444,-0.1489666469369,0.125930287214011,0.237633195207586
1345,4,103991,-0.113227934967001,0.125781627657716,0.368630426243038
1346,4,105908,-0.136515555108239,0.125859842055009,0.278811019133988
1347,4,106371,-0.0981896602102196,0.125302050315904,0.433786382980271
1348,4,107525,-0.123341801588045,0.125338647194335,0.325755875476436
1349,4,108510,-0.16267514614518,0.125580070543398,0.196032265751709
1350,4,108791,-0.15477087483426,0.125097935667504,0.216836079562298
1351,4,111205,-0.166529262925382,0.125622764128956,0.185819630762449
1352,4,112474,-0.142072328987757,0.124847378040195,0.255905582631342
1353,4,112969,-0.145753778914992,0.125047337393116,0.24456769924557
1354,4,114992,-0.17551337495268,0.126031624929887,0.164613140171181
1355,4,115453,-0.119551109435755,0.125710158924303,0.342252025671203
1356,4,115541,-0.103808049370174,0.1255289656946,0.408815595636157
1357,4,116018,-0.125923999011312,0.127844413331273,0.325309253273143
1358,4,116782,-0.12429777427895,0.125116960173785,0.321169906417812
1359,4,117170,-0.173341135019466,0.126185565012408,0.170406498847776
1360,4,117432,-0.206687403100241,0.127097746916331,0.104797704987655
1361,4,121939,-0.214340300558499,0.127298986209542,0.093113057868221
1362,4,121955,-0.174498855979353,0.126902098170371,0.169982836668518
1363,4,122050,-0.152402847777593,0.125737750331102,0.226296554228655
1364,4,122309,-0.147972511719205,0.126118338575,0.241473367395232
1365,4,122365,-0.177079772995291,0.125646125870097,0.159611081848569
1366,4,122560,-0.211874550036324,0.126685080729326,0.0953215077515492
1367,4,122596,-0.188481566995802,0.12564202970092,0.134470057778127
1368,4,122617,-0.198944785928249,0.126148896420319,0.115676678612848
1369,4,123193,-0.115049079483199,0.12463913766069,0.356607774748116
1370,4,123439,-0.119425449729498,0.125851939641767,0.343302299432196
1371,4,123976,-0.128846906219947,0.125313891592342,0.304562904501693
1372,4,126981,-0.205523816422959,0.12467391691529,0.100141650899205
1373,4,127308,-0.159459504125911,0.125286729086557,0.203942073799215
1374,4,127323,-0.175355713180709,0.12479539238951,0.160857361351465
1375,4,132281,-0.132111085262985,0.126673988153518,0.297698137799874
1376,4,132892,-0.138533881774587,0.127204433720241,0.276868205046484
1377,4,132952,-0.157336539369638,0.127202633584858,0.216947610401139
1378,4,135298,-0.0916048763019752,0.125811165961905,0.467026480361945
1379,4,135409,-0.0634644542143677,0.129954097778971,0.62559770585164
1380,4,135456,-0.0905730978938561,0.200835975840979,0.652280540573188
1381,4,135462,-0.0939429016849256,0.140694105699282,0.504754831799325
1382,4,135873,-0.0893541056694315,0.126597247040605,0.480769360401456
1383,4,136069,-0.11514745360915,0.125487813414682,0.359455501221931
1384,4,136920,-0.123287439209615,0.125303559856487,0.32583359385326
1385,4,137351,-0.103911710903275,0.124976754256161,0.406282475235915
1386,4,137511,-0.126592293379741,0.126150339798255,0.316305421291657
1387,4,141606,0.0114343869627189,0.126224189580562,0.927871409066838
1388,4,142711,-0.0490232179567204,0.124974339794489,0.695098215820206
1389,4,143484,-0.0130309608501264,0.127035738239715,0.918356843718833
1390,4,145738,-0.0405114134928378,0.125859729377636,0.747736030421279
1391,4,147035,-0.0327352357390146,0.124989431842432,0.793548191170867
1392,4,147814,-0.0929668515351175,0.124854901722886,0.45700949828072
1393,4,148075,-0.0894045413679057,0.124775948775655,0.474143703163123
1394,4,149162,-0.066517370508647,0.323742068042203,0.837327981929352
1395,4,149204,-0.093717569207514,0.136269953369082,0.492071526716969
1396,4,149457,-0.0196444348950882,0.124906871658643,0.875119889981132
1397,4,149464,-0.0151105596172009,0.124870996560874,0.903752469644869
1398,4,149678,-0.0256680015227169,0.124790888248158,0.837153116633399
1399,4,154434,0.0462465506946391,0.124534444997443,0.71059555136464
1400,4,156313,-0.000826780534033122,0.125871087614577,0.994762866866951
1401,4,156362,0.0430094710264203,0.124818928798297,0.730619164893883
1402,4,156963,0.0165590970016344,0.124294943211352,0.89409196934119
1403,4,157969,0.059857072927485,0.142292687665406,0.674258161732284
1404,4,158123,0.017069175329451,0.124836612742887,0.891320483860161
1405,4,158426,0.0272966537525283,0.125135480973359,0.827448569636552
1406,4,158963,-0.00816439023650006,0.126830868204815,0.948710250910583
1407,4,160842,-0.0897643408402602,0.128615596257367,0.485682099008768
1408,4,161760,-0.0598959476760841,0.125007661645245,0.63213698177213
1409,4,163032,-0.0853278262035849,0.124763226323594,0.494475601398169
1410,4,163327,-0.0994357250813139,0.126965984953032,0.434053437576735
1411,4,164943,-0.0989008018203381,0.140658916975232,0.482441309279852
1412,4,165032,-0.0733072581105356,0.125853261439651,0.560613929546969
1413,4,165290,-0.0493366375054011,0.124572408113104,0.692308984768962
1414,4,165509,-0.100351205664382,0.12549755135526,0.424464796960207
1415,4,167204,-0.089361625289989,0.124985703218995,0.475097207915368
1416,4,167436,-0.0534891455767229,0.125322498599406,0.669776455860276
1417,4,167687,-0.0485066181698599,0.124985845130126,0.698178266673082
1418,4,168238,-0.0695155350994655,0.125350374753126,0.579540119249055
1419,4,168256,-0.06260991785872,0.125003894370968,0.616779178701776
1420,4,171883,-0.115828234198114,0.124652933846515,0.353417381741032
1421,4,172408,-0.0585154373827282,0.124715997908037,0.639223836910891
1422,4,173416,-0.042408823623587,0.124579634840608,0.733746227197565
1423,4,173461,-0.0447868795278577,0.125403389174599,0.721198541650296
1424,4,174097,-0.221690799053537,0.248104951253256,0.372178767018402
1425,4,174131,-0.167172670334725,0.253283082890076,0.509669458963815
1426,4,174272,-0.0160194553375461,0.127770206044684,0.900296404469247
1427,4,174546,-0.0351563794212138,0.124784337461139,0.778310182441129
1428,4,174974,-0.0707966007662746,0.127034986909956,0.57767565754782
1429,4,175467,-0.0987141646265158,0.125682261959975,0.43273045793733
1430,4,177157,-0.0985216930799685,0.125034003970532,0.431249362399809
1431,4,177207,-0.134892508813536,0.124946784734985,0.281057571017557
1432,4,177280,-0.128891894879325,0.124813184759309,0.302461345175254
1433,4,177330,-0.146465890615653,0.125129272245836,0.242582733462379
1434,4,177633,-0.121972114553096,0.124763289269204,0.328927726841317
1435,4,177756,-0.115281691928597,0.124781308815956,0.35618514896703
1436,4,178032,-0.124601665790655,0.125025018740422,0.319634640140624
1437,4,178058,-0.130673163036092,0.125161740442245,0.297183902729001
1438,4,178267,-0.133799129240931,0.126876541091219,0.292347117590574
1439,4,178339,-0.138742964409578,0.124857984721889,0.267235886321282
1440,4,178489,-0.12353940172769,0.125386471942481,0.325166789076383
1441,4,178698,-0.136239688209824,0.125732231463555,0.279294996574506
1442,4,178705,-0.136904321651444,0.125193091920939,0.274900103823025
1443,4,178974,-0.129885085472444,0.124740661496466,0.298476338440704
1444,4,179020,-0.144730695282461,0.124694360387153,0.246554936209415
1445,4,179134,-0.120954317207989,0.124994194739575,0.33386698299316
1446,4,179240,-0.189281066471646,0.124815845491527,0.130292318039227
1447,4,179480,-0.142299960776255,0.125230360822706,0.256599509647944
1448,4,179651,-0.204505126062905,0.126008870704692,0.105494412964663
1449,4,179674,-0.217806903060241,0.125912645680629,0.0845355499580383
1450,4,179696,-0.21837108957869,0.12631358091712,0.0847189952604389
1451,4,179726,-0.18079790736932,0.125938433427368,0.152000121614684
1452,4,179806,-0.174149250214896,0.125786499036143,0.167085177517049
1453,4,179890,-0.222005729205632,0.12469413208281,0.0758701307475768
1454,4,180004,-0.168544237987055,0.125036450487755,0.178535350376724
1455,4,180086,-0.177366439356669,0.124301209231084,0.15449019546464
1456,4,180121,-0.184967749725151,0.124967647207422,0.139731779258969
1457,4,182380,-0.169848726047064,0.125917934481948,0.178238779019719
1458,4,186093,-0.26287251082702,0.128101148481417,0.0409000117476838
1459,4,188017,-0.267167617176507,0.137928940550699,0.053543602803837
1460,4,191790,-0.161738656212569,0.127774103063301,0.206413316876968
1461,4,192266,-0.215004946380215,0.124272592215577,0.0844850871406961
1462,4,192593,-0.235408261244979,0.129625828730199,0.070209361588483
1463,4,192793,-0.172009549291297,0.128547148376718,0.18172360117836
1464,4,193794,-0.217077053451921,0.124310083637188,0.0816365926446557
1465,4,193943,-0.193489582659437,0.12417376157995,0.120078030966119
1466,4,195122,-0.217499034778327,0.124716629454973,0.0820390347338696
1467,4,195463,-0.176666243137617,0.125157728659319,0.158963658458825
1468,4,195795,-0.21373904149917,0.124392131177186,0.0866245576871622
1469,4,196790,-0.1552438431468,0.124246977691225,0.212318183766085
1470,4,198420,-0.132645571656913,0.125756352262691,0.292246301304471
1471,4,199642,-0.0831327260189261,0.124566817041613,0.504968937668154
1472,4,203027,0.0913010934757727,0.126248970723024,0.470046439953187
1473,4,204037,0.0396289525240809,0.124713343807091,0.75085463235877
1474,4,205977,0.0498162639309182,0.124509898719136,0.689325735716611
1475,4,210685,0.257702043056714,0.272975975751214,0.345791516291605
1476,4,210795,-0.0492144963652799,0.153121947329756,0.748092047598337
1477,4,210797,-0.0486902420179616,0.154483596000463,0.752810721416255
1478,4,210813,-0.113132003864878,0.147418730231352,0.443345144706205
1479,4,210833,-0.12562175447746,0.150704199076362,0.405089789642259
1480,4,211091,-0.000257924572988042,0.125424034971383,0.998360376504861
1481,4,211612,-0.0588918428774142,0.124510472222077,0.63651473478872
1482,4,212428,-0.0798819332138084,0.151238262990323,0.597702124740706
1483,4,212488,0.962371415542698,0.613513716813113,0.117631852826427
1484,4,213169,-0.00691934761840676,0.124889887721255,0.955848283020568
1485,4,213950,0.0420344306333484,0.124521961189118,0.735890603444726
1486,4,217566,-0.0384106221138076,0.125931679873472,0.760537081457719
1487,4,218148,0.0717278545029441,0.254017376237787,0.777822383166946
1488,4,218294,-0.0341817963628994,0.149900212832551,0.819754681163592
1489,4,219124,-0.0672243692937086,0.125593490413384,0.592811525886481
1490,4,220385,-0.00850421448127392,0.255373950513978,0.973453357124308
1491,4,220692,-0.0822085927267698,0.124411121423938,0.509183312385231
1492,4,221261,-0.0497135882020091,0.126192803990893,0.693856208617349
1493,4,221845,-0.0583168510631484,0.130192972667774,0.654481189909436
1494,4,222510,-0.0317139863021343,0.124990177725063,0.799850461767084
1495,4,223039,-0.0296242124293867,0.125678979643865,0.81379180870787
1496,4,223328,-0.0646315368358145,0.125449215651314,0.606735176929496
1497,4,223356,-0.0626802715569915,0.125094451927238,0.616638688536135
1498,4,224819,-0.0484871040358217,0.126561050237376,0.70186705002155
1499,4,224966,-0.0557007988878881,0.124235352849424,0.654176393536034
1500,4,226825,-0.341658509183208,0.662726861522484,0.606502333579621
1501,4,226863,-0.0914779570972462,0.151327302993783,0.545896961425068
1502,4,228580,-0.0517541788055941,0.124617891969024,0.678172453637478
1503,4,232107,0.0686923148064039,0.127390765982685,0.590071382130261
1504,4,232302,0.0420648352955155,0.177119971824663,0.812411768139729
1505,4,232306,-0.0433063718612825,0.250546874665569,0.862870452693394
1506,4,234153,0.0233154899892205,0.125450031806446,0.852665382677961
1507,4,234536,-0.0192730964390028,0.125427872183104,0.877966574910239
1508,4,238194,0.000614340021794104,0.12436259595777,0.996061328628243
1509,4,242179,-0.0107112434172061,0.126924893182043,0.932793872682512
1510,4,243657,-0.0233349249822421,0.124896149694428,0.851897631204055
1511,4,248600,-0.104090633359404,0.12494444096683,0.405354263135148
1512,4,248779,-0.085057594174673,0.12573486936596,0.499176574203477
1513,4,249022,-0.119475255695218,0.125443027646566,0.34153244433633
1514,4,249864,-0.0839857123781188,0.124814374357542,0.501460745365649
1515,4,250515,-0.0772683681963213,0.125374674963436,0.5380939889001
1516,4,251239,-0.109188170038989,0.128824570222115,0.397250360420868
1517,4,251719,-0.122129256455264,0.124368369693008,0.326774308765806
1518,4,256612,0.106679515121834,0.209046662873307,0.610150185578491
1519,4,256620,0.405822058112842,0.284580330071411,0.154741414068497
1520,4,256620,-0.000151351518054454,0.264003051484012,0.99954290097111
1521,4,256985,-0.0103075627154053,0.125666464295647,0.934674770216744
1522,4,257828,0.00927887859583965,0.124445858901235,0.940605786190132
1523,4,259994,0.049426851628062,0.126414729605633,0.696040756637791
1524,4,263044,0.0393713644864007,0.124994942575228,0.752960168350457
1525,4,264432,0.234557874836829,0.126948948564216,0.0654887008851421
1526,4,265022,0.24134457061227,0.126860930655999,0.0579279915712286
1527,4,267372,0.15363841694773,0.126467989222317,0.225238958912356
1528,4,267844,0.178605937620488,0.125840514033234,0.156692832014035
1529,4,268855,0.188835447227043,0.126298646044241,0.135768657843133
1530,4,270158,0.186048325965541,0.137307854218045,0.176292878733246
1531,4,270194,0.288187945138198,0.250481313569123,0.250701670477303
1532,4,271035,0.133529439524399,0.130127143133962,0.305525441756865
1533,4,271787,0.123914188810204,0.125689046770591,0.324867753195054
1534,4,274059,0.0795583761798744,0.126259161495669,0.529023983654549
1535,4,274409,0.12774659041607,0.125453266346876,0.309242147395839
1536,4,274840,0.0859027125400645,0.126975163388835,0.499146221752043
