locus_id,Gene,Gene Name,Gene Description,p-value_eQTL,p-value_rMVP,-log_pval,FDR,Condition
YJL092W,SRS2,Suppressor of Rad Six,"DNA helicase and DNA-dependent ATPase; role in DNA repair and checkpoint recovery, in the proper timing of commitment to meiotic recombination and the Meiosis I to II transition; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates Mus81p-Mms4p endonuclease activity independent of catalytic activity; ATPase and ssDNA translocating motor activities inhibited by Dmc1p; functional homolog of human RTEL1",0.0005715142162944,0.0006016370630235,3.2206654174782754,0.167879886219332,ERG11_ERG5_MTX_Metformin
YDL024C,DIA3,Digs Into Agar,Protein of unknown function; involved in invasive and pseudohyphal growth,0.0006300091472246,0.0006088085852289,3.21551923190889,0.178633083675175,ERG11_MID2_MTX_Metformin
YBR107C,IML3,Increased Minichromosome Loss,Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for localization of Sgo1p to pericentric sites during meiosis I; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-L and fission yeast fta1,0.0005891474085515,0.0006178499145108,3.209117009079332,0.171282244412274,GTR1_SLM4_MTX_Metformin
YOR227W,HER1,Hmg2p ER Remodeling,"Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on co-purification experiments; HER1 has a paralog, GIP3, that arose from the whole genome duplication",0.0005775229376574,0.0006207860532737,3.2070580486028173,0.169066791653579,MID2_TPO2_MTX_Metformin
YNR074C,AIF1,Apoptosis-Inducing Factor,"Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli; triggers apoptosis in cells lacking HXK2; homolog of mammalian Apoptosis-Inducing Factor, putative reductase",0.0005950643001311,0.000627679459913,3.20226208290321,0.172182855355667,HUG1_ADE17_MTX_Metformin
YNL018C,,,"Protein required for sporulation; induced during meiosis and sporulation; gene is a member of Centroid, a centromere-linked gene family; YNL018C has a paralog, YNL034W, that arose from a segmental duplication",0.0005364853457705,0.0006308983293425,3.2000406226309384,0.161104693290056,ERG11_ERG5_MTX_Metformin
YOR316C,COT1,CObalt Toxicity,"Vacuolar transporter that mediates zinc transport into vacuole; overexpression confers resistance to cobalt and rhodium; targeted to vacuole via AP-3 pathway; protein abundance increases in response to DNA replication stress; COT1 has a paralog, ZRC1, that arose from the whole genome duplication",0.0006275714798764,0.0006342332573768,3.197750988552177,0.178190148680798,ERG11_ERV25_MTX_Metformin
YPR127W,,,Putative pyridoxine 4-dehydrogenase; differentially expressed during alcoholic fermentation; expression activated by transcription factor YRM1/YOR172W; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,0.0006412048615819,0.0006630372568653,3.178462067377422,0.180722269910068,PLM2_HNM1_MTX_Metformin
YLR045C,STU2,Suppressor of TUbulin,"Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase, as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member",0.0006595998891885,0.0006702479177076,3.173764526587162,0.18414294284096,ERG11_ERV25_MTX_Metformin
YKR054C,DYN1,DYNein,"Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p",0.0006759323467378,0.0006713066571063,3.17307904605179,0.18676304623996,SSH1_ERV25_MTX_Metformin
YOR193W,PEX27,PEroXisome related,"Peripheral peroxisomal membrane protein; involved in controlling peroxisome size and number, interacts with Pex25p; PEX27 has a paralog, PEX25, that arose from the whole genome duplication",0.0007140792701637,0.0006831914079967,3.165457604091717,0.193112254169837,MID2_PIN2_MTX_Metformin
YDR076W,RAD55,RADiation sensitive,Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p,0.0006884885279787,0.0006900207769798,3.16113783217314,0.188817950490715,SSH1_ERG11_MTX_Metformin
YER073W,ALD5,ALdehyde Dehydrogenase,Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed,0.0006819154251504,0.000694700441881,3.158202424882059,0.187701421367666,ERG11_TPO4_MTX_Metformin
YGR246C,BRF1,B-Related Factor,"TFIIIB B-related factor; one of three subunits of RNA polymerase III transcription initiation factor TFIIIB, binds TFIIIC and TBP and recruits RNA pol III to promoters, amino-terminal half is homologous to TFIIB; mutations in human homolog are associated with autosomal recessive cerebellar-facial-dental syndrome",7.86296767471134e-05,0.000706315709471,3.151001134311346,0.0372181465942123,HNM1_RBD2_MTX_Metformin
YMR243C,ZRC1,Zinc Resistance Conferring,"Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog, COT1, that arose from the whole genome duplication",0.0006903012346285,0.0007109497025268,3.148161123162977,0.189097297521148,SNA4_GTR2_MTX_Metformin
YOL062C,APM4,clathrin Adaptor Protein complex Medium chain,"Cargo-binding mu subunit of AP-2; AP-2 is a heterotetrameric endocytic cargo-binding adaptor that facilitates uptake of membrane proteins during clathrin-mediated endocytosis; Apm4p is required for AP-2 function and localization, and binds cell wall stress receptor Mid2p; AP-2 is required for cell polarity responses to pheromone, nutritional status and cell wall damage in S. cerevisiae, and for hyphal growth in C. albicans; AP-2 complex is conserved in mammals",0.0007022881546625,0.0007143305005391,3.146100805940097,0.191175656665954,ERG11_HYR1_MTX_Metformin
YIL085C,KTR7,Kre Two Related,"Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR7 has a paralog, KTR5, that arose from the whole genome duplication",0.0007227933078433,0.0007155493104096,3.145360432482986,0.194469573038877,MID2_TPO4_MTX_Metformin
YCR092C,MSH3,MutS Homolog,"Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability",0.0007310320158869,0.0007351548815648,3.133621154626184,0.195896344440141,SRO9_GIS2_MTX_Metformin
YER118C,SHO1,"Synthetic, High Osmolarity-sensitive","Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p, Msb2p, Hkr1p, and Ste11p",0.0007837172637154,0.000763218605526,3.117351051067609,0.204410973323577,ADE17_PGM2_MTX_Metformin
YDR270W,CCC2,Cross-Complements Ca(2+) phenotype of csg1,Cu(+2)-transporting P-type ATPase; required for export of copper from cytosol into extracytosolic compartment; targeted to vacuole via AP-3 pathway; similar to human proteins involved in Menkes and Wilsons diseases; protein abundance increases in response to DNA replication stress; affects TBSV model (+)RNA virus replication by regulating copper metabolism; human homologs ATP7A and ATP7B both complement yeast null mutant,0.000751205578427,0.0007786446240346,3.108660710537399,0.199174082600583,HNM1_MAM33_MTX_Metformin
YCR077C,PAT1,Protein Associated with Topoisomerase II,"Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation, most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation",0.0007703458125483,0.0007893950330497,3.1027056105550126,0.202201134210484,ERG11_MID2_MTX_Metformin
YLR279W,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",0.0006804879415513,0.0007977183718371,3.0981504058231635,0.187467303945187,ALO1_HYR1_MTX_Metformin
YPL173W,MRPL40,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,0.0007728630917039,0.0007993448739925,3.0972658057211206,0.202523732769563,ADE17_PGM2_MTX_Metformin
YML061C,PIF1,Petite Integration Frequency,"DNA helicase, potent G-quadruplex DNA binder/unwinder; possesses strand annealing activity; promotes DNA synthesis during break-induced replication; involved in crossover recombination; works with Hrq1p to maintain telomere length homeostasis; translation from different start sites produces mitochondrial (DNA repair and recombination) and nuclear (catalytic inhibitor of telomerase) forms; mutations affect Zn, Fe homeostasis; regulated by Rad53p-dependent phosphorylation in rho0 cells",0.0008439946054534,0.0008214594342787,3.0854138782470635,0.213533863839824,SSH1_PIS1_MTX_Metformin
YMR100W,MUB1,MUlti Budding,"MYND domain-containing protein; component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex, required for ubiquitination and degradation of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived protein degraded in a Ubr2p/Rad6p dependent manner; proposed to function as both a partner and substrate of the Ubr2p/Rad6p ubiquitin ligase; similar to the A. nidulans samB gene",0.0008147217045,0.000837194466758,3.0771736506921767,0.209345242019843,TPO1_MID2_MTX_Metformin
YPL167C,REV3,REVersionless,"Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p, Pol31p and Pol32p",0.0008168654534836,0.0008445755012628,3.0733615203781857,0.209614325246319,ADE17_PGM2_MTX_Metformin
YDL043C,PRP11,Pre-mRNA Processing,Subunit of the SF3a splicing factor complex; required for spliceosome assembly,0.0008327621640902,0.000848308128812,3.071446371403049,0.211983765730619,ERV25_ERG5_MTX_Metformin
YNL233W,BNI4,Bud Neck Involved,"Targeting subunit for Glc7p protein phosphatase; localized to the bud neck, required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly",0.0008802498172473,0.0008535983771028,3.0687464192817693,0.219145521309891,ERV25_ORM2_MTX_Metformin
YOL060C,MAM3,,Protein involved in magnesium homeostasis; required for Mg2+ sequestration in vacuole; required for normal mitochondrial morphology; has similarity to hemolysins,0.0008012203073544,0.0008556535170839,3.067702060183532,0.207315858553716,ERG11_HYR1_MTX_Metformin
YER032W,FIR1,Factor Interacting with REF2,Protein involved in 3' mRNA processing; interacts with Ref2p; APCC(Cdh1) substrate; potential Cdc28p substrate,0.0008353503287474,0.00086125740808,3.0648670294971727,0.212330964649666,SSH1_ERG11_MTX_Metformin
YDR088C,SLU7,Synergistic Lethal with U5 snRNA,RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain,0.0007568008779951,0.0008651410280054,3.062913091734924,0.200089723906992,SSH1_ERG11_MTX_Metformin
YPL163C,SVS1,Suppressor of Vanadate Sensitivity,"Cell wall and vacuolar protein; required for wild-type resistance to vanadate; SVS1 has a paralog, SRL1, that arose from the whole genome duplication",0.0008465389658251,0.0008755791940608,3.0577045668984666,0.213916890289612,ADE17_PGM2_MTX_Metformin
YMR124W,EPO1,Endoplasmic reticulum POlarization,"Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication",0.0008895082067478,0.0008852703623335,3.052924075134806,0.220576076480393,ERV25_ORM2_MTX_Metformin
YIL088C,AVT7,Amino acid Vacuolar Transport,Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters,0.0008834332244153,0.0009127611044825,3.0396428747998856,0.219659997138892,ERG11_ORM2_MTX_Metformin
YGL061C,DUO1,Death Upon Overproduction,Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Dam1p and Pse1p to connect the DASH complex with microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis,0.0008992278111413,0.000916371950527,3.037928212714612,0.221824094021929,HNM1_MAM33_MTX_Metformin
YJL090C,DPB11,DNA Polymerase B (II),"DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p, binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress",0.0008690269457937,0.0009341495129096,3.02958360831485,0.217412082346764,ERG11_ERG5_MTX_Metformin
YOR139C,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SFL1/YOR140W",0.0008997951726253,0.00094099482859,3.026412763311317,0.221882701500941,ADE17_HYR1_MTX_Metformin
YJR107W,LIH1,LIpase Homolog,Putative lipase,0.0009031185336382,0.00095171142701,3.021494716169685,0.222254949248384,ADE17_PGM2_MTX_Metformin
YNL234W,,,Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1,0.0009233150631381,0.0009546569040265,3.020152682301476,0.225318421487737,ERV25_ORM2_MTX_Metformin
YGR186W,TFG1,Transcription Factor G,TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74,0.0009320013714299,0.0009627607900277,3.016481605373909,0.226540317435527,ERG27_ACF2_MTX_Metformin
YGR155W,CYS4,CYStathionine beta-synthase,"Cystathionine beta-synthase; catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity, and reducing critical cell size independent of catalytic activity; mutations in human ortholog CBS cause homocystinuria; human CBS can complement yeast null mutant",0.000946673290144,0.000967271085434,3.014451794366785,0.228481960291471,MID2_TPO2_MTX_Metformin
YNL322C,KRE1,Killer toxin REsistant,Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor,0.000937819560001,0.0009693508837293,3.0135189894262764,0.227314955225082,PLM2_HNM1_MTX_Metformin
YER035W,EDC2,Enhancer of mRNA DeCapping,"RNA-binding protein that directly activates mRNA decapping; binds mRNA substrate and enhances activity of decapping proteins Dcp1p and Dcp2p; has a role in translation during heat stress; protein increases in abundance and relocalizes to nucleolus and to nuclear foci upon DNA replication stress; EDC2 has a paralog, EDC1, that arose from the whole genome duplication",0.0009708626807486,0.0009860263291201,3.0061114882647657,0.23200495067218,ERG11_TPO4_MTX_Metformin
YOL138C,RTC1,Restriction of Telomere Capping,"Subunit of SEACAT, a subcomplex of the SEA complex; Rtc1p, along with Mtc5p and Sea4p, redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex, a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1",0.0005450504145462,0.0009862370480821,3.0060186871877543,0.162812965495716,ERG11_ERV25_MTX_Metformin
YDR084C,TVP23,Tlg2-Vesicle Protein,Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,0.0009283334660224,0.0009881834877027,3.005162407337429,0.226114838563685,PMC1_GTR2_MTX_Metformin
YLL052C,AQY2,AQuaporin from Yeast,Water channel that mediates water transport across cell membranes; only expressed in proliferating cells; controlled by osmotic signals; may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains,,,,,
YDR275W,BSC2,Bypass of Stop Codon,"Protein of unknown function involved in multidrug resistance; inhibits oxidative damage induced by amphotericin B; overexpression increases flocculation, biofilm formation, invasive and pseudohyphal growth; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; null mutant displays increased translation rate and increased readthrough of premature stop codons; BSC2 has a paralog, IRC23, that arose from the whole genome duplication",,,,,
YGR188C,BUB1,Budding Uninhibited by Benzimidazole,"Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p, prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication",,,,,
YHR142W,CHS7,CHitin Synthase-related,Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress,,,,,
YDR069C,DOA4,Degradation Of Alpha,"Ubiquitin hydrolase; deubiquitinates intralumenal vesicle (ILVs) cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog, UBP5, that arose from the whole genome duplication",,,,,
YEL070W,DSF1,Deletion Suppressor of mptFive/pufFive mutation,"Mannitol dehydrogenase; deletion suppresses mutation of mpt5; DSF1 has a paralog, MAN2, that arose from a segmental duplication",,,,,
YOR317W,FAA1,Fatty Acid Activation,"Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; accounts for most acyl-CoA synthetase activity; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms ER foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1, ACSL1, 3, 4, 5, 6, SLC27A2, or 4",,,,,
YER038W-A,FMP49,Found in Mitochondrial Proteome,Mitochondrial protein of unknown function; almost completely overlaps ORF HVG1/YER039C,,,,,
YKR051W,HFL1,Has Fused Lysosomes,"Vacuole membrane protein that interacts with Atg8p; functions in the vacuolar membrane recruitment of Atg8p to facilitate the degradation of vacuolar integral membrane proteins during early-stationary vacuole turnover (EVT), a general degradation process for vacuolar integral membrane proteins when cells enter stationary phase; null mutant is defective in stationary phase-induced vacuolar microdomain formation; homolog of S. pombe hfl1; homolog of human TMEM184",,,,,
YDR343C,HXT6,HeXose Transporter,"High-affinity glucose transporter; member of the major facilitator superfamily, nearly identical to Hxt7p, expressed at high basal levels relative to other HXTs, repression of expression by high glucose requires SNF3; HXT6 has a paralog, HXT1, that arose from the whole genome duplication",,,,,
YNCI0012,ICR1,Interfering Crick RNA,"Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11, repressing FLO11 transcription in cis",,,,,
YCL018W,LEU2,LEUcine biosynthesis,Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate,,,,,
YFL020C,PAU5,seriPAUperin family,Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme,,,,,
YER059W,PCL6,Pho85 CycLin,"Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding; PCL6 has a paralog, PCL7, that arose from the whole genome duplication",,,,,
YGR133W,PEX4,PEroXin,Peroxisomal ubiquitin conjugating enzyme; required for peroxisomal matrix protein import and peroxisome biogenesis,,,,,
YDR281C,PHM6,PHosphate Metabolism,Protein of unknown function; expression is regulated by phosphate levels,,,,,
YBR167C,POP7,Processing Of Precursor RNAs,"Subunit of RNase MRP, nuclear RNase P and telomerase; forms a soluble heterodimer with Pop6p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA, nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs, while telomerase replenishes telomeric DNA",,,,,
YGR180C,RNR4,RiboNucleotide Reductase,"Ribonucleotide-diphosphate reductase (RNR) small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; relocalizes from nucleus to cytoplasm upon DNA replication stress; RNR4 has a paralog, RNR2, that arose from the whole genome duplication",,,,,
YGR070W,ROM1,RhO1 Multicopy suppressor,"Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2, which also encodes a GEP; ROM1 has a paralog, ROM2, that arose from the whole genome duplication",,,,,
YLR333C,RPS25B,Ribosomal Protein of the Small subunit,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S25, no bacterial homolog; RPS25B has a paralog, RPS25A, that arose from the whole genome duplication",,,,,
YBR246W,RRT2,Regulator of rDNA Transcription,Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins,,,,,
YBR106W,SND3,SRP-iNDependent targeting,"Involved in SRP-independent protein targeting to the ER; component of an alternative ER-targeting pathway partially redundant with the GET pathway that can compensate for SRP loss; preference for substrates with downstream transmembrane domains; interacts with Snd1p, Env10p/Snd2p, and Sec61p-translocon subunits; role in establishing nucleus-vacuole junctions (NVJs) in high glucose; targeted to the NVJ during glucose starvation to facilitate expansion; role in phosphate transport with Pho86p",,,,,
YMR125W,STO1,Suppressor of TOp1,Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80,,,,,
YGR129W,SYF2,SYnthetic lethal with cdc40 (Forty),"Member of the NineTeen Complex (NTC); NTC contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; relocalizes to the cytosol in response to hypoxia; isy1 syf2 cells have defective spindles activiating cell cycle arrest",,,,,
YGR144W,THI4,THIamine metabolism,Thiazole synthase; abundant protein involved in the formation of the thiazole moiety of thiamine during thiamine biosynthesis; acts more as a co-substrate rather than an enzyme by providing the sulphur source for thiazole formation; undergoes a single turnover only; required for mitochondrial genome stability in response to DNA damaging agents,,,,,
YGR138C,TPO2,Transporter of POlyamines,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; TPO2 has a paralog, TPO3, that arose from the whole genome duplication",,,,,
YHR180W,,,Putative protein of unknown function; conserved among S. cerevisiae strains,,,,,
YDR278C,,,Putative protein of unknown function; conserved among S. cerevisiae strains; YDR278C is not an essential gene,,,,,
YMR122C,,,Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene,,,,,
YOR318C,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo",,,,,
YPL257W,,,Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene,,,,,
YDR261W-A,,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag,,,,,
