Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Length
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL124W,NAF1,ST2833,392864.0,394441.0,1577.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR179W-A,NVJ3,ST0588,819334.0,820912.0,1578.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR298W,MUM3,imputed,875529.0,877108.0,1579.0
CHR11,+,03_TFO,03b_COF,TFIID-dominated,YKL143W,LTV1,ST1959,176734.0,178319.0,1585.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR116W,MSL5,ST2220,380855.0,382440.0,1585.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPL152W-A,nan,ST3404,264585.0,266178.0,1593.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBR184W,nan,ST0206,597348.0,598941.0,1593.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDL084W,SUB2,ST0440,305072.0,306673.0,1601.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL029W,ARP2,ST0465,399299.0,400900.0,1601.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL119W,NCS2,ST2835,401008.0,402609.0,1601.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKL028W,TFA1,ST2035,385728.0,387337.0,1609.0
CHR2,+,03_TFO,03b_COF,TFIID-dominated,YBR199W,KTR4,ST0213,618820.0,620429.0,1609.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGR046W,TAM41,ST1229,584774.0,586383.0,1609.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL295W,MRX6,ST2724,76786.0,78395.0,1609.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGL097W,SRM1,ST1140,321727.0,323344.0,1617.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR187W,TUF1,ST3205,683912.0,685529.0,1617.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKL145W,RPT1,ST1958,174134.0,175759.0,1625.0
CHR1,+,03_TFO,03a_TF,TFIID-dominated,YAL028W,FRT2,ST0023,92853.0,94486.0,1633.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR082W,STN1,ST0536,610341.0,611974.0,1633.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNL277W,MET2,ST2740,117250.0,118891.0,1641.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPL091W,GLR1,ST3444,375453.0,377094.0,1641.0
CHR13,+,03_TFO,03b_COF,TFIID-dominated,YMR093W,UTP15,ST2567,453969.0,455610.0,1641.0
CHR10,+,03_TFO,03a_TF,TFIID-dominated,YJR122W,IBA57,ST1890,649717.0,651366.0,1649.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNL053W,MSG5,ST2880,529826.0,531475.0,1649.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOL049W,GSH2,ST3046,238562.0,240211.0,1649.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YER051W,JHD1,ST0887,254641.0,256298.0,1657.0
CHR6,+,03_TFO,03b_COF,TFIID-dominated,YFR010W,UBP6,ST1012,164991.0,166648.0,1657.0
CHR4,+,03_TFO,03a_TF,SAGA-dominated,YDL204W,RTN2,ST0375,94119.0,95784.0,1665.0
CHR4,+,03_TFO,03b_COF,SAGA-dominated,YDR330W,UBX5,ST0669,1127809.0,1129474.0,1665.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR455W,PDP3,ST2414,1053201.0,1054866.0,1665.0
CHR13,+,03_TFO,03b_COF,TFIID-dominated,YMR033W,ARP9,ST2531,337753.0,339418.0,1665.0
CHR6,+,03_TFO,03b_COF,TFIID-dominated,YFL037W,TUB2,ST0983,56265.0,57938.0,1673.0
CHR3,+,03_TFO,03a_TF,SAGA-dominated,YCL027W,FUS1,imputed,71733.0,73411.0,1678.0
CHR12,+,03_TFO,03a_TF,SAGA-dominated,YLR359W,ADE13,ST2355,844183.0,845864.0,1681.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR057W,YOS9,ST0520,565884.0,567565.0,1681.0
CHR6,+,03_TFO,03a_TF,TFIID-dominated,YFR006W,nan,ST1008,156126.0,157807.0,1681.0
CHR3,+,03_TFO,03b_COF,TFIID-dominated,YCR053W,THR4,ST0330,216637.0,218318.0,1681.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDL017W,CDC7,ST0473,424099.0,425788.0,1689.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL207W,GLE1,ST0373,88215.0,89904.0,1689.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR175W,CBF5,ST2257,506094.0,507783.0,1689.0
CHR13,+,03_TFO,03b_COF,TFIID-dominated,YMR064W,AEP1,imputed,397833.0,399529.0,1696.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOL030W,GAS5,ST3060,268136.0,269833.0,1697.0
CHR11,+,03_TFO,03b_COF,TFIID-dominated,YKL004W,AUR1,ST2048,435224.0,436921.0,1697.0
CHR13,+,03_TFO,03b_COF,TFIID-dominated,YMR153W,NUP53,ST2606,564377.0,566074.0,1697.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPL120W,VPS30,ST3425,322049.0,323746.0,1697.0
CHR2,+,03_TFO,03a_TF,SAGA-dominated,YBR139W,nan,ST0179,515653.0,517358.0,1705.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBR148W,YSW1,ST0186,537933.0,539638.0,1705.0
CHR3,+,03_TFO,03b_COF,TFIID-dominated,YCR095W-A,nan,ST0353,289500.0,291205.0,1705.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YER006W,NUG1,ST0855,162681.0,164386.0,1705.0
CHR8,+,03_TFO,03a_TF,TFIID-dominated,YHR216W,IMD2,imputed,554326.0,556037.0,1711.0
CHR13,+,03_TFO,03a_TF,TFIID-dominated,YMR215W,GAS3,ST2651,696729.0,698442.0,1713.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL159W,STE7,ST0398,172431.0,174144.0,1713.0
CHR9,+,03_TFO,03b_COF,TFIID-dominated,YIL022W,TIM44,ST1650,311058.0,312771.0,1713.0
CHR5,+,03_TFO,03a_TF,TFIID-dominated,YER141W,COX15,ST0944,453405.0,455126.0,1721.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKL175W,ZRT3,ST1942,118734.0,120463.0,1729.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLR238W,FAR10,ST2291,614614.0,616343.0,1729.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR269W,PAC1,ST3247,826291.0,828020.0,1729.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPL072W,UBP16,ST3457,418325.0,420054.0,1729.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR299W,BFR2,ST0651,1059576.0,1061305.0,1729.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YER090W,TRP2,ST0914,337868.0,339597.0,1729.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL116W,DMA2,ST2837,408288.0,410017.0,1729.0
CHR5,+,03_TFO,03a_TF,TFIID-dominated,YER060W-A,FCY22,imputed,276502.0,278234.0,1732.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL143W,CCT4,ST0408,199959.0,201696.0,1737.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YER136W,GDI1,ST0941,439492.0,441229.0,1737.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGL244W,RTF1,ST1049,41440.0,43185.0,1745.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGL063W,PUS2,ST1166,383407.0,385152.0,1745.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLR019W,PSR2,ST2159,179985.0,181738.0,1753.0
CHR8,+,03_TFO,03b_COF,TFIID-dominated,YHR170W,NMD3,ST1532,443768.0,445521.0,1753.0
CHR13,+,03_TFO,03a_TF,TFIID-dominated,YMR177W,MMT1,ST2620,616441.0,618202.0,1761.0
CHR16,+,03_TFO,03b_COF,SAGA-dominated,YPR002W,PDH1,ST3504,558373.0,560134.0,1761.0
CHR8,+,03_TFO,03b_COF,TFIID-dominated,YHR006W,STP2,ST1416,117774.0,119535.0,1761.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL048W,ALG11,ST2884,538154.0,539915.0,1761.0
CHR6,+,03_TFO,03a_TF,TFIID-dominated,YFL040W,nan,imputed,51280.0,53042.0,1762.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR463W,STP1,ST0757,1386772.0,1388541.0,1769.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL138W,SRV2,ST2823,366712.0,368481.0,1769.0
CHR8,+,03_TFO,03b_COF,TFIID-dominated,YHR177W,nan,ST1538,456563.0,458332.0,1769.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR145W,TAF12,ST0566,746654.0,748439.0,1785.0
CHR10,+,03_TFO,03a_TF,TFIID-dominated,YJR010W,MET3,ST1828,456030.0,457831.0,1801.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL225W,SHS1,ST0364,52391.0,54192.0,1801.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL189W,RBS1,ST0384,121967.0,123768.0,1801.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLR343W,GAS2,imputed,816024.0,817831.0,1807.0
CHR13,+,03_TFO,03a_TF,TFIID-dominated,YML068W,ITT1,ST2459,137488.0,139297.0,1809.0
CHR2,+,03_TFO,03b_COF,TFIID-dominated,YBR214W,SDS24,ST0224,651324.0,653133.0,1809.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR434W,GPI17,ST0740,1331132.0,1332941.0,1809.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL189W,SRP1,ST2794,284057.0,285866.0,1809.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGL256W,ADH4,ST1038,14624.0,16441.0,1817.0
CHR3,+,03_TFO,03b_COF,TFIID-dominated,YCR068W,ATG15,ST0337,237077.0,238894.0,1817.0
CHR5,+,03_TFO,03a_TF,TFIID-dominated,YEL015W,EDC3,ST0841,126592.0,128417.0,1825.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL004W,HRB1,ST2917,622873.0,624706.0,1833.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPR171W,BSP1,ST3612,883718.0,885551.0,1833.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPL254W,HFI1,ST3338,69248.0,71089.0,1841.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKL081W,TEF4,ST1998,282830.0,284671.0,1841.0
CHR10,+,03_TFO,03b_COF,TFIID-dominated,YJR064W,CCT5,ST1858,555854.0,557695.0,1841.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR033W,RSC58,ST2169,208639.0,210480.0,1841.0
CHR15,+,03_TFO,03b_COF,TFIID-dominated,YOR231W,MKK1,ST3226,772464.0,774305.0,1841.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPR034W,ARP7,ST3528,639365.0,641206.0,1841.0
CHR4,+,03_TFO,03a_TF,SAGA-dominated,YDR358W,GGA1,ST0692,1190011.0,1191860.0,1849.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR260W,GCD1,ST3241,813938.0,815795.0,1857.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPL181W,CTI6,ST3388,203185.0,205042.0,1857.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPR111W,DBF20,ST3571,747260.0,749117.0,1857.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR195W,REF2,ST0596,848351.0,850208.0,1857.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBR180W,DTR1,imputed,589671.0,591529.0,1858.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPR048W,TAH18,ST3538,659165.0,661038.0,1873.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR037W,KRS1,ST0509,525389.0,527270.0,1881.0
CHR16,+,03_TFO,03a_TF,TFIID-dominated,YPL260W,CUB1,ST3334,49216.0,51097.0,1881.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YEL042W,GDA1,ST0822,73584.0,75473.0,1889.0
CHR8,+,03_TFO,03a_TF,TFIID-dominated,YHL036W,MUP3,ST1392,26058.0,27955.0,1897.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YER025W,GCD11,ST0872,205193.0,207090.0,1897.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGR288W,MAL13,ST1387,1070259.0,1072156.0,1897.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLR133W,CKI1,ST2231,408375.0,410280.0,1905.0
CHR3,+,03_TFO,03a_TF,TFIID-dominated,YCR088W,ABP1,ST0347,265028.0,266941.0,1913.0
CHR10,+,03_TFO,03b_COF,TFIID-dominated,YJL111W,CCT7,ST1758,207819.0,209732.0,1913.0
CHR11,+,03_TFO,03b_COF,TFIID-dominated,YKR016W,MIC60,ST2061,469672.0,471585.0,1913.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPL228W,CET1,ST3358,118248.0,120161.0,1913.0
CHR5,+,03_TFO,03a_TF,TFIID-dominated,YEL041W,YEF1,ST0823,75664.0,77585.0,1921.0
CHR5,+,03_TFO,03a_TF,TFIID-dominated,YER087W,AIM10,ST0912,330516.0,332437.0,1921.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLL004W,ORC3,ST2147,141065.0,142986.0,1921.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR432W,NPL3,ST0739,1328764.0,1330685.0,1921.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDL085W,NDE2,ST0439,303144.0,305073.0,1929.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNL261W,ORC5,ST2748,154913.0,156842.0,1929.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR359W,VTS1,ST3306,1011060.0,1012989.0,1929.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGL160W,AIM14,ST1097,200436.0,202365.0,1929.0
CHR8,+,03_TFO,03b_COF,TFIID-dominated,YHR037W,PUT2,ST1439,181944.0,183873.0,1929.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNR038W,DBP6,ST2944,695585.0,697514.0,1929.0
CHR10,+,03_TFO,03b_COF,TFIID-dominated,YJL014W,CCT3,ST1814,407509.0,409446.0,1937.0
CHR11,+,03_TFO,03b_COF,TFIID-dominated,YKR056W,TRM2,ST2085,549545.0,551482.0,1937.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR412W,BER1,ST2386,948345.0,950283.0,1938.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGR092W,DBF2,ST1257,668110.0,670055.0,1945.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YER068W,MOT2,ST0898,292970.0,294915.0,1945.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR060W,FRS1,ST2184,260943.0,262888.0,1945.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPR137W,RRP9,ST3588,802286.0,804231.0,1945.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBR186W,PCH2,imputed,600483.0,602430.0,1947.0
CHR9,+,03_TFO,03a_TF,TFIID-dominated,YIL072W,HOP1,imputed,226532.0,228489.0,1957.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKR069W,MET1,ST2094,571457.0,573418.0,1961.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDL229W,SSB1,ST0363,44039.0,46008.0,1969.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGL192W,IME4,ST1081,142132.0,144101.0,1969.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR254W,CHL4,ST0630,965040.0,967017.0,1977.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGR224W,AZR1,imputed,942736.0,944717.0,1981.0
CHR11,+,03_TFO,03b_COF,TFIID-dominated,YKL012W,PRP40,ST2043,418216.0,420201.0,1985.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPL269W,KAR9,ST3325,33016.0,35001.0,1985.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPL179W,PPQ1,ST3390,208001.0,209986.0,1985.0
CHR10,+,03_TFO,03a_TF,TFIID-dominated,YJR103W,URA8,ST1878,620574.0,622560.0,1986.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOL152W,FRE7,ST2982,40705.0,42691.0,1986.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLR226W,BUR2,ST2284,589190.0,591183.0,1993.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBR030W,RKM3,ST0118,298015.0,300016.0,2001.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR196W,PWP1,ST2270,543886.0,545887.0,2001.0
CHR16,+,03_TFO,03b_COF,TFIID-dominated,YPL157W,TGS1,ST3403,254689.0,256690.0,2001.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLR432W,IMD3,ST2399,1002402.0,1004411.0,2009.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNR059W,MNT4,ST2962,736715.0,738724.0,2009.0
CHR10,+,03_TFO,03a_TF,TFIID-dominated,YJR001W,AVT1,ST1822,436741.0,438751.0,2010.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR389W,nan,imputed,1074143.0,1076157.0,2014.0
CHR3,+,03_TFO,03a_TF,TFIID-dominated,YCR048W,ARE1,ST0327,211845.0,213862.0,2017.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR386W,MUS81,ST0711,1246076.0,1248093.0,2017.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL209W,SSB2,ST2782,252001.0,254018.0,2017.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGR103W,NOP7,ST1266,695382.0,697399.0,2017.0
CHR13,+,03_TFO,03a_TF,TFIID-dominated,YML013W,UBX2,ST2494,244064.0,246089.0,2025.0
CHR15,+,03_TFO,03b_COF,TFIID-dominated,YOR147W,MDM32,ST3178,606560.0,608585.0,2025.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR311W,TFB1,ST0658,1085063.0,1087088.0,2025.0
CHR12,+,03_TFO,03a_TF,TFIID-dominated,YLL061W,MMP1,ST2122,17944.0,19977.0,2033.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR456W,NHX1,ST0752,1367436.0,1369469.0,2033.0
CHR6,+,03_TFO,03a_TF,SAGA-dominated,YFL021W,GAT1,ST0992,95570.0,97604.0,2034.0
CHR13,+,03_TFO,03a_TF,TFIID-dominated,YML046W,PRP39,ST2475,181392.0,183433.0,2041.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR147W,EKI1,ST0567,751206.0,753247.0,2041.0
CHR8,+,03_TFO,03a_TF,TFIID-dominated,YHR078W,nan,ST1468,256118.0,258159.0,2041.0
CHR10,+,03_TFO,03a_TF,TFIID-dominated,YJR053W,BFA1,ST1850,533974.0,536015.0,2041.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YER165W,PAB1,ST0956,510229.0,512270.0,2041.0
CHR10,+,03_TFO,03a_TF,TFIID-dominated,YJL201W,ECM25,ST1704,54336.0,56385.0,2049.0
CHR9,+,03_TFO,03b_COF,TFIID-dominated,YIL036W,CST6,ST1645,285505.0,287554.0,2049.0
CHR8,+,03_TFO,03a_TF,TFIID-dominated,YHR117W,TOM71,imputed,342279.0,344338.0,2059.0
CHR1,+,03_TFO,03b_COF,TFIID-dominated,YAL016W,TPD3,ST0027,124797.0,126862.0,2065.0
CHR11,+,03_TFO,03b_COF,TFIID-dominated,YKL204W,EAP1,ST1925,53679.0,55744.0,2065.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR356W,CIR2,ST3304,1007156.0,1009229.0,2073.0
CHR9,+,03_TFO,03b_COF,TFIID-dominated,YIR010W,DSN1,ST1675,375347.0,377420.0,2073.0
CHR5,+,03_TFO,03a_TF,TFIID-dominated,YEL062W,NPR2,ST0813,34320.0,36401.0,2081.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL013W,SLX5,ST0475,428931.0,431012.0,2081.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOL123W,HRP1,ST2998,87465.0,89554.0,2089.0
CHR8,+,03_TFO,03a_TF,TFIID-dominated,YHR086W,NAM8,ST1475,277934.0,280039.0,2105.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNL009W,IDP3,ST2913,614746.0,616851.0,2105.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR239W,ABP140,ST3232,784800.0,786913.0,2113.0
CHR11,+,03_TFO,03b_COF,TFIID-dominated,YKR008W,RSC4,ST2055,452176.0,454297.0,2121.0
CHR14,+,03_TFO,03a_TF,SAGA-dominated,YNL279W,PRM1,imputed,110847.0,112972.0,2125.0
CHR9,+,03_TFO,03a_TF,TFIID-dominated,YIL046W,MET30,ST1637,268585.0,270722.0,2137.0
CHR15,+,03_TFO,03b_COF,TFIID-dominated,YOL023W,IFM1,ST3062,278040.0,280177.0,2137.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNR075W,COS10,ST2970,779123.0,781267.0,2144.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGR099W,TEL2,ST1263,687838.0,689983.0,2145.0
CHR13,+,03_TFO,03b_COF,TFIID-dominated,YML082W,nan,ST2446,101808.0,103953.0,2145.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR206W,ENT2,ST2275,554430.0,556575.0,2145.0
CHR5,+,03_TFO,03a_TF,TFIID-dominated,YER123W,YCK3,ST0931,404628.0,406781.0,2153.0
CHR13,+,03_TFO,03b_COF,TFIID-dominated,YMR061W,RNA14,ST2549,392737.0,394890.0,2153.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR043W,WHI2,ST3112,410289.0,412450.0,2161.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBR021W,FUR4,ST0114,281343.0,283512.0,2169.0
CHR10,+,03_TFO,03b_COF,TFIID-dominated,YJR002W,MPP10,ST1823,438846.0,441015.0,2169.0
CHR13,+,03_TFO,03a_TF,SAGA-dominated,YMR232W,FUS2,imputed,736856.0,739029.0,2173.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNL094W,APP1,ST2850,447344.0,449521.0,2177.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR398W,UTP5,ST0719,1267348.0,1269525.0,2177.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBL024W,NCL1,ST0086,172499.0,174684.0,2185.0
CHR6,+,03_TFO,03b_COF,TFIID-dominated,YFL047W,RGD2,ST0977,40424.0,42609.0,2185.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBR163W,EXO5,ST0197,565628.0,567821.0,2193.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR108W,TRS85,ST0546,671230.0,673439.0,2209.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR330W,CHS5,ST2339,787622.0,789831.0,2209.0
CHR10,+,03_TFO,03b_COF,TFIID-dominated,YJL083W,TAX4,ST1776,278764.0,280981.0,2217.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKL079W,SMY1,ST2000,286422.0,288647.0,2225.0
CHR13,+,03_TFO,03a_TF,TFIID-dominated,YMR198W,CIK1,ST2640,659473.0,661706.0,2233.0
CHR14,+,03_TFO,03b_COF,TFIID-dominated,YNL103W,MET4,ST2844,427568.0,429801.0,2233.0
CHR8,+,03_TFO,03a_TF,TFIID-dominated,YHR032W,ERC1,ST1435,173216.0,175457.0,2241.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGR145W,ENP2,ST1302,781725.0,783966.0,2241.0
CHR12,+,03_TFO,03b_COF,TFIID-dominated,YLR429W,CRN1,ST2397,990730.0,992971.0,2241.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGR054W,nan,ST1233,596526.0,598775.0,2249.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGL145W,TIP20,ST1109,230181.0,232446.0,2265.0
CHR9,+,03_TFO,03b_COF,TFIID-dominated,YIL144W,NDC80,ST1583,77984.0,80249.0,2265.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDL116W,NUP84,ST0426,251512.0,253785.0,2273.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGL086W,MAD1,ST1150,347167.0,349440.0,2273.0
CHR8,+,03_TFO,03b_COF,TFIID-dominated,YHR020W,nan,ST1423,143864.0,146137.0,2273.0
CHR3,+,03_TFO,03a_TF,TFIID-dominated,YCL057W,PRD1,ST0276,24752.0,27033.0,2281.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGL021W,ALK1,ST1187,454829.0,457110.0,2281.0
CHR9,+,03_TFO,03b_COF,TFIID-dominated,YIR003W,AIM21,ST1670,360747.0,363028.0,2281.0
CHR3,+,03_TFO,03b_COF,TFIID-dominated,YCL039W,GID7,ST0285,52624.0,54905.0,2281.0
CHR4,+,03_TFO,03a_TF,TFIID-dominated,YDR062W,LCB2,ST0523,576077.0,578365.0,2288.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKL126W,YPK1,ST1970,205493.0,207782.0,2289.0
CHR14,+,03_TFO,03a_TF,TFIID-dominated,YNL218W,MGS1,ST2775,238009.0,240298.0,2289.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOL017W,ESC8,ST3066,292440.0,294729.0,2289.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR172W,SUP35,ST0583,808262.0,810551.0,2289.0
CHR8,+,03_TFO,03b_COF,TFIID-dominated,YHR042W,NCP1,ST1443,190496.0,192793.0,2297.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR477W,SNF1,ST0766,1412084.0,1414389.0,2305.0
CHR2,+,03_TFO,03b_COF,TFIID-dominated,YBR131W,CCZ1,ST0175,497149.0,499462.0,2313.0
CHR7,+,03_TFO,03a_TF,TFIID-dominated,YGR266W,nan,ST1375,1022587.0,1024908.0,2321.0
CHR9,+,03_TFO,03b_COF,TFIID-dominated,YIL078W,THS1,ST1623,212451.0,214772.0,2321.0
CHR11,+,03_TFO,03a_TF,TFIID-dominated,YKL146W,AVT3,ST1957,171622.0,173951.0,2329.0
CHR4,+,03_TFO,03b_COF,TFIID-dominated,YDR221W,GTB1,ST0609,907320.0,909649.0,2329.0
CHR13,+,03_TFO,03b_COF,TFIID-dominated,YMR140W,SIP5,ST2597,547673.0,550002.0,2329.0
CHR9,+,03_TFO,03a_TF,TFIID-dominated,YIL009W,FAA3,ST1661,339339.0,341684.0,2345.0
CHR15,+,03_TFO,03a_TF,TFIID-dominated,YOR001W,RRP6,ST3079,326800.0,329145.0,2345.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGR186W,TFG1,ST1328,867757.0,870102.0,2345.0
CHR7,+,03_TFO,03b_COF,TFIID-dominated,YGL215W,CLG1,ST1066,87506.0,89853.0,2347.0
CHR2,+,03_TFO,03a_TF,TFIID-dominated,YBL097W,BRN1,ST0051,40787.0,43148.0,2361.0
CHR5,+,03_TFO,03b_COF,TFIID-dominated,YEL013W,VAC8,ST0842,128584.0,130945.0,2361.0
