seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
chrV,Xu_2009_CUTs,transcript,409129,409393,.,-,.,ID=ST4623;Name=CUT564;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0932;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT564
chrV,Xu_2009_CUTs,transcript,415777,416129,.,-,.,ID=ST4625;Name=CUT565;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT565
chrV,Xu_2009_CUTs,transcript,416129,416561,.,-,.,ID=ST4626;Name=CUT566;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0935;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT566
chrV,Xu_2009_CUTs,transcript,422189,422613,.,+,.,ID=ST0936;Name=CUT116;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT116
chrV,Xu_2009_CUTs,transcript,425237,425533,.,+,.,ID=ST0939;Name=CUT117;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4628;initiates_from_3NFR_of_and_same_strand_to=NA,CUT117
chrV,Xu_2009_CUTs,transcript,431225,431369,.,-,.,ID=ST4630;Name=CUT567;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT567
chrV,Xu_2009_CUTs,transcript,432553,432857,.,-,.,ID=ST4631;Name=CUT568;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT568
chrV,Xu_2009_CUTs,transcript,483318,484518,.,+,.,ID=ST0950;Name=CUT118;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4643;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4644;initiates_from_3NFR_of_and_same_strand_to=NA,CUT118
chrV,Xu_2009_CUTs,transcript,500394,500530,.,-,.,ID=ST4648;Name=CUT569;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0953;shares_5NFR_in_tandem_with=ST4647;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST4649,CUT569
chrV,Xu_2009_CUTs,transcript,500638,501334,.,+,.,"ID=ST0953;Name=CUT119;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4647,ST4648;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4649;initiates_from_3NFR_of_and_same_strand_to=NA",CUT119
chrV,Xu_2009_CUTs,transcript,509642,509818,.,-,.,ID=ST4651;Name=CUT570;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT570
chrV,Xu_2009_CUTs,transcript,544618,545066,.,-,.,ID=ST4660;Name=CUT571;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST0963;initiates_from_3NFR_of_and_same_strand_to=NA,CUT571
chrV,Xu_2009_CUTs,transcript,567042,567586,.,-,.,ID=ST4668;Name=CUT572;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT572
chrVI,Xu_2009_CUTs,transcript,23105,23329,.,+,.,ID=ST0974;Name=CUT120;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT120
chrVI,Xu_2009_CUTs,transcript,44745,46121,.,+,.,ID=ST0979;Name=CUT121;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT121
chrVI,Xu_2009_CUTs,transcript,81935,82127,.,-,.,ID=ST4685;Name=CUT573;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST0989;shares_5NFR_in_tandem_with=ST4684;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT573
chrVI,Xu_2009_CUTs,transcript,95103,95207,.,-,.,ID=ST4689;Name=CUT574;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST4688;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT574
chrVI,Xu_2009_CUTs,transcript,106927,107215,.,+,.,ID=ST0996;Name=CUT122;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT122
chrVI,Xu_2009_CUTs,transcript,118642,119170,.,-,.,ID=ST4698;Name=CUT575;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT575
chrVI,Xu_2009_CUTs,transcript,149418,149786,.,-,.,ID=ST4702;Name=CUT576;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1006;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1005;initiates_from_3NFR_of_and_same_strand_to=NA,CUT576
chrVI,Xu_2009_CUTs,transcript,194264,194536,.,-,.,ID=ST4713;Name=CUT577;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1017;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT577
chrVI,Xu_2009_CUTs,transcript,194536,196361,.,-,.,ID=ST4714;Name=CUT578;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1018;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT578
chrVI,Xu_2009_CUTs,transcript,245210,245906,.,-,.,ID=ST4733;Name=CUT579;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1030;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT579
chrVI,Xu_2009_CUTs,transcript,251850,252290,.,-,.,ID=ST4736;Name=CUT580;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1032;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT580
chrVI,Xu_2009_CUTs,transcript,261486,262270,.,+,.,ID=ST1034;Name=CUT123;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT123
chrVI,Xu_2009_CUTs,transcript,263318,263870,.,+,.,ID=ST1035;Name=CUT124;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT124
chrVI,Xu_2009_CUTs,transcript,263394,263850,.,-,.,ID=ST4739;Name=CUT581;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT581
chrVII,Xu_2009_CUTs,transcript,11909,12373,.,-,.,ID=ST4740;Name=CUT582;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT582
chrVII,Xu_2009_CUTs,transcript,21885,23349,.,-,.,ID=ST4743;Name=CUT583;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT583
chrVII,Xu_2009_CUTs,transcript,35013,35365,.,-,.,ID=ST4748;Name=CUT584;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1046;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT584
chrVII,Xu_2009_CUTs,transcript,55814,56190,.,-,.,ID=ST4753;Name=CUT585;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1054;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT585
chrVII,Xu_2009_CUTs,transcript,64306,64426,.,+,.,ID=ST1058;Name=CUT125;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT125
chrVII,Xu_2009_CUTs,transcript,94290,94450,.,-,.,ID=ST4765;Name=CUT586;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST4766;initiates_from_3NFR_of_and_opposite_strand_to=ST1069;initiates_from_3NFR_of_and_same_strand_to=NA,CUT586
chrVII,Xu_2009_CUTs,transcript,95141,95751,.,+,.,ID=ST1070;Name=CUT126;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT126
chrVII,Xu_2009_CUTs,transcript,97159,97303,.,+,.,ID=ST1072;Name=CUT127;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST1073;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT127
chrVII,Xu_2009_CUTs,transcript,130993,131305,.,-,.,ID=ST4774;Name=CUT587;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1080;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT587
chrVII,Xu_2009_CUTs,transcript,145353,145625,.,-,.,ID=ST4778;Name=CUT588;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT588
chrVII,Xu_2009_CUTs,transcript,147837,148229,.,+,.,ID=ST1083;Name=CUT128;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT128
chrVII,Xu_2009_CUTs,transcript,150665,150961,.,-,.,ID=ST4782;Name=CUT589;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST4783,CUT589
chrVII,Xu_2009_CUTs,transcript,153149,154221,.,+,.,ID=ST1084;Name=CUT129;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT129
chrVII,Xu_2009_CUTs,transcript,166725,166901,.,+,.,ID=ST1087;Name=CUT130;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT130
chrVII,Xu_2009_CUTs,transcript,166857,167481,.,-,.,ID=ST4789;Name=CUT590;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT590
chrVII,Xu_2009_CUTs,transcript,184173,185061,.,+,.,ID=ST1092;Name=CUT131;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT131
chrVII,Xu_2009_CUTs,transcript,209986,210594,.,-,.,ID=ST4798;Name=CUT591;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT591
chrVII,Xu_2009_CUTs,transcript,225910,226326,.,+,.,ID=ST1106;Name=CUT132;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT132
chrVII,Xu_2009_CUTs,transcript,228830,229558,.,+,.,ID=ST1108;Name=CUT133;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT133
chrVII,Xu_2009_CUTs,transcript,256178,257274,.,-,.,ID=ST4809;Name=CUT592;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT592
chrVII,Xu_2009_CUTs,transcript,269301,269725,.,+,.,ID=ST1117;Name=CUT134;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4811;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT134
chrVII,Xu_2009_CUTs,transcript,276745,277073,.,-,.,ID=ST4816;Name=CUT593;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT593
chrVII,Xu_2009_CUTs,transcript,280789,281309,.,+,.,ID=ST1121;Name=CUT135;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4817;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4818;initiates_from_3NFR_of_and_same_strand_to=NA,CUT135
chrVII,Xu_2009_CUTs,transcript,286045,286997,.,+,.,ID=ST1123;Name=CUT136;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST1122,CUT136
chrVII,Xu_2009_CUTs,transcript,286889,287177,.,-,.,ID=ST4820;Name=CUT594;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT594
chrVII,Xu_2009_CUTs,transcript,314212,314372,.,-,.,ID=ST4826;Name=CUT595;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1136;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1135;initiates_from_3NFR_of_and_same_strand_to=NA,CUT595
chrVII,Xu_2009_CUTs,transcript,337172,337588,.,-,.,ID=ST4830;Name=CUT596;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1145;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1144;initiates_from_3NFR_of_and_same_strand_to=NA,CUT596
chrVII,Xu_2009_CUTs,transcript,345292,345724,.,-,.,ID=ST4833;Name=CUT597;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1147;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT597
chrVII,Xu_2009_CUTs,transcript,346512,346648,.,+,.,ID=ST1148;Name=CUT137;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT137
chrVII,Xu_2009_CUTs,transcript,346648,346912,.,+,.,ID=ST1149;Name=CUT138;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT138
chrVII,Xu_2009_CUTs,transcript,357412,358364,.,-,.,ID=ST4837;Name=CUT598;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1155;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1154;initiates_from_3NFR_of_and_same_strand_to=NA,CUT598
chrVII,Xu_2009_CUTs,transcript,360224,361672,.,+,.,ID=ST1157;Name=CUT139;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4839;initiates_from_3NFR_of_and_same_strand_to=ST1156,CUT139
chrVII,Xu_2009_CUTs,transcript,366880,367296,.,+,.,ID=ST1159;Name=CUT140;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT140
chrVII,Xu_2009_CUTs,transcript,370244,370644,.,-,.,ID=ST4844;Name=CUT599;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT599
chrVII,Xu_2009_CUTs,transcript,375848,376008,.,+,.,ID=ST1163;Name=CUT141;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT141
chrVII,Xu_2009_CUTs,transcript,412621,413172,.,-,.,ID=ST4855;Name=CUT600;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT600
chrVII,Xu_2009_CUTs,transcript,420901,421349,.,+,.,ID=ST1178;Name=CUT142;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4857;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT142
chrVII,Xu_2009_CUTs,transcript,427237,427637,.,+,.,ID=ST1181;Name=CUT143;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4860;initiates_from_3NFR_of_and_same_strand_to=NA,CUT143
chrVII,Xu_2009_CUTs,transcript,439762,440602,.,-,.,ID=ST4865;Name=CUT601;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1185;initiates_from_3NFR_of_and_same_strand_to=NA,CUT601
chrVII,Xu_2009_CUTs,transcript,484190,484982,.,+,.,ID=ST1195;Name=CUT144;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT144
chrVII,Xu_2009_CUTs,transcript,507355,507971,.,-,.,ID=ST4885;Name=CUT602;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT602
chrVII,Xu_2009_CUTs,transcript,508767,509055,.,+,.,ID=ST1202;Name=CUT145;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT145
chrVII,Xu_2009_CUTs,transcript,515675,515899,.,-,.,ID=ST4888;Name=CUT603;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT603
chrVII,Xu_2009_CUTs,transcript,515899,516267,.,-,.,ID=ST4889;Name=CUT604;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT604
chrVII,Xu_2009_CUTs,transcript,525043,525611,.,-,.,ID=ST4892;Name=CUT605;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT605
chrVII,Xu_2009_CUTs,transcript,534995,535247,.,-,.,ID=ST4896;Name=CUT606;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT606
chrVII,Xu_2009_CUTs,transcript,545135,545351,.,+,.,ID=ST1216;Name=CUT146;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT146
chrVII,Xu_2009_CUTs,transcript,545831,546055,.,+,.,ID=ST1218;Name=CUT147;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT147
chrVII,Xu_2009_CUTs,transcript,559375,559567,.,+,.,ID=ST1223;Name=CUT148;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT148
chrVII,Xu_2009_CUTs,transcript,576075,576539,.,-,.,ID=ST4903;Name=CUT607;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT607
chrVII,Xu_2009_CUTs,transcript,605751,606119,.,+,.,ID=ST1236;Name=CUT149;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4912;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT149
chrVII,Xu_2009_CUTs,transcript,606731,607123,.,-,.,ID=ST4913;Name=CUT608;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT608
chrVII,Xu_2009_CUTs,transcript,608595,609099,.,-,.,ID=ST4914;Name=CUT609;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1238;initiates_from_3NFR_of_and_same_strand_to=NA,CUT609
chrVII,Xu_2009_CUTs,transcript,609799,609927,.,+,.,ID=ST1240;Name=CUT150;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST1239;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT150
chrVII,Xu_2009_CUTs,transcript,616327,617575,.,+,.,ID=ST1242;Name=CUT151;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST4915;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4916;initiates_from_3NFR_of_and_same_strand_to=NA,CUT151
