seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
chrXIV,rossi_2021_promoters,promoter,556780.0,557056.0,1,+,.,Name=GPI15;Desc=stable,YNL038W_NFR/NDR
chrX,rossi_2021_promoters,promoter,27618.0,28368.0,1,+,.,Name=HXT8;Desc=stable,YJL214W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,166127.0,166423.0,1,+,.,Name=RLP24;Desc=stable,YLR009W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,116797.0,117076.0,1,+,.,Name=nan;Desc=nan,YPL229W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,374167.0,374439.0,1,+,.,Name=nan;Desc=stable,YKL033W-A_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,613371.0,613639.0,1,+,.,Name=nan;Desc=stable,YNL010W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,393258.0,393567.0,1,+,.,Name=IMP3;Desc=fragile,YHR148W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,374279.0,374522.0,1,+,.,Name=MSL1;Desc=stable,YIR009W_NFR/NDR
chrX,rossi_2021_promoters,promoter,700617.0,700900.0,1,+,.,Name=MGM101;Desc=stable,YJR144W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,174815.0,175017.0,1,+,.,Name=OXR1;Desc=stable,YPL196W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1294384.0,1294701.0,1,+,.,Name=RRP17;Desc=fragile,YDR412W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,486607.0,486863.0,1,+,.,Name=LNP1;Desc=stable,YHR192W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,203151.0,203356.0,1,+,.,Name=nan;Desc=nan,YLR030W_NFR/NDR
chrII,rossi_2021_promoters,promoter,704255.0,704554.0,1,+,.,Name=nan;Desc=stable,YBR242W_NFR/NDR
chrI,rossi_2021_promoters,promoter,94428.0,94658.0,1,+,.,Name=SAW1;Desc=stable,YAL027W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,228652.0,228931.0,1,+,.,Name=APT1;Desc=fragile,YML022W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,618205.0,618514.0,1,+,.,Name=nan;Desc=stable,YMR178W_NFR/NDR
chrV,rossi_2021_promoters,promoter,121251.0,121506.0,1,+,.,Name=EAF5;Desc=stable,YEL018W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,579267.0,579491.0,1,+,.,Name=MTE1;Desc=nan,YGR042W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,762140.0,762437.0,1,+,.,Name=LSB1;Desc=fragile,YGR136W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,439079.0,439337.0,1,+,.,Name=THP2;Desc=stable,YHR167W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,135046.0,135262.0,1,+,.,Name=QDR1;Desc=stable,YIL120W_NFR/NDR
chrV,rossi_2021_promoters,promoter,400831.0,401142.0,1,+,.,Name=SCS2;Desc=fragile,YER120W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,1054962.0,1055119.0,1,+,.,Name=nan;Desc=stable,YLR456W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,493236.0,493517.0,1,+,.,Name=SHH4;Desc=stable,YLR164W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,174321.0,174564.0,1,+,.,Name=BUD13;Desc=stable,YGL174W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,556317.0,556532.0,1,+,.,Name=UTP30;Desc=stable,YKR060W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,680901.0,681257.0,1,+,.,Name=UBA3;Desc=stable,YPR066W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,99269.0,99568.0,1,+,.,Name=TRM8;Desc=stable,YDL201W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,48381.0,48656.0,1,+,.,Name=DOC1;Desc=stable,YGL240W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,853771.0,853992.0,1,+,.,Name=GRX8;Desc=nan,YLR364W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,530253.0,530427.0,1,+,.,Name=nan;Desc=stable,YOR111W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,13369.0,13574.0,1,+,.,Name=nan;Desc=stable,YHL044W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,149289.0,149452.0,1,+,.,Name=ECM12;Desc=nan,YHR021W-A_NFR/NDR
chrX,rossi_2021_promoters,promoter,53117.0,53357.0,1,+,.,Name=PRP21;Desc=nan,YJL203W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,641175.0,641380.0,1,+,.,Name=SYM1;Desc=stable,YLR251W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,333317.0,333607.0,1,+,.,Name=UTP23;Desc=stable,YOR004W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,486150.0,486428.0,1,+,.,Name=nan;Desc=stable,YPL034W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,518822.0,519119.0,1,+,.,Name=VAM3;Desc=stable,YOR106W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,847115.0,847400.0,1,+,.,Name=nan;Desc=stable,YOR283W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,868969.0,869183.0,1,+,.,Name=UAF30;Desc=stable,YOR295W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1146052.0,1146313.0,1,+,.,Name=MRPS28;Desc=stable,YDR337W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,288179.0,288443.0,1,+,.,Name=nan;Desc=stable,YGL117W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,1006080.0,1006356.0,1,+,.,Name=TSR2;Desc=stable,YLR435W_NFR/NDR
chrV,rossi_2021_promoters,promoter,525704.0,525999.0,1,+,.,Name=ADK2;Desc=stable,YER170W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,61857.0,62098.0,1,+,.,Name=TAN1;Desc=stable,YGL232W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,44806.0,45085.0,1,+,.,Name=CTK3;Desc=stable,YML112W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,666755.0,667030.0,1,+,.,Name=ARP10;Desc=nan,YDR106W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,458492.0,458779.0,1,+,.,Name=OAZ1;Desc=fragile,YPL052W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,349252.0,349629.0,1,+,.,Name=LCL3;Desc=stable,YGL085W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,527338.0,527670.0,1,+,.,Name=nan;Desc=fragile,YGR021W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,91207.0,91492.0,1,+,.,Name=VAM7;Desc=nan,YGL212W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,942791.0,942962.0,1,+,.,Name=nan;Desc=nan,YPR202W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,755039.0,755344.0,1,+,.,Name=RCN2;Desc=stable,YOR220W_NFR/NDR
chrI,rossi_2021_promoters,promoter,158633.0,158918.0,1,+,.,Name=SEN34;Desc=stable,YAR008W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,490071.0,490343.0,1,+,.,Name=RNH201;Desc=stable,YNL072W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,142541.0,142830.0,1,+,.,Name=TRM10;Desc=stable,YOL093W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1144846.0,1145104.0,1,+,.,Name=MRX8;Desc=stable,YDR336W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,457886.0,458109.0,1,+,.,Name=CKB1;Desc=stable,YGL019W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,126063.0,126216.0,1,+,.,Name=AYR1;Desc=stable,YIL124W_NFR/NDR
chrX,rossi_2021_promoters,promoter,184253.0,184521.0,1,+,.,Name=NIT2;Desc=stable,YJL126W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,768832.0,769008.0,1,+,.,Name=PDR18;Desc=nan,YNR070W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,786195.0,786424.0,1,+,.,Name=REC102;Desc=nan,YLR329W_NFR/NDR
chrX,rossi_2021_promoters,promoter,144881.0,145154.0,1,+,.,Name=SFH5;Desc=fragile,YJL145W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,928509.0,928769.0,1,+,.,Name=SEI1;Desc=stable,YLR404W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,304983.0,305301.0,1,+,.,Name=TAF14;Desc=fragile,YPL129W_NFR/NDR
chrII,rossi_2021_promoters,promoter,675123.0,675391.0,1,+,.,Name=SLX1;Desc=stable,YBR228W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,351212.0,351442.0,1,+,.,Name=nan;Desc=stable,YDL057W_NFR/NDR
chrVI,rossi_2021_promoters,promoter,160266.0,160549.0,1,+,.,Name=FAR7;Desc=stable,YFR008W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,675816.0,676566.0,1,+,.,Name=TPC1;Desc=fragile,YGR096W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,781816.0,782087.0,1,+,.,Name=nan;Desc=stable,YLR326W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,172975.0,173188.0,1,+,.,Name=AIM32;Desc=stable,YML050W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,531623.0,532097.0,1,+,.,Name=nan;Desc=stable,YMR130W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,783505.0,783724.0,1,+,.,Name=nan;Desc=stable,YOR238W_NFR/NDR
chrV,rossi_2021_promoters,promoter,200826.0,201108.0,1,+,.,Name=PRO3;Desc=stable,YER023W_NFR/NDR
chrII,rossi_2021_promoters,promoter,42397.0,43147.0,1,+,.,Name=MRX3;Desc=fragile,YBL095W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,480714.0,481004.0,1,+,.,Name=IKI1;Desc=stable,YHR187W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,574121.0,574387.0,1,+,.,Name=SIW14;Desc=stable,YNL032W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,437469.0,437749.0,1,+,.,Name=DID4;Desc=stable,YKL002W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,707090.0,707389.0,1,+,.,Name=NNT1;Desc=fragile,YLR285W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,94893.0,95179.0,1,+,.,Name=CUS2;Desc=stable,YNL286W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,672279.0,672497.0,1,+,.,Name=BRR1;Desc=stable,YPR057W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,682458.0,682632.0,1,+,.,Name=CMG1;Desc=nan,YLR271W_NFR/NDR
chrII,rossi_2021_promoters,promoter,650033.0,650338.0,1,+,.,Name=MET8;Desc=nan,YBR213W_NFR/NDR
chrII,rossi_2021_promoters,promoter,721123.0,721384.0,1,+,.,Name=MRPS5;Desc=stable,YBR251W_NFR/NDR
chrIII,rossi_2021_promoters,promoter,143371.0,143654.0,1,+,.,Name=nan;Desc=stable,YCR016W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,216048.0,216288.0,1,+,.,Name=PEX14;Desc=stable,YGL153W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1036962.0,1037202.0,1,+,.,Name=NSE3;Desc=stable,YDR288W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,244199.0,244460.0,1,+,.,Name=IES2;Desc=stable,YNL215W_NFR/NDR
chrVI,rossi_2021_promoters,promoter,207013.0,207198.0,1,+,.,Name=ECO1;Desc=stable,YFR027W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,911616.0,911890.0,1,+,.,Name=SER2;Desc=stable,YGR208W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1258435.0,1258694.0,1,+,.,Name=SPT3;Desc=nan,YDR392W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,848222.0,848478.0,1,+,.,Name=HUA2;Desc=stable,YOR284W_NFR/NDR
chrVI,rossi_2021_promoters,promoter,47722.0,47915.0,1,+,.,Name=nan;Desc=nan,YFL041W-A_NFR/NDR
chrIX,rossi_2021_promoters,promoter,216423.0,216693.0,1,+,.,Name=SEC28;Desc=stable,YIL076W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,195407.0,195573.0,1,+,.,Name=nan;Desc=nan,YIL089W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,658459.0,658669.0,1,+,.,Name=MED4;Desc=stable,YOR174W_NFR/NDR
chrII,rossi_2021_promoters,promoter,559695.0,560039.0,1,+,.,Name=CDC28;Desc=stable,YBR160W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,197868.0,198143.0,1,+,.,Name=SUT1;Desc=stable,YGL162W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,111842.0,112098.0,1,+,.,Name=nan;Desc=stable,YOL107W_NFR/NDR
chrV,rossi_2021_promoters,promoter,188040.0,188306.0,1,+,.,Name=BIM1;Desc=stable,YER016W_NFR/NDR
chrX,rossi_2021_promoters,promoter,610859.0,611090.0,1,+,.,Name=nan;Desc=stable,YJR096W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,623921.0,624186.0,1,+,.,Name=GPN3;Desc=stable,YLR243W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,222869.0,223137.0,1,+,.,Name=MRPL40;Desc=stable,YPL173W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,688001.0,688195.0,1,+,.,Name=nan;Desc=stable,YPR071W_NFR/NDR
chrII,rossi_2021_promoters,promoter,738314.0,738586.0,1,+,.,Name=TSC10;Desc=stable,YBR265W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,267521.0,267775.0,1,+,.,Name=KIN28;Desc=stable,YDL108W_NFR/NDR
chrV,rossi_2021_promoters,promoter,565331.0,565564.0,1,+,.,Name=nan;Desc=nan,YER187W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,490354.0,490635.0,1,+,.,Name=NVJ1;Desc=stable,YHR195W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,752999.0,753264.0,1,+,.,Name=nan;Desc=stable,YPR114W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,378891.0,379641.0,1,+,.,Name=BUB3;Desc=nan,YOR026W_NFR/NDR
chrII,rossi_2021_promoters,promoter,583376.0,583649.0,1,+,.,Name=ECM31;Desc=stable,YBR176W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,583460.0,583715.0,1,+,.,Name=DOS2;Desc=stable,YDR068W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,479170.0,479524.0,1,+,.,Name=WHI5;Desc=nan,YOR083W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,85977.0,86248.0,1,+,.,Name=RFC3;Desc=stable,YNL290W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,366736.0,366917.0,1,+,.,Name=PNG1;Desc=stable,YPL096W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,895738.0,896006.0,1,+,.,Name=AOS1;Desc=stable,YPR180W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,506710.0,506993.0,1,+,.,Name=ECT1;Desc=stable,YGR007W_NFR/NDR
chrX,rossi_2021_promoters,promoter,192215.0,192496.0,1,+,.,Name=PHO86;Desc=stable,YJL117W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,177402.0,177658.0,1,+,.,Name=MEU1;Desc=stable,YLR017W_NFR/NDR
chrVI,rossi_2021_promoters,promoter,241836.0,242011.0,1,+,.,Name=nan;Desc=stable,YFR045W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,276272.0,276571.0,1,+,.,Name=GVP36;Desc=stable,YIL041W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,932508.0,932813.0,1,+,.,Name=nan;Desc=fragile,YLR407W_NFR/NDR
chrII,rossi_2021_promoters,promoter,423591.0,423784.0,1,+,.,Name=RFC5;Desc=stable,YBR087W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,626893.0,627166.0,1,+,.,Name=ERF2;Desc=stable,YLR246W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,562913.0,563128.0,1,+,.,Name=YIM1;Desc=stable,YMR152W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,724380.0,724633.0,1,+,.,Name=MTF1;Desc=stable,YMR228W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,401333.0,401538.0,1,+,.,Name=CYC2;Desc=stable,YOR037W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,673445.0,673724.0,1,+,.,Name=YMC1;Desc=stable,YPR058W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,222992.0,223244.0,1,+,.,Name=GPM3;Desc=stable,YOL056W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,478970.0,479243.0,1,+,.,Name=nan;Desc=stable,YPL039W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,857940.0,858169.0,1,+,.,Name=COQ4;Desc=stable,YDR204W_NFR/NDR
chrVI,rossi_2021_promoters,promoter,158924.0,159282.0,1,+,.,Name=YFH7;Desc=stable,YFR007W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,827259.0,827543.0,1,+,.,Name=GTR2;Desc=stable,YGR163W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,995359.0,995651.0,1,+,.,Name=NOP19;Desc=stable,YGR251W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,326283.0,326597.0,1,+,.,Name=MRP51;Desc=fragile,YPL118W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,904482.0,904743.0,1,+,.,Name=DIA1;Desc=stable,YMR316W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,996732.0,997131.0,1,+,.,Name=TFB6;Desc=stable,YOR352W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,185198.0,185492.0,1,+,.,Name=VPS75;Desc=fragile,YNL246W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,674664.0,674928.0,1,+,.,Name=BUD17;Desc=nan,YNR027W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,24837.0,25017.0,1,+,.,Name=SAM4;Desc=fragile,YPL273W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1035552.0,1035843.0,1,+,.,Name=INM2;Desc=stable,YDR287W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1213596.0,1213898.0,1,+,.,Name=YPR1;Desc=stable,YDR368W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,32009.0,32315.0,1,+,.,Name=PHO13;Desc=stable,YDL236W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,230763.0,230948.0,1,+,.,Name=HTD2;Desc=stable,YHR067W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,325386.0,325591.0,1,+,.,Name=TRR2;Desc=stable,YHR106W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,301327.0,301591.0,1,+,.,Name=COX11;Desc=stable,YPL132W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,283145.0,283423.0,1,+,.,Name=BUG1;Desc=stable,YDL099W_NFR/NDR
chrV,rossi_2021_promoters,promoter,414186.0,414505.0,1,+,.,Name=LCP5;Desc=fragile,YER127W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,159173.0,159445.0,1,+,.,Name=THR1;Desc=stable,YHR025W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,246851.0,247137.0,1,+,.,Name=PEX15;Desc=fragile,YOL044W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1019058.0,1019322.0,1,+,.,Name=RNH202;Desc=stable,YDR279W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,693092.0,693360.0,1,+,.,Name=PCP1;Desc=stable,YGR101W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1339367.0,1339627.0,1,+,.,Name=LRS4;Desc=stable,YDR439W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,405377.0,405662.0,1,+,.,Name=CKB2;Desc=fragile,YOR039W_NFR/NDR
chrX,rossi_2021_promoters,promoter,567391.0,567667.0,1,+,.,Name=RFC2;Desc=stable,YJR068W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,856792.0,856998.0,1,+,.,Name=JNM1;Desc=stable,YMR294W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,702844.0,703272.0,1,+,.,Name=SWF1;Desc=nan,YDR126W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,605942.0,606169.0,1,+,.,Name=PEF1;Desc=stable,YGR058W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,333496.0,333795.0,1,+,.,Name=TIR3;Desc=fragile,YIL011W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,327265.0,327505.0,1,+,.,Name=TAP42;Desc=stable,YMR028W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,801285.0,801719.0,1,+,.,Name=PPA2;Desc=stable,YMR267W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,936296.0,936513.0,1,+,.,Name=MRPL7;Desc=stable,YDR237W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,2656.0,2820.0,1,+,.,Name=COS12;Desc=nan,YGL263W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,583338.0,583612.0,1,+,.,Name=MSA2;Desc=stable,YKR077W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,138476.0,138738.0,1,+,.,Name=YSC83;Desc=stable,YHR017W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,15538.0,15854.0,1,+,.,Name=nan;Desc=nan,YHL042W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,276532.0,276805.0,1,+,.,Name=IPI1;Desc=fragile,YHR085W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,757047.0,757193.0,1,+,.,Name=nan;Desc=stable,YMR244W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,403876.0,404120.0,1,+,.,Name=SWD2;Desc=stable,YKL018W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1270643.0,1271031.0,1,+,.,Name=URH1;Desc=stable,YDR400W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,439298.0,439628.0,1,+,.,Name=PTC1;Desc=stable,YDL006W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,647055.0,647320.0,1,+,.,Name=TIP41;Desc=stable,YPR040W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,481691.0,482028.0,1,+,.,Name=OST3;Desc=fragile,YOR085W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,383008.0,383259.0,1,+,.,Name=YDC1;Desc=stable,YPL087W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1003525.0,1003988.0,1,+,.,Name=MSW1;Desc=stable,YDR268W_NFR/NDR
chrX,rossi_2021_promoters,promoter,695722.0,695928.0,1,+,.,Name=IPA1;Desc=stable,YJR141W_NFR/NDR
chrII,rossi_2021_promoters,promoter,289140.0,289380.0,1,+,.,Name=SCO2;Desc=stable,YBR024W_NFR/NDR
chrII,rossi_2021_promoters,promoter,558419.0,558696.0,1,+,.,Name=IFA38;Desc=stable,YBR159W_NFR/NDR
chrV,rossi_2021_promoters,promoter,146743.0,146966.0,1,+,.,Name=YEA4;Desc=stable,YEL004W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,54983.0,55236.0,1,+,.,Name=RRD1;Desc=stable,YIL153W_NFR/NDR
chrI,rossi_2021_promoters,promoter,168981.0,169307.0,1,+,.,Name=ADE1;Desc=fragile,YAR015W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,653152.0,653430.0,1,+,.,Name=SMM1;Desc=stable,YNR015W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1383479.0,1383735.0,1,+,.,Name=TFB3;Desc=stable,YDR460W_NFR/NDR
chrII,rossi_2021_promoters,promoter,92158.0,92419.0,1,+,.,Name=PRS4;Desc=stable,YBL068W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,423425.0,423721.0,1,+,.,Name=RRN5;Desc=stable,YLR141W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,268749.0,268926.0,1,+,.,Name=MSS2;Desc=stable,YDL107W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,634059.0,634294.0,1,+,.,Name=UPF3;Desc=stable,YGR072W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,312552.0,312877.0,1,+,.,Name=RPB3;Desc=stable,YIL021W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1497940.0,1498195.0,1,+,.,Name=CAB1;Desc=stable,YDR531W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,670857.0,671143.0,1,+,.,Name=TFB4;Desc=stable,YPR056W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,929557.0,929839.0,1,+,.,Name=DUS4;Desc=stable,YLR405W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,739975.0,740241.0,1,+,.,Name=RNH1;Desc=stable,YMR234W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,346048.0,346328.0,1,+,.,Name=INN1;Desc=stable,YNL152W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,464571.0,464770.0,1,+,.,Name=nan;Desc=nan,YHR180W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,596753.0,597025.0,1,+,.,Name=PPH3;Desc=stable,YDR075W_NFR/NDR
chrX,rossi_2021_promoters,promoter,104713.0,104977.0,1,+,.,Name=ERG20;Desc=stable,YJL167W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,963512.0,963790.0,1,+,.,Name=URA4;Desc=stable,YLR420W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,709868.0,710112.0,1,+,.,Name=SUA7;Desc=stable,YPR086W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,423590.0,423849.0,1,+,.,Name=nan;Desc=stable,YGL039W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,1026683.0,1026863.0,1,+,.,Name=RAD17;Desc=stable,YOR368W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,229965.0,230208.0,1,+,.,Name=AIM39;Desc=stable,YOL053W_NFR/NDR
chrII,rossi_2021_promoters,promoter,165752.0,166044.0,1,+,.,Name=nan;Desc=stable,YBL029W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1436654.0,1436938.0,1,+,.,Name=RSM28;Desc=stable,YDR494W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,1076482.0,1076770.0,1,+,.,Name=FEX1;Desc=nan,YOR390W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,559314.0,559653.0,1,+,.,Name=TFA2;Desc=fragile,YKR062W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,233213.0,233496.0,1,+,.,Name=OST6;Desc=stable,YML019W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,645387.0,645671.0,1,+,.,Name=SPG5;Desc=stable,YMR191W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,635280.0,635558.0,1,+,.,Name=SWM2;Desc=nan,YNR004W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,250922.0,251129.0,1,+,.,Name=PTC7;Desc=stable,YHR076W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,818580.0,818844.0,1,+,.,Name=DSK2;Desc=stable,YMR276W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,322032.0,322314.0,1,+,.,Name=GEP5;Desc=stable,YLR091W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1321912.0,1322227.0,1,+,.,Name=RPN9;Desc=fragile,YDR427W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,375856.0,376101.0,1,+,.,Name=NPY1;Desc=stable,YGL067W_NFR/NDR
