seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
V,van_Dijk_2011,ncRNA,463439,463845,3.428585667,+,.,ID=5F-222;Name=XUT_5F-222;xrn1_to_WT_log2_ratio=3.42858566670784;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-222
V,van_Dijk_2011,ncRNA,464240,464983,2.990527699,+,.,ID=5F-223;Name=XUT_5F-223;xrn1_to_WT_log2_ratio=2.99052769886311;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-223
V,van_Dijk_2011,ncRNA,489147,489580,6.917085328,+,.,ID=5F-233;Name=XUT_5F-233;xrn1_to_WT_log2_ratio=6.9170853279277;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-233
V,van_Dijk_2011,ncRNA,503069,503910,2.615367553,+,.,ID=5F-238;Name=XUT_5F-238;xrn1_to_WT_log2_ratio=2.61536755263779;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-238
V,van_Dijk_2011,ncRNA,503957,504971,2.733681315,+,.,ID=5F-239;Name=XUT_5F-239;xrn1_to_WT_log2_ratio=2.733681314998;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-239
V,van_Dijk_2011,ncRNA,539760,540485,3.086523015,+,.,ID=5F-248;Name=XUT_5F-248;xrn1_to_WT_log2_ratio=3.08652301470877;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-248
V,van_Dijk_2011,ncRNA,554075,557081,3.461622023,+,.,ID=5F-255;Name=XUT_5F-255;xrn1_to_WT_log2_ratio=3.46162202315361;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-255
V,van_Dijk_2011,ncRNA,558752,559156,3.943445914,+,.,ID=5F-256;Name=XUT_5F-256;xrn1_to_WT_log2_ratio=3.9434459144646;desc=Xrn1-sensitive_unstable_transcript,XUT_5F-256
V,van_Dijk_2011,ncRNA,8379,9843,2.695616986,-,.,ID=5R-11;Name=XUT_5R-11;xrn1_to_WT_log2_ratio=2.69561698600763;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-11
V,van_Dijk_2011,ncRNA,10436,11362,2.412653151,-,.,ID=5R-12;Name=XUT_5R-12;xrn1_to_WT_log2_ratio=2.41265315122222;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-12
V,van_Dijk_2011,ncRNA,46402,47242,2.22309342,-,.,ID=5R-26;Name=XUT_5R-26;xrn1_to_WT_log2_ratio=2.22309341958465;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-26
V,van_Dijk_2011,ncRNA,62634,63977,3.256448016,-,.,ID=5R-36;Name=XUT_5R-36;xrn1_to_WT_log2_ratio=3.25644801615109;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-36
V,van_Dijk_2011,ncRNA,75956,77497,4.008274978,-,.,ID=5R-40;Name=XUT_5R-40;xrn1_to_WT_log2_ratio=4.00827497815582;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-40
V,van_Dijk_2011,ncRNA,98365,99707,3.988013075,-,.,ID=5R-48;Name=XUT_5R-48;xrn1_to_WT_log2_ratio=3.98801307532186;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-48
V,van_Dijk_2011,ncRNA,147619,148010,2.701982943,-,.,ID=5R-72;Name=XUT_5R-72;xrn1_to_WT_log2_ratio=2.70198294252173;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-72
V,van_Dijk_2011,ncRNA,151068,151419,4.362496476,-,.,ID=5R-74;Name=XUT_5R-74;xrn1_to_WT_log2_ratio=4.36249647625007;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-74
V,van_Dijk_2011,ncRNA,151489,151894,3.12398439,-,.,ID=5R-75;Name=XUT_5R-75;xrn1_to_WT_log2_ratio=3.12398438955034;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-75
V,van_Dijk_2011,ncRNA,156054,156526,3.223622655,-,.,ID=5R-76;Name=XUT_5R-76;xrn1_to_WT_log2_ratio=3.22362265474865;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-76
V,van_Dijk_2011,ncRNA,161377,162485,2.900071474,-,.,ID=5R-81;Name=XUT_5R-81;xrn1_to_WT_log2_ratio=2.90007147444144;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-81
V,van_Dijk_2011,ncRNA,175630,177624,4.57644189,-,.,ID=5R-90-m;Name=XUT_5R-90-m;xrn1_to_WT_log2_ratio=4.57644189026442;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-90-m
V,van_Dijk_2011,ncRNA,186890,188144,4.374050137,-,.,ID=5R-93;Name=XUT_5R-93;xrn1_to_WT_log2_ratio=4.37405013737031;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-93
V,van_Dijk_2011,ncRNA,202479,204665,2.090321417,-,.,ID=5R-97;Name=XUT_5R-97;xrn1_to_WT_log2_ratio=2.0903214165598;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-97
V,van_Dijk_2011,ncRNA,241935,242628,2.263990931,-,.,ID=5R-111;Name=XUT_5R-111;xrn1_to_WT_log2_ratio=2.26399093129764;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-111
V,van_Dijk_2011,ncRNA,248478,249872,2.378747631,-,.,ID=5R-115;Name=XUT_5R-115;xrn1_to_WT_log2_ratio=2.37874763126281;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-115
V,van_Dijk_2011,ncRNA,268366,269097,4.064642516,-,.,ID=5R-126;Name=XUT_5R-126;xrn1_to_WT_log2_ratio=4.06464251634156;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-126
V,van_Dijk_2011,ncRNA,273831,277897,2.762837464,-,.,ID=5R-129;Name=XUT_5R-129;xrn1_to_WT_log2_ratio=2.76283746432221;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-129
V,van_Dijk_2011,ncRNA,284412,284905,4.414584987,-,.,ID=5R-135;Name=XUT_5R-135;xrn1_to_WT_log2_ratio=4.41458498739852;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-135
V,van_Dijk_2011,ncRNA,290927,291572,3.762427083,-,.,ID=5R-139;Name=XUT_5R-139;xrn1_to_WT_log2_ratio=3.7624270831387;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-139
V,van_Dijk_2011,ncRNA,298083,298396,3.405708543,-,.,ID=5R-142;Name=XUT_5R-142;xrn1_to_WT_log2_ratio=3.40570854307136;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-142
V,van_Dijk_2011,ncRNA,302669,303192,1.650978088,-,.,ID=5R-144;Name=XUT_5R-144;xrn1_to_WT_log2_ratio=1.65097808804429;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-144
V,van_Dijk_2011,ncRNA,313837,314177,4.353883346,-,.,ID=5R-148;Name=XUT_5R-148;xrn1_to_WT_log2_ratio=4.35388334594536;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-148
V,van_Dijk_2011,ncRNA,318864,319572,2.472469318,-,.,ID=5R-151;Name=XUT_5R-151;xrn1_to_WT_log2_ratio=2.4724693182752;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-151
V,van_Dijk_2011,ncRNA,361959,362253,3.269387072,-,.,ID=5R-165;Name=XUT_5R-165;xrn1_to_WT_log2_ratio=3.26938707185858;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-165
V,van_Dijk_2011,ncRNA,363698,364287,4.008000519,-,.,ID=5R-166;Name=XUT_5R-166;xrn1_to_WT_log2_ratio=4.00800051890627;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-166
V,van_Dijk_2011,ncRNA,366509,367113,2.118012467,-,.,ID=5R-168;Name=XUT_5R-168;xrn1_to_WT_log2_ratio=2.11801246678805;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-168
V,van_Dijk_2011,ncRNA,402206,402600,3.601962411,-,.,ID=5R-182;Name=XUT_5R-182;xrn1_to_WT_log2_ratio=3.60196241094545;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-182
V,van_Dijk_2011,ncRNA,431784,432278,4.663784805,-,.,ID=5R-192;Name=XUT_5R-192;xrn1_to_WT_log2_ratio=4.66378480507839;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-192
V,van_Dijk_2011,ncRNA,434929,435670,3.205440155,-,.,ID=5R-194;Name=XUT_5R-194;xrn1_to_WT_log2_ratio=3.20544015507873;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-194
V,van_Dijk_2011,ncRNA,468591,468906,1.362496476,-,.,ID=5R-205;Name=XUT_5R-205;xrn1_to_WT_log2_ratio=1.36249647625007;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-205
V,van_Dijk_2011,ncRNA,474986,475322,1.467466036,-,.,ID=5R-207;Name=XUT_5R-207;xrn1_to_WT_log2_ratio=1.46746603585161;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-207
V,van_Dijk_2011,ncRNA,488067,488578,4.041359116,-,.,ID=5R-211;Name=XUT_5R-211;xrn1_to_WT_log2_ratio=4.0413591158527;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-211
V,van_Dijk_2011,ncRNA,498375,498814,4.123885544,-,.,ID=5R-216;Name=XUT_5R-216;xrn1_to_WT_log2_ratio=4.12388554435549;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-216
V,van_Dijk_2011,ncRNA,525961,526414,2.236965594,-,.,ID=5R-225;Name=XUT_5R-225;xrn1_to_WT_log2_ratio=2.23696559416621;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-225
V,van_Dijk_2011,ncRNA,527054,527345,2.762427083,-,.,ID=5R-227;Name=XUT_5R-227;xrn1_to_WT_log2_ratio=2.7624270831387;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-227
V,van_Dijk_2011,ncRNA,541963,542740,4.69547976,-,.,ID=5R-230;Name=XUT_5R-230;xrn1_to_WT_log2_ratio=4.69547975964642;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-230
V,van_Dijk_2011,ncRNA,542758,544353,2.335729567,-,.,ID=5R-232;Name=XUT_5R-232;xrn1_to_WT_log2_ratio=2.33572956668728;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-232
V,van_Dijk_2011,ncRNA,548729,549335,3.375121015,-,.,ID=5R-239;Name=XUT_5R-239;xrn1_to_WT_log2_ratio=3.37512101511512;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-239
V,van_Dijk_2011,ncRNA,560685,560950,2.762103935,-,.,ID=5R-245;Name=XUT_5R-245;xrn1_to_WT_log2_ratio=2.7621039349593;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-245
V,van_Dijk_2011,ncRNA,565695,566430,2.5029777,-,.,ID=5R-247;Name=XUT_5R-247;xrn1_to_WT_log2_ratio=2.5029776997999;desc=Xrn1-sensitive_unstable_transcript,XUT_5R-247
VI,van_Dijk_2011,ncRNA,19834,20110,3.419080005,+,.,ID=6F-9;Name=XUT_6F-9;xrn1_to_WT_log2_ratio=3.41908000461643;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-9
VI,van_Dijk_2011,ncRNA,30375,31167,3.081551873,+,.,ID=6F-13;Name=XUT_6F-13;xrn1_to_WT_log2_ratio=3.0815518725585;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-13
VI,van_Dijk_2011,ncRNA,31493,32436,2.938181163,+,.,ID=6F-15;Name=XUT_6F-15;xrn1_to_WT_log2_ratio=2.93818116338321;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-15
VI,van_Dijk_2011,ncRNA,54826,55430,3.096103058,+,.,ID=6F-22;Name=XUT_6F-22;xrn1_to_WT_log2_ratio=3.09610305832636;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-22
VI,van_Dijk_2011,ncRNA,72665,73031,4.831265959,+,.,ID=6F-28;Name=XUT_6F-28;xrn1_to_WT_log2_ratio=4.8312659594667;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-28
VI,van_Dijk_2011,ncRNA,78684,79339,3.788761231,+,.,ID=6F-34;Name=XUT_6F-34;xrn1_to_WT_log2_ratio=3.78876123095216;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-34
VI,van_Dijk_2011,ncRNA,97969,98637,2.622732249,+,.,ID=6F-39;Name=XUT_6F-39;xrn1_to_WT_log2_ratio=2.62273224873119;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-39
VI,van_Dijk_2011,ncRNA,104089,104541,3.923890506,+,.,ID=6F-46;Name=XUT_6F-46;xrn1_to_WT_log2_ratio=3.92389050583282;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-46
VI,van_Dijk_2011,ncRNA,111498,112317,3.636330283,+,.,ID=6F-52;Name=XUT_6F-52;xrn1_to_WT_log2_ratio=3.63633028293638;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-52
VI,van_Dijk_2011,ncRNA,134881,135417,3.329329612,+,.,ID=6F-62;Name=XUT_6F-62;xrn1_to_WT_log2_ratio=3.32932961231487;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-62
VI,van_Dijk_2011,ncRNA,193522,193875,3.270285667,+,.,ID=6F-83;Name=XUT_6F-83;xrn1_to_WT_log2_ratio=3.27028566736623;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-83
VI,van_Dijk_2011,ncRNA,205913,207012,4.948824519,+,.,ID=6F-87;Name=XUT_6F-87;xrn1_to_WT_log2_ratio=4.94882451899545;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-87
VI,van_Dijk_2011,ncRNA,252027,252344,1.982648405,+,.,ID=6F-104;Name=XUT_6F-104;xrn1_to_WT_log2_ratio=1.98264840543352;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-104
VI,van_Dijk_2011,ncRNA,256447,256917,2.837276059,+,.,ID=6F-106;Name=XUT_6F-106;xrn1_to_WT_log2_ratio=2.8372760592208;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-106
VI,van_Dijk_2011,ncRNA,257462,258249,2.439312073,+,.,ID=6F-108;Name=XUT_6F-108;xrn1_to_WT_log2_ratio=2.4393120733009;desc=Xrn1-sensitive_unstable_transcript,XUT_6F-108
VI,van_Dijk_2011,ncRNA,856,1195,2.341737916,-,.,ID=6R-1;Name=XUT_6R-1;xrn1_to_WT_log2_ratio=2.34173791608327;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-1
VI,van_Dijk_2011,ncRNA,8805,9258,3.423897021,-,.,ID=6R-7;Name=XUT_6R-7;xrn1_to_WT_log2_ratio=3.42389702091421;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-7
VI,van_Dijk_2011,ncRNA,23555,25508,2.738644962,-,.,ID=6R-13;Name=XUT_6R-13;xrn1_to_WT_log2_ratio=2.73864496213531;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-13
VI,van_Dijk_2011,ncRNA,26056,27917,3.201700264,-,.,ID=6R-17;Name=XUT_6R-17;xrn1_to_WT_log2_ratio=3.20170026434701;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-17
VI,van_Dijk_2011,ncRNA,76509,77851,3.370469635,-,.,ID=6R-28;Name=XUT_6R-28;xrn1_to_WT_log2_ratio=3.37046963462658;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-28
VI,van_Dijk_2011,ncRNA,95282,95738,3.821928095,-,.,ID=6R-35;Name=XUT_6R-35;xrn1_to_WT_log2_ratio=3.82192809488736;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-35
VI,van_Dijk_2011,ncRNA,96824,98063,2.956504117,-,.,ID=6R-39;Name=XUT_6R-39;xrn1_to_WT_log2_ratio=2.95650411657423;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-39
VI,van_Dijk_2011,ncRNA,111127,111782,2.847923303,-,.,ID=6R-50;Name=XUT_6R-50;xrn1_to_WT_log2_ratio=2.84792330342031;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-50
VI,van_Dijk_2011,ncRNA,128311,130020,2.250667875,-,.,ID=6R-53;Name=XUT_6R-53;xrn1_to_WT_log2_ratio=2.25066787451199;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-53
VI,van_Dijk_2011,ncRNA,158101,159136,3.614279747,-,.,ID=6R-65;Name=XUT_6R-65;xrn1_to_WT_log2_ratio=3.61427974710915;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-65
VI,van_Dijk_2011,ncRNA,159159,160101,3.659065121,-,.,ID=6R-66;Name=XUT_6R-66;xrn1_to_WT_log2_ratio=3.65906512114331;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-66
VI,van_Dijk_2011,ncRNA,194075,194337,2.405565198,-,.,ID=6R-81;Name=XUT_6R-81;xrn1_to_WT_log2_ratio=2.40556519814195;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-81
VI,van_Dijk_2011,ncRNA,194617,195002,4.520925839,-,.,ID=6R-82;Name=XUT_6R-82;xrn1_to_WT_log2_ratio=4.52092583885455;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-82
VI,van_Dijk_2011,ncRNA,196907,197324,3.3397764,-,.,ID=6R-86;Name=XUT_6R-86;xrn1_to_WT_log2_ratio=3.33977639974998;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-86
VI,van_Dijk_2011,ncRNA,213033,213462,3.423192408,-,.,ID=6R-94;Name=XUT_6R-94;xrn1_to_WT_log2_ratio=3.42319240793762;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-94
VI,van_Dijk_2011,ncRNA,241545,241891,4.72444025,-,.,ID=6R-108;Name=XUT_6R-108;xrn1_to_WT_log2_ratio=4.72444024998531;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-108
VI,van_Dijk_2011,ncRNA,259436,259766,1.63667144,-,.,ID=6R-114;Name=XUT_6R-114;xrn1_to_WT_log2_ratio=1.63667143968906;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-114
VI,van_Dijk_2011,ncRNA,262280,263715,4.213502862,-,.,ID=6R-115;Name=XUT_6R-115;xrn1_to_WT_log2_ratio=4.21350286247871;desc=Xrn1-sensitive_unstable_transcript,XUT_6R-115
VII,van_Dijk_2011,ncRNA,10396,10713,2.275033635,+,.,ID=7F-7;Name=XUT_7F-7;xrn1_to_WT_log2_ratio=2.27503363499973;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-7
VII,van_Dijk_2011,ncRNA,27764,29770,4.117174421,+,.,ID=7F-16;Name=XUT_7F-16;xrn1_to_WT_log2_ratio=4.11717442143141;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-16
VII,van_Dijk_2011,ncRNA,29964,30282,5.154310547,+,.,ID=7F-17;Name=XUT_7F-17;xrn1_to_WT_log2_ratio=5.15431054741189;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-17
VII,van_Dijk_2011,ncRNA,63744,64355,3.833802195,+,.,ID=7F-31;Name=XUT_7F-31;xrn1_to_WT_log2_ratio=3.83380219517565;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-31
VII,van_Dijk_2011,ncRNA,78244,79825,3.172633839,+,.,ID=7F-36;Name=XUT_7F-36;xrn1_to_WT_log2_ratio=3.172633838979;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-36
VII,van_Dijk_2011,ncRNA,89435,89898,2.396217094,+,.,ID=7F-44;Name=XUT_7F-44;xrn1_to_WT_log2_ratio=2.39621709409407;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-44
VII,van_Dijk_2011,ncRNA,95073,95430,3.591742569,+,.,ID=7F-48;Name=XUT_7F-48;xrn1_to_WT_log2_ratio=3.59174256862758;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-48
VII,van_Dijk_2011,ncRNA,121119,122106,5.374381445,+,.,ID=7F-59;Name=XUT_7F-59;xrn1_to_WT_log2_ratio=5.37438144540292;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-59
VII,van_Dijk_2011,ncRNA,149683,150370,3.918096917,+,.,ID=7F-64;Name=XUT_7F-64;xrn1_to_WT_log2_ratio=3.91809691733988;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-64
VII,van_Dijk_2011,ncRNA,150422,150834,4.841468281,+,.,ID=7F-65;Name=XUT_7F-65;xrn1_to_WT_log2_ratio=4.84146828128301;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-65
VII,van_Dijk_2011,ncRNA,154872,155964,3.350091455,+,.,ID=7F-71;Name=XUT_7F-71;xrn1_to_WT_log2_ratio=3.35009145535928;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-71
VII,van_Dijk_2011,ncRNA,166332,166659,2.46941168,+,.,ID=7F-76;Name=XUT_7F-76;xrn1_to_WT_log2_ratio=2.46941168016658;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-76
VII,van_Dijk_2011,ncRNA,204005,205225,2.623866737,+,.,ID=7F-91;Name=XUT_7F-91;xrn1_to_WT_log2_ratio=2.62386673667627;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-91
VII,van_Dijk_2011,ncRNA,205751,206174,4.952459658,+,.,ID=7F-95;Name=XUT_7F-95;xrn1_to_WT_log2_ratio=4.95245965802959;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-95
VII,van_Dijk_2011,ncRNA,235773,236158,2.571949842,+,.,ID=7F-110;Name=XUT_7F-110;xrn1_to_WT_log2_ratio=2.57194984187901;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-110
VII,van_Dijk_2011,ncRNA,253479,254037,2.222566215,+,.,ID=7F-114;Name=XUT_7F-114;xrn1_to_WT_log2_ratio=2.22256621510559;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-114
VII,van_Dijk_2011,ncRNA,270357,270780,1.752063288,+,.,ID=7F-126;Name=XUT_7F-126;xrn1_to_WT_log2_ratio=1.75206328801279;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-126
VII,van_Dijk_2011,ncRNA,276423,277346,2.87605806,+,.,ID=7F-130;Name=XUT_7F-130;xrn1_to_WT_log2_ratio=2.87605805966765;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-130
VII,van_Dijk_2011,ncRNA,280764,281282,3.128788742,+,.,ID=7F-133;Name=XUT_7F-133;xrn1_to_WT_log2_ratio=3.12878874168578;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-133
VII,van_Dijk_2011,ncRNA,309003,310187,2.922046558,+,.,ID=7F-144;Name=XUT_7F-144;xrn1_to_WT_log2_ratio=2.92204655779821;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-144
VII,van_Dijk_2011,ncRNA,324122,325135,2.604422029,+,.,ID=7F-158;Name=XUT_7F-158;xrn1_to_WT_log2_ratio=2.60442202891094;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-158
VII,van_Dijk_2011,ncRNA,342582,342985,4.025461489,+,.,ID=7F-163;Name=XUT_7F-163;xrn1_to_WT_log2_ratio=4.02546148897249;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-163
VII,van_Dijk_2011,ncRNA,360908,361254,2.834984248,+,.,ID=7F-175;Name=XUT_7F-175;xrn1_to_WT_log2_ratio=2.83498424771281;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-175
VII,van_Dijk_2011,ncRNA,363282,363885,1.957547795,+,.,ID=7F-177;Name=XUT_7F-177;xrn1_to_WT_log2_ratio=1.9575477945948;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-177
VII,van_Dijk_2011,ncRNA,381797,382479,3.273229138,+,.,ID=7F-185;Name=XUT_7F-185;xrn1_to_WT_log2_ratio=3.27322913815298;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-185
VII,van_Dijk_2011,ncRNA,422144,422852,2.433616468,+,.,ID=7F-206;Name=XUT_7F-206;xrn1_to_WT_log2_ratio=2.43361646763689;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-206
VII,van_Dijk_2011,ncRNA,423427,423686,5.400631605,+,.,ID=7F-209;Name=XUT_7F-209;xrn1_to_WT_log2_ratio=5.40063160513684;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-209
VII,van_Dijk_2011,ncRNA,427253,427658,2.870550991,+,.,ID=7F-211;Name=XUT_7F-211;xrn1_to_WT_log2_ratio=2.87055099126544;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-211
VII,van_Dijk_2011,ncRNA,433878,435087,2.049493611,+,.,ID=7F-213;Name=XUT_7F-213;xrn1_to_WT_log2_ratio=2.04949361114219;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-213
VII,van_Dijk_2011,ncRNA,497629,498112,3.248839694,+,.,ID=7F-236;Name=XUT_7F-236;xrn1_to_WT_log2_ratio=3.2488396944545;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-236
VII,van_Dijk_2011,ncRNA,559184,559543,2.72473256,+,.,ID=7F-261;Name=XUT_7F-261;xrn1_to_WT_log2_ratio=2.72473255979096;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-261
VII,van_Dijk_2011,ncRNA,582236,582507,3.310029056,+,.,ID=7F-267;Name=XUT_7F-267;xrn1_to_WT_log2_ratio=3.31002905635593;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-267
VII,van_Dijk_2011,ncRNA,592738,593362,2.287208349,+,.,ID=7F-271;Name=XUT_7F-271;xrn1_to_WT_log2_ratio=2.28720834894583;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-271
VII,van_Dijk_2011,ncRNA,605668,605977,2.069855608,+,.,ID=7F-276;Name=XUT_7F-276;xrn1_to_WT_log2_ratio=2.06985560833095;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-276
VII,van_Dijk_2011,ncRNA,616266,617392,3.09946207,+,.,ID=7F-281;Name=XUT_7F-281;xrn1_to_WT_log2_ratio=3.09946207041627;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-281
VII,van_Dijk_2011,ncRNA,620206,622300,3.577090527,+,.,ID=7F-283;Name=XUT_7F-283;xrn1_to_WT_log2_ratio=3.57709052702611;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-283
VII,van_Dijk_2011,ncRNA,637706,638192,3.324428435,+,.,ID=7F-291;Name=XUT_7F-291;xrn1_to_WT_log2_ratio=3.32442843541655;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-291
VII,van_Dijk_2011,ncRNA,660013,661542,3.840645958,+,.,ID=7F-296;Name=XUT_7F-296;xrn1_to_WT_log2_ratio=3.84064595777982;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-296
VII,van_Dijk_2011,ncRNA,701676,702556,3.965931637,+,.,ID=7F-311;Name=XUT_7F-311;xrn1_to_WT_log2_ratio=3.9659316370427;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-311
VII,van_Dijk_2011,ncRNA,729947,730853,3.858407789,+,.,ID=7F-323;Name=XUT_7F-323;xrn1_to_WT_log2_ratio=3.85840778915409;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-323
VII,van_Dijk_2011,ncRNA,731267,733118,3.720856547,+,.,ID=7F-324;Name=XUT_7F-324;xrn1_to_WT_log2_ratio=3.72085654741579;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-324
VII,van_Dijk_2011,ncRNA,752977,754407,3.188710426,+,.,ID=7F-333;Name=XUT_7F-333;xrn1_to_WT_log2_ratio=3.18871042555898;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-333
VII,van_Dijk_2011,ncRNA,764929,765605,3.905528297,+,.,ID=7F-339;Name=XUT_7F-339;xrn1_to_WT_log2_ratio=3.9055282965053;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-339
VII,van_Dijk_2011,ncRNA,778139,778959,4.652591718,+,.,ID=7F-347;Name=XUT_7F-347;xrn1_to_WT_log2_ratio=4.65259171755778;desc=Xrn1-sensitive_unstable_transcript,XUT_7F-347
