SNP,Chr,Pos,Effect,SE,HNM1_TPO2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3217,5,407785,0.0862642242171283,0.158337633591924,0.58622692174539,YER124C,DSE1,SGDID:S000000926,ORF,Verified ORF,"""Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3218,5,409900,0.128847447642817,0.158843217366425,0.417819706928054,YER124C,DSE1,SGDID:S000000926,Close to 3'-UTR,Close to 3'-UTR,"""Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3219,5,412759,0.0206646677642037,0.163164675132412,0.899290199678081,YER125W,RSP5,SGDID:S000000927,Close to 3'-UTR,Close to 3'-UTR,"""NEDD4 family E3 ubiquitin ligase; regulates processes including: MVB sorting ; the heat shock response ; transcription ; endocytosis and ribosome stability; ubiquitinates Sec23p ; Sna3p ; Ste4p ; Nfi1p ; Rpo21p ; Sem1p ; Dip5p and Put4p; autoubiquitinates; deubiquitinated by Ubp2p; regulated by SUMO ligase Siz1p ; in turn regulates Siz1p SUMO ligase activity; required for efficient Golgi-to-ER trafficking in COPI mutants; mutant tolerates aneuploidy; human homolog implicated in Liddle syndrome""",Verified ORF
3220,5,413363,0.0555985452053651,0.240507172891637,0.817315046170769,YER125W,RSP5,SGDID:S000000927,Close to 3'-UTR,Close to 3'-UTR,"""NEDD4 family E3 ubiquitin ligase; regulates processes including: MVB sorting ; the heat shock response ; transcription ; endocytosis and ribosome stability; ubiquitinates Sec23p ; Sna3p ; Ste4p ; Nfi1p ; Rpo21p ; Sem1p ; Dip5p and Put4p; autoubiquitinates; deubiquitinated by Ubp2p; regulated by SUMO ligase Siz1p ; in turn regulates Siz1p SUMO ligase activity; required for efficient Golgi-to-ER trafficking in COPI mutants; mutant tolerates aneuploidy; human homolog implicated in Liddle syndrome""",Verified ORF
3221,5,413385,0.0554876247089234,0.161435344646794,0.731265843753555,YER125W,RSP5,SGDID:S000000927,Close to 3'-UTR,Close to 3'-UTR,"""NEDD4 family E3 ubiquitin ligase; regulates processes including: MVB sorting ; the heat shock response ; transcription ; endocytosis and ribosome stability; ubiquitinates Sec23p ; Sna3p ; Ste4p ; Nfi1p ; Rpo21p ; Sem1p ; Dip5p and Put4p; autoubiquitinates; deubiquitinated by Ubp2p; regulated by SUMO ligase Siz1p ; in turn regulates Siz1p SUMO ligase activity; required for efficient Golgi-to-ER trafficking in COPI mutants; mutant tolerates aneuploidy; human homolog implicated in Liddle syndrome""",Verified ORF
3222,5,416981,0.206983511251678,0.162097394590071,0.202473919631608,YER128W,VFA1,SGDID:S000000930,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Vps4p and has a role in vacuolar sorting; stimulates the ATPase activity of Vps4; localizes to endosomes in a Vps4-dependent manner; overexpression causes canavanine sensitivity and confers a partial class D vacuole morphology""",Verified ORF
3223,5,417297,0.170836082039002,0.158604428182378,0.282161975854087,YER129W,SAK1,SGDID:S000000931,ORF,Verified ORF,"""Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog ; TOS3 ; that arose from the whole genome duplication""",Verified ORF
3224,5,419108,0.170218223442675,0.1584189709499,0.283340910472076,YER129W,SAK1,SGDID:S000000931,ORF,Verified ORF,"""Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog ; TOS3 ; that arose from the whole genome duplication""",Verified ORF
3225,5,421695,0.188053558367963,0.158541572722598,0.236362129090539,YER130C,COM2,SGDID:S000000932,ORF,Verified ORF,"""Transcription factor that binds IME1 Upstream Activation Signal (UAS)ru; COM2 transcription is regulated by Haa1p ; Sok2p and Zap1p transcriptional activators; may bind the IME1 promoter under all growth conditions to negatively regulate its transcription in the absence of a positive regulator that binds more effectively; repressor activity may depend on phosphorylation by PKA; C. albicans homolog (MNL1) plays a role in adaptation to stress""",Verified ORF
3226,5,422560,0.215098695427585,0.157586081075347,0.173134957092505,CUT116,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3227,5,424852,0.0364625518479769,0.15773303295132,0.817319586694777,YNCE0019W,SNR4,SGDID:S000006493,Non-coding RNA,snoRNA gene,"""C/D box small nucleolar RNA (snoRNA) but not shown to be active; no target site is predicted within the ribosomal RNAs""",snoRNA_gene
3228,5,425327,0.0819390507592574,0.157430634303238,0.603057323093124,YER132C,PMD1,SGDID:S000000934,ORF,Verified ORF,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3229,5,427844,0.0830054251517218,0.157750545404037,0.599092500719211,YER132C,PMD1,SGDID:S000000934,ORF,Verified ORF,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3230,5,430235,-0.0336904768111327,0.159858407177964,0.833202410084431,YER132C,PMD1,SGDID:S000000934,ORF,Verified ORF,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3231,5,430620,-0.0574942311178468,0.314204980222535,0.85491625335705,YER132C,PMD1,SGDID:S000000934,Close to 3'-UTR,Close to 3'-UTR,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3232,5,430883,0.0335429199435952,0.157734868350373,0.831719746879658,YER132C,PMD1,SGDID:S000000934,Close to 3'-UTR,Close to 3'-UTR,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3233,5,431015,-0.0141021476345409,0.16954465023338,0.93375826421714,YER132C,PMD1,SGDID:S000000934,Close to 3'-UTR,Close to 3'-UTR,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3234,5,431369,0.0860726725677511,0.158063079744278,0.586409386266539,snR52_NFR/NDR,,,Promoter,Promoter,,Promoter
3235,5,432378,0.0272366218630596,0.162049246030659,0.866619584704254,YER133W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3236,5,432587,0.036104782196306,0.158439306932693,0.81987326656492,YER133W,GLC7,SGDID:S000000935,ORF,Verified ORF,"""Type 1 S/T protein phosphatase (PP1) catalytic subunit; involved in glycogen metabolism ; sporulation and mitotic progression; interacts with multiple regulatory subunits; regulates actomyosin ring formation; subunit of CPF; recruited to mating projections by Afr1p interaction; regulates nucleocytoplasmic shuttling of Hxk2p; import into the nucleus is inhibited during spindle assembly checkpoint arrest; involved in dephosphorylating Rps6a/b and Bnr1p""",Verified ORF
3237,5,434634,0.0685043645864411,0.157530863304214,0.663927502975127,YERCsigma3,YERCsigma3,SGDID:S000006906,Other features,LTR,"""Ty3 LTR""",reverse complement
3238,5,441308,-0.0397494467447884,0.158454545056336,0.802070549492001,SCR1_NFR/NDR,,,Promoter,Promoter,,Promoter
3239,5,441594,-0.0132693875561158,0.157649885857178,0.932968999697711,YER137C,YER137C,SGDID:S000000939,ORF,Verified ORF,"""Protein of unknown function""",Verified ORF
3240,5,443367,-0.1943368938337,0.417265406003008,0.641689349408171,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3241,5,443369,-0.0662273398510411,0.230396674919772,0.773937064249994,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3242,5,443371,0.0089348023807325,0.315909691639858,0.977452602107935,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3243,5,443373,-0.0206884643306715,0.315908130507673,0.947821845152184,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3244,5,443378,-0.0842071557200406,0.441834350086736,0.848960024225043,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3245,5,451448,0.0797808630056331,0.15923053620094,0.616655274436216,YER140W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3246,5,456087,-0.070328482866527,0.158216068241258,0.656946946866798,YER143W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3247,5,458086,-0.110258355411282,0.158083452154016,0.485968253590262,YER144C,UBP5,SGDID:S000000946,ORF,Verified ORF,"""Putative ubiquitin-specific protease; concentrates at the bud neck; UBP5 has a paralog ; DOA4 ; that arose from the whole genome duplication""",Verified ORF
3248,5,461234,-0.110322757196359,0.157098960384163,0.482986006705754,YER145C,FTR1,SGDID:S000000947,ORF,Verified ORF,"""High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress""",Verified ORF
3249,5,461877,-0.0790040750203369,0.209799616130477,0.706720019085212,YER146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3250,5,463004,0.0569594446510833,0.158554935321342,0.719629543498469,YER147C,SCC4,SGDID:S000000949,ORF,Verified ORF,"""Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX""",Verified ORF
3251,5,465043,0.155291483674113,0.159627352363197,0.33130018617392,YER148W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3252,5,467724,0.130361837351946,0.157810083675827,0.409323560424778,YER149C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3253,5,468076,0.085665675981602,0.158434709973884,0.589055261046243,YER150W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3254,5,469078,0.11983039691742,0.159105430217285,0.451861241380913,YER150W,SPI1,SGDID:S000000952,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell wall protein involved in weak acid resistance; basal expression requires Msn2p/Msn4p; expression is induced under conditions of stress and during the diauxic shift; SPI1 has a paralog ; SED1 ; that arose from the whole genome duplication""",Verified ORF
3255,5,469404,0.146793304291669,0.159768542051691,0.358834214962474,tV(AAC)E2_NFR/NDR,,,Promoter,Promoter,,Promoter
3256,5,475322,0.134098764470286,0.157415060137924,0.394858171300945,YER154W,OXA1,SGDID:S000000956,ORF,Verified ORF,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3257,5,475607,0.110881912872045,0.157276133331921,0.481266289935859,YER154W,OXA1,SGDID:S000000956,ORF,Verified ORF,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3258,5,475736,0.128368736311146,0.157094747202477,0.414398358131692,YER154W,OXA1,SGDID:S000000956,ORF,Verified ORF,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3259,5,478715,0.0562805632419283,0.159148580921141,0.723823293064292,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3260,5,478932,0.0840565626420843,0.158971704624255,0.597309982867065,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3261,5,479996,0.0356314457181641,0.158510483673025,0.822273327699231,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3262,5,482003,0.0288668003668352,0.157763701043441,0.854922742268259,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3263,5,482536,0.101512282271723,0.15767864173742,0.520128227169576,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3264,5,484494,-0.0096116668141478,0.161708329125225,0.952636648928239,CUT118,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3265,5,484954,0.022567061734031,0.157966747517586,0.88648259697918,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3266,5,486157,-0.0328958877479223,0.157716539186149,0.834899531348024,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3267,5,486882,-0.0415864081405427,0.161146914548029,0.796506988383601,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3268,5,486891,-0.0549462319334214,0.161612822758409,0.734068653231594,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3269,5,486920,-0.112463908324899,0.164935285867916,0.495770263038444,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3270,5,487404,-0.0348106973011117,0.159357378183904,0.827209250819712,tE(UUC)E3_NFR/NDR,,,Promoter,Promoter,,Promoter
3271,5,487484,-0.0917738831025383,0.162627517745883,0.572895075850235,tE(UUC)E3_NFR/NDR,,,Promoter,Promoter,,Promoter
3272,5,487817,0.0147380261633322,0.167800832870017,0.930061222340185,YERWdelta22_NFR/NDR,,,Promoter,Promoter,,Promoter
3273,5,489636,-0.033078109147775,0.157961502942497,0.834251993092898,YER158C,YER158C,SGDID:S000000960,ORF,Uncharacterized ORF,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3274,5,490549,0.125771060670553,0.157222073238336,0.42427310867644,YER158C,YER158C,SGDID:S000000960,ORF,Uncharacterized ORF,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3275,5,491806,0.025176390139506,0.157148627859097,0.872809250353977,YER159C,BUR6,SGDID:S000000961,ORF,Verified ORF,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3276,5,491888,-0.0065419155782498,0.15765108332876,0.966923809256887,YER159C,BUR6,SGDID:S000000961,ORF,Verified ORF,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3277,5,491992,0.0499007971890313,0.183744813566433,0.786106324825722,YER158W-A,YER158W-A,SGDID:S000028624,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Dubious ORF
3278,5,492146,-0.0147075401784619,0.164909258928139,0.928984943711116,YER159C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3279,5,499612,-0.0839657714308903,0.157145124134636,0.59345655281111,YER161C,SPT2,SGDID:S000000963,ORF,Verified ORF,"""Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins""",Verified ORF
3280,5,502460,-0.0109333824743567,0.158376592058651,0.945001579586145,YER162C,RAD4,SGDID:S000000964,ORF,Verified ORF,"""Damaged-DNA binding subunit of Nuclear Excision Repair Factor 2; recognizes and binds damaged DNA with Rad23p during nucleotide excision repair (NER); also involved with Rad23p in turnover of ubiquitylated proteins; Rad4p-Rad23p heterodimer binds to promoters of DNA damage response genes to repress their transcription in the absence of DNA damage; RAD4 and RAD51 pathways confer resistance to benzo[a]pyrene dihydrodiol""",Verified ORF
3281,5,504765,0.0087575861816534,0.159033962413398,0.95611592409073,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3282,5,504884,0.0362164658335388,0.15836593028986,0.819243465141633,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3283,5,509836,0.0313928979719152,0.160048416223807,0.844608557805442,YER164W,CHD1,SGDID:S000000966,Close to 3'-UTR,Close to 3'-UTR,"""Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain ; a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes""",Verified ORF
3284,5,510020,-0.0337595167544009,0.182091328497153,0.853022716629128,YER165W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3285,5,511350,0.0068577291280511,0.158765108922301,0.965571164217903,YER165W,PAB1,SGDID:S000000967,ORF,Verified ORF,"""Poly(A) binding protein; interacts with the cleavage factor complex CF I ; mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail ; involved in control of poly(A) tail length ; interacts with translation factor eIF-4G; stimulates ; but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex""",Verified ORF
3286,5,512696,0.0206056970781878,0.159955704746758,0.897572438192114,YER165C-A,YER165C-A,SGDID:S000028762,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3287,5,512931,0.020905913104166,0.157767258471351,0.894655543421825,YER165C-A,YER165C-A,SGDID:S000028762,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3288,5,514582,0.0128809565311027,0.15781965477986,0.934996582802931,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3289,5,515315,-0.0004819770400684,0.157876154411113,0.99756588203073,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3290,5,515397,0.0148642751393546,0.157724273249219,0.924970269857434,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3291,5,515950,0.0419221444930349,0.157710474051245,0.790535234320523,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3292,5,516091,0.0276058826202992,0.157518959329236,0.860980262303155,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3293,5,518207,0.0153255993050272,0.157724148176429,0.922648832852475,YER166W,DNF1,SGDID:S000000968,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3294,5,518275,0.0231162354183555,0.157278007399545,0.88323415130468,YER167W,BCK2,SGDID:S000000969,ORF,Verified ORF,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3295,5,519067,0.0299511013874603,0.158090002580773,0.849844315308332,YER167W,BCK2,SGDID:S000000969,ORF,Verified ORF,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3296,5,522215,0.0310436379251053,0.157983982645705,0.844332973282103,YER168C,CCA1,SGDID:S000000970,ORF,Verified ORF,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3297,5,522970,0.540749016818769,0.326325644364567,0.0983909415953255,YER169W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3298,5,523232,0.0425231161940803,0.160196493377389,0.790822785288155,YER168C,CCA1,SGDID:S000000970,Close to 3'-UTR,Close to 3'-UTR,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3299,5,524247,0.194096927304585,0.158851457387697,0.222569492204147,YER169W,RPH1,SGDID:S000000971,ORF,Verified ORF,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3300,5,524532,0.193744008807307,0.157731177468534,0.220146017601384,YER169W,RPH1,SGDID:S000000971,ORF,Verified ORF,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3301,5,524625,0.22116590964866,0.157603799003862,0.161405458499537,YER169W,RPH1,SGDID:S000000971,ORF,Verified ORF,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3302,5,525863,0.179042848292576,0.15790505217876,0.257621051497817,YER170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3303,5,526004,0.218291527613489,0.157591248556185,0.166873522134267,YER170W,ADK2,SGDID:S000000972,ORF,Verified ORF,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3304,5,526007,0.22415828183326,0.15752013657351,0.155606189557101,YER170W,ADK2,SGDID:S000000972,ORF,Verified ORF,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
