SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2197,4,891466,-0.0282847220206699,0.124129506808519,0.819883419973811,YDR213W,UPC2,SGDID:S000002621,ORF,Verified ORF,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2198,4,892444,-0.0247485818367028,0.123979825653734,0.841894431996126,YDR213W,UPC2,SGDID:S000002621,ORF,Verified ORF,"""Sterol regulatory element binding protein; induces sterol biosynthetic genes ; upon sterol depletion; acts as a sterol sensor ; binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22 ; up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog ; ECM22 ; that arose from the whole genome duplication""",Verified ORF
2199,4,892532,-0.181768089291561,0.244767845900175,0.458209137093273,YDR214W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2200,4,894785,-0.0091982932932923,0.126410971170718,0.942034340824431,YDR214W,AHA1,SGDID:S000002622,Close to 3'-UTR,Close to 3'-UTR,"""Co-chaperone that binds Hsp82p and activates its ATPase activity; plays a role in determining prion variants; similar to Hch1p; expression is regulated by stresses such as heat shock; protein abundance increases in response to DNA replication stress""",Verified ORF
2201,4,896181,-0.0234066490664633,0.124783898173779,0.851315653726765,YDR216W,ADR1,SGDID:S000002624,ORF,Verified ORF,"""Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2 ; of peroxisomal protein genes ; and of genes required for ethanol ; glycerol ; and fatty acid utilization""",Verified ORF
2202,4,896785,0.0699008971604757,0.124385288937407,0.574492573615415,YDR216W,ADR1,SGDID:S000002624,ORF,Verified ORF,"""Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2 ; of peroxisomal protein genes ; and of genes required for ethanol ; glycerol ; and fatty acid utilization""",Verified ORF
2203,4,903873,0.0415607905531905,0.125204819937711,0.74012974166335,YDR218C,SPR28,SGDID:S000002626,ORF,Verified ORF,"""Sporulation-specific homolog of the CDC3/10/11/12 family of genes; meiotic septin expressed at high levels during meiotic divisions and ascospore formation; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes""",Verified ORF
2204,4,905250,0.120697428921245,0.131317153004284,0.358655619487036,YDR218C_NFR/NDR,,,Promoter,Promoter,,Promoter
2205,4,906490,0.069976219917105,0.1252183110663,0.5766295046521,YDR219C,MFB1,SGDID:S000002627,ORF,Verified ORF,"""Mitochondria-associated F-box protein; involved in maintenance of normal mitochondrial morphology; interacts with Skp1p through the F-box motif; preferentially localizes to the mother cell during budding""",Verified ORF
2206,4,908655,-0.0002314341446608,0.1246247661734,0.998519340102167,YDR221W,GTB1,SGDID:S000002629,ORF,Verified ORF,"""Glucosidase II beta subunit ; forms a complex with alpha subunit Rot2p; involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER; relocalizes from ER to cytoplasm upon DNA replication stress""",Verified ORF
2207,4,909027,-0.0299186509839519,0.124324016229578,0.809965620466131,YDR221W,GTB1,SGDID:S000002629,ORF,Verified ORF,"""Glucosidase II beta subunit ; forms a complex with alpha subunit Rot2p; involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER; relocalizes from ER to cytoplasm upon DNA replication stress""",Verified ORF
2208,4,909524,0.0621546964600862,0.124353603306978,0.617511658153016,YDR222W_NFR/NDR,,,Promoter,Promoter,,Promoter
2209,4,910018,0.034988845199202,0.124068664193683,0.77809961416355,YDR222W_NFR/NDR,,,Promoter,Promoter,,Promoter
2210,4,911454,-0.0627359780690563,0.128815200483175,0.626544233925745,YDR223W_NFR/NDR,,,Promoter,Promoter,,Promoter
2211,4,911766,-0.0483123422291095,0.123789993707442,0.696567394933842,YDR222W,YDR222W,SGDID:S000002630,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YDR222W has a paralog ; YLR225C ; that arose from the whole genome duplication""",Uncharacterized ORF
2212,4,912340,0.0149503705246219,0.132914487993575,0.910505874007781,YDR223W,CRF1,SGDID:S000002631,ORF,Verified ORF,"""Transcriptional corepressor; involved in repression of ribosomal protein (RP) gene transcription via the TOR signaling pathway which promotes accumulation of Crf1p in the nucleus; role in repression of RP genes varies by strain; CRF1 has a paralog ; IFH1 ; that arose from the whole genome duplication""",Verified ORF
2213,4,912509,-0.0381311027194733,0.123761355910657,0.758186554741735,YDR223W,CRF1,SGDID:S000002631,ORF,Verified ORF,"""Transcriptional corepressor; involved in repression of ribosomal protein (RP) gene transcription via the TOR signaling pathway which promotes accumulation of Crf1p in the nucleus; role in repression of RP genes varies by strain; CRF1 has a paralog ; IFH1 ; that arose from the whole genome duplication""",Verified ORF
2214,4,912557,-0.0507083895912442,0.123878742834317,0.68253922352956,YDR223W,CRF1,SGDID:S000002631,ORF,Verified ORF,"""Transcriptional corepressor; involved in repression of ribosomal protein (RP) gene transcription via the TOR signaling pathway which promotes accumulation of Crf1p in the nucleus; role in repression of RP genes varies by strain; CRF1 has a paralog ; IFH1 ; that arose from the whole genome duplication""",Verified ORF
2215,4,913736,-0.102902982046852,0.124240703401105,0.408085735432609,ACS_4_913859_+_NFR/NDR,,,Promoter,Promoter,,Promoter
2216,4,913917,-0.128156357917997,0.13222088468433,0.333079322389248,ARS428,ARS428,SGDID:S000118440,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
2217,4,914816,-0.137611933291951,0.126355419812066,0.276858856006674,YDR224C,HTB1,SGDID:S000002632,Close to 3'-UTR,Close to 3'-UTR,"""Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB2; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication ; transcriptional activation ; meiotic DSB formation and H3 methylation""",Verified ORF
2218,4,914902,-0.103267922739004,0.123473612500567,0.403520327867971,YDR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2219,4,914952,-0.0943464943985423,0.124792932347685,0.450138813266,YDR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2220,4,915199,-0.0969134205977089,0.123842577409261,0.434414093649826,YDR224C,HTB1,SGDID:S000002632,Close to 3'-UTR,Close to 3'-UTR,"""Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB2; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication ; transcriptional activation ; meiotic DSB formation and H3 methylation""",Verified ORF
2221,4,915370,-0.143343207669469,0.126494899389492,0.257902024539708,YDR225W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2222,4,915378,-0.135272013556156,0.126400834323618,0.28526817583781,YDR225W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2223,4,915455,-0.132141095093135,0.126375148527185,0.296449374644109,XUT_4R-374_NFR/NDR,,,Promoter,Promoter,,Promoter
2224,4,916142,-0.158359670586656,0.124281617649522,0.203430662256312,YDR226W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2225,4,916254,-0.120475915317646,0.124658862143943,0.334483272513416,YDR226W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2226,4,916444,-0.102972605932299,0.124919721375478,0.410319919327818,SUT476_NFR/NDR,,,Promoter,Promoter,,Promoter
2227,4,917149,-0.171506422689336,0.126107335009216,0.174696728937131,YDR226W,ADK1,SGDID:S000002634,ORF,Verified ORF,"""Adenylate kinase ; required for purine metabolism; localized to the cytoplasm and the mitochondria; lacks cleavable signal sequence; protein abundance increases in response to DNA replication stress; mutations affecting Adk1p catalytic activity deregulate expression of phosphate utilization genes PHO5 and PHO84; human homolog AK1 can complement yeast adk1 mutant""",Verified ORF
2228,4,917833,-0.0989840135643734,0.126548144260863,0.43463042513573,YDR227W,SIR4,SGDID:S000002635,ORF,Verified ORF,"""SIR protein involved in assembly of silent chromatin domains; silent information regulator (SIR) along with SIR2 and SIR3; involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; some SIR4 alleles prolong lifespan; required for Ku-mediated telomerase recruitment ; telomere lengthening ; and telomere hypercluster formation in quiescent yeast cells""",Verified ORF
2229,4,918606,-0.118855958509974,0.124331520340098,0.339746656918555,YDR227W,SIR4,SGDID:S000002635,ORF,Verified ORF,"""SIR protein involved in assembly of silent chromatin domains; silent information regulator (SIR) along with SIR2 and SIR3; involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; some SIR4 alleles prolong lifespan; required for Ku-mediated telomerase recruitment ; telomere lengthening ; and telomere hypercluster formation in quiescent yeast cells""",Verified ORF
2230,4,923675,-0.0926296642739102,0.123777168561331,0.45474240608168,YDR228C,PCF11,SGDID:S000002636,ORF,Verified ORF,"""mRNA 3' end processing factor; essential component of cleavage and polyadenylation factor IA (CF IA) ; involved in pre-mRNA 3' end processing and in transcription termination; binds C-terminal domain of largest subunit of RNA pol II (Rpo21p); required for gene looping; relocalizes to the cytosol in response to hypoxia""",Verified ORF
2231,4,924091,-0.07888063447653,0.124357973890146,0.526293944515561,YDR228C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2232,4,924619,-0.0973270019210133,0.125929898389496,0.440118564550204,YDR229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2233,4,926173,-0.222677971266714,0.127716236141431,0.0821104646122873,YDR229W,IVY1,SGDID:S000002637,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipid-binding protein that interacts with both Ypt7p and Vps33p; may partially counteract the action of Vps33p and vice versa ; localizes to the rim of the vacuole as cells approach stationary phase; contains a putative inverse BAR (I-BAR) domain that can mold lipid bilayer membranes into protrusions""",Verified ORF
2234,4,926384,-0.0612028675032353,0.124165011342188,0.622378714503515,YDR230W,YDR230W,SGDID:S000002638,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene COX20/YDR231C""",Dubious ORF
2235,4,926385,-0.0612028675032353,0.124165011342188,0.622378714503515,YDR230W,YDR230W,SGDID:S000002638,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene COX20/YDR231C""",Dubious ORF
2236,4,926405,-0.101004576793355,0.124560474950155,0.41797644120855,YDR230W,YDR230W,SGDID:S000002638,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene COX20/YDR231C""",Dubious ORF
2237,4,926695,-0.120792097568226,0.124026182852545,0.330761096312476,YDR231C,COX20,SGDID:S000002639,ORF,Verified ORF,"""Mitochondrial inner membrane protein; required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase""",Verified ORF
2238,4,926907,-0.161436200244772,0.124856192711604,0.196864542668097,YDR231C,COX20,SGDID:S000002639,ORF,Verified ORF,"""Mitochondrial inner membrane protein; required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase""",Verified ORF
2239,4,927194,-0.11594337973821,0.12418097680874,0.351115134366435,YDR232W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2240,4,927218,-0.116735786403538,0.12405223600253,0.347337491579904,YDR232W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2241,4,927223,-0.102563901030264,0.124214318454601,0.409531340498089,YDR232W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2242,4,927509,-0.125375594615318,0.123924093441401,0.312368337214681,YDR232W,HEM1,SGDID:S000002640,ORF,Verified ORF,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2243,4,927559,-0.125969989129419,0.125485214962822,0.316132181339684,YDR232W,HEM1,SGDID:S000002640,ORF,Verified ORF,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2244,4,927577,-0.0801584648399926,0.125236014744025,0.522549313161848,YDR232W,HEM1,SGDID:S000002640,ORF,Verified ORF,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2245,4,928575,-0.159065997385746,0.1236874427984,0.199274830544228,YDR232W,HEM1,SGDID:S000002640,ORF,Verified ORF,"""5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p""",Verified ORF
2246,4,929694,-0.157514592962254,0.123213347149586,0.201952179258789,YDR233C,RTN1,SGDID:S000002641,ORF,Verified ORF,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; increases tubular ER when overexpressed; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; interacts with exocyst subunit Sec6p ; Yip3p ; and Sbh1p; member of the RTNLA subfamily""",Verified ORF
2247,4,930648,-0.0786888285696885,0.12399094645597,0.526078456374047,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2248,4,930822,-0.0205324828325255,0.125903047512323,0.87054742999127,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2249,4,930823,-0.0194048525683296,0.125673455938799,0.877377130581631,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2250,4,930964,0.220506993031641,0.168374872179706,0.191176331220279,YDR234W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2251,4,932727,0.0458947968802503,0.123229443654072,0.709793469487718,YDR234W,LYS4,SGDID:S000002642,ORF,Verified ORF,"""Homoaconitase; catalyzes the conversion of homocitrate to homoisocitrate ; which is a step in the lysine biosynthesis pathway""",Verified ORF
2252,4,934187,0.0612015801058955,0.12284193425462,0.618643422881596,YDR235W,PRP42,SGDID:S000002643,ORF,Verified ORF,"""U1 snRNP protein involved in splicing; required for U1 snRNP biogenesis; contains multiple tetriatricopeptide repeats""",Verified ORF
2253,4,934911,0.0134652555642392,0.12352671061821,0.913259007818943,YDR235W,PRP42,SGDID:S000002643,ORF,Verified ORF,"""U1 snRNP protein involved in splicing; required for U1 snRNP biogenesis; contains multiple tetriatricopeptide repeats""",Verified ORF
2254,4,936493,0.0101120368539605,0.124213585152473,0.935163257226176,YDR237W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2255,4,936521,0.0424253445587012,0.123914442306336,0.732271628435779,YDR236C,FMN1,SGDID:S000002644,Close to 3'-UTR,Close to 3'-UTR,"""Riboflavin kinase ; produces riboflavin monophosphate (FMN); FMN is a necessary cofactor for many enzymes; predominantly localizes to the microsomal fraction and also found in the mitochondrial inner membrane; human RFK functionally complements the lethality of the null mutation""",Verified ORF
2256,4,936663,0.0460506475522457,0.123130463553511,0.708629733614049,YDR237W,MRPL7,SGDID:S000002645,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit; MRPL7 produces both YmL5 and YmL7 ; which are two different modified forms of the same protein""",Verified ORF
2257,4,937563,0.0289740434346941,0.123571454675382,0.814754522899352,YDR237W,MRPL7,SGDID:S000002645,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; MRPL7 produces both YmL5 and YmL7 ; which are two different modified forms of the same protein""",Verified ORF
2258,4,937735,-0.0329327934090381,0.134520049086752,0.806740387956217,YDR237W,MRPL7,SGDID:S000002645,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; MRPL7 produces both YmL5 and YmL7 ; which are two different modified forms of the same protein""",Verified ORF
2259,4,937744,0.0329106978442928,0.134279989374374,0.806529074212517,YDR237W,MRPL7,SGDID:S000002645,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; MRPL7 produces both YmL5 and YmL7 ; which are two different modified forms of the same protein""",Verified ORF
2260,4,938323,0.0567760992926405,0.12331075565527,0.645490359759011,YDR238C,SEC26,SGDID:S000002646,ORF,Verified ORF,"""Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)""",Verified ORF
2261,4,938510,0.0471258015853011,0.12325556419839,0.702437657573188,YDR238C,SEC26,SGDID:S000002646,ORF,Verified ORF,"""Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)""",Verified ORF
2262,4,938617,0.0595784853484679,0.122577094029122,0.627233938495163,YDR238C,SEC26,SGDID:S000002646,ORF,Verified ORF,"""Essential beta-coat protein of the COPI coatomer; involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein (beta-COP)""",Verified ORF
2263,4,941039,0.0020590766758611,0.122774568197081,0.986628621723356,YDR238C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2264,4,941936,0.0693236402388386,0.123120102948688,0.573753491081501,YDR239C,YDR239C,SGDID:S000002647,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2265,4,942067,0.0338008085401908,0.123240521751722,0.784039868193247,YDR239C,YDR239C,SGDID:S000002647,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2266,4,942069,0.0338008085401908,0.123240521751722,0.784039868193247,YDR239C,YDR239C,SGDID:S000002647,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2267,4,942533,0.0467100292488398,0.125111424363774,0.709113981327542,YDR239C,YDR239C,SGDID:S000002647,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
2268,4,944445,0.0502169630070228,0.123700548793538,0.685020995954892,YDR240C,SNU56,SGDID:S000002648,ORF,Verified ORF,"""Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific ; no metazoan counterpart; interacts with mRNA in commitment complex""",Verified ORF
2269,4,947317,0.105807534204173,0.123234878186665,0.391152506501777,YDR242W,AMD2,SGDID:S000002650,ORF,Verified ORF,"""Putative amidase""",Verified ORF
2270,4,948413,0.0487960401306985,0.123887885948494,0.693912933059722,YDR242W,AMD2,SGDID:S000002650,ORF,Verified ORF,"""Putative amidase""",Verified ORF
2271,4,949523,0.0471561479444567,0.123579291278942,0.702997931404659,YDR243C,PRP28,SGDID:S000002651,ORF,Verified ORF,"""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",Verified ORF
2272,4,950108,0.0783587938269272,0.122974876043333,0.524411831127662,YDR243C,PRP28,SGDID:S000002651,ORF,Verified ORF,"""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",Verified ORF
2273,4,953287,0.0054985702162676,0.122667928597456,0.96427227163753,YDR245W,MNN10,SGDID:S000002653,ORF,Verified ORF,"""Subunit of a Golgi mannosyltransferase complex; complex mediates elongation of the polysaccharide mannan backbone; membrane protein of the mannosyltransferase family; other members of the complex are Anp1p ; Mnn9p ; Mnn11p ; and Hoc1p""",Verified ORF
2274,4,956734,0.242349475986524,0.122556156307583,0.0487675787031737,YDR247W,VHS1,SGDID:S000002655,ORF,Verified ORF,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication""",Verified ORF
2275,4,957589,0.224823402205897,0.128772918939634,0.0816999656432319,YDR247W,VHS1,SGDID:S000002655,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant ; suggesting a role in G1/S phase progression; VHS1 has a paralog ; SKS1 ; that arose from the whole genome duplication""",Verified ORF
2276,4,959283,0.231258933473853,0.12364170096246,0.0622561926782761,YDR249C,YDR249C,SGDID:S000002657,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
2277,4,960412,0.102816487998871,0.125024616875498,0.411421515952923,YDR249C,YDR249C,SGDID:S000002657,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
2278,4,960833,0.081024240873543,0.123624514198022,0.512633319693576,YDR251W,PAM1,SGDID:S000002659,ORF,Verified ORF,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2279,4,961744,0.166868021712706,0.123752355405542,0.178393370301049,YDR251W,PAM1,SGDID:S000002659,ORF,Verified ORF,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2280,4,962979,0.118539197016475,0.122496253090611,0.333858484954279,YDR251W,PAM1,SGDID:S000002659,ORF,Verified ORF,"""Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A ; inhibits growth ; and induces a filamentous phenotype; PAM1 has a paralog ; SVL3 ; that arose from the whole genome duplication""",Verified ORF
2281,4,964771,0.139183292277964,0.128371587050317,0.279006353077826,YDR254W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2282,4,964930,0.129927904381773,0.122977186478502,0.291453038722115,YDR254W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2283,4,965160,0.112063838116727,0.122507720377192,0.360947725805807,YDR254W,CHL4,SGDID:S000002662,ORF,Verified ORF,"""Outer kinetochore protein required for chromosome stability; involved in new kinetochore assembly and sister chromatid cohesion; forms a stable complex with Iml3p; peripheral component of the Ctf19 kinetochore complex that interacts with Ctf19p ; Ctf3p ; and Mif2p; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-N and fission yeast mis15""",Verified ORF
2284,4,969630,0.122068740375181,0.123354851261663,0.323060244602119,SUT063,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2285,4,971731,0.283550420685376,0.247035932671266,0.251824105972595,YDR257C,RKM4,SGDID:S000002665,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 55); nuclear SET-domain containing protein""",Verified ORF
2286,4,973283,0.136156107645331,0.1225314752408,0.267241585797327,YDR258C,HSP78,SGDID:S000002666,ORF,Verified ORF,"""Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates""",Verified ORF
2287,4,974042,0.111849731640192,0.123209931482575,0.364604251612321,YDR258C,HSP78,SGDID:S000002666,ORF,Verified ORF,"""Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates""",Verified ORF
2288,4,974632,0.125645505814206,0.123364427915753,0.309142406307447,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2289,4,974689,0.117765289610174,0.123902219030798,0.342523993666206,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2290,4,974731,0.0839232103425546,0.12487830726119,0.501997871334037,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2291,4,974814,0.110079698483358,0.126301463557595,0.38403912790287,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2292,4,974820,0.10735647182454,0.12649902916694,0.396637694319858,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2293,4,974882,0.16045138018515,0.126130537291587,0.204172915554841,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2294,4,974883,0.154846328127676,0.126321229061989,0.221085840963596,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2295,4,974990,0.0998292420716899,0.127487369904676,0.434121583766751,CUT075,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
2296,4,975039,0.138418757588527,0.126222462685908,0.273552722423848,YDR259C,YAP6,SGDID:S000002667,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2297,4,975090,0.12606850157444,0.124229611717488,0.310895096509993,YDR259C,YAP6,SGDID:S000002667,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2298,4,975108,0.138345208093144,0.125190189652502,0.269877440397253,YDR259C,YAP6,SGDID:S000002667,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2299,4,975149,0.147419026294259,0.127500519331264,0.248371881857937,YDR259C,YAP6,SGDID:S000002667,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2300,4,975156,0.141207975254062,0.127520433009574,0.268902630855064,YDR259C,YAP6,SGDID:S000002667,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
2301,4,975252,0.111058782300973,0.122348308355964,0.36464207660354,YDR259C,YAP6,SGDID:S000002667,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication""",Verified ORF
