SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3324,5,548182,0.0108823232578529,0.0932441633629855,0.907157960572352,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3325,5,548310,-0.0350238405204385,0.0913758488950449,0.701732301483967,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3326,5,548459,-0.0529276970526036,0.0919834218696681,0.565384192853624,YER179W,DMC1,SGDID:S000000981,ORF,Verified ORF,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3327,5,548843,-0.0499967704104683,0.0904727285562415,0.580875426406781,YER179W_NFR/NDR,,,Promoter,Promoter,,Promoter
3328,5,549055,-0.0535294058094423,0.0904826947582362,0.554498296369599,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3329,5,549248,-0.0255550534269618,0.0908652112435428,0.77869008218666,YER179W,DMC1,SGDID:S000000981,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3330,5,549677,-0.0690698109427057,0.182534427002115,0.705365874266196,ARS522,ARS522,SGDID:S000077394,Other features,Replication,"""Autonomously Replicating Sequence; active origin of replication near the right end of Chromosome V that is activated late in S phase ; late activation appears to result from telomeric proximity""",ARS
3331,5,549802,-0.0306228111535267,0.184164361069601,0.868031968551298,ARS522,ARS522,SGDID:S000077394,Other features,Replication,"""Autonomously Replicating Sequence; active origin of replication near the right end of Chromosome V that is activated late in S phase ; late activation appears to result from telomeric proximity""",ARS
3332,5,549802,-0.197672944601156,0.158312243976844,0.212628979068194,ARS522,ARS522,SGDID:S000077394,Other features,Replication,"""Autonomously Replicating Sequence; active origin of replication near the right end of Chromosome V that is activated late in S phase ; late activation appears to result from telomeric proximity""",ARS
3333,5,550708,-0.0446852952444499,0.0918925709622778,0.627072128420143,YER180C,ISC10,SGDID:S000000982,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific MAPK inhibitor; binds Smk1p during meiosis I; links APC/C-Ama1 to Smk1p activation; required for sporulation; transcript is induced 7.5 hr after induction of meiosis; Isc10p is ubiquitylated and degraded in an Ama1p-dependent manner upon completion of meiosis II""",Verified ORF
3334,5,550744,-0.0526673990619316,0.0929553255820423,0.571353988502269,YER180C,ISC10,SGDID:S000000982,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific MAPK inhibitor; binds Smk1p during meiosis I; links APC/C-Ama1 to Smk1p activation; required for sporulation; transcript is induced 7.5 hr after induction of meiosis; Isc10p is ubiquitylated and degraded in an Ama1p-dependent manner upon completion of meiosis II""",Verified ORF
3335,5,551265,-0.0390748660866621,0.0979248595694961,0.690113064181755,YER180C-A_NFR/NDR,,,Promoter,Promoter,,Promoter
3336,5,551776,-0.0538395365019662,0.0906617858481502,0.552992534917973,YER181C,YER181C,SGDID:S000000983,ORF,Verified ORF,"""Mitochondrial protein of unknown function; conserved among S. cerevisiae strains; extensively overlaps a Ty1 LTR; YER181C is not an essential gene""",Verified ORF
3337,5,552218,-0.055101697279901,0.0913323809772729,0.54669022481105,YERCdelta26,YERCdelta26,SGDID:S000006902,Other features,LTR,"""Ty1 LTR""",reverse complement
3338,5,553130,-0.0236851211890425,0.0921756488845253,0.79736214924538,YER182W,FMP10,SGDID:S000000984,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
3339,5,554104,0.0395589821063451,0.0932924216406196,0.671800678184187,XUT_5F-255,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
3340,5,554306,-0.112756963061384,0.153483713655125,0.463039810129302,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3341,5,554307,0.250377794289178,0.1045641549893,0.0171644927838521,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3342,5,554308,0.219365404480594,0.118893391406122,0.0658663106928685,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3343,5,555454,0.0019513014819779,0.0911186822686478,0.982926752178329,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3344,5,555973,0.0043075964125456,0.0909900156200016,0.962267889652764,SUT099,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3345,5,557406,0.0064914860264163,0.0907322396390271,0.943004108104545,YER184C,TOG1,SGDID:S000000986,ORF,Verified ORF,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3346,5,557772,-0.0016680791559833,0.0912498715433967,0.985425534866665,YER184C,TOG1,SGDID:S000000986,ORF,Verified ORF,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3347,5,558324,-0.0206615585963974,0.0906058448713923,0.819748876397726,YER184C,TOG1,SGDID:S000000986,ORF,Verified ORF,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3348,5,558514,-0.0123450571528924,0.0911600350639956,0.892355566952153,YER184C,TOG1,SGDID:S000000986,ORF,Verified ORF,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3349,5,558549,0.0091408941841315,0.0909022348827935,0.919958886539576,YER184C,TOG1,SGDID:S000000986,ORF,Verified ORF,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3350,5,559378,0.0405481855683669,0.0904035336684441,0.654050010220458,YER184C,TOG1,SGDID:S000000986,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white ; and prevents growth on glycerol or lactate as sole carbon source""",Verified ORF
3351,5,560042,0.026140824528391,0.0909304617980573,0.773912364496488,YER185W,PUG1,SGDID:S000000987,ORF,Verified ORF,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3352,5,561145,0.001835740163705,0.0906840621681953,0.983860763450069,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3353,5,561154,-0.006127801797587,0.0908229117663728,0.946245918223031,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3354,5,561160,-0.006127801797587,0.0908229117663728,0.946245918223031,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3355,5,561163,-0.006127801797587,0.0908229117663728,0.946245918223031,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3356,5,561166,-0.006127801797587,0.0908229117663728,0.946245918223031,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3357,5,561193,0.0354408103758879,0.0924259031162505,0.701616180543462,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3358,5,561211,0.0527427289228302,0.0938210142005672,0.574361562734966,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3359,5,561220,0.0779920442190405,0.0946514283378649,0.410500333727368,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3360,5,561227,0.0762264965626261,0.0946751450667649,0.42128238351811,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3361,5,561259,0.058368231317246,0.180877411722943,0.747117306915037,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3362,5,561269,0.0072011151290034,0.181217480540456,0.968324932706779,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3363,5,561292,0.0970036703031101,0.113246193471091,0.392261822579417,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3364,5,561299,0.0790384166922409,0.112900946619421,0.484345523238915,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3365,5,561309,0.0868408865341634,0.113760452538006,0.445754887621821,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3366,5,561353,0.0109443662940882,0.0966273968429418,0.909885964666209,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3367,5,561355,0.0174286504182251,0.0967576670497393,0.857156370182032,YER185W,PUG1,SGDID:S000000987,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins""",Verified ORF
3368,5,561373,0.0142657615992166,0.0964497322414241,0.882499212381127,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3369,5,561379,0.0080383443211696,0.0959333059109297,0.933270127761273,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3370,5,561430,0.0168173046280415,0.0919331754503902,0.854958226489694,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3371,5,561461,0.02618345188028,0.0929910069705016,0.778438446105564,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3372,5,561500,0.0320585859553539,0.0961550681259965,0.739026492853959,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3373,5,561502,0.0320585859553539,0.0961550681259965,0.739026492853959,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3374,5,561510,0.0006441506365219,0.099095843092923,0.994817236110719,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3375,5,561524,0.0563260717677103,0.180987479126193,0.755820659506457,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3376,5,561529,0.0459432270698628,0.180995789076955,0.799770128272561,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3377,5,561538,0.0177302887153648,0.18114111005709,0.922082271655074,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3378,5,561541,-0.0217001360153901,0.181008621970925,0.904642809409512,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3379,5,561545,-0.0235163476296449,0.181070722422893,0.896740224984875,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3380,5,561555,0.0434104214622337,0.181128832251963,0.810728302272115,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3381,5,561569,-0.0392638862051067,0.181890451722726,0.829217212958014,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3382,5,561578,-0.0186450978411399,0.181784151482467,0.91836468778114,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3383,5,561590,-0.0776954655192181,0.183171624118474,0.671701971629004,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3384,5,561678,-0.0057902094827957,0.181217623807547,0.974528634222783,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3385,5,561690,-0.0503150436399258,0.181198097321258,0.781420756545499,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3386,5,561692,-0.0510938253853421,0.181277625773689,0.778220620166015,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3387,5,561717,-0.0484049075588642,0.181199571361982,0.78952053675332,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3388,5,561736,-0.0909165885815586,0.180947614719708,0.615666405609979,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3389,5,561746,-0.090127859196242,0.180891731225723,0.61862375467415,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3390,5,561758,-0.0456026414523798,0.180939046710334,0.801162099759529,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3391,5,561759,-0.0134800623045574,0.180902665654113,0.940642373637033,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3392,5,561766,-0.0338144553403055,0.180895135542896,0.851824084481508,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3393,5,561783,-0.144055657049583,0.180849848171811,0.426248737899844,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3394,5,561786,-0.0174246246183343,0.0968151971692144,0.857272955992543,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3395,5,561824,-0.0425449763235715,0.0939855201579673,0.651060243216415,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3396,5,561906,-0.0118326302394677,0.0905653097521107,0.896124230857304,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3397,5,561915,-0.0087258611389005,0.0904508518783493,0.923201452438126,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3398,5,562065,0.0074283939840212,0.0908745306705043,0.93489708605329,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3399,5,562072,-0.0014910649170492,0.0908018666745855,0.986907737928481,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3400,5,562097,-0.0150458704981808,0.0905239969588563,0.868087915940583,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3401,5,562113,0.0203232014461623,0.180815554334524,0.91057218982754,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3402,5,562116,-0.0101616007225925,0.0904077771674695,0.910572189832026,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3403,5,562155,-0.0034074959008575,0.0908889187328928,0.970114888745677,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3404,5,562173,0.0008191939683964,0.0909208600495439,0.992816273224275,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3405,5,562264,-0.0130561916804595,0.0906613875046231,0.885574356578935,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3406,5,562359,-0.0177388391632799,0.0910361380439144,0.845618626196687,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3407,5,562436,-0.0086494639868033,0.0910239169899438,0.924349617384871,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3408,5,562451,-0.0009663726171743,0.0909035222834818,0.991524053853055,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3409,5,562473,-0.003126095986157,0.0910408817628467,0.972627607172184,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3410,5,562513,-0.0055457228716416,0.0910594193578558,0.951471528866658,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3411,5,562518,-0.0049995915191044,0.090903147355447,0.95617029319321,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3412,5,562560,-0.0093074649829611,0.0906455097956667,0.918275391473427,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3413,5,562570,-0.0092104963978935,0.0905262116885144,0.919017665645115,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3414,5,562582,0.0053331115924961,0.0906636063315952,0.953126318567295,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3415,5,562610,-0.0029695718281932,0.0906639129109938,0.973889571589921,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3416,5,562667,0.0148828744777108,0.0904485755708675,0.869396185581597,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3417,5,562683,0.0203778961586757,0.0905852940872481,0.822142031845001,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3418,5,562774,0.0088361194098584,0.0908222797237069,0.922551138678577,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3419,5,562846,0.0032146928557566,0.0918471256289909,0.972099146499529,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3420,5,562873,-0.013537766289329,0.0923127553173435,0.883491140084777,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3421,5,562888,-0.0216100332790936,0.0915089518066913,0.813451589260679,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3422,5,563005,0.0032101147059855,0.0913419140334965,0.971984828448201,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3423,5,563017,0.0147041806181289,0.09172204992861,0.872726699885545,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3424,5,563018,0.0344397855347302,0.0921442095123002,0.708807535395933,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3425,5,563074,0.0071086455395407,0.0923829260690859,0.938708814687187,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3426,5,563104,0.0148753148279453,0.0918662240716995,0.871458615582107,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3427,5,563148,-0.0057123166802096,0.0913195997405582,0.950157844737061,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3428,5,563174,0.0179245624110228,0.0919497683431617,0.845553135077593,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3429,5,563257,-0.0160067718001563,0.0925782243445565,0.862829151929739,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3430,5,563299,-0.0268313836492498,0.0913770994109476,0.769210483706548,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3431,5,563318,6.83475293904445e-05,0.0915825573979589,0.99940496501458,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3432,5,563324,0.0002346955491456,0.0916890617608999,0.997959111224396,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3433,5,563344,0.0065442352717643,0.0919540577960931,0.943303928576404,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3434,5,563347,-0.0088217470099765,0.0920410868964358,0.923697468846864,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3435,5,563348,0.0056502096762826,0.0919886241523818,0.951057162652384,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3436,5,563372,0.017794071333686,0.0930360859594518,0.848431944985363,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3437,5,563421,0.0151012616325517,0.164683153313023,0.926989297390862,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3438,5,563427,-0.0262099765808492,0.125444875221479,0.834618551635943,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3439,5,563428,0.133070615142625,0.213345005283214,0.533204872643616,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3440,5,563428,0.0140473039863488,0.121624566890089,0.908116665607547,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3441,5,563452,0.020913101189448,0.0972665795164703,0.829885175513236,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3442,5,563474,0.0271032336487654,0.0968429361342697,0.779742741781419,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3443,5,563479,-0.0013705202279767,0.0961462494577489,0.988634963335889,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3444,5,563545,-0.0141816740091453,0.0973125136498673,0.884215111000209,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3445,5,563565,0.022673677877983,0.099342036184311,0.819592980957426,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3446,5,563580,0.0467543621210163,0.0992221638053218,0.637782669804342,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
