SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3412,5,562560,-0.0756717799043628,0.0590333559061096,0.200737292496632,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3413,5,562570,-0.0786584932015977,0.0589442091000914,0.182914376191639,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3414,5,562582,-0.0657852854107546,0.059078140772633,0.266238495643257,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3415,5,562610,-0.0697972394959321,0.0590650978146785,0.238120124019655,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
3416,5,562667,-0.0674549201164505,0.0589341617030816,0.253158256932492,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3417,5,562683,-0.0656313599244572,0.0590313725224612,0.266978741737784,YER186C,YER186C,SGDID:S000000988,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
3418,5,562774,-0.0752802649079526,0.0591503381076202,0.203964342354846,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3419,5,562846,-0.073969231823218,0.0598247723688131,0.217120248653078,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3420,5,562873,-0.0894082014816152,0.0600716600852809,0.137548995033749,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3421,5,562888,-0.0849842384914292,0.0595665518193892,0.154547150258821,YER186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3422,5,563005,-0.074547987556418,0.0594922273065639,0.211009234089464,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3423,5,563017,-0.071956759488345,0.0597519930663709,0.229297076222848,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3424,5,563018,-0.0693651156719888,0.0600465053827156,0.24879401743173,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3425,5,563074,-0.0519848845356559,0.0602408184437937,0.388750221376428,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3426,5,563104,-0.071124609457751,0.059849162470451,0.235475643006141,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3427,5,563148,-0.0813364542799027,0.0594526494966746,0.172154742560286,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3428,5,563174,-0.0696463118621888,0.0599097315687027,0.245809284029734,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3429,5,563257,-0.0789521048205765,0.0602875880991366,0.191185797867817,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3430,5,563299,-0.0785456976613552,0.0595078756729275,0.187716680555746,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3431,5,563318,-0.0772992076315767,0.0596396320603666,0.195786164214721,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3432,5,563324,-0.059358846344112,0.0597674503848739,0.321310601374326,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3433,5,563344,-0.0595370732501014,0.0599405997595151,0.321259778836957,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3434,5,563347,-0.0757214603936155,0.0599461376527206,0.207365970832658,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3435,5,563348,-0.0600747002068532,0.0599615658263403,0.317084551801701,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3436,5,563372,-0.0524273187634227,0.0606691860630702,0.388091925125741,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3437,5,563421,-0.0696951039031761,0.107435731336172,0.516944798956143,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3438,5,563427,-0.0536960145538257,0.0818404951607127,0.512183548648571,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3439,5,563428,-0.140785585578016,0.139138044055828,0.312307097760714,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3440,5,563428,-0.0508245070354134,0.079346977758484,0.52224048828506,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3441,5,563452,-0.0732441706026036,0.0633760427121072,0.248582426443818,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3442,5,563474,-0.0649362588423809,0.0631276050413246,0.304348124716419,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3443,5,563479,-0.0764629397343722,0.0626282938693395,0.222938400167396,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3444,5,563545,-0.109536671545971,0.0632554661684653,0.0842085674446864,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3445,5,563565,-0.092881599578706,0.0646625311896431,0.151772692086393,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3446,5,563580,-0.0843457749101922,0.0646328433771159,0.19274333239185,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3447,5,563607,-0.144700930606692,0.120550321208406,0.230813646491549,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3448,5,563608,-0.0868943556594315,0.0656354171473499,0.18639479911771,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3449,5,563642,-0.0962328690192003,0.117864320647991,0.414781103854343,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3450,5,563661,-0.084359492686179,0.117867851748558,0.474642048958387,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3451,5,563665,-0.0559251780139189,0.0616620385786172,0.365045136195869,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3452,5,563700,-0.0807415579781902,0.0606115108921012,0.183681482878325,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3453,5,563747,-0.0716808250473192,0.0593052969762091,0.227596758811304,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3454,5,563755,-0.0722724142189029,0.0590847996341042,0.222070818499755,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3455,5,563781,-0.0667942427318114,0.0591792018367732,0.259800308172226,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3456,5,563837,-0.0586490116355954,0.0597171999821081,0.326717032699834,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3457,5,563865,-0.0313598380628139,0.0909368371136705,0.730410285467133,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3458,5,563866,-0.0672833059156637,0.0600812812098083,0.263529954757057,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3459,5,563882,-0.0681334062978051,0.059875598126875,0.255927258382424,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3460,5,563899,-0.0520600050141559,0.0599827920397777,0.386030137934428,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3461,5,563908,-0.0520600050141559,0.0599827920397777,0.386030137934428,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3462,5,563929,-0.0616851159549195,0.0598953976559187,0.303771121122039,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3463,5,563964,-0.0687846597725251,0.0590815850083802,0.245116331116899,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3464,5,563970,-0.0736449458967486,0.0589131662808129,0.212105997092956,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3465,5,564006,-0.0770754223791509,0.0590394575457599,0.192576256017302,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3466,5,564048,-0.0977090496555793,0.059100342999854,0.0991641574667454,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3467,5,564065,-0.0981744825947424,0.0589394174223377,0.0966633767129883,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3468,5,564074,-0.0845678089048431,0.059010394739667,0.152714245992366,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3469,5,564097,-0.10019983440386,0.0590885275516701,0.0908134591357226,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3470,5,564135,-0.090982143649583,0.0591307560906267,0.124783130102857,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3471,5,564147,-0.085741051999642,0.0593968128198926,0.149758215703253,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3472,5,564195,-0.091990625387752,0.0593655343741995,0.122142522356488,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3473,5,564197,-0.091990625387752,0.0593655343741995,0.122142522356488,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3474,5,564206,-0.0888942600646132,0.0597204322859029,0.137510122970711,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3475,5,564212,-0.0883683590489178,0.0595526003522452,0.138735542542225,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3476,5,564236,-0.082978650407794,0.0591735481998624,0.161706555605008,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3477,5,564252,-0.0878100409166237,0.059813225046185,0.142975493418728,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3478,5,564265,-0.0685089583338953,0.0597150198912296,0.252049046411702,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3479,5,564272,-0.0696710661707492,0.0597955990936783,0.244743502823342,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3480,5,564298,-0.0919736576053593,0.0595487179790812,0.123360540417844,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3481,5,564300,-0.0839943459967113,0.0595753523645665,0.159454337806312,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3482,5,564304,-0.0839943459967113,0.0595753523645665,0.159454337806312,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3483,5,564343,-0.0755473911616802,0.0615506933615421,0.220489750293256,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3484,5,564355,-0.0848218068177912,0.0649638571536428,0.192512740095352,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3485,5,564360,-0.0919008335957973,0.0652043426685386,0.159588967206062,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3486,5,564372,-0.19928278510764,0.117486628522358,0.0907264616701936,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3487,5,564393,-0.101650789844836,0.119964739019322,0.397380369795606,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3488,5,564395,0.186375470808485,0.116306541774552,0.109950437995993,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3489,5,564397,-0.0624851560270652,0.0823915677621525,0.448722017126953,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3490,5,564403,-0.195668770059818,0.117496401229151,0.0967366955016868,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3491,5,564406,-0.20084134064088,0.117490266532169,0.0882502382203119,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3492,5,564431,-0.0889763419336558,0.0712854018021357,0.212795844871663,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3493,5,564461,-0.115446127721293,0.063748503963015,0.0709966622866684,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3494,5,564462,-0.115446127721293,0.063748503963015,0.0709966622866684,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3495,5,564469,-0.107012652607589,0.061774966089623,0.0840939879262497,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3496,5,564472,-0.115414966427354,0.0640104006972371,0.0722305302363512,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3497,5,564485,-0.0993210209980749,0.0634026802010348,0.118124906950925,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3498,5,564486,-0.0956661234329926,0.0632953972722589,0.131575357203415,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3499,5,564496,-0.100950815233521,0.0632872177280473,0.111579894819918,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3500,5,564516,-0.0858568781507248,0.0614593716470656,0.163300243814076,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3501,5,564535,-0.0847516850107892,0.0598433163639552,0.157591008929836,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3502,5,564551,-0.0775492673537178,0.0605140414884867,0.200856196346966,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3503,5,564567,-0.0973043747588106,0.0607785910359221,0.110279257161134,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3504,5,564574,-0.0729523335204752,0.0614764485011261,0.236155337283509,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3505,5,564590,-0.0842493487595653,0.0602702691210229,0.163033119088144,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3506,5,564680,-0.088306520270087,0.0599843924053782,0.141869118045264,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3507,5,564696,-0.181428434109813,0.117635485528385,0.123898254849652,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3508,5,564701,-0.181428434109813,0.117635485528385,0.123898254849652,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3509,5,564705,-0.181428434109813,0.117635485528385,0.123898254849652,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3510,5,564717,-0.161354785636332,0.117774135702483,0.171546450414574,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3511,5,564723,-0.154754649516184,0.117870037987468,0.190060720110059,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3512,5,564730,-0.136704472254632,0.117862465571701,0.246887925063188,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3513,5,564732,-0.136704472254632,0.117862465571701,0.246887925063188,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3514,5,564809,-0.149990409929829,0.117973361955577,0.204426234973689,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3515,5,564814,-0.138827428334389,0.11796725035169,0.240056189139165,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3516,5,564841,-0.153451577619899,0.117960751440378,0.194151551278804,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3517,5,564865,-0.158602393367163,0.117990085181312,0.179746608282216,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3518,5,564880,-0.164947155015694,0.117871942345856,0.162578401084238,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3519,5,564894,-0.176284232959203,0.117747048055119,0.135249498839032,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3520,5,564898,-0.184495848858326,0.117677842675299,0.117822709783498,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3521,5,564904,-0.154135076478896,0.117835052704092,0.191704795296143,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3522,5,564935,-0.183273193108,0.117683254825433,0.120285130137178,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3523,5,564937,-0.183273193108,0.117683254825433,0.120285130137178,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3524,5,564938,-0.183273193108,0.117683254825433,0.120285130137178,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3525,5,564945,-0.183705399761319,0.117651537884625,0.119316838744459,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3526,5,564949,-0.183705399761319,0.117651537884625,0.119316838744459,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3527,5,564968,-0.0811595543591206,0.0694533909934292,0.243374727233551,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3528,5,565000,-0.109692368827201,0.0635635343842668,0.0852742878698279,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3529,5,565007,-0.131851900954515,0.0634016917684773,0.0382809862377854,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3530,5,565013,-0.104086842398917,0.0640275024579119,0.104914757892374,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3531,5,565036,-0.0918730173329386,0.0608998435928227,0.132297550147037,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3532,5,565093,-0.0953973600091949,0.0590416570885538,0.107038783201411,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3533,5,565120,-0.100755806960594,0.0591854326617634,0.0895654264786918,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3534,5,565122,-0.100930091207083,0.0592756000030619,0.0894996797998199,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3535,5,565125,-0.100930091207083,0.0592756000030619,0.0894996797998199,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3536,5,565208,-0.0965642943540488,0.059284745294936,0.104242781253793,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3537,5,565243,-0.0826960084612363,0.0591746690725186,0.163143944185244,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3538,5,565254,-0.0822096798686017,0.0594109546574876,0.167310531247716,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3539,5,565289,-0.123792825934566,0.0993375671880378,0.213523457038018,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3540,5,565293,-0.0819590916358337,0.0601865605329422,0.174144997122915,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3541,5,565315,-0.0697089177305333,0.0601415668815724,0.247206832819594,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3542,5,565361,-0.0684529905718206,0.0618383898362897,0.269062415560752,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3543,5,565365,-0.0684529905718206,0.0618383898362897,0.269062415560752,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3544,5,565371,-0.0719581185457128,0.0625920767299564,0.25107202079673,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3545,5,565372,-0.0724387069639487,0.0627679314170048,0.249251415011046,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3546,5,565388,-0.0752031551086884,0.0622176604600957,0.227583005144741,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3547,5,565423,-0.06562457547963,0.0607276791250015,0.280596359598659,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3548,5,565436,-0.0839546405179251,0.0608134062008827,0.168297494050915,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3549,5,565441,-0.0769383103119352,0.0604769351311963,0.204142088604362,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3550,5,565448,-0.0844511537154767,0.060196693071655,0.161519568221789,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3551,5,565475,-0.0799743385498969,0.0602837710512343,0.185488242221594,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3552,5,565507,-0.0672725625013967,0.0600635850233731,0.263465660718993,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3553,5,565512,-0.0694536297161628,0.0601463595863975,0.248976496510745,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3554,5,565539,-0.0618748611009464,0.0609006523733351,0.310326810416912,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3555,5,565639,-0.0892322885665474,0.0590040719688674,0.131350423245552,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3556,5,565651,-0.0820226085523702,0.0589573742472805,0.165035266213518,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3557,5,565675,-0.0821932984532648,0.0589426842309438,0.164055276637644,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3558,5,565711,-0.0948246464042469,0.0611849682395799,0.122084854149685,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3559,5,565722,-0.159665915528388,0.117669086141804,0.175678040239516,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3560,5,565729,-0.178984369616195,0.1176051763876,0.12892715429913,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3561,5,565731,-0.153942260605449,0.117668419016095,0.191632390662152,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3562,5,565737,-0.178503214688234,0.117607248009431,0.129962153469295,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3563,5,565800,0.0186595909855907,0.106762852444661,0.861355797237813,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3564,5,565808,-0.128673942182839,0.0925732952418871,0.165414395567135,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3565,5,565834,-0.0841222206225041,0.0601800935995821,0.163038482504057,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3566,5,565880,-0.0667485511484667,0.0677649718700123,0.325298319516495,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3567,5,565885,-0.0876954808389971,0.0692827876434454,0.206433260058257,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3568,5,566202,-0.0560928255008317,0.118362460432021,0.635859041855831,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3569,5,566255,-0.231463534855719,0.0976072434636119,0.0182580450509974,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3570,5,566370,-0.0866613932040972,0.0908929553636601,0.341017290079697,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3571,5,566373,-0.177683314972676,0.117629356823,0.131801450682573,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3572,5,566376,-0.174077524306494,0.11766694756657,0.139922906230261,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3573,5,566378,-0.236630600387151,0.118411967877017,0.0464434867713807,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3574,5,566382,-0.176275965674066,0.11761676436483,0.13483698805929,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3575,5,566388,-0.200116109911795,0.117493772127733,0.089409681995842,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3576,5,566400,-0.12909828142432,0.0748639928105649,0.0855042786762425,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3577,5,566427,-0.0992400870347165,0.0680062748619754,0.145377773309802,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3578,5,566434,-0.0992400870347165,0.0680062748619754,0.145377773309802,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3579,5,566463,-0.16886583250983,0.0723605232840767,0.020173605021768,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3580,5,566466,-0.167116785655581,0.0724426170071615,0.0216395574614898,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3581,5,566472,-0.154149964753719,0.0725620071192408,0.0343321790613888,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
