SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2049,4,741699,0.149382196440422,0.139692011550852,0.285634465745695,YDR142C,PEX7,SGDID:S000002549,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal signal receptor for peroxisomal matrix proteins; recognizes the N-terminal nonapeptide signal (PTS2); WD repeat protein; defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP)""",Verified ORF
2050,4,741737,0.0899777127510622,0.140839473370851,0.52332366312012,YDR142C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2051,4,746264,-0.103151362333016,0.142938586738089,0.470988564948802,YDR144C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2052,4,746943,0.0844371758262842,0.139232773608095,0.544608346169822,YDR145W,TAF12,SGDID:S000002552,ORF,Verified ORF,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2053,4,747517,0.0642950507564821,0.200410230200734,0.74853875885942,YDR145W,TAF12,SGDID:S000002552,ORF,Verified ORF,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2054,4,747520,0.0642950507564821,0.200410230200734,0.74853875885942,YDR145W,TAF12,SGDID:S000002552,ORF,Verified ORF,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2055,4,747523,0.102329643409303,0.208232109781152,0.62343407839792,YDR145W,TAF12,SGDID:S000002552,ORF,Verified ORF,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2056,4,747526,0.0970686683460089,0.213160200786539,0.649116602736472,YDR145W,TAF12,SGDID:S000002552,ORF,Verified ORF,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2057,4,747529,-0.0991854246142481,0.268944135293799,0.712501143379039,YDR145W,TAF12,SGDID:S000002552,ORF,Verified ORF,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2058,4,747544,0.289876985211283,0.256584553609914,0.259347706131133,YDR145W,TAF12,SGDID:S000002552,ORF,Verified ORF,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2059,4,749708,-0.0052090413684516,0.140543305411344,0.970455242747363,YDR146C,SWI5,SGDID:S000002553,ORF,Verified ORF,"""Transcription factor that recruits Mediator and Swi/Snf complexes; activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase; required for expression of the HO gene controlling mating type switching; localization to nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase; SWI5 has a paralog ; ACE2 ; that arose from the whole genome duplication""",Verified ORF
2060,4,752433,-0.0757473683475173,0.144746104602053,0.601085516671214,YDR147W,EKI1,SGDID:S000002554,ORF,Verified ORF,"""Ethanolamine kinase; primarily responsible for phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; exhibits some choline kinase activity ; thus contributing to phosphatidylcholine synthesis via the CDP-choline pathway; EKI1 has a paralog ; CKI1 ; that arose from the whole genome duplication""",Verified ORF
2061,4,755257,-0.168783498367509,0.13945567032776,0.226972758486247,YDR148C,KGD2,SGDID:S000002555,Close to 3'-UTR,Close to 3'-UTR,"""Dihydrolipoyl transsuccinylase; component of the mitochondrial alpha-ketoglutarate dehydrogenase complex ; which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle; phosphorylated""",Verified ORF
2062,4,756788,-0.165525947420172,0.141535764830074,0.242991666384476,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2063,4,756811,-0.140431402965938,0.141787029295752,0.322637999635255,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2064,4,757471,3.27250876352991e-06,0.337790969634815,0.999992275590826,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2065,4,757961,0.276513496696269,0.440220457705716,0.530328180627099,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2066,4,758027,0.411457287916238,0.430233542307885,0.3395458886348,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2067,4,759686,-0.384611888747003,0.351249179924561,0.274270617168847,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2068,4,760553,-0.187287570693171,0.14193660536281,0.187851947154467,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2069,4,760734,-0.147109517799432,0.141116288141667,0.297907167972571,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2070,4,762727,-0.154453253082554,0.139542731914899,0.269111296324212,YDR150W,NUM1,SGDID:S000002557,ORF,Verified ORF,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2071,4,764905,-0.186515155394892,0.139166445784289,0.181032304198032,YDR151C,CTH1,SGDID:S000002558,ORF,Verified ORF,"""mRNA binding protein ; member of the CCCH zinc finger family; similar to mammalian Tis11 protein ; which activates transcription and also has a role in mRNA degradation; functions with Tis11p in regulation of iron homeostasis; CTH1 has a paralog ; TIS11 ; that arose from the whole genome duplication""",Verified ORF
2072,4,765852,-0.0958422527162016,0.139903134600888,0.493754688995351,YDR152W,GIR2,SGDID:S000002559,ORF,Verified ORF,"""Highly-acidic RWD domain-containing cytoplasmic protein; forms a highly conserved complex with Rbg2p that is responsible for efficient cell growth under amino acid starvation and binds translational activator Gcn1p in dose-dependent manner according to stress level; associates with translating ribosomes; intrinsically unstructured protein whose stability is enhanced upon binding Rbg2p""",Verified ORF
2073,4,767117,-0.0969560379467409,0.13944448828518,0.487323477876406,YDR153C,ENT5,SGDID:S000002560,ORF,Verified ORF,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p ; clathrin adaptor complex AP-1 ; and clathrin""",Verified ORF
2074,4,769065,-0.0056619127111131,0.139367639059654,0.967617235170196,YDR156W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2075,4,769779,-0.0750681936386565,0.140459687919725,0.593369068022905,YDR156W,RPA14,SGDID:S000002563,ORF,Verified ORF,"""RNA polymerase I subunit A14""",Verified ORF
2076,4,769848,-0.0395854895303435,0.139321233997417,0.776476536257718,YDR156W,RPA14,SGDID:S000002563,ORF,Verified ORF,"""RNA polymerase I subunit A14""",Verified ORF
2077,4,769943,-0.076488824221374,0.138886585452077,0.582168048063794,YDR157W,YDR157W,SGDID:S000002564,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
2078,4,778367,-0.0978560534844739,0.140829143609409,0.48760230488974,YDR160W,SSY1,SGDID:S000002567,ORF,Verified ORF,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
2079,4,778573,-0.112153912957886,0.139262100916351,0.421163257486714,YDR160W,SSY1,SGDID:S000002567,ORF,Verified ORF,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
2080,4,781689,-0.0616328789255254,0.139351372281768,0.658554581674005,YDR163W,CWC15,SGDID:S000002570,ORF,Verified ORF,"""Non-essential protein involved in pre-mRNA splicing; component of a complex containing Cef1p; has similarity to S. pombe Cwf15p""",Verified ORF
2081,4,782125,-0.0650703605052141,0.139719552695122,0.641702272652061,YDR164C,SEC1,SGDID:S000002571,ORF,Verified ORF,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2082,4,782960,-0.109145185798809,0.140008551066786,0.436171736898458,YDR164C,SEC1,SGDID:S000002571,ORF,Verified ORF,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2083,4,783543,-0.0566954578570631,0.138992063390299,0.683591234352383,YDR164C,SEC1,SGDID:S000002571,ORF,Verified ORF,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2084,4,784282,-0.0954587008051017,0.139297350425556,0.493612419352668,YDR164C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2085,4,789241,-0.196959707501482,0.140816460664602,0.162781506053465,YDR167W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2086,4,794376,-0.149801777760296,0.138826640345063,0.281299325461686,YDR169C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2087,4,794951,-0.14748427652335,0.140941943307613,0.296083772807606,CUT071,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2088,4,795775,-0.0864837896301071,0.139158900149462,0.534688206935202,YDR170C,SEC7,SGDID:S000002577,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2089,4,795937,-0.0202049961810375,0.140138314526042,0.88544143210575,YDR170C,SEC7,SGDID:S000002577,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2090,4,797067,-0.0579668673437176,0.139355828856519,0.67768985025359,YDR170C,SEC7,SGDID:S000002577,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2091,4,797405,-0.0425658620706547,0.139521549669311,0.760481600686738,YDR170C,SEC7,SGDID:S000002577,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2092,4,801680,0.0813863593426256,0.157676704666853,0.60606604266041,YDR170C,SEC7,SGDID:S000002577,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2093,4,802266,-0.0088472459419909,0.147625609483308,0.952245067022837,YDR170C,SEC7,SGDID:S000002577,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2094,4,802519,-0.0626327449040644,0.141700985490362,0.658755226371469,YDR170C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2095,4,802970,-0.020521422275781,0.278916634514144,0.94138986369255,YDRWdelta11,YDRWdelta11,SGDID:S000006865,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
2096,4,804961,0.0536584189092144,0.203679032737062,0.792360579172069,YDR170W-A,YDR170W-A,SGDID:S000007227,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag; YDR170W-A is part of a mutant retrotransposon; distribution in the cytoplasm becomes irregular rather than punctate upon DNA replication stress""",transposable_element_gene
2097,4,808113,-0.135531112622469,0.140131759957354,0.334121643551881,YDR172W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2098,4,808557,-0.616175115852015,0.352521175776628,0.0813491222095663,YDR172W,SUP35,SGDID:S000002579,ORF,Verified ORF,"""Translation termination factor eRF3; has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that modifies cellular fitness ; alters translational fidelity by affecting reading frame selection ; and results in a nonsense suppressor phenotype; many stress-response genes are repressed in the presence of [PSI(+)]""",Verified ORF
2099,4,808557,-0.0841844210095009,0.153731549329501,0.584308078035502,YDR172W,SUP35,SGDID:S000002579,ORF,Verified ORF,"""Translation termination factor eRF3; has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that modifies cellular fitness ; alters translational fidelity by affecting reading frame selection ; and results in a nonsense suppressor phenotype; many stress-response genes are repressed in the presence of [PSI(+)]""",Verified ORF
2100,4,811690,-0.0497605987069059,0.140346253451938,0.72313399780071,YDR173C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2101,4,812053,-0.0902274045647124,0.138863224461199,0.516271540413539,YDR174W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2102,4,814423,-0.105751669782336,0.139514889538321,0.448959358036331,YDR176W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2103,4,816667,-0.140737053623025,0.143876144070811,0.328654207522778,YDR177W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2104,4,816707,-0.1393154880573,0.141206544008264,0.324510663479356,YDR177W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2105,4,817314,-0.172760913891751,0.138917858191776,0.214464998521599,YDR177W,UBC1,SGDID:S000002584,ORF,Verified ORF,"""Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)""",Verified ORF
2106,4,817489,-0.155441204892916,0.139253546083788,0.265076123346871,YDR177W,UBC1,SGDID:S000002584,ORF,Verified ORF,"""Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)""",Verified ORF
2107,4,817645,-0.168392425273881,0.141362687676416,0.234372096503175,YDR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2108,4,817729,-0.161976034299914,0.140060090049484,0.248268841837212,YDR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2109,4,819048,-0.043335298201678,0.143479716072037,0.762806425500071,YDR179C,CSN9,SGDID:S000002586,ORF,Verified ORF,"""Subunit of the Cop9 signalosome; Cop9 signalosome is required for deneddylation ; or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling""",Verified ORF
2110,4,820654,-0.124996854832725,0.139930702891282,0.372317515790567,YDR179W-A,NVJ3,SGDID:S000002587,ORF,Verified ORF,"""Protein with a potential role in tethering ER and vacuoles; localizes to nucleus-vacuole junctions in an Mdm1p-dependent manner; contains a lipid-binding PXA domain""",Verified ORF
2111,4,821138,-0.135946108030719,0.142020115639969,0.339105604567074,YDR180W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2112,4,825050,-0.0997202761980979,0.140152873757553,0.477237704131257,YDR180W,SCC2,SGDID:S000002588,ORF,Verified ORF,"""Subunit of cohesin loading factor (Scc2p-Scc4p); a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; promotes gene expression program that supports translational fidelity; evolutionarily-conserved adherin; relocalizes to cytosol in response to hypoxia; human disorder Cornelia de Lange syndrome is caused by mutations in NIPBL ; the human ortholog of SCC2; conserved role in NHEJ""",Verified ORF
2113,4,825273,-0.110198671465304,0.142042379077675,0.438377414730033,YDR180W,SCC2,SGDID:S000002588,ORF,Verified ORF,"""Subunit of cohesin loading factor (Scc2p-Scc4p); a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; promotes gene expression program that supports translational fidelity; evolutionarily-conserved adherin; relocalizes to cytosol in response to hypoxia; human disorder Cornelia de Lange syndrome is caused by mutations in NIPBL ; the human ortholog of SCC2; conserved role in NHEJ""",Verified ORF
2114,4,826151,-0.0777698437827843,0.140666992626116,0.580705848716206,YDR181C,SAS4,SGDID:S000002589,ORF,Verified ORF,"""Subunit of the SAS complex (Sas2p ; Sas4p ; Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; required for the HAT activity of Sas2p""",Verified ORF
2115,4,826324,-0.082194973526554,0.140818817531582,0.559799566393338,YDR181C,SAS4,SGDID:S000002589,ORF,Verified ORF,"""Subunit of the SAS complex (Sas2p ; Sas4p ; Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; required for the HAT activity of Sas2p""",Verified ORF
2116,4,831797,-0.285813575894254,0.150180045374664,0.0578356064311416,SUT061,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2117,4,831877,-0.225487660918876,0.149338981783613,0.13196225258401,SUT061,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2118,4,831973,-0.246526146742698,0.14262766785888,0.0847803018872454,SUT061,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2119,4,832289,-0.205184811482126,0.140497068757778,0.145063951401501,SUT061,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2120,4,834790,-0.18711898157842,0.13948734711015,0.180628203532634,YDR186C,SND1,SGDID:S000002594,ORF,Verified ORF,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Env10p/Snd2p and Pho88p/Snd3p; can compensate for loss of SRP; co-purifies with ribosomes; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
2121,4,835165,-0.153671457556818,0.140315554972636,0.274182365849392,YDR186C,SND1,SGDID:S000002594,ORF,Verified ORF,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Env10p/Snd2p and Pho88p/Snd3p; can compensate for loss of SRP; co-purifies with ribosomes; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
2122,4,835337,-0.115466097485858,0.140271544832215,0.410972055815977,YDR186C,SND1,SGDID:S000002594,ORF,Verified ORF,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Env10p/Snd2p and Pho88p/Snd3p; can compensate for loss of SRP; co-purifies with ribosomes; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
2123,4,838720,0.0202437141919101,0.140119281890393,0.885207951862149,YDR189W,SLY1,SGDID:S000002597,ORF,Verified ORF,"""Hydrophilic protein involved in ER/Golgi vesicle trafficking; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex""",Verified ORF
2124,4,839960,-0.0035183757837224,0.139725737536413,0.979925151469826,YDR189W,SLY1,SGDID:S000002597,ORF,Verified ORF,"""Hydrophilic protein involved in ER/Golgi vesicle trafficking; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex""",Verified ORF
2125,4,842152,-0.0493265020960035,0.141608329428364,0.727799622379785,YDR191W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2126,4,842326,0.0097901733088244,0.141210891394327,0.94476607794104,YDR191W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2127,4,842566,-0.0202124445736156,0.140401986590615,0.885613223094013,YDR191W,HST4,SGDID:S000002599,ORF,Verified ORF,"""NAD(+)-dependent protein deacetylase; deacetylation targets are primarily mitochondrial proteins; involved along with Hst3p in silencing at telomeres ; cell cycle progression ; radiation resistance ; genomic stability and short-chain fatty acid metabolism; accumulates in mitochondria in response to biotin starvation and may link biotin metabolism with energy homeostasis; member of the Sir2 family and may be the functional equivalent of human SIRT3""",Verified ORF
2128,4,843045,-0.0275006956286087,0.140095651853776,0.844488771425397,YDR191W,HST4,SGDID:S000002599,ORF,Verified ORF,"""NAD(+)-dependent protein deacetylase; deacetylation targets are primarily mitochondrial proteins; involved along with Hst3p in silencing at telomeres ; cell cycle progression ; radiation resistance ; genomic stability and short-chain fatty acid metabolism; accumulates in mitochondria in response to biotin starvation and may link biotin metabolism with energy homeostasis; member of the Sir2 family and may be the functional equivalent of human SIRT3""",Verified ORF
2129,4,843203,-0.0195164829116574,0.140347163776122,0.889483125569492,YDR191W,HST4,SGDID:S000002599,ORF,Verified ORF,"""NAD(+)-dependent protein deacetylase; deacetylation targets are primarily mitochondrial proteins; involved along with Hst3p in silencing at telomeres ; cell cycle progression ; radiation resistance ; genomic stability and short-chain fatty acid metabolism; accumulates in mitochondria in response to biotin starvation and may link biotin metabolism with energy homeostasis; member of the Sir2 family and may be the functional equivalent of human SIRT3""",Verified ORF
2130,4,843659,-0.102442078707478,0.14019447457498,0.465438507889097,YDR192C,NUP42,SGDID:S000002600,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p; human homolog NUP42 can complement yeast mutant""",Verified ORF
2131,4,843707,-0.0951209300545394,0.140567681367264,0.499044988506273,YDR192C,NUP42,SGDID:S000002600,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p; human homolog NUP42 can complement yeast mutant""",Verified ORF
2132,4,843818,-0.103494166007877,0.140460440938272,0.461720779467457,YDR192C,NUP42,SGDID:S000002600,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p; human homolog NUP42 can complement yeast mutant""",Verified ORF
2133,4,843920,-0.106150102201207,0.140589486139819,0.450730921330432,YDR192C,NUP42,SGDID:S000002600,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p; human homolog NUP42 can complement yeast mutant""",Verified ORF
2134,4,843927,-0.128039719964346,0.141047314627292,0.364614550482642,YDR192C,NUP42,SGDID:S000002600,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p; human homolog NUP42 can complement yeast mutant""",Verified ORF
