SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1850,4,551365,-0.0441661653252386,0.0947769265160664,0.641502020621672,YDR047W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1851,4,553033,0.0204617718925551,0.112924276624614,0.856315331474929,YDR049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1852,4,553181,-0.0101308653036009,0.0977772275709577,0.917536337015996,YDR048C,YDR048C,SGDID:S000002455,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF VMS1/YDR049W""",Dubious ORF
1853,4,554056,-0.0711879578526778,0.0943205978378765,0.45090549096061,YDR049W,VMS1,SGDID:S000002456,ORF,Verified ORF,"""Peptidyl-tRNA hydrolase that releases stalled peptides from ribosomes ; component of a Cdc48p-complex; involved in protein quality control; exhibits cytosolic and ER-membrane localization; contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; translocates to mitochondria under oxidative stress and forms a complex with Cdc48p and Npl4p that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD)""",Verified ORF
1854,4,554792,-0.058337275884376,0.0946709949586094,0.538152647968939,YDR049W,VMS1,SGDID:S000002456,ORF,Verified ORF,"""Peptidyl-tRNA hydrolase that releases stalled peptides from ribosomes ; component of a Cdc48p-complex; involved in protein quality control; exhibits cytosolic and ER-membrane localization; contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; translocates to mitochondria under oxidative stress and forms a complex with Cdc48p and Npl4p that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD)""",Verified ORF
1855,4,558812,-0.0589810477777346,0.0952617908037723,0.536218919766347,YDR052C,DBF4,SGDID:S000002459,ORF,Verified ORF,"""Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation""",Verified ORF
1856,4,559258,-0.0407436848211377,0.0957877000189689,0.670837793720494,YDR052C,DBF4,SGDID:S000002459,ORF,Verified ORF,"""Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation""",Verified ORF
1857,4,560213,0.0380048374748611,0.0963591082525446,0.693517746661223,YDR052C,DBF4,SGDID:S000002459,ORF,Verified ORF,"""Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation""",Verified ORF
1858,4,560996,0.266915467014601,0.21512880976068,0.215531701287237,YDR052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1859,4,561118,0.0846785955766272,0.110559370734554,0.444241316562541,YDR052C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1860,4,562709,0.0159724843782939,0.0955997054438446,0.867405356574769,YDR054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1861,4,563928,-0.0150958852542709,0.095714761380403,0.874769650163026,YDR055W,PST1,SGDID:S000002462,ORF,Verified ORF,"""Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway ; as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog ; ECM33 ; that arose from the whole genome duplication""",Verified ORF
1862,4,564066,-0.0123465213421428,0.0969288921995828,0.898714467203629,YDR055W,PST1,SGDID:S000002462,ORF,Verified ORF,"""Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway ; as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog ; ECM33 ; that arose from the whole genome duplication""",Verified ORF
1863,4,565447,0.0035925308516199,0.0956585625788717,0.970063103662439,YDR056C,EMC10,SGDID:S000002463,ORF,Uncharacterized ORF,"""Putative protein of unknown function; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5p of TOM (Translocase of the Mitochondrial Outer Membrane) complex; YDR056C is not an essential protein""",Uncharacterized ORF
1864,4,567144,-0.0029249308017697,0.0952824613246693,0.975528154660277,YDR057W,YOS9,SGDID:S000002464,ORF,Verified ORF,"""ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family""",Verified ORF
1865,4,567417,0.0020341704737261,0.0951497045671169,0.982955698216943,YDR057W,YOS9,SGDID:S000002464,ORF,Verified ORF,"""ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family""",Verified ORF
1866,4,567579,0.108027494107244,0.103617395377356,0.297864955373887,YDR057W,YOS9,SGDID:S000002464,Close to 3'-UTR,Close to 3'-UTR,"""ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family""",Verified ORF
1867,4,568131,-0.0832604014989875,0.100902424863746,0.409839394303932,YDR058C,TGL2,SGDID:S000002465,ORF,Verified ORF,"""Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli""",Verified ORF
1868,4,568131,-1.21315965577559,0.397276820302025,0.002432114038369,YDR058C,TGL2,SGDID:S000002465,ORF,Verified ORF,"""Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli""",Verified ORF
1869,4,571075,-0.0287403436633433,0.0951801069626252,0.762862310185486,YDR060W,MAK21,SGDID:S000002467,ORF,Verified ORF,"""Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",Verified ORF
1870,4,572183,-0.0130984362374263,0.0956794711919061,0.89118857238008,YDR060W,MAK21,SGDID:S000002467,ORF,Verified ORF,"""Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",Verified ORF
1871,4,573409,-0.0063902473713605,0.0961591052239085,0.947053253857123,YDR060W,MAK21,SGDID:S000002467,ORF,Verified ORF,"""Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein""",Verified ORF
1872,4,574801,-0.0872888889629715,0.0948763282512118,0.358186345167549,YDR061W,YDR061W,SGDID:S000002468,ORF,Uncharacterized ORF,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
1873,4,575378,-0.067314901162719,0.0950018591504611,0.479062701998435,YDR061W,YDR061W,SGDID:S000002468,ORF,Uncharacterized ORF,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
1874,4,575468,-0.0583996367887183,0.0952207800130643,0.540067871163709,YDR061W,YDR061W,SGDID:S000002468,ORF,Uncharacterized ORF,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
1875,4,576298,-0.0766424640431391,0.101927590218006,0.452593910555624,YDR061W,YDR061W,SGDID:S000002468,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
1876,4,576324,-0.043831240862531,0.113263335088953,0.699000313666036,YDR061W,YDR061W,SGDID:S000002468,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
1877,4,576408,-0.0579007894377485,0.100393739999561,0.564484684554602,YDR061W,YDR061W,SGDID:S000002468,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",Uncharacterized ORF
1878,4,576758,-0.0299097191923818,0.0959565098221381,0.755451946200092,YDR062W,LCB2,SGDID:S000002469,ORF,Verified ORF,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
1879,4,577415,-0.081575201595428,0.0953561811471716,0.392866349313784,YDR062W,LCB2,SGDID:S000002469,ORF,Verified ORF,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
1880,4,577658,-0.0817534491534807,0.094538639377109,0.387756546273242,YDR062W,LCB2,SGDID:S000002469,ORF,Verified ORF,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
1881,4,577740,-0.0771855364532023,0.0942479143976716,0.413360173838034,YDR062W,LCB2,SGDID:S000002469,ORF,Verified ORF,"""Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
1882,4,578506,-0.0928871064810496,0.096640842965304,0.337130697898971,YDR063W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1883,4,578512,-0.0928871064810496,0.096640842965304,0.337130697898971,YDR063W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1884,4,579070,-0.0989274464151698,0.0946597460872888,0.296698967888838,YDR063W,AIM7,SGDID:S000002470,ORF,Verified ORF,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
1885,4,579494,-0.0751968306638107,0.0950016554336646,0.429165262763652,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
1886,4,579699,-0.0421707716762308,0.095488400016599,0.659025636317728,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
1887,4,579809,-0.0537417674940945,0.0946787007755581,0.570652100258647,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
1888,4,579869,-0.0783667523525309,0.094714276299399,0.408568398322075,YDR063W,AIM7,SGDID:S000002470,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss""",Verified ORF
1889,4,580657,-0.0639444307969357,0.0961532842832832,0.50646812204765,YDR064W,RPS13,SGDID:S000002471,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S13 and bacterial S15""",Verified ORF
1890,4,582525,-0.0917553762779666,0.0945126347317431,0.332299382744166,YDR065W,RRG1,SGDID:S000002472,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; required for vacuolar acidification; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
1891,4,584486,-0.0794830459146344,0.0959567490638516,0.408048081604588,YDR068W,DOS2,SGDID:S000002475,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Verified ORF
1892,4,584912,-0.070117946877244,0.09598311333158,0.465554639322602,YDR068W,DOS2,SGDID:S000002475,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Verified ORF
1893,4,588662,-0.0502944463008114,0.0944698807403632,0.594793583728895,YDR069C,DOA4,SGDID:S000002476,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin hydrolase; deubiquitinates intralumenal vesicle (ILVs) cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates ; acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog ; UBP5 ; that arose from the whole genome duplication""",Verified ORF
1894,4,589651,0.07674671306837,0.110488961028405,0.48775679402109,YDR071C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1895,4,590025,-0.0234519935698873,0.0949692512086377,0.805095874064975,YDR072C,IPT1,SGDID:S000002479,ORF,Verified ORF,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
1896,4,590826,0.0211896999059787,0.0957283615287473,0.824946060627891,YDR072C,IPT1,SGDID:S000002479,ORF,Verified ORF,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
1897,4,590885,0.007356821958147,0.0946705364422462,0.938102981007686,YDR072C,IPT1,SGDID:S000002479,ORF,Verified ORF,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
1898,4,590984,-0.0127233985423061,0.0955123752557803,0.894101594001711,YDR072C,IPT1,SGDID:S000002479,ORF,Verified ORF,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
1899,4,591356,0.0192171166682644,0.0955092993144651,0.840652792517282,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
1900,4,591435,-0.0001564937630992,0.0961011269653745,0.998701622895209,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
1901,4,591697,0.0113289663443302,0.0992227336730301,0.909162297579592,YDR072C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1902,4,591983,-0.016555507085744,0.0948300887724343,0.861509167280404,YDR072C,IPT1,SGDID:S000002479,Close to 3'-UTR,Close to 3'-UTR,"""Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C) ; the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin""",Verified ORF
1903,4,592527,-0.109220335720613,0.162220940435424,0.501208860590406,YDR073W,SNF11,SGDID:S000002480,ORF,Verified ORF,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1904,4,592539,-0.391151698045547,0.163122845344154,0.0170082858104894,YDR073W,SNF11,SGDID:S000002480,ORF,Verified ORF,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1905,4,592839,-0.0214371714489374,0.0951594984844508,0.821894761945442,YDR073W,SNF11,SGDID:S000002480,ORF,Verified ORF,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1906,4,592980,-0.0670819319461657,0.129557765235605,0.604938732269114,YDR073W,SNF11,SGDID:S000002480,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1907,4,592981,0.0402047563350822,0.137468672847325,0.770103046898031,YDR073W,SNF11,SGDID:S000002480,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1908,4,593354,-0.121554610436305,0.200361313218217,0.544455227059636,YDR073W,SNF11,SGDID:S000002480,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1909,4,593354,0.0584563586564033,0.141954571134456,0.680738706054223,YDR073W,SNF11,SGDID:S000002480,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1910,4,593358,-0.0150443074282376,0.111067587246456,0.892331856008167,YDR073W,SNF11,SGDID:S000002480,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1911,4,593359,-0.0150443074282376,0.111067587246456,0.892331856008167,YDR073W,SNF11,SGDID:S000002480,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1912,4,593362,-0.0133189080129315,0.11312700810907,0.906345296855231,YDR073W,SNF11,SGDID:S000002480,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions""",Verified ORF
1913,4,593676,0.0474136648161215,0.0956872717848017,0.620550957697396,YDR074W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1914,4,594369,0.0216222479393194,0.0957144281865508,0.821407022120671,YDR074W,TPS2,SGDID:S000002481,ORF,Verified ORF,"""Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in the synthesis of storage carbohydrate trehalose; positive regulator of autophagy involved in the dephosphorylation of Rim15p leading to ATG8 induction; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress""",Verified ORF
1915,4,597710,0.0782905765766525,0.0956297999108057,0.41351911684295,YDR075W,PPH3,SGDID:S000002482,ORF,Verified ORF,"""Catalytic subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form active complex ; Psy4p may provide substrate specificity; regulates recovery from the DNA damage checkpoint ; the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; involved in activation of Gln3p to alleviate nitrogen catabolite repression; Pph3p and Psy2p localize to foci on meiotic chromosomes""",Verified ORF
1916,4,598800,0.103965277629437,0.0969724978947543,0.28440260406987,YDR076W,RAD55,SGDID:S000002483,ORF,Verified ORF,"""Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p""",Verified ORF
1917,4,600513,0.0590869068368689,0.0976767698553419,0.545618934187011,YDR077W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1918,4,604043,0.107509345346354,0.0951797397646781,0.259436972286117,YDR080W,VPS41,SGDID:S000002487,ORF,Verified ORF,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
1919,4,605641,0.161810670167341,0.0965477604089929,0.0946304632520383,YDR080W,VPS41,SGDID:S000002487,ORF,Verified ORF,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
1920,4,605918,0.116480055379453,0.0946885181226205,0.219464149646294,YDR080W,VPS41,SGDID:S000002487,ORF,Verified ORF,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
1921,4,607042,0.114469375318798,0.15301188407592,0.454893281869946,YDR080W,VPS41,SGDID:S000002487,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
1922,4,608349,0.136563381483462,0.0953597033411077,0.153003814054145,YDR081C,PDC2,SGDID:S000002488,ORF,Verified ORF,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
1923,4,608355,0.135137405320343,0.0956535613424438,0.158601587514901,YDR081C,PDC2,SGDID:S000002488,ORF,Verified ORF,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
1924,4,609905,0.165790965175711,0.0962036026357569,0.0857037547851497,YDR081C,PDC2,SGDID:S000002488,ORF,Verified ORF,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
1925,4,610797,0.154171918272187,0.0952306054811272,0.106354854712142,YDR082W,STN1,SGDID:S000002489,ORF,Verified ORF,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
1926,4,611309,0.15953122081281,0.0951775044796514,0.0945953430499537,YDR082W,STN1,SGDID:S000002489,ORF,Verified ORF,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
1927,4,613791,0.137870389454275,0.0956652208399279,0.150421513899349,YDR084C,TVP23,SGDID:S000002491,ORF,Verified ORF,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
1928,4,614738,0.12066756868274,0.0948971995885965,0.204366316721546,SUT057,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
1929,4,618428,-0.0135026730377968,0.0956288075373639,0.887793434943759,YDR087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1930,4,619541,0.0278672247106693,0.0953567339258996,0.77027342872919,YDR088C,SLU7,SGDID:S000002495,ORF,Verified ORF,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
1931,4,620206,0.0115282111414039,0.0953234249061641,0.903809061698118,YDR088C,SLU7,SGDID:S000002495,Close to 3'-UTR,Close to 3'-UTR,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
1932,4,620786,-0.003159323434717,0.0948606031864747,0.973450265295232,D:620042-622111,,,Intergenic region,Intergenic region,between YNCD0013C and YDR089W,Intergenic region
1933,4,621613,0.0498938909808168,0.094278491925666,0.596986743542268,SUT473_NFR/NDR,,,Promoter,Promoter,,Promoter
1934,4,621879,-0.153406878018362,0.137767812271518,0.266243852468477,YDR089W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1935,4,621945,0.0345247556795448,0.0964613831123169,0.720622549624758,YDR089W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1936,4,621999,0.0721250272746245,0.0968475621322189,0.456932072841527,YDR089W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
