SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
323,2,147946,-0.161832736026872,0.0881201730135086,0.067124393605976,YBL037W,APL3,SGDID:S000000133,ORF,Verified ORF,"""Alpha-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport""",Verified ORF
324,2,150394,-0.0350763234013754,0.0964324995712621,0.716270184164844,YBL037W,APL3,SGDID:S000000133,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport""",Verified ORF
325,2,151274,0.108853119095723,0.15097765318277,0.471393933302437,YBL036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
326,2,151397,-0.127409698311266,0.0885020691116027,0.150860011968736,YBL036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
327,2,153035,-0.0292540867914924,0.0877814241667123,0.739135458987888,XUT_2F-43,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
328,2,153228,-0.072399170177414,0.088351877800384,0.413087632314782,YBL035C,POL12,SGDID:S000000131,ORF,Verified ORF,"""B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation""",Verified ORF
329,2,153455,-0.0456976730714739,0.0890701531066624,0.608235450849001,YBL035C,POL12,SGDID:S000000131,ORF,Verified ORF,"""B subunit of DNA polymerase alpha-primase complex; required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation""",Verified ORF
330,2,153732,-0.115577767869996,0.0919184279748382,0.209441890157778,YBL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
331,2,153815,-0.0206210029371348,0.0887547076058335,0.816410912894799,YBL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
332,2,154160,-0.0431967601117335,0.0878013687632869,0.623037332653628,YBL034C,STU1,SGDID:S000000130,ORF,Verified ORF,"""Microtubule plus-end-tracking non-motor protein; binds to MTs ; stabilizing interpolar MT plus ends ; facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle ; spindles poles ; and detached KTs; CLASP family member homologous to human CLASP1/2""",Verified ORF
333,2,154235,-0.0698163774340055,0.0886306657296252,0.431387595983159,YBL034C,STU1,SGDID:S000000130,ORF,Verified ORF,"""Microtubule plus-end-tracking non-motor protein; binds to MTs ; stabilizing interpolar MT plus ends ; facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle ; spindles poles ; and detached KTs; CLASP family member homologous to human CLASP1/2""",Verified ORF
334,2,155527,-0.0637365876177206,0.0962231878449495,0.508158121027593,YBL034C,STU1,SGDID:S000000130,ORF,Verified ORF,"""Microtubule plus-end-tracking non-motor protein; binds to MTs ; stabilizing interpolar MT plus ends ; facilitating polymerization of spindle MTs and producing an outward force on spindle poles; required for structural integrity of the mitotic spindle; binds detached kinetochores (KTs) and promotes capture; relocalizes to MTs and stabilizes the spindle once captured KTs reach a spindle pole; localizes to the spindle ; spindles poles ; and detached KTs; CLASP family member homologous to human CLASP1/2""",Verified ORF
335,2,159870,-0.0328578740045383,0.086450343205021,0.704116090952094,YBL032W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
336,2,161229,-0.0666116211267621,0.0877236175987627,0.448158893354752,YBL032W,HEK2,SGDID:S000000128,ORF,Verified ORF,"""RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA ; an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K""",Verified ORF
337,2,161451,0.517504984393117,0.185965009888548,0.0056788737238973,YBL031W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
338,2,161451,-0.393929583743515,0.187427502739356,0.0362815937557646,YBL031W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
339,2,162696,0.0359818227028383,0.0873964877608733,0.680803416991628,YBL031W,SHE1,SGDID:S000000127,ORF,Verified ORF,"""Mitotic spindle protein; interacts with components of the Dam1 (DASH) complex ; its effector Sli15p ; and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function""",Verified ORF
340,2,163284,0.0870845154719127,0.0861344475107974,0.312694537028398,YBL030C,PET9,SGDID:S000000126,ORF,Verified ORF,"""Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog ; AAC3 ; that arose from the whole genome duplication; human homolog SLC25A4 implicated in progressive external ophthalmoplegia can complement yeast null mutant""",Verified ORF
341,2,164166,0.0352077739956802,0.0870398126316806,0.686088624184366,YBL030C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
342,2,165270,-0.0132636382228736,0.0863249494108901,0.877975246020869,YBL029C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
343,2,165675,0.0016794263015528,0.0877544775537221,0.984742001478933,YBL029C-A,YBL029C-A,SGDID:S000007591,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; protein abundance increases in response to DNA replication stress; has potential orthologs in Saccharomyces species and in Yarrowia lipolytica""",Verified ORF
344,2,166404,0.200933773935506,0.227183146072643,0.377051460128128,YBL029W,YBL029W,SGDID:S000000125,ORF,Uncharacterized ORF,"""Non-essential protein of unknown function""",Uncharacterized ORF
345,2,168012,0.0026876042096324,0.106075939972105,0.979800793147555,YBL027W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
346,2,168062,0.0413621472686921,0.0869381089362847,0.634535786674962,YBL027W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
347,2,168518,0.0569603166691846,0.0864148665179054,0.510229515219314,YBL028C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
348,2,168980,0.0253752534803938,0.0864164265522942,0.769206154902497,YBL027W,RPL19B,SGDID:S000000123,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth ; while the double null mutation is lethal; homologous to mammalian ribosomal protein L19 ; no bacterial homolog; RPL19B has a paralog ; RPL19A ; that arose from the whole genome duplication""",Verified ORF
349,2,169651,0.018865425324119,0.0864622003120041,0.827405013237858,YBL027W,RPL19B,SGDID:S000000123,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L19B; rpl19a and rpl19b single null mutations result in slow growth ; while the double null mutation is lethal; homologous to mammalian ribosomal protein L19 ; no bacterial homolog; RPL19B has a paralog ; RPL19A ; that arose from the whole genome duplication""",Verified ORF
350,2,169902,-0.182457877039044,0.14420241352393,0.206601935894399,SUT440_NFR/NDR,,,Promoter,Promoter,,Promoter
351,2,169960,-0.0645587053249246,0.13457978019299,0.631733658744895,SUT440_NFR/NDR,,,Promoter,Promoter,,Promoter
352,2,170725,-0.0310645031882448,0.0866061684265471,0.720043709728283,YBL026W,LSM2,SGDID:S000000122,Close to 3'-UTR,Close to 3'-UTR,"""Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA ; snoRNA ; and rRNA; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
353,2,171254,-0.0897421813435711,0.086630548679404,0.300949315250948,YBL025W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
354,2,172242,-0.0717134670256776,0.0856515346847792,0.403007258148385,YBL024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
355,2,173254,-0.0157732849673737,0.0850754032049646,0.853018977379554,YBL024W,NCL1,SGDID:S000000120,ORF,Verified ORF,"""S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide ; causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120""",Verified ORF
356,2,173340,-0.0537434806905283,0.0850211434292962,0.527718298446645,YBL024W,NCL1,SGDID:S000000120,ORF,Verified ORF,"""S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide ; causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120""",Verified ORF
357,2,173385,-0.0335902995405512,0.0851288223911264,0.693389700288379,YBL024W,NCL1,SGDID:S000000120,ORF,Verified ORF,"""S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide ; causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120""",Verified ORF
358,2,173973,-0.0193264043225789,0.0849151676755198,0.820091619143388,YBL024W,NCL1,SGDID:S000000120,ORF,Verified ORF,"""S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide ; causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120""",Verified ORF
359,2,174714,0.513700870181156,0.216020382049712,0.0179376016635036,YBL024W,NCL1,SGDID:S000000120,Close to 3'-UTR,Close to 3'-UTR,"""S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase; methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; increases proportion of tRNALeu(CAA) with m5C at wobble position in response to hydrogen peroxide ; causing selective translation of mRNA from genes enriched in TTG codon; loss of NCL1 confers hypersensitivity to oxidative stress; similar to Nop2p and human proliferation associated nucleolar protein p120""",Verified ORF
360,2,177341,-0.0196858277200668,0.0846255612151812,0.816189201509007,YBL023C,MCM2,SGDID:S000000119,ORF,Verified ORF,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
361,2,180314,-0.0404676047167279,0.0846330403646893,0.632836764500815,YBL022C,PIM1,SGDID:S000000118,ORF,Verified ORF,"""ATP-dependent Lon protease; involved in degradation of misfolded mitochondrial proteins; required for mitochondrial maintenance and biogenesis; regulates mitochondrial DNA copy number with Mrx6p; subunit of a complex containing Mrx6p ; Pet20p ; and Mam33p that may regulate mtDNA replication; protease-independent ; chaperone-like function in mitochondrial membrane complex assembly; localizes to the mitochondrial matrix""",Verified ORF
362,2,180339,-0.0440116722791174,0.0848419973441557,0.604261059937426,YBL022C,PIM1,SGDID:S000000118,ORF,Verified ORF,"""ATP-dependent Lon protease; involved in degradation of misfolded mitochondrial proteins; required for mitochondrial maintenance and biogenesis; regulates mitochondrial DNA copy number with Mrx6p; subunit of a complex containing Mrx6p ; Pet20p ; and Mam33p that may regulate mtDNA replication; protease-independent ; chaperone-like function in mitochondrial membrane complex assembly; localizes to the mitochondrial matrix""",Verified ORF
363,2,182758,-0.0843103444538352,0.0844508088375458,0.318799945976676,YBL020W,RFT1,SGDID:S000000116,ORF,Verified ORF,"""Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene""",Verified ORF
364,2,183619,-0.0348199483287707,0.0848827412423055,0.681899038061323,YBL020W,RFT1,SGDID:S000000116,ORF,Verified ORF,"""Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene""",Verified ORF
365,2,183913,-0.0097490142648024,0.0870518164404901,0.910894248125614,YBL020W,RFT1,SGDID:S000000116,ORF,Verified ORF,"""Membrane protein required for translocation of Man5GlcNac2-PP-Dol; required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein; essential gene""",Verified ORF
366,2,184146,-0.0364446304872523,0.0876157665620156,0.677692235049649,YBL019W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
367,2,187176,-0.131391190815564,0.085078272153569,0.123397949291432,YBL017C,PEP1,SGDID:S000000113,ORF,Verified ORF,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
368,2,191066,-0.111817373468838,0.0857971819215911,0.19333009458465,YBL017C,PEP1,SGDID:S000000113,ORF,Verified ORF,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
369,2,191124,-0.16159888083012,0.108320104129773,0.136627874521171,YBL017C,PEP1,SGDID:S000000113,ORF,Verified ORF,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
370,2,191128,0.132220286914527,0.0997801286897324,0.185989604876132,YBL017C,PEP1,SGDID:S000000113,ORF,Verified ORF,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
371,2,191599,-0.148571586821525,0.0844422418067877,0.0793679690488224,YBL017C,PEP1,SGDID:S000000113,Close to 3'-UTR,Close to 3'-UTR,"""Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments""",Verified ORF
372,2,191762,-0.147626614975735,0.0878179537721551,0.0936371822762996,YBL017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
373,2,191763,-0.127365461071297,0.0848773125132005,0.134357298016028,YBL017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
374,2,191959,-0.158558968429683,0.0845195545988902,0.0614798212941104,YBL017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
375,2,192390,-0.148164359801965,0.0869267540263933,0.089172547665603,YBL016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
376,2,195759,-0.146153980370581,0.0853152657786783,0.0875713082221977,YBL015W,ACH1,SGDID:S000000111,Close to 3'-UTR,Close to 3'-UTR,"""Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth""",Verified ORF
377,2,196912,-0.0851432460677221,0.0841615757105192,0.312391601019835,B:195703-197015,,,Intergenic region,Intergenic region,between YBL015W and YBLCdelta7,Intergenic region
378,2,197598,-0.368761490854781,0.274551363906082,0.18008886072185,YBLWsigma1_NFR/NDR,,,Promoter,Promoter,,Promoter
379,2,198110,-0.123432155414646,0.084533682012517,0.145137274939326,YBL014C,RRN6,SGDID:S000000110,Close to 3'-UTR,Close to 3'-UTR,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
380,2,198283,-0.12894085644248,0.0871857860557313,0.140053309272607,ACS_2_198426_-_NFR/NDR,,,Promoter,Promoter,,Promoter
381,2,198805,-0.114186186323448,0.0849366318296121,0.179692318961923,YBL014C,RRN6,SGDID:S000000110,Close to 3'-UTR,Close to 3'-UTR,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
382,2,198891,-0.107808579796523,0.08429542152426,0.201759160883537,YBL014C,RRN6,SGDID:S000000110,Close to 3'-UTR,Close to 3'-UTR,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
383,2,199248,-0.0901703364903335,0.0845473470547508,0.286923393143372,YBL014C,RRN6,SGDID:S000000110,ORF,Verified ORF,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
384,2,201782,-0.123958775185979,0.084321667700051,0.142433447387531,YBL013W_NFR/NDR,,,Promoter,Promoter,,Promoter
385,2,203285,-0.0738622333176196,0.084159704846341,0.380734042886162,YBL011W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
386,2,203783,-0.0026814639282523,0.0840699364132377,0.974573306519811,YBL012C,YBL012C,SGDID:S000000108,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
387,2,204179,-0.032687554593108,0.0842555233341047,0.698281394092861,YBL011W,SCT1,SGDID:S000000107,ORF,Verified ORF,"""Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed""",Verified ORF
388,2,205406,-0.0133003741146264,0.0851363938014826,0.875945521506648,YBL011W,SCT1,SGDID:S000000107,ORF,Verified ORF,"""Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed""",Verified ORF
389,2,205834,-0.0465247383071974,0.0846953672791289,0.583134166223481,YBL011W,SCT1,SGDID:S000000107,Close to 3'-UTR,Close to 3'-UTR,"""Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed""",Verified ORF
390,2,205965,-0.0800558791446674,0.0924869590780221,0.387302384414937,YBL011W,SCT1,SGDID:S000000107,Close to 3'-UTR,Close to 3'-UTR,"""Glycerol 3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; dual substrate-specific acyltransferase of the glycerolipid biosynthesis pathway; prefers 16-carbon fatty acids; similar to Gpt2p; gene is constitutively transcribed""",Verified ORF
391,2,207192,-0.0137930907514543,0.084649144007475,0.870655574846654,YBL009W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
392,2,207561,0.005107124137903,0.0842777161815563,0.951713063403882,YBL009W,ALK2,SGDID:S000000105,ORF,Verified ORF,"""Atypical protein kinase; along with its paralog ; ALK1 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; negatively regulates the morphogenesis checkpoint in response to polarity insults in opposition to ALK1; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
393,2,208682,-0.0385735497905143,0.0841113218151558,0.646802821721533,YBL009W,ALK2,SGDID:S000000105,ORF,Verified ORF,"""Atypical protein kinase; along with its paralog ; ALK1 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; negatively regulates the morphogenesis checkpoint in response to polarity insults in opposition to ALK1; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
394,2,210102,0.0142265203133079,0.0843502641603547,0.866160636182131,YBL008W,HIR1,SGDID:S000000104,ORF,Verified ORF,"""Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation ; heterochromatic gene silencing ; and formation of functional kinetochores""",Verified ORF
395,2,212519,0.23032044003614,0.179116264152707,0.199330867115411,YBL008W,HIR1,SGDID:S000000104,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation ; heterochromatic gene silencing ; and formation of functional kinetochores""",Verified ORF
396,2,214801,0.0503837637562276,0.0843070097443669,0.550475039282016,YBL007C,SLA1,SGDID:S000000103,ORF,Verified ORF,"""Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains""",Verified ORF
397,2,215016,0.0869748295723375,0.0841743239575844,0.302184785800868,YBL007C,SLA1,SGDID:S000000103,ORF,Verified ORF,"""Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains""",Verified ORF
398,2,218876,0.0607015100908296,0.0851117698148596,0.476194700792557,YBL005W,PDR3,SGDID:S000000101,ORF,Verified ORF,"""Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting PDRE sites (PDR responsive elements); has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC(Cdh1) substrate""",Verified ORF
399,2,227511,0.0534695698951726,0.0857286866096797,0.5332229302495,YBL004W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
400,2,230378,0.0738449890331748,0.0846037170059362,0.38334696660447,YBL004W,UTP20,SGDID:S000000100,ORF,Verified ORF,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
401,2,231943,0.0407831782360298,0.0849100463275559,0.631304201699674,YBL004W,UTP20,SGDID:S000000100,ORF,Verified ORF,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
402,2,232156,0.0761230572113762,0.0848062424964828,0.370004500444947,YBL004W,UTP20,SGDID:S000000100,ORF,Verified ORF,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
403,2,232789,0.0446613030492819,0.0845689284389476,0.597758042796023,YBL004W,UTP20,SGDID:S000000100,ORF,Verified ORF,"""Component of the small-subunit (SSU) processome; SSU processome is involved in the biogenesis of the 18S rRNA""",Verified ORF
404,2,238524,0.0250431899476575,0.0847109028104567,0.767685527494827,SUT008,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
405,2,241518,0.0453191237138029,0.0854228406369796,0.596080173779145,YBR001C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
406,2,250396,0.003425551887577,0.0848741338739689,0.967828637538336,YBR007C,DSF2,SGDID:S000000211,ORF,Verified ORF,"""Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
407,2,250466,0.0441591528959435,0.0848117951494683,0.602921497582208,YBR007C,DSF2,SGDID:S000000211,ORF,Verified ORF,"""Deletion suppressor of mpt5 mutation; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
408,2,252305,0.0006274143616755,0.085069242636128,0.994119551799498,YBR008C,FLR1,SGDID:S000000212,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in efflux of fluconazole ; diazaborine ; benomyl ; methotrexate ; and other drugs; expression induced in cells treated with the mycotoxin patulin; relocalizes from nucleus to plasma membrane upon DNA replication stress""",Verified ORF
409,2,254571,0.0735281585798293,0.0861752588758521,0.394104931265033,YBR008C,FLR1,SGDID:S000000212,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; involved in efflux of fluconazole ; diazaborine ; benomyl ; methotrexate ; and other drugs; expression induced in cells treated with the mycotoxin patulin; relocalizes from nucleus to plasma membrane upon DNA replication stress""",Verified ORF
410,2,254742,0.039046750753137,0.0861611193815983,0.650695437932036,CUT009_NFR/NDR,,,Promoter,Promoter,,Promoter
411,2,254908,0.0678383762474864,0.0867694264152328,0.434842383315244,CUT009,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
412,2,255033,0.100674970360017,0.101645920842574,0.32263374438893,ARS209,ARS209,SGDID:S000114517,Other features,Replication,"""Autonomously Replicating Sequence; originally referred to as H4 ARS""",ARS
413,2,255862,0.0348132067267985,0.086301492783783,0.686905165362906,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
414,2,255975,0.0363895371852782,0.0859879220055078,0.672411730777083,YBR009C,HHF1,SGDID:S000000213,Close to 3'-UTR,Close to 3'-UTR,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
415,2,258311,-0.0184883164681165,0.0845837827619104,0.827103609699416,YBR011C,IPP1,SGDID:S000000215,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic inorganic pyrophosphatase (PPase); homodimer that catalyzes the rapid exchange of oxygens from Pi with water ; highly expressed and essential for viability ; active-site residues show identity to those from E. coli PPase""",Verified ORF
416,2,259284,-0.0491326588390128,0.0848340336447202,0.562849175317375,YBR012C,YBR012C,SGDID:S000000216,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; expression induced by iron-regulated transcriptional activator Aft2p""",Dubious ORF
417,2,266330,-0.0431244031513916,0.0852083614675133,0.61309864845172,YBRCdelta14_NFR/NDR,,,Promoter,Promoter,,Promoter
418,2,267100,-0.0863396695695542,0.0851090850515617,0.311058637429082,YBR014C,GRX7,SGDID:S000000218,ORF,Verified ORF,"""Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; GRX7 has a paralog ; GRX6 ; that arose from the whole genome duplication""",Verified ORF
419,2,268086,-0.122203832211671,0.084990751613587,0.151362905446674,YBR015C,MNN2,SGDID:S000000219,ORF,Verified ORF,"""Alpha-1,2-mannosyltransferase; responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
420,2,274614,-0.030951369716389,0.084705370969263,0.715031447504115,YBR018C,GAL7,SGDID:S000000222,ORF,Verified ORF,"""Galactose-1-phosphate uridyl transferase; synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism; human homolog UGP2 can complement yeast null mutant""",Verified ORF
