SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1222,3,299460,0.999326214430495,0.613911629014633,0.104459175227956,YCR098C,GIT1,SGDID:S000000695,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability""",Verified ORF
1223,3,299701,-0.0508253778642659,0.155833243440394,0.7445023630733,C:298606-300831,,,Intergenic region,Intergenic region,between YCR098C and YCR099C,Intergenic region
1224,3,302380,-0.0085068273872742,0.155264064884498,0.956337228222208,YCR100C_NFR/NDR,,,Promoter,Promoter,,Promoter
1225,3,303175,0.0762544389931286,0.306550554550065,0.803698857319086,YCR101C_NFR/NDR,,,Promoter,Promoter,,Promoter
1226,3,304102,0.222493818872765,0.307956601324824,0.470475118546807,YCR102C,YCR102C,SGDID:S000000699,Close to 3'-UTR,Close to 3'-UTR,"""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene""",Uncharacterized ORF
1227,3,304825,0.326803938991657,0.161400892051382,0.0436406493626088,YCR102C,YCR102C,SGDID:S000000699,ORF,Uncharacterized ORF,"""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene""",Uncharacterized ORF
1228,3,304927,0.354864475398891,0.31056741346819,0.253965521225698,YCR102C,YCR102C,SGDID:S000000699,ORF,Uncharacterized ORF,"""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene""",Uncharacterized ORF
1229,3,305013,0.303838624487906,0.169876095180623,0.0745383432676464,YCR102C,YCR102C,SGDID:S000000699,ORF,Uncharacterized ORF,"""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene""",Uncharacterized ORF
1230,3,305065,0.212735283607595,0.180525907753837,0.239423084897139,YCR102C,YCR102C,SGDID:S000000699,ORF,Uncharacterized ORF,"""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene""",Uncharacterized ORF
1231,3,306151,0.117527998243286,0.348467116194038,0.736112753131905,YCR102C,YCR102C,SGDID:S000000699,Close to 3'-UTR,Close to 3'-UTR,"""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene""",Uncharacterized ORF
1232,3,306441,0.13220448190141,0.21729348200592,0.543303946197583,YCR102C,YCR102C,SGDID:S000000699,Close to 3'-UTR,Close to 3'-UTR,"""Putative quinone oxidoreductase; overexpression improves ethanol production and acid stress resistance; involved in copper metabolism; similar to Cochliobolus carbonum toxD gene""",Uncharacterized ORF
1233,3,306783,0.0238362647517882,0.162658556702559,0.883577408817577,YCR102W-A,YCR102W-A,SGDID:S000007231,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1234,3,306993,0.130622487349065,0.161422355077324,0.418946907627775,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1235,3,307016,0.115793350992319,0.167671881443205,0.490273964854173,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1236,3,307029,0.0714347778718632,0.162740459021089,0.660966966921622,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1237,3,307036,0.0926073284325913,0.163784357276249,0.572145752084997,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1238,3,307041,0.0685303150885831,0.161850071507178,0.672247806685081,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1239,3,307046,0.045913308888703,0.162619173092797,0.777851056880064,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1240,3,307057,-0.0259146021047553,0.160435284148626,0.871770894023381,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1241,3,307149,0.0884875832957501,0.183032918559357,0.629074751167664,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1242,3,307230,0.415533832820174,0.440223904267195,0.345858806565892,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1243,3,307241,0.345956639549648,0.440394343274964,0.432651640384095,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1244,3,307244,0.327880798773222,0.436800436424372,0.453368138021964,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1245,3,307245,0.327880798773222,0.436800436424372,0.453368138021964,YCR102W-A,YCR102W-A,SGDID:S000007231,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1246,3,308240,0.0684875072292144,0.315894059209166,0.8284853231312,YCR104W,PAU3,SGDID:S000000701,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
1247,3,311452,0.244954955958446,0.15360609020333,0.11167522201495,YCR106W,RDS1,SGDID:S000000703,ORF,Verified ORF,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1248,3,312012,0.466223996639583,0.279742478902268,0.0964772687619719,YCR106W,RDS1,SGDID:S000000703,ORF,Verified ORF,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1249,3,313040,0.0760815258876448,0.543217170001941,0.888694602666514,YCR106W,RDS1,SGDID:S000000703,ORF,Verified ORF,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1250,3,315795,-0.0143398926184595,0.160776978345832,0.928980534839188,TEL03R,TEL03R,SGDID:S000028944,Other features,Telomere,"""Telomeric region on the right arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
1251,3,316056,0.123490243985813,0.314064259314213,0.694408712231452,TEL03R,TEL03R,SGDID:S000028944,Other features,Telomere,"""Telomeric region on the right arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
1252,3,316065,0.394690047561177,0.313857813579635,0.209387973403352,TEL03R,TEL03R,SGDID:S000028944,Other features,Telomere,"""Telomeric region on the right arm of Chromosome III; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
1253,4,2228,-0.140288798277835,0.222921321348513,0.529546781020803,YDL248W,COS7,SGDID:S000002407,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1254,4,2230,-0.148401226068507,0.222424002187727,0.50508048595716,YDL248W,COS7,SGDID:S000002407,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1255,4,16673,-0.229224595866084,0.275364143735772,0.40572248552254,YDL244W,THI13,SGDID:S000002403,ORF,Verified ORF,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1256,4,18219,0.164416902260541,0.192707129471794,0.394129312742815,YDL243C,AAD4,SGDID:S000002402,ORF,Verified ORF,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1257,4,18231,-0.284808013526803,0.353275366783349,0.420674534900983,YDL243C,AAD4,SGDID:S000002402,ORF,Verified ORF,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1258,4,20302,0.0352540694333543,0.168786324188697,0.834671723907386,YDL242W,YDL242W,SGDID:S000002401,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
1259,4,21871,0.110198792489904,0.178751509083567,0.537967519375738,YDL241W,YDL241W,SGDID:S000002400,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene""",Uncharacterized ORF
1260,4,22141,0.100385610993098,0.178750614101934,0.57474774366994,YDL240C-A,YDL240C-A,SGDID:S000007601,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1261,4,26389,-0.279043466099374,0.361822281149119,0.441094277736502,YDL240W,LRG1,SGDID:S000002399,Close to 3'-UTR,Close to 3'-UTR,"""GTPase-activating protein (GAP); contains Rho1p-specific GAP activity ; interacting with activated forms of Rho1p; functions along with Sac7p as a negative regulator of the Pkc1p-mediated cell wall integrity signaling pathway; negative regulator of cell wall 1,3-beta-glucan biosynthesis; required for efficient cell fusion; contains a RhoGAP domain and three Lin-11-Isl1-Mec-3 (LIM) domains""",Verified ORF
1262,4,26950,-0.0360776514202401,0.187669120607386,0.847664173900712,YDL239C,ADY3,SGDID:S000002398,ORF,Verified ORF,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1263,4,27059,0.122352034813286,0.192024902664061,0.524428730555927,YDL239C,ADY3,SGDID:S000002398,ORF,Verified ORF,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1264,4,29835,0.189792514950962,0.194311128316712,0.329364059644761,YDL238C,GUD1,SGDID:S000002397,ORF,Verified ORF,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1265,4,32140,-0.0113289536330945,0.189595560696861,0.952385961860564,YDL236W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1266,4,34142,-0.149509950157135,0.220605903927982,0.498390563042481,YDL235C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1267,4,37106,0.0894830664119315,0.246422235438297,0.716725850247109,YDL233W,MFG1,SGDID:S000002392,ORF,Uncharacterized ORF,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1268,4,38160,0.0092975554503187,0.267018226195459,0.97224301065475,YDL233W,MFG1,SGDID:S000002392,ORF,Uncharacterized ORF,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1269,4,38200,-0.0512834657461241,0.26054374740495,0.844071927741787,YDL233W,MFG1,SGDID:S000002392,Close to 3'-UTR,Close to 3'-UTR,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1270,4,39021,0.119418931686361,0.273176147079082,0.662269928435053,YDL231C,BRE4,SGDID:S000002390,ORF,Verified ORF,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1271,4,43687,0.371886118952979,0.349189967967528,0.287605395437931,YDL230W,PTP1,SGDID:S000002389,ORF,Verified ORF,"""Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo ; including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation""",Verified ORF
1272,4,43708,0.290797076193186,0.351406508255792,0.408499585151282,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1273,4,43823,0.490361926985639,0.327881406951637,0.135665293410556,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1274,4,43887,-0.05263451928416,0.336653578772637,0.875849489753108,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1275,4,46065,0.103290463812218,0.379748821736984,0.785783495860391,YDL229W,SSB1,SGDID:S000002388,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p; SSB1 has a paralog ; SSB2 ; that arose from the whole genome duplication""",Verified ORF
1276,4,48267,0.0485700947337904,0.542475115390003,0.928708123732025,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1277,4,48617,0.436155856484135,0.543869409323805,0.423121635290165,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1278,4,48723,0.214200609745077,0.572799763113496,0.708663244966722,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1279,4,49408,0.102156843571052,0.594973864267038,0.863771995175649,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1280,4,49675,-0.222198466122485,0.509284348173124,0.662889065442227,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1281,4,51735,0.122738853994335,0.35798160059141,0.731905169614116,YDL226C,GCS1,SGDID:S000002385,ORF,Verified ORF,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1282,4,51859,0.193156040880037,0.354628465187769,0.586323338795046,YDL226C,GCS1,SGDID:S000002385,ORF,Verified ORF,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1283,4,52093,0.223740905556916,0.336877854053208,0.507021278059004,YDL226C,GCS1,SGDID:S000002385,ORF,Verified ORF,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1284,4,52141,0.240165663379553,0.336845815493598,0.476326728869231,YDL226C,GCS1,SGDID:S000002385,ORF,Verified ORF,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1285,4,53342,-0.246188812107729,0.288877595688025,0.394666840535253,YDL225W,SHS1,SGDID:S000002384,ORF,Verified ORF,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress""",Verified ORF
1286,4,55290,-0.351773421288408,0.274219722100387,0.200398226050999,YDL224C,WHI4,SGDID:S000002383,ORF,Verified ORF,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1287,4,56089,-0.316723359158503,0.265766136839138,0.234164948282757,YDL224C,WHI4,SGDID:S000002383,ORF,Verified ORF,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1288,4,56962,-0.0009765921257258,0.25792920028324,0.996981131791304,YDL224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1289,4,57719,-0.410287554949919,0.255662352478845,0.10943153431939,YDL223C,HBT1,SGDID:S000002382,ORF,Verified ORF,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1290,4,60023,-0.481603353348186,0.236003594112549,0.0420280974920879,YDL223C,HBT1,SGDID:S000002382,ORF,Verified ORF,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1291,4,60460,-0.543942718492833,0.237249503860646,0.0224526919266261,YDL223C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1292,4,61772,-0.383234026707058,0.20851842552696,0.0669187387177242,YDL222C,FMP45,SGDID:S000002381,ORF,Verified ORF,"""Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog ; YNL194C ; that arose from the whole genome duplication""",Verified ORF
1293,4,62324,-0.343829364568514,0.196750048489083,0.0814125443924193,YDL221W,YDL221W,SGDID:S000002380,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13""",Dubious ORF
1294,4,65329,-0.0774219456944305,0.18863945528433,0.68174477135808,YDL220C,CDC13,SGDID:S000002379,Close to 3'-UTR,Close to 3'-UTR,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1295,4,65934,0.0555729166703562,0.190854805423615,0.771085416271923,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
1296,4,66048,-0.0146086950515523,0.197440135241843,0.941059850659547,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
1297,4,66159,-0.0169903847163022,0.187630232697098,0.927899543479924,YDL219W,DTD1,SGDID:S000002378,Close to 3'-UTR,Close to 3'-UTR,"""D-Tyr-tRNA(Tyr) deacylase; functions in protein translation ; may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes""",Verified ORF
1298,4,66763,0.0267565927525322,0.188611544094449,0.887270850963303,YDL218W,YDL218W,SGDID:S000002377,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions; expression also induced in cells treated with the mycotoxin patulin""",Uncharacterized ORF
1299,4,68860,-0.0331839003408483,0.180971328738905,0.85461650969978,YDL217C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1300,4,68911,-0.002470891600109,0.182344804233179,0.989196127269275,YDL217C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1301,4,69269,-0.0267096046798692,0.180306233591537,0.882321067336761,YDL216C,RRI1,SGDID:S000002375,ORF,Verified ORF,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1302,4,70023,-0.0340955427357303,0.178811653206193,0.848887075964604,YDL216C,RRI1,SGDID:S000002375,ORF,Verified ORF,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1303,4,70129,-0.0592356052937864,0.177439380356532,0.738701743837053,YDL216C,RRI1,SGDID:S000002375,ORF,Verified ORF,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1304,4,70552,-0.0243121982174901,0.178866053170451,0.89195880236997,YDL216C,RRI1,SGDID:S000002375,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1305,4,71282,-0.0160198679534558,0.180926281170935,0.9294948271637,YDL215C,GDH2,SGDID:S000002374,ORF,Verified ORF,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1306,4,72324,-0.0108716651864889,0.182347999636247,0.952491688374892,YDL215C,GDH2,SGDID:S000002374,ORF,Verified ORF,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1307,4,72434,0.0176197019003075,0.18092585984349,0.922474885779463,YDL215C,GDH2,SGDID:S000002374,ORF,Verified ORF,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1308,4,72764,-0.0174530076616684,0.178141637897734,0.922009619722127,YDL215C,GDH2,SGDID:S000002374,ORF,Verified ORF,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1309,4,73313,0.0220856802248512,0.180205873100231,0.902526819582246,YDL215C,GDH2,SGDID:S000002374,ORF,Verified ORF,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1310,4,74160,0.0369407158951529,0.179525709512247,0.837090450514626,CUT050,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1311,4,76499,0.123075392074512,0.17295035834539,0.477168476354322,XUT_4F-43,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1312,4,77245,0.248761353979351,0.173558939820785,0.152658311116228,YDL214C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1313,4,77997,0.112854579472332,0.170971812698348,0.509634805190468,YDL213C,NOP6,SGDID:S000002372,Close to 3'-UTR,Close to 3'-UTR,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1314,4,82080,0.191398922821617,0.166377264822921,0.250761533373876,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1315,4,82454,0.168633963541394,0.16789171221179,0.315863730087633,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1316,4,82701,0.226085817237176,0.173843883093532,0.194274406179698,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1317,4,83418,0.330989038243628,0.290053152127364,0.254588393942446,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1318,4,83420,0.209322539058761,0.287310685368092,0.466755033533434,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1319,4,83425,0.161453078008643,0.186082197765596,0.386178755706713,tG(GCC)D1_NFR/NDR,,,Promoter,Promoter,,Promoter
1320,4,83947,0.139684719045563,0.163960669107355,0.39482476859809,YDL210W,UGA4,SGDID:S000002369,Close to 3'-UTR,Close to 3'-UTR,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
