SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3645,6,50825,-0.0801899447988869,0.0802877818365917,0.318584737222707,YFL041W,FET5,SGDID:S000001853,ORF,Verified ORF,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3646,6,51261,-0.112726577389724,0.0831688218705875,0.17615843865994,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3647,6,51266,-0.106414091990533,0.0831066211919479,0.201226706815442,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3648,6,51270,-0.107193137804963,0.0834737102249738,0.199930084265854,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3649,6,51526,-0.101384186873464,0.0803955857112818,0.208117649041904,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3650,6,51781,-0.0946526874166848,0.0802277691232768,0.238874411043942,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3651,6,52550,-0.106631901818317,0.0800706263175954,0.183810450860554,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3652,6,53989,-0.109140137816689,0.079770732632472,0.172128250603729,YFL039C,ACT1,SGDID:S000001855,ORF,Verified ORF,"""Actin; structural protein involved in cell polarization ; endocytosis ; and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling""",Verified ORF
3653,6,54487,-0.107612961727903,0.0858563917496163,0.210887324620221,SUT101_NFR/NDR,,,Promoter,Promoter,,Promoter
3654,6,54932,-0.100789052128589,0.0813760773060482,0.216331941847724,SUT101,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
3655,6,55876,-0.055310450291322,0.0804261394335121,0.492082421550205,YFL038C,YPT1,SGDID:S000001856,ORF,Verified ORF,"""Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi ; the transitional Golgi and ER membranes ; pre-autophagosomal structures ; and cytoplasmic vesicles""",Verified ORF
3656,6,56091,-0.0324601036086317,0.0805972940730637,0.687380106606661,YFL037W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3657,6,57460,-0.0884119819525432,0.0801334654956777,0.270644523778162,YFL037W,TUB2,SGDID:S000001857,ORF,Verified ORF,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",Verified ORF
3658,6,57967,-0.125028215769436,0.159498467402788,0.433634132340365,YNCF0001C,RUF21,SGDID:S000130129,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""RNA of Unknown Function""",ncRNA_gene
3659,6,58019,-0.13189951919472,0.248061643659688,0.595253881114411,YNCF0001C,RUF21,SGDID:S000130129,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""RNA of Unknown Function""",ncRNA_gene
3660,6,62743,-0.118643709804111,0.080471217385977,0.141275380408793,YFL036W,RPO41,SGDID:S000001858,ORF,Verified ORF,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3661,6,62990,-0.078975250073297,0.0856125375748423,0.356911993769759,YFL036W,RPO41,SGDID:S000001858,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3662,6,64449,-0.127283231876899,0.0801152243723046,0.113011589230252,YFL034C-A,RPL22B,SGDID:S000006436,ORF,Verified ORF,"""Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; autoregulates splicing of its pre-m-RNA; homologous to mammalian ribosomal protein L22 ; no bacterial homolog; RPL22B has a paralog ; RPL22A ; that arose from the whole genome duplication""",Verified ORF
3663,6,65043,-0.12800957370157,0.083766573177647,0.127365840284193,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3664,6,65125,-0.109268778016834,0.0817845827541701,0.182391641478907,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3665,6,65133,-0.116025516242729,0.081859158584848,0.157253939846951,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3666,6,65183,-0.108487461647522,0.0800884856805915,0.176412984684342,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3667,6,66460,-0.116270626366389,0.0803772828120275,0.148907316612892,YFL034W,MIL1,SGDID:S000001860,ORF,Uncharacterized ORF,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3668,6,67184,-0.148084442783529,0.0802153277436841,0.0657166887974129,YFL034W,MIL1,SGDID:S000001860,ORF,Uncharacterized ORF,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3669,6,71471,-0.138877007530336,0.080594309007488,0.0857350319868338,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3670,6,71997,-0.122524697915916,0.0810393856310383,0.131450069765888,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3671,6,72514,-0.123877456229308,0.0810521597384499,0.127316953965676,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3672,6,73357,-0.002038521937735,0.0987017475288334,0.983533849772385,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3673,6,73433,-0.102213696984851,0.0809801776093777,0.207707803521032,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3674,6,74406,-0.087873286372252,0.0804425600175566,0.275414108036491,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3675,6,74485,-0.0673513564818506,0.161380561025235,0.676679848196324,YFL031W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3676,6,74913,-0.081074135937081,0.080177783503251,0.312623090912903,YFL032W,YFL032W,SGDID:S000001862,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HAC1/YFL031W; YFL032W is not an essential gene""",Dubious ORF
3677,6,75397,-0.0946263361447287,0.0808503794862966,0.242634280698417,YFL031W,HAC1,SGDID:S000001863,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response ; via UPRE binding ; and membrane biogenesis; ER stress-induced splicing pathway triggers efficient Hac1p translation; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
3678,6,76427,-0.165212302137618,0.0799981692316013,0.0396336199587106,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3679,6,76486,0.239325298037858,0.136832583701923,0.0811536849593081,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3680,6,76487,0.0744069107294104,0.0926179271742287,0.422298739107512,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3681,6,76526,-0.174450790058831,0.0816556440060476,0.0333324068533852,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3682,6,78316,0.0348762298310299,0.0808532089600902,0.666475425203585,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3683,6,78381,0.0582234483405935,0.0808014330655129,0.471648268657221,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3684,6,78862,0.0454700038723321,0.0808578574682259,0.574237970075086,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3685,6,78907,0.0443179677068689,0.0807399198835112,0.583422573718823,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3686,6,79638,0.0711415349858306,0.0807721329107755,0.379042497590591,YFL028C,CAF16,SGDID:S000001866,ORF,Verified ORF,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3687,6,79955,0.0614246458043246,0.0809410980888431,0.448430273385211,YFL028C,CAF16,SGDID:S000001866,ORF,Verified ORF,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3688,6,80725,0.0552530165399679,0.0804346044291211,0.492577279988004,YFL027C,GYP8,SGDID:S000001867,ORF,Verified ORF,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3689,6,80860,0.0559087421802066,0.0806326401608425,0.488529548800836,YFL027C,GYP8,SGDID:S000001867,ORF,Verified ORF,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3690,6,83761,0.0208272523666584,0.0807025721794576,0.796500029896912,YFL026W,STE2,SGDID:S000001868,ORF,Verified ORF,"""Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells""",Verified ORF
3691,6,87978,0.0049729127210422,0.166721165521501,0.976221305319116,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3692,6,88005,0.0312197506278409,0.0830149727720731,0.707087996433958,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3693,6,88006,0.0170667081766056,0.0827718634161752,0.836761577270615,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3694,6,88009,-0.0752106277527815,0.159762744941275,0.638099682845668,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3695,6,88009,0.637877634684107,0.337031704950167,0.0592244654169703,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3696,6,88398,0.0172351653767944,0.0819534053788779,0.833551401723447,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3697,6,88475,-0.0034403801495273,0.0813435390548395,0.9662878828591,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3698,6,90318,-0.0244867232203539,0.0804777946840421,0.761103900996183,SUT103,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3699,6,91505,-0.0070519411633811,0.0808085708338081,0.930508572668894,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3700,6,91959,-0.0232617817541902,0.0816504133797073,0.775891774442577,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3701,6,92208,-0.0009809302590493,0.080725713822095,0.990311690424944,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3702,6,95448,0.0325848744011161,0.0818204067190258,0.690687593618613,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3703,6,95468,0.0301287497531129,0.0818291508824809,0.712951574765926,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3704,6,95926,0.0925508595122631,0.0807785872929908,0.252680915200789,YFL021C-A,YFL021C-A,SGDID:S000028766,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W""",Dubious ORF
3705,6,97570,0.339294353527494,0.166039800899688,0.0417497276859092,YFL021C-A,YFL021C-A,SGDID:S000028766,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W""",Dubious ORF
3706,6,98668,-0.0653192713448685,0.108272435179079,0.546705702300589,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3707,6,98707,0.465707390265314,0.38950753160166,0.232643032904884,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3708,6,98879,-0.0592263268251444,0.0817544166498132,0.46927434075608,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3709,6,99153,0.173944447213074,0.187168389089298,0.353344164999726,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3710,6,101306,-0.0972789307598017,0.0802599312013492,0.226304439859864,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3711,6,101424,-0.0812604019705938,0.0805495095043936,0.313749312139894,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3712,6,101439,-0.105128710048579,0.0808826154541741,0.194528294661253,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3713,6,101478,-0.0779371418880949,0.0809697414699977,0.336434037695464,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3714,6,101479,-0.0591793095621878,0.143324581605167,0.679927547985696,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3715,6,104558,-0.0671330859246765,0.147178790189992,0.64857491787528,ARS603.1,ARS603.1,SGDID:S000178095,Other features,Replication,"""Very weak autonomously replicating sequence""",ARS
3716,6,104573,-0.194682220331459,0.374651179824922,0.603643016015895,ARS603.1,ARS603.1,SGDID:S000178095,Other features,Replication,"""Very weak autonomously replicating sequence""",ARS
3717,6,106653,-0.0062988033792572,0.0806648448011434,0.937803804189307,YFL015W-A,YFL015W-A,SGDID:S000028765,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF YFL015C""",Dubious ORF
3718,6,107478,-0.010572557510788,0.0801525778782995,0.895134269969751,YFL014W,HSP12,SGDID:S000001880,ORF,Verified ORF,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3719,6,107527,-0.0141729536554124,0.0800901806285443,0.859639382978328,YFL014W,HSP12,SGDID:S000001880,ORF,Verified ORF,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3720,6,111439,0.0053236572018203,0.0864020649376757,0.950904357411849,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3721,6,111476,-0.0276555461012389,0.102313377829775,0.787085622088943,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3722,6,111711,-0.0155779359216645,0.0804224906654645,0.846521234308709,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3723,6,114692,0.0016857956828262,0.0800083882484019,0.983201531903519,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3724,6,114714,0.0072696702726489,0.0800075029574553,0.927653497594801,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3725,6,115037,0.0328943138483811,0.0808549102837602,0.684378403722567,YFL010W-A,AUA1,SGDID:S000001955,ORF,Verified ORF,"""Protein required for the negative regulation by ammonia of Gap1p; Gap1p is a general amino acid permease""",Verified ORF
3726,6,116654,-0.0215276627869937,0.0798982285394869,0.787749649868082,YFL009W,CDC4,SGDID:S000001885,ORF,Verified ORF,"""F-box protein required for both the G1/S and G2/M phase transitions; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCFCdc4 complex; SCFCdc4 acts as a ubiquitin-protein ligase directing ubiquitination of cyclin-dependent kinase (CDK) phosphorylated substrates ; such as: Sic1p ; Far1p ; Cdc6p ; Clb6p ; and Cln3p""",Verified ORF
3727,6,118753,-0.0347373919808469,0.0907584631127442,0.702138843358999,ARS603.5,ARS603.5,SGDID:S000007645,Other features,Replication,"""Autonomously replicating sequence on Chromosome VI; activated early in S phase in ~50% of cell cycles""",ARS
3728,6,119386,-0.0144426090005096,0.0805322449793233,0.85777406104403,YFL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3729,6,123079,0.0149549474253444,0.0807023748459886,0.853092415956128,YFL008W,SMC1,SGDID:S000001886,ORF,Verified ORF,"""Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member ; binds DNA with a preference for DNA with secondary structure""",Verified ORF
3730,6,146131,0.0663914126196863,0.0809850929621332,0.412884480893259,YFL002C,SPB4,SGDID:S000001894,ORF,Verified ORF,"""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",Verified ORF
3731,6,151731,0.0591742389645505,0.0802097022653695,0.461160057266266,YFR002W,NIC96,SGDID:S000001898,ORF,Verified ORF,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup57p ; and Nup49p)""",Verified ORF
3732,6,155985,0.0505710778395284,0.0861168204030623,0.557419215585641,YFR006W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3733,6,157270,0.046878504680578,0.0799909902990667,0.558218241197335,YFR006W,YFR006W,SGDID:S000001902,ORF,Uncharacterized ORF,"""Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene""",Uncharacterized ORF
3734,6,158136,0.0675215313532111,0.0813380738295049,0.407023868681446,tF(GAA)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3735,6,158910,0.0419086307914062,0.0798551961042734,0.600046225543754,YFR007W,YFH7,SGDID:S000001903,Close to 3'-UTR,Close to 3'-UTR,"""Putative kinase with similarity to the PRK/URK/PANK kinase subfamily; the PRK/URK/PANK subfamily of P-loop kinases is also known as phosphoribulokinase/uridine kinase/bacterial pantothenate kinase""",Verified ORF
3736,6,162526,0.038635132485747,0.0802483565399505,0.630498903008064,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3737,6,163117,0.0573754718873093,0.0803431316133491,0.475618484519388,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3738,6,163321,0.0444402001893541,0.0798978455862444,0.578417820380488,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3739,6,163435,0.058665524723106,0.0802445711549707,0.465212815337246,YFR009W,GCN20,SGDID:S000001905,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3740,6,164820,0.0612056328867041,0.159614009984463,0.701609350821486,YFR010W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3741,6,166074,0.0866760854902711,0.0803785535854146,0.281614608980809,YFR010W,UBP6,SGDID:S000001906,ORF,Verified ORF,"""Ubiquitin-specific protease; situated in the base subcomplex of the 26S proteasome ; releases free ubiquitin from branched polyubiquitin chains en bloc ; rather than from the distal tip of the chain; negatively regulates degradation of ubiquitinated proteins by the proteasome; works in opposition to Hul5p polyubiquitin elongation activity; mutant has aneuploidy tolerance; human homolog UBP14 complements yeast null mutant""",Verified ORF
