SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3609,6,27551,-0.385496348891738,0.221078610209294,0.0820807177294731,YFL052W,ZNF1,SGDID:S000001842,Close to 3'-UTR,Close to 3'-UTR,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3610,6,27553,-0.586230643796888,0.350001891056997,0.094832457560895,YFL052W,ZNF1,SGDID:S000001842,Close to 3'-UTR,Close to 3'-UTR,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3611,6,27767,0.202120352700805,0.143248878765623,0.159133149659769,YFL052W,ZNF1,SGDID:S000001842,Close to 3'-UTR,Close to 3'-UTR,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3612,6,28811,0.125712077843962,0.142894185645019,0.379589781839073,YFL052W,ZNF1,SGDID:S000001842,ORF,Verified ORF,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3613,6,28916,0.128835722456524,0.142689502909708,0.367189576206248,YFL052W,ZNF1,SGDID:S000001842,ORF,Verified ORF,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3614,6,29838,0.0816613030629065,0.150508877462237,0.587769637923382,YFL052W,ZNF1,SGDID:S000001842,Close to 3'-UTR,Close to 3'-UTR,"""Zinc cluster transcription factor that regulates respiratory growth; binds to promoters of genes involved in respiration ; gluconeogenesis ; and the glyoxylate shunt; required for normal carbon source utilization and stress response""",Verified ORF
3615,6,30082,0.0748655186408739,0.499772613514148,0.881008621194066,YFL051C,YFL051C,SGDID:S000001843,ORF,Uncharacterized ORF,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the cell periphery while mCherry fusion protein localizes to both the cell periphery and vacuole; YFL051C is not an essential gene""",Uncharacterized ORF
3616,6,30085,0.0142240461842505,0.203649864165631,0.944356104974558,YFL051C,YFL051C,SGDID:S000001843,ORF,Uncharacterized ORF,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the cell periphery while mCherry fusion protein localizes to both the cell periphery and vacuole; YFL051C is not an essential gene""",Uncharacterized ORF
3617,6,30088,-0.373452855730141,0.268775091123752,0.165567974307282,YFL051C,YFL051C,SGDID:S000001843,ORF,Uncharacterized ORF,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the cell periphery while mCherry fusion protein localizes to both the cell periphery and vacuole; YFL051C is not an essential gene""",Uncharacterized ORF
3618,6,30322,-0.131137513862606,0.142295722934689,0.357374827189165,YFL051C,YFL051C,SGDID:S000001843,ORF,Uncharacterized ORF,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the cell periphery while mCherry fusion protein localizes to both the cell periphery and vacuole; YFL051C is not an essential gene""",Uncharacterized ORF
3619,6,30997,0.0770175883597277,0.259141075637613,0.766486099413004,YFL051C,YFL051C,SGDID:S000001843,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the cell periphery while mCherry fusion protein localizes to both the cell periphery and vacuole; YFL051C is not an essential gene""",Uncharacterized ORF
3620,6,30997,0.132966573630071,0.898335699957045,0.882415954069459,YFL051C,YFL051C,SGDID:S000001843,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the cell periphery while mCherry fusion protein localizes to both the cell periphery and vacuole; YFL051C is not an essential gene""",Uncharacterized ORF
3621,6,32438,-0.0822060042068097,0.144416258760671,0.569562371657119,YFL050C,ALR2,SGDID:S000001844,Close to 3'-UTR,Close to 3'-UTR,"""Probable Mg(2+) transporter; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; plays a role in regulating Ty1 transposition""",Verified ORF
3622,6,35840,-0.0385140377998813,0.144076460649753,0.789381471519063,YFL050C,ALR2,SGDID:S000001844,ORF,Verified ORF,"""Probable Mg(2+) transporter; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; plays a role in regulating Ty1 transposition""",Verified ORF
3623,6,36181,-0.0528211301910973,0.14301632935899,0.712098475325185,YFL049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3624,6,36236,-0.0536092554207157,0.143419107778903,0.70878170717937,YFL049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3625,6,38641,-0.0462139836739664,0.143838027540208,0.748179390270272,YFL049W,SWP82,SGDID:S000001845,ORF,Verified ORF,"""Member of the SWI/SNF chromatin remodeling complex; has an as yet unidentified role in the complex; has identifiable counterparts in closely related yeast species; abundantly expressed in many growth conditions; paralog of Npl6p; relocates to the cytosol under hypoxic conditions""",Verified ORF
3626,6,39419,-0.0047087077524531,0.144547669850725,0.974031545236431,YFL048C,EMP47,SGDID:S000001846,ORF,Verified ORF,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; forms a complex with Ssp120p that may function in trafficking plasma membrane glycoproteins through early secretory pathway; EMP47 has a paralog ; EMP46 ; that arose from the whole genome duplication""",Verified ORF
3627,6,39566,-0.0140500349910639,0.142933463629083,0.921751672735253,YFL048C,EMP47,SGDID:S000001846,ORF,Verified ORF,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; forms a complex with Ssp120p that may function in trafficking plasma membrane glycoproteins through early secretory pathway; EMP47 has a paralog ; EMP46 ; that arose from the whole genome duplication""",Verified ORF
3628,6,39609,0.000181007627392,0.14296705138278,0.998990530301522,YFL048C,EMP47,SGDID:S000001846,ORF,Verified ORF,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; forms a complex with Ssp120p that may function in trafficking plasma membrane glycoproteins through early secretory pathway; EMP47 has a paralog ; EMP46 ; that arose from the whole genome duplication""",Verified ORF
3629,6,40630,-0.0064152828596036,0.142533536070915,0.964125636003924,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3630,6,41068,0.010816324140811,0.143528593907533,0.939970921663824,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3631,6,41221,0.0127514230604591,0.143407086810643,0.929197770363706,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3632,6,41296,0.0263734801951977,0.142960160351325,0.853741810162832,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3633,6,41435,-0.0440511037408244,0.14302474325454,0.758266737985252,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3634,6,41573,-0.0334103640948553,0.142590095384944,0.814879733573015,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3635,6,41626,-0.0343918062595202,0.143213711959459,0.81035859948317,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3636,6,42992,-0.0093414474973135,0.142820627912005,0.94788709495199,YFL046W,FMP32,SGDID:S000001848,ORF,Verified ORF,"""Regulator of mitochondrial proline metabolism; tethered with Put7p to inner mitochondrial membrane in large hetero-oligomeric complex ; abundance of which is regulated by proline; involved in mitochondrial proline homeostasis and cellular redox balance; null exhibits pronounced defect in proline utilization ; and can be functionally complemented by expression of human homolog MCUR1""",Verified ORF
3637,6,45282,0.0035944614814006,0.142533816663314,0.979895084761562,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3638,6,45815,0.0253211444067835,0.142743081092391,0.859304082352894,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3639,6,47290,-0.049570961445599,0.142797121212438,0.728691070649813,YFL042C,LAM5,SGDID:S000001852,ORF,Verified ORF,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3640,6,48282,-0.0228874117550703,0.142479489897946,0.872471563659122,YFL042C,LAM5,SGDID:S000001852,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3641,6,48919,-0.0419779230673781,0.144254565119779,0.771223044783163,YFL041W-A,YFL041W-A,SGDID:S000028547,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3642,6,48921,-0.0161096154288746,0.145529421991933,0.911919833677187,YFL041W-A,YFL041W-A,SGDID:S000028547,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3643,6,50414,-0.0111298922184002,0.143737095063908,0.938323525246791,YFL041W,FET5,SGDID:S000001853,ORF,Verified ORF,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3644,6,50685,-0.0183593296681653,0.143686781479539,0.898401162911287,YFL041W,FET5,SGDID:S000001853,ORF,Verified ORF,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3645,6,50825,-0.0137562007152638,0.143482163006592,0.92367509340718,YFL041W,FET5,SGDID:S000001853,ORF,Verified ORF,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3646,6,51261,-0.0057266904712366,0.148808630108562,0.969323868631322,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3647,6,51266,-0.0094466384312632,0.148655404737917,0.949366723559981,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3648,6,51270,0.0157556174153451,0.149312526069555,0.916022287362446,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3649,6,51526,-0.0296613896785993,0.143788257256674,0.836687061891034,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3650,6,51781,0.0031204656259747,0.143456525453548,0.982658077571444,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3651,6,52550,-0.0026677282908322,0.143252616490684,0.985152738878707,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3652,6,53989,0.079992373348557,0.142672433875651,0.575377154229787,YFL039C,ACT1,SGDID:S000001855,ORF,Verified ORF,"""Actin; structural protein involved in cell polarization ; endocytosis ; and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling""",Verified ORF
3653,6,54487,0.0738352521415874,0.15350975033104,0.630828081478915,SUT101_NFR/NDR,,,Promoter,Promoter,,Promoter
3654,6,54932,0.0408783535196181,0.145522836448428,0.778946460243351,SUT101,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
3655,6,55876,0.116940720976079,0.143489823788671,0.415635707746715,YFL038C,YPT1,SGDID:S000001856,ORF,Verified ORF,"""Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi ; the transitional Golgi and ER membranes ; pre-autophagosomal structures ; and cytoplasmic vesicles""",Verified ORF
3656,6,56091,0.10884456085506,0.143750430436039,0.449448755556178,YFL037W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3657,6,57460,-0.0193624164409881,0.143248979904289,0.892557530786826,YFL037W,TUB2,SGDID:S000001857,ORF,Verified ORF,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",Verified ORF
3658,6,57967,0.0405061911942717,0.284880725852388,0.887013817385494,YNCF0001C,RUF21,SGDID:S000130129,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""RNA of Unknown Function""",ncRNA_gene
3659,6,58019,0.344573443607961,0.442488599650673,0.436668058202204,YNCF0001C,RUF21,SGDID:S000130129,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""RNA of Unknown Function""",ncRNA_gene
3660,6,62743,0.0393556367923135,0.144035335937905,0.784831606425599,YFL036W,RPO41,SGDID:S000001858,ORF,Verified ORF,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3661,6,62990,0.0906454467241831,0.152892229853632,0.55364676486646,YFL036W,RPO41,SGDID:S000001858,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3662,6,64449,0.129516419570287,0.143318342628849,0.366772140237448,YFL034C-A,RPL22B,SGDID:S000006436,ORF,Verified ORF,"""Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; autoregulates splicing of its pre-m-RNA; homologous to mammalian ribosomal protein L22 ; no bacterial homolog; RPL22B has a paralog ; RPL22A ; that arose from the whole genome duplication""",Verified ORF
3663,6,65043,0.286142433231249,0.149208397624612,0.0559510373298031,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3664,6,65125,0.234961465425105,0.145786077363138,0.10792385581229,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3665,6,65133,0.247161380061543,0.145909282542341,0.0911590068832018,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3666,6,65183,0.267713322439225,0.142586853804371,0.0612677068866665,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3667,6,66460,0.239117174225405,0.143301924763163,0.0960783806464831,YFL034W,MIL1,SGDID:S000001860,ORF,Uncharacterized ORF,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3668,6,67184,0.282314928657311,0.143054802913714,0.049221158635765,YFL034W,MIL1,SGDID:S000001860,ORF,Uncharacterized ORF,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3669,6,71471,0.308256330683247,0.143497500473897,0.0323806617592041,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3670,6,71997,0.344911279650072,0.143924481502991,0.0170733561512737,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3671,6,72514,0.276442313845386,0.144375820952252,0.0563335509219646,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3672,6,73357,0.295511294649775,0.175439790663301,0.0929877327943665,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3673,6,73433,0.327875648917123,0.143788005608969,0.0231873229866189,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3674,6,74406,0.336147372849809,0.142683033689303,0.0190239592413505,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3675,6,74485,0.5563892800413,0.286544904783161,0.052966632915285,YFL031W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3676,6,74913,0.310081718728747,0.142338881962894,0.0300318019201719,YFL032W,YFL032W,SGDID:S000001862,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HAC1/YFL031W; YFL032W is not an essential gene""",Dubious ORF
3677,6,75397,0.294456012887423,0.143713382935018,0.0412096935735632,YFL031W,HAC1,SGDID:S000001863,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response ; via UPRE binding ; and membrane biogenesis; ER stress-induced splicing pathway triggers efficient Hac1p translation; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
3678,6,76427,0.0746177384492323,0.143569831295823,0.603576597516978,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3679,6,76486,0.415753080875969,0.244247144610821,0.0896016579701495,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3680,6,76487,0.104819165929401,0.165343056239262,0.526524278107119,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3681,6,76526,0.0953700141285673,0.146574013325332,0.515688529830853,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3682,6,78316,0.214485039760872,0.143876618365157,0.13691838019092,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3683,6,78381,0.207626711309693,0.143880633849474,0.1498936211803,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3684,6,78862,0.197395862388762,0.143980882058048,0.171250119335797,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3685,6,78907,0.180347200529043,0.143830133843787,0.210711639650489,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3686,6,79638,0.148688408722811,0.144087225684017,0.302809840427719,YFL028C,CAF16,SGDID:S000001866,ORF,Verified ORF,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3687,6,79955,0.164802369177882,0.144299056829072,0.254191101287569,YFL028C,CAF16,SGDID:S000001866,ORF,Verified ORF,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3688,6,80725,0.173510589440753,0.143342466792598,0.226911580945832,YFL027C,GYP8,SGDID:S000001867,ORF,Verified ORF,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3689,6,80860,0.200860283546825,0.143597704922109,0.162759681329765,YFL027C,GYP8,SGDID:S000001867,ORF,Verified ORF,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3690,6,83761,0.096641282402386,0.143943667885587,0.50241588873148,YFL026W,STE2,SGDID:S000001868,ORF,Verified ORF,"""Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells""",Verified ORF
3691,6,87978,0.228375219784494,0.29728287174836,0.442876939080844,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3692,6,88005,0.156243449591934,0.147944807305782,0.291648039420818,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3693,6,88006,0.154516873706588,0.147494606331628,0.295534930597359,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3694,6,88009,0.245913837203169,0.284901871881681,0.388639538788728,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3695,6,88009,-0.0093152952243458,0.604511171106007,0.987714083927464,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3696,6,88398,0.115556937097279,0.146133983218183,0.429614881152496,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3697,6,88475,0.0907230392109089,0.145085862275087,0.53217435992187,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3698,6,90318,0.0644209959262754,0.143598719125064,0.653982371194947,SUT103,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3699,6,91505,0.0688916256345609,0.144166053734713,0.633043477295897,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3700,6,91959,0.0625024756471244,0.14569225033963,0.668182417423427,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3701,6,92208,0.0244589712567314,0.144057401913787,0.865275472197429,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3702,6,95448,-0.107316884070149,0.14593790653568,0.462608622405238,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3703,6,95468,-0.117607282295096,0.1459262944979,0.420822218641115,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
