SNP,Chr,Pos,Effect,SE,GTR1_SLM4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
710,2,620149,-0.0613233272688508,0.0540001268855474,0.256888367643415,YBR199W,KTR4,SGDID:S000000403,ORF,Verified ORF,"""Glycosyltransferase involved in protein glycosylation; transfers GDP-mannose to methyl-alpha-mannoside in vitro; member of the KRE2/MNT1 mannosyltransferase family of type II membrane proteins with a short cytoplasmic N-terminus ; a membrane-spanning region and a highly conserved catalytic lumenal domain""",Verified ORF
711,2,620925,-0.0437118134956914,0.0539804116002135,0.418616873665672,YBR200W,BEM1,SGDID:S000000404,ORF,Verified ORF,"""Protein containing SH3-domains; involved in establishing cell polarity and morphogenesis; functions as a scaffold protein for complexes that include Cdc24p ; Ste5p ; Ste20p ; and Rsr1p""",Verified ORF
712,2,622622,-0.0924795182961693,0.0553641204567371,0.0957291488721398,YBR200W,BEM1,SGDID:S000000404,Close to 3'-UTR,Close to 3'-UTR,"""Protein containing SH3-domains; involved in establishing cell polarity and morphogenesis; functions as a scaffold protein for complexes that include Cdc24p ; Ste5p ; Ste20p ; and Rsr1p""",Verified ORF
713,2,622847,-0.0952690189809772,0.0625878254830747,0.128862924637824,ARS220,ARS220,SGDID:S000118351,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
714,2,622849,-0.0770728370484656,0.060665551934029,0.204759389753278,ARS220,ARS220,SGDID:S000118351,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
715,2,625090,-0.0644934845150599,0.0540586410304586,0.233659565315955,YBR201C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
716,2,625278,-0.0825827279697479,0.0541585883474226,0.128196493917511,YBR201C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
717,2,626092,-0.0703141744111663,0.0539853366099591,0.193605553446284,YBR202W,MCM7,SGDID:S000000406,ORF,Verified ORF,"""Component of the Mcm2-7 hexameric helicase complex; MCM2-7 primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex""",Verified ORF
718,2,628663,-0.086744032846938,0.0539356045246523,0.108665897086268,YBR203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
719,2,628692,-0.0895539356882016,0.0543156893245228,0.100084939309703,YBR203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
720,2,630554,-0.0477033508254873,0.0543571327156632,0.380762399996832,YBR203W,COS111,SGDID:S000000407,ORF,Verified ORF,"""Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
721,2,633052,-0.050628449347887,0.0541726489260595,0.350645783649055,YBR204C,LDH1,SGDID:S000000408,ORF,Verified ORF,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
722,2,633130,-0.0337101082527658,0.0542564796047606,0.534796495965185,YBR204C,LDH1,SGDID:S000000408,ORF,Verified ORF,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
723,2,633281,-0.0116315402746583,0.0565739168550889,0.837222678812306,YBR204C,LDH1,SGDID:S000000408,ORF,Verified ORF,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
724,2,633308,-0.0432601367817116,0.0547720498371902,0.430162300943059,YBR204C,LDH1,SGDID:S000000408,ORF,Verified ORF,"""Serine hydrolase; exhibits active esterase plus weak triacylglycerol lipase activities; proposed role in lipid homeostasis ; regulating phospholipid and non-polar lipid levels and required for mobilization of LD-stored lipids; localizes to the lipid droplet (LD) surface; contains a classical serine containing catalytic triad (GxSxG motif)""",Verified ORF
725,2,633859,-0.0217678459389501,0.054249636164068,0.688476421018379,YBR205W,KTR3,SGDID:S000000409,ORF,Verified ORF,"""Putative alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; Svp26p mediates uptake of Ktr3p into COPII vesicles; relocalizes from nucleus to vacuole upon DNA replication stress""",Verified ORF
726,2,635476,-0.0977389072452105,0.0541014052628262,0.0716781215894994,YBR207W,FTH1,SGDID:S000000411,ORF,Verified ORF,"""Putative high affinity iron transporter; involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis; protein abundance increases in response to DNA replication stress""",Verified ORF
727,2,635959,-0.060774767889029,0.0538927690274583,0.260213387986167,YBR207W,FTH1,SGDID:S000000411,ORF,Verified ORF,"""Putative high affinity iron transporter; involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis; protein abundance increases in response to DNA replication stress""",Verified ORF
728,2,636093,-0.0582776979037133,0.0539618687821315,0.280888748836956,YBR207W,FTH1,SGDID:S000000411,ORF,Verified ORF,"""Putative high affinity iron transporter; involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis; protein abundance increases in response to DNA replication stress""",Verified ORF
729,2,637041,-0.072690451349716,0.0541692903567338,0.18048685395868,YBR208C,"DUR1,2",SGDID:S000000412,ORF,Verified ORF,"""Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities ; degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress""",Verified ORF
730,2,637229,-0.0783717630431522,0.0538096662968706,0.14615366437445,YBR208C,"DUR1,2",SGDID:S000000412,ORF,Verified ORF,"""Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities ; degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress""",Verified ORF
731,2,638637,-0.0520928711929661,0.0539304138052324,0.334741723745613,YBR208C,"DUR1,2",SGDID:S000000412,ORF,Verified ORF,"""Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities ; degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress""",Verified ORF
732,2,643488,-0.104511135369557,0.38910252114896,0.788397978010508,YBRCtau2,YBRCtau2,SGDID:S000006820,Other features,LTR,"""Ty4 LTR""",reverse complement
733,2,644849,0.0867312565860683,0.0840531988340453,0.302843457921364,YBR210W,ERV15,SGDID:S000000414,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in export of proteins from the endoplasmic reticulum; ERV15 has a paralog ; ERV14 ; that arose from the whole genome duplication""",Verified ORF
734,2,645476,-0.050062944417299,0.0549379250920424,0.362778230205949,YBR210W,ERV15,SGDID:S000000414,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in export of proteins from the endoplasmic reticulum; ERV15 has a paralog ; ERV14 ; that arose from the whole genome duplication""",Verified ORF
735,2,646360,-0.0388096363209002,0.0545330073818596,0.477137697980452,YBR211C,AME1,SGDID:S000000415,ORF,Verified ORF,"""Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
736,2,647193,-0.0176795252508719,0.0541503460599593,0.744247436401315,YBR212W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
737,2,647884,-0.0257452010381296,0.0544888613386448,0.636872208576197,YBR211C,AME1,SGDID:S000000415,Close to 3'-UTR,Close to 3'-UTR,"""Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
738,2,649511,0.0153887084643297,0.0540600682049995,0.776071991992433,YBR212W,NGR1,SGDID:S000000416,ORF,Verified ORF,"""RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; interacts with Dhh1p to mediate POR1 mRNA decay; expressed in stationary phase""",Verified ORF
739,2,650247,-0.0138039934847196,0.0607228364394014,0.820300398778241,YBR213W_NFR/NDR,,,Promoter,Promoter,,Promoter
740,2,650257,0.0120062833100595,0.0633846158549208,0.849872894539315,YBR213W_NFR/NDR,,,Promoter,Promoter,,Promoter
741,2,650924,-0.0394342382963473,0.0541835145156494,0.467224391340586,YBR213W,MET8,SGDID:S000000417,ORF,Verified ORF,"""Bifunctional dehydrogenase and ferrochelatase; involved in the biosynthesis of siroheme ; a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis""",Verified ORF
742,2,654520,0.0229367404443638,0.0545448801629579,0.674367820149546,YBR215W,HPC2,SGDID:S000000419,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; mutants display synthetic defects with subunits of FACT ; a complex that allows passage of RNA Pol II through nucleosomes""",Verified ORF
743,2,657722,0.0192963689727362,0.0543962825273302,0.722998531653866,YBR217W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
744,2,660189,-0.0017474242142392,0.0542515945548858,0.974323074051932,YBR218C,PYC2,SGDID:S000000422,ORF,Verified ORF,"""Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc1p; mutations in the human homolog are associated with lactic acidosis; PYC2 has a paralog ; PYC1 ; that arose from the whole genome duplication""",Verified ORF
745,2,662669,0.0271551617369319,0.0543867760451842,0.617881101836456,YBR218C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
746,2,668152,-0.0088761768298086,0.0549199204706652,0.871697293723119,YBR222C,PCS60,SGDID:S000000426,ORF,Verified ORF,"""Oxalyl-CoA synthetase; capable of catalyzing conversion of oxalate to oxalyl-CoA; catalyzes first step in pathway of oxalate degradation that functions to protect yeast from inhibitory effects of oxalate; peroxisomal protein that binds mRNA; localizes to both peroxisomal peripheral membrane and matrix ; expression is highly inducible by oleic acid; similar to E. coli long chain acyl-CoA synthetase""",Verified ORF
747,2,671051,-0.0300295087604567,0.0545903849581162,0.582606991781356,YBR225W,YBR225W,SGDID:S000000429,ORF,Uncharacterized ORF,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components""",Uncharacterized ORF
748,2,671554,-0.0289921418650171,0.0552179348459152,0.599878472436587,YBR225W,YBR225W,SGDID:S000000429,ORF,Uncharacterized ORF,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components""",Uncharacterized ORF
749,2,672334,-0.026985183442011,0.0547072328508742,0.622131813840646,YBR225W,YBR225W,SGDID:S000000429,ORF,Uncharacterized ORF,"""Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components""",Uncharacterized ORF
750,2,678375,-0.0210332286149092,0.0543017857354479,0.698738286735118,YBR229C,ROT2,SGDID:S000000433,ORF,Verified ORF,"""Glucosidase II catalytic subunit; required to trim the final glucose in N-linked glycans; required for normal cell wall synthesis; mutations in rot2 suppress tor2 mutations ; and are synthetically lethal with rot1 mutations""",Verified ORF
751,2,679565,0.0019160250055647,0.0545641362211758,0.972007809948497,YBR230C,OM14,SGDID:S000000434,ORF,Verified ORF,"""Mitochondrial outer membrane receptor for cytosolic ribosomes; integral protein of the outer membrane that interacts with the nascent chain-associated complex (NAC) bound to ribosomes ; contributing to co-translational mitochondrial import; interacts with porin (Por1p) and Om45p; abundance is decreased in cells grown in glucose relative to other carbon sources""",Verified ORF
752,2,680493,-0.0157990123716752,0.0545520595060243,0.772281975235436,YBR230W-A,COQ21,SGDID:S000029722,ORF,Verified ORF,"""Mitochondrial protein of unknown function; YBR230W-A has a paralog ; COQ8 ; that arose from the whole genome duplication""",Verified ORF
753,2,681991,0.109497172697832,0.0879702212583458,0.214065107053635,LSR1_NFR/NDR,,,Promoter,Promoter,,Promoter
754,2,682076,-0.0062246122587037,0.0548661106586041,0.909737543528615,LSR1_NFR/NDR,,,Promoter,Promoter,,Promoter
755,2,682239,-0.0083668619491803,0.0549161284675557,0.87899233660271,YBR231C,SWC5,SGDID:S000000435,ORF,Verified ORF,"""Component of the SWR1 complex; complex exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
756,2,684840,-0.0151017771235986,0.0762207574446304,0.84305577818418,YBR233W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
757,2,687998,0.0095374908795768,0.0548158541527131,0.861971904818884,YBR235W,VHC1,SGDID:S000000439,ORF,Verified ORF,"""Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family""",Verified ORF
758,2,689964,0.0354402307139425,0.0548333402702093,0.518488023111494,YBR235W,VHC1,SGDID:S000000439,ORF,Verified ORF,"""Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family""",Verified ORF
759,2,690583,0.0217801580123242,0.0553367126995469,0.6941189697841,YBR236C,ABD1,SGDID:S000000440,ORF,Verified ORF,"""Methyltransferase; catalyzes the transfer of a methyl group from S-adenosylmethionine to the GpppN terminus of capped mRNA; nuclear protein that relocalizes to the cytosol in response to hypoxia""",Verified ORF
760,2,694474,0.0311482239532224,0.0548420585379245,0.570421613314492,YBR237W,PRP5,SGDID:S000000441,ORF,Verified ORF,"""RNA helicase in the DEAD-box family; necessary for prespliceosome formation ; bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA""",Verified ORF
761,2,695858,0.0494885711208488,0.0568487156929803,0.384601868358237,YBR238C,YBR238C,SGDID:S000000442,ORF,Verified ORF,"""Mitochondrial membrane protein; not required for respiratory growth but causes a synthetic respiratory defect in combination with rmd9 mutations; transcriptionally up-regulated by TOR; deletion increases life span; YBR238C has a paralog ; RMD9 ; that arose from the whole genome duplication""",Verified ORF
762,2,696541,0.0491921585587543,0.0548086166059815,0.370050027665961,YBR238C,YBR238C,SGDID:S000000442,ORF,Verified ORF,"""Mitochondrial membrane protein; not required for respiratory growth but causes a synthetic respiratory defect in combination with rmd9 mutations; transcriptionally up-regulated by TOR; deletion increases life span; YBR238C has a paralog ; RMD9 ; that arose from the whole genome duplication""",Verified ORF
763,2,697507,0.0461673789910477,0.0550791525855075,0.402485237445535,YBR238C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
764,2,698030,0.0534605807794133,0.0553862851664587,0.335089714452231,SUT021,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
765,2,698075,0.0735270256019969,0.0688660718070933,0.286393855509218,SUT021,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
766,2,698080,0.0588061210463766,0.0622026586408185,0.345103589468534,SUT021,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
767,2,699381,0.0437734283970201,0.0550327678893388,0.426911510979193,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
768,2,699384,0.0437734283984679,0.0550327678868428,0.426911510942965,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
769,2,699889,0.0382456045179846,0.0552652750941112,0.489369151441231,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
770,2,699929,0.0152939887474282,0.0549646620647125,0.780982368350717,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
771,2,701195,0.0242805571735611,0.0549067459909952,0.658604829653001,YBR240C,THI2,SGDID:S000000444,ORF,Verified ORF,"""Transcriptional activator of thiamine biosynthetic genes; interacts with regulatory factor Thi3p to control expression of thiamine biosynthetic genes with respect to thiamine availability; acts together with Pdc2p to respond to thiaminediphosphate demand ; possibly as related to carbon source availability; zinc finger protein of the Zn(II)2Cys6 type""",Verified ORF
772,2,703873,0.0360273015813111,0.0545353473928043,0.509285026087904,YBR241C,VVS1,SGDID:S000000445,ORF,Verified ORF,"""Putative transporter ; member of the sugar porter family; localizes to the vacuolar membrane; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; YBR241C has a paralog ; VPS73 ; that arose from the whole genome duplication""",Verified ORF
773,2,704219,0.0304485781565499,0.0546015910520317,0.577436848906784,YBR241C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
774,2,704358,0.0396935334186566,0.0674372176374083,0.55650618596453,ARS222,ARS222,SGDID:S000118352,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
775,2,704438,0.0264557765854851,0.0856588444063305,0.757617452826424,ARS222,ARS222,SGDID:S000118352,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
776,2,705106,0.0260335834980966,0.0543701020902573,0.632361945327853,YBR242W,YBR242W,SGDID:S000000446,ORF,Verified ORF,"""5'-deoxynucleotidase involved in deoxyribonucleoside monophosphate degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential gene; YBR242W has a paralog ; YGL101W ; that arose from the whole genome duplication""",Verified ORF
777,2,705558,0.0234341638104277,0.0543353224371089,0.666522354117558,YBR243C,ALG7,SGDID:S000000447,ORF,Verified ORF,"""UDP-N-acetyl-glucosamine-1-P transferase; transfers Glc-Nac-P from UDP-GlcNac to Dol-P in the ER in the first step of the dolichol pathway of protein asparagine-linked glycosylation; inhibited by tunicamycin; human homolog DPAGT1 can complement yeast ALG7 mutant""",Verified ORF
778,2,707207,-0.0166705092653791,0.0546928407343477,0.760696276256947,YBR244W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
779,2,707848,0.0259494093547271,0.0552454153063251,0.638851137075808,YBR244W,GPX2,SGDID:S000000448,ORF,Verified ORF,"""Phospholipid hydroperoxide glutathione peroxidase; protects cells from phospholipid hydroperoxides and nonphospholipid peroxides during oxidative stress; induced by glucose starvation; protein abundance increases in response to DNA replication stress""",Verified ORF
780,2,712159,0.0243739652958717,0.0546089110945702,0.655627663375741,YBR246W,RRT2,SGDID:S000000450,ORF,Verified ORF,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
781,2,712303,0.0316972734043275,0.0546352167715502,0.562175548698932,YBR246W,RRT2,SGDID:S000000450,ORF,Verified ORF,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
782,2,712456,0.0451736703237264,0.0544517220289679,0.407320215021877,YBR246W,RRT2,SGDID:S000000450,ORF,Verified ORF,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
783,2,712761,0.034250623253314,0.0553847901311808,0.536702549621043,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
784,2,712783,0.0200983951119369,0.119079901764421,0.866065768699065,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
785,2,712877,-0.0187586443536649,0.0573478722950173,0.743784083739093,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
786,2,712962,-0.0111894196069525,0.0552212939942302,0.839541984097653,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
787,2,714609,-0.0237960814757034,0.0604084768700847,0.693878260917299,YBR247C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
788,2,714775,0.0179321878055934,0.0547509283253873,0.743466507747802,CUT037,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
789,2,717833,-0.0016109373827989,0.0545060209720673,0.976438482049907,YBR249C,ARO4,SGDID:S000000453,ORF,Verified ORF,"""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
790,2,718117,0.0287834957834807,0.1084813433138,0.790909133046205,YBR250W_NFR/NDR,,,Promoter,Promoter,,Promoter
791,2,718552,0.0039028308448824,0.0546877359435167,0.943147088935422,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
792,2,718598,-0.0097257556804767,0.0546363692362975,0.858818155278447,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
793,2,718839,0.0009282491520546,0.0553570600507633,0.986630855351426,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
794,2,718965,-0.0103230242485371,0.0548710393326916,0.850880908163245,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
795,2,719785,0.0147853127488613,0.0545835345477538,0.786645521714235,YBR250W,SPO23,SGDID:S000000454,ORF,Verified ORF,"""Protein of unknown function; associates with meiosis-specific protein Spo1p""",Verified ORF
796,2,720641,-0.0422711038879303,0.0582041404280352,0.46816314053823,YBR250W,SPO23,SGDID:S000000454,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; associates with meiosis-specific protein Spo1p""",Verified ORF
797,2,722169,0.0229423213596767,0.0549164175943062,0.676370753757575,YBR251W,MRPS5,SGDID:S000000455,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
798,2,723281,0.0264821845431829,0.0545955860875774,0.627934018144961,YBR253W,SRB6,SGDID:S000000457,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
799,2,723663,-0.0409766351127825,0.10788628104159,0.704312475502002,YBR252W,DUT1,SGDID:S000000456,Close to 3'-UTR,Close to 3'-UTR,"""Deoxyuridine triphosphate diphosphatase (dUTPase); catalyzes hydrolysis of dUTP to dUMP and PPi ; thereby preventing incorporation of uracil into DNA during replication; critical for the maintenance of genetic stability; also has diphosphatase activity on deoxyinosine triphosphate; human homolog DUT allows growth of yeast haploid dut1 null mutant after sporulation of heterozygous diploid""",Verified ORF
800,2,725477,0.0297035928938278,0.0545032525437936,0.586106240220671,YBR255W,MTC4,SGDID:S000000459,ORF,Verified ORF,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
801,2,725577,0.0437062273049896,0.0548927887117779,0.426444685532518,YBR255W,MTC4,SGDID:S000000459,ORF,Verified ORF,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
802,2,734490,0.0302115933620806,0.0546892005588129,0.581007916409662,YBR260C,RGD1,SGDID:S000000464,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; involved in repolarization of actin cytoskeleton during adaptation to heat shock stress; phosphorylated by Pkc1p""",Verified ORF
803,2,734586,0.0205999468409797,0.0544510209077183,0.705419799005738,YBR260C,RGD1,SGDID:S000000464,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; involved in repolarization of actin cytoskeleton during adaptation to heat shock stress; phosphorylated by Pkc1p""",Verified ORF
804,2,735866,0.0247811505086066,0.0542610565581318,0.64816591248082,CUT038,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
