SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1482,4,212428,0.0444506421983737,0.167036822206562,0.790307673255232,YDL139C,SCM3,SGDID:S000002298,Close to 3'-UTR,Close to 3'-UTR,"""Nonhistone component of centromeric chromatin; binds to histone H3 variant ; Cse4p ; and recruits it to centromeres; involved in the assembly and maintenance of Cse4-H4 at centromeres; required for kinetochore assembly and G2/M progression; may protect Cse4p from ubiquitination; homolog of mammalian HJURP""",Verified ORF
1483,4,212488,0.386510899611607,0.679447997286879,0.569812779803057,ACS_4_212594_-_NFR/NDR,,,Promoter,Promoter,,Promoter
1484,4,213169,-0.0652097954905834,0.137852328614447,0.636476334805631,YDL138W,RGT2,SGDID:S000002297,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane high glucose sensor that regulates glucose transport; low affinity sesnor that contains 12 predicted transmembrane segments and a long C-terminal tail required for hexose transporter induction; phosphorylation of the tail by Yck1p/Yck2p facilitates binding to the HXT co-repressors ; Mth1p and Std1p; RGT2 has a paralog ; SNF3 ; that arose from the whole genome duplication""",Verified ORF
1485,4,213950,0.0304123402316337,0.137501835885699,0.825081950767231,YDL138W,RGT2,SGDID:S000002297,ORF,Verified ORF,"""Plasma membrane high glucose sensor that regulates glucose transport; low affinity sesnor that contains 12 predicted transmembrane segments and a long C-terminal tail required for hexose transporter induction; phosphorylation of the tail by Yck1p/Yck2p facilitates binding to the HXT co-repressors ; Mth1p and Std1p; RGT2 has a paralog ; SNF3 ; that arose from the whole genome duplication""",Verified ORF
1486,4,217566,-0.0447876752638127,0.139043583266076,0.747558146780515,YDL136W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1487,4,218148,-0.195822706895358,0.280307687859369,0.48526256682454,YDL136W,RPL35B,SGDID:S000002295,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L35B; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35B has a paralog ; RPL35A ; that arose from the whole genome duplication""",Verified ORF
1488,4,218294,-0.0438145560841146,0.165505974825695,0.79137122966667,YDL136W,RPL35B,SGDID:S000002295,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L35B; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35B has a paralog ; RPL35A ; that arose from the whole genome duplication""",Verified ORF
1489,4,219124,-0.103396671204792,0.138619352086806,0.456222072801125,YDL135C,RDI1,SGDID:S000002294,ORF,Verified ORF,"""Rho GDP dissociation inhibitor; involved in the localization and regulation of Cdc42p and Rho1p; protein abundance increases in response to DNA replication stress""",Verified ORF
1490,4,220385,0.0823833297265892,0.281933906235427,0.770299293489398,YDL134C,PPH21,SGDID:S000002292,ORF,Verified ORF,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph22p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; forms nuclear foci upon DNA replication stress; PPH21 has a paralog ; PPH22 ; that arose from the whole genome duplication""",Verified ORF
1491,4,220692,-0.112080162563653,0.137322209936046,0.414945439944522,YDL134C,PPH21,SGDID:S000002292,ORF,Verified ORF,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph22p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; forms nuclear foci upon DNA replication stress; PPH21 has a paralog ; PPH22 ; that arose from the whole genome duplication""",Verified ORF
1492,4,221261,-0.113240676265481,0.139234245053807,0.416588267580272,YDL134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1493,4,221845,-0.0651269967004248,0.143749800492199,0.650785325811553,YDL133C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1494,4,222510,-0.127228393596853,0.137852511188513,0.356673416570093,YDL133W,SRF1,SGDID:S000002291,ORF,Verified ORF,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1495,4,223039,-0.178203427441906,0.138453098603185,0.198901635411242,YDL133W,SRF1,SGDID:S000002291,ORF,Verified ORF,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1496,4,223328,-0.179425868427698,0.138235575635354,0.195144499203807,YDL133W,SRF1,SGDID:S000002291,ORF,Verified ORF,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1497,4,223356,-0.13535860693778,0.137982438449381,0.327272323579976,YDL133W,SRF1,SGDID:S000002291,ORF,Verified ORF,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients""",Verified ORF
1498,4,224819,-0.148362515406989,0.139546410901239,0.288428511258535,YDL132W,CDC53,SGDID:S000002290,ORF,Verified ORF,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1499,4,224966,-0.115648328206194,0.137073636072243,0.399411274413638,YDL132W,CDC53,SGDID:S000002290,ORF,Verified ORF,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1500,4,226825,0.253095267081394,0.731892006486934,0.729691822945743,YDL132W,CDC53,SGDID:S000002290,Close to 3'-UTR,Close to 3'-UTR,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1501,4,226863,-0.216458796731071,0.16677491236188,0.195165749259126,YDL132W,CDC53,SGDID:S000002290,Close to 3'-UTR,Close to 3'-UTR,"""Cullin; structural protein of SCF complexes (which also contain Skp1p ; Cdc34p ; Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant""",Verified ORF
1502,4,228580,-0.215053748447677,0.137151908181342,0.117777824010472,YDL131W,LYS21,SGDID:S000002289,ORF,Verified ORF,"""Homocitrate synthase isozyme; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate ; which is the first step in the lysine biosynthesis pathway; LYS21 has a paralog ; LYS20 ; that arose from the whole genome duplication""",Verified ORF
1503,4,232107,-0.0952385633867579,0.140623309405422,0.498684511408381,YDL129W,YDL129W,SGDID:S000002287,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YDL129W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1504,4,232302,0.0331197903323226,0.195572207072861,0.865619811156465,YDL129W,YDL129W,SGDID:S000002287,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YDL129W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1505,4,232306,-0.379254162694323,0.275912113874084,0.170143883692209,YDL129W,YDL129W,SGDID:S000002287,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YDL129W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1506,4,234153,-0.056002936523855,0.13848859272,0.686173326287414,YDL127W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1507,4,234536,-0.121904768555098,0.138341983929267,0.378817709702834,YDL127W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1508,4,238194,-0.174399511377807,0.13699911575701,0.203856707064852,YDL126C,CDC48,SGDID:S000002284,ORF,Verified ORF,"""AAA ATPase with protein-unfoldase activity; subunit of polyUb-selective segregase complex involved in ERAD ; INM-associated degradation (INMAD) ; mitotic spindle disassembly ; macroautophagy ; PMN ; ribosome-associated degradation ; ribophagy ; homotypic ER membrane fusion ; SCF complex disassembly ; cell wall integrity ; and telomerase regulation; mobilizes membrane-anchored transcription factors by regulated Ub/proteasome-dependent processing (RUP); human ortholog VCP complements a cdc48 mutant""",Verified ORF
1509,4,242179,-0.172544930719034,0.139842524654624,0.218079043044714,YDL122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1510,4,243657,-0.268396059955993,0.137167283122274,0.051170034025363,YDL122W,UBP1,SGDID:S000002280,ORF,Verified ORF,"""Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; cleaves at the C terminus of ubiquitin fusions irrespective of their size; capable of cleaving polyubiquitin chains""",Verified ORF
1511,4,248600,-0.306444368006713,0.137124583588409,0.0260564957642025,YDL117W,CYK3,SGDID:S000002275,ORF,Verified ORF,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1512,4,248779,-0.276720103613762,0.138135383221231,0.0459141849978914,YDL117W,CYK3,SGDID:S000002275,ORF,Verified ORF,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1513,4,249022,-0.297519084415199,0.137776975265098,0.031490230589784,YDL117W,CYK3,SGDID:S000002275,ORF,Verified ORF,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1514,4,249864,-0.243202782373301,0.137291518361896,0.07735138857756,YDL117W,CYK3,SGDID:S000002275,ORF,Verified ORF,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1515,4,250515,-0.263490160191624,0.137793311870465,0.056658052665839,YDL117W,CYK3,SGDID:S000002275,ORF,Verified ORF,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1516,4,251239,-0.25608864426152,0.141730598969458,0.071634047872814,YDL117W,CYK3,SGDID:S000002275,Close to 3'-UTR,Close to 3'-UTR,"""SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants""",Verified ORF
1517,4,251719,-0.293631060471686,0.136616010585756,0.0322886234916619,YDL116W,NUP84,SGDID:S000002274,ORF,Verified ORF,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP107""",Verified ORF
1518,4,256612,-0.239203728304307,0.230549794620497,0.300196270636887,ARS411,ARS411,SGDID:S000130171,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
1519,4,256620,0.26213023055104,0.31481014073751,0.405598739067396,ARS411,ARS411,SGDID:S000130171,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
1520,4,256620,-0.0356169226020899,0.291489095552626,0.902818429975715,ARS411,ARS411,SGDID:S000130171,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
1521,4,256985,-0.123942919285181,0.138597277454888,0.371788561238593,YDL113C,ATG20,SGDID:S000002271,ORF,Verified ORF,"""Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway ; endosomal sorting and selective autophagy; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate""",Verified ORF
1522,4,257828,-0.0761365510851307,0.137346460323981,0.579697621928401,YDL113C,ATG20,SGDID:S000002271,ORF,Verified ORF,"""Sorting nexin family member; required for the cytoplasm-to-vacuole targeting (Cvt) pathway ; endosomal sorting and selective autophagy; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate""",Verified ORF
1523,4,259994,-0.0542579069596036,0.139579396444885,0.697714440406574,YDL112W,TRM3,SGDID:S000002270,ORF,Verified ORF,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1524,4,263044,-0.0487295681873314,0.138006433689388,0.724226965579386,YDL112W,TRM3,SGDID:S000002270,ORF,Verified ORF,"""2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs""",Verified ORF
1525,4,264432,-0.0051110767712656,0.140844784266168,0.971072657110226,XUT_4F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1526,4,265022,0.0165460915647672,0.140785195528033,0.906509122682799,YDL110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1527,4,267372,0.0819188459765046,0.139861505379936,0.558441973898864,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1528,4,267844,0.0691548845925487,0.139292299416913,0.619869648289787,YDL109C,YDL109C,SGDID:S000002267,Close to 3'-UTR,Close to 3'-UTR,"""Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog ; ROG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
1529,4,268855,0.0783309988965419,0.139829595503635,0.575705867392792,YDL107W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1530,4,270158,0.0016969488751261,0.15200025182228,0.991098813682118,YDL107W,MSS2,SGDID:S000002265,Close to 3'-UTR,Close to 3'-UTR,"""Peripherally bound inner membrane protein of the mitochondrial matrix; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p""",Verified ORF
1531,4,270194,0.219508436982085,0.276837069273733,0.42835957905898,YDL107W,MSS2,SGDID:S000002265,Close to 3'-UTR,Close to 3'-UTR,"""Peripherally bound inner membrane protein of the mitochondrial matrix; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p""",Verified ORF
1532,4,271035,0.110199150186546,0.143772598030554,0.443901652679441,YDL106C,PHO2,SGDID:S000002264,ORF,Verified ORF,"""Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p; relocalizes to the cytosol in response to hypoxia""",Verified ORF
1533,4,271787,0.0873330144487988,0.138890960272001,0.529894301703515,YDL106C,PHO2,SGDID:S000002264,ORF,Verified ORF,"""Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p; relocalizes to the cytosol in response to hypoxia""",Verified ORF
1534,4,274059,4.5140503845964e-05,0.139485658923072,0.999741970521769,YDL104C,QRI7,SGDID:S000002262,ORF,Verified ORF,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1535,4,274409,-0.004944154545288,0.138720501608879,0.971588662724228,YDL104C,QRI7,SGDID:S000002262,ORF,Verified ORF,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1536,4,274840,0.0080229788253226,0.140288052448924,0.954426740186887,YDL104C,QRI7,SGDID:S000002262,ORF,Verified ORF,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1537,4,274870,0.0649850687930482,0.141399998831369,0.646098301452705,YDL104C,QRI7,SGDID:S000002262,ORF,Verified ORF,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1538,4,274922,0.0033197727849996,0.140981551511549,0.981226799643729,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1539,4,274930,-0.0273933389507643,0.140949571607919,0.846014802109619,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1540,4,275038,-0.0234769035010837,0.144570460509702,0.871091080851731,YDL104C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1541,4,275108,-0.0779925495353287,0.149803708532593,0.602949805868811,YDL104C,QRI7,SGDID:S000002262,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1542,4,275111,-0.0845594301478819,0.149241645566607,0.571350071170004,YDL104C,QRI7,SGDID:S000002262,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; highly conserved mitochondrial protein; essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD ; both of which are also required for tRNA t6A modification; when directed to the cytoplasm ; complements the essential function of Kae1p in the KEOPS complex""",Verified ORF
1543,4,275180,-0.0298982030476829,0.138362019465144,0.829044916870082,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1544,4,275191,-0.0227501019038989,0.138515374246037,0.869634300645363,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1545,4,275289,-0.0009276519692826,0.138720742418638,0.99466821156468,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1546,4,275562,-0.01372001381471,0.138718829149571,0.921269678614795,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1547,4,275637,0.0063053774970049,0.139227754774297,0.963903183403562,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1548,4,275645,0.0063053774970049,0.139227754774297,0.963903183403562,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1549,4,275715,0.008020677214678,0.139316565050597,0.954122448400379,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1550,4,275721,0.0146648399800584,0.138825623894199,0.91593198190056,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1551,4,275859,-0.00130736024913,0.13868398667692,0.992483857668234,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1552,4,275865,0.0116803052603833,0.138826426129279,0.932995966639209,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1553,4,275877,0.0116803052603833,0.138826426129279,0.932995966639209,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1554,4,276015,-0.0082532075739483,0.13857435212172,0.952541393491954,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1555,4,276066,0.0060429521734944,0.139119792354402,0.965377710350148,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1556,4,276194,0.0199534075382366,0.139519005181975,0.886359384434343,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1557,4,276201,0.0114608276415813,0.139315883662991,0.934482574758298,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1558,4,276375,0.0093686707916347,0.138826922575812,0.946234177185211,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1559,4,276645,0.0034174516152935,0.138867913019915,0.980380452127503,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1560,4,276806,0.025222910595561,0.140838648833939,0.857969128200123,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1561,4,276820,0.0380454729698625,0.140748935214662,0.787081769189402,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1562,4,276934,-0.0155533102761976,0.138273709368873,0.910505137577203,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1563,4,277129,-0.0137280460987086,0.138616451812434,0.92116574616234,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1564,4,277137,0.0259813434353149,0.138861146778185,0.851687330933441,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1565,4,277249,-0.0240637230750224,0.139161487311299,0.862813874678111,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
