SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
164,1,190169,-0.0114656974862922,0.135917110993728,0.932819608759862,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
165,1,190933,-0.134607965034927,0.134625762116871,0.318059380825405,YAR035W,YAT1,SGDID:S000000080,ORF,Verified ORF,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
166,1,192149,-0.0174496213139461,0.135915307818115,0.897916629822659,YAR035W,YAT1,SGDID:S000000080,ORF,Verified ORF,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
167,1,192302,0.11302833635024,0.179362900108,0.528993920137226,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
168,1,192303,0.10011483233724,0.161947612338482,0.536846966056266,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
169,1,192305,0.111968527137342,0.168277783374416,0.50624252932516,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
170,1,192315,0.0426887263793763,0.191002408848236,0.823276937501285,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
171,1,192795,-0.115291311600533,0.134421054312602,0.391646763119072,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
172,1,194020,-0.0627866910163583,0.141693951835443,0.6579541131073,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
173,1,194187,-0.0705674709814407,0.134620139156123,0.600470520500885,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
174,1,194867,-0.19718936227776,0.13418942565525,0.142591903716849,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
175,1,197325,-0.254553821721303,0.137216400564814,0.0644116390153484,A:196186-201466,,,Intergenic region,Intergenic region,between YAR042W and YAR047C,Intergenic region
176,1,197392,-0.29835387927851,0.13875025017061,0.0322106468424965,A:196186-201466,,,Intergenic region,Intergenic region,between YAR042W and YAR047C,Intergenic region
177,1,198857,-0.695660279208173,0.644340345692178,0.281036410836943,SUT004,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
178,1,206666,-0.123034190540482,0.151236075839084,0.416466025838309,YAR050W,FLO1,SGDID:S000000084,ORF,Verified ORF,"""Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO1 has a paralog ; FLO5 ; that arose from a segmental duplication""",Verified ORF
179,1,206675,-0.184236664148355,0.196836514248608,0.349919113271329,YAR050W,FLO1,SGDID:S000000084,ORF,Verified ORF,"""Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO1 has a paralog ; FLO5 ; that arose from a segmental duplication""",Verified ORF
180,1,223051,-0.110549330486771,0.155870996744492,0.478646165082787,ARS112,ARS112,SGDID:S000121257,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
181,1,223059,-0.324002539731868,0.161049840363672,0.0449988438669815,ARS112,ARS112,SGDID:S000121257,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
182,2,7366,-0.213309348311118,0.194887948294844,0.274471914306734,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
183,2,8180,0.192441040104974,0.268579711743969,0.474147981707286,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
184,2,8187,0.317782444371757,0.27898726103343,0.255451682671913,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
185,2,8250,0.178042527126098,0.275201216263431,0.518082167675215,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
186,2,8253,0.170087152609419,0.275215470218434,0.536964289670506,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
187,2,8285,0.151347446954807,0.149072552814574,0.31067710670669,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
188,2,8302,0.175199450633307,0.139433533909966,0.209762445940686,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
189,2,8306,0.175199450633307,0.139433533909966,0.209762445940686,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
190,2,8314,0.194771696783932,0.13648508187589,0.154448011298189,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
191,2,8317,0.169754736339159,0.139708017819845,0.225152253963463,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
192,2,8328,0.14044976475458,0.139172915974987,0.313582166214736,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
193,2,8331,0.144020261072426,0.138900161173096,0.300510036528007,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
194,2,8498,0.131724179827171,0.136497815032402,0.335191551401392,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
195,2,8651,0.132336453907166,0.136624279216033,0.333400023215835,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
196,2,9418,0.637510032969702,0.346274188712803,0.0664524025120517,YBLWdelta2,YBLWdelta2,SGDID:S000006799,Other features,LTR,"""Ty2 LTR""",long_terminal_repeat
197,2,9812,0.141344421870837,0.137412814035196,0.304366481805506,YBL107W-A,YBL107W-A,SGDID:S000007229,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog ; YER138W-A ; that arose from a single-locus duplication""",Dubious ORF
198,2,9932,0.139339559462148,0.136875426197223,0.30937384798449,XUT_2F-2_NFR/NDR,,,Promoter,Promoter,,Promoter
199,2,10135,0.134820511817862,0.136362570477714,0.323491310070404,YBL107C,MIX23,SGDID:S000000203,ORF,Verified ORF,"""Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C)""",Verified ORF
200,2,11616,0.144372190753129,0.136189699955217,0.289832277954159,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
201,2,12133,0.157976094780712,0.136690220072066,0.248575920321192,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
202,2,12194,0.170240463338432,0.137179226157797,0.215427023442259,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
203,2,12359,0.137328849098642,0.136881182846549,0.316417597667954,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
204,2,13061,0.13979965931996,0.136863994495027,0.307741028856341,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
205,2,14298,0.129828429257148,0.137324764984555,0.345095432999773,YBL105C,PKC1,SGDID:S000000201,ORF,Verified ORF,"""Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha ; beta ; and gamma isoforms of mammalian protein kinase C (PKC)""",Verified ORF
206,2,15222,0.151407367533426,0.138605249690151,0.275418143437359,YBL105C,PKC1,SGDID:S000000201,ORF,Verified ORF,"""Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha ; beta ; and gamma isoforms of mammalian protein kinase C (PKC)""",Verified ORF
207,2,17986,0.110086406219601,0.136280406297259,0.419753552521407,YBL105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
208,2,19770,0.13209561978604,0.13716934538618,0.336201102269297,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
209,2,19836,0.116380659939279,0.136831928946713,0.395602968663349,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
210,2,19851,0.121975362649042,0.137219608397657,0.374658812017767,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
211,2,21595,0.117322683638592,0.136663133857499,0.39120953611956,YBL104C,SEA4,SGDID:S000000200,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
212,2,22385,0.138295617886054,0.136737195411142,0.312519098053548,YBL103C,RTG3,SGDID:S000000199,ORF,Verified ORF,"""bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein ; Rtg1p ; to activate the pathways; target of Hog1p""",Verified ORF
213,2,23441,0.0691394894066081,0.138216180318281,0.617226824152906,YBL103C,RTG3,SGDID:S000000199,ORF,Verified ORF,"""bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein ; Rtg1p ; to activate the pathways; target of Hog1p""",Verified ORF
214,2,24209,0.100723155647016,0.13702183601688,0.462773762794503,YBL102W,SFT2,SGDID:S000000198,ORF,Verified ORF,"""Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery ; but precise function is unknown; similar to mammalian syntaxin 5""",Verified ORF
215,2,24341,0.0963796052509474,0.137355259750237,0.483340340877334,YBL102W,SFT2,SGDID:S000000198,ORF,Verified ORF,"""Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery ; but precise function is unknown; similar to mammalian syntaxin 5""",Verified ORF
216,2,26815,0.139233452772219,0.137086145458223,0.310485074252938,YBL101C,ECM21,SGDID:S000000197,ORF,Verified ORF,"""Alpha-arrestin ; ubiquitin ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters; substrate of Rsp5p-mediated Lys63-polyubiquitination and Ubp2-mediated deubiquitination; promoter contains several Gcn4p binding sites required for induction in response to starvation via Gcn4p and the general amino acid control pathway; ECM21 has a paralog ; CSR2 ; that arose from the whole genome duplication""",Verified ORF
217,2,28209,0.120019161120234,0.137183850613856,0.382235036627718,YBL101C,ECM21,SGDID:S000000197,ORF,Verified ORF,"""Alpha-arrestin ; ubiquitin ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters; substrate of Rsp5p-mediated Lys63-polyubiquitination and Ubp2-mediated deubiquitination; promoter contains several Gcn4p binding sites required for induction in response to starvation via Gcn4p and the general amino acid control pathway; ECM21 has a paralog ; CSR2 ; that arose from the whole genome duplication""",Verified ORF
218,2,28695,0.0256488990723385,0.143467207047964,0.858213932649842,YBL101C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
219,2,35849,-0.495820847334723,1.47065615613652,0.736209766955783,YBL100W-B,YBL100W-B,SGDID:S000002149,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
220,2,35850,-1.13161757665539,1.79792091876138,0.529492103039006,YBL100W-B,YBL100W-B,SGDID:S000002149,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
221,2,41245,-0.0028258370092344,0.136805638661597,0.983531857015421,YBL097W,BRN1,SGDID:S000000193,ORF,Verified ORF,"""Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission""",Verified ORF
222,2,43214,-0.0575901810793682,0.138989927865883,0.678871022865335,YBL096C,YBL096C,SGDID:S000000192,ORF,Dubious ORF,"""Non-essential protein of unknown function""",Dubious ORF
223,2,47104,0.0448881404989511,0.135126965870745,0.739941204050325,YBL092W,RPL32,SGDID:S000000188,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32 ; no bacterial homolog""",Verified ORF
224,2,50915,-0.0081785214918617,0.13647525792568,0.952247869868365,YBL089W,AVT5,SGDID:S000000185,ORF,Verified ORF,"""Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; AVT5 has a paralog ; AVT6 ; that arose from the whole genome duplication""",Verified ORF
225,2,55834,-0.0225978070400018,0.135839996459122,0.867971991483788,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
226,2,56422,0.0155498724309517,0.136085668798351,0.909092435863814,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
227,2,57715,-0.0086006889857481,0.135638807235474,0.949476899074733,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
228,2,59046,-0.0218589314184976,0.136320776035798,0.872697699469803,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
229,2,59191,-0.0179608719279752,0.135541815899182,0.894655096268958,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
230,2,59383,0.0029959134262037,0.135584128372626,0.982383588186455,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
231,2,59477,-0.0173672989569327,0.137621160429938,0.89964828385045,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
232,2,59755,0.019118554240884,0.309217508290107,0.950734142833857,YBL088C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
233,2,60471,-0.039491155026513,0.135750561601063,0.771291228507915,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
234,2,60478,-0.0338462717433991,0.135909821147114,0.803478715357107,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
235,2,60786,-0.0552504122100279,0.135666400414369,0.684069760063029,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
236,2,61035,-0.0504173405183889,0.135661943778503,0.710384227649426,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
237,2,61071,-0.035250371393038,0.135059913078519,0.794246223342863,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
238,2,61675,-0.0575613751277221,0.135427158771661,0.67106962943126,YBL086C,YBL086C,SGDID:S000000182,ORF,Uncharacterized ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
239,2,62776,-0.0737847945823396,0.141334336024149,0.601957016289645,YBL086C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
240,2,62939,-0.0551245586128041,0.135195824411761,0.683712755486244,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
241,2,63527,-0.057200550322168,0.135701110865774,0.673632948045638,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
242,2,63857,-0.0832089931019969,0.13569457978427,0.540133745989706,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
243,2,65527,-0.114923976552822,0.135180912322797,0.395818254487875,YBL085W,BOI1,SGDID:S000000181,ORF,Verified ORF,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
244,2,67007,-0.249552137189144,0.148392166765051,0.0935100807406714,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
245,2,67023,-0.268294462917872,0.307761868551278,0.383931883814433,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
246,2,67024,-0.298635202145064,0.308810394715334,0.334180930153357,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
247,2,67976,-0.0640455347472931,0.13722595611297,0.640991067313229,YBL084C,CDC27,SGDID:S000000180,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition""",Verified ORF
248,2,69628,-0.0114143163496149,0.139541013862178,0.934852905649538,YBL084C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
249,2,71825,-0.207391864540796,0.269611651933648,0.442274478924149,YBL082C,ALG3,SGDID:S000000178,Close to 3'-UTR,Close to 3'-UTR,"""Dolichol-P-Man dependent alpha(1-3) mannosyltransferase; involved in synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins; G353A missense mutation in human ortholog ALG3 implicated in carbohydrate deficient glycoprotein syndrome type IV ; which is characterized by microcephaly ; severe epilepsy ; minimal psychomotor development ; partial deficiency of sialic acids in serum glycoproteins; wild-type human ALG3 can complement yeast alg3 mutant""",Verified ORF
250,2,72389,-0.0564598808669384,0.136388673369772,0.679152518626018,YBL081W,YBL081W,SGDID:S000000177,ORF,Uncharacterized ORF,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
251,2,72392,-0.0791821421383364,0.137284737384135,0.564460361962431,YBL081W,YBL081W,SGDID:S000000177,ORF,Uncharacterized ORF,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
252,2,73646,0.07739187219048,0.134470406625034,0.565298996905102,YBL080C,PET112,SGDID:S000000176,ORF,Verified ORF,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
253,2,74564,0.140906296732205,0.134059710438908,0.293944901072975,YBL080C,PET112,SGDID:S000000176,ORF,Verified ORF,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
254,2,74739,0.193030751491447,0.134318455717519,0.151571745498336,YBL080C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
