SNP,Chr,Pos,Effect,SE,ERG27_ACF2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3956,7,103626,-0.245821073120693,0.138607119896142,0.0770063916788515,YGL206C,CHC1,SGDID:S000003174,ORF,Verified ORF,"""Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function""",Verified ORF
3957,7,103929,-0.26089961159221,0.138531232658756,0.0604779733384035,YGL206C,CHC1,SGDID:S000003174,ORF,Verified ORF,"""Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function""",Verified ORF
3958,7,105525,-0.252771945434694,0.138180420768505,0.0681997011314026,YGL206C,CHC1,SGDID:S000003174,ORF,Verified ORF,"""Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function""",Verified ORF
3959,7,109520,-0.327747530417757,0.137562078118794,0.0177223180076802,YGL205W,POX1,SGDID:S000003173,ORF,Verified ORF,"""Fatty-acyl coenzyme A oxidase; involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix; component of a light sensing pathway ; converting light into a hydrogen peroxide signal ; modulating nucleo-cytoplasmic shuttling of stress-responsive transcription factor ; Msn2p""",Verified ORF
3960,7,109762,-0.311954078101251,0.138045826286261,0.0244435581272939,YGL205W,POX1,SGDID:S000003173,ORF,Verified ORF,"""Fatty-acyl coenzyme A oxidase; involved in the fatty acid beta-oxidation pathway; localized to the peroxisomal matrix; component of a light sensing pathway ; converting light into a hydrogen peroxide signal ; modulating nucleo-cytoplasmic shuttling of stress-responsive transcription factor ; Msn2p""",Verified ORF
3961,7,112259,-0.271927516059989,0.155546655371097,0.0812977968328486,ARS704,ARS704,SGDID:S000118452,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
3962,7,114462,-0.337393667767247,0.137876226101093,0.0148889031377009,YGL203C,KEX1,SGDID:S000003171,ORF,Verified ORF,"""Cell death protease essential for hypochlorite-induced apoptosis; involved in the processing of killer toxin and alpha factor precursor; cleaves Lys and Arg residues from the C-terminus of peptides and proteins""",Verified ORF
3963,7,115291,0.144563473656273,0.298683648627409,0.628684597439513,YGL203C,KEX1,SGDID:S000003171,Close to 3'-UTR,Close to 3'-UTR,"""Cell death protease essential for hypochlorite-induced apoptosis; involved in the processing of killer toxin and alpha factor precursor; cleaves Lys and Arg residues from the C-terminus of peptides and proteins""",Verified ORF
3964,7,115293,0.200204255561985,0.301623488087628,0.507280063689259,YGL203C,KEX1,SGDID:S000003171,Close to 3'-UTR,Close to 3'-UTR,"""Cell death protease essential for hypochlorite-induced apoptosis; involved in the processing of killer toxin and alpha factor precursor; cleaves Lys and Arg residues from the C-terminus of peptides and proteins""",Verified ORF
3965,7,115294,0.290121257484586,0.304728978724393,0.341716339797214,YGL203C,KEX1,SGDID:S000003171,Close to 3'-UTR,Close to 3'-UTR,"""Cell death protease essential for hypochlorite-induced apoptosis; involved in the processing of killer toxin and alpha factor precursor; cleaves Lys and Arg residues from the C-terminus of peptides and proteins""",Verified ORF
3966,7,115759,-0.248186283749575,0.139401060784339,0.0758744753690182,YGL202W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3967,7,120910,-0.116808707835862,0.138701111613912,0.40026787080311,YGL201C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3968,7,121864,-0.0155685413296067,0.139815073853149,0.911401339451446,YGL201C,MCM6,SGDID:S000003169,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p""",Verified ORF
3969,7,122646,-0.0653854726278903,0.139982279841565,0.640717792532729,YGL200C,EMP24,SGDID:S000003168,Close to 3'-UTR,Close to 3'-UTR,"""Component of the p24 complex; role in misfolded protein quality control; binds to GPI anchor proteins and mediates their efficient transport from the ER to the Golgi; integral membrane protein that associates with endoplasmic reticulum-derived COPII-coated vesicles""",Verified ORF
3970,7,128719,-0.0189903890754715,0.140258979856373,0.89237661126175,YGL197W,MDS3,SGDID:S000003165,ORF,Verified ORF,"""Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required ; with Pmd1p ; for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog ; PMD1 ; that arose from the whole genome duplication""",Verified ORF
3971,7,129502,-0.0589666744894425,0.138606427653998,0.670785935595436,YGL197W,MDS3,SGDID:S000003165,Close to 3'-UTR,Close to 3'-UTR,"""Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required ; with Pmd1p ; for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog ; PMD1 ; that arose from the whole genome duplication""",Verified ORF
3972,7,129866,-0.0435033597595561,0.140419597496254,0.756888448301792,YGL197W,MDS3,SGDID:S000003165,Close to 3'-UTR,Close to 3'-UTR,"""Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required ; with Pmd1p ; for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog ; PMD1 ; that arose from the whole genome duplication""",Verified ORF
3973,7,130581,-0.0230563163671052,0.140013430987106,0.869296272205231,YGL196W,DSD1,SGDID:S000003164,ORF,Verified ORF,"""D-serine dehydratase (aka D-serine ammonia-lyase); converts D-serine to pyruvate and ammonia by a reaction dependent on pyridoxal 5'-phosphate and zinc; may play a role in D-serine detoxification; L-serine is not a substrate""",Verified ORF
3974,7,131402,-0.0830964703508274,0.142637905480541,0.560555175874177,YGL195W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3975,7,131475,-0.0367419467010199,0.139817245619287,0.792869204280969,YGL195W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3976,7,131572,-0.0035827555668832,0.138637473015779,0.97939746982371,YGL195W,GCN1,SGDID:S000003163,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3977,7,133091,-0.052808840623909,0.138613461219839,0.703447888673452,YGL195W,GCN1,SGDID:S000003163,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3978,7,134263,-0.0190803903858023,0.139221765549718,0.891069137011866,YGL195W,GCN1,SGDID:S000003163,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3979,7,134556,-0.0855477383257905,0.139150994543939,0.539093768865226,YGL195W,GCN1,SGDID:S000003163,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3980,7,139381,-0.0681435275716186,0.138784254857189,0.623729217430641,YGL195W,GCN1,SGDID:S000003163,ORF,Verified ORF,"""Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3981,7,139844,-0.0770327436448046,0.140360728272135,0.583476092850665,YGL194C-A,YGL194C-A,SGDID:S000087160,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified based on comparisons of the genome sequences of six Saccharomyces species; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum""",Uncharacterized ORF
3982,7,140293,-0.941147136634665,0.406960728527679,0.0213178903534994,YGL194C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3983,7,140294,0.0751276381293504,0.76187785433211,0.921505084938026,YGL194C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3984,7,140416,-0.0650817041208575,0.141410112668799,0.645631821576731,YGL194C,HOS2,SGDID:S000003162,ORF,Verified ORF,"""Histone deacetylase and subunit of Set3 and Rpd3L complexes; required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex ; a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; co-localizes with Cmr1p in nuclear foci in response to DNA damage by MMS""",Verified ORF
3985,7,140907,-0.05219810221769,0.138806022963788,0.707105102848232,YGL194C,HOS2,SGDID:S000003162,ORF,Verified ORF,"""Histone deacetylase and subunit of Set3 and Rpd3L complexes; required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex ; a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; co-localizes with Cmr1p in nuclear foci in response to DNA damage by MMS""",Verified ORF
3986,7,142582,-0.125018493431931,0.139262001979131,0.369945911422005,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3987,7,142616,-0.121253971476963,0.138716561884703,0.382650919616385,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3988,7,142656,-0.136886008820973,0.138660028576634,0.324217841980603,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3989,7,142710,-0.117845776518233,0.138508713373219,0.39544693179886,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3990,7,142737,-0.0971443570631728,0.138744069829458,0.484282683415311,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3991,7,142798,-0.107148001037008,0.138734140859873,0.440438063676888,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3992,7,142863,-0.127769898717517,0.138719697722917,0.357645373051175,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3993,7,142935,-0.0824106727617025,0.138797317426244,0.553060738587576,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3994,7,144443,-0.148834328742238,0.138921642324008,0.284741987397575,YGL191W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3995,7,149219,0.032961640742154,0.138822738502126,0.812455608598763,YGL189C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3996,7,149745,0.0599608055183124,0.138990953021157,0.666440323396637,YGL187C,COX4,SGDID:S000003155,ORF,Verified ORF,"""Subunit IV of cytochrome c oxidase; the terminal member of the mitochondrial inner membrane electron transport chain; precursor N-terminal 25 residues are cleaved during mitochondrial import; phosphorylated; spermidine enhances translation""",Verified ORF
3997,7,153512,0.0380025074337944,0.139012872824935,0.784725595737436,CUT129,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3998,7,154206,0.0199048426355598,0.13902355057701,0.886232837547639,CUT129,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3999,7,154349,0.0219134312490471,0.139420427006968,0.875196645590388,YGL185C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4000,7,154579,-0.0339050569153017,0.288587015940413,0.906541418529143,YGL185C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4001,7,158616,0.0356077434055368,0.139230201635241,0.798294954601994,YGL181W,GTS1,SGDID:S000003149,ORF,Verified ORF,"""Protein involved in Arf3p regulation and in transcription regulation; localizes to the nucleus and to endocytic patches; contains an N-terminal Zn-finger and ArfGAP homology domain ; a C-terminal glutamine-rich region ; and a UBA (ubiquitin associated) domain; gts1 mutations affect budding ; cell size ; heat tolerance ; sporulation ; life span ; ultradian rhythms ; endocytosis; expression oscillates in a pattern similar to metabolic oscillations""",Verified ORF
4002,7,159017,-0.0233793149124543,0.144279925793122,0.871365996749893,YGL181W,GTS1,SGDID:S000003149,ORF,Verified ORF,"""Protein involved in Arf3p regulation and in transcription regulation; localizes to the nucleus and to endocytic patches; contains an N-terminal Zn-finger and ArfGAP homology domain ; a C-terminal glutamine-rich region ; and a UBA (ubiquitin associated) domain; gts1 mutations affect budding ; cell size ; heat tolerance ; sporulation ; life span ; ultradian rhythms ; endocytosis; expression oscillates in a pattern similar to metabolic oscillations""",Verified ORF
4003,7,159442,-0.0049356435013837,0.139420632402431,0.971779918656589,YGL180W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4004,7,163135,0.262989231786621,0.284354700880849,0.355668812576317,ACS_7_163241_+_NFR/NDR,,,Promoter,Promoter,,Promoter
4005,7,163315,0.196580220898111,0.164391264315652,0.232574535912606,ARS707,ARS707,SGDID:S000118453,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
4006,7,164509,0.000996582185471,0.138886279373498,0.994278860645126,YGL179C,TOS3,SGDID:S000003147,ORF,Verified ORF,"""Protein kinase; related to and functionally redundant with Elm1p and Sak1p for the phosphorylation and activation of Snf1p; functionally orthologous to LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; TOS3 has a paralog ; SAK1 ; that arose from the whole genome duplication""",Verified ORF
4007,7,166144,-0.0897717385503215,0.141487560139622,0.526175310749699,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4008,7,166200,-0.417462988969278,0.44898233739852,0.353110946410022,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4009,7,166202,0.0053618685822338,0.228150411135155,0.981263550036699,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4010,7,166259,-0.0719318696792155,0.145830700161042,0.622138417915209,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4011,7,166833,-0.0778797386465038,0.139163750006408,0.576089057163095,CUT130,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4012,7,169205,-0.0964057060786188,0.141187479817228,0.49516813490093,YGL178W,MPT5,SGDID:S000003146,Close to 3'-UTR,Close to 3'-UTR,"""mRNA-binding protein of the PUF family; binds to specific mRNAs ; often in the 3' UTR; has broad specificity and binds to more than 1000 mRNAs (16% of the transcriptome); recruits the CCR4-NOT deadenylase complex to mRNAs along with Dhh1p and Dcp1p to promote deadenylation ; decapping ; and decay; also interacts with the Caf20p translational initiation repressor ; affecting its mRNA target specificity""",Verified ORF
4013,7,170660,-0.078017762022724,0.23593022152758,0.741081257055232,YGL178W,MPT5,SGDID:S000003146,Close to 3'-UTR,Close to 3'-UTR,"""mRNA-binding protein of the PUF family; binds to specific mRNAs ; often in the 3' UTR; has broad specificity and binds to more than 1000 mRNAs (16% of the transcriptome); recruits the CCR4-NOT deadenylase complex to mRNAs along with Dhh1p and Dcp1p to promote deadenylation ; decapping ; and decay; also interacts with the Caf20p translational initiation repressor ; affecting its mRNA target specificity""",Verified ORF
4014,7,170661,0.121400894490563,0.245613369821414,0.621418424996612,YGL178W,MPT5,SGDID:S000003146,Close to 3'-UTR,Close to 3'-UTR,"""mRNA-binding protein of the PUF family; binds to specific mRNAs ; often in the 3' UTR; has broad specificity and binds to more than 1000 mRNAs (16% of the transcriptome); recruits the CCR4-NOT deadenylase complex to mRNAs along with Dhh1p and Dcp1p to promote deadenylation ; decapping ; and decay; also interacts with the Caf20p translational initiation repressor ; affecting its mRNA target specificity""",Verified ORF
4015,7,171892,-0.147820617138467,0.139080294174878,0.288579376026718,YGL176C,YGL176C,SGDID:S000003144,ORF,Uncharacterized ORF,"""Putative protein of unknown function; deletion mutant is viable and has no detectable phenotype""",Uncharacterized ORF
4016,7,173129,-0.251393085259153,0.246832993825142,0.309150073560247,YGL176C_NFR/NDR,,,Promoter,Promoter,,Promoter
4017,7,174147,-0.0354750049444173,0.13908063813153,0.798819204665627,YGL175C,SAE2,SGDID:S000003143,ORF,Verified ORF,"""Endonuclease required for telomere elongation; required for telomeric 5' C-rich strand resection; involved in ds-break repair and processing hairpin DNA structures with the MRX complex; function requires sumoylation and phosphorylation; exists as inactive oligomers that are transiently released into smaller active units by phosphorylation; DNA damage triggers Sae2p removal ; so active Sae2p is present only transiently; sequence and functional similarity with human CtIP/RBBP8""",Verified ORF
4018,7,175201,-0.0342199133341258,0.138854663111205,0.8054817124878,YGL174W,BUD13,SGDID:S000003142,ORF,Verified ORF,"""Subunit of the RES complex; RES complex is required for nuclear pre-mRNA retention and splicing; involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern due to a specific defect in MATa1 pre-mRNA splicing which leads to haploid gene expression in diploids""",Verified ORF
4019,7,175569,-0.0411503653848264,0.138823102058244,0.767081355462709,YGL173C,XRN1,SGDID:S000003141,ORF,Verified ORF,"""Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes ; filamentous growth ; ribosomal RNA maturation ; telomere maintenance ; and turnover of tRNA introns; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions""",Verified ORF
4020,7,176862,0.0110459222347231,0.139039510140521,0.936724103706977,YGL173C,XRN1,SGDID:S000003141,ORF,Verified ORF,"""Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes ; filamentous growth ; ribosomal RNA maturation ; telomere maintenance ; and turnover of tRNA introns; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions""",Verified ORF
4021,7,178295,0.0093343524814983,0.139231193672237,0.946586137704221,YGL173C,XRN1,SGDID:S000003141,ORF,Verified ORF,"""Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes ; filamentous growth ; ribosomal RNA maturation ; telomere maintenance ; and turnover of tRNA introns; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions""",Verified ORF
4022,7,181053,0.160926747516199,0.13888675159259,0.247365649790379,YGL172W,NUP49,SGDID:S000003140,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)""",Verified ORF
4023,7,181165,0.132123448743695,0.138708144212687,0.341480821600976,YGL172W,NUP49,SGDID:S000003140,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)""",Verified ORF
4024,7,183625,0.157278043191774,0.138756661781663,0.257781523286537,YGL171W,ROK1,SGDID:S000003139,ORF,Verified ORF,"""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0 ; A1 ; and A2 ; and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",Verified ORF
4025,7,191252,0.120817605249094,0.139037200111611,0.385460059960426,YGL166W,CUP2,SGDID:S000003134,ORF,Verified ORF,"""Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations; required for regulation of copper genes in response to DNA-damaging reagents; CUP2 has a paralog ; HAA1 ; that arose from the whole genome duplication""",Verified ORF
4026,7,191676,0.15256128080904,0.139165383936806,0.273712838530538,YGL166W,CUP2,SGDID:S000003134,ORF,Verified ORF,"""Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations; required for regulation of copper genes in response to DNA-damaging reagents; CUP2 has a paralog ; HAA1 ; that arose from the whole genome duplication""",Verified ORF
4027,7,192137,0.176196046893684,0.138776952993245,0.205051105873003,YGL164C,YRB30,SGDID:S000003132,ORF,Verified ORF,"""RanGTP-binding protein; inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes""",Verified ORF
4028,7,192700,0.162917607282045,0.138667963529218,0.240836384516795,YGL164C,YRB30,SGDID:S000003132,ORF,Verified ORF,"""RanGTP-binding protein; inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes""",Verified ORF
4029,7,196064,-0.0262560553069915,0.139028243572604,0.850315690255786,YGL163C,RAD54,SGDID:S000003131,ORF,Verified ORF,"""DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress""",Verified ORF
4030,7,197274,0.0616005250431636,0.139032834825175,0.657990418888303,YGL163C,RAD54,SGDID:S000003131,Close to 3'-UTR,Close to 3'-UTR,"""DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress""",Verified ORF
4031,7,199802,0.0283365013760699,0.139505753061877,0.839157750518827,YGL161C,YIP5,SGDID:S000003129,ORF,Verified ORF,"""Protein that interacts with Rab GTPases; localized to late Golgi vesicles; computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport""",Verified ORF
4032,7,201855,0.0276286410505217,0.14143564556247,0.845235841917755,YGL160W,AIM14,SGDID:S000003128,ORF,Verified ORF,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4033,7,202039,0.0602096610146112,0.140194468582745,0.667841457410658,YGL160W,AIM14,SGDID:S000003128,ORF,Verified ORF,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4034,7,202122,0.0538708165336799,0.14004328108029,0.700711624317613,YGL160W,AIM14,SGDID:S000003128,ORF,Verified ORF,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4035,7,202957,0.004644822629186,0.141096639328642,0.973757434130036,YGL159W,YGL159W,SGDID:S000003127,ORF,Uncharacterized ORF,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4036,7,203677,0.01485474463901,0.140050208129926,0.915589220044333,YGL159W,YGL159W,SGDID:S000003127,ORF,Uncharacterized ORF,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4037,7,203971,0.0091868530958993,0.315866522291221,0.97681354993396,ARS710,ARS710,SGDID:S000118454,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
4038,7,204417,0.0300790300658436,0.144603716517052,0.835341058369638,YGL159W,YGL159W,SGDID:S000003127,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4039,7,205155,0.352400867834085,0.322383089545311,0.275089972336236,YGLWtau2,YGLWtau2,SGDID:S000006951,Other features,LTR,"""Ty4 LTR""",long_terminal_repeat
4040,7,205675,0.0942596630511905,0.139241000448375,0.49887891233716,tL(CAA)G1_NFR/NDR,,,Promoter,Promoter,,Promoter
4041,7,206341,-0.257292397598744,0.208076835470607,0.217085212687488,YGL158W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4042,7,206511,0.0115381628913419,0.141726994528497,0.935161091065873,YGL158W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4043,7,206991,0.0341545830474049,0.139138739843841,0.80623409025129,YGL158W,RCK1,SGDID:S000003126,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4044,7,207921,0.0218165263465397,0.139145769708097,0.875500774912916,YGL158W,RCK1,SGDID:S000003126,ORF,Verified ORF,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4045,7,208767,-0.209941071642176,0.181031635814997,0.246957725355738,YGL157W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4046,7,208986,-0.113689695485469,0.139629601989452,0.416065875623514,YGL158W,RCK1,SGDID:S000003126,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4047,7,209438,-0.0516714076897507,0.139486795971873,0.711277284038714,YGL157W,ARI1,SGDID:S000003125,ORF,Verified ORF,"""NADPH-dependent aldehyde reductase; utilizes aromatic and alophatic aldehyde substrates; member of the short-chain dehydrogenase/reductase superfamily""",Verified ORF
