SNP,Chr,Pos,Effect,SE,FMP45_MID2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3431,5,563318,-0.165283804345548,0.14392061251563,0.251565693359801,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3432,5,563324,-0.162983673511674,0.144096030965686,0.258790625124604,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3433,5,563344,-0.190683948379569,0.144418985904574,0.187572851730982,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3434,5,563347,-0.192977499948817,0.144548570364757,0.182724992378501,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3435,5,563348,-0.204899655771097,0.144418132733933,0.156841235852283,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3436,5,563372,-0.207690755876053,0.146067585574125,0.155943659835797,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3437,5,563421,-0.0720512539716331,0.259254845816221,0.781238998959995,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3438,5,563427,0.0690285251924836,0.197480706540269,0.726888128485872,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3439,5,563428,0.275199152232753,0.335759918755489,0.412979690767582,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3440,5,563428,-0.333049642061004,0.190669286992809,0.0815522132517595,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3441,5,563452,-0.195512923392555,0.15279433424622,0.201532451928219,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3442,5,563474,-0.168092558527082,0.152225493534701,0.27024378793279,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3443,5,563479,-0.169349270452585,0.15110583519064,0.263163474241936,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3444,5,563545,-0.169726747884841,0.152948635059869,0.267884697051364,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3445,5,563565,-0.23341144403937,0.155923299280522,0.135296400826193,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3446,5,563580,-0.19706580662603,0.155913876997357,0.20708551159788,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3447,5,563607,-0.0974403468478062,0.291307045852879,0.738205758500481,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3448,5,563608,-0.104144075558332,0.158604538756651,0.51184839133659,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3449,5,563642,-0.37154116003755,0.283862270128989,0.191427016853501,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3450,5,563661,-0.474266590279697,0.283374589013768,0.0950875107376693,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3451,5,563665,-0.245740269471931,0.148322897214256,0.0984499249517382,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3452,5,563700,-0.174929547234852,0.146262423811704,0.232500129718897,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3453,5,563747,-0.148545982233222,0.143118423378673,0.300016079585392,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3454,5,563755,-0.17455619233269,0.142508301934151,0.221435509710617,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3455,5,563781,-0.158114942579043,0.142746292142727,0.268761082765497,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3456,5,563837,-0.187638142468883,0.143884913559362,0.193054338929936,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3457,5,563865,-0.308331632475841,0.2187566575174,0.159575671605155,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3458,5,563866,-0.197625963659139,0.144788203353864,0.173143938327789,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3459,5,563882,-0.181545621573855,0.144358091568267,0.20936555954068,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3460,5,563899,-0.193156250670527,0.144463972539747,0.182065716456891,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3461,5,563908,-0.193156250670527,0.144463972539747,0.182065716456891,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3462,5,563929,-0.157989723995926,0.144436546602252,0.274773274110013,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3463,5,563964,-0.182220819064977,0.142444908347914,0.201653787632984,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3464,5,563970,-0.177361216863513,0.142096103727302,0.21279316984698,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3465,5,564006,-0.18619328038202,0.142398689171243,0.191877239828939,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3466,5,564048,-0.171205793472518,0.142807003688829,0.23138604214111,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3467,5,564065,-0.162792153688083,0.142452789301253,0.253904547108647,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3468,5,564074,-0.175458084329568,0.142437301902147,0.218833725221918,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3469,5,564097,-0.170498996614303,0.14280939914278,0.233321905485232,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3470,5,564135,-0.167169142708704,0.142820550733333,0.242595903965554,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3471,5,564147,-0.180505093081006,0.143362355141872,0.208832335303724,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3472,5,564195,-0.177708211569918,0.143360727201641,0.215951336954925,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3473,5,564197,-0.177708211569918,0.143360727201641,0.215951336954925,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3474,5,564206,-0.183748745128114,0.14416222898749,0.20329029098847,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3475,5,564212,-0.188044318746686,0.143736685227481,0.191637849020217,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3476,5,564236,-0.174207578649035,0.142819497233935,0.223364697278225,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3477,5,564252,-0.191843124259537,0.144345089983451,0.184686920362635,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3478,5,564265,-0.193808531190817,0.143928274638913,0.178984867630168,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3479,5,564272,-0.208075711297711,0.144075585328346,0.149566269424238,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3480,5,564298,-0.179755331571138,0.14379463251721,0.212097047661795,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3481,5,564300,-0.17965244872143,0.14377871538259,0.212307690219746,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3482,5,564304,-0.17965244872143,0.14377871538259,0.212307690219746,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3483,5,564343,-0.215379074848654,0.14833086868546,0.147384831744073,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3484,5,564355,-0.189327747572117,0.156743400508952,0.227900738029611,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3485,5,564360,-0.173045289109076,0.157441839447156,0.272470821268902,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3486,5,564372,-0.328009786159988,0.28398733348346,0.24886530500222,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3487,5,564393,-0.407944846548443,0.28882716506403,0.15870774583889,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3488,5,564395,0.305383527079837,0.281073571537977,0.278003765281739,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3489,5,564397,-0.295775237660147,0.198261523638934,0.136633193459143,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3490,5,564403,-0.352436006007052,0.283886522619532,0.215257238689103,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3491,5,564406,-0.323518371215185,0.284028776038816,0.255461430025797,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3492,5,564431,-0.126657875709944,0.172183357576478,0.46246334581122,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3493,5,564461,-0.150151092304419,0.154263447350271,0.331049852457271,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3494,5,564462,-0.150151092304419,0.154263447350271,0.331049852457271,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3495,5,564469,-0.170260453356678,0.14935496771449,0.255070939093279,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3496,5,564472,-0.14681736794722,0.154901735027936,0.343874722144071,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3497,5,564485,-0.208093711903613,0.153054009345214,0.17482128870062,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3498,5,564486,-0.211250849949145,0.152744755948673,0.167529278810399,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3499,5,564496,-0.188478458553764,0.152865456743129,0.218407566623525,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3500,5,564516,-0.180539401669284,0.148334737926345,0.22437616897056,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3501,5,564535,-0.204325477015829,0.144338994151248,0.157775933760182,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3502,5,564551,-0.17626950258626,0.145994365439387,0.228097294002727,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3503,5,564567,-0.191801499224446,0.146771101672658,0.192128963759232,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3504,5,564574,-0.173347412702586,0.148286357627259,0.24319063006094,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3505,5,564590,-0.171126893342357,0.145485368376473,0.240288351230323,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3506,5,564680,-0.156489163895773,0.14488313282461,0.280832311906875,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3507,5,564696,-0.341523958017943,0.284103434116976,0.230126176977166,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3508,5,564701,-0.341523958017943,0.284103434116976,0.230126176977166,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3509,5,564705,-0.341523958017943,0.284103434116976,0.230126176977166,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3510,5,564717,-0.344877022656879,0.284226534800812,0.225792847321369,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3511,5,564723,-0.345117442584485,0.284396444292984,0.225746881123105,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3512,5,564730,-0.319917430028818,0.284309213262652,0.261249854372486,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3513,5,564732,-0.319917430028818,0.284309213262652,0.261249854372486,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3514,5,564809,-0.301638687745106,0.284743450436768,0.290171573768224,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3515,5,564814,-0.307000345671922,0.284619160502419,0.281486712755713,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3516,5,564841,-0.308293346198147,0.28472325914243,0.279644061189902,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3517,5,564865,-0.312780758673934,0.284826600894415,0.272889865515555,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3518,5,564880,-0.365390240479453,0.284423708724804,0.199750446650239,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3519,5,564894,-0.350840315966261,0.284286701402059,0.217983867283337,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3520,5,564898,-0.382904846814919,0.284088579370859,0.178575431861472,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3521,5,564904,-0.440474549083239,0.28393308518549,0.12171813798255,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3522,5,564935,-0.345527481942018,0.284224296820209,0.22491695889574,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3523,5,564937,-0.345527481942018,0.284224296820209,0.22491695889574,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3524,5,564938,-0.345527481942018,0.284224296820209,0.22491695889574,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3525,5,564945,-0.348962202345207,0.284140608197175,0.220215612430896,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3526,5,564949,-0.348962202345207,0.284140608197175,0.220215612430896,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3527,5,564968,-0.103448906721772,0.167750929163223,0.537842285063401,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3528,5,565000,-0.166928370472816,0.153700352336272,0.278191905804462,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3529,5,565007,-0.185989558753417,0.153536353184377,0.226563371028956,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3530,5,565013,-0.21109063514683,0.154599937061294,0.172997059380391,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3531,5,565036,-0.189303420084612,0.147014795165842,0.198711783629953,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3532,5,565093,-0.163327951182563,0.142666096985512,0.253056585715776,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3533,5,565120,-0.172063271634481,0.143043782569897,0.229832254639457,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3534,5,565122,-0.171671344422527,0.14326417155829,0.231609867119602,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3535,5,565125,-0.171671344422527,0.14326417155829,0.231609867119602,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3536,5,565208,-0.144440481555449,0.143321688374224,0.314237831526488,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3537,5,565243,-0.145300878456077,0.14291106644509,0.309981855033535,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3538,5,565254,-0.156666917850666,0.143441744897122,0.275490527798313,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3539,5,565289,-0.28983299444261,0.239626916276352,0.227273425977318,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3540,5,565293,-0.171458459881291,0.145260931547921,0.238656562506986,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3541,5,565315,-0.169089587398369,0.145054846401595,0.244525149026972,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3542,5,565361,-0.170169127134512,0.149134506584682,0.254624851408377,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3543,5,565365,-0.170169127134512,0.149134506584682,0.254624851408377,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3544,5,565371,-0.124854473341344,0.15110478293086,0.409204846576626,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3545,5,565372,-0.131559455566075,0.151516255064074,0.38582765419456,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3546,5,565388,-0.174590703498327,0.150088240656397,0.245512295644315,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3547,5,565423,-0.198611084760601,0.14633241143644,0.175565842241882,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3548,5,565436,-0.17909078930522,0.146764642194734,0.223181479236098,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3549,5,565441,-0.162600390637807,0.145944522014391,0.265983710739681,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3550,5,565448,-0.149812649140527,0.145376644897997,0.303474387877926,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3551,5,565475,-0.170464826214532,0.145480350137373,0.242092582890951,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3552,5,565507,-0.160977249009133,0.144873951768957,0.26725837700129,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3553,5,565512,-0.169939563535724,0.145061574664879,0.24218817213596,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3554,5,565539,-0.169348339366051,0.146827071858067,0.249532198215891,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3555,5,565639,-0.176950361095521,0.142463730510158,0.215034169119023,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3556,5,565651,-0.174101119922616,0.14228968516205,0.221931305134881,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3557,5,565675,-0.18033675720362,0.142233891248836,0.20567330064893,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3558,5,565711,-0.161189683401198,0.147827088389586,0.276283626728379,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3559,5,565722,-0.357675194968428,0.283912719474005,0.208571299927406,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3560,5,565729,-0.328102694436526,0.284049689017665,0.248835235369927,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3561,5,565731,-0.373765224681204,0.283800278010833,0.188692613582461,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3562,5,565737,-0.381152882103681,0.283862002026149,0.180218922346135,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3563,5,565800,-0.390816708742608,0.256675504844477,0.128751578627944,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3564,5,565808,-0.297061685327947,0.223332666612284,0.184333869539042,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3565,5,565834,-0.175612982615422,0.145251663349603,0.227462170352545,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3566,5,565880,-0.220397341070648,0.163248749669694,0.177858338679681,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3567,5,565885,-0.210734603794919,0.167108889334855,0.208119442570909,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3568,5,566202,0.0109223767148947,0.285573643353571,0.969512252192987,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3569,5,566255,-0.271671447583048,0.236849860250139,0.252150330403804,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3570,5,566370,-0.200991596169281,0.219249843219066,0.359913138268858,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3571,5,566373,-0.304371561060261,0.284169294393908,0.284859667815395,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3572,5,566376,-0.279419373187251,0.284295631544055,0.326355429832959,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3573,5,566378,-0.101386920643993,0.287163106463379,0.724251286790198,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3574,5,566382,-0.292411619940408,0.284160103998747,0.304166260230711,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3575,5,566388,-0.371172125002479,0.283863637780427,0.191869505740124,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3576,5,566400,-0.156366240792317,0.181135500734309,0.388583067171849,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3577,5,566427,-0.169264974507445,0.164274373626896,0.303537268872377,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3578,5,566434,-0.169264974507445,0.164274373626896,0.303537268872377,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3579,5,566463,-0.020206823701697,0.175867277531778,0.908591183435682,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3580,5,566466,-0.0071174863703529,0.176039151067763,0.967772158295583,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3581,5,566472,-0.0282543722320585,0.176124173660159,0.872639617130395,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3582,5,566501,-0.0952019213783537,0.158504280308146,0.548473999544121,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3583,5,566502,-0.11949650580348,0.157541622238871,0.448653334914583,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3584,5,566512,-0.161520474177281,0.156212223923774,0.301852873907611,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3585,5,566542,-0.19311761788197,0.144545674276873,0.182399524140704,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3586,5,566565,-0.168762921089636,0.143804464586743,0.241363201557551,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3587,5,566568,-0.168762921089636,0.143804464586743,0.241363201557551,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3588,5,566580,-0.170395776883716,0.143597206774369,0.236174271054871,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3589,5,566740,-0.347413298282838,0.284145985022127,0.222274660269898,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3590,5,566755,-0.295547498109498,0.219877390082164,0.179764110420486,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3591,6,12139,0.390070057876602,0.677565179792677,0.565188991201993,YFL059W,SNZ3,SGDID:S000001835,ORF,Verified ORF,"""Pyridoxal-5'-phosphate synthase; involved in thiamine and pyridoxine biosynthesis; member of a stationary phase-induced gene family where transcriptional induction precedes the diauxic shift; induced in the absence of thiamine in a Thi2/3p-dependent manner and repressed in its presence; forms a co-regulated gene pair with SNO3; paralog of SNZ1 and SNZ2""",Verified ORF
3592,6,14922,-0.367419997401711,0.617428778109821,0.552170747477068,YFL056C,AAD6,SGDID:S000001838,ORF,pseudogene,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; ORFs AAD6/YFL056C and AAD16/YFL057C are displaced from one another by -1 frameshift; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family; expression induced in cells treated with the mycotoxin patulin""",pseudogene
3593,6,14925,-0.582058902072743,0.586665534636811,0.321805033248225,YFL056C,AAD6,SGDID:S000001838,ORF,pseudogene,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; ORFs AAD6/YFL056C and AAD16/YFL057C are displaced from one another by -1 frameshift; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family; expression induced in cells treated with the mycotoxin patulin""",pseudogene
