SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
750,2,678375,0.0458632921401935,0.0600791431518864,0.445745930246304,YBR229C,ROT2,SGDID:S000000433,ORF,Verified ORF,"""Glucosidase II catalytic subunit; required to trim the final glucose in N-linked glycans; required for normal cell wall synthesis; mutations in rot2 suppress tor2 mutations ; and are synthetically lethal with rot1 mutations""",Verified ORF
751,2,679565,0.0105189622564743,0.060403891309544,0.861852289822254,YBR230C,OM14,SGDID:S000000434,ORF,Verified ORF,"""Mitochondrial outer membrane receptor for cytosolic ribosomes; integral protein of the outer membrane that interacts with the nascent chain-associated complex (NAC) bound to ribosomes ; contributing to co-translational mitochondrial import; interacts with porin (Por1p) and Om45p; abundance is decreased in cells grown in glucose relative to other carbon sources""",Verified ORF
752,2,680493,-0.0313100846508757,0.0603771914740533,0.604382256593246,YBR230W-A,COQ21,SGDID:S000029722,ORF,Verified ORF,"""Mitochondrial protein of unknown function; YBR230W-A has a paralog ; COQ8 ; that arose from the whole genome duplication""",Verified ORF
753,2,681991,0.0952927972286228,0.0974709066797374,0.328915122984831,LSR1_NFR/NDR,,,Promoter,Promoter,,Promoter
754,2,682076,0.01541697721252,0.0607362521673048,0.799770933668412,LSR1_NFR/NDR,,,Promoter,Promoter,,Promoter
755,2,682239,0.0130042158148176,0.0607941198087979,0.830744003434362,YBR231C,SWC5,SGDID:S000000435,ORF,Verified ORF,"""Component of the SWR1 complex; complex exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
756,2,684840,0.0012653357580249,0.0843864656420726,0.988045011810452,YBR233W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
757,2,687998,0.0257518848074082,0.0606721722319234,0.671501256228224,YBR235W,VHC1,SGDID:S000000439,ORF,Verified ORF,"""Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family""",Verified ORF
758,2,689964,0.049486392489971,0.060683182447515,0.415343053235807,YBR235W,VHC1,SGDID:S000000439,ORF,Verified ORF,"""Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family""",Verified ORF
759,2,690583,0.0495291458040488,0.0612183857581655,0.419027493669438,YBR236C,ABD1,SGDID:S000000440,ORF,Verified ORF,"""Methyltransferase; catalyzes the transfer of a methyl group from S-adenosylmethionine to the GpppN terminus of capped mRNA; nuclear protein that relocalizes to the cytosol in response to hypoxia""",Verified ORF
760,2,694474,0.0432367889286728,0.0606981864950991,0.476734561654316,YBR237W,PRP5,SGDID:S000000441,ORF,Verified ORF,"""RNA helicase in the DEAD-box family; necessary for prespliceosome formation ; bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA""",Verified ORF
761,2,695858,0.0525988245460178,0.0629408615167671,0.403896605038238,YBR238C,YBR238C,SGDID:S000000442,ORF,Verified ORF,"""Mitochondrial membrane protein; not required for respiratory growth but causes a synthetic respiratory defect in combination with rmd9 mutations; transcriptionally up-regulated by TOR; deletion increases life span; YBR238C has a paralog ; RMD9 ; that arose from the whole genome duplication""",Verified ORF
762,2,696541,0.0233303407804729,0.0607335382295449,0.701104031283713,YBR238C,YBR238C,SGDID:S000000442,ORF,Verified ORF,"""Mitochondrial membrane protein; not required for respiratory growth but causes a synthetic respiratory defect in combination with rmd9 mutations; transcriptionally up-regulated by TOR; deletion increases life span; YBR238C has a paralog ; RMD9 ; that arose from the whole genome duplication""",Verified ORF
763,2,697507,0.0175637642325326,0.0610300320074951,0.773677237634942,YBR238C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
764,2,698030,-0.0071839729040559,0.0613962300843976,0.906918672222163,SUT021,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
765,2,698075,0.0291053537058423,0.0763469270302342,0.70326567787107,SUT021,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
766,2,698080,-0.0135073930069916,0.0689461428445264,0.844791587671979,SUT021,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
767,2,699381,0.0280900227489043,0.0609614310671674,0.645237673579937,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
768,2,699384,0.0282325818854245,0.0609612445063546,0.64356126926522,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
769,2,699889,0.062286967733816,0.0611342574254979,0.308969393104709,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
770,2,699929,0.0558280891980001,0.060783877684154,0.359000672965759,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
771,2,701195,0.037971414020933,0.0607689108240469,0.532473618940662,YBR240C,THI2,SGDID:S000000444,ORF,Verified ORF,"""Transcriptional activator of thiamine biosynthetic genes; interacts with regulatory factor Thi3p to control expression of thiamine biosynthetic genes with respect to thiamine availability; acts together with Pdc2p to respond to thiaminediphosphate demand ; possibly as related to carbon source availability; zinc finger protein of the Zn(II)2Cys6 type""",Verified ORF
772,2,703873,0.0206561499595862,0.0604018140365061,0.73257022546188,YBR241C,VVS1,SGDID:S000000445,ORF,Verified ORF,"""Putative transporter ; member of the sugar porter family; localizes to the vacuolar membrane; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; YBR241C has a paralog ; VPS73 ; that arose from the whole genome duplication""",Verified ORF
773,2,704219,0.0317134958629298,0.0604509041682071,0.600179628333946,YBR241C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
774,2,704358,0.0592441468576839,0.0746278371854858,0.427809540299102,ARS222,ARS222,SGDID:S000118352,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
775,2,704438,-0.0549134758590841,0.0947982008276447,0.562778448881314,ARS222,ARS222,SGDID:S000118352,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
776,2,705106,0.0342438942462384,0.0601835224778456,0.569723952786105,YBR242W,YBR242W,SGDID:S000000446,ORF,Verified ORF,"""5'-deoxynucleotidase involved in deoxyribonucleoside monophosphate degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential gene; YBR242W has a paralog ; YGL101W ; that arose from the whole genome duplication""",Verified ORF
777,2,705558,0.0312125038203591,0.0601459752365061,0.604123685451359,YBR243C,ALG7,SGDID:S000000447,ORF,Verified ORF,"""UDP-N-acetyl-glucosamine-1-P transferase; transfers Glc-Nac-P from UDP-GlcNac to Dol-P in the ER in the first step of the dolichol pathway of protein asparagine-linked glycosylation; inhibited by tunicamycin; human homolog DPAGT1 can complement yeast ALG7 mutant""",Verified ORF
778,2,707207,2.88754516833967e-05,0.0605568326884199,0.999619812262015,YBR244W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
779,2,707848,0.0139834651467163,0.0611751876027972,0.819327212947084,YBR244W,GPX2,SGDID:S000000448,ORF,Verified ORF,"""Phospholipid hydroperoxide glutathione peroxidase; protects cells from phospholipid hydroperoxides and nonphospholipid peroxides during oxidative stress; induced by glucose starvation; protein abundance increases in response to DNA replication stress""",Verified ORF
780,2,712159,-0.0031868054664403,0.0604727683166263,0.958002189800974,YBR246W,RRT2,SGDID:S000000450,ORF,Verified ORF,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
781,2,712303,0.0002628629359371,0.0605138995844149,0.996536578630465,YBR246W,RRT2,SGDID:S000000450,ORF,Verified ORF,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
782,2,712456,0.0072956507637127,0.0603394183322884,0.903830960412463,YBR246W,RRT2,SGDID:S000000450,ORF,Verified ORF,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
783,2,712761,-0.0061123139122677,0.0613472447558344,0.920690907751975,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
784,2,712783,0.0853583189749543,0.13175693747622,0.517505130840355,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
785,2,712877,-0.0100203074447365,0.0634955555373468,0.874695834514369,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
786,2,712962,0.0095521539490313,0.0611353420449282,0.875928418882661,YBR246W,RRT2,SGDID:S000000450,Close to 3'-UTR,Close to 3'-UTR,"""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins""",Verified ORF
787,2,714609,-0.0200299835643289,0.0668826824785944,0.764750562866731,YBR247C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
788,2,714775,-0.0246687903593793,0.0606081612361472,0.684239300069163,CUT037,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
789,2,717833,0.0404782921689515,0.0603036441938828,0.502505859555713,YBR249C,ARO4,SGDID:S000000453,ORF,Verified ORF,"""3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
790,2,718117,0.108167275431684,0.119970480957298,0.36787576764489,YBR250W_NFR/NDR,,,Promoter,Promoter,,Promoter
791,2,718552,-0.0301390846212296,0.0605223957301956,0.618806576255391,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
792,2,718598,-0.0241677744499275,0.0604753836212752,0.68967078292033,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
793,2,718839,-0.0205255462323984,0.061274489861091,0.737841381570791,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
794,2,718965,-0.021702536037494,0.0607382064172256,0.721071202070406,XUT_2F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
795,2,719785,-0.0636789321871361,0.0603390211075355,0.291985929245744,YBR250W,SPO23,SGDID:S000000454,ORF,Verified ORF,"""Protein of unknown function; associates with meiosis-specific protein Spo1p""",Verified ORF
796,2,720641,-0.013412045453482,0.0644802944528397,0.8353471748745,YBR250W,SPO23,SGDID:S000000454,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; associates with meiosis-specific protein Spo1p""",Verified ORF
797,2,722169,-0.0676211578708731,0.0607048087587419,0.266065336162826,YBR251W,MRPS5,SGDID:S000000455,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
798,2,723281,-0.0462257239040955,0.0604112570541159,0.444673286708662,YBR253W,SRB6,SGDID:S000000457,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
799,2,723663,-0.0478008123627962,0.119435095640137,0.689233501072718,YBR252W,DUT1,SGDID:S000000456,Close to 3'-UTR,Close to 3'-UTR,"""Deoxyuridine triphosphate diphosphatase (dUTPase); catalyzes hydrolysis of dUTP to dUMP and PPi ; thereby preventing incorporation of uracil into DNA during replication; critical for the maintenance of genetic stability; also has diphosphatase activity on deoxyinosine triphosphate; human homolog DUT allows growth of yeast haploid dut1 null mutant after sporulation of heterozygous diploid""",Verified ORF
800,2,725477,-0.0228769768271135,0.0603520752214268,0.704872203167508,YBR255W,MTC4,SGDID:S000000459,ORF,Verified ORF,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
801,2,725577,-0.046910223404544,0.0607734997023896,0.44069828170094,YBR255W,MTC4,SGDID:S000000459,ORF,Verified ORF,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
802,2,734490,-0.0289999729732301,0.0605513309879404,0.632283500555036,YBR260C,RGD1,SGDID:S000000464,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; involved in repolarization of actin cytoskeleton during adaptation to heat shock stress; phosphorylated by Pkc1p""",Verified ORF
803,2,734586,-0.0139500576766133,0.0602888013012329,0.817148061684785,YBR260C,RGD1,SGDID:S000000464,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; involved in repolarization of actin cytoskeleton during adaptation to heat shock stress; phosphorylated by Pkc1p""",Verified ORF
804,2,735866,0.010114697683883,0.0600861823710061,0.866414967080032,CUT038,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
805,2,737571,0.0296487116254639,0.0604947847049185,0.624365057362933,YBR263W,SHM1,SGDID:S000000467,ORF,Verified ORF,"""Mitochondrial serine hydroxymethyltransferase; converts serine to glycine plus 5,10 methylenetetrahydrofolate; involved in generating precursors for purine ; pyrimidine ; amino acid ; and lipid biosynthesis; reverse reaction generates serine""",Verified ORF
806,2,738469,-0.0178737656299078,0.0626635767828946,0.775632362126439,YBR265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
807,2,738941,-0.0355340779717039,0.0600273406781152,0.554253040013895,YBR265W,TSC10,SGDID:S000000469,ORF,Verified ORF,"""3-ketosphinganine reductase; catalyzes the second step in phytosphingosine synthesis; essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine; localized to lipid droplets; member of short chain dehydrogenase/reductase protein family; mutations in human homolog KDSR cause recessive progressive symmetric erythrokeratoderma""",Verified ORF
808,2,741443,-0.0393213952012307,0.0600354331009534,0.512913761264235,YBR268W,MRPL37,SGDID:S000000472,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
809,2,741554,-0.0296747461765061,0.0601529729105398,0.622092300515153,YBR268W,MRPL37,SGDID:S000000472,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
810,2,742609,-0.0417310173617754,0.0598976903274701,0.486445983551181,YBR269C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
811,2,742620,-0.0395432093328881,0.0598115900906767,0.508960499379535,YBR269C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
812,2,742623,-0.0395432093328881,0.0598115900906767,0.508960499379535,YBR269C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
813,2,742956,-0.0319025126995243,0.0603216061673125,0.597225428022575,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
814,2,744118,-0.0528486561877035,0.0599084088869415,0.378291904595296,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
815,2,744147,-0.0548446781355633,0.0598066633577815,0.359751483450762,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
816,2,744252,-0.0576579934048631,0.0599457837528886,0.336790535307765,YBR270C,BIT2,SGDID:S000000474,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
817,2,744413,-0.0683122076831355,0.0599617678887608,0.255366081469501,YBR270C,BIT2,SGDID:S000000474,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
818,2,744417,-0.0683122076831355,0.0599617678887608,0.255366081469501,YBR270C,BIT2,SGDID:S000000474,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
819,2,744466,-0.0634072005078762,0.060247669513235,0.293316517262378,YBR270C,BIT2,SGDID:S000000474,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p ; homologous PH domain-containing TORC2 substrates; BIT2 has a paralog ; BIT61 ; that arose from the whole genome duplication""",Verified ORF
820,2,746573,-0.0689656729843584,0.0598396452158218,0.249892233549917,YBR272C,HSM3,SGDID:S000000476,ORF,Verified ORF,"""Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation; ortholog of human 19S subunit S5b""",Verified ORF
821,2,747212,-0.033754458187047,0.0602429848232547,0.575626687538433,YBR272C,HSM3,SGDID:S000000476,ORF,Verified ORF,"""Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation; ortholog of human 19S subunit S5b""",Verified ORF
822,2,747926,0.0086200957177595,0.128727749904451,0.946648454576593,YBR272C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
823,2,749760,-0.0421463011585299,0.11989368811433,0.725400046191523,YBR274W,CHK1,SGDID:S000000478,ORF,Verified ORF,"""Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase""",Verified ORF
824,2,750067,-0.0327368570895281,0.0599035798965236,0.58507269082486,YBR274W,CHK1,SGDID:S000000478,ORF,Verified ORF,"""Serine/threonine kinase and DNA damage checkpoint effector; mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase""",Verified ORF
825,2,751443,-0.0171878167519653,0.0603830817563969,0.776082099151236,YBR275C,RIF1,SGDID:S000000479,ORF,Verified ORF,"""Protein that binds to the Rap1p C-terminus; involved in control of DNA replication; binds to replication origins to protect DNA at replication forks; contributes to resection of DNA double strand breaks (DSBs); acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation""",Verified ORF
826,2,757162,0.0872911654196975,0.0754329307177884,0.2479721340966,YBR275C,RIF1,SGDID:S000000479,Close to 3'-UTR,Close to 3'-UTR,"""Protein that binds to the Rap1p C-terminus; involved in control of DNA replication; binds to replication origins to protect DNA at replication forks; contributes to resection of DNA double strand breaks (DSBs); acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation""",Verified ORF
827,2,758111,-0.0072214472275103,0.0602266972623499,0.904627074990401,YBR276C,PPS1,SGDID:S000000480,ORF,Verified ORF,"""Protein phosphatase; has specificity for serine ; threonine ; and tyrosine residues; has a role in the DNA synthesis phase of the cell cycle""",Verified ORF
828,2,760471,-0.0131326841297946,0.0599234186060357,0.826653795154678,YBR277C,YBR277C,SGDID:S000000481,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene YBR278W""",Dubious ORF
829,2,762267,0.0101860755966572,0.0598207103307107,0.864890050545595,YBR279W,PAF1,SGDID:S000000483,ORF,Verified ORF,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cell cycle-regulated genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; homolog of human PD2/hPAF1""",Verified ORF
830,2,764689,-0.0017139483957818,0.0599843036774114,0.977221068502936,YBR280C,SAF1,SGDID:S000000484,ORF,Verified ORF,"""F-Box protein involved in proteasome-dependent degradation of Aah1p; involved in proteasome-dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1""",Verified ORF
831,2,767731,-0.0002384362425883,0.0602509978418091,0.996844709305519,YBR281C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
832,2,769972,0.0367227014866234,0.0597912287628228,0.539490632767899,YBR283C,SSH1,SGDID:S000000487,ORF,Verified ORF,"""Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential""",Verified ORF
833,2,772699,0.0103234690500523,0.0611701978873998,0.866077112566061,YBR284W,YBR284W,SGDID:S000000488,ORF,Uncharacterized ORF,"""Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; null mutant exhibits longer telomeres ; altered Ty mobility ; decreased resistance to rapamycin and wortmannin; induced in response to hydrostatic pressure; not an essential gene; YBR284W has a paralog ; YJL070C ; that arose from the whole genome duplication""",Uncharacterized ORF
834,2,773629,0.0220788146767919,0.0599065064716077,0.712680718179274,YBR284W,YBR284W,SGDID:S000000488,ORF,Uncharacterized ORF,"""Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; null mutant exhibits longer telomeres ; altered Ty mobility ; decreased resistance to rapamycin and wortmannin; induced in response to hydrostatic pressure; not an essential gene; YBR284W has a paralog ; YJL070C ; that arose from the whole genome duplication""",Uncharacterized ORF
835,2,773703,0.0195375100845139,0.128012526950634,0.878783682607664,YBR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
836,2,774509,0.0828132064781061,0.0689327190176458,0.230415898543091,YBR286W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
837,2,774669,0.0345487904437119,0.0656906170234303,0.599265771603766,YBR286W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
838,2,774837,0.0365070219248766,0.0599528938246116,0.542963539243117,YBR286W,APE3,SGDID:S000000490,ORF,Verified ORF,"""Vacuolar aminopeptidase Y; processed to mature form by Prb1p""",Verified ORF
839,2,777253,0.0195833188471019,0.0600085751777007,0.744359000270528,YBR287W,YBR287W,SGDID:S000000491,ORF,Uncharacterized ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene""",Uncharacterized ORF
840,2,778895,0.0219117886992634,0.0599275107090547,0.714854049808683,YBR288C,APM3,SGDID:S000000492,ORF,Verified ORF,"""Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway""",Verified ORF
841,2,779029,0.0144214018915985,0.0609450294640852,0.813081355731795,YBR288C,APM3,SGDID:S000000492,ORF,Verified ORF,"""Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway""",Verified ORF
842,2,780187,-0.0068176811167397,0.0601362263298727,0.909801180716178,YBR289W,SNF5,SGDID:S000000493,ORF,Verified ORF,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions""",Verified ORF
843,2,780404,-0.04875076151452,0.076096114181384,0.522167588819775,YBR289W,SNF5,SGDID:S000000493,ORF,Verified ORF,"""Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions""",Verified ORF
