SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2396,4,1137173,0.0198595207462857,0.0881130205996091,0.821808725715823,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2397,4,1138274,0.0205106750263114,0.0879304635265875,0.8156945849198,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2398,4,1138987,-0.0018497561666951,0.0884126425189272,0.983319816337877,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2399,4,1140165,-0.0109525039354511,0.0881496482163941,0.901188861881939,YDR334W,SWR1,SGDID:S000002742,ORF,Verified ORF,"""Swi2/Snf2-related ATPase; catalytic subunit of SWR1 complex ; which exchanges histone variant H2A.Z (Htz1p) for chromatin-bound histone H2A; N-terminus can deliver H2A.Z-H2B dimer to DNA-(H3-H4)2 tetrasome; relocalizes to cytosol in response to hypoxia; chronological aging factor ; mediates lifespan extension by dietary restriction""",Verified ORF
2400,4,1140684,-0.0329513305561789,0.0880263933919569,0.70838010342444,YDR335W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2401,4,1141284,0.002582226560558,0.0885422494191098,0.976750450248172,YDR335W,MSN5,SGDID:S000002743,ORF,Verified ORF,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2402,4,1144564,0.0172271739287788,0.0881713436275361,0.845205604966275,YDR335W,MSN5,SGDID:S000002743,ORF,Verified ORF,"""Karyopherin; involved in nuclear import and export of proteins ; including import of replication protein A and export of Far1p and transcription factors Swi5p ; Swi6p ; Msn2p ; and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog""",Verified ORF
2403,4,1149030,-0.0629948599998864,0.0876444714895897,0.472767674332384,YDR338C,YDR338C,SGDID:S000002746,ORF,Uncharacterized ORF,"""Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily""",Uncharacterized ORF
2404,4,1150593,-0.0779776901276918,0.0884813072679051,0.378760535980267,YDR339C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2405,4,1154148,-0.0150347114499443,0.190165144668059,0.937028630705775,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2406,4,1154160,-0.128164852727393,0.178811172225509,0.473995609476056,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2407,4,1154205,-0.0406594707123755,0.175164094824585,0.81657763133044,YDR341C,YDR341C,SGDID:S000002749,Close to 3'-UTR,Close to 3'-UTR,"""Arginyl-tRNA synthetase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog ; MSR1 ; that arose from the whole genome duplication""",Verified ORF
2408,4,1154252,-0.0731565049460361,0.175134183595266,0.676408090056285,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2409,4,1154263,-0.0671524067638831,0.175140996763298,0.701639836677006,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2410,4,1154297,-0.0482556979574547,0.175147634858965,0.783082258407235,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2411,4,1154405,0.295032119367569,0.247771763025384,0.234555171806524,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2412,4,1154411,0.248318369185265,0.252013171508739,0.325132528192025,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2413,4,1154412,0.251068951272861,0.249924102034372,0.315786865101141,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2414,4,1155661,0.199492846212933,0.228076185196098,0.382344736326885,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2415,4,1155740,0.0828750602236941,0.183213199508089,0.651300332346957,YDR342C,HXT7,SGDID:S000002750,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2416,4,1156446,-0.0770831952603411,0.0903333192149914,0.394060714529996,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2417,4,1156518,-0.0965445267480053,0.089404508405438,0.28094090958583,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2418,4,1156658,-0.0506259283528664,0.0897973074792648,0.573261826081516,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2419,4,1156839,-0.0542844292966271,0.0893324699518242,0.543798808314626,YDR342C,HXT7,SGDID:S000002750,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",Verified ORF
2420,4,1157089,-0.0150170573570608,0.0947554702478015,0.874167454380672,D:1155929-1159261,,,Intergenic region,Intergenic region,between YDR342C and ARS432,Intergenic region
2421,4,1157271,-0.0618438414115851,0.0886500371448397,0.485875489156708,D:1155929-1159261,,,Intergenic region,Intergenic region,between YDR342C and ARS432,Intergenic region
2422,4,1158603,-0.0449942243611459,0.088045529687728,0.609646990203214,D:1155929-1159261,,,Intergenic region,Intergenic region,between YDR342C and ARS432,Intergenic region
2423,4,1161114,0.356837456462515,0.25164379965847,0.157065317724166,YDR343C,HXT6,SGDID:S000002751,ORF,Verified ORF,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt7p ; expressed at high basal levels relative to other HXTs ; repression of expression by high glucose requires SNF3; HXT6 has a paralog ; HXT1 ; that arose from the whole genome duplication""",Verified ORF
2424,4,1161556,-0.0364213692132652,0.0882137825035594,0.679947999644466,YDR343C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2425,4,1162000,-0.031148605527508,0.0885716103002203,0.725290277841743,YDR343C,HXT6,SGDID:S000002751,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt7p ; expressed at high basal levels relative to other HXTs ; repression of expression by high glucose requires SNF3; HXT6 has a paralog ; HXT1 ; that arose from the whole genome duplication""",Verified ORF
2426,4,1162010,-0.0350352048594939,0.088314644388342,0.691821860370028,YDR344C,YDR344C,SGDID:S000002752,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
2427,4,1162013,-0.0279338150094648,0.0882000712597856,0.751651125825876,YDR344C,YDR344C,SGDID:S000002752,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
2428,4,1166231,-0.0307969148966989,0.0881903487113179,0.727140188068438,ACS_4_1166174_-_NFR/NDR,,,Promoter,Promoter,,Promoter
2429,4,1171385,-0.141730843127781,0.0876766891281278,0.10687589883737,YDR348C,PAL1,SGDID:S000002756,ORF,Verified ORF,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2430,4,1171794,-0.129870006946408,0.0880719539793307,0.141214126492886,YDR348C,PAL1,SGDID:S000002756,ORF,Verified ORF,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2431,4,1171863,-0.118190477918135,0.0880655531846655,0.180434601795888,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2432,4,1172380,-0.124176297660113,0.0878437913302226,0.158359568691157,YDR348C,PAL1,SGDID:S000002756,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog ; YHR097C ; that arose from the whole genome duplication""",Verified ORF
2433,4,1172576,-0.115191926064383,0.0873931871563706,0.188328805126994,YDR349C,YPS7,SGDID:S000002757,ORF,Verified ORF,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2434,4,1172914,-0.115168034132844,0.0879923308012377,0.191439388360125,YDR349C,YPS7,SGDID:S000002757,ORF,Verified ORF,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2435,4,1173839,-0.109628709784523,0.0875308827460758,0.211232326039378,YDR349C,YPS7,SGDID:S000002757,ORF,Verified ORF,"""Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum""",Verified ORF
2436,4,1174544,-0.122675086020283,0.0901744810639695,0.174565384889873,SUT071,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
2437,4,1175150,-0.151821246538199,0.0873424841026871,0.0830424299403679,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2438,4,1175327,-0.135463402927292,0.0881799978885277,0.12538155301044,YDRCsigma6,YDRCsigma6,SGDID:S000006858,Other features,LTR,"""Ty3 LTR""",reverse complement
2439,4,1175949,-0.158665330950625,0.0879495689176249,0.0720759487631571,tM(CAU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
2440,4,1176138,-0.133399675513094,0.094228225811389,0.157742621432598,YDR350C,ATP22,SGDID:S000002758,ORF,Verified ORF,"""Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane""",Verified ORF
2441,4,1176852,-0.12834829482233,0.0877742431026351,0.144561129749752,YDR350C,ATP22,SGDID:S000002758,ORF,Verified ORF,"""Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane""",Verified ORF
2442,4,1178330,0.144215212018453,0.139548283868561,0.302104063467661,YDR351W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2443,4,1181165,-0.140964331510357,0.0885968053354062,0.112487368533198,YDR351W,SBE2,SGDID:S000002759,ORF,Verified ORF,"""Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog ; SBE22 ; that arose from the whole genome duplication""",Verified ORF
2444,4,1184872,-0.0994450366893878,0.0881064706618467,0.259794415261443,YDR354W,TRP4,SGDID:S000002762,ORF,Verified ORF,"""Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis""",Verified ORF
2445,4,1187132,-0.0845951420613606,0.0931311331482619,0.364316006233787,YDR356W,SPC110,SGDID:S000002764,ORF,Verified ORF,"""Inner plaque spindle pole body (SPB) component; gamma-tubulin small complex (gamma-TuSC) receptor that interacts with Spc98p to recruit the complex to the nuclear side of the SPB ; connecting nuclear microtubules to the SPB; promotes gamma-TuSC assembly and oligomerization to initiate microtubule nucleation; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner; ortholog of human pericentrin (kendrin)""",Verified ORF
2446,4,1189750,-0.0720505966136786,0.0889863296268093,0.418668622293578,YDR358W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2447,4,1190935,-0.0671816952225209,0.0887945351915579,0.449795881847784,YDR358W,GGA1,SGDID:S000002766,ORF,Verified ORF,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2448,4,1191476,-0.0526118065805046,0.0885670571383985,0.552870135840037,YDR358W,GGA1,SGDID:S000002766,ORF,Verified ORF,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2449,4,1191692,-0.0423998710727641,0.0885797250573932,0.632474457240262,YDR358W,GGA1,SGDID:S000002766,ORF,Verified ORF,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2450,4,1191935,-0.0167170302930572,0.0897984784187557,0.852424951971714,YDR358W,GGA1,SGDID:S000002766,Close to 3'-UTR,Close to 3'-UTR,"""Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog ; GGA2 ; that arose from the whole genome duplication""",Verified ORF
2451,4,1197080,-0.092730977736032,0.0880154024376473,0.292797372429186,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2452,4,1197131,-0.070986202137842,0.0888869180170108,0.425052113407026,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2453,4,1197837,-0.0751630368764509,0.088062856744425,0.393952136897302,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2454,4,1198548,-0.0907959144919096,0.0886287898252762,0.306323486356566,YDR362C,TFC6,SGDID:S000002770,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",Verified ORF
2455,4,1213560,-0.0419455000668061,0.0888384548074327,0.637108062651399,YDR366C,MOR1,SGDID:S000002774,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
2456,4,1213754,-0.059940641459401,0.0913774252042626,0.512272212482127,YDR368W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2457,4,1215342,-0.0563966030056204,0.0881783828065127,0.522864414673229,YDR369C,XRS2,SGDID:S000002777,ORF,Verified ORF,"""FHA domain-containing component of the Mre11 complex; MRE11-RAD50-XRS2 complex is involved in double strand breaks ; meiotic recombination ; telomere maintenance ; and checkpoint signaling;  FHA domain is required for activation of Tel1p""",Verified ORF
2458,4,1218917,0.0001539546691611,0.0884763923222691,0.998612612660041,YDR370C,DXO1,SGDID:S000002778,ORF,Verified ORF,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
2459,4,1218963,-0.0147837645339208,0.0882568803888914,0.867065996979768,YDR370C,DXO1,SGDID:S000002778,ORF,Verified ORF,"""mRNA 5'-end-capping quality-control protein; has distributive ; 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p""",Verified ORF
2460,4,1219676,-0.0136774164506463,0.088007360174031,0.876585204609739,YDR371W,CTS2,SGDID:S000002779,ORF,Uncharacterized ORF,"""Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect""",Uncharacterized ORF
2461,4,1220697,0.0103834935809481,0.0888748365240266,0.907059013980358,YDR371W,CTS2,SGDID:S000002779,ORF,Uncharacterized ORF,"""Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect""",Uncharacterized ORF
2462,4,1222379,0.038052962412439,0.0880687892071112,0.665945429450318,YDR372C,VPS74,SGDID:S000002780,Close to 3'-UTR,Close to 3'-UTR,"""Golgi PI4K effector ; PtdIns4P sensor ; and retention receptor; interacts with glycosyltransferases ; and in the PtdIns4P-bound state mediates retention of these enzymes in the Golgi; PtdIns4P sensor that limits PI4K signaling and regulates lipid homeostasis ; interacting with the catalytic domain of Sac1p ; the major PtdIns4P phosphatase ; directing dephosphosphorylation of the Golgi pool of PtdIns4P; tetramerization required for function; contributes to telomere function; ortholog of human GOLPH3""",Verified ORF
2463,4,1222542,0.0416362716185985,0.0883262819225815,0.637652281263277,YDR373W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2464,4,1224469,-0.006883446425257,0.0885778345820515,0.938102203020999,YDR374C,PHO92,SGDID:S000002782,Close to 3'-UTR,Close to 3'-UTR,"""Posttranscriptional regulator of phosphate and glucose metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant""",Verified ORF
2465,4,1225163,0.0245832396573326,0.0878198703625669,0.779696712879957,YDR374C,PHO92,SGDID:S000002782,Close to 3'-UTR,Close to 3'-UTR,"""Posttranscriptional regulator of phosphate and glucose metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant""",Verified ORF
2466,4,1225198,0.0213326944571311,0.0875758726400548,0.807689098144195,YDR375C,BCS1,SGDID:S000002783,ORF,Verified ORF,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2467,4,1225542,0.0156443437082117,0.0880713606228598,0.859113415051946,YDR375C,BCS1,SGDID:S000002783,ORF,Verified ORF,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2468,4,1226443,0.052069891669214,0.0876647849044516,0.552915365651577,YDR375C,BCS1,SGDID:S000002783,ORF,Verified ORF,"""Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L ; linked to neonatal diseases""",Verified ORF
2469,4,1227990,0.0567405984278219,0.0880235054294086,0.519600337167837,YDR376W,ARH1,SGDID:S000002784,ORF,Verified ORF,"""Oxidoreductase of the mitochondrial inner membrane; involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability""",Verified ORF
2470,4,1234689,0.128963117339008,0.0879550059805005,0.143473234675705,YDR380W,ARO10,SGDID:S000002788,ORF,Verified ORF,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2471,4,1235338,0.105110301262206,0.0877946733643494,0.232020787618368,YDR380W,ARO10,SGDID:S000002788,ORF,Verified ORF,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2472,4,1235719,0.0980191138792543,0.0878081433491823,0.265058453830063,YDR380W,ARO10,SGDID:S000002788,ORF,Verified ORF,"""Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde ; which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism""",Verified ORF
2473,4,1237546,0.0246896441521999,0.0913603809437113,0.787130054612074,YDR381W,YRA1,SGDID:S000002789,Close to 3'-UTR,Close to 3'-UTR,"""Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p ; another REF family member""",Verified ORF
2474,4,1240855,0.103415367884279,0.0911304956331077,0.257226883909289,CUT088,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2475,4,1242195,0.140184381571462,0.0881420338129136,0.112631394369599,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2476,4,1242241,0.145635682686552,0.0884946662327678,0.100715559991212,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2477,4,1242383,0.129160452421233,0.0876827759792625,0.141630672986065,YDR384C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2478,4,1246177,0.126694779807703,0.0887575287714133,0.154341214070581,YDR386W,MUS81,SGDID:S000002794,ORF,Verified ORF,"""Subunit of structure-specific Mms4p-Mus81p endonuclease; cleaves branched DNA; involved in DNA repair ; replication fork stability ; and joint molecule formation/resolution during meiotic recombination; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); helix-hairpin-helix protein; phosphorylation of non-catalytic subunit Mms4p by Cdc28p and Cdcp during mitotic cell cycle activates function of Mms4p-Mus81p""",Verified ORF
2479,4,1248530,0.122039537405411,0.0879618656860964,0.16619076411805,YDR387C,CIN10,SGDID:S000002795,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
2480,4,1248695,0.103205206712409,0.0894460556470815,0.249352005877389,YDR387C,CIN10,SGDID:S000002795,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; non-essential gene; overexpression results in elevated colony sectoring ; an indicator of chromosomal instability""",Uncharacterized ORF
