SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3990,7,142737,-0.0171965956363931,0.0546426409752062,0.75316764392569,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3991,7,142798,-0.0190688498791856,0.0546451827607704,0.727329219208307,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3992,7,142863,-0.0238809568029117,0.054653599369396,0.662413893669604,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3993,7,142935,-0.0167080579872562,0.0546533960651246,0.760006101360414,YNCG0006C,RME2,SGDID:S000144908,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Antisense transcript initiated from the 3' end of the IME4 locus; expressed in haploids and interferes with IME4 expression through a cis-acting mechanism; RME2 expression is repressed by the MAT a1/alpha2 repressor complex""",ncRNA_gene
3994,7,144443,-0.0182926329370581,0.0547624680716639,0.738550786801579,YGL191W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3995,7,149219,0.0317309930144712,0.0546216226719125,0.561662604077469,YGL189C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3996,7,149745,0.0242602674414692,0.0547087591797291,0.657716323709714,YGL187C,COX4,SGDID:S000003155,ORF,Verified ORF,"""Subunit IV of cytochrome c oxidase; the terminal member of the mitochondrial inner membrane electron transport chain; precursor N-terminal 25 residues are cleaved during mitochondrial import; phosphorylated; spermidine enhances translation""",Verified ORF
3997,7,153512,0.0280116967907226,0.0547036819808156,0.608927567984952,CUT129,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3998,7,154206,0.0144932931141155,0.054718557941508,0.791264361541452,CUT129,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3999,7,154349,0.0210846978665487,0.0548690697363591,0.701007551482821,YGL185C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4000,7,154579,0.0555727297288584,0.113557236202478,0.624876085101877,YGL185C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4001,7,158616,0.0244462689138174,0.0547933786104345,0.6557597617835,YGL181W,GTS1,SGDID:S000003149,ORF,Verified ORF,"""Protein involved in Arf3p regulation and in transcription regulation; localizes to the nucleus and to endocytic patches; contains an N-terminal Zn-finger and ArfGAP homology domain ; a C-terminal glutamine-rich region ; and a UBA (ubiquitin associated) domain; gts1 mutations affect budding ; cell size ; heat tolerance ; sporulation ; life span ; ultradian rhythms ; endocytosis; expression oscillates in a pattern similar to metabolic oscillations""",Verified ORF
4002,7,159017,0.0292738742010138,0.0567721545173707,0.606430124448668,YGL181W,GTS1,SGDID:S000003149,ORF,Verified ORF,"""Protein involved in Arf3p regulation and in transcription regulation; localizes to the nucleus and to endocytic patches; contains an N-terminal Zn-finger and ArfGAP homology domain ; a C-terminal glutamine-rich region ; and a UBA (ubiquitin associated) domain; gts1 mutations affect budding ; cell size ; heat tolerance ; sporulation ; life span ; ultradian rhythms ; endocytosis; expression oscillates in a pattern similar to metabolic oscillations""",Verified ORF
4003,7,159442,0.0269468768076573,0.0548600580217578,0.62359518661458,YGL180W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4004,7,163135,0.340117561242585,0.110591323644836,0.0022658122269064,ACS_7_163241_+_NFR/NDR,,,Promoter,Promoter,,Promoter
4005,7,163315,0.0283851652540306,0.0648209624290197,0.661725863116615,ARS707,ARS707,SGDID:S000118453,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
4006,7,164509,-0.0156521135093568,0.0546620296566535,0.774783067777588,YGL179C,TOS3,SGDID:S000003147,ORF,Verified ORF,"""Protein kinase; related to and functionally redundant with Elm1p and Sak1p for the phosphorylation and activation of Snf1p; functionally orthologous to LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; TOS3 has a paralog ; SAK1 ; that arose from the whole genome duplication""",Verified ORF
4007,7,166144,0.0372985400813105,0.0556886631841565,0.503442924494117,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4008,7,166200,0.223571362699064,0.176543991168443,0.206212923065159,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4009,7,166202,0.0913036560953091,0.0896729827852328,0.309287523058259,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4010,7,166259,0.0197210869293584,0.0574120182909487,0.731426066796955,G:165092-167351,,,Intergenic region,Intergenic region,between YGL179C and YGL178W,Intergenic region
4011,7,166833,0.0563199072697245,0.0547198410687259,0.304071111732623,CUT130,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4012,7,169205,0.0501441699052665,0.0555467799091517,0.367280721799608,YGL178W,MPT5,SGDID:S000003146,Close to 3'-UTR,Close to 3'-UTR,"""mRNA-binding protein of the PUF family; binds to specific mRNAs ; often in the 3' UTR; has broad specificity and binds to more than 1000 mRNAs (16% of the transcriptome); recruits the CCR4-NOT deadenylase complex to mRNAs along with Dhh1p and Dcp1p to promote deadenylation ; decapping ; and decay; also interacts with the Caf20p translational initiation repressor ; affecting its mRNA target specificity""",Verified ORF
4013,7,170660,-0.120167946105761,0.0926606866079644,0.195526364187895,YGL178W,MPT5,SGDID:S000003146,Close to 3'-UTR,Close to 3'-UTR,"""mRNA-binding protein of the PUF family; binds to specific mRNAs ; often in the 3' UTR; has broad specificity and binds to more than 1000 mRNAs (16% of the transcriptome); recruits the CCR4-NOT deadenylase complex to mRNAs along with Dhh1p and Dcp1p to promote deadenylation ; decapping ; and decay; also interacts with the Caf20p translational initiation repressor ; affecting its mRNA target specificity""",Verified ORF
4014,7,170661,-0.125612147631666,0.0964803408659935,0.193783927724922,YGL178W,MPT5,SGDID:S000003146,Close to 3'-UTR,Close to 3'-UTR,"""mRNA-binding protein of the PUF family; binds to specific mRNAs ; often in the 3' UTR; has broad specificity and binds to more than 1000 mRNAs (16% of the transcriptome); recruits the CCR4-NOT deadenylase complex to mRNAs along with Dhh1p and Dcp1p to promote deadenylation ; decapping ; and decay; also interacts with the Caf20p translational initiation repressor ; affecting its mRNA target specificity""",Verified ORF
4015,7,171892,0.0455305483840916,0.0547786892503286,0.406437949274893,YGL176C,YGL176C,SGDID:S000003144,ORF,Uncharacterized ORF,"""Putative protein of unknown function; deletion mutant is viable and has no detectable phenotype""",Uncharacterized ORF
4016,7,173129,0.117575423312218,0.0970995233358559,0.226753230293808,YGL176C_NFR/NDR,,,Promoter,Promoter,,Promoter
4017,7,174147,0.0714491378566221,0.0546176914816413,0.191667376517201,YGL175C,SAE2,SGDID:S000003143,ORF,Verified ORF,"""Endonuclease required for telomere elongation; required for telomeric 5' C-rich strand resection; involved in ds-break repair and processing hairpin DNA structures with the MRX complex; function requires sumoylation and phosphorylation; exists as inactive oligomers that are transiently released into smaller active units by phosphorylation; DNA damage triggers Sae2p removal ; so active Sae2p is present only transiently; sequence and functional similarity with human CtIP/RBBP8""",Verified ORF
4018,7,175201,0.0642084633407998,0.0545536928906884,0.239997527472552,YGL174W,BUD13,SGDID:S000003142,ORF,Verified ORF,"""Subunit of the RES complex; RES complex is required for nuclear pre-mRNA retention and splicing; involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern due to a specific defect in MATa1 pre-mRNA splicing which leads to haploid gene expression in diploids""",Verified ORF
4019,7,175569,0.0641481793700311,0.0545435492269969,0.240351033864839,YGL173C,XRN1,SGDID:S000003141,ORF,Verified ORF,"""Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes ; filamentous growth ; ribosomal RNA maturation ; telomere maintenance ; and turnover of tRNA introns; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions""",Verified ORF
4020,7,176862,0.0671255248996954,0.0546124386834458,0.219843555590514,YGL173C,XRN1,SGDID:S000003141,ORF,Verified ORF,"""Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes ; filamentous growth ; ribosomal RNA maturation ; telomere maintenance ; and turnover of tRNA introns; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions""",Verified ORF
4021,7,178295,0.0747189055221591,0.0546600057710703,0.172502780835165,YGL173C,XRN1,SGDID:S000003141,ORF,Verified ORF,"""Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; enters the nucleus and positively regulates transcription initiation and elongation; involved in microtubule-mediated processes ; filamentous growth ; ribosomal RNA maturation ; telomere maintenance ; and turnover of tRNA introns; negative regulator of autophagy; activated by the scavenger decapping enzyme Dcs1p; expression regulated by Ash1p in rich conditions""",Verified ORF
4022,7,181053,0.0316798728469664,0.0547464612353222,0.563184108876473,YGL172W,NUP49,SGDID:S000003140,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)""",Verified ORF
4023,7,181165,0.0315846937959916,0.0546425243092307,0.563616416385622,YGL172W,NUP49,SGDID:S000003140,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)""",Verified ORF
4024,7,183625,0.051775011733206,0.0546472188192194,0.344062263106036,YGL171W,ROK1,SGDID:S000003139,ORF,Verified ORF,"""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0 ; A1 ; and A2 ; and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",Verified ORF
4025,7,191252,0.0832789731527975,0.0546066806545807,0.128137212736277,YGL166W,CUP2,SGDID:S000003134,ORF,Verified ORF,"""Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations; required for regulation of copper genes in response to DNA-damaging reagents; CUP2 has a paralog ; HAA1 ; that arose from the whole genome duplication""",Verified ORF
4026,7,191676,0.0851836197158198,0.0546837702512328,0.120188681403977,YGL166W,CUP2,SGDID:S000003134,ORF,Verified ORF,"""Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations; required for regulation of copper genes in response to DNA-damaging reagents; CUP2 has a paralog ; HAA1 ; that arose from the whole genome duplication""",Verified ORF
4027,7,192137,0.0720274490917316,0.0546155396254338,0.188087992453269,YGL164C,YRB30,SGDID:S000003132,ORF,Verified ORF,"""RanGTP-binding protein; inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes""",Verified ORF
4028,7,192700,0.0763540411507103,0.0545378498841745,0.162385803995153,YGL164C,YRB30,SGDID:S000003132,ORF,Verified ORF,"""RanGTP-binding protein; inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes""",Verified ORF
4029,7,196064,0.0787091238252373,0.0545664417423776,0.150063376819923,YGL163C,RAD54,SGDID:S000003131,ORF,Verified ORF,"""DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress""",Verified ORF
4030,7,197274,0.0409014026053136,0.0546979713188801,0.45509784521253,YGL163C,RAD54,SGDID:S000003131,Close to 3'-UTR,Close to 3'-UTR,"""DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress""",Verified ORF
4031,7,199802,0.0701493928671613,0.0547883470338209,0.201255483696978,YGL161C,YIP5,SGDID:S000003129,ORF,Verified ORF,"""Protein that interacts with Rab GTPases; localized to late Golgi vesicles; computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport""",Verified ORF
4032,7,201855,0.0802462274669945,0.0555107945648395,0.149177510648903,YGL160W,AIM14,SGDID:S000003128,ORF,Verified ORF,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4033,7,202039,0.0445320678135101,0.0551468056630495,0.419911588633318,YGL160W,AIM14,SGDID:S000003128,ORF,Verified ORF,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4034,7,202122,0.0646127175068848,0.0550279891149423,0.241114806293583,YGL160W,AIM14,SGDID:S000003128,ORF,Verified ORF,"""NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8) ; particularly Fre8p""",Verified ORF
4035,7,202957,0.0521269423370869,0.0554691579343735,0.347990238321965,YGL159W,YGL159W,SGDID:S000003127,ORF,Uncharacterized ORF,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4036,7,203677,0.0573220936220796,0.0550429073833466,0.298399202817999,YGL159W,YGL159W,SGDID:S000003127,ORF,Uncharacterized ORF,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4037,7,203971,0.143990178007458,0.124095005153411,0.246701820986327,ARS710,ARS710,SGDID:S000118454,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
4038,7,204417,0.053611431262186,0.0568507926867762,0.346315647394742,YGL159W,YGL159W,SGDID:S000003127,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; deletion mutant has no detectable phenotype""",Uncharacterized ORF
4039,7,205155,0.214660122904046,0.126596407448096,0.0908385238562062,YGLWtau2,YGLWtau2,SGDID:S000006951,Other features,LTR,"""Ty4 LTR""",long_terminal_repeat
4040,7,205675,0.0651297754836151,0.0547338994201765,0.234871671198234,tL(CAA)G1_NFR/NDR,,,Promoter,Promoter,,Promoter
4041,7,206341,0.0278789864638498,0.0820669122482095,0.734276633413314,YGL158W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4042,7,206511,0.0693795554022539,0.0556647094257672,0.213450235712652,YGL158W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4043,7,206991,0.067934228337752,0.0546529440680763,0.214688638471338,YGL158W,RCK1,SGDID:S000003126,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4044,7,207921,0.0522987153347579,0.0547016435008494,0.339690094078774,YGL158W,RCK1,SGDID:S000003126,ORF,Verified ORF,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4045,7,208767,0.0387130825209333,0.0713634876818909,0.587831946985229,YGL157W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4046,7,208986,0.0208745216507861,0.0550013256631537,0.704524317954313,YGL158W,RCK1,SGDID:S000003126,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase involved in oxidative stress response; promotes pseudohyphal growth via activation of Ubp3p phosphorylation; identified as suppressor of S. pombe cell cycle checkpoint mutations; RCK1 has a paralog ; RCK2 ; that arose from the whole genome duplication""",Verified ORF
4047,7,209438,0.0230446801924842,0.0549017202961423,0.674927657906081,YGL157W,ARI1,SGDID:S000003125,ORF,Verified ORF,"""NADPH-dependent aldehyde reductase; utilizes aromatic and alophatic aldehyde substrates; member of the short-chain dehydrogenase/reductase superfamily""",Verified ORF
4048,7,225148,-0.0118516183308934,0.0548347201714877,0.829008550638332,YGL150C,INO80,SGDID:S000003118,ORF,Verified ORF,"""ATPase and nucleosome spacing factor; subunit of complex containing actin and actin-related proteins that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; promotes nucleosome shifts in the 3 prime direction; has a role in modulating stress gene transcription""",Verified ORF
4049,7,226323,-0.0206051518003489,0.0547818045275053,0.707045232496128,CUT132,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4050,7,227872,-0.0249573006351638,0.0559736767363928,0.655960405444661,YGL147C,RPL9A,SGDID:S000003115,ORF,Verified ORF,"""Ribosomal 60S subunit protein L9A; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9A has a paralog ; RPL9B ; that arose from a single-locus duplication""",Verified ORF
4051,7,229363,-0.0394194030809846,0.0551977811550695,0.475607407600376,CUT133,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
4052,7,229656,-0.0347215714895777,0.0551508182650353,0.529379996794005,YGL146C,RRT6,SGDID:S000003114,ORF,Verified ORF,"""Integral membrane protein ; member of the p24 family; forms complex with Erp3p ; Erp5p ; and Emp24p; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription""",Verified ORF
4053,7,229803,-0.0194530207352501,0.0557098572886721,0.727158973359748,YGL146C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4054,7,230082,-0.0238522492525893,0.0580066135872477,0.681176298721634,YGL145W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4055,7,230481,-0.0189010401913028,0.0551398634526853,0.731965301842521,YGL145W,TIP20,SGDID:S000003113,ORF,Verified ORF,"""Peripheral membrane protein required for COPI vesicle fusion to the ER; mediates Sey1p-independent homotypic ER fusion; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p""",Verified ORF
4056,7,230937,-0.0329824738764166,0.0551644761361478,0.550294469482307,YGL145W,TIP20,SGDID:S000003113,ORF,Verified ORF,"""Peripheral membrane protein required for COPI vesicle fusion to the ER; mediates Sey1p-independent homotypic ER fusion; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p""",Verified ORF
4057,7,232131,-0.0391667281015199,0.056542971509668,0.488959807718557,YGL145W,TIP20,SGDID:S000003113,ORF,Verified ORF,"""Peripheral membrane protein required for COPI vesicle fusion to the ER; mediates Sey1p-independent homotypic ER fusion; prohibits back-fusion of COPII vesicles with the ER; forms a tethering complex with Sec39p and Dsl1p that interacts with ER SNAREs Sec20p and Use1p""",Verified ORF
4058,7,233940,-0.0219152063557616,0.0553215165301177,0.69223921164314,YGL144C,ROG1,SGDID:S000003112,ORF,Verified ORF,"""Lipase with specificity for monoacylglycerol; preferred substrate is 1-oleoylglycerol; null mutation affects lipid droplet morphology and overexpression causes increased accumulation of reactive oxygen species""",Verified ORF
4059,7,234570,-0.0263857627195929,0.055211791517307,0.6330165682332,YGL144C_NFR/NDR,,,Promoter,Promoter,,Promoter
4060,7,234702,-0.0245065295233552,0.0555860456276359,0.659572961930905,YGL144C_NFR/NDR,,,Promoter,Promoter,,Promoter
4061,7,235464,-0.0355083763452573,0.0552471153823015,0.52082361388801,YGL143C,MRF1,SGDID:S000003111,ORF,Verified ORF,"""Mitochondrial translation release factor; involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability""",Verified ORF
4062,7,235726,-0.0214105429573483,0.0551700045468159,0.698188510381766,YGL143C,MRF1,SGDID:S000003111,ORF,Verified ORF,"""Mitochondrial translation release factor; involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability""",Verified ORF
4063,7,236277,-0.0260863271878189,0.0611763453133864,0.670067577511555,YGL142C,GPI10,SGDID:S000003110,ORF,Verified ORF,"""Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog""",Verified ORF
4064,7,237753,-0.0287035991129667,0.0550088907467551,0.602137340742238,YGL142C,GPI10,SGDID:S000003110,ORF,Verified ORF,"""Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog""",Verified ORF
4065,7,238084,-0.0366394521557742,0.0549955368462762,0.505701861859861,YGL142C,GPI10,SGDID:S000003110,ORF,Verified ORF,"""Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog""",Verified ORF
4066,7,241273,-0.0354605780223331,0.0591595802407953,0.549287018525035,ARS712,ARS712,SGDID:S000130164,Other features,Replication,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",ARS
4067,7,241711,-0.0475662902837032,0.055874391954076,0.395175667614743,YGL140C,YGL140C,SGDID:S000003108,ORF,Uncharacterized ORF,"""Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains""",Uncharacterized ORF
4068,7,247290,-0.0300508805393179,0.0559185329582502,0.591326717813114,YGL139W,FLC3,SGDID:S000003107,ORF,Verified ORF,"""Putative FAD transporter ; similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog ; FLC1 ; that arose from the whole genome duplication""",Verified ORF
4069,7,247666,-0.0238078081234205,0.0552231047515481,0.666643960983392,YGL139W,FLC3,SGDID:S000003107,ORF,Verified ORF,"""Putative FAD transporter ; similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog ; FLC1 ; that arose from the whole genome duplication""",Verified ORF
4070,7,249982,-0.0054415271906238,0.0552849051895742,0.921649104358964,YGL138C,YGL138C,SGDID:S000003106,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; has no significant sequence similarity to any known protein""",Uncharacterized ORF
4071,7,250183,-0.0101155473001706,0.0551897750199204,0.854678361023016,YGL138C,YGL138C,SGDID:S000003106,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; has no significant sequence similarity to any known protein""",Uncharacterized ORF
4072,7,250680,-0.0097237362674589,0.055189974517911,0.860248346341826,YGL137W,SEC27,SGDID:S000003105,Close to 3'-UTR,Close to 3'-UTR,"""Essential beta'-coat protein of the COPI coatomer; involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP""",Verified ORF
4073,7,255972,0.0020943311496746,0.0554910546718627,0.969914898969292,YGL134W,PCL10,SGDID:S000003102,ORF,Verified ORF,"""Pho85p cyclin; recruits ; activates ; and targets Pho85p cyclin-dependent protein kinase to its substrate; PCL10 has a paralog ; PCL8 ; that arose from the whole genome duplication""",Verified ORF
4074,7,257392,0.0194694070977659,0.0633987017033859,0.758952350721307,YGL133W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4075,7,257488,0.0020373406261775,0.0584433792842902,0.972211019695486,YGL133W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4076,7,257571,0.0011691572928828,0.0581977990413338,0.983983427788868,YGL134W,PCL10,SGDID:S000003102,Close to 3'-UTR,Close to 3'-UTR,"""Pho85p cyclin; recruits ; activates ; and targets Pho85p cyclin-dependent protein kinase to its substrate; PCL10 has a paralog ; PCL8 ; that arose from the whole genome duplication""",Verified ORF
4077,7,260913,0.0308764360642368,0.0553094026972412,0.577028046946191,YGL133W,ITC1,SGDID:S000003101,ORF,Verified ORF,"""Subunit of ATP-dependent Isw2p-Itc1p chromatin remodeling complex; required for repression of a-specific genes ; repression of early meiotic genes during mitotic growth ; and repression of INO1; similar to mammalian Acf1p ; the regulatory subunit of the mammalian ATP-utilizing chromatin assembly and modifying factor (ACF) complex; ITC1 has a paralog ; YPL216W ; that arose from the whole genome duplication""",Verified ORF
4078,7,266540,0.0074361690415074,0.0557098693808469,0.893889619754749,YGL130W,CEG1,SGDID:S000003098,ORF,Verified ORF,"""Guanylyltransferase involved in mRNA 5' capping; subunit of mRNA capping enzyme ; which is a heterotetramer composed of two molecules of Ceg1p and a homodimer of Cet1p ; the mRNA 5'-triphosphatase subunit; nuclear import of Ceg1p requires interaction with Cet1p; mammalian capping enzyme is a single bifunctional polypeptide; human homolog RNGTT can complement yeast ceg1 null mutant""",Verified ORF
4079,7,267569,0.0207981232823558,0.0561948228526716,0.711524379189651,YGL130W,CEG1,SGDID:S000003098,Close to 3'-UTR,Close to 3'-UTR,"""Guanylyltransferase involved in mRNA 5' capping; subunit of mRNA capping enzyme ; which is a heterotetramer composed of two molecules of Ceg1p and a homodimer of Cet1p ; the mRNA 5'-triphosphatase subunit; nuclear import of Ceg1p requires interaction with Cet1p; mammalian capping enzyme is a single bifunctional polypeptide; human homolog RNGTT can complement yeast ceg1 null mutant""",Verified ORF
4080,7,272144,0.0885658549080959,0.0551022176485212,0.108882381629887,YGL125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4081,7,272225,0.0629883491279894,0.0549697238153956,0.252623702369818,YGL125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4082,7,272227,0.0603265699200289,0.0548109836937644,0.271808023765756,YGL125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4083,7,272365,0.0457540222272255,0.0567814376551429,0.420905319654184,YGL125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4084,7,274400,0.0267622774658776,0.058301825019412,0.64649525569117,YGL125W,MET13,SGDID:S000003093,Close to 3'-UTR,Close to 3'-UTR,"""Major isozyme of methylenetetrahydrofolate reductase; catalyzes the reduction of 5,10-methylenetetrahydrofolate to 5-methyltetrahydrofolate in the methionine biosynthesis pathway""",Verified ORF
4085,7,275338,0.0415045076159261,0.0555901100058321,0.455791891856894,YGL124C,MON1,SGDID:S000003092,ORF,Verified ORF,"""Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex which stimulates nucleotide exchange and activation of Ypt7p ; a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; role in localizing Ypt7p to the vacuolar membrane; required for autophagy ; the CVT pathway and mitophagy; potential Cdc28 substrate""",Verified ORF
