SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3635,6,41626,-0.0684376841646731,0.0503877447406986,0.175261038246575,YFL047W,RGD2,SGDID:S000001847,ORF,Verified ORF,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3636,6,42992,-0.0661203582740117,0.0502536897952276,0.189118059863355,YFL046W,FMP32,SGDID:S000001848,ORF,Verified ORF,"""Regulator of mitochondrial proline metabolism; tethered with Put7p to inner mitochondrial membrane in large hetero-oligomeric complex ; abundance of which is regulated by proline; involved in mitochondrial proline homeostasis and cellular redox balance; null exhibits pronounced defect in proline utilization ; and can be functionally complemented by expression of human homolog MCUR1""",Verified ORF
3637,6,45282,-0.0920345489947856,0.0500361297742104,0.0667016139910006,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3638,6,45815,-0.0900205439458922,0.0501228668282587,0.0733499238453616,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3639,6,47290,-0.130639565221532,0.0498945963845213,0.0092172695334887,YFL042C,LAM5,SGDID:S000001852,ORF,Verified ORF,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3640,6,48282,-0.104604856036041,0.049948629732014,0.0369504987077742,YFL042C,LAM5,SGDID:S000001852,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3641,6,48919,-0.0911051047050052,0.0506567935816739,0.0729555577302295,YFL041W-A,YFL041W-A,SGDID:S000028547,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3642,6,48921,-0.0883986331918858,0.0511167339323973,0.0846209972702481,YFL041W-A,YFL041W-A,SGDID:S000028547,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3643,6,50414,-0.0630586906185755,0.0505889380801207,0.213410456356729,YFL041W,FET5,SGDID:S000001853,ORF,Verified ORF,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3644,6,50685,-0.0609096474359743,0.0505793564496835,0.229303940226569,YFL041W,FET5,SGDID:S000001853,ORF,Verified ORF,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3645,6,50825,-0.0531524871161914,0.0505313275179071,0.293577807138139,YFL041W,FET5,SGDID:S000001853,ORF,Verified ORF,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3646,6,51261,-0.0798003781572391,0.052316560653659,0.12807051458913,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3647,6,51266,-0.079420590581902,0.0522641654650285,0.129506846648275,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3648,6,51270,-0.0777231269254904,0.0525044313670749,0.139680984359146,YFL040W_NFR/NDR,,,Promoter,Promoter,,Promoter
3649,6,51526,-0.0664180768980321,0.0505974811060128,0.190145077411368,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3650,6,51781,-0.0700152363183715,0.0504633812569677,0.166180947057717,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3651,6,52550,-0.0583997147594145,0.050433161789588,0.24766215641033,YFL040W,YFL040W,SGDID:S000001854,ORF,Uncharacterized ORF,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3652,6,53989,-0.0500795601508737,0.0502759815064586,0.319887197686819,YFL039C,ACT1,SGDID:S000001855,ORF,Verified ORF,"""Actin; structural protein involved in cell polarization ; endocytosis ; and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling""",Verified ORF
3653,6,54487,-0.0392888925905409,0.0541241416658624,0.468379055270641,SUT101_NFR/NDR,,,Promoter,Promoter,,Promoter
3654,6,54932,-0.0424627985157253,0.0512855582583442,0.408248058258059,SUT101,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
3655,6,55876,0.0014100530137922,0.0506600377671677,0.977810567844624,YFL038C,YPT1,SGDID:S000001856,ORF,Verified ORF,"""Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi ; the transitional Golgi and ER membranes ; pre-autophagosomal structures ; and cytoplasmic vesicles""",Verified ORF
3656,6,56091,0.0125924672789012,0.0507411557431632,0.80414665194163,YFL037W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3657,6,57460,0.0397115001960334,0.0504846305867248,0.432040446188513,YFL037W,TUB2,SGDID:S000001857,ORF,Verified ORF,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",Verified ORF
3658,6,57967,-0.007980657174027,0.100486638505724,0.936743498172791,YNCF0001C,RUF21,SGDID:S000130129,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""RNA of Unknown Function""",ncRNA_gene
3659,6,58019,-0.0374724040353066,0.15619822199454,0.81054479110909,YNCF0001C,RUF21,SGDID:S000130129,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""RNA of Unknown Function""",ncRNA_gene
3660,6,62743,0.0704946340707481,0.0506715659055231,0.165038864820593,YFL036W,RPO41,SGDID:S000001858,ORF,Verified ORF,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3661,6,62990,0.0881944419320866,0.053751230774291,0.101731843859939,YFL036W,RPO41,SGDID:S000001858,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3662,6,64449,0.0442504086097469,0.0505556268036423,0.382015877340965,YFL034C-A,RPL22B,SGDID:S000006436,ORF,Verified ORF,"""Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; autoregulates splicing of its pre-m-RNA; homologous to mammalian ribosomal protein L22 ; no bacterial homolog; RPL22B has a paralog ; RPL22A ; that arose from the whole genome duplication""",Verified ORF
3663,6,65043,0.0442651491620592,0.052850548755592,0.402848353449002,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3664,6,65125,0.0260938889087293,0.051592605922618,0.613335202378191,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3665,6,65133,0.0278798301250643,0.0516533470527924,0.589710616846003,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3666,6,65183,0.0503899449126765,0.050473297313947,0.318794208513865,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3667,6,66460,0.046259724334576,0.0506854086937532,0.362032044280371,YFL034W,MIL1,SGDID:S000001860,ORF,Uncharacterized ORF,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3668,6,67184,0.0280524167477363,0.0507146743369077,0.580516307579191,YFL034W,MIL1,SGDID:S000001860,ORF,Uncharacterized ORF,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3669,6,71471,0.023051001324637,0.0509301942959415,0.651114890783432,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3670,6,71997,0.0259676021677937,0.0511584469922559,0.612056710626409,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3671,6,72514,0.0264081183640694,0.051169482394656,0.606113843579095,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3672,6,73357,0.0845650508338618,0.0619670065226895,0.173223325020637,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3673,6,73433,0.0300765567679109,0.0510647580181346,0.556245682086259,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3674,6,74406,0.0053580587987165,0.0507212379288051,0.915930065678343,YFL033C,RIM15,SGDID:S000001861,ORF,Verified ORF,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3675,6,74485,0.0113187798143084,0.101608192619884,0.911365381145564,YFL031W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3676,6,74913,-0.0103627634523902,0.0505398881162404,0.837658051640139,YFL032W,YFL032W,SGDID:S000001862,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HAC1/YFL031W; YFL032W is not an essential gene""",Dubious ORF
3677,6,75397,0.0234008318026153,0.05097667423543,0.64648094148155,YFL031W,HAC1,SGDID:S000001863,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response ; via UPRE binding ; and membrane biogenesis; ER stress-induced splicing pathway triggers efficient Hac1p translation; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
3678,6,76427,-0.0075911601264884,0.0506584821484916,0.88096874953812,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3679,6,76486,0.0911140265404216,0.0863689699357242,0.292174546376482,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3680,6,76487,0.0331945875092328,0.0583271278706127,0.569643000800806,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3681,6,76526,-0.0012601705908753,0.0517313226458452,0.980579286855956,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3682,6,78316,0.0431525943029599,0.0508565935482765,0.396726102152483,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3683,6,78381,0.0371343921821846,0.0508614325369373,0.465807767669798,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3684,6,78862,0.0489055016345225,0.0508541650644544,0.336867969740472,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3685,6,78907,0.0342732853299745,0.0508126574909049,0.50043312464605,YFL029C,CAK1,SGDID:S000001865,ORF,Verified ORF,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3686,6,79638,0.0781486618194396,0.0507295854807771,0.124335702507195,YFL028C,CAF16,SGDID:S000001866,ORF,Verified ORF,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3687,6,79955,0.0888302179633778,0.0507722269068996,0.0810592909484555,YFL028C,CAF16,SGDID:S000001866,ORF,Verified ORF,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3688,6,80725,0.0654364097923377,0.0505454981894781,0.196303018177407,YFL027C,GYP8,SGDID:S000001867,ORF,Verified ORF,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3689,6,80860,0.0701579088707698,0.0506532764399613,0.16690829384614,YFL027C,GYP8,SGDID:S000001867,ORF,Verified ORF,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3690,6,83761,0.0487410323013858,0.0507387124370463,0.33739672540125,YFL026W,STE2,SGDID:S000001868,ORF,Verified ORF,"""Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells""",Verified ORF
3691,6,87978,-0.0560735165202271,0.104904380066305,0.593318127989204,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3692,6,88005,0.0051221323747427,0.0522655501600019,0.92198626812327,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3693,6,88006,0.0028661302272284,0.052105676980624,0.956164720135279,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3694,6,88009,-0.0259719071693016,0.100588611678837,0.796403583320103,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3695,6,88009,0.0892056522868594,0.213173628960055,0.675861816066159,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3696,6,88398,0.0225582992491509,0.0515768230015535,0.662108468765321,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3697,6,88475,0.0254098693624846,0.0511859352629796,0.619905061718751,YFL024C,EPL1,SGDID:S000001870,ORF,Verified ORF,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3698,6,90318,-0.022861823899346,0.0506507339628768,0.652005726305582,SUT103,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3699,6,91505,-0.0359498335166033,0.0508314692448023,0.479886592148912,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3700,6,91959,-0.0281830512244864,0.0513808557133653,0.583686651321484,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3701,6,92208,-0.0202889663659548,0.0508032992609153,0.689867139656446,YFL023W,BUD27,SGDID:S000001871,ORF,Verified ORF,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3702,6,95448,0.0075302121716547,0.0515138551343081,0.883864008147042,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3703,6,95468,-0.0039033825103236,0.0515188203606716,0.939648070084567,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3704,6,95926,-0.030671848850802,0.0509163396921279,0.547296680926332,YFL021C-A,YFL021C-A,SGDID:S000028766,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W""",Dubious ORF
3705,6,97570,0.121155383454974,0.104936207703111,0.249050733566646,YFL021C-A,YFL021C-A,SGDID:S000028766,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W""",Dubious ORF
3706,6,98668,-0.0338586358853066,0.0681660266424891,0.619703899812429,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3707,6,98707,0.0989763947849187,0.245624462715264,0.687222901025965,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3708,6,98879,-0.0259565424727817,0.0514820139087028,0.614444781785163,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3709,6,99153,0.0887347836669967,0.117867156152123,0.452049485043462,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3710,6,101306,-0.039007894113353,0.0505839936475068,0.441133332883649,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3711,6,101424,-0.0514502665838569,0.0507029913020356,0.310925596465813,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3712,6,101439,-0.0102977800233812,0.0510322729346994,0.840197476625446,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3713,6,101478,-0.0328859329896165,0.051005191832796,0.519503723622572,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3714,6,101479,-0.0311972105803999,0.0902256505785592,0.729722481744381,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3715,6,104558,-0.0025013306634691,0.092672472356536,0.97848209594126,ARS603.1,ARS603.1,SGDID:S000178095,Other features,Replication,"""Very weak autonomously replicating sequence""",ARS
3716,6,104573,-0.245405823347557,0.235561630880779,0.298221874971748,ARS603.1,ARS603.1,SGDID:S000178095,Other features,Replication,"""Very weak autonomously replicating sequence""",ARS
3717,6,106653,-0.0135621106493862,0.0507717562044648,0.789533375035741,YFL015W-A,YFL015W-A,SGDID:S000028765,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF YFL015C""",Dubious ORF
3718,6,107478,0.0103578671861098,0.0504522213231368,0.837455674218701,YFL014W,HSP12,SGDID:S000001880,ORF,Verified ORF,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3719,6,107527,0.0039610441094528,0.0504165077453949,0.937422020757357,YFL014W,HSP12,SGDID:S000001880,ORF,Verified ORF,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3720,6,111439,-0.0044354298244977,0.0543876616004677,0.935049085563163,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3721,6,111476,-0.0155925866276116,0.0644049623582939,0.808841520291969,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3722,6,111711,0.010810398890956,0.0506233135832094,0.831024507431536,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3723,6,114692,0.0247462059779676,0.0503460322931254,0.623362442279481,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3724,6,114714,0.0206984222630432,0.0503512072601075,0.681262618283294,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3725,6,115037,0.0310388982793241,0.0508812081067887,0.542236575849429,YFL010W-A,AUA1,SGDID:S000001955,ORF,Verified ORF,"""Protein required for the negative regulation by ammonia of Gap1p; Gap1p is a general amino acid permease""",Verified ORF
3726,6,116654,0.0279481374931007,0.0502770541692223,0.578643293492525,YFL009W,CDC4,SGDID:S000001885,ORF,Verified ORF,"""F-box protein required for both the G1/S and G2/M phase transitions; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCFCdc4 complex; SCFCdc4 acts as a ubiquitin-protein ligase directing ubiquitination of cyclin-dependent kinase (CDK) phosphorylated substrates ; such as: Sic1p ; Far1p ; Cdc6p ; Clb6p ; and Cln3p""",Verified ORF
3727,6,118753,-0.0062173296585614,0.0571410172959902,0.913417574645934,ARS603.5,ARS603.5,SGDID:S000007645,Other features,Replication,"""Autonomously replicating sequence on Chromosome VI; activated early in S phase in ~50% of cell cycles""",ARS
3728,6,119386,0.0457080955681474,0.0506368829508765,0.367319725219737,YFL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3729,6,123079,0.0157366974499364,0.0507956387196958,0.756892733404139,YFL008W,SMC1,SGDID:S000001886,ORF,Verified ORF,"""Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member ; binds DNA with a preference for DNA with secondary structure""",Verified ORF
3730,6,146131,0.0598155324100353,0.0509271269472515,0.240973780408941,YFL002C,SPB4,SGDID:S000001894,ORF,Verified ORF,"""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",Verified ORF
3731,6,151731,0.0730825120042534,0.0503789131822968,0.147763446959093,YFR002W,NIC96,SGDID:S000001898,ORF,Verified ORF,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup57p ; and Nup49p)""",Verified ORF
3732,6,155985,0.0263906084473478,0.0542166068372343,0.62672876903727,YFR006W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
