SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3237,5,434634,0.352496221125712,0.156987777052313,0.0253625412362211,YERCsigma3,YERCsigma3,SGDID:S000006906,Other features,LTR,"""Ty3 LTR""",reverse complement
3238,5,441308,0.33708506625478,0.157988079631543,0.0335636271631941,SCR1_NFR/NDR,,,Promoter,Promoter,,Promoter
3239,5,441594,0.351515844544694,0.15707324006537,0.0258501046416328,YER137C,YER137C,SGDID:S000000939,ORF,Verified ORF,"""Protein of unknown function""",Verified ORF
3240,5,443367,0.466356084284643,0.418066144233622,0.265391650540065,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3241,5,443369,0.409905777368109,0.230169678669729,0.0757910524571109,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3242,5,443371,0.785304164718294,0.314208432619027,0.012897082997511,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3243,5,443373,0.714460419847002,0.31468703123327,0.0237864469431217,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3244,5,443378,0.522177131938257,0.442476425300269,0.238745464481831,tI(AAU)E1_NFR/NDR,,,Promoter,Promoter,,Promoter
3245,5,451448,0.464422792963174,0.157901677662018,0.0034850097936976,YER140W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3246,5,456087,0.306316803937395,0.157955324413152,0.0532659244674706,YER143W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3247,5,458086,0.29209847386452,0.157963043540631,0.0652710059134046,YER144C,UBP5,SGDID:S000000946,ORF,Verified ORF,"""Putative ubiquitin-specific protease; concentrates at the bud neck; UBP5 has a paralog ; DOA4 ; that arose from the whole genome duplication""",Verified ORF
3248,5,461234,0.240196857381387,0.157220337268205,0.127464629363359,YER145C,FTR1,SGDID:S000000947,ORF,Verified ORF,"""High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress""",Verified ORF
3249,5,461877,0.270627012721661,0.21005672282187,0.198467237348345,YER146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3250,5,463004,0.370584336664082,0.157891934488986,0.0194734008160913,YER147C,SCC4,SGDID:S000000949,ORF,Verified ORF,"""Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX""",Verified ORF
3251,5,465043,0.540690254627356,0.157777653931783,0.0006825019865578,YER148W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3252,5,467724,0.438705706694324,0.156766271441207,0.0054164074387212,YER149C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3253,5,468076,0.405745930219562,0.157562188570505,0.0104262201917067,YER150W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3254,5,469078,0.396666383695327,0.158369587037691,0.0127060850610133,YER150W,SPI1,SGDID:S000000952,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell wall protein involved in weak acid resistance; basal expression requires Msn2p/Msn4p; expression is induced under conditions of stress and during the diauxic shift; SPI1 has a paralog ; SED1 ; that arose from the whole genome duplication""",Verified ORF
3255,5,469404,0.417709405237535,0.158952072732574,0.0089665015347763,tV(AAC)E2_NFR/NDR,,,Promoter,Promoter,,Promoter
3256,5,475322,0.223481810106134,0.15766056717685,0.157222622673798,YER154W,OXA1,SGDID:S000000956,ORF,Verified ORF,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3257,5,475607,0.213887841441119,0.157507159927828,0.175344885134218,YER154W,OXA1,SGDID:S000000956,ORF,Verified ORF,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3258,5,475736,0.236904953518615,0.157269309774725,0.132867865317385,YER154W,OXA1,SGDID:S000000956,ORF,Verified ORF,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3259,5,478715,0.118165862333403,0.159590135008142,0.459529268596153,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3260,5,478932,0.176955232554415,0.159293219762676,0.26737721919271,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3261,5,479996,0.131554157743168,0.158902672139885,0.408291347328241,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3262,5,482003,0.131384780354932,0.158149157185823,0.406667950293401,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3263,5,482536,0.224627360608419,0.157851568574779,0.155610894760213,YER155C,BEM2,SGDID:S000000957,ORF,Verified ORF,"""Rho GTPase activating protein (RhoGAP); contains RhoGAP activity specific for both Rho1p and Cdc42p ; and potentially Rho4p; acts with the RhoGAP Bem3p to negatively regulate Cdc42p-dependent signal transduction; involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence and for the morphogenesis checkpoint in response to actin depolymerization; localizes to sites of polarized growth and the plasma membrane""",Verified ORF
3264,5,484494,0.0838944260050537,0.162193478762007,0.605306252045472,CUT118,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3265,5,484954,0.0965380473803188,0.158421188173967,0.54266733822846,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3266,5,486157,0.0695774046238449,0.158215274893526,0.660377052684905,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3267,5,486882,0.0583256943710679,0.161676261638235,0.718497582983856,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3268,5,486891,0.044625531778156,0.162167445942731,0.7833375565624,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3269,5,486920,0.02867906962212,0.16559388363092,0.862601988534126,YER157W,COG3,SGDID:S000000959,ORF,Verified ORF,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
3270,5,487404,0.0826166508446888,0.159845570168722,0.605582493587182,tE(UUC)E3_NFR/NDR,,,Promoter,Promoter,,Promoter
3271,5,487484,0.0479287398762838,0.163230066441089,0.769215567687574,tE(UUC)E3_NFR/NDR,,,Promoter,Promoter,,Promoter
3272,5,487817,0.0789741745650258,0.168316549556428,0.639216133601348,YERWdelta22_NFR/NDR,,,Promoter,Promoter,,Promoter
3273,5,489636,0.0088930046993703,0.158503785260605,0.95528915025689,YER158C,YER158C,SGDID:S000000960,ORF,Uncharacterized ORF,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3274,5,490549,0.129730205662667,0.157744600007583,0.411400672184402,YER158C,YER158C,SGDID:S000000960,ORF,Uncharacterized ORF,"""Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog ; AFR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
3275,5,491806,0.0990261966773361,0.157596651125005,0.53017959482445,YER159C,BUR6,SGDID:S000000961,ORF,Verified ORF,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3276,5,491888,0.0383203817159811,0.158170416810729,0.808709521503479,YER159C,BUR6,SGDID:S000000961,ORF,Verified ORF,"""Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha; complex also includes Ncb2p; bur6 ncb2 double mutation is functionally complemented by coexpression of human DRAP1 and DR1 ; although the single bur6 mutation is not complemented by its ortholog DRAP1""",Verified ORF
3277,5,491992,0.210185081391444,0.184044556036918,0.254214074328221,YER158W-A,YER158W-A,SGDID:S000028624,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Dubious ORF
3278,5,492146,0.0247175733313631,0.165462487870221,0.8813353487925,YER159C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3279,5,499612,0.0259583762210108,0.157733211971807,0.869375535075244,YER161C,SPT2,SGDID:S000000963,ORF,Verified ORF,"""Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components; relocalizes to the cytosol in response to hypoxia; similar to mammalian HMG1 proteins""",Verified ORF
3280,5,502460,0.0940882901279959,0.15883328525929,0.553981179240933,YER162C,RAD4,SGDID:S000000964,ORF,Verified ORF,"""Damaged-DNA binding subunit of Nuclear Excision Repair Factor 2; recognizes and binds damaged DNA with Rad23p during nucleotide excision repair (NER); also involved with Rad23p in turnover of ubiquitylated proteins; Rad4p-Rad23p heterodimer binds to promoters of DNA damage response genes to repress their transcription in the absence of DNA damage; RAD4 and RAD51 pathways confer resistance to benzo[a]pyrene dihydrodiol""",Verified ORF
3281,5,504765,0.185316607971914,0.159266282898851,0.245386390549022,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3282,5,504884,0.197402494712932,0.158564499491377,0.213981475048531,SUT098,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3283,5,509836,0.143186680292506,0.160416427411309,0.372682901329182,YER164W,CHD1,SGDID:S000000966,Close to 3'-UTR,Close to 3'-UTR,"""Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain ; a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes""",Verified ORF
3284,5,510020,0.238798347098026,0.182272211452391,0.191007346149575,YER165W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3285,5,511350,0.127907211066102,0.159155853243998,0.422134129996542,YER165W,PAB1,SGDID:S000000967,ORF,Verified ORF,"""Poly(A) binding protein; interacts with the cleavage factor complex CF I ; mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail ; involved in control of poly(A) tail length ; interacts with translation factor eIF-4G; stimulates ; but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex""",Verified ORF
3286,5,512696,0.13214898939903,0.160345162180309,0.410408976311188,YER165C-A,YER165C-A,SGDID:S000028762,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3287,5,512931,0.111251846125556,0.158192902525234,0.482352947939492,YER165C-A,YER165C-A,SGDID:S000028762,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene DNF1/YER166W""",Dubious ORF
3288,5,514582,0.0889483996607405,0.158283030304839,0.574501334537809,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3289,5,515315,0.0865656797102226,0.158341994271097,0.584929771844114,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3290,5,515397,0.0987454363219707,0.158171314921613,0.532837641769207,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3291,5,515950,0.117448686985382,0.158135100773566,0.45815058790718,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3292,5,516091,0.0972711166765435,0.157972672962075,0.538458659353559,YER166W,DNF1,SGDID:S000000968,ORF,Verified ORF,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3293,5,518207,0.12659578932638,0.158115104595469,0.423869418943338,YER166W,DNF1,SGDID:S000000968,Close to 3'-UTR,Close to 3'-UTR,"""Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to endocytosis ; protein transport ; and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog ; DNF2 ; that arose from the whole genome duplication""",Verified ORF
3294,5,518275,0.125780082998167,0.157671614636162,0.425560883943209,YER167W,BCK2,SGDID:S000000969,ORF,Verified ORF,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3295,5,519067,0.168545163547606,0.158377790604785,0.287966890085311,YER167W,BCK2,SGDID:S000000969,ORF,Verified ORF,"""Serine/threonine-rich protein involved in PKC1 signaling pathway; protein kinase C (PKC1) signaling pathway controls cell integrity; overproduction suppresses pkc1 mutations""",Verified ORF
3296,5,522215,0.0825899775644574,0.158464914307672,0.602562763748134,YER168C,CCA1,SGDID:S000000970,ORF,Verified ORF,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3297,5,522970,-0.0082574752444646,0.328697783907048,0.979972018391417,YER169W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3298,5,523232,0.0449440006634969,0.160735423576224,0.779936827335375,YER168C,CCA1,SGDID:S000000970,Close to 3'-UTR,Close to 3'-UTR,"""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus ; cytosol ; and mitochondrion are generated via the use of multiple transcriptional and translational start sites; human homolog TRNT1 complements yeast null mutant""",Verified ORF
3299,5,524247,0.161532707968527,0.159492750349966,0.311854026240513,YER169W,RPH1,SGDID:S000000971,ORF,Verified ORF,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3300,5,524532,0.195567096643991,0.158259464448416,0.217378003971497,YER169W,RPH1,SGDID:S000000971,ORF,Verified ORF,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3301,5,524625,0.203011921341961,0.158207656782055,0.200264130815799,YER169W,RPH1,SGDID:S000000971,ORF,Verified ORF,"""JmjC domain-containing histone demethylase; targets tri- and dimethylated H3K36; associates with actively transcribed regions and promotes elongation; repressor of autophagy-related genes in nutrient-replete conditions; damage-responsive repressor of PHR1; phosphorylated by the Rad53p-dependent DNA damage checkpoint pathway and by a Rim1p-mediated event during starvation; target of stress-induced hormesis; RPH1 has a paralog ; GIS1 ; that arose from the whole genome duplication""",Verified ORF
3302,5,525863,0.12079375945142,0.158596004017887,0.446780804465117,YER170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3303,5,526004,0.154507437598768,0.158338886484602,0.329830704905154,YER170W,ADK2,SGDID:S000000972,ORF,Verified ORF,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3304,5,526007,0.156419362920706,0.158285698397399,0.323727130860231,YER170W,ADK2,SGDID:S000000972,ORF,Verified ORF,"""Mitochondrial adenylate kinase; catalyzes the reversible synthesis of GTP and AMP from GDP and ADP; may serve as a back-up for synthesizing GTP or ADP depending on metabolic conditions; 3' sequence of ADK2 varies with strain background""",Verified ORF
3305,5,529382,0.0620541660729935,0.158839874991689,0.696275943581599,YER171W,RAD3,SGDID:S000000973,ORF,Verified ORF,"""5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
3306,5,529437,0.147056373835391,0.315321928253942,0.641239060120278,YER171W,RAD3,SGDID:S000000973,Close to 3'-UTR,Close to 3'-UTR,"""5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
3307,5,532205,0.10229744588131,0.158934412951656,0.52022316547379,YER172C,BRR2,SGDID:S000000974,ORF,Verified ORF,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3308,5,532256,0.124627895852792,0.157778651497755,0.430121851056198,YER172C,BRR2,SGDID:S000000974,ORF,Verified ORF,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3309,5,533988,0.119838958811608,0.157999909546908,0.448672858582291,YER172C,BRR2,SGDID:S000000974,ORF,Verified ORF,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3310,5,535074,0.105112384018219,0.158242412659615,0.50696452045247,YER172C,BRR2,SGDID:S000000974,ORF,Verified ORF,"""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",Verified ORF
3311,5,537503,-0.0138034823747927,0.158389740154417,0.930602616895287,YER173W,RAD24,SGDID:S000000975,ORF,Verified ORF,"""Checkpoint protein; involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein""",Verified ORF
3312,5,538956,-0.0343345983290166,0.158944806670709,0.829100157374085,YER174C,GRX4,SGDID:S000000976,ORF,Verified ORF,"""Glutathione-dependent oxidoreductase and glutathione S-transferase; hydroperoxide/superoxide-radical responsive monothiol glutaredoxin subfamily member with Grx3p and Grx5p; protects cells from oxidative damage with GRX3 and GRX5; with Grx3p ; promotes dissociation of Aft1p from iron regulon gene promoters and subsequent nuclear export in iron-replete conditions ; regulating iron homeostasis; involved with Grx3p in Sir2p deglutathionylation ; restoring deacetylase activity after disulfide stress""",Verified ORF
3313,5,540169,-0.0209001391256761,0.157941474161123,0.894799956526995,YER175C,TMT1,SGDID:S000000977,ORF,Verified ORF,"""Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate ; an intermediate of the leucine biosynthetic pathway ; and trans-aconitate ; which inhibits the citric acid cycle""",Verified ORF
3314,5,540498,0.06050204545039,0.164732642604425,0.713634598358197,YER175W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
3315,5,540682,0.0005420254594745,0.159539344629355,0.997291158884623,YER175W-A,YER175W-A,SGDID:S000028625,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
3316,5,541505,0.253349903077234,0.334334487700247,0.449091990430505,YER176W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3317,5,542346,0.0324147997223289,0.158267982393937,0.83783893953411,YER176W,ECM32,SGDID:S000000978,ORF,Verified ORF,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3318,5,542361,0.0128163641021078,0.158793030414511,0.935717428595385,YER176W,ECM32,SGDID:S000000978,ORF,Verified ORF,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3319,5,543103,0.0450481250761384,0.158776393117446,0.776790879521251,YER176W,ECM32,SGDID:S000000978,ORF,Verified ORF,"""DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors ; localized to polysomes""",Verified ORF
3320,5,545577,-0.0121023716619308,0.163713677069241,0.941112721387974,YER177W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3321,5,545826,-0.0430737620911049,0.158140709816096,0.785492038816205,YER177W,BMH1,SGDID:S000000979,ORF,Verified ORF,"""14-3-3 protein ; major isoform; controls proteome at post-transcriptional level ; binds proteins and DNA ; involved in regulation of exocytosis ; vesicle transport ; Ras/MAPK and rapamycin-sensitive signaling ; aggresome formation ; spindle position checkpoint; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; antiapoptotic gene similar to human 14-3-3; BMH1 has a paralog ; BMH2 ; that arose from whole genome duplication""",Verified ORF
3322,5,546667,-0.135359618624056,0.158113334254022,0.39252742561603,YER178W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3323,5,547620,-0.144912823155733,0.15796914489101,0.359586150707815,YER178W,PDA1,SGDID:S000000980,ORF,Verified ORF,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3324,5,548182,-0.119988634049786,0.162562887584885,0.460940471351703,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3325,5,548310,-0.206423900058655,0.159079677010078,0.195267573427229,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
3326,5,548459,-0.203334080350094,0.160195597876997,0.20517517511496,YER179W,DMC1,SGDID:S000000981,ORF,Verified ORF,"""Meiosis-specific recombinase required for double-strand break repair; also required for pairing between homologous chromosomes and for the normal morphogenesis of synaptonemal complex; binds ssDNA and dsDNA ; forms helical filaments; potent inhibitor of the ATPase activity of  Srs2p helicase ; blocking its ssDNA translocating motor activity and inhibiting its antirecombinase activity; stimulated by Rdh54p; homolog of Rad51p and the bacterial RecA protein""",Verified ORF
3327,5,548843,-0.179582271431848,0.157628499968106,0.255360810228107,YER179W_NFR/NDR,,,Promoter,Promoter,,Promoter
3328,5,549055,-0.219557446889892,0.157512498826669,0.164223147573341,YER178W,PDA1,SGDID:S000000980,Close to 3'-UTR,Close to 3'-UTR,"""E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix ; often near the ERMES complex and near peroxisomes""",Verified ORF
