SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
164,1,190169,0.027490904101841,0.052257001906911,0.599169075582034,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
165,1,190933,-0.0174328581255282,0.0518452419264557,0.736883656405174,YAR035W,YAT1,SGDID:S000000080,ORF,Verified ORF,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
166,1,192149,-0.0381469368991961,0.052238040114503,0.465720467955752,YAR035W,YAT1,SGDID:S000000080,ORF,Verified ORF,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
167,1,192302,0.104201297832616,0.0688028652616996,0.130796289262252,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
168,1,192303,0.0873660098884059,0.0621488980013705,0.160676983473772,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
169,1,192305,0.0912851320854835,0.0645817114660707,0.158395056657783,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
170,1,192315,0.0109294980523398,0.0734669667668865,0.881822033822366,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
171,1,192795,-0.0109729874585349,0.051752084502402,0.832206106712612,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
172,1,194020,-0.0301497007445534,0.0544903974022215,0.580406194130729,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
173,1,194187,-0.011419998376339,0.0517946916678501,0.82562022827856,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
174,1,194867,-0.0066126928430471,0.0517688725522119,0.898431488748402,YAR042W,SWH1,SGDID:S000000081,ORF,Verified ORF,"""Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog ; OSH2 ; that arose from the whole genome duplication""",Verified ORF
175,1,197325,-0.0471463948056823,0.0529739366394323,0.374076163991184,A:196186-201466,,,Intergenic region,Intergenic region,between YAR042W and YAR047C,Intergenic region
176,1,197392,-0.0615554725926432,0.0536150138621905,0.251704143095945,A:196186-201466,,,Intergenic region,Intergenic region,between YAR042W and YAR047C,Intergenic region
177,1,198857,0.04112281358739,0.248227821524794,0.868514948240827,SUT004,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
178,1,206666,-0.041761780847954,0.0581810538598598,0.47336150365952,YAR050W,FLO1,SGDID:S000000084,ORF,Verified ORF,"""Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO1 has a paralog ; FLO5 ; that arose from a segmental duplication""",Verified ORF
179,1,206675,-0.0112385169914324,0.0757995355090006,0.882217263420868,YAR050W,FLO1,SGDID:S000000084,ORF,Verified ORF,"""Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO1 has a paralog ; FLO5 ; that arose from a segmental duplication""",Verified ORF
180,1,223051,0.0535374938639255,0.0599266856563242,0.372260651660275,ARS112,ARS112,SGDID:S000121257,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
181,1,223059,-0.0082878164696271,0.0622961417808352,0.894238342398068,ARS112,ARS112,SGDID:S000121257,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
182,2,7366,0.197767754350882,0.0743441498529495,0.0081665387852339,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
183,2,8180,-0.0788984148072416,0.103291914584711,0.445473296814126,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
184,2,8187,-0.0244749792143395,0.107494266483666,0.820021888279941,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
185,2,8250,0.0440407286970599,0.105885728332303,0.677716194417513,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
186,2,8253,0.0412837007860185,0.105888875109346,0.696862185237011,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
187,2,8285,0.0337839575305809,0.0573923403900793,0.556473056396581,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
188,2,8302,0.0131564829707612,0.0537446906423945,0.806756661112824,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
189,2,8306,0.0131564829707612,0.0537446906423945,0.806756661112824,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
190,2,8314,-0.0030054995974954,0.0526463750792367,0.954507042468571,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
191,2,8317,0.0093812496324972,0.0538449672187088,0.861786905620888,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
192,2,8328,0.0201547545914668,0.053595643740644,0.707104060689225,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
193,2,8331,0.015765452499961,0.0534990191567095,0.768406404606761,YBL108W,YBL108W,SGDID:S000000204,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
194,2,8498,0.0178253502724429,0.0525609533587028,0.734708382163606,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
195,2,8651,0.0199493384493502,0.0526080222025177,0.704762037298101,YBL108C-A,PAU9,SGDID:S000007592,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
196,2,9418,0.115530757316987,0.133681837605729,0.388052923403462,YBLWdelta2,YBLWdelta2,SGDID:S000006799,Other features,LTR,"""Ty2 LTR""",long_terminal_repeat
197,2,9812,0.032807685182849,0.0529025754434186,0.53555725923433,YBL107W-A,YBL107W-A,SGDID:S000007229,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog ; YER138W-A ; that arose from a single-locus duplication""",Dubious ORF
198,2,9932,0.0321627759641575,0.0526949693143686,0.542017677192395,XUT_2F-2_NFR/NDR,,,Promoter,Promoter,,Promoter
199,2,10135,0.0474900653708525,0.0524599999737547,0.36594383025219,YBL107C,MIX23,SGDID:S000000203,ORF,Verified ORF,"""Mitochondrial intermembrane space protein of unknown function; imported via the MIA import machinery; contains an unusual twin cysteine motif (CX13C CX14C)""",Verified ORF
200,2,11616,0.0266276307535556,0.0524459665127809,0.611969942747676,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
201,2,12133,0.0530187312905068,0.0525980407386705,0.314145755843896,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
202,2,12194,0.0377630062439754,0.0528391547413895,0.475280095373254,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
203,2,12359,0.0498171965203011,0.0526560515592772,0.344751452424185,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
204,2,13061,0.0325516276724931,0.0526904108133395,0.537111884527641,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
205,2,14298,0.0510581443474416,0.0528153311919371,0.334341065244658,YBL105C,PKC1,SGDID:S000000201,ORF,Verified ORF,"""Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha ; beta ; and gamma isoforms of mammalian protein kinase C (PKC)""",Verified ORF
206,2,15222,0.0452484981638503,0.0533465715409149,0.396902033177798,YBL105C,PKC1,SGDID:S000000201,ORF,Verified ORF,"""Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha ; beta ; and gamma isoforms of mammalian protein kinase C (PKC)""",Verified ORF
207,2,17986,0.0335976533052108,0.0524346283368166,0.522098810905748,YBL105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
208,2,19770,0.0220748728844192,0.0528147849890325,0.676224884289328,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
209,2,19836,0.0319397878960758,0.0526552807463039,0.544517714932059,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
210,2,19851,0.0409408578298017,0.0527920103594276,0.4385561684639,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
211,2,21595,0.0425474871906304,0.052569983019119,0.418859356863062,YBL104C,SEA4,SGDID:S000000200,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
212,2,22385,0.0456934210538961,0.0526123454674136,0.385714912753427,YBL103C,RTG3,SGDID:S000000199,ORF,Verified ORF,"""bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein ; Rtg1p ; to activate the pathways; target of Hog1p""",Verified ORF
213,2,23441,0.0268242899557403,0.0531609027844058,0.614163906936017,YBL103C,RTG3,SGDID:S000000199,ORF,Verified ORF,"""bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein ; Rtg1p ; to activate the pathways; target of Hog1p""",Verified ORF
214,2,24209,0.0113922491063635,0.0527386948885187,0.829102301312154,YBL102W,SFT2,SGDID:S000000198,ORF,Verified ORF,"""Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery ; but precise function is unknown; similar to mammalian syntaxin 5""",Verified ORF
215,2,24341,0.0329752398695016,0.0528377909895856,0.532975271810978,YBL102W,SFT2,SGDID:S000000198,ORF,Verified ORF,"""Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery ; but precise function is unknown; similar to mammalian syntaxin 5""",Verified ORF
216,2,26815,0.007619850378006,0.0528020219497489,0.885338174779717,YBL101C,ECM21,SGDID:S000000197,ORF,Verified ORF,"""Alpha-arrestin ; ubiquitin ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters; substrate of Rsp5p-mediated Lys63-polyubiquitination and Ubp2-mediated deubiquitination; promoter contains several Gcn4p binding sites required for induction in response to starvation via Gcn4p and the general amino acid control pathway; ECM21 has a paralog ; CSR2 ; that arose from the whole genome duplication""",Verified ORF
217,2,28209,-0.0066565875996398,0.0528201590700884,0.899784974092775,YBL101C,ECM21,SGDID:S000000197,ORF,Verified ORF,"""Alpha-arrestin ; ubiquitin ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters; substrate of Rsp5p-mediated Lys63-polyubiquitination and Ubp2-mediated deubiquitination; promoter contains several Gcn4p binding sites required for induction in response to starvation via Gcn4p and the general amino acid control pathway; ECM21 has a paralog ; CSR2 ; that arose from the whole genome duplication""",Verified ORF
218,2,28695,-0.0103328257743605,0.055180659798152,0.851568691323824,YBL101C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
219,2,35849,0.35204126965644,0.565430046492595,0.533944135724427,YBL100W-B,YBL100W-B,SGDID:S000002149,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
220,2,35850,-0.647988322739414,0.691050990495584,0.34904728549366,YBL100W-B,YBL100W-B,SGDID:S000002149,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
221,2,41245,0.0116115649635594,0.0526151067739477,0.82546233588761,YBL097W,BRN1,SGDID:S000000193,ORF,Verified ORF,"""Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission""",Verified ORF
222,2,43214,0.0356640379516492,0.0534381296263007,0.504959518594425,YBL096C,YBL096C,SGDID:S000000192,ORF,Dubious ORF,"""Non-essential protein of unknown function""",Dubious ORF
223,2,47104,-0.009172258573538,0.0519788775376779,0.860032769257548,YBL092W,RPL32,SGDID:S000000188,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32 ; no bacterial homolog""",Verified ORF
224,2,50915,0.0102634622153697,0.0524890567136332,0.845086427171868,YBL089W,AVT5,SGDID:S000000185,ORF,Verified ORF,"""Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; AVT5 has a paralog ; AVT6 ; that arose from the whole genome duplication""",Verified ORF
225,2,55834,-0.0041743526882016,0.052248871147243,0.936367118425363,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
226,2,56422,0.0033144186857695,0.0523424576816807,0.949546096213755,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
227,2,57715,0.0047863451043573,0.0521695884927284,0.926951980993518,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
228,2,59046,-0.0089455515409177,0.052431962561849,0.86462616459338,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
229,2,59191,-0.0017859475593273,0.0521338181467803,0.972691585876777,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
230,2,59383,0.0063665647020916,0.0521478177066457,0.902899678835911,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
231,2,59477,-0.0111004399729715,0.0529302703015068,0.834008618247711,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
232,2,59755,0.0360637941184176,0.118917566405661,0.761864912264665,YBL088C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
233,2,60471,-0.0127617967072928,0.0522147373534296,0.807055405444349,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
234,2,60478,-0.0091871659480867,0.0522764567025633,0.860597453176684,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
235,2,60786,-0.0075729046390584,0.0521912268463722,0.884715370828231,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
236,2,61035,-0.0052714190273077,0.0521882648910751,0.919601656132197,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
237,2,61071,-0.0176036229462287,0.0519438194265894,0.734888561228718,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
238,2,61675,0.0164635491867302,0.0520944661490542,0.752164548131638,YBL086C,YBL086C,SGDID:S000000182,ORF,Uncharacterized ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
239,2,62776,0.0009986602222765,0.0543815046857391,0.985358871872173,YBL086C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
240,2,62939,-0.0205310947890607,0.0520002945576417,0.693209381727087,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
241,2,63527,-0.0146077442136898,0.0522012210276619,0.779767771019886,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
242,2,63857,-0.0335986180882635,0.0521885259665429,0.520127590711374,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
243,2,65527,-0.0394929363602451,0.0520045330482542,0.44811215573066,YBL085W,BOI1,SGDID:S000000181,ORF,Verified ORF,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
244,2,67007,-0.0116438403235849,0.0572999866858986,0.839089207429527,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
245,2,67023,-0.114555710828281,0.118342927931414,0.333708134520037,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
246,2,67024,-0.120477407166415,0.118760067284984,0.311057839879315,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
247,2,67976,-0.0303113890229037,0.0527719957086009,0.566073826244186,YBL084C,CDC27,SGDID:S000000180,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition""",Verified ORF
248,2,69628,-0.0363008799946057,0.0536365156720413,0.498979814125779,YBL084C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
249,2,71825,-0.13483005249962,0.103537533593639,0.193685574673468,YBL082C,ALG3,SGDID:S000000178,Close to 3'-UTR,Close to 3'-UTR,"""Dolichol-P-Man dependent alpha(1-3) mannosyltransferase; involved in synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins; G353A missense mutation in human ortholog ALG3 implicated in carbohydrate deficient glycoprotein syndrome type IV ; which is characterized by microcephaly ; severe epilepsy ; minimal psychomotor development ; partial deficiency of sialic acids in serum glycoproteins; wild-type human ALG3 can complement yeast alg3 mutant""",Verified ORF
250,2,72389,0.0057981135749711,0.0524701537486919,0.912073205355142,YBL081W,YBL081W,SGDID:S000000177,ORF,Uncharacterized ORF,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
251,2,72392,0.012079514617212,0.0528239397505111,0.819253941574916,YBL081W,YBL081W,SGDID:S000000177,ORF,Uncharacterized ORF,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
252,2,73646,0.0316364803375797,0.0517173744629313,0.5411177134564,YBL080C,PET112,SGDID:S000000176,ORF,Verified ORF,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
253,2,74564,0.0368890471152797,0.0516058408011017,0.475190821265931,YBL080C,PET112,SGDID:S000000176,ORF,Verified ORF,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
