SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
204,2,13061,-0.0104377700996651,0.0583838114634271,0.858214191539554,XUT_2F-2,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
205,2,14298,0.0245031612097643,0.0585561238790543,0.675868218426896,YBL105C,PKC1,SGDID:S000000201,ORF,Verified ORF,"""Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha ; beta ; and gamma isoforms of mammalian protein kinase C (PKC)""",Verified ORF
206,2,15222,-0.0123817077087213,0.0591381218794728,0.834280723450841,YBL105C,PKC1,SGDID:S000000201,ORF,Verified ORF,"""Protein serine/threonine kinase; essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha ; beta ; and gamma isoforms of mammalian protein kinase C (PKC)""",Verified ORF
207,2,17986,0.0115294081976827,0.058102156295394,0.842820221467977,YBL105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
208,2,19770,0.0081871463488947,0.0585055105728752,0.888788756706535,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
209,2,19836,0.0103328379094991,0.0583438019309719,0.859529386618793,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
210,2,19851,0.0215372851024971,0.0585059948764226,0.713003658786306,YBL104C,SEA4,SGDID:S000000200,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
211,2,21595,0.0085685846845613,0.0582737518068209,0.883184224563553,YBL104C,SEA4,SGDID:S000000200,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Sea4p ; along with Rtc1p and Mtc5p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; contains an N-terminal beta-propeller fold and a C-terminal RING motif""",Verified ORF
212,2,22385,-0.0064897873429985,0.0583296556081698,0.911473001152843,YBL103C,RTG3,SGDID:S000000199,ORF,Verified ORF,"""bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein ; Rtg1p ; to activate the pathways; target of Hog1p""",Verified ORF
213,2,23441,0.012741134967023,0.0588933133751582,0.828845638508672,YBL103C,RTG3,SGDID:S000000199,ORF,Verified ORF,"""bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein ; Rtg1p ; to activate the pathways; target of Hog1p""",Verified ORF
214,2,24209,-0.0029165698359896,0.058412045140804,0.96020564056907,YBL102W,SFT2,SGDID:S000000198,ORF,Verified ORF,"""Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery ; but precise function is unknown; similar to mammalian syntaxin 5""",Verified ORF
215,2,24341,0.0308863247578723,0.0585273320866264,0.598021900352574,YBL102W,SFT2,SGDID:S000000198,ORF,Verified ORF,"""Tetra-spanning membrane protein found mostly in the late Golgi; non-essential; can suppress some sed5 alleles; may be part of the transport machinery ; but precise function is unknown; similar to mammalian syntaxin 5""",Verified ORF
216,2,26815,0.0096841621987786,0.058477979638753,0.868563738484923,YBL101C,ECM21,SGDID:S000000197,ORF,Verified ORF,"""Alpha-arrestin ; ubiquitin ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters; substrate of Rsp5p-mediated Lys63-polyubiquitination and Ubp2-mediated deubiquitination; promoter contains several Gcn4p binding sites required for induction in response to starvation via Gcn4p and the general amino acid control pathway; ECM21 has a paralog ; CSR2 ; that arose from the whole genome duplication""",Verified ORF
217,2,28209,-0.0144939159043184,0.0584948424954491,0.804447850454952,YBL101C,ECM21,SGDID:S000000197,ORF,Verified ORF,"""Alpha-arrestin ; ubiquitin ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters; substrate of Rsp5p-mediated Lys63-polyubiquitination and Ubp2-mediated deubiquitination; promoter contains several Gcn4p binding sites required for induction in response to starvation via Gcn4p and the general amino acid control pathway; ECM21 has a paralog ; CSR2 ; that arose from the whole genome duplication""",Verified ORF
218,2,28695,6.16915049008737e-05,0.0611159156308984,0.999195171298214,YBL101C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
219,2,35849,0.0873016548929773,0.626543359070335,0.88926207496249,YBL100W-B,YBL100W-B,SGDID:S000002149,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
220,2,35850,-0.280639825561444,0.766149700773431,0.714361457113304,YBL100W-B,YBL100W-B,SGDID:S000002149,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
221,2,41245,0.0177690442527423,0.058267861601198,0.760580558386845,YBL097W,BRN1,SGDID:S000000193,ORF,Verified ORF,"""Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission""",Verified ORF
222,2,43214,0.0613327526280712,0.0591303043013208,0.300330573961609,YBL096C,YBL096C,SGDID:S000000192,ORF,Dubious ORF,"""Non-essential protein of unknown function""",Dubious ORF
223,2,47104,0.105236372890806,0.0572963000615266,0.0670941676234951,YBL092W,RPL32,SGDID:S000000188,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32 ; no bacterial homolog""",Verified ORF
224,2,50915,0.0857020115282844,0.0579558342571594,0.140099723531898,YBL089W,AVT5,SGDID:S000000185,ORF,Verified ORF,"""Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; AVT5 has a paralog ; AVT6 ; that arose from the whole genome duplication""",Verified ORF
225,2,55834,0.0654962242473364,0.0577613335646738,0.257601252979172,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
226,2,56422,0.0701159215965645,0.0578496378137427,0.226308710491865,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
227,2,57715,0.0812876219063587,0.0576165785513067,0.159173227245188,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
228,2,59046,0.0701331225977573,0.0579509808761626,0.227006305916873,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
229,2,59191,0.0780122317905558,0.0575890911192129,0.17640005880163,YBL088C,TEL1,SGDID:S000000184,ORF,Verified ORF,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
230,2,59383,0.0767700153524241,0.0576104896671533,0.183532454047058,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
231,2,59477,0.0659007585968381,0.0585191898030146,0.260871574743575,YBL088C,TEL1,SGDID:S000000184,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; acts with Red1p and Mec1p to promote interhomolog recombination by phosphorylation of Hop1; functionally redundant with Mec1p; regulates P-body formation induced by replication stress; homolog of human ataxia-telangiectasia mutated (ATM) gene""",Verified ORF
232,2,59755,0.0131098016283042,0.131717158527452,0.920774010830989,YBL088C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
233,2,60471,0.0808116728240411,0.0576728323644282,0.16203021160564,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
234,2,60478,0.0824919601543223,0.057732278129288,0.153925668338921,YBL087C,RPL23A,SGDID:S000000183,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L23A; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23A has a paralog ; RPL23B ; that arose from the whole genome duplication""",Verified ORF
235,2,60786,0.0725820050902162,0.0576745552753093,0.209051598484799,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
236,2,61035,0.0601309701738686,0.0577109474431695,0.298155564226315,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
237,2,61071,0.054248528259603,0.0574649273703415,0.345800762912318,YBL087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
238,2,61675,0.0877988149948891,0.0575135315566587,0.127761782484313,YBL086C,YBL086C,SGDID:S000000182,ORF,Uncharacterized ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
239,2,62776,0.070812995468007,0.0601097951129162,0.239565918530342,YBL086C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
240,2,62939,0.0640676123503693,0.0575023039949908,0.265962275127768,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
241,2,63527,0.0814855908604353,0.0576566580671485,0.15845158153643,YBL086C,YBL086C,SGDID:S000000182,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
242,2,63857,0.0534369664082864,0.057763019365452,0.355542296391689,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
243,2,65527,0.05688412690875,0.0575627639542834,0.323726439139123,YBL085W,BOI1,SGDID:S000000181,ORF,Verified ORF,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
244,2,67007,0.0317466581548127,0.0634412603196276,0.617098053590908,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
245,2,67023,-0.0439157218142037,0.131218457184055,0.738067968978824,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
246,2,67024,-0.0633603780499454,0.13167582958964,0.630683448782023,YBL085W,BOI1,SGDID:S000000181,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in polar growth ; functionally redundant with Boi2p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI1 has a paralog ; BOI2 ; that arose from the whole genome duplication""",Verified ORF
247,2,67976,0.0523184693726786,0.0584062336693714,0.370986791893417,YBL084C,CDC27,SGDID:S000000180,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition""",Verified ORF
248,2,69628,0.0566020962082112,0.0593648677066031,0.34100888637964,YBL084C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
249,2,71825,-0.147850920852827,0.114673792076041,0.198131920080235,YBL082C,ALG3,SGDID:S000000178,Close to 3'-UTR,Close to 3'-UTR,"""Dolichol-P-Man dependent alpha(1-3) mannosyltransferase; involved in synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins; G353A missense mutation in human ortholog ALG3 implicated in carbohydrate deficient glycoprotein syndrome type IV ; which is characterized by microcephaly ; severe epilepsy ; minimal psychomotor development ; partial deficiency of sialic acids in serum glycoproteins; wild-type human ALG3 can complement yeast alg3 mutant""",Verified ORF
250,2,72389,-0.0322126622617274,0.0580866879702421,0.579545554785066,YBL081W,YBL081W,SGDID:S000000177,ORF,Uncharacterized ORF,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
251,2,72392,-0.0843504083120212,0.0583346283897492,0.149071492334252,YBL081W,YBL081W,SGDID:S000000177,ORF,Uncharacterized ORF,"""Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
252,2,73646,-0.0120964510807043,0.0573040070400501,0.832936832902394,YBL080C,PET112,SGDID:S000000176,ORF,Verified ORF,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
253,2,74564,-0.0430866628854724,0.0571491059911053,0.451391361388112,YBL080C,PET112,SGDID:S000000176,ORF,Verified ORF,"""Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog""",Verified ORF
254,2,74739,-0.0137336195315889,0.0573785051191282,0.810972103112093,YBL080C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
255,2,79931,0.0358473036989266,0.0646504407931023,0.579602276308264,YBL079W,NUP170,SGDID:S000000175,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of inner ring of nuclear pore complex (NPC); contributes to NPC assembly and nucleocytoplasmic transport; interacts with genomic regions that contain ribosomal protein and subtelomeric genes ; where it functions in nucleosome positioning and as a repressor of transcription; both Nup170p and Nup157p are similar to human Nup155p; NUP170 has a paralog ; NUP157 ; that arose from the whole genome duplication""",Verified ORF
256,2,80748,0.034487032342476,0.0596507010709127,0.563531719153453,YBL078C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
257,2,80873,0.0314625228272498,0.0574956853905471,0.584576555887271,YBL078C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
258,2,81501,0.0422209218883111,0.0574665624879357,0.463007471999881,YBL076C,ILS1,SGDID:S000000172,ORF,Verified ORF,"""Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A""",Verified ORF
259,2,83526,0.0145450741521253,0.0574160499745463,0.800162485864614,YBL076C,ILS1,SGDID:S000000172,ORF,Verified ORF,"""Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A""",Verified ORF
260,2,83845,0.0105182145576214,0.0574731140514914,0.854894419035749,YBL076C,ILS1,SGDID:S000000172,ORF,Verified ORF,"""Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A""",Verified ORF
261,2,84412,-0.0385772173971697,0.144830791479201,0.790117017309884,YBL076C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
262,2,84412,0.0122814322479555,0.072528393703153,0.865631911270732,YBL076C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
263,2,84447,0.0343590968430443,0.0581809329523633,0.555195864350105,YBL076C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
264,2,87391,0.0495386764109826,0.0571612661815071,0.386723786877104,YBL074C,AAR2,SGDID:S000000170,ORF,Verified ORF,"""Component of the U5 snRNP complex; required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron""",Verified ORF
265,2,87562,0.0465248579951967,0.0573133826496137,0.417474928368847,YBL074C,AAR2,SGDID:S000000170,ORF,Verified ORF,"""Component of the U5 snRNP complex; required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron""",Verified ORF
266,2,87849,0.0503311264722673,0.0572988318570788,0.380325760239974,YBL073W,YBL073W,SGDID:S000000169,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C""",Dubious ORF
267,2,87878,0.0555938051891177,0.0575318668245645,0.334549006821958,YBL073W,YBL073W,SGDID:S000000169,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C""",Dubious ORF
268,2,88125,0.0752764248396995,0.0639352299525937,0.239834810853204,snR56_NFR/NDR,,,Promoter,Promoter,,Promoter
269,2,89785,0.0268562673091842,0.0575965949251894,0.641301119633102,YBL071W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
270,2,93441,0.023051284305629,0.0593215656141227,0.697819748260054,ARS203,ARS203,SGDID:S000178041,Other features,Replication,"""Autonomously replicating sequence""",ARS
271,2,93588,0.0142444968065416,0.0614129577339246,0.816714270870418,ACS_2_93540_+_NFR/NDR,,,Promoter,Promoter,,Promoter
272,2,93721,0.0037551755265854,0.0574400035072604,0.947911946901579,YBL067C,UBP13,SGDID:S000000163,ORF,Verified ORF,"""Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog ; UBP9 ; that arose from the whole genome duplication""",Verified ORF
273,2,93952,0.0142218093277389,0.0572710479525575,0.804027674853366,YBL067C,UBP13,SGDID:S000000163,ORF,Verified ORF,"""Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog ; UBP9 ; that arose from the whole genome duplication""",Verified ORF
274,2,95085,-0.0102076264480168,0.0573534142606313,0.858842609345029,YBL067C,UBP13,SGDID:S000000163,ORF,Verified ORF,"""Ubiquitin-specific protease that cleaves Ub-protein fusions; UBP13 has a paralog ; UBP9 ; that arose from the whole genome duplication""",Verified ORF
275,2,103188,0.036337095046961,0.0587164778787253,0.536409809554615,YBL063W,KIP1,SGDID:S000000159,ORF,Verified ORF,"""Kinesin-related motor protein; tracks plus-ends and stabilizes microtubules; required for mitotic spindle assembly ; chromosome segregation ; and 2 micron plasmid partitioning; functionally redundant with Cin8p for chromosomal but not plasmid functions""",Verified ORF
276,2,107124,0.0277895827251519,0.0573654556551677,0.628380727612791,YBL061C,SKT5,SGDID:S000000157,ORF,Verified ORF,"""Activator of Chs3p (chitin synthase III) during vegetative growth; recruits Chs3p to the bud neck via interaction with Bni4p; SKT5 has a paralog ; SHC1 ; that arose from the whole genome duplication""",Verified ORF
277,2,111645,0.0409353345476136,0.0573799188076743,0.476064250528246,YBL058W,SHP1,SGDID:S000000154,ORF,Verified ORF,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
278,2,111916,0.0347776675979308,0.0575268462397527,0.545868571641696,YBL058W,SHP1,SGDID:S000000154,ORF,Verified ORF,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
279,2,111931,0.048861995737437,0.0575859336650411,0.396731374610072,YBL058W,SHP1,SGDID:S000000154,ORF,Verified ORF,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
280,2,111999,0.0424377882834656,0.0573931944189201,0.460142227250696,YBL058W,SHP1,SGDID:S000000154,ORF,Verified ORF,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
281,2,114528,0.0508322197454439,0.0577047631483499,0.378970428551513,YBL056W,PTC3,SGDID:S000000152,ORF,Verified ORF,"""Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress; dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p); role in DNA damage checkpoint inactivation; PTC3 has a paralog ; PTC2 ; that arose from the whole genome duplication""",Verified ORF
282,2,116024,0.0564380582178207,0.0578275441085733,0.329746729911011,YBL055C,YBL055C,SGDID:S000000151,ORF,Verified ORF,"""3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases""",Verified ORF
283,2,119244,0.008589844387538,0.0631082631629156,0.891809672422089,YBL054W,TOD6,SGDID:S000000150,Close to 3'-UTR,Close to 3'-UTR,"""PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization""",Verified ORF
284,2,119246,0.0059913243644465,0.0637823250228226,0.925214935059012,YBL054W,TOD6,SGDID:S000000150,Close to 3'-UTR,Close to 3'-UTR,"""PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization""",Verified ORF
285,2,119247,-0.0003273488224889,0.0642436537445037,0.99593733368127,YBL054W,TOD6,SGDID:S000000150,Close to 3'-UTR,Close to 3'-UTR,"""PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization""",Verified ORF
286,2,120090,0.0391486392923464,0.0576391656790698,0.497454939327505,YBL052C,SAS3,SGDID:S000000148,ORF,Verified ORF,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
287,2,120291,0.0081890946602289,0.0583347633251768,0.888439005495912,YBL052C,SAS3,SGDID:S000000148,ORF,Verified ORF,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
288,2,120726,0.0243221384905727,0.0579848964788248,0.675137729834258,YBL052C,SAS3,SGDID:S000000148,ORF,Verified ORF,"""Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3 ; involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal""",Verified ORF
