SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1090,3,198110,-0.0399636437270288,0.05648253254551,0.479697900884398,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1091,3,198164,-0.0399636437270288,0.05648253254551,0.479697900884398,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1092,3,198348,-0.0415519391630737,0.0567071720579639,0.464199786067651,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1093,3,198615,-0.0338865625902918,0.0568154272808164,0.551268672842839,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1094,3,201026,-0.0166409262332099,0.113930661880923,0.883955914066766,MATALPHA,MATALPHA,SGDID:S000029699,Other features,Mating-related region,"""Mating type locus; note that the systematic sequence in SGD contains MATalpha sequences""",mating_type_region
1095,3,203261,0.0537593041527741,0.0566658910605217,0.343418888784329,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1096,3,204854,0.0528299765662235,0.056725419836464,0.352320379772675,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1097,3,204897,0.0516118619801925,0.0568724322055414,0.364760331890526,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1098,3,204903,0.0571275629410984,0.0568063747379911,0.3152708399943,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1099,3,207966,0.0116325352265364,0.0563591331988565,0.836597324021142,YCR044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1100,3,207999,0.0127617368346796,0.0566138264892416,0.82178508575556,YCR044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1101,3,208066,0.0040631116547058,0.0577265833914844,0.943926727216779,YCR044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1102,3,208086,0.0132125016595333,0.0590462980984065,0.823069520679199,YCR044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1103,3,208234,0.0044569619999852,0.056446328827856,0.937109744774538,YCR045C,RRT12,SGDID:S000000641,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1104,3,208660,0.024431048332577,0.0567277003601991,0.666969512639762,YCR045C,RRT12,SGDID:S000000641,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1105,3,208696,0.0257101592040928,0.0564204554241899,0.648894092189809,YCR045C,RRT12,SGDID:S000000641,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1106,3,208702,0.0239160217224746,0.0564979660075425,0.672328590905755,YCR045C,RRT12,SGDID:S000000641,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1107,3,210472,0.0887892073364814,0.0563246650915749,0.115833439346267,XUT_3F-99,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1108,3,210757,0.117304750832164,0.056186116436977,0.0375333671639809,XUT_3F-99,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1109,3,211348,0.0475010066934954,0.0562810043838015,0.399242591692171,YCR047C,BUD23,SGDID:S000000643,ORF,Verified ORF,"""Methyltransferase that methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; functions with DEAH-box RNA helicase Ecm16p; diploid mutant displays random budding pattern; functional homolog of human WBSCR22""",Verified ORF
1110,3,211722,-0.007973418675203,0.0657820357425323,0.903593932366747,YCR048W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1111,3,211881,0.0285439034154627,0.0563155045389497,0.612571668933805,YCR049C,YCR049C,SGDID:S000000645,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1112,3,211998,0.0282301180057684,0.0563531331992946,0.616718329965103,YCR049C,YCR049C,SGDID:S000000645,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1113,3,212095,0.0010756189884171,0.0567502528659508,0.984888865474576,YCR049C,YCR049C,SGDID:S000000645,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1114,3,214156,0.0142638697613431,0.0563804549325964,0.800420758973973,YCR051W,YCR051W,SGDID:S000000647,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; contains ankyrin (Ank) repeats; YCR051W is not an essential gene""",Uncharacterized ORF
1115,3,217647,0.0511121309890389,0.0565686854449163,0.366854966181476,YCR053W,THR4,SGDID:S000000649,ORF,Verified ORF,"""Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
1116,3,218280,0.150965815770617,0.127659194819367,0.237775880288793,YCR053W,THR4,SGDID:S000000649,Close to 3'-UTR,Close to 3'-UTR,"""Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
1117,3,218769,0.0331931327105165,0.0572592076337171,0.562487084218016,YCR054C,CTR86,SGDID:S000000650,ORF,Verified ORF,"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1118,3,219050,0.0041114080190404,0.0567498598419287,0.942286499160078,YCR054C,CTR86,SGDID:S000000650,ORF,Verified ORF,"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1119,3,221006,-0.0545851005628154,0.0565689388203832,0.335240141017644,YCR057C,PWP2,SGDID:S000000653,ORF,Verified ORF,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis""",Verified ORF
1120,3,221813,-0.0443258325095018,0.0565162554084386,0.433388692778214,YCR057C,PWP2,SGDID:S000000653,ORF,Verified ORF,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis""",Verified ORF
1121,3,222829,-0.0485706683666695,0.0566669603335476,0.391957320698527,YCR057C,PWP2,SGDID:S000000653,ORF,Verified ORF,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis""",Verified ORF
1122,3,224310,-0.0015425091956304,0.0572836088353591,0.978532708725247,YCR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1123,3,224773,-0.0799344286856218,0.122568661594477,0.514722112885605,YCR059C,YIH1,SGDID:S000000655,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to Gcn1p; may contribute to regulation of translation in response to starvation via regulation of Gcn2p; binds to monomeric actin and to ribosomes and polyribosomes; ortholog of mammalian IMPACT""",Verified ORF
1124,3,226294,-0.0068890721686532,0.056607293139788,0.903206356532683,YCR061W,TVS1,SGDID:S000000657,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains""",Verified ORF
1125,3,226510,-0.0034826558756797,0.0565490706741813,0.950927031063125,YCR061W,TVS1,SGDID:S000000657,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains""",Verified ORF
1126,3,227816,0.046110545198787,0.0576201307455865,0.424103829541036,tS(CGA)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1127,3,228048,0.0508181846346467,0.0565991324051768,0.369871338061782,tS(CGA)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1128,3,229226,0.0186186321077266,0.0596097797093693,0.75496511858608,YCR065W_NFR/NDR,,,Promoter,Promoter,,Promoter
1129,3,229272,0.0804559695433641,0.0607182755512967,0.186004960982337,YCR065W_NFR/NDR,,,Promoter,Promoter,,Promoter
1130,3,229351,0.0361477603756458,0.0566720507969405,0.523990677965254,YCR065W,HCM1,SGDID:S000000661,ORF,Verified ORF,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4""",Verified ORF
1131,3,230175,0.0547308693313069,0.056371611351251,0.33226575448986,YCR065W,HCM1,SGDID:S000000661,ORF,Verified ORF,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4""",Verified ORF
1132,3,233663,0.0925533904404451,0.0563671933844134,0.101486196243364,YCR067C,SED4,SGDID:S000000663,ORF,Verified ORF,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1133,3,234438,0.101960127697126,0.0562332150739617,0.0706554772813134,YCR067C,SED4,SGDID:S000000663,ORF,Verified ORF,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1134,3,235617,0.09749486799094,0.0564161366789665,0.0848379947409616,YCR067C,SED4,SGDID:S000000663,ORF,Verified ORF,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1135,3,237105,0.106779400955141,0.0560984156217317,0.0577976055177697,YCR068W_NFR/NDR,,,Promoter,Promoter,,Promoter
1136,3,238714,0.0511610335834762,0.0562754567134891,0.363908092004419,YCR068W,ATG15,SGDID:S000000664,ORF,Verified ORF,"""Phospholipase; preferentially hydrolyses phosphatidylserine ; with minor activity against cardiolipin and phosphatidylethanolamine; required for lysis of autophagic and CVT bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis; expression regulated by Yap1p during autophagy""",Verified ORF
1137,3,238914,0.0637994029627739,0.0565578301044477,0.260069812955944,YCR069W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1138,3,241126,0.051698014336532,0.0565106103287849,0.360901525121978,YCR072C,RSA4,SGDID:S000000668,ORF,Verified ORF,"""Ribosomal large subunit (60S) assembly factor; association of the N-terminal ubiquitin-like (UBL) domain of this preribosomal factor with the MIDAS domain in the Rea1p tail ; promoted by the GTPase Nog2p ; is required for the ATP-dependent dissociation of preribosomal factors including the Rix1p subcomplex ; Rea1p ; Nog2p and Rsa1p itself prior to nuclear export of pre-60S particles; contains WD-repeats and a UBL domain; localizes to the nucleolus""",Verified ORF
1139,3,242447,5.65044974333295e-05,0.0746205715914175,0.999396250350799,YCR072C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1140,3,242578,-0.0291238209565969,0.0567277516188982,0.607995261651002,XUT_3F-108,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1141,3,245238,-0.0157840674455933,0.0568910492555288,0.781601781103943,YCR073C,SSK22,SGDID:S000000669,ORF,Verified ORF,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog ; SSK2 ; that arose from the whole genome duplication""",Verified ORF
1142,3,247158,-0.0402871491743444,0.0562951707508905,0.474685957170107,YCR073W-A,SOL2,SGDID:S000000718,ORF,Verified ORF,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog ; SOL1 ; that arose from the whole genome duplication""",Verified ORF
1143,3,247980,-0.103281548633542,0.128783794251413,0.423106221608593,YCR073W-A,SOL2,SGDID:S000000718,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog ; SOL1 ; that arose from the whole genome duplication""",Verified ORF
1144,3,248454,-0.0226201002927769,0.0564099854343648,0.688666699247815,YCR075C,ERS1,SGDID:S000000671,ORF,Verified ORF,"""Protein involved in cystine transport; localizes to the vacuole ; plasma membrane and endosome; similarity to human cystinosin ; a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains; mutation is functionally complemented by human CTNS""",Verified ORF
1145,3,249311,-0.0434883737459475,0.0614160612132516,0.479353871745817,YCR076C,FUB1,SGDID:S000000672,ORF,Verified ORF,"""Proteasome-binding protein; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1 ; a proteasome inhibitor; not an essential gene""",Verified ORF
1146,3,249928,-0.0542406627294915,0.0565730268867247,0.338329570125418,YCR076C,FUB1,SGDID:S000000672,ORF,Verified ORF,"""Proteasome-binding protein; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1 ; a proteasome inhibitor; not an essential gene""",Verified ORF
1147,3,251255,-0.0323534616599304,0.0567503878117049,0.568971750178439,YCR077C,PAT1,SGDID:S000000673,ORF,Verified ORF,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1148,3,251274,-0.024059829411,0.0567620641866368,0.671917595823342,YCR077C,PAT1,SGDID:S000000673,ORF,Verified ORF,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1149,3,251879,-0.054779315783936,0.0566631236509379,0.334328758656167,YCR077C,PAT1,SGDID:S000000673,ORF,Verified ORF,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1150,3,251939,-0.0510734457407085,0.0566097425878936,0.36756453971247,YCR077C,PAT1,SGDID:S000000673,ORF,Verified ORF,"""Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission ; maintenance of rDNA locus stability ; and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation ; most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation""",Verified ORF
1151,3,252801,-0.054661863602893,0.0565826809726462,0.334679071084218,YCR079W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1152,3,253109,-0.0593608390618455,0.0563271885421671,0.292668885005611,YCR079W,PTC6,SGDID:S000002133,ORF,Verified ORF,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1153,3,253118,-0.0631133452971095,0.0563334267921878,0.263324851920369,YCR079W,PTC6,SGDID:S000002133,ORF,Verified ORF,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1154,3,253321,-0.0662492062724337,0.0563767257481271,0.240740235640844,YCR079W,PTC6,SGDID:S000002133,ORF,Verified ORF,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1155,3,253394,-0.0529268063302298,0.0566125816056348,0.350481617958171,YCR079W,PTC6,SGDID:S000002133,ORF,Verified ORF,"""Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase""",Verified ORF
1156,3,254361,-0.0405015494160061,0.0567636644413299,0.476000511655589,YCR081W_NFR/NDR,,,Promoter,Promoter,,Promoter
1157,3,254926,-0.0419528203217151,0.0566593648636348,0.459525680818773,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1158,3,256359,-0.0327828876852856,0.0567266162603119,0.563693234601105,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1159,3,256593,-0.0382557807200791,0.0569023177926772,0.50182859338635,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1160,3,256989,-0.0158393970490852,0.0566403660151353,0.779910928556989,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1161,3,257462,-0.0178976683426442,0.0565350915991074,0.751752271154696,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1162,3,258273,0.0083883283587797,0.0566107568581597,0.882288854164821,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1163,3,258343,0.005335803293711,0.0567026359130261,0.925081915133504,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1164,3,258579,0.0095110220743159,0.0566614627362467,0.866791919051667,YCR081W,SRB8,SGDID:S000000677,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression""",Verified ORF
1165,3,258768,0.0040293958347127,0.0568182303999776,0.94350372941031,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1166,3,258781,-0.0026236778876851,0.0567031751560268,0.963120906186709,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1167,3,258828,0.0035011262568028,0.0565035208323501,0.95062738506829,YCR082W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1168,3,259020,0.0254917121493616,0.0569714770415402,0.654826841513416,YCR082W,AHC2,SGDID:S000000678,ORF,Verified ORF,"""Component of the ADA histone acetyltransferase complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ahc1p to the complex""",Verified ORF
1169,3,259458,0.0485617006121518,0.0566444084628765,0.391856379161674,YCR083W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1170,3,260010,0.100484779405553,0.0856576258620879,0.241547517515472,YCR082W,AHC2,SGDID:S000000678,Close to 3'-UTR,Close to 3'-UTR,"""Component of the ADA histone acetyltransferase complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ahc1p to the complex""",Verified ORF
1171,3,261281,0.0132311497192562,0.0566782498793384,0.815552614706727,YCR084C,TUP1,SGDID:S000000680,ORF,Verified ORF,"""General repressor of transcription ; forms complex with Cyc8p; involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4 and stabilization of nucleosomes over promoters; appears to enhance expression of some genes""",Verified ORF
1172,3,262631,-0.0601613979696227,0.0566015806489652,0.288557262973538,YCR085W_NFR/NDR,,,Promoter,Promoter,,Promoter
1173,3,265059,-0.0658227698158723,0.0567023474598383,0.246488401658652,YCR088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1174,3,267625,-0.0362134138325265,0.0570210654672184,0.525782234755002,YCR089W,FIG2,SGDID:S000000685,ORF,Verified ORF,"""Cell wall adhesin ; expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog ; AGA1 ; that arose from the whole genome duplication""",Verified ORF
1175,3,272925,-0.003951061165236,0.061947162688822,0.949180590520641,ARS316,ARS316,SGDID:S000028491,Other features,Replication,"""Inefficient autonomously replicating sequence; active in ~25% of cell cycles""",ARS
1176,3,273446,-0.0131396497775198,0.0583300610922385,0.821904429597237,YCR090C,YCR090C,SGDID:S000000686,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YCR090C is not an essential gene""",Uncharacterized ORF
1177,3,273631,0.014031931389307,0.0586571192881196,0.811074151126706,YCR090C,YCR090C,SGDID:S000000686,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YCR090C is not an essential gene""",Uncharacterized ORF
1178,3,274530,0.0071774351767071,0.0572786763999181,0.900351620175628,YCR091W,KIN82,SGDID:S000000687,ORF,Verified ORF,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1179,3,274845,-0.004820861306114,0.0567483461454429,0.932348049118145,YCR091W,KIN82,SGDID:S000000687,ORF,Verified ORF,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1180,3,275765,0.0230001039286293,0.0571081266163582,0.687378440444686,YCR091W,KIN82,SGDID:S000000687,ORF,Verified ORF,"""Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog ; FPK1 ; that arose from the whole genome duplication""",Verified ORF
1181,3,278462,-0.0124854228271617,0.0571201452243844,0.827102164363507,YCR092C,MSH3,SGDID:S000000688,ORF,Verified ORF,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1182,3,278675,-0.0135084279971521,0.0572267105061634,0.813529916715644,YCR092C,MSH3,SGDID:S000000688,ORF,Verified ORF,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1183,3,278791,-0.0099835519486489,0.0575795544473307,0.862446544745642,YCR092C,MSH3,SGDID:S000000688,ORF,Verified ORF,"""Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends ; contains a PCNA (Pol30p) binding motif required for genome stability""",Verified ORF
1184,3,282537,0.0201681802336664,0.0581961996529373,0.72913218951601,YCR093W,CDC39,SGDID:S000000689,ORF,Verified ORF,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1185,3,284743,0.008920303804718,0.0574581809036447,0.876714045785185,YCR093W,CDC39,SGDID:S000000689,ORF,Verified ORF,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
