SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1550,4,275721,0.0230994818502667,0.18297013226019,0.899608060255594,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1551,4,275859,0.0352997356991637,0.182775060621944,0.846966567214463,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1552,4,275865,0.0500650784523183,0.182954858568347,0.784515825987952,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1553,4,275877,0.0500650784523183,0.182954858568347,0.784515825987952,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1554,4,276015,0.0226818466882205,0.1826371239514,0.901234909592662,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1555,4,276066,0.0375751144841231,0.183348666286208,0.837738660124766,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1556,4,276194,0.0632799472619291,0.183859724315133,0.730919506285893,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1557,4,276201,0.0042691415850862,0.183619149984199,0.981464007841752,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1558,4,276375,0.0157405523423992,0.18297234487959,0.931493768520761,YDL103C,QRI1,SGDID:S000002261,ORF,Verified ORF,"""UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc) ; which is important in cell wall biosynthesis ; protein N-glycosylation ; and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
1559,4,276645,0.0801380047026035,0.182977557985031,0.661678578950956,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1560,4,276806,0.0449813840406568,0.185617519725077,0.808662318427984,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1561,4,276820,0.0535021690379199,0.185503626289985,0.773197784024506,YDL102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1562,4,276934,0.0509456827997959,0.182227043603184,0.779969191805772,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1563,4,277129,0.0496458911183659,0.182679111883971,0.785961159280262,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1564,4,277137,0.0617097849372227,0.182997791876472,0.736154483324123,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1565,4,277249,0.0516479054344935,0.183401204588513,0.778406361635607,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1566,4,277276,0.0318248133381768,0.182495828860084,0.861661673379758,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1567,4,277639,0.0293419111322255,0.18282647934135,0.872586514266551,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1568,4,277649,0.0389935617205498,0.182165634765054,0.83062734186323,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1569,4,277971,0.0307110327747181,0.182690909051248,0.866597904100843,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1570,4,278164,0.0133099046173188,0.183222107903201,0.942130911414961,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1571,4,278914,0.000471551292275,0.183310719695629,0.997948964938802,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1572,4,278971,0.0461121977737754,0.183605862240869,0.801846015761948,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1573,4,279037,0.0128974391473338,0.18297297517742,0.943844992504997,YDL102W,POL3,SGDID:S000002260,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase delta; responsible for most of lagging strand DNA synthesis; required for chromosomal DNA replication during mitosis and meiosis ; intragenic recombination ; repair of double strand DNA breaks ; and DNA replication during nucleotide excision repair (NER)""",Verified ORF
1574,4,280703,-0.150910108990243,0.182471736549927,0.408777172381477,YDL101C,DUN1,SGDID:S000002259,ORF,Verified ORF,"""Cell-cycle checkpoint S/T protein kinase; required for transient G2/M arrest after DNA damage ; damage-induced transcription ; and nuclear-to-cytoplasmic redistribution of Rnr2p-Rnr4p after genotoxic stress and iron deprivation; phosphorylates repair protein Rad55p ; transcriptional repressor Sml1p ; superoxide dismutase ; and ribonucleotide reductase inhibitors Crt1p and Dif1p; functions in the Mec1p pathway to regulate dNTP pools and telomere length; postreplicative repair role""",Verified ORF
1575,4,280859,-0.0948557153271676,0.183518634167957,0.605568919261,YDL101C,DUN1,SGDID:S000002259,ORF,Verified ORF,"""Cell-cycle checkpoint S/T protein kinase; required for transient G2/M arrest after DNA damage ; damage-induced transcription ; and nuclear-to-cytoplasmic redistribution of Rnr2p-Rnr4p after genotoxic stress and iron deprivation; phosphorylates repair protein Rad55p ; transcriptional repressor Sml1p ; superoxide dismutase ; and ribonucleotide reductase inhibitors Crt1p and Dif1p; functions in the Mec1p pathway to regulate dNTP pools and telomere length; postreplicative repair role""",Verified ORF
1576,4,280934,-0.170990660876014,0.183195883886344,0.35126379734485,YDL101C,DUN1,SGDID:S000002259,ORF,Verified ORF,"""Cell-cycle checkpoint S/T protein kinase; required for transient G2/M arrest after DNA damage ; damage-induced transcription ; and nuclear-to-cytoplasmic redistribution of Rnr2p-Rnr4p after genotoxic stress and iron deprivation; phosphorylates repair protein Rad55p ; transcriptional repressor Sml1p ; superoxide dismutase ; and ribonucleotide reductase inhibitors Crt1p and Dif1p; functions in the Mec1p pathway to regulate dNTP pools and telomere length; postreplicative repair role""",Verified ORF
1577,4,282594,-0.0908938499023846,0.181712056688269,0.617240212073226,YDL100C,GET3,SGDID:S000002258,ORF,Verified ORF,"""Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex ; involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo ; shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress""",Verified ORF
1578,4,282713,-0.106885117550444,0.18233761702121,0.558120147461721,YDL100C,GET3,SGDID:S000002258,ORF,Verified ORF,"""Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex ; involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo ; shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress""",Verified ORF
1579,4,283570,-0.167266458660016,0.181316085955328,0.356891106643919,YDL099W,BUG1,SGDID:S000002257,ORF,Verified ORF,"""Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog ; Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes""",Verified ORF
1580,4,283830,-0.166306948010589,0.182835220410935,0.363654039503836,YDL099W,BUG1,SGDID:S000002257,ORF,Verified ORF,"""Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog ; Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes""",Verified ORF
1581,4,285234,-0.227074708577753,0.182917796236834,0.215281157814372,YDL098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1582,4,285372,-0.473034241869682,0.396678013581216,0.233870461760104,YDL098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1583,4,285568,-0.21121417551245,0.180970494179464,0.243949941431024,YDL097C,RPN6,SGDID:S000002255,ORF,Verified ORF,"""Essential ; non-ATPase regulatory subunit of the 26S proteasome lid; required for the assembly and activity of the 26S proteasome; the human homolog (S9 protein) partially rescues Rpn6p depletion; protein abundance increases in response to DNA replication stress""",Verified ORF
1584,4,287068,-0.186224449493459,0.180709256036731,0.303471654029102,YDL096C,OPI6,SGDID:S000002254,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified gene PMT1/YDL095W; YDL096C is not essential""",Dubious ORF
1585,4,289558,-0.154517041136959,0.188061200466895,0.411841126623866,YDL095W,PMT1,SGDID:S000002253,Close to 3'-UTR,Close to 3'-UTR,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose from dolichyl phosphate-D-mannose to protein serine and threonine residues; 1 of 7 related proteins involved in O-glycosylation which is essential for cell wall rigidity; functions as a heterodimer with Pmt2p but can also pair with Pmt3p; involved in ER quality control; amino terminus faces cytoplasm ; carboxyl terminus faces ER lumen""",Verified ORF
1586,4,289573,-0.129666323180266,0.18971230724189,0.494746114733963,YDL094C,YDL094C,SGDID:S000002252,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential""",Dubious ORF
1587,4,289631,-0.0639071914555735,0.185674073497257,0.730908215086091,YDL094C,YDL094C,SGDID:S000002252,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential""",Dubious ORF
1588,4,289647,-0.0736403762561702,0.183893637872619,0.689066669129019,YDL094C,YDL094C,SGDID:S000002252,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential""",Dubious ORF
1589,4,290003,-0.0297834469650844,0.182266503938976,0.870292261359357,YDL094C,YDL094C,SGDID:S000002252,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential""",Dubious ORF
1590,4,290096,-0.0699060290023096,0.181799007132759,0.700821870109789,YDL093W,PMT5,SGDID:S000002251,ORF,Verified ORF,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p ; can instead interact with Pmt2p in some conditions; target for new antifungals""",Verified ORF
1591,4,291044,0.0001383696919546,0.182064268014988,0.999394033381132,YDL093W,PMT5,SGDID:S000002251,ORF,Verified ORF,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p ; can instead interact with Pmt2p in some conditions; target for new antifungals""",Verified ORF
1592,4,291531,-0.0263069458470417,0.182349544541364,0.885372291292826,YDL093W,PMT5,SGDID:S000002251,ORF,Verified ORF,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p ; can instead interact with Pmt2p in some conditions; target for new antifungals""",Verified ORF
1593,4,292625,-0.0938206608919876,0.185357065099166,0.613059044909113,YDL092W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1594,4,292985,-0.051348430714643,0.182998020914779,0.779185004464169,YDL092W,SRP14,SGDID:S000002250,ORF,Verified ORF,"""Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain ; which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14""",Verified ORF
1595,4,293190,0.0074833023376185,0.181923365532869,0.967212032842463,YDL092W,SRP14,SGDID:S000002250,ORF,Verified ORF,"""Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain ; which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14""",Verified ORF
1596,4,293625,-0.0286542468190523,0.181674885067443,0.874765521274191,YDL091C,UBX3,SGDID:S000002249,ORF,Verified ORF,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1597,4,294073,-0.0114683420623522,0.181099587269702,0.949542624889255,YDL091C,UBX3,SGDID:S000002249,ORF,Verified ORF,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1598,4,294288,-0.0376183515813866,0.182573081175445,0.836874194762034,YDL091C,UBX3,SGDID:S000002249,ORF,Verified ORF,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1599,4,294760,-0.0470030381909,0.183507128350596,0.797993945584067,YDL091C,UBX3,SGDID:S000002249,Close to 3'-UTR,Close to 3'-UTR,"""Clathrin-coated vesicle component ; regulator of endocytosis; copurifies with the DSC ubiquitin ligase complex; UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p; required for efficient clathrin-mediated endocytosis; ortholog of fission yeast Ucp10""",Verified ORF
1600,4,297290,-0.0779711502573374,0.182712658269052,0.669827453613543,YDL089W,NUR1,SGDID:S000002247,ORF,Verified ORF,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1601,4,297499,-0.0720926402218562,0.184972383071329,0.696957845465049,YDL089W,NUR1,SGDID:S000002247,ORF,Verified ORF,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1602,4,297638,-0.0586489958802676,0.184144103578328,0.750297759824067,YDL089W,NUR1,SGDID:S000002247,ORF,Verified ORF,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1603,4,297848,-0.0977197848460665,0.181365176624794,0.590363614597793,YDL089W,NUR1,SGDID:S000002247,ORF,Verified ORF,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1604,4,298091,-0.117089450833239,0.182248397896534,0.520983954339848,YDL089W,NUR1,SGDID:S000002247,ORF,Verified ORF,"""Protein involved in regulation of mitotic exit; dephosphorylation target of Cdc14p in anaphase ; which promotes timely rDNA segregation and allows mitotic progression; interacts with Csm1p ; Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery ; possible Cdc28p substrate""",Verified ORF
1605,4,299599,-0.189538542942422,0.183802447593886,0.303149322537863,YDL088C,ASM4,SGDID:S000002246,ORF,Verified ORF,"""FG-nucleoporin component of central core of nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport; induces membrane tubulation ; which may contribute to nuclear pore assembly; ASM4 has a paralog ; NUP53 ; that arose from the whole genome duplication""",Verified ORF
1606,4,300038,0.0759818316407512,0.39490069698881,0.847533707327415,CUT053_NFR/NDR,,,Promoter,Promoter,,Promoter
1607,4,300148,-0.171917551394306,0.183092576527463,0.348390654051562,YDL088C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1608,4,302333,0.108356092792931,0.305800008051712,0.723298315306565,YDL086W,YDL086W,SGDID:S000002244,Close to 3'-UTR,Close to 3'-UTR,"""Putative carboxymethylenebutenolidase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene""",Uncharacterized ORF
1609,4,302334,0.0462189786564255,0.294986070462547,0.875585122187138,YDL086W,YDL086W,SGDID:S000002244,Close to 3'-UTR,Close to 3'-UTR,"""Putative carboxymethylenebutenolidase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene""",Uncharacterized ORF
1610,4,302346,0.324485168771463,0.3791806276163,0.392714591955314,YDL086W,YDL086W,SGDID:S000002244,Close to 3'-UTR,Close to 3'-UTR,"""Putative carboxymethylenebutenolidase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene""",Uncharacterized ORF
1611,4,302347,-0.0267847775517454,0.397488732334745,0.946313361733358,YDL086W,YDL086W,SGDID:S000002244,Close to 3'-UTR,Close to 3'-UTR,"""Putative carboxymethylenebutenolidase; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene""",Uncharacterized ORF
1612,4,302611,-0.21474997924576,0.181178646176985,0.236698496489864,YDL085C-A,YDL085C-A,SGDID:S000007588,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus""",Uncharacterized ORF
1613,4,303009,-0.0198595489307327,0.234786202457914,0.932638739699065,YDL085W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1614,4,303011,-0.161168069766823,0.183203301903112,0.379608129669526,YDL085W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1615,4,304549,-0.234595597710504,0.181478854686684,0.19696433527036,YDL085W,NDE2,SGDID:S000002243,ORF,Verified ORF,"""Mitochondrial external NADH dehydrogenase; catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain; NDE2 has a paralog ; NDE1 ; that arose from the whole genome duplication""",Verified ORF
1616,4,307387,-0.173183117166201,0.184463360238619,0.348450562685384,YDL084W,SUB2,SGDID:S000002242,Close to 3'-UTR,Close to 3'-UTR,"""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
1617,4,308154,-0.0808014023601454,0.18273998674533,0.65863988838765,YDL082W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1618,4,311231,-0.125620693179371,0.180686566750897,0.487361736392095,YDL080C,THI3,SGDID:S000002238,ORF,Verified ORF,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1619,4,311787,-0.202175283507496,0.18131040374737,0.265575461448383,YDL080C,THI3,SGDID:S000002238,ORF,Verified ORF,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1620,4,312488,-0.20529918558811,0.183606056227555,0.264263126319589,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1621,4,312611,-0.156477603297842,0.18188528875129,0.390202489336525,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1622,4,314015,-0.226079814131534,0.181434157684748,0.213564718166354,SUT043,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1623,4,314192,-0.354941326830272,0.203930251843424,0.0826420238146392,YDL079C,MRK1,SGDID:S000002237,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen synthase kinase 3 (GSK-3) homolog; one of four GSK-3 homologs in S. cerevisiae that function to activate Msn2p-dependent transcription of stress responsive genes and that function in protein degradation; MRK1 has a paralog ; RIM11 ; that arose from the whole genome duplication""",Verified ORF
1624,4,315072,-0.179753707326412,0.201557319725629,0.373094631937258,YDL079C,MRK1,SGDID:S000002237,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen synthase kinase 3 (GSK-3) homolog; one of four GSK-3 homologs in S. cerevisiae that function to activate Msn2p-dependent transcription of stress responsive genes and that function in protein degradation; MRK1 has a paralog ; RIM11 ; that arose from the whole genome duplication""",Verified ORF
1625,4,320017,-0.117219600096792,0.183829561396249,0.524112511474852,YDL077C,VAM6,SGDID:S000002235,ORF,Verified ORF,"""Guanine nucleotide exchange factor for the GTPase Gtr1p; subunit of the HOPS endocytic tethering complex; vacuole membrane protein; functions as a Rab GTPase effector ; interacting with both GTP- and GDP-bound conformations of Ypt7p; facilitates tethering and promotes membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; component of vacuole-mitochondrion contacts (vCLAMPs) important for lipid transfer between organelles""",Verified ORF
1626,4,320510,-0.0660660618737522,0.182259850486718,0.717208192513804,SUT045,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1627,4,328073,-0.0785629140046525,0.18200174367964,0.666251897369407,YDL073W,AHK1,SGDID:S000002231,ORF,Verified ORF,"""Scaffold protein in the HKR1 sub-branch of the Hog1p-signaling pathway; physically interacts with the cytoplasmic domain of Hkr1p ; and with Sho1p ; Pbs2p ; and Ste11p; prevents cross-talk signaling from Hkr1p of the osmotic stress MAPK cascade to the Kss1p MAPK cascade; non-essential gene""",Verified ORF
1628,4,331098,-0.211506659469777,0.18924575922438,0.264485285781119,YDL070W,BDF2,SGDID:S000002228,ORF,Verified ORF,"""Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog ; BDF1 ; that arose from the whole genome duplication""",Verified ORF
1629,4,336922,-0.12986783434996,0.181460430497023,0.47466129130436,YDL065C,PEX19,SGDID:S000002223,ORF,Verified ORF,"""Chaperone and import receptor for newly-synthesized class I PMPs; binds peroxisomal membrane proteins (PMPs) in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane; interacts with Myo2p and contributes to peroxisome partitioning""",Verified ORF
1630,4,340555,-0.17232560520013,0.189191352051846,0.362994122142205,YDL063C,SYO1,SGDID:S000002221,Close to 3'-UTR,Close to 3'-UTR,"""Transport adaptor or symportin; assembly chaperone that co-translationally associates with nascent Rpl5p ; preventing aggregation; facilitates synchronized nuclear coimport of two 5S-rRNA binding proteins ; Rpl5p and Rpl11p ; mediated by import receptor Kap104p; required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus""",Verified ORF
1631,4,351322,-0.0173938858658789,0.181497674084421,0.923705754638045,YDL057W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
