SNP,Chr,Pos,Effect,SE,PLM2_HNM1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3445,5,563565,-0.223913363190468,0.144710832217474,0.122683123870072,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3446,5,563580,-0.212280129033713,0.144619756366765,0.143035370697376,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3447,5,563607,-0.104879568470402,0.270402677106257,0.698350174268356,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3448,5,563608,-0.0736984348887355,0.147268675503392,0.617080492883176,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3449,5,563642,-0.347135161964611,0.263498204370834,0.18855567638599,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3450,5,563661,-0.353361217901137,0.263424886047749,0.180649178790729,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3451,5,563665,-0.184467119572113,0.137871821417452,0.181770413087746,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3452,5,563700,-0.113331484140948,0.135914978660228,0.404934454867071,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3453,5,563747,-0.124812061792829,0.13289204574374,0.348270832089496,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3454,5,563755,-0.131612492001129,0.13238467184771,0.320822476444686,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3455,5,563781,-0.123531448571109,0.132577112546696,0.352091940965922,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3456,5,563837,-0.133585861919039,0.133699369615577,0.318405939728018,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3457,5,563865,-0.18794794613597,0.203394399834679,0.356088040640893,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3458,5,563866,-0.132123582441958,0.134576054166177,0.326882455245825,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3459,5,563882,-0.127768207674743,0.1341337708892,0.341473351565237,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3460,5,563899,-0.110895957526221,0.134313991194526,0.409561946512833,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3461,5,563908,-0.110895957526221,0.134313991194526,0.409561946512833,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3462,5,563929,-0.100579480450814,0.134199315435926,0.454068114142627,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3463,5,563964,-0.124097317534413,0.132371652475817,0.349146683191138,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3464,5,563970,-0.124456920990731,0.132031095516118,0.346513114639603,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3465,5,564006,-0.134540793672177,0.1323133796961,0.30992863350799,YERComega1,YERComega1,SGDID:S000006903,Other features,LTR,"""Ty5 LTR""",reverse complement
3466,5,564048,-0.117310668920862,0.132689103388425,0.377243036234516,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3467,5,564065,-0.113514840754337,0.132344056035453,0.391626152045657,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3468,5,564074,-0.121082646658905,0.132350202516686,0.360886691621203,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3469,5,564097,-0.115305077420081,0.132694083435867,0.385462614117398,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3470,5,564135,-0.114860135658002,0.132695176598573,0.387300793249883,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3471,5,564147,-0.130492323487018,0.133199391026554,0.327916723146803,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3472,5,564195,-0.105638781736433,0.133251097600556,0.428438603204485,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3473,5,564197,-0.105638781736433,0.133251097600556,0.428438603204485,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3474,5,564206,-0.124959146814624,0.133966966054808,0.351580976569042,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3475,5,564212,-0.131117472212853,0.133570230637849,0.326951041812727,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3476,5,564236,-0.133227099709894,0.132667659243656,0.315961963735207,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3477,5,564252,-0.141727305929937,0.134116975308438,0.291351097902373,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3478,5,564265,-0.151130608476194,0.133708153663527,0.259116346420602,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3479,5,564272,-0.163612300620768,0.133855510790709,0.22240770851042,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3480,5,564298,-0.130505580527511,0.133597812359211,0.32931031102546,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3481,5,564300,-0.147745184797093,0.133531837986263,0.269288857145558,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3482,5,564304,-0.147745184797093,0.133531837986263,0.269288857145558,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3483,5,564343,-0.153556307200708,0.137862612763666,0.26610748412397,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3484,5,564355,-0.0787946727505953,0.145743394899408,0.589096874715054,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3485,5,564360,-0.064989237240244,0.146360693350918,0.657289513787489,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3486,5,564372,-0.193253335473079,0.263919933902516,0.464506580997438,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3487,5,564393,-0.444857030438582,0.267827364417085,0.0976044823377567,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3488,5,564395,0.255627756905344,0.260999319606652,0.328043623182033,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3489,5,564397,-0.16950794308757,0.184402903185655,0.358605063494876,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3490,5,564403,-0.22693247390399,0.263827375433898,0.39028732655834,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3491,5,564406,-0.207416776951512,0.263914374203915,0.432438935116794,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3492,5,564431,-0.0405018610838748,0.159944032327975,0.800241593909377,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3493,5,564461,-0.129564625982108,0.143227345042591,0.366289963341948,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3494,5,564462,-0.129564625982108,0.143227345042591,0.366289963341948,SUT100,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3495,5,564469,-0.162465147137454,0.138630278955416,0.242015030840905,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3496,5,564472,-0.118407618336517,0.143838597843104,0.410951286879933,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3497,5,564485,-0.169700551868313,0.142163399507805,0.233396644957839,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3498,5,564486,-0.172029752723736,0.141879937693504,0.226131007571165,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3499,5,564496,-0.146386430501865,0.141995116965558,0.303281430320188,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3500,5,564516,-0.134629254902973,0.137800104182484,0.329243404259593,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3501,5,564535,-0.147269890236843,0.13413940771401,0.273002209050346,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3502,5,564551,-0.126928946503141,0.135636523404165,0.350014818742398,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3503,5,564567,-0.109816170400046,0.13645019661663,0.421472364735764,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3504,5,564574,-0.15044026099312,0.137686313851794,0.27530119237312,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3505,5,564590,-0.135063649907492,0.135125943813983,0.318218327407245,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3506,5,564680,-0.101793106116477,0.134606643254558,0.450017794307698,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3507,5,564696,-0.26312656011619,0.263898311034364,0.31941080654182,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3508,5,564701,-0.26312656011619,0.263898311034364,0.31941080654182,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3509,5,564705,-0.26312656011619,0.263898311034364,0.31941080654182,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3510,5,564717,-0.257597337981641,0.264038597546296,0.32992840139789,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3511,5,564723,-0.25695907943799,0.264198734199691,0.331419264409686,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3512,5,564730,-0.238957071633338,0.264088246031179,0.36616835983174,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3513,5,564732,-0.238957071633338,0.264088246031179,0.36616835983174,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3514,5,564809,-0.234091765271294,0.264450982363309,0.376651837641388,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3515,5,564814,-0.208115110676486,0.264412270567256,0.431759830819621,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3516,5,564841,-0.26172822011714,0.264377578866294,0.322862529692356,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3517,5,564865,-0.202889681412425,0.264632708433516,0.443781800917055,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3518,5,564880,-0.246616725313006,0.264318465771516,0.35144286252603,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3519,5,564894,-0.276089874310069,0.264060648736525,0.296482055196956,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3520,5,564898,-0.314124873097663,0.26386517097193,0.234659728250826,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3521,5,564904,-0.294494398024943,0.264004313214648,0.265398936749438,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3522,5,564935,-0.233058766250475,0.264103178024917,0.378132150680885,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3523,5,564937,-0.233058766250475,0.264103178024917,0.378132150680885,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3524,5,564938,-0.233058766250475,0.264103178024917,0.378132150680885,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3525,5,564945,-0.238189773658435,0.264023622942632,0.367590601067239,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3526,5,564949,-0.238189773658435,0.264023622942632,0.367590601067239,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3527,5,564968,-0.0780045785867995,0.155750054534109,0.616801642244618,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3528,5,565000,-0.170994470151407,0.142626609315425,0.231372577364724,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3529,5,565007,-0.170779787837349,0.142532662732726,0.231650774212276,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3530,5,565013,-0.165135860522718,0.143623372623209,0.25101120268454,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3531,5,565036,-0.153170081177341,0.136549358141793,0.262744157892991,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3532,5,565093,-0.107710776650504,0.132557238252301,0.417017729685514,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3533,5,565120,-0.127423851363787,0.132885023872033,0.338263900580722,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3534,5,565122,-0.126478895787685,0.133090774698399,0.342599590795658,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3535,5,565125,-0.126478895787685,0.133090774698399,0.342599590795658,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3536,5,565208,-0.107424074194034,0.133112625969913,0.420200430941504,E:564025-566229,,,Intergenic region,Intergenic region,between YERComega1 and YER187W,Intergenic region
3537,5,565243,-0.107778741702641,0.132733124433021,0.41734124752517,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3538,5,565254,-0.136109275035509,0.133183465916255,0.307495777261558,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3539,5,565289,-0.178691421255492,0.222700750681683,0.422870975801003,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3540,5,565293,-0.10145641582027,0.135002165892345,0.452842342037953,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3541,5,565315,-0.123724403431853,0.134751081452746,0.359156777404368,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3542,5,565361,-0.117642526224844,0.138553742085517,0.396414962554637,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3543,5,565365,-0.117642526224844,0.138553742085517,0.396414962554637,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3544,5,565371,-0.07043770912313,0.140354589389154,0.616082102932442,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3545,5,565372,-0.0679756987653303,0.140754661914132,0.629439512539738,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3546,5,565388,-0.121392229605206,0.139442601046469,0.38458967014619,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3547,5,565423,-0.122112136110961,0.13603773611038,0.369992357063369,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3548,5,565436,-0.0970210814513707,0.136429509814352,0.477464390549773,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3549,5,565441,-0.108892553821099,0.135593027388309,0.422466735258453,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3550,5,565448,-0.0892639910973807,0.135071004827421,0.509128568828747,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3551,5,565475,-0.104679335202162,0.135195584796968,0.439283070876871,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3552,5,565507,-0.103387467482826,0.134607605451633,0.442961715603392,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3553,5,565512,-0.118795374759118,0.134772496592841,0.378673444457657,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3554,5,565539,-0.0944242070559158,0.136462181865504,0.489427275172599,YER187W_NFR/NDR,,,Promoter,Promoter,,Promoter
3555,5,565639,-0.132132068835444,0.132349621292412,0.318790507974391,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3556,5,565651,-0.134139496146479,0.132173217254413,0.310859778918935,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3557,5,565675,-0.132567540071475,0.132146368645459,0.316457730091933,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3558,5,565711,-0.123652939597656,0.137299676820906,0.368411740693747,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3559,5,565722,-0.260550169624071,0.263780891552381,0.323950545041686,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3560,5,565729,-0.274617812785649,0.263773693013655,0.29853634588512,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3561,5,565731,-0.318975077043026,0.263549167424679,0.226971375125477,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3562,5,565737,-0.333232892461365,0.263582299288538,0.206975835154343,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3563,5,565800,-0.248970054920758,0.238682898685433,0.29761594986933,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3564,5,565808,-0.15018635017055,0.207682610222621,0.470064627939628,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3565,5,565834,-0.156192046538738,0.134858570114025,0.247568884068815,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3566,5,565880,-0.116718431026428,0.151805869712162,0.44248673449308,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3567,5,565885,-0.111927709817339,0.155360377750024,0.471731394907388,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3568,5,566202,0.0348180599006458,0.265089249183267,0.895577480957728,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3569,5,566255,-0.252196587723174,0.21986535165805,0.252137743102698,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3570,5,566370,-0.159895076875999,0.203591782594978,0.432762892288804,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3571,5,566373,-0.328057808478035,0.26364227232468,0.214203947672425,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3572,5,566376,-0.318826117371109,0.263724274137944,0.227496052200022,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3573,5,566378,-0.154202664676771,0.266491367660152,0.563200856239531,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3574,5,566382,-0.306932786965907,0.263672758837201,0.24518296954423,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3575,5,566388,-0.324704226064959,0.263579200403902,0.218804977910684,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3576,5,566400,-0.0602678589202481,0.168293110419072,0.72047320567043,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3577,5,566427,-0.120964615203147,0.152587649769917,0.428453077021458,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3578,5,566434,-0.120964615203147,0.152587649769917,0.428453077021458,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3579,5,566463,-0.0975616621954849,0.163176298830586,0.550295952465384,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3580,5,566466,-0.0829420022589229,0.163356135356342,0.611954680234502,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3581,5,566472,-0.123258241158771,0.163368612164061,0.45106447259664,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3582,5,566501,-0.0847753784859204,0.147143949342117,0.564888323527976,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3583,5,566502,-0.104060167995731,0.146258622075887,0.477256374887819,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3584,5,566512,-0.12811041550364,0.145069525723001,0.377785041473665,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3585,5,566542,-0.155837477287225,0.134263176798976,0.246553683396989,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3586,5,566565,-0.123899378978583,0.133589749084826,0.354320549373951,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3587,5,566568,-0.123899378978583,0.133589749084826,0.354320549373951,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3588,5,566580,-0.127375971048744,0.133393285637115,0.34028655738839,YER187W,YER187W,SGDID:S000000989,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3589,5,566740,-0.206236477002499,0.264099796676744,0.435382570640998,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3590,5,566755,-0.230974163488508,0.204262062609381,0.258918033687354,YER187W,YER187W,SGDID:S000000989,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; induced in respiratory-deficient cells""",Uncharacterized ORF
3591,6,12139,0.653913282196315,0.628308995710657,0.298703362982528,YFL059W,SNZ3,SGDID:S000001835,ORF,Verified ORF,"""Pyridoxal-5'-phosphate synthase; involved in thiamine and pyridoxine biosynthesis; member of a stationary phase-induced gene family where transcriptional induction precedes the diauxic shift; induced in the absence of thiamine in a Thi2/3p-dependent manner and repressed in its presence; forms a co-regulated gene pair with SNO3; paralog of SNZ1 and SNZ2""",Verified ORF
3592,6,14922,0.0106038746209197,0.573440140558666,0.985257057840587,YFL056C,AAD6,SGDID:S000001838,ORF,pseudogene,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; ORFs AAD6/YFL056C and AAD16/YFL057C are displaced from one another by -1 frameshift; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family; expression induced in cells treated with the mycotoxin patulin""",pseudogene
3593,6,14925,-0.198234082819673,0.545252503554421,0.716401382489425,YFL056C,AAD6,SGDID:S000001838,ORF,pseudogene,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; ORFs AAD6/YFL056C and AAD16/YFL057C are displaced from one another by -1 frameshift; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family; expression induced in cells treated with the mycotoxin patulin""",pseudogene
3594,6,14958,-0.0879554862163374,0.284542125245549,0.757418425914448,YFL056C,AAD6,SGDID:S000001838,ORF,pseudogene,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; ORFs AAD6/YFL056C and AAD16/YFL057C are displaced from one another by -1 frameshift; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family; expression induced in cells treated with the mycotoxin patulin""",pseudogene
3595,6,14985,0.32416010314425,0.27387520844917,0.237365846356564,YFL056C,AAD6,SGDID:S000001838,ORF,pseudogene,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; ORFs AAD6/YFL056C and AAD16/YFL057C are displaced from one another by -1 frameshift; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family; expression induced in cells treated with the mycotoxin patulin""",pseudogene
3596,6,14991,0.169798961473777,0.270657317731051,0.530830341712942,YFL056C,AAD6,SGDID:S000001838,ORF,pseudogene,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; ORFs AAD6/YFL056C and AAD16/YFL057C are displaced from one another by -1 frameshift; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family; expression induced in cells treated with the mycotoxin patulin""",pseudogene
