SNP,Chr,Pos,Effect,SE,HUG1_ALO1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2206,4,696549,0.0051142028112474,0.172057411546227,0.97630411563068,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2207,4,696696,-0.120150528210142,0.172568523122746,0.486731562588991,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2208,4,697690,-0.0908399486139223,0.171555918495759,0.596787078787752,YDR122W,KIN1,SGDID:S000002529,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2209,4,698189,-0.0688973664786833,0.173387701957244,0.691342041541775,YDR122W,KIN1,SGDID:S000002529,Close to 3'-UTR,Close to 3'-UTR,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2210,4,698339,-0.0736911481541419,0.172070992353522,0.66872291265397,YDR122W,KIN1,SGDID:S000002529,Close to 3'-UTR,Close to 3'-UTR,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated unfolded protein response; regulates HAC1 mRNA translocation ; splicing and translation with KIN2 during ER stress; direct phosphorylation of the substrate Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the plasma membrane; activation loop phosphorylation (T302) required for full kinase activity; orthologous to MARK/PAR-1 ; AMP-activated protein kinase (AMPK) family members""",Verified ORF
2211,4,700036,-0.147322080293538,0.172794833506852,0.394468220896992,YDR123C,INO2,SGDID:S000002530,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs) ; required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift""",Verified ORF
2212,4,700250,-0.147009046939885,0.17315222790263,0.396447665104394,YDR123C,INO2,SGDID:S000002530,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs) ; required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift""",Verified ORF
2213,4,700621,-0.101620879071061,0.173544902321173,0.558545676074438,YDR124W,YDR124W,SGDID:S000002531,CDS,CDS,"""Mitochondrial protein of unknown function; null mutant show severe fragmentation of mitochondria; expression is strongly induced by alpha factor; may have role in maintenance of mitochondrial morphology""",Uncharacterized ORF
2214,4,700855,-0.119763283787054,0.175453818326664,0.495312698511152,YDR124W,YDR124W,SGDID:S000002531,CDS,CDS,"""Mitochondrial protein of unknown function; null mutant show severe fragmentation of mitochondria; expression is strongly induced by alpha factor; may have role in maintenance of mitochondrial morphology""",Uncharacterized ORF
2215,4,703521,-0.058630301435571,0.17584803864339,0.739019305063698,YDR126W,SWF1,SGDID:S000002533,CDS,CDS,"""Palmitoyltransferase that acts on transmembrane proteins; including the SNAREs Snc1p ; Syn8p ; Tlg1p and likely all SNAREs; contains an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; may have a role in vacuole fusion""",Verified ORF
2216,4,705139,-0.030058270749837,0.172861456526271,0.862054350310488,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2217,4,706032,-0.144675346696713,0.171839606792467,0.400402275635446,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2218,4,707926,-0.0969434269374307,0.172703582189259,0.574929846433029,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2219,4,708514,-0.0092420114369229,0.175012214144779,0.95791491134475,YDR127W,ARO1,SGDID:S000002534,CDS,CDS,"""Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate ; which is a precursor to aromatic amino acids""",Verified ORF
2220,4,709553,-0.0035119575818959,0.172473539655579,0.983765864084854,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2221,4,710109,-0.0035119575818959,0.172473539655579,0.983765864084854,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2222,4,710130,-0.0376612812699575,0.173112863796896,0.827902839709889,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2223,4,710388,-0.0591763770961881,0.172424003946777,0.731650302602373,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2224,4,711314,-0.0906506956658103,0.173717153694508,0.602116472998932,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2225,4,712914,-0.0679659063480218,0.172611367113929,0.694002579422061,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2226,4,712924,-0.0589183355198759,0.172445130146563,0.732806881281759,YDR128W,MTC5,SGDID:S000002535,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2227,4,713335,-0.0598166216241839,0.172619911997009,0.729156809068022,YDR128W,MTC5,SGDID:S000002535,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Mtc1p ; along with Rtc1p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress""",Verified ORF
2228,4,713520,-0.118561346983647,0.172213504946569,0.491618125927362,YDR129C,SAC6,SGDID:S000002536,CDS,CDS,"""Fimbrin ; actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103 ; to regulate conformation ; and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant""",Verified ORF
2229,4,713555,-0.0890245339017324,0.17443173632362,0.610112023487654,YDR129C,SAC6,SGDID:S000002536,CDS,CDS,"""Fimbrin ; actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103 ; to regulate conformation ; and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant""",Verified ORF
2230,4,719215,-0.0775239637177703,0.173953452661199,0.656116608341809,SUT059,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2232,4,721638,-0.0471039094147794,0.172134787005199,0.784517106928619,YDR133C,YDR133C,SGDID:S000002540,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps YDR134C""",Dubious ORF
2233,4,722056,-0.0207114132997415,0.171484896697131,0.903936467086302,YDR133C,YDR133C,SGDID:S000002540,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps YDR134C""",Dubious ORF
2234,4,724885,-0.0472040886063687,0.172252482552792,0.784214087173422,YDR135C,YCF1,SGDID:S000002542,CDS,CDS,"""Vacuolar glutathione S-conjugate transporter; ABC-C transporter of the ATP-binding cassette family; required for vacuole fusion; forms stable complexes with vacuole fusion machinery; regulates Vam7p recruitment to vacuoles; role in detoxifying metals (Cd ; Hg ; As); transports GSSG that is not immediately reduced in cytosol to vacuole; transports unconjugated bilirubin ; selenodigluthatione ; oxidized glutathione; similar to human cystic fibrosis protein CFTR""",Verified ORF
2235,4,727323,0.0387104154119273,0.174822180951826,0.824887716424107,YDR135C,YCF1,SGDID:S000002542,CDS,CDS,"""Vacuolar glutathione S-conjugate transporter; ABC-C transporter of the ATP-binding cassette family; required for vacuole fusion; forms stable complexes with vacuole fusion machinery; regulates Vam7p recruitment to vacuoles; role in detoxifying metals (Cd ; Hg ; As); transports GSSG that is not immediately reduced in cytosol to vacuole; transports unconjugated bilirubin ; selenodigluthatione ; oxidized glutathione; similar to human cystic fibrosis protein CFTR""",Verified ORF
2236,4,730263,0.0294475700226888,0.174507781825498,0.866092722836697,YDR137W,RGP1,SGDID:S000002544,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p); this complex catalyzes nucleotide exchange on Ypt6p""",Verified ORF
2237,4,732758,0.358315857540513,0.233593770827637,0.125943280866899,YDR138W,HPR1,SGDID:S000002545,CDS,CDS,"""Subunit of THO/TREX complexes; this complex couple transcription elongation with mitotic recombination and with mRNA metabolism and export ; subunit of an RNA Pol II complex; regulates lifespan; involved in telomere maintenance; similar to Top1p""",Verified ORF
2238,4,732994,0.14852104645486,0.170966157123108,0.385592692698219,YDR138W,HPR1,SGDID:S000002545,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of THO/TREX complexes; this complex couple transcription elongation with mitotic recombination and with mRNA metabolism and export ; subunit of an RNA Pol II complex; regulates lifespan; involved in telomere maintenance; similar to Top1p""",Verified ORF
2239,4,736459,0.175553511691907,0.170381049441796,0.303547327585929,YDR141C,DOP1,SGDID:S000002548,CDS,CDS,"""Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized ; leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling ; and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER ; establishment of cell polarity ; and morphogenesis; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
2240,4,736615,0.181027625313432,0.171260041469813,0.29121906936191,YDR141C,DOP1,SGDID:S000002548,CDS,CDS,"""Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized ; leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling ; and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER ; establishment of cell polarity ; and morphogenesis; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
2241,4,736769,0.149796334330263,0.172299017260948,0.385220501137511,YDR141C,DOP1,SGDID:S000002548,CDS,CDS,"""Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized ; leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling ; and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER ; establishment of cell polarity ; and morphogenesis; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
2242,4,736908,0.134720082718573,0.171945500226728,0.433856244291222,YDR141C,DOP1,SGDID:S000002548,CDS,CDS,"""Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized ; leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling ; and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER ; establishment of cell polarity ; and morphogenesis; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
2243,4,738776,0.152593590997915,0.170818655297807,0.372301103027986,YDR141C,DOP1,SGDID:S000002548,CDS,CDS,"""Protein involved in vesicular transport at trans-Golgi network (TGN); TGN-localized ; leucine-zipper domain protein; involved in endosome-to-Golgi transport during endocytic recycling ; and retrograde transport of glycosyltransferases from the TGN to the Golgi; involved in organization of the ER ; establishment of cell polarity ; and morphogenesis; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
2244,4,741699,0.114831360396672,0.171494595264936,0.503555824829529,YDR142C,PEX7,SGDID:S000002549,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal signal receptor for peroxisomal matrix proteins; recognizes the N-terminal nonapeptide signal (PTS2); WD repeat protein; defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP)""",Verified ORF
2245,4,741737,0.253966482968112,0.170745292708427,0.13780197877725,YDR142C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2247,4,746943,0.260095127266821,0.170626239839164,0.128315184163337,YDR145W,TAF12,SGDID:S000002552,CDS,CDS,"""Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification ; similar to histone H2A; overexpression of the human ortholog ; TAF12 ; an oncogene involved in the formation of choroid plexus carcinomas ; results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors""",Verified ORF
2254,4,749708,0.266847213544449,0.169672893248179,0.116680505335329,YDR146C,SWI5,SGDID:S000002553,CDS,CDS,"""Transcription factor that recruits Mediator and Swi/Snf complexes; activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase; required for expression of the HO gene controlling mating type switching; localization to nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase; SWI5 has a paralog ; ACE2 ; that arose from the whole genome duplication""",Verified ORF
2256,4,755257,0.182947636081265,0.170205323098289,0.283169592634968,YDR148C,KGD2,SGDID:S000002555,Close to 3'-UTR,Close to 3'-UTR,"""Dihydrolipoyl transsuccinylase; component of the mitochondrial alpha-ketoglutarate dehydrogenase complex ; which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle; phosphorylated""",Verified ORF
2257,4,756788,0.268329628345598,0.170442819650038,0.116311865580622,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2258,4,756811,0.249233718693226,0.170633951633365,0.145005425705877,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2263,4,760553,0.249233718693226,0.170633951633365,0.145005425705877,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2264,4,760734,0.298479039911077,0.173035051544014,0.0854094350330453,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2265,4,762727,0.334567658917936,0.170884148846841,0.051033582889194,YDR150W,NUM1,SGDID:S000002557,CDS,CDS,"""Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex""",Verified ORF
2266,4,764905,0.320404546765696,0.170450360409066,0.0609651973624581,YDR151C,CTH1,SGDID:S000002558,CDS,CDS,"""mRNA binding protein ; member of the CCCH zinc finger family; similar to mammalian Tis11 protein ; which activates transcription and also has a role in mRNA degradation; functions with Tis11p in regulation of iron homeostasis; CTH1 has a paralog ; TIS11 ; that arose from the whole genome duplication""",Verified ORF
2267,4,765852,0.244744683319733,0.171573504111761,0.154616151502096,YDR152W,GIR2,SGDID:S000002559,CDS,CDS,"""Highly-acidic RWD domain-containing cytoplasmic protein; forms a highly conserved complex with Rbg2p that is responsible for efficient cell growth under amino acid starvation and binds translational activator Gcn1p in dose-dependent manner according to stress level; associates with translating ribosomes; intrinsically unstructured protein whose stability is enhanced upon binding Rbg2p""",Verified ORF
2268,4,767117,0.28257046310917,0.170976178572198,0.0992832493414831,YDR153C,ENT5,SGDID:S000002560,CDS,CDS,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p ; clathrin adaptor complex AP-1 ; and clathrin""",Verified ORF
2269,4,769065,0.283242955612809,0.170193502413231,0.0969516990766284,YDR156W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2270,4,769779,0.175329677419682,0.170080151121516,0.303309901354459,YDR156W,RPA14,SGDID:S000002563,CDS,CDS,"""RNA polymerase I subunit A14""",Verified ORF
2271,4,769848,0.505900547031321,0.168988502574492,0.0029504702221512,YDR156W,RPA14,SGDID:S000002563,CDS,CDS,"""RNA polymerase I subunit A14""",Verified ORF
2272,4,769943,0.422661814237687,0.171063453855976,0.0139531658388217,YDR157W,YDR157W,SGDID:S000002564,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
2273,4,778367,0.239645421480628,0.173305436100795,0.167602655447154,YDR160W,SSY1,SGDID:S000002567,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
2274,4,778573,0.3259761321668,0.170889713093928,0.0572641346064739,YDR160W,SSY1,SGDID:S000002567,CDS,CDS,"""Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p ; Ptr3p ; and Ssy5p""",Verified ORF
2275,4,781689,0.355804558771845,0.171239305210942,0.0384482110603715,YDR163W,CWC15,SGDID:S000002570,CDS,CDS,"""Non-essential protein involved in pre-mRNA splicing; component of a complex containing Cef1p; has similarity to S. pombe Cwf15p""",Verified ORF
2276,4,782125,0.358325876269114,0.169251418905716,0.0349484998117698,YDR164C,SEC1,SGDID:S000002571,CDS,CDS,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2277,4,782960,0.366043443940957,0.169921443666311,0.0319013980691612,YDR164C,SEC1,SGDID:S000002571,CDS,CDS,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2278,4,783543,0.359266141670036,0.169237679642788,0.0344619813781018,YDR164C,SEC1,SGDID:S000002571,CDS,CDS,"""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p""",Verified ORF
2279,4,784282,0.407422797187436,0.170150499516544,0.0171647159742949,YDR164C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2280,4,789241,0.352908897350926,0.169405156367655,0.0379499733154607,YDR167W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2281,4,794376,0.332480474552772,0.170371123409017,0.0517873077061754,YDR169C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2282,4,794951,0.318862967442038,0.170712614812888,0.0626134866088116,CUT071,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2283,4,795775,0.287612977506171,0.171587920425466,0.0945874818807687,YDR170C,SEC7,SGDID:S000002577,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2284,4,795937,0.327038777290176,0.172640395679307,0.0589976844606631,YDR170C,SEC7,SGDID:S000002577,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2285,4,797067,0.358589150663138,0.171697941836648,0.0374698804935175,YDR170C,SEC7,SGDID:S000002577,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2286,4,797405,0.387251058639628,0.172914208904341,0.0257419068330515,YDR170C,SEC7,SGDID:S000002577,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi ; intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles""",Verified ORF
2289,4,802519,0.332390037395429,0.169167268321033,0.0502143484202028,YDR170C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2292,4,808113,0.355370472650689,0.169505572483557,0.0367481245819742,YDR172W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2295,4,811690,0.35631425010859,0.169746967800071,0.0365187216618008,YDR173C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2296,4,812053,0.338877343103833,0.169397216969456,0.0462129426350804,YDR174W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2297,4,814423,0.390700389374766,0.169312296269716,0.0216008035080999,YDR176W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2299,4,816707,0.338785594823791,0.169115216708635,0.0459109651652544,YDR177W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2300,4,817314,0.372127870892474,0.173190204095452,0.032340615333876,YDR177W,UBC1,SGDID:S000002584,CDS,CDS,"""Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)""",Verified ORF
2301,4,817489,0.434809682645574,0.170453705480556,0.0111659663619777,YDR177W,UBC1,SGDID:S000002584,CDS,CDS,"""Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)""",Verified ORF
2302,4,817645,0.365567022878945,0.169924349122022,0.0321265108536665,YDR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2303,4,817729,0.351303885153252,0.169529584575717,0.0389697987151274,YDR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
