SNP,Chr,Pos,Effect,SE,HNM1_MAM33_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1013,3,111179,-0.0142207600712339,0.16056023617737,0.929474173717141,YCL002C,YCL002C,SGDID:S000000508,CDS,CDS,"""Putative protein of unknown function; YCL002C is not an essential gene""",Uncharacterized ORF
1016,3,114885,-0.0150965712855116,0.161485744205595,0.925570926077244,ARS308,ARS308,SGDID:S000028485,Other features,Replication,"""Autonomously Replicating Sequence on Chromosome III""",ARS
1017,3,118719,-0.0143286684391337,0.160460601520345,0.928896429893811,YCR003W,MRPL32,SGDID:S000000596,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress""",Verified ORF
1018,3,119698,0.0298102298574281,0.161553646056923,0.853709794408098,YCR004C,YCP4,SGDID:S000000597,CDS,CDS,"""Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1019,3,120341,0.0341611518445166,0.161164373146854,0.832256935669932,CUT043_NFR/NDR,,,Promoter,Promoter,,Promoter
1020,3,122628,0.0123318571759889,0.1606126024184,0.938841952909096,YCR006C,YCR006C,SGDID:S000000599,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YCR006C is not an essential gene""",Uncharacterized ORF
1021,3,123478,-0.0082060857078505,0.161679246538643,0.959549182817504,tP(AGG)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1022,3,125079,0.0288266717709305,0.162437974866574,0.859246793421556,SUT031_NFR/NDR,,,Promoter,Promoter,,Promoter
1023,3,126125,-0.0242159495059489,0.160946141182047,0.880487676721492,YCR007C,YCR007C,SGDID:S000000600,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1024,3,126954,-0.0469829176907259,0.159217799254672,0.768101784430497,YCR007C,YCR007C,SGDID:S000000600,Close to 3'-UTR,Close to 3'-UTR,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1026,3,131971,-0.0547449556415776,0.158638261255925,0.730229976334688,CUT044,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1027,3,134374,-0.0183762490664601,0.156828108310173,0.906788442841936,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1028,3,135728,-0.0050814709673665,0.15856340638561,0.974452734181743,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1029,3,135857,-0.0055712203601314,0.157123149046063,0.971734843311717,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1030,3,136159,-0.0273438911686379,0.156504643435988,0.861402828851368,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1031,3,136656,0.0178561126282304,0.156658006956737,0.909317267864047,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1032,3,136789,0.0382905042235913,0.156498140816639,0.806853603290214,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1034,3,139688,-0.0939042477434493,0.156626855021336,0.549196678059361,YCR014C,POL4,SGDID:S000000607,CDS,CDS,"""DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta""",Verified ORF
1036,3,143226,-0.163335833902019,0.158525758774427,0.303554663736504,YCR016W,YCR016W,SGDID:S000000609,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis""",Uncharacterized ORF
1037,3,143428,-0.0755334767304423,0.15847583439631,0.633924379898271,YCR016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1039,3,145017,-0.0927535555713994,0.155859590855485,0.552151432053014,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1040,3,145505,-0.0758903621231954,0.15602077407043,0.626976987879826,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1041,3,146875,-0.106523469930191,0.158366244028874,0.501616411132699,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1042,3,147639,-0.0932766238807323,0.156149923241047,0.550654703746898,YCR017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1043,3,147975,-0.117554738119877,0.158541604663537,0.458898093664601,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1044,3,147986,-0.145364007913682,0.157694349905817,0.3572579961554,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1047,3,149289,-0.082567824170299,0.156777213842181,0.598762538516169,YCR018C,SRD1,SGDID:S000000611,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation""",Verified ORF
1057,3,152269,-0.135405158267184,0.15625050731103,0.386755226487777,YCR018C-A,YCR018C-A,SGDID:S000007230,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; encoded opposite a Ty1 LTR""",Dubious ORF
1059,3,156729,-0.178882508517804,0.155436674169949,0.250577635277169,YCR021C,HSP30,SGDID:S000000615,CDS,CDS,"""Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock ; ethanol treatment ; weak organic acid ; glucose limitation ; and entry into stationary phase""",Verified ORF
1060,3,158006,-0.114095265683003,0.155849525249442,0.464601799856239,SUT032,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
1061,3,163856,-0.0664115871324424,0.155969069378383,0.670513277877152,YCR025C,YCR025C,SGDID:S000000620,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; YCR025C is not an essential gene""",Uncharacterized ORF
1062,3,165283,-0.145941806174479,0.15484998926276,0.346595501359699,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1063,3,165304,-0.143966542836694,0.155207323163012,0.354261478983633,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1064,3,166390,-0.171390809511136,0.155841428415843,0.272178766132437,YCR026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1066,3,168031,-0.125857616555084,0.155348662033841,0.418392761870335,YCR027C,RHB1,SGDID:S000000622,Close to 3'-UTR,Close to 3'-UTR,"""Putative Rheb-related GTPase; involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins""",Verified ORF
1067,3,170404,-0.105021855010053,0.155431009755181,0.499685286563299,YCR028C,FEN2,SGDID:S000000623,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
1068,3,177081,-0.271071259857601,0.155959457774144,0.0830673221997293,snR65_NFR/NDR,,,Promoter,Promoter,,Promoter
1069,3,177336,-0.298175059098401,0.157201976088303,0.0586751703371461,YCR030C,SYP1,SGDID:S000000626,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization""",Verified ORF
1071,3,181268,-0.268042149507523,0.156002302278732,0.0866381830615131,YCR032W,BPH1,SGDID:S000000628,CDS,CDS,"""Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse ; respectively ; due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting""",Verified ORF
1073,3,186935,-0.131963220565147,0.155077911501058,0.395375153417531,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1074,3,187346,-0.135578163480892,0.155412486041777,0.383596130390992,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1076,3,188758,-0.207632297633749,0.154825705353192,0.180759573626238,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1077,3,188786,-0.201185955008453,0.154674477615016,0.194207715440738,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1078,3,188904,-0.216990365872738,0.15480667346811,0.161887634628896,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1079,3,188979,-0.225568568434465,0.154943061946841,0.146332298164077,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1080,3,189025,-0.229247601737374,0.154830961528907,0.139596759293725,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1081,3,189052,-0.244493088936024,0.155034748700316,0.115686344885376,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1082,3,189158,-0.228686383859444,0.154660016490093,0.140128478884168,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1083,3,190765,-0.316170886614164,0.154662155295667,0.0416686328738752,YCR034W,ELO2,SGDID:S000000630,CDS,CDS,"""Fatty acid elongase ; involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase ; vacuolar ATPase ; and the secretory pathway; ELO2 has a paralog ; ELO1 ; that arose from the whole genome duplication; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7""",Verified ORF
1084,3,195779,-0.355237989166097,0.15425304404106,0.0218622086511722,YCR037C,PHO87,SGDID:S000000633,CDS,CDS,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication""",Verified ORF
1085,3,196679,-0.363585083169032,0.154732337357802,0.0193353506275946,YCR037C,PHO87,SGDID:S000000633,CDS,CDS,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication""",Verified ORF
1086,3,196680,-0.379789925445814,0.154888929212863,0.0146895834924803,YCR037C,PHO87,SGDID:S000000633,CDS,CDS,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication""",Verified ORF
1087,3,196733,-0.383219297986885,0.154863730318927,0.0138093625578902,YCR037C,PHO87,SGDID:S000000633,CDS,CDS,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication""",Verified ORF
1088,3,197297,-0.405124085367769,0.154793382547659,0.0092469362064057,YCR037C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1089,3,198109,-0.45073094613612,0.152849881591898,0.0034021359373252,YCR038C,BUD5,SGDID:S000000634,CDS,CDS,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1090,3,198110,-0.45073094613612,0.152849881591898,0.0034021359373252,YCR038C,BUD5,SGDID:S000000634,CDS,CDS,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1091,3,198164,-0.45073094613612,0.152849881591898,0.0034021359373252,YCR038C,BUD5,SGDID:S000000634,CDS,CDS,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1092,3,198348,-0.436600261893664,0.153596477666172,0.0047361771296191,YCR038C,BUD5,SGDID:S000000634,CDS,CDS,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1093,3,198615,-0.406213661668641,0.154091654822441,0.0087546354307607,YCR038C,BUD5,SGDID:S000000634,CDS,CDS,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF
1095,3,203261,-0.421852060374828,0.153679447378981,0.0063603521833586,YCR042C,TAF2,SGDID:S000000638,CDS,CDS,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1096,3,204854,-0.455266164690549,0.153566995468005,0.0032366566794015,YCR042C,TAF2,SGDID:S000000638,CDS,CDS,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1097,3,204897,-0.452086397333688,0.153991655510971,0.0035450907917327,YCR042C,TAF2,SGDID:S000000638,CDS,CDS,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1098,3,204903,-0.438576635628324,0.153960971000681,0.0046482482062806,YCR042C,TAF2,SGDID:S000000638,CDS,CDS,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
1099,3,207966,-0.626659833312946,0.150634553406773,3.99868335386843e-05,YCR044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1100,3,207999,-0.620726117324636,0.15141968285408,5.14482598389974e-05,YCR044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1101,3,208066,-0.644937372757391,0.15424448633261,3.66047976331412e-05,YCR044C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1103,3,208234,-0.616298675674134,0.150991731959111,5.53370585192946e-05,YCR045C,RRT12,SGDID:S000000641,CDS,CDS,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1104,3,208660,-0.535026679656709,0.152690634054267,0.0005173065514692,YCR045C,RRT12,SGDID:S000000641,CDS,CDS,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1105,3,208696,-0.524511908271806,0.151943620280131,0.0006239415235065,YCR045C,RRT12,SGDID:S000000641,CDS,CDS,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1106,3,208702,-0.521287686665524,0.152184451676743,0.0006862690476376,YCR045C,RRT12,SGDID:S000000641,CDS,CDS,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF
1107,3,210472,-0.14722888793892,0.154522489401464,0.341343825901196,XUT_3F-99,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1108,3,210757,-0.156750731400528,0.154521661968091,0.311074496412658,XUT_3F-99,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1109,3,211348,-0.243705998684126,0.153668702393392,0.113653212085022,YCR047C,BUD23,SGDID:S000000643,CDS,CDS,"""Methyltransferase that methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; functions with DEAH-box RNA helicase Ecm16p; diploid mutant displays random budding pattern; functional homolog of human WBSCR22""",Verified ORF
1111,3,211881,-0.329516932609788,0.153209765464638,0.03217382874258,YCR049C,YCR049C,SGDID:S000000645,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1112,3,211998,-0.408358717139828,0.152773748423337,0.0078674669759576,YCR049C,YCR049C,SGDID:S000000645,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1113,3,212095,-0.503376874856445,0.153016546600025,0.0011040281258435,YCR049C,YCR049C,SGDID:S000000645,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1114,3,214156,-0.145365380455783,0.154151993583612,0.346325666214786,YCR051W,YCR051W,SGDID:S000000647,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; contains ankyrin (Ank) repeats; YCR051W is not an essential gene""",Uncharacterized ORF
1115,3,217647,-0.115965615128925,0.154903329163717,0.454577452447147,YCR053W,THR4,SGDID:S000000649,CDS,CDS,"""Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
1117,3,218769,-0.148970711232726,0.156611487069387,0.342147634106264,YCR054C,CTR86,SGDID:S000000650,CDS,CDS,"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1118,3,219050,-0.216296112856755,0.154917219026889,0.163530305328329,YCR054C,CTR86,SGDID:S000000650,CDS,CDS,"""Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10 ; mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1119,3,221006,-0.241795986951101,0.154517055428866,0.118514116385636,YCR057C,PWP2,SGDID:S000000653,CDS,CDS,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis""",Verified ORF
1120,3,221813,-0.231898793412034,0.15434578298913,0.133871657614089,YCR057C,PWP2,SGDID:S000000653,CDS,CDS,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis""",Verified ORF
1121,3,222829,-0.12862385870999,0.155126647354044,0.407577659163336,YCR057C,PWP2,SGDID:S000000653,CDS,CDS,"""Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0 ; A1 ; and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis""",Verified ORF
1122,3,224310,-0.0374792563109686,0.156791748367155,0.811214488226291,YCR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1124,3,226294,0.0023231075542595,0.154956177040506,0.988047008873258,YCR061W,YCR061W,SGDID:S000000657,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains""",Verified ORF
1125,3,226510,-0.0016103282505747,0.154794409382897,0.991705622969086,YCR061W,YCR061W,SGDID:S000000657,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; induced by treatment with 8-methoxypsoralen and UVA irradiation; contains 10-11 predicted transmembrane domains""",Verified ORF
1126,3,227816,-0.169409401320778,0.157610745253934,0.283171782505265,tS(CGA)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1127,3,228048,-0.165078683818196,0.154858391828056,0.287153247510131,tS(CGA)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1130,3,229351,-0.1436628944517,0.155031156551895,0.354730438288548,YCR065W,HCM1,SGDID:S000000661,CDS,CDS,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4""",Verified ORF
1131,3,230175,-0.065809687261113,0.154474020699291,0.670349781820365,YCR065W,HCM1,SGDID:S000000661,CDS,CDS,"""Forkhead transcription factor; drives S-phase activation of genes involved in chromosome segregation ; spindle dynamics ; budding; also activates genes involved in respiration ; use of alternative energy sources ; NAD synthesis ; oxidative stress resistance; regulated by cell wall integrity checkpoint; key factor in early adaptation to nutrient deficiency and diauxic shift; suppressor of calmodulin mutants with specific SPB assembly defects; ortholog of C. elegans lifespan regulator PHA-4""",Verified ORF
1132,3,233663,-0.0496677962563375,0.15486128537628,0.748609020319985,YCR067C,SED4,SGDID:S000000663,CDS,CDS,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1133,3,234438,-0.080558451713843,0.15458467430409,0.602604140929545,YCR067C,SED4,SGDID:S000000663,CDS,CDS,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1134,3,235617,0.145646976020109,0.154887726985584,0.347686696897855,YCR067C,SED4,SGDID:S000000663,CDS,CDS,"""Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog ; SEC12 ; that arose from the whole genome duplication""",Verified ORF
1135,3,237105,-0.101649325449609,0.154251184116547,0.51033457057519,YCR068W_NFR/NDR,,,Promoter,Promoter,,Promoter
1136,3,238714,-0.0083187505754846,0.154224224153344,0.957014018388932,YCR068W,ATG15,SGDID:S000000664,CDS,CDS,"""Phospholipase; preferentially hydrolyses phosphatidylserine ; with minor activity against cardiolipin and phosphatidylethanolamine; required for lysis of autophagic and CVT bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis; expression regulated by Yap1p during autophagy""",Verified ORF
1137,3,238914,0.05933030167031,0.155064215141772,0.702233572717979,YCR069W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
