SNP,Chr,Pos,Effect,SE,ERG27_ACF2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3151,5,302362,0.0234811038363695,0.156369765261637,0.880721019263019,YER071C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3152,5,304779,-0.0167452825955611,0.154091972454539,0.913525426022897,YER073W,ALD5,SGDID:S000000875,CDS,CDS,"""Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed""",Verified ORF
3153,5,308710,0.0070381310483173,0.156973199801558,0.9642629728502,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3154,5,309654,0.0560391017650331,0.153949159859492,0.716068140469567,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3155,5,309985,0.0337503674172565,0.154451099385215,0.827151700164919,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3156,5,310175,0.0870466549430127,0.155305969491303,0.575504263152959,YER075C,PTP3,SGDID:S000000877,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm""",Verified ORF
3157,5,312612,-0.307714595957473,0.154269535985183,0.0468490430276373,YER076C,YER076C,SGDID:S000000878,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; analysis of HA-tagged protein suggests a membrane localization""",Uncharacterized ORF
3158,5,313206,-0.273407412405777,0.153135683392682,0.0750559898159834,YER076C,YER076C,SGDID:S000000878,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; analysis of HA-tagged protein suggests a membrane localization""",Uncharacterized ORF
3159,5,313702,-0.288509943458852,0.153902115512981,0.0616688426604081,YER076W-A,YER076W-A,SGDID:S000028750,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YER076C""",Dubious ORF
3160,5,314857,-0.294439192544911,0.153357907954439,0.055670103792237,YER077C,MRX1,SGDID:S000000879,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
3161,5,315976,-0.24968260776421,0.155371268252892,0.1089470554444,YER077C,MRX1,SGDID:S000000879,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; null mutation results in a decrease in plasma membrane electron transport""",Uncharacterized ORF
3162,5,317740,-0.187901897538062,0.154372168398615,0.224340997918566,YER078C,ICP55,SGDID:S000000880,CDS,CDS,"""Mitochondrial aminopeptidase; cleaves the N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP) ; thereby increasing their stability; member of the aminopeptidase P family; yeast ortholog of human gene XPNPEP3 ; which is mutated in rare hereditary kidney disease similar to nephronophthisis""",Verified ORF
3164,5,320971,-0.198354714891998,0.155380511126422,0.202591866880702,YER080W,AIM9,SGDID:S000000882,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
3165,5,321654,-0.150528142102868,0.156199904214319,0.335861524025354,YER080W,AIM9,SGDID:S000000882,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
3166,5,324331,-0.251527454598596,0.156532080959509,0.10897591833634,YER082C,UTP7,SGDID:S000000884,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
3167,5,328525,0.074008872995189,0.154513002717854,0.632248339908068,YER086W,ILV1,SGDID:S000000888,CDS,CDS,"""Threonine deaminase ; catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation""",Verified ORF
3168,5,335406,0.178087946792681,0.154092038236702,0.248575489608232,YER088C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3169,5,335771,0.0978783463478403,0.15385352557317,0.525072171413225,YER088C-A,YER088C-A,SGDID:S000028754,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORFs PTC2/YER089C and YER088W-B""",Dubious ORF
3170,5,336687,0.0337368398524888,0.153887634742415,0.826597321321775,YER089C,PTC2,SGDID:S000000891,CDS,CDS,"""Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint; PTC2 has a paralog ; PTC3 ; that arose from the whole genome duplication""",Verified ORF
3171,5,341045,0.0600819182574241,0.155583130276804,0.699601605039376,YER091C,MET6,SGDID:S000000893,CDS,CDS,"""Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate ; similar to bacterial metE homologs""",Verified ORF
3172,5,341262,-0.0141178923903052,0.154491541693042,0.927240145114997,YER091C,MET6,SGDID:S000000893,CDS,CDS,"""Cobalamin-independent methionine synthase; involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate ; similar to bacterial metE homologs""",Verified ORF
3173,5,342707,0.0151426377795079,0.15389600008856,0.92167428189761,YER092W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3174,5,342848,-0.0678774958386128,0.155263334944569,0.6622506063705,YER092W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3175,5,343502,-0.0835835310211222,0.154947572456667,0.589929541754379,CUT113,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3176,5,343588,-0.0578001566452611,0.154012826721279,0.70766690171657,CUT113,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3177,5,346773,-0.078055347869842,0.157203360842475,0.619833330007049,YER093C,TSC11,SGDID:S000000895,CDS,CDS,"""Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain""",Verified ORF
3178,5,349449,0.0711380792914188,0.155125006069063,0.646814054991026,YER094C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3179,5,350876,0.0462431992579806,0.155069863781125,0.765719247941083,YER095W,RAD51,SGDID:S000000897,CDS,CDS,"""Strand exchange protein; forms helical filament with DNA that searches for homology; involved in recombinational repair of DNS DSBs during vegetative growth and meiosis; phosphorylation by Cdc28p in G2/M phase promotes DNA binding ; strand invasion ; and primer extension; L1 and L2 motifs of DNA binding site I have critical roles in ensuring DNA fidelity during meiotic recombination; RAD51 and RAD4 pathways confer resistance to benzo[a]pyrene dihydrodiol; homolog of Dmc1p and bacterial RecA""",Verified ORF
3180,5,354177,-0.0344499760748881,0.157519449498167,0.827007800146444,YERWdelta13,YERWdelta13,SGDID:S000006916,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
3181,5,357163,-0.0482141501486302,0.155872134708858,0.757261680597511,YER098W,UBP9,SGDID:S000000900,CDS,CDS,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP9 has a paralog ; UBP13 ; that arose from the whole genome duplication""",Verified ORF
3182,5,360584,0.0174225021531563,0.15534614388124,0.910766014270012,YER101C,AST2,SGDID:S000000903,CDS,CDS,"""Lipid raft associated protein; overexpression restores Pma1p localization to lipid rafts which is required for targeting of Pma1p to the plasma membrane; sometimes classified in the medium-chain dehydrogenase/reductases (MDRs) superfamily; AST2 has a paralog ; AST1 ; that arose from the whole genome duplication""",Verified ORF
3183,5,363025,-0.0258181682088776,0.15868561829415,0.870847653891198,YER102W,RPS8B,SGDID:S000000904,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8 ; no bacterial homolog; RPS8B has a paralog ; RPS8A ; that arose from the whole genome duplication""",Verified ORF
3184,5,365083,-0.103715015950904,0.15492052585968,0.503631819773583,YER103W,SSA4,SGDID:S000000905,CDS,CDS,"""Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog ; SSA3 ; that arose from the whole genome duplication""",Verified ORF
3185,5,366361,-0.114852703711518,0.155050749373323,0.459341924535991,YER103W,SSA4,SGDID:S000000905,CDS,CDS,"""Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog ; SSA3 ; that arose from the whole genome duplication""",Verified ORF
3186,5,371014,-0.0843418096187343,0.154241069164717,0.584849188639303,YER105C,NUP157,SGDID:S000000907,CDS,CDS,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog ; NUP170 ; that arose from the whole genome duplication""",Verified ORF
3187,5,371457,-0.0930502331963696,0.15710020313898,0.554029829659958,YER105C,NUP157,SGDID:S000000907,CDS,CDS,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog ; NUP170 ; that arose from the whole genome duplication""",Verified ORF
3188,5,372989,-0.0469355779729713,0.157655907448339,0.766100428409734,YER106W,MAM1,SGDID:S000000908,CDS,CDS,"""Monopolin; meiosis-specific kinetochore-associated protein involved in monopolar attachment of sister kinetochores to the meiotic spindle; subunit of monopolin ; a complex that prevents biorientation of sister kinetochores to ensure homolog biorientation during meiosis I; regulates the conformation ; enzyme kinetics and substrate specificity of the Dsn1p kinase ; Hrr1p; expressed only during the first meiotic division""",Verified ORF
3189,5,374614,-0.128368121866944,0.155112688543694,0.408467644904649,YER107W-A,YER107W-A,SGDID:S000028755,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF GLE2/YER107C""",Dubious ORF
3190,5,377631,-0.0015601290825462,0.155569692884881,0.992004222027423,YER109C,FLO8,SGDID:S000000911,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; required for flocculation ; diploid filamentous growth ; and haploid invasive growth; forms a heterodimer with Mss1p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1; S. cerevisiae genome reference strain S288C contains an internal in-frame stop at codon 142 ; which in other strains encodes tryptophan""",blocked_reading_frame
3191,5,378702,-0.0601542741312304,0.15927197589217,0.705893285368277,SUT096,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
3192,5,378741,0.0032447344521132,0.158494131747645,0.983678200471134,XUT_5F-191,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
3193,5,379541,0.103784364372364,0.155539208631146,0.505045002414597,YER110C,KAP123,SGDID:S000000912,CDS,CDS,"""Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore ; nucleus ; and cytoplasm; exhibits genetic interactions with RAI1""",Verified ORF
3194,5,380460,0.0945520380699256,0.156050430082137,0.544965945394129,YER110C,KAP123,SGDID:S000000912,CDS,CDS,"""Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore ; nucleus ; and cytoplasm; exhibits genetic interactions with RAI1""",Verified ORF
3198,5,382808,0.0810532600693799,0.156284766781044,0.604346892165988,YER111C,SWI4,SGDID:S000000913,CDS,CDS,"""DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites ; K1016 and K1066 ; regulates interaction with Swi6p""",Verified ORF
3199,5,384156,0.0247004962815358,0.158257924991521,0.876061176136858,YER111C,SWI4,SGDID:S000000913,CDS,CDS,"""DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites ; K1016 and K1066 ; regulates interaction with Swi6p""",Verified ORF
3200,5,387695,0.210109833003785,0.155360631891434,0.1771128592144,YER112W,LSM4,SGDID:S000000914,CDS,CDS,"""Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA ; snoRNA ; and rRNA; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
3201,5,388185,0.0807015973644334,0.157038352368993,0.607645270516869,YER113C,TMN3,SGDID:S000000915,CDS,CDS,"""Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation""",Verified ORF
3203,5,391916,0.208174850022958,0.155080726598835,0.18034051205411,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3204,5,392497,0.182281310104827,0.155572169398008,0.242114451694614,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3205,5,393006,0.236380672715798,0.155384745748869,0.129089707828026,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3206,5,393290,0.239030003885306,0.15511264729697,0.124210486728524,YER114C,BOI2,SGDID:S000000916,CDS,CDS,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
3208,5,396266,0.117725718098233,0.156514142044724,0.452448247346063,YER117W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3209,5,398009,0.05988404811917,0.155860670916803,0.701050248439887,YER118C,SHO1,SGDID:S000000920,CDS,CDS,"""Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p ; Msb2p ; Hkr1p ; and Ste11p""",Verified ORF
3210,5,398644,0.0812535348376318,0.155740218199934,0.602189141736201,YER118C,SHO1,SGDID:S000000920,CDS,CDS,"""Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p ; Msb2p ; Hkr1p ; and Ste11p""",Verified ORF
3211,5,401545,0.0421183370199365,0.154653734332315,0.785520133950584,YER120W,SCS2,SGDID:S000000922,CDS,CDS,"""Integral ER membrane protein ; regulates phospholipid metabolism; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PI4P levels by controlling access of Sac1p phosphatase to substrate PI4P in the PM; interacts with FFAT motifs in Opi1p ; Swh1p ; Osh2p ; and Osh3p; involved in telomeric silencing; VAP homolog; SCS2 has a paralog ; SCS22 ; that arose from the whole genome duplication""",Verified ORF
3212,5,402468,0.113563337493629,0.154551831248658,0.46295446641096,YER121W,YER121W,SGDID:S000000923,CDS,CDS,"""Putative protein of unknown function; may be involved in phosphatase regulation and/or generation of precursor metabolites and energy""",Uncharacterized ORF
3213,5,403529,0.0895546605193976,0.15690126236072,0.568518167616197,YER122C,GLO3,SGDID:S000000924,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; shares functional similarity with Gcs1p""",Verified ORF
3214,5,405417,0.14262346451413,0.155216951761447,0.358793478877887,YER123W,YCK3,SGDID:S000000925,CDS,CDS,"""Palmitoylated vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway""",Verified ORF
3215,5,406230,0.158007491156397,0.156073488429558,0.312044259877463,YER123W,YCK3,SGDID:S000000925,CDS,CDS,"""Palmitoylated vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway""",Verified ORF
3217,5,407785,0.039469939969899,0.154981110370116,0.799121799779345,YER124C,DSE1,SGDID:S000000926,CDS,CDS,"""Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3218,5,409900,0.0352160735483454,0.155558423123857,0.821033123438926,YER124C,DSE1,SGDID:S000000926,Close to 3'-UTR,Close to 3'-UTR,"""Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3223,5,417297,0.167768880298205,0.155189415907783,0.280408961651717,YER129W,SAK1,SGDID:S000000931,CDS,CDS,"""Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog ; TOS3 ; that arose from the whole genome duplication""",Verified ORF
3224,5,419108,0.262144036516719,0.154634906480909,0.0909107866432908,YER129W,SAK1,SGDID:S000000931,CDS,CDS,"""Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1 ; a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog ; TOS3 ; that arose from the whole genome duplication""",Verified ORF
3225,5,421695,0.23513101572842,0.154933999583043,0.130005125446172,YER130C,COM2,SGDID:S000000932,CDS,CDS,"""Transcription factor that binds IME1 Upstream Activation Signal (UAS)ru; COM2 transcription is regulated by Haa1p ; Sok2p and Zap1p transcriptional activators; may bind the IME1 promoter under all growth conditions to negatively regulate its transcription in the absence of a positive regulator that binds more effectively; repressor activity may depend on phosphorylation by PKA; C. albicans homolog (MNL1) plays a role in adaptation to stress""",Verified ORF
3226,5,422560,0.204558162316795,0.154217381790131,0.185555667547038,CUT116,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
3227,5,424852,0.141947217695801,0.154165303937999,0.357811411180381,YNCE0019W,SNR4,SGDID:S000006493,Non-coding RNA,snoRNA_gene,"""C/D box small nucleolar RNA (snoRNA) but not shown to be active; no target site is predicted within the ribosomal RNAs""",snoRNA_gene
3228,5,425327,0.159314421762628,0.153868372251131,0.301193616400589,YER132C,PMD1,SGDID:S000000934,CDS,CDS,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3229,5,427844,0.151612502085606,0.154205298049513,0.326189243146595,YER132C,PMD1,SGDID:S000000934,CDS,CDS,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3230,5,430235,0.123288324803014,0.156290417810807,0.430734276232335,YER132C,PMD1,SGDID:S000000934,CDS,CDS,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3232,5,430883,0.104018803730155,0.154250993469826,0.500531649749031,YER132C,PMD1,SGDID:S000000934,Close to 3'-UTR,Close to 3'-UTR,"""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required ; with Mds3p ; for growth under alkaline conditions; PMD1 has a paralog ; MDS3 ; that arose from the whole genome duplication""",Verified ORF
3234,5,431369,0.145280245157429,0.154533188947083,0.347797199211307,snR52_NFR/NDR,,,Promoter,Promoter,,Promoter
3235,5,432378,0.131586292194854,0.158413564933872,0.406732599563272,YER133W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3236,5,432587,0.153150040181868,0.15482668389357,0.323257095141351,YER133W,GLC7,SGDID:S000000935,CDS,CDS,"""Type 1 S/T protein phosphatase (PP1) catalytic subunit; involved in glycogen metabolism ; sporulation and mitotic progression; interacts with multiple regulatory subunits; regulates actomyosin ring formation; subunit of CPF; recruited to mating projections by Afr1p interaction; regulates nucleocytoplasmic shuttling of Hxk2p; import into the nucleus is inhibited during spindle assembly checkpoint arrest; involved in dephosphorylating Rps6a/b and Bnr1p""",Verified ORF
3237,5,434634,0.166289563764211,0.153927854820187,0.280742371135403,YERCsigma3,YERCsigma3,SGDID:S000006906,Other features,LTR,"""Ty3 LTR""",reverse complement
3238,5,441308,0.161419735401756,0.154820236913621,0.297834662067572,SCR1_NFR/NDR,,,Promoter,Promoter,,Promoter
3239,5,441594,0.183902523099668,0.153947969921199,0.233054824705724,YER137C,YER137C,SGDID:S000000939,CDS,CDS,"""Protein of unknown function""",Verified ORF
3245,5,451448,0.303022868778869,0.155022582555739,0.0514073114586,YER140W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3246,5,456087,0.142993821142906,0.154667455915547,0.355844962071535,YER143W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3247,5,458086,0.126566344716858,0.154641402635632,0.413652102028125,YER144C,UBP5,SGDID:S000000946,CDS,CDS,"""Putative ubiquitin-specific protease; concentrates at the bud neck; UBP5 has a paralog ; DOA4 ; that arose from the whole genome duplication""",Verified ORF
3248,5,461234,0.181013947450141,0.153523538269853,0.23916711548641,YER145C,FTR1,SGDID:S000000947,CDS,CDS,"""High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress""",Verified ORF
3250,5,463004,0.241568916838377,0.154637609950338,0.119145978059027,YER147C,SCC4,SGDID:S000000949,CDS,CDS,"""Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX""",Verified ORF
3251,5,465043,0.400307836413911,0.154943380849044,0.0101796131995965,YER148W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3252,5,467724,0.347133708382166,0.153454943133961,0.0242974341654262,YER149C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3253,5,468076,0.329671362099052,0.154093595257038,0.03308684503201,YER150W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3254,5,469078,0.233827500425308,0.155308684610384,0.133072837607639,YER150W,SPI1,SGDID:S000000952,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell wall protein involved in weak acid resistance; basal expression requires Msn2p/Msn4p; expression is induced under conditions of stress and during the diauxic shift; SPI1 has a paralog ; SED1 ; that arose from the whole genome duplication""",Verified ORF
3255,5,469404,0.293352170066126,0.155736432128376,0.0604347664964185,tV(AAC)E2_NFR/NDR,,,Promoter,Promoter,,Promoter
3256,5,475322,0.131677797715152,0.154026381388326,0.393184033351093,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3257,5,475607,0.119737834688289,0.153867950153863,0.436980835083777,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
3258,5,475736,0.137450530837375,0.153685372174159,0.37173701088702,YER154W,OXA1,SGDID:S000000956,CDS,CDS,"""Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel ; activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals""",Verified ORF
