SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2679,4,1443836,-0.0275366600499682,0.0461893201420904,0.551444140077285,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2680,4,1443911,-0.0279429848858583,0.0462036933436852,0.545714947698954,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2681,4,1444256,-0.0175837019882953,0.0471079633735624,0.709176092621804,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2682,4,1444337,-0.0310144880013172,0.0462649273200455,0.503062085119736,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2683,4,1444364,-0.0237784537682085,0.0466254777531398,0.610378284720865,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2684,4,1444711,-0.0152641997876595,0.0463474838482622,0.742092088924062,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2685,4,1444817,-0.0049964186873224,0.0464364003148842,0.914376481522432,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2686,4,1445462,-0.0417016335682656,0.0467854859766633,0.373355551149865,YDR497C,ITR1,SGDID:S000002905,CDS,CDS,"""Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog ; ITR2 ; that arose from the whole genome duplication""",Verified ORF
2694,4,1447568,-0.0377048170430336,0.0472583290772541,0.42549687566495,ACS_4_1447473_+_NFR/NDR,,,Promoter,Promoter,,Promoter
2695,4,1447682,-0.0307891692840419,0.0460576033704345,0.504256060618376,YDR499W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2696,4,1447719,-0.0175617649707516,0.0463172196191919,0.704794970651171,YDR499W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2697,4,1447777,-0.0312195733544207,0.0463248121663581,0.500798338619808,YDR499W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2698,4,1448144,-0.0700172851469545,0.0460771671241766,0.129515288019965,YDR499W,LCD1,SGDID:S000002907,CDS,CDS,"""Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p and contributes to its activation; putative homolog of S. pombe Rad26 and human ATRIP; forms nuclear foci upon DNA replication stress""",Verified ORF
2699,4,1448153,-0.0375697844487849,0.0460343059780635,0.414978565944121,YDR499W,LCD1,SGDID:S000002907,CDS,CDS,"""Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p and contributes to its activation; putative homolog of S. pombe Rad26 and human ATRIP; forms nuclear foci upon DNA replication stress""",Verified ORF
2700,4,1448315,-0.0139372330048023,0.0459294883945035,0.761726877502218,YDR499W,LCD1,SGDID:S000002907,CDS,CDS,"""Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p and contributes to its activation; putative homolog of S. pombe Rad26 and human ATRIP; forms nuclear foci upon DNA replication stress""",Verified ORF
2702,4,1451946,-0.0130383721018491,0.0456943866526983,0.775552092637269,YDR501W,PLM2,SGDID:S000002909,CDS,CDS,"""Putative transcription factor ; contains Forkhead Associated domain; found associated with chromatin; target of SBF transcription factor; induced in response to DNA damaging agents and deletion of telomerase; PLM2 has a paralog ; TOS4 ; that arose from the whole genome duplication""",Verified ORF
2703,4,1452368,-0.0108415926136903,0.0457889877023384,0.812970294481887,YDR501W,PLM2,SGDID:S000002909,CDS,CDS,"""Putative transcription factor ; contains Forkhead Associated domain; found associated with chromatin; target of SBF transcription factor; induced in response to DNA damaging agents and deletion of telomerase; PLM2 has a paralog ; TOS4 ; that arose from the whole genome duplication""",Verified ORF
2704,4,1453498,-0.0337532487029296,0.0456088549315512,0.459756033395832,YDR502C,SAM2,SGDID:S000002910,CDS,CDS,"""S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon""",Verified ORF
2705,4,1455597,-0.0335549380902249,0.0452705137419376,0.459059174086899,YDR503C,LPP1,SGDID:S000002911,CDS,CDS,"""Lipid phosphate phosphatase; catalyzes Mg(2+)-independent dephosphorylation of phosphatidic acid (PA) ; lysophosphatidic acid ; and diacylglycerol pyrophosphate; involved in control of the cellular levels of phosphatidylinositol and PA""",Verified ORF
2709,4,1457873,-0.0350142051455621,0.0453070249120882,0.440145668120159,YDR505C,PSP1,SGDID:S000002913,CDS,CDS,"""Asn and gln rich protein of unknown function; high-copy suppressor of POL1 (DNA polymerase alpha) and partial suppressor of CDC2 (polymerase delta) and CDC6 (pre-RC loading factor) mutations; overexpression results in growth inhibition; PSP1 has a paralog ; YLR177W ; that arose from the whole genome duplication""",Verified ORF
2711,4,1459398,-0.0310489962322381,0.0451821389660384,0.492410290671195,YDR505C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2714,4,1467660,-0.0179882932753799,0.0459628930128297,0.695763173814658,YDR508C,GNP1,SGDID:S000002916,CDS,CDS,"""Broad specificity amino acid permease; high-affinity glutamine permease; major serine permease with minor contributions from paralog Agp1p; role in serine uptake impacts cellular sphingolipid homeostasis; also transports Leu ; Thr ; Cys ; Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids""",Verified ORF
2715,4,1469963,-0.0266892335956511,0.045726698911924,0.559816110893862,YDR511W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2716,4,1471998,-0.0266219279245531,0.045608867637385,0.559794465151548,YDR514C,YDR514C,SGDID:S000002922,CDS,CDS,"""Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog ; GFD2 ; that arose from the whole genome duplication""",Verified ORF
2717,4,1472661,-0.0182230115276761,0.0456205633585773,0.689805201780216,YDR514C,YDR514C,SGDID:S000002922,CDS,CDS,"""Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog ; GFD2 ; that arose from the whole genome duplication""",Verified ORF
2718,4,1472720,-0.0212878472187744,0.0456362665444589,0.641168452364468,YDR514C,YDR514C,SGDID:S000002922,CDS,CDS,"""Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog ; GFD2 ; that arose from the whole genome duplication""",Verified ORF
2719,4,1474141,-0.0203919838759216,0.045660354513758,0.655436647611453,YDR515W,SLF1,SGDID:S000002923,CDS,CDS,"""RNA binding protein that associates with polysomes; may be involved in regulating mRNA translation; involved in the copper-dependent mineralization of copper sulfide complexes on cell surface in cells cultured in copper salts; SLF1 has a paralog ; SRO9 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
2720,4,1475645,-0.0049641717357009,0.0453445671351328,0.912886641036044,YDR516C,EMI2,SGDID:S000002924,CDS,CDS,"""Non-essential protein of unknown function; required for transcriptional induction of the early meiotic-specific transcription factor IME1; required for sporulation; expression regulated by glucose-repression transcription factors Mig1/2p; EMI2 has a paralog ; GLK1 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
2721,4,1483867,-0.0088632024099131,0.0458457860723087,0.846814512229827,SUT081,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
2723,4,1484621,-0.0094423769826507,0.0449674664930401,0.833802543447338,XUT_4F-689,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
2724,4,1484733,-0.0086165418763792,0.0451408272716155,0.848728288987805,XUT_4F-689,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
2725,4,1484992,-0.0055981917533839,0.0450946244596201,0.901272539584879,XUT_4F-689,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
2726,4,1486897,-0.0149860922710365,0.0454404509827954,0.741749504978418,YDR523C,SPS1,SGDID:S000002931,CDS,CDS,"""STE20-family GCKIII protein kinase; required for prospore membrane closure ; efficient spore packaging ; and localization of enzymes involved in spore wall synthesis; component of a non-canonical Hippo pathway with Cdc15p involved in spindle disassembly and sustained release of Cdc14p during anaphase II; forms a complex with Cdc15p;  phosphorylation requires Cdc15p; required for Ssp1p phosphorylation and turnover; interacts with 14-3-3 proteins; expressed in late meiosis; nuclear and cytoplasmic""",Verified ORF
2727,4,1488575,-0.0024136356322668,0.0455004759457108,0.957724958680056,YDR524C,AGE1,SGDID:S000002932,CDS,CDS,"""ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in the secretory and endocytic pathways; contains C2C2H2 cysteine/histidine motif""",Verified ORF
2729,4,1491666,-0.0042127972456551,0.0450080848053092,0.925479297273859,YDR527W,RBA50,SGDID:S000002935,CDS,CDS,"""Protein involved in transcription; interacts with RNA polymerase II subunits Rpb2p ; Rpb3 ; and Rpb11p; has similarity to human RPAP1""",Verified ORF
2730,4,1492451,-0.0154118511267616,0.0455842726642995,0.73549197893452,YDR526C,YDR526C,SGDID:S000002934,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
2731,4,1493150,0.0003558490869246,0.0450185214213614,0.993697649080421,snR84_NFR/NDR,,,Promoter,Promoter,,Promoter
2732,4,1493956,-0.0085703401319613,0.0450096252344745,0.849096317635041,YDR528W,HLR1,SGDID:S000002936,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
2733,4,1493975,0.0126285760765994,0.0451348300943999,0.779797368332678,YDR528W,HLR1,SGDID:S000002936,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
2734,4,1494542,0.0173821131712141,0.0452192150669302,0.700915969884242,YDR528W,HLR1,SGDID:S000002936,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
2735,4,1494612,0.0106505913850079,0.0450483131215534,0.813239268882855,YDR528W,HLR1,SGDID:S000002936,CDS,CDS,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
2736,4,1494869,0.0010296692479765,0.045097783742625,0.981797242128696,YDR528W,HLR1,SGDID:S000002936,CDS,CDS,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
2737,4,1494944,0.0089828447884462,0.0452696552850896,0.842823099286638,YDR528W,HLR1,SGDID:S000002936,CDS,CDS,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
2738,4,1494974,-0.0038577634887212,0.0456300293479134,0.932671529017753,YDR528W,HLR1,SGDID:S000002936,CDS,CDS,"""Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog ; LRE1 ; that arose from the whole genome duplication""",Verified ORF
2741,4,1512432,-0.0012139907322413,0.045317255238963,0.978643397095349,YDR539W,FDC1,SGDID:S000002947,CDS,CDS,"""Ferulic acid decarboxylase; involved in the decarboxylation of aromatic carboxylic acids such as phenylacrylic (cinnamic) acid ; ferulic acid and coumaric acid and formation of the corresponding vinyl derivatives; overexpression of both Pad1p and Fdc1p increases decarboxylase activity due to the Pad1p-catalyzed formation of a diffusible cofactor required for Fdc1p activity; homolog of E. coli UbiD; GFP-fusion protein localizes to the cytoplasm in an HTP study""",Verified ORF
2742,4,1512726,0.0023793388482655,0.0450539034673525,0.957912420340855,YDR539W,FDC1,SGDID:S000002947,CDS,CDS,"""Ferulic acid decarboxylase; involved in the decarboxylation of aromatic carboxylic acids such as phenylacrylic (cinnamic) acid ; ferulic acid and coumaric acid and formation of the corresponding vinyl derivatives; overexpression of both Pad1p and Fdc1p increases decarboxylase activity due to the Pad1p-catalyzed formation of a diffusible cofactor required for Fdc1p activity; homolog of E. coli UbiD; GFP-fusion protein localizes to the cytoplasm in an HTP study""",Verified ORF
2744,4,1513733,0.0001826895128503,0.0448785881758387,0.99675431987071,YDR539W,FDC1,SGDID:S000002947,Close to 3'-UTR,Close to 3'-UTR,"""Ferulic acid decarboxylase; involved in the decarboxylation of aromatic carboxylic acids such as phenylacrylic (cinnamic) acid ; ferulic acid and coumaric acid and formation of the corresponding vinyl derivatives; overexpression of both Pad1p and Fdc1p increases decarboxylase activity due to the Pad1p-catalyzed formation of a diffusible cofactor required for Fdc1p activity; homolog of E. coli UbiD; GFP-fusion protein localizes to the cytoplasm in an HTP study""",Verified ORF
2748,4,1517320,-0.0002540602936666,0.0448372941997241,0.995482194218944,YDR540C,IRC4,SGDID:S000002948,CDS,CDS,"""Protein similar to bacterial secreted DfsB proteins; null mutant displays increased levels of spontaneous Rad52p foci; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus""",Verified ORF
2751,4,1521315,9.77952981348063e-05,0.0449669903411424,0.998265971230898,SUT085,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2752,4,1521582,-0.006673791708076,0.0449200470770925,0.881977423908745,SUT085,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2753,4,1521747,0.0101775653652829,0.0455405905053223,0.823288586381885,SUT085,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
2759,4,1522862,0.0113878013976544,0.0449173622605896,0.800007951117993,YDR542W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2768,5,8786,-0.0114414409266664,0.044685215602682,0.798064975361086,ARS504,ARS504,SGDID:S000077379,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
2769,5,9566,-0.0096290274797912,0.0448560874899922,0.83015254679656,ARS504,ARS504,SGDID:S000077379,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
2770,5,11033,-0.0442958361744363,0.0444840021986953,0.320043977078393,E:10020-13719,,,Intergenic region,Intergenic region,between ARS504 and YEL072W,Intergenic region
2771,5,11244,-0.0289125756652961,0.0446445966291351,0.517654003420291,E:10020-13719,,,Intergenic region,Intergenic region,between ARS504 and YEL072W,Intergenic region
2772,5,11370,-0.023984688564643,0.044599283876608,0.591066487188735,E:10020-13719,,,Intergenic region,Intergenic region,between ARS504 and YEL072W,Intergenic region
2773,5,13215,-0.0132775180473493,0.0444926585753442,0.765557884710776,YEL072W,RMD6,SGDID:S000000798,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for sporulation""",Verified ORF
2774,5,13449,-0.0136992710667312,0.0453077005009486,0.762555135621937,YEL072W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2776,5,13639,-0.0109473177608017,0.0443785732358399,0.805299078752061,YEL072W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2777,5,13690,-0.0078536315002047,0.044644491805079,0.860461667071599,YEL072W,RMD6,SGDID:S000000798,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for sporulation""",Verified ORF
2778,5,14028,-0.0117880704109388,0.0444356157029046,0.790945320998583,YEL072W,RMD6,SGDID:S000000798,CDS,CDS,"""Protein required for sporulation""",Verified ORF
2780,5,18746,-0.116736967166478,0.0449097135914189,0.0097313989562438,YEL071W,DLD3,SGDID:S000000797,Close to 3'-UTR,Close to 3'-UTR,"""2-hydroxyglutarate transhydrogenase ; and minor D-lactate dehydrogenase; converts D-2-hydroxyglutarate (D-2HG) ; an oncometabolite ; to alpha-ketoglutarate in the presence of FAD ; with concomitant reduction of pyruvate to D-lactate; minor lactate dehydrogenase activity; component of the retrograde regulon that consists of genes whose expression are stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source; located in the cytoplasm""",Verified ORF
2781,5,18800,-0.112429946839751,0.0445155921223457,0.0119860778894455,YEL071W,DLD3,SGDID:S000000797,Close to 3'-UTR,Close to 3'-UTR,"""2-hydroxyglutarate transhydrogenase ; and minor D-lactate dehydrogenase; converts D-2-hydroxyglutarate (D-2HG) ; an oncometabolite ; to alpha-ketoglutarate in the presence of FAD ; with concomitant reduction of pyruvate to D-lactate; minor lactate dehydrogenase activity; component of the retrograde regulon that consists of genes whose expression are stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source; located in the cytoplasm""",Verified ORF
2790,5,19368,-0.122697379006896,0.0445823547385971,0.0062262428524358,YEL070W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2819,5,23574,-0.111351349079453,0.0438829530964984,0.0115955660615851,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2820,5,23653,-0.115444553589034,0.0437897821504769,0.0087507582145309,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2821,5,24002,-0.108432005531555,0.0440296461076223,0.01426618511367,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2822,5,24122,-0.0941361219387845,0.0443141882892744,0.0343406758092003,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2823,5,24148,-0.102868285536516,0.0447153602379674,0.0220016442506575,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2824,5,24163,-0.10651424821372,0.0448237711562162,0.0180206146630954,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2825,5,24234,-0.108547706046546,0.0442279055773106,0.014598903153849,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2826,5,24246,-0.102415929929222,0.0442030850545613,0.0210786995874232,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2828,5,24278,-0.0990528346681991,0.0442190797806721,0.0257096751859324,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2829,5,24388,-0.117770553018712,0.0445124868844836,0.0085147021550822,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2830,5,24487,-0.125502586988178,0.0441569236560931,0.0047408230376434,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2831,5,24650,-0.116120468851171,0.0439797493590242,0.0086506151005912,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2832,5,24820,-0.112807878621991,0.0438745236334267,0.0105451375737598,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2833,5,24909,-0.114520814253762,0.0440488745339879,0.0097178428703554,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2834,5,25103,-0.118590860690796,0.043972439499814,0.0073336674479869,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2838,5,26058,-0.124721242972162,0.0439846136719136,0.0048380680762543,YEL066W_NFR/NDR,,,Promoter,Promoter,,Promoter
2839,5,26197,-0.128886155023066,0.0436876369850386,0.0033879081604824,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2840,5,26417,-0.11043692256625,0.0438951244930603,0.0123150503559435,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2841,5,27428,-0.159174792563875,0.043526320436057,0.0002940596175045,YEL065W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2842,5,30505,-0.0913277466161838,0.0440843792256101,0.0390232774567335,YEL064C,AVT2,SGDID:S000000790,CDS,CDS,"""Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
2843,5,31263,-0.0725446978538459,0.0446315744117307,0.104967217833416,YEL064C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2846,5,32038,-0.0510796690245754,0.0441392884837854,0.247957530382078,YEL063C,CAN1,SGDID:S000000789,CDS,CDS,"""Plasma membrane arginine permease; requires phosphatidyl ethanolamine (PE) for localization ; exclusively associated with lipid rafts; mutation confers canavanine resistance; CAN1 has a paralog ; ALP1 ; that arose from the whole genome duplication""",Verified ORF
2847,5,33720,-0.0620301026553047,0.0447340886837464,0.166426448435013,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2848,5,33814,-0.0596332890238477,0.0446748558632111,0.182792609250666,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2849,5,33851,-0.0616319553563986,0.0451062134578661,0.172691344010417,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2850,5,34324,-0.0522638169786195,0.0452438232558817,0.248806579321047,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2851,5,34350,-0.057303765784464,0.0446272264373718,0.199965215193436,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2852,5,35048,-0.0515463370012086,0.0442018714061613,0.244338109859924,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2853,5,35579,-0.0431280080626978,0.0446680755181407,0.334944429376476,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2854,5,35901,-0.0510965402914926,0.044859839083426,0.255464511805848,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2855,5,35947,-0.0428580506791742,0.0446067429322841,0.33731160026814,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2858,5,38200,-0.0231249156267802,0.0442099718079348,0.601253617142843,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2859,5,38263,-0.0314257891199379,0.0442010211522989,0.477569674073144,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2860,5,38427,-0.0188332654949856,0.0443332270457195,0.671232894530463,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2861,5,38677,-0.027491520970787,0.0442028899802413,0.534383161932422,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2863,5,41075,-0.0233361613658408,0.0444332579397657,0.599776777254851,YEL060C,PRB1,SGDID:S000000786,CDS,CDS,"""Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog ; YSP3 ; that arose from the whole genome duplication""",Verified ORF
2864,5,42051,-0.0111272104042276,0.0444660675202993,0.802546949934019,YEL060C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2865,5,42740,-0.0447996849868338,0.0441627776212492,0.311076305005482,YEL059W,HHY1,SGDID:S000000785,CDS,CDS,"""Putative protein of unknown function; null mutant is sensitive to heat ; pH disturbances ; ionic stress ; and various chemicals; hypersensitivity to hygromycin B indicative of defects in vacuolar trafficking""",Uncharacterized ORF
2866,5,44304,-0.0534800437108464,0.044259069493316,0.227724999200914,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
