SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3632,6,41296,-0.156249635433937,0.139206520816074,0.26244233002093,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3633,6,41435,-0.232449087187758,0.138980138605488,0.0953049646525108,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3634,6,41573,-0.218618920157515,0.138610290140334,0.115640611817021,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3635,6,41626,-0.224618107037169,0.139194257374995,0.10748552098669,YFL047W,RGD2,SGDID:S000001847,CDS,CDS,"""GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
3636,6,42992,-0.174151917206324,0.139004025724333,0.211087695592471,YFL046W,FMP32,SGDID:S000001848,CDS,CDS,"""Regulator of mitochondrial proline metabolism; tethered with Put7p to inner mitochondrial membrane in large hetero-oligomeric complex ; abundance of which is regulated by proline; involved in mitochondrial proline homeostasis and cellular redox balance; null exhibits pronounced defect in proline utilization ; and can be functionally complemented by expression of human homolog MCUR1""",Verified ORF
3637,6,45282,-0.112399544615428,0.13890347730831,0.418949943184087,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3638,6,45815,-0.104196539922452,0.139131964956963,0.454413555837311,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3639,6,47290,-0.197281440435838,0.138916456335349,0.156448196566646,YFL042C,LAM5,SGDID:S000001852,CDS,CDS,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3640,6,48282,-0.204057591127128,0.138559197415647,0.141720148640862,YFL042C,LAM5,SGDID:S000001852,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3641,6,48919,-0.1996663262617,0.140325637170526,0.155654510160023,YFL041W-A,YFL041W-A,SGDID:S000028547,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3642,6,48921,-0.17664438791064,0.141644909974902,0.213190148050744,YFL041W-A,YFL041W-A,SGDID:S000028547,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3643,6,50414,-0.151674844061499,0.139974426499179,0.279286328730889,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3644,6,50685,-0.157201996318401,0.139910038661943,0.261949090600976,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3645,6,50825,-0.143021765534871,0.139751823849735,0.306820418628458,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3649,6,51526,-0.147721585469407,0.140043661172145,0.292226685849265,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3650,6,51781,-0.118634932019461,0.139789718851686,0.396641695370567,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3651,6,52550,-0.123391080357995,0.139578910295818,0.377285049944044,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3652,6,53989,-0.0808854322158773,0.13916270939035,0.561456907585512,YFL039C,ACT1,SGDID:S000001855,CDS,CDS,"""Actin; structural protein involved in cell polarization ; endocytosis ; and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling""",Verified ORF
3654,6,54932,-0.030891851156133,0.141954050367864,0.827851973364754,SUT101,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
3655,6,55876,-0.0292213449188843,0.140087620723213,0.834886017126116,YFL038C,YPT1,SGDID:S000001856,CDS,CDS,"""Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi ; the transitional Golgi and ER membranes ; pre-autophagosomal structures ; and cytoplasmic vesicles""",Verified ORF
3656,6,56091,-0.0484682184256346,0.14030895281339,0.729969935520234,YFL037W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3657,6,57460,-0.240593364563959,0.139145330085288,0.0846691062131481,YFL037W,TUB2,SGDID:S000001857,CDS,CDS,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",Verified ORF
3660,6,62743,-0.166384350754961,0.140232263451798,0.236226285356886,YFL036W,RPO41,SGDID:S000001858,CDS,CDS,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3662,6,64449,-0.0971617032708841,0.13986341819951,0.487706637148176,YFL034C-A,RPL22B,SGDID:S000006436,CDS,CDS,"""Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; autoregulates splicing of its pre-m-RNA; homologous to mammalian ribosomal protein L22 ; no bacterial homolog; RPL22B has a paralog ; RPL22A ; that arose from the whole genome duplication""",Verified ORF
3664,6,65125,-0.0608559372806806,0.142689967033512,0.670010323032535,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3665,6,65133,-0.0678621303610669,0.142856291506826,0.635053846773222,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3666,6,65183,-0.0878144056714075,0.139698433609025,0.530017614916187,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3667,6,66460,0.0165697450559767,0.140328771348374,0.906072989168132,YFL034W,MIL1,SGDID:S000001860,CDS,CDS,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3668,6,67184,0.0256697536084591,0.140301308170858,0.854933174776775,YFL034W,MIL1,SGDID:S000001860,CDS,CDS,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3669,6,71471,0.0110608787964181,0.140882825562706,0.937465911342058,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3670,6,71997,0.0615006859472633,0.141488170366185,0.664067452350154,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3671,6,72514,0.0536354272991018,0.141529514188792,0.704938049109015,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3673,6,73433,0.0780623112352434,0.141223587392904,0.580779740654995,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3674,6,74406,0.0505926710475875,0.140241711825315,0.718499602463334,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3676,6,74913,0.187681402939749,0.139414744230156,0.179098913929601,YFL032W,YFL032W,SGDID:S000001862,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HAC1/YFL031W; YFL032W is not an essential gene""",Dubious ORF
3677,6,75397,0.173188237724972,0.140712200376567,0.219218034822022,YFL031W,HAC1,SGDID:S000001863,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response ; via UPRE binding ; and membrane biogenesis; ER stress-induced splicing pathway triggers efficient Hac1p translation; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
3678,6,76427,-0.128377384826426,0.139929527755442,0.359536862479534,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3681,6,76526,-0.109655029834892,0.14293966752238,0.4435098371081,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3682,6,78316,-0.0217781093556202,0.140778238201111,0.87714783219761,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3683,6,78381,-0.0146356667550633,0.140757044118065,0.917245682903195,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3684,6,78862,-0.0099233019178712,0.140816055593226,0.943859513921504,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3685,6,78907,0.0056838687623287,0.140608354340868,0.967778421981899,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3686,6,79638,-0.0614755451601305,0.140721164739515,0.662479486543783,YFL028C,CAF16,SGDID:S000001866,CDS,CDS,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3687,6,79955,-0.0726747150855815,0.140960741212733,0.606479555352666,YFL028C,CAF16,SGDID:S000001866,CDS,CDS,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3688,6,80725,0.002824859096895,0.140110704589235,0.983925833752313,YFL027C,GYP8,SGDID:S000001867,CDS,CDS,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3689,6,80860,0.0098600679635916,0.14045653508969,0.944074117006214,YFL027C,GYP8,SGDID:S000001867,CDS,CDS,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3690,6,83761,0.0314351340381185,0.140486989030222,0.823074796128108,YFL026W,STE2,SGDID:S000001868,CDS,CDS,"""Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells""",Verified ORF
3692,6,88005,0.167397865101855,0.144263107647562,0.246684376291723,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3693,6,88006,0.185804298100674,0.14375475280058,0.197026355876204,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3696,6,88398,0.121858712767299,0.142522532146247,0.393123503180668,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3697,6,88475,0.0997886533250127,0.141500183594929,0.48113887389838,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3698,6,90318,0.0950919909090654,0.14001934165145,0.497497566813038,SUT103,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3699,6,91505,0.0669190360190595,0.140624636190812,0.634461408348729,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3700,6,91959,0.0158957868550911,0.142147483802257,0.911024917392705,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3701,6,92208,0.0521569860095925,0.140496589994866,0.710686616766528,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3702,6,95448,-0.118694835512655,0.14232142846387,0.404849868255981,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3703,6,95468,-0.10456900333023,0.142363398373805,0.463118486919305,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3704,6,95926,0.105051676037894,0.140766234499938,0.455992204234606,YFL021C-A,YFL021C-A,SGDID:S000028766,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W""",Dubious ORF
3708,6,98879,-0.197859174774643,0.14203058003504,0.164473903415277,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3710,6,101306,-0.188802159918227,0.139642482452243,0.177228259444304,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3711,6,101424,-0.215148802715031,0.13995153459037,0.125113406522691,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3712,6,101439,-0.158883218954332,0.140880047142628,0.260174245143487,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3713,6,101478,-0.180794127656664,0.140805197771428,0.199983435845447,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3717,6,106653,-0.0130843181508179,0.140417510951751,0.925812212163485,YFL015W-A,YFL015W-A,SGDID:S000028765,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF YFL015C""",Dubious ORF
3718,6,107478,-0.0354388251958407,0.13951698068962,0.799635075276418,YFL014W,HSP12,SGDID:S000001880,CDS,CDS,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3719,6,107527,-0.0246037040231404,0.139417707563629,0.860022191329406,YFL014W,HSP12,SGDID:S000001880,CDS,CDS,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3722,6,111711,-0.0952148530483632,0.139911834572631,0.496612092228231,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3723,6,114692,-0.0892855792841383,0.139194282335762,0.521649385587999,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3724,6,114714,-0.0699074956948327,0.139225670067802,0.615898679964159,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3725,6,115037,-0.0368141217563054,0.140768239649363,0.793841795081946,YFL010W-A,AUA1,SGDID:S000001955,CDS,CDS,"""Protein required for the negative regulation by ammonia of Gap1p; Gap1p is a general amino acid permease""",Verified ORF
3726,6,116654,-0.185111130023085,0.138748462218389,0.183015050886331,YFL009W,CDC4,SGDID:S000001885,CDS,CDS,"""F-box protein required for both the G1/S and G2/M phase transitions; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCFCdc4 complex; SCFCdc4 acts as a ubiquitin-protein ligase directing ubiquitination of cyclin-dependent kinase (CDK) phosphorylated substrates ; such as: Sic1p ; Far1p ; Cdc6p ; Clb6p ; and Cln3p""",Verified ORF
3728,6,119386,-0.156613687569921,0.139945553272131,0.263856514524853,YFL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3729,6,123079,-0.171938088830397,0.140191818991957,0.220847279542603,YFL008W,SMC1,SGDID:S000001886,CDS,CDS,"""Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member ; binds DNA with a preference for DNA with secondary structure""",Verified ORF
3730,6,146131,-0.224078698658331,0.140604722052623,0.111903058059735,YFL002C,SPB4,SGDID:S000001894,CDS,CDS,"""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",Verified ORF
3731,6,151731,-0.301981647116407,0.138805859592606,0.0302504951395403,YFR002W,NIC96,SGDID:S000001898,CDS,CDS,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup57p ; and Nup49p)""",Verified ORF
3733,6,157270,-0.309053989784618,0.13833820064148,0.0261057063903055,YFR006W,YFR006W,SGDID:S000001902,CDS,CDS,"""Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene""",Uncharacterized ORF
3734,6,158136,-0.261456973809772,0.141043250298518,0.0646109828105495,tF(GAA)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3735,6,158910,-0.379361484495478,0.137589179246162,0.0061328578447898,YFR007W,YFH7,SGDID:S000001903,Close to 3'-UTR,Close to 3'-UTR,"""Putative kinase with similarity to the PRK/URK/PANK kinase subfamily; the PRK/URK/PANK subfamily of P-loop kinases is also known as phosphoribulokinase/uridine kinase/bacterial pantothenate kinase""",Verified ORF
3736,6,162526,-0.381357042004568,0.138256866601973,0.0061123639752668,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3737,6,163117,-0.329252581421021,0.138857539792831,0.0182688793289397,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3738,6,163321,-0.334636788410624,0.13799915835158,0.0158129945591302,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3739,6,163435,-0.321425139101549,0.138741371431648,0.021090784008645,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3741,6,166074,-0.277336336940054,0.139370413309313,0.0473705350709762,YFR010W,UBP6,SGDID:S000001906,CDS,CDS,"""Ubiquitin-specific protease; situated in the base subcomplex of the 26S proteasome ; releases free ubiquitin from branched polyubiquitin chains en bloc ; rather than from the distal tip of the chain; negatively regulates degradation of ubiquitinated proteins by the proteasome; works in opposition to Hul5p polyubiquitin elongation activity; mutant has aneuploidy tolerance; human homolog UBP14 complements yeast null mutant""",Verified ORF
3743,6,167198,-0.282433826567923,0.13889562390439,0.0427572160719371,YFR011C,MIC19,SGDID:S000001907,CDS,CDS,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; Mic19p is peripheral to the inner membrane and may connect Mic60p with the Mic10p-Mic12p-Mic27p subcomplex; both yeast and human Mic19p become oxidized ; and oxidation may regulate MICOS""",Verified ORF
3750,6,168223,-0.229968208797239,0.139536983119947,0.100225840284129,YFR012W,DCV1,SGDID:S000001908,CDS,CDS,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3753,6,168572,-0.238228885768789,0.138873759536401,0.0871430294226109,YFR012W,DCV1,SGDID:S000001908,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3754,6,173904,-0.454969776306949,0.138725064846786,0.0011428474903355,YFR014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3755,6,175273,-0.391211614437555,0.137927156534708,0.0048262577486062,YFR015C,GSY1,SGDID:S000001911,CDS,CDS,"""Glycogen synthase; expression induced by glucose limitation ; nitrogen starvation ; environmental stress ; and entry into stationary phase; GSY1 has a paralog ; GSY2 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
3756,6,178778,-0.329128204780629,0.138566137266422,0.0180709688272079,YFR016C,AIP5,SGDID:S000001912,CDS,CDS,"""Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene""",Verified ORF
3759,6,180643,-0.310518558770341,0.138547451135109,0.0256313706649953,YFR016C,AIP5,SGDID:S000001912,CDS,CDS,"""Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene""",Verified ORF
3760,6,183039,-0.342635583332606,0.138577346673576,0.0138868835970742,YFR017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3761,6,183936,-0.44138947925418,0.137744300333039,0.00147670860346,YFR018C,YFR018C,SGDID:S000001914,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP and seamless GFP fusion proteins localize to the endoplasmic reticulum and mCherry fusion protein localizes to the vacuole""",Uncharacterized ORF
3762,6,184860,-0.312927562727145,0.138568807920093,0.0245380528168628,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
3763,6,187264,-0.330454364192836,0.138510334355202,0.0175698889962677,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
3765,6,188423,-0.267504633880137,0.140451532874005,0.0576440958337027,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
