SNP,Chr,Pos,Effect,SE,ERV25_ORM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1800,4,299599,0.0892324620654734,0.139895565150137,0.523984505521253,YDL088C,ASM4,SGDID:S000002246,CDS,CDS,"""FG-nucleoporin component of central core of nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport; induces membrane tubulation ; which may contribute to nuclear pore assembly; ASM4 has a paralog ; NUP53 ; that arose from the whole genome duplication""",Verified ORF
1802,4,300148,0.128351695165173,0.140505792120693,0.361604422127748,YDL088C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1807,4,302611,0.0501598094792985,0.141768647726991,0.723689100674577,YDL085C-A,YDL085C-A,SGDID:S000007588,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus""",Uncharacterized ORF
1809,4,303011,0.0938601275854667,0.140129370362315,0.503416477396779,YDL085W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1810,4,304549,0.140962274071121,0.141268510457203,0.319044212391062,YDL085W,NDE2,SGDID:S000002243,CDS,CDS,"""Mitochondrial external NADH dehydrogenase; catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain; NDE2 has a paralog ; NDE1 ; that arose from the whole genome duplication""",Verified ORF
1811,4,307387,0.144155166876396,0.141259382529865,0.308190371390769,YDL084W,SUB2,SGDID:S000002242,Close to 3'-UTR,Close to 3'-UTR,"""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
1812,4,308154,0.119171575450682,0.142194652306366,0.402548608348722,YDL082W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1813,4,311231,0.116199837011267,0.140323341228681,0.408181122575698,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1814,4,311787,0.206829137641517,0.1405209883735,0.141945948879965,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1815,4,312488,0.0634634472228219,0.141732119024811,0.654593574232555,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1816,4,312611,0.184699885614969,0.141432316652349,0.192428703165618,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1817,4,314015,0.295700365252492,0.140896066318159,0.036552257475521,SUT043,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1820,4,320017,0.363311571479567,0.142554754628165,0.0112391430686614,YDL077C,VAM6,SGDID:S000002235,CDS,CDS,"""Guanine nucleotide exchange factor for the GTPase Gtr1p; subunit of the HOPS endocytic tethering complex; vacuole membrane protein; functions as a Rab GTPase effector ; interacting with both GTP- and GDP-bound conformations of Ypt7p; facilitates tethering and promotes membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; component of vacuole-mitochondrion contacts (vCLAMPs) important for lipid transfer between organelles""",Verified ORF
1821,4,320510,0.357099341880411,0.143491410342883,0.0132833363231933,SUT045,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1822,4,328073,0.321951390712971,0.140182462075183,0.0222232118435645,YDL073W,AHK1,SGDID:S000002231,CDS,CDS,"""Scaffold protein in the HKR1 sub-branch of the Hog1p-signaling pathway; physically interacts with the cytoplasmic domain of Hkr1p ; and with Sho1p ; Pbs2p ; and Ste11p; prevents cross-talk signaling from Hkr1p of the osmotic stress MAPK cascade to the Kss1p MAPK cascade; non-essential gene""",Verified ORF
1823,4,331098,0.357065288754122,0.142301912917734,0.0125474631658646,YDL070W,BDF2,SGDID:S000002228,CDS,CDS,"""Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog ; BDF1 ; that arose from the whole genome duplication""",Verified ORF
1824,4,336922,0.44759663525587,0.138510293463377,0.0013472717760323,YDL065C,PEX19,SGDID:S000002223,CDS,CDS,"""Chaperone and import receptor for newly-synthesized class I PMPs; binds peroxisomal membrane proteins (PMPs) in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane; interacts with Myo2p and contributes to peroxisome partitioning""",Verified ORF
1826,4,351322,0.356794871213569,0.140368855016209,0.0114540536525035,YDL057W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1827,4,353020,0.373462302792358,0.14067572783853,0.0082955559400402,YDL056W,MBP1,SGDID:S000002214,CDS,CDS,"""Transcription factor; involved in regulation of cell cycle progression from G1 to S phase ; forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes""",Verified ORF
1831,4,356055,0.356519419143591,0.14182214001298,0.0123865338550774,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1832,4,356492,0.383753654937445,0.140088181022737,0.0064681676064789,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1833,4,356541,0.386563597662648,0.140024406578882,0.0060692316763271,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1834,4,356853,0.364858132576633,0.140773529629935,0.0099436995860719,YDL055C,PSA1,SGDID:S000002213,Close to 3'-UTR,Close to 3'-UTR,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1836,4,357632,0.338329494827308,0.139718773558133,0.0159598623944966,XUT_4F-175,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
1837,4,357802,0.376819874035805,0.140213345534902,0.0075403151106451,XUT_4F-175,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
1838,4,362032,0.380843864465731,0.139788590893711,0.0067618425766738,YDL053C,PBP4,SGDID:S000002211,CDS,CDS,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1839,4,362199,0.371565434668055,0.139795185539433,0.0082198835877499,YDL053C,PBP4,SGDID:S000002211,CDS,CDS,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1841,4,363194,0.341052208032828,0.139321348484772,0.0148533222739451,YDL052C,SLC1,SGDID:S000002210,CDS,CDS,"""1-acyl-sn-glycerol-3-phosphate acyltransferase; catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid ; a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes""",Verified ORF
1843,4,368078,0.241585933228358,0.139098866452689,0.0832960630185725,YDL048C,STP4,SGDID:S000002206,CDS,CDS,"""Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p ; Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog ; STP3 ; that arose from the whole genome duplication""",Verified ORF
1844,4,368457,0.232218769801692,0.139284798411534,0.0963570295422015,YDL048C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1846,4,369403,0.24824407444352,0.139014236559254,0.0749987653196645,YDL047W,SIT4,SGDID:S000002205,Close to 3'-UTR,Close to 3'-UTR,"""Ceramide-activated ; type 2A-related serine-threonine phosphatase; functions in G1/S transition of mitotic cycle; controls lifespan ; mitochondrial function ; cell cycle progression by regulating HXK2 phosphorylation; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6""",Verified ORF
1851,4,372110,0.264762852752833,0.141064293634964,0.0613571295087623,YDL045W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1853,4,375688,0.296371238431133,0.139749473268133,0.0346411349613865,YDL043C,PRP11,SGDID:S000002201,CDS,CDS,"""Subunit of the SF3a splicing factor complex; required for spliceosome assembly""",Verified ORF
1854,4,376511,0.302296263044696,0.137900588349002,0.0290224920253947,YDL043C_NFR/NDR,,,Promoter,Promoter,,Promoter
1856,4,380252,0.252488273363194,0.13774169803593,0.06763621868411,YDL040C,NAT1,SGDID:S000002198,CDS,CDS,"""Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p ; Ard1p ; and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression ; heat-shock resistance ; mating ; sporulation ; telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs""",Verified ORF
1857,4,382176,0.230436678463206,0.137123603854111,0.0937440365833857,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1858,4,383443,0.2279906103198,0.138000649410615,0.0994037293142188,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1872,4,384094,0.201207008391646,0.137149087873878,0.143247950499744,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1874,4,384602,0.234615188055384,0.138668768590741,0.0915454552998958,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1875,4,384607,0.264231687096863,0.139817725345031,0.0595998559451215,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1876,4,388305,0.314174673333899,0.136366141782323,0.021808236174728,YDL036C,PUS9,SGDID:S000002194,CDS,CDS,"""Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog ; RIB2 ; that arose from the whole genome duplication""",Verified ORF
1877,4,388542,0.253552857367658,0.136488760653335,0.0640465362717711,YDL036C,PUS9,SGDID:S000002194,CDS,CDS,"""Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog ; RIB2 ; that arose from the whole genome duplication""",Verified ORF
1879,4,390909,0.245181227616961,0.137476597257414,0.0753737977895353,YDL035C,GPR1,SGDID:S000002193,CDS,CDS,"""Plasma membrane G protein coupled receptor (GPCR); interacts with the heterotrimeric G protein alpha subunit ; Gpa2p ; and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis""",Verified ORF
1880,4,397927,0.211096464950251,0.138032241440475,0.127078921635525,YDL030W,PRP9,SGDID:S000002188,CDS,CDS,"""Subunit of the SF3a splicing factor complex; required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex""",Verified ORF
1883,4,404981,0.231470536441261,0.138630600064671,0.0958666120027864,YDL026W,YDL026W,SGDID:S000002184,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1885,4,405368,0.324484865391745,0.137666546101924,0.0189669820332915,YDL025C,RTK1,SGDID:S000002183,CDS,CDS,"""Putative protein kinase ; potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors ; Cka2 ; Gus1 and Arc1; protein abundance increases in response to DNA replication stress""",Verified ORF
1886,4,408981,0.261027644817667,0.137231761396054,0.0579726560170086,YDL024C,DIA3,SGDID:S000002182,CDS,CDS,"""Protein of unknown function; involved in invasive and pseudohyphal growth""",Verified ORF
1889,4,413957,0.210066474691833,0.137568455196239,0.127657502943196,YDL021W,GPM2,SGDID:S000002179,CDS,CDS,"""Nonfunctional homolog of Gpm1p phosphoglycerate mutase; if functional ; would convert 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; GPM2 has a paralog ; GPM3 ; that arose from the whole genome duplication""",Verified ORF
1890,4,414243,0.0984735994598456,0.140966497049083,0.48528680637586,YDL021W,GPM2,SGDID:S000002179,CDS,CDS,"""Nonfunctional homolog of Gpm1p phosphoglycerate mutase; if functional ; would convert 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; GPM2 has a paralog ; GPM3 ; that arose from the whole genome duplication""",Verified ORF
1891,4,415928,0.185512806263467,0.138767623577305,0.182129436046039,YDL020C,RPN4,SGDID:S000002178,CDS,CDS,"""Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1892,4,419709,0.166310482310674,0.137671962519767,0.227848253864857,YDL019C,OSH2,SGDID:S000002177,CDS,CDS,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1893,4,420255,0.144152296608363,0.137770176669924,0.296127207266044,YDL019C,OSH2,SGDID:S000002177,CDS,CDS,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1894,4,421542,0.17607128998249,0.13752673788785,0.201291006537963,YDL019C,OSH2,SGDID:S000002177,Close to 3'-UTR,Close to 3'-UTR,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1895,4,422070,0.200777776252124,0.138149312153666,0.14701806918234,YDL019C,OSH2,SGDID:S000002177,Close to 3'-UTR,Close to 3'-UTR,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1896,4,422545,0.153374139674742,0.138247957192857,0.268007085634434,YDL018C,ERP3,SGDID:S000002176,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport""",Verified ORF
1897,4,425689,0.11464457273014,0.138718668708256,0.409104961349419,YDL017W,CDC7,SGDID:S000002175,CDS,CDS,"""Ser/Thr kinase and catalytic subunit of DDK (Dbf4-dependent kinase); required for origin firing and replication initiation; phosphorylates MCM subunits and Cdc45p to drive assembly of the pre-IC and the replicative CMG helicase (Cdc45-MCM-GINS); regulates pre-meiotic DNA replication ; meiotic DSB formation ; monopolar attachment of homologs during MI by recruiting monopolin to kinetochores ; and regulation of middle meiotic genes including NDT80; complemented by co-expression of human CDC7 and DBF4""",Verified ORF
1898,4,425858,0.1446128329198,0.139443244417632,0.300411679541062,YDL016C,YDL016C,SGDID:S000002174,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF CDC7/YDL153C ; the catalytic subunit of a complex that regulates DNA replication""",Dubious ORF
1902,4,428826,0.14027562351387,0.137156369413081,0.307130068236847,YDL013W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1903,4,428861,0.137505428367934,0.13794455494379,0.319536318479085,YDL013W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1904,4,433301,0.111819857653362,0.13782780082539,0.417739415722862,YDL011C,YDL011C,SGDID:S000002169,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the uncharacterized ORF YDL010W""",Dubious ORF
1905,4,433554,0.0961023098098918,0.137406220658104,0.4847608704785,YDL008W,APC11,SGDID:S000002166,CDS,CDS,"""Catalytic core subunit ; Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; contains a RING-H2 domain that is required for activity""",Verified ORF
1906,4,434256,0.0711626317708373,0.137616731654786,0.605405028458607,tT(AGU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
1907,4,434351,0.0977716580334743,0.137202385551422,0.476558483657097,tT(AGU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
1910,4,442926,0.0891625638471715,0.137406442992483,0.516827188875085,YDL004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1912,4,445208,0.0780933816733352,0.13762570531349,0.570780643540241,YDL003W,MCD1,SGDID:S000002161,CDS,CDS,"""Essential alpha-kleisin subunit of the cohesin complex; required for sister chromatid cohesion in mitosis; subject to proteolytic cleavage by separase Esp1p ; resulting in dissociation of cohesin from chromatin and the separation of sister chromatids at the mitotic metaphase-to-anaphase transition; apoptosis induces cleavage and translocation of a C-terminal fragment to mitochondria; expression peaks in S phase""",Verified ORF
1916,4,450801,0.0804216122502091,0.139185494332659,0.56376639804334,YDR001C,NTH1,SGDID:S000002408,CDS,CDS,"""Neutral trehalase ; degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog ; NTH2 ; that arose from the whole genome duplication""",Verified ORF
1917,4,451837,0.0538998068622453,0.137834400649555,0.69599799070637,YDR001C,NTH1,SGDID:S000002408,CDS,CDS,"""Neutral trehalase ; degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog ; NTH2 ; that arose from the whole genome duplication""",Verified ORF
1920,4,454081,0.0163945589346301,0.137476920463171,0.905142618063587,YDR003W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1921,4,454191,0.0326051613623818,0.13806826929442,0.813451328727669,YDR003W,RCR2,SGDID:S000002410,CDS,CDS,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1922,4,454676,0.0154194646375724,0.137333178170942,0.910666976325326,YDR003W,RCR2,SGDID:S000002410,CDS,CDS,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1923,4,454817,-0.0111943815337461,0.137565270313981,0.935189803936255,YDR003W-A,YDR003W-A,SGDID:S000028819,CDS,CDS,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
1924,4,454913,0.0009586414871939,0.137180156304648,0.994428221158523,YDR003W,RCR2,SGDID:S000002410,Close to 3'-UTR,Close to 3'-UTR,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1926,4,455170,0.0517217219765855,0.137569463586281,0.707166498240795,YDR004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1927,4,458042,0.0291650132053258,0.137307394095774,0.83191234122418,YDR005C,MAF1,SGDID:S000002412,Close to 3'-UTR,Close to 3'-UTR,"""Highly conserved negative regulator of RNA polymerase III; involved in tRNA processing and stability; inhibits tRNA degradation via rapid tRNA decay (RTD) pathway; binds N-terminal domain of Rpc160p subunit of Pol III to prevent closed-complex formation; regulated by phosphorylation mediated by TORC1 ; protein kinase A ; Sch9p ; casein kinase 2; localizes to cytoplasm during vegetative growth and translocates to nucleus and nucleolus under stress conditions""",Verified ORF
1928,4,458282,0.0010254659760634,0.137475339643026,0.994052630747162,YDR005C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1929,4,458401,-0.0454788105608311,0.138644287659797,0.743087135996879,YDR005C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1930,4,461656,-0.0951135687138994,0.138396203346648,0.492372925194666,YDR007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1931,4,461812,-0.0799563776091068,0.137605232925848,0.561573356249984,YDR006C,SOK1,SGDID:S000002413,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13""",Verified ORF
1932,4,462685,0.0105271399632759,0.138632013685945,0.939513151260947,ACS_4_462606_-_NFR/NDR,,,Promoter,Promoter,,Promoter
1933,4,463276,0.0528500393058216,0.137272219413474,0.700468012780661,YDR007W,TRP1,SGDID:S000002414,Close to 3'-UTR,Close to 3'-UTR,"""Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004 ; the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA); enhances vegetative growth at low and high temperatures when used as an auxotrophic marker in strains such as W303""",Verified ORF
1934,4,463970,0.027029287046633,0.137715830105785,0.844512911846503,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1935,4,464078,0.0652517291970153,0.13801790334441,0.636664263259968,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1936,4,464336,0.0319011407003014,0.137660552516074,0.816876018921388,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1937,4,464368,0.0694776836979024,0.137160513674613,0.612791816184599,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1938,4,466223,0.0826447836108022,0.137817051657932,0.549110739219824,YDR011W,SNQ2,SGDID:S000002418,CDS,CDS,"""Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species""",Verified ORF
1939,4,466334,0.0774358626846109,0.138036347588354,0.575165935396919,YDR011W,SNQ2,SGDID:S000002418,CDS,CDS,"""Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species""",Verified ORF
1942,4,472918,0.0562026029830943,0.138857489654529,0.685906253379527,YDR012W,RPL4B,SGDID:S000002419,CDS,CDS,"""Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog ; RPL4A ; that arose from the whole genome duplication""",Verified ORF
1943,4,473492,0.0654853021120141,0.138348487734532,0.636266147005812,YDR013W,PSF1,SGDID:S000002420,CDS,CDS,"""Subunit of the GINS complex (Sld5p ; Psf1p ; Psf2p ; Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery""",Verified ORF
1944,4,473912,0.147582580821941,0.137102143857603,0.282464502865249,YDR014W_NFR/NDR,,,Promoter,Promoter,,Promoter
1945,4,474265,0.0936359836790338,0.138613715750736,0.499789334409203,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1946,4,474320,0.016779228582552,0.139822408340499,0.904548360549606,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1947,4,474321,0.174452481507722,0.13827505017001,0.207913606237409,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1948,4,474625,0.166434303558076,0.139695577203153,0.234294230341307,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1949,4,474628,0.14737590431025,0.138116736003192,0.286683563021892,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1951,4,476181,0.0968000235885808,0.138593067650925,0.485357053182871,YDR014W,RAD61,SGDID:S000002421,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
