SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1380,4,6124,-0.0424555730735608,0.060185372539972,0.481018177480192,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1381,4,6371,-0.0677685514729984,0.0599521225908016,0.259084488019598,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1382,4,6383,-0.0677140379548513,0.0601546875619707,0.261071995543915,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1383,4,6424,-0.0756655345068192,0.0599210388363575,0.207511082990964,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1384,4,6509,-0.0697558924824319,0.0607707765810995,0.251806727983078,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1385,4,6795,-0.0462755624522762,0.0610979031060928,0.449315423055773,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1386,4,6930,-0.0616658708266759,0.061088228510818,0.313447482660228,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1387,4,6965,0.0305828089344498,0.0603998251098864,0.61293451975599,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1388,4,7094,0.0015073309439933,0.0607964736466386,0.980234031650847,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1389,4,7383,0.015998014768163,0.0602870232710265,0.790883848068541,YDL247W,MPH2,SGDID:S000002406,CDS,CDS,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1391,4,7893,0.0260942713622587,0.0601992149079873,0.664941524795639,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1392,4,8452,0.0229239420284977,0.0600223013250168,0.702747737385487,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1393,4,8550,0.0056722379404673,0.0606247408907113,0.925509313787962,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1396,4,8644,0.0087733532811866,0.060573547179153,0.884921414150827,YDL247W,MPH2,SGDID:S000002406,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucoside permease; transports maltose ; maltotriose ; alpha-methylglucoside ; and turanose; almost identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication""",Verified ORF
1397,4,9487,0.0168426437293199,0.0599812150815556,0.779029348913289,YDL246C,SOR2,SGDID:S000002405,CDS,CDS,"""Sorbitol dehydrogenase; protein sequence is 99% identical to the Sor1p sorbitol dehydrogenase""",Verified ORF
1398,4,13362,0.0077008563342559,0.0609636336811005,0.899551448929563,YDL245C,HXT15,SGDID:S000002404,Close to 3'-UTR,Close to 3'-UTR,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol ; sorbitol and xylitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
1399,4,13533,0.0188337285321434,0.0604002848550221,0.755365037052696,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1400,4,13882,-0.0216201465838521,0.0599768756035277,0.718707768818352,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1401,4,14176,0.0037657130911063,0.0599642257800286,0.949961844255733,YDL245C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1402,4,15219,-0.0039411932759684,0.0599227975218518,0.947597231694552,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1403,4,15754,0.022889689866726,0.0599321843182618,0.702745688867929,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1404,4,16051,0.021897650763112,0.0599151574638727,0.714973786334395,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1405,4,16202,0.0107172681102312,0.0598876776792335,0.858074801441213,YDL244W,THI13,SGDID:S000002403,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1406,4,16647,0.0379279595541867,0.0597413148727912,0.525924570939782,YDL244W,THI13,SGDID:S000002403,CDS,CDS,"""Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5 ; THI11 ; THI12 ; and THI13; hydroxymethylpyrimidine is also known as HMP""",Verified ORF
1409,4,17795,0.0532372412012732,0.0603386986352161,0.378211356776749,YDL243C,AAD4,SGDID:S000002402,CDS,CDS,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1412,4,18597,0.0635880244856981,0.0598146616732233,0.28847044787772,YDL243C_NFR/NDR,,,Promoter,Promoter,,Promoter
1413,4,18955,0.0513394834919351,0.059587682354498,0.389504215927157,YDL243C,AAD4,SGDID:S000002402,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
1414,4,19310,-0.0061272749156734,0.0599094474261984,0.918595991407039,YDL242W,YDL242W,SGDID:S000002401,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
1415,4,20302,0.0104148069183709,0.0600536637018886,0.862416774482687,YDL242W,YDL242W,SGDID:S000002401,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
1416,4,20874,-0.0328124510386605,0.0608410833023821,0.590010167962469,YDL241W,YDL241W,SGDID:S000002400,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene""",Uncharacterized ORF
1417,4,21871,-0.0354168643283937,0.0599807248941477,0.555252903902639,YDL241W,YDL241W,SGDID:S000002400,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDL241W is not an essential gene""",Uncharacterized ORF
1418,4,22141,-0.0146189227025774,0.0599081326896529,0.807355281460478,YDL240C-A,YDL240C-A,SGDID:S000007601,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1419,4,22771,-0.018929832358916,0.0609752168217613,0.756401041782865,YDL240C-A,YDL240C-A,SGDID:S000007601,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species""",Dubious ORF
1421,4,26744,-0.0224101851441756,0.0604138800921716,0.710901521398378,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1424,4,28509,-0.0335038307122047,0.0597686421187569,0.575454030649089,YDL239C,ADY3,SGDID:S000002398,CDS,CDS,"""Protein required for spore wall formation; subunit of leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms ring-like structure at leading edge of prospore membrane during meiosis II; mediates assembly of LEP complex ; formation of ring-like structure via interaction with spindle pole body components ; and prospore membrane maturation; potentially phosphorylated by Cdc28p; ADY3 has a paralog ; CNM67 ; that arose from the whole genome duplication""",Verified ORF
1425,4,29308,-0.0225555461770204,0.0602684958738633,0.708442271143857,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1426,4,29835,-0.0341048594823399,0.0599962566581329,0.570091025230092,YDL238C,GUD1,SGDID:S000002397,CDS,CDS,"""Guanine deaminase; a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures""",Verified ORF
1429,4,36857,-0.0157065278995885,0.0601516314640037,0.794155650657584,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1430,4,37106,-0.0340039053236955,0.0599658542922161,0.571037581070893,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1431,4,38160,-0.0280084353403676,0.0601630345903551,0.641830263416515,YDL233W,MFG1,SGDID:S000002392,CDS,CDS,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1432,4,38200,-0.0260298861248565,0.0599943443267635,0.664646194763212,YDL233W,MFG1,SGDID:S000002392,Close to 3'-UTR,Close to 3'-UTR,"""Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene""",Uncharacterized ORF
1433,4,39021,-0.0487233165281139,0.0598375479918465,0.416045016647513,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1434,4,40300,-0.0193815094851892,0.0598606373096916,0.746298461208273,YDL231C,BRE4,SGDID:S000002390,CDS,CDS,"""Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A ; a drug which is known to affect intracellular transport""",Verified ORF
1435,4,43687,-0.008072547605806,0.059793694315969,0.892683546930521,YDL230W,PTP1,SGDID:S000002389,CDS,CDS,"""Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo ; including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation""",Verified ORF
1436,4,43708,-0.0183923565784661,0.0601836538506233,0.760086419152222,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1439,4,43992,-0.0028765979428669,0.0598901985174159,0.961718542187083,YDL229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1442,4,46913,-0.0152030893180305,0.0609851875848383,0.803280291295986,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1443,4,47131,-0.0454113862106744,0.0603188467182783,0.452038414184183,YDL227C,HO,SGDID:S000002386,CDS,CDS,"""Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p ; Swi5p ; and Ash1p""",Verified ORF
1445,4,48617,0.0278406696305217,0.060037938343186,0.643135640185439,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1446,4,48723,0.0086941675579931,0.0600587462679138,0.884982145358708,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1447,4,49408,0.0130861833860939,0.0599838699251054,0.827429182204613,YDL227C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1448,4,49568,0.005980381704369,0.0601647756077987,0.920877066686265,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1449,4,49675,0.032948474982761,0.059928907825637,0.582809249370769,D:48032-51114,,,Intergenic region,Intergenic region,between YDL227C and YDL226C,Intergenic region
1450,4,51735,0.0229996467138784,0.0599420621552657,0.70143332154448,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1451,4,51775,0.0360842582911463,0.0600528115363217,0.548308580261852,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1452,4,51793,0.0415791565998785,0.0601167205999988,0.489617775492576,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1453,4,51859,0.02992768323192,0.0609627336287151,0.623789723088602,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1454,4,52093,0.0272983553510616,0.0600061228745841,0.649442008330888,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1455,4,52141,0.0101992987987158,0.0602528601288063,0.865677351731376,YDL226C,GCS1,SGDID:S000002385,CDS,CDS,"""ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog ; SPS18 ; that arose from the whole genome duplication""",Verified ORF
1456,4,52459,0.007791172636189,0.0604373946315775,0.89749981804013,YDL225W,SHS1,SGDID:S000002384,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress""",Verified ORF
1457,4,53342,0.0068799035981867,0.0601803867107214,0.909048046148637,YDL225W,SHS1,SGDID:S000002384,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress""",Verified ORF
1458,4,55290,-0.0003260322132996,0.0599545582227042,0.995664205936639,YDL224C,WHI4,SGDID:S000002383,CDS,CDS,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1459,4,56089,0.0054848332073968,0.0599538500087835,0.927159709520075,YDL224C,WHI4,SGDID:S000002383,CDS,CDS,"""Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog ; WHI3 ; that arose from the whole genome duplication""",Verified ORF
1461,4,57719,0.0192155797859196,0.0600551713711488,0.749183819264134,YDL223C,HBT1,SGDID:S000002382,CDS,CDS,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1464,4,60023,0.0264735478937628,0.0600770580552173,0.659728992853131,YDL223C,HBT1,SGDID:S000002382,CDS,CDS,"""Shmoo tip protein ; substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation ; thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog ; YNL195C ; that arose from the whole genome duplication""",Verified ORF
1465,4,60460,0.0250840749013494,0.0601927140038873,0.677129619429175,YDL223C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1466,4,61772,0.0236561345238899,0.0606834381476747,0.69689845326908,YDL222C,FMP45,SGDID:S000002381,CDS,CDS,"""Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog ; YNL194C ; that arose from the whole genome duplication""",Verified ORF
1467,4,62037,0.0110379773170014,0.0606778540818044,0.855756879926168,YDL221W,YDL221W,SGDID:S000002380,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13""",Dubious ORF
1468,4,62324,0.0101458977029802,0.0608712214853178,0.867718794024333,YDL221W,YDL221W,SGDID:S000002380,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13""",Dubious ORF
1469,4,62762,0.0207261389700821,0.0606036432804804,0.732558219699988,YDL220C,CDC13,SGDID:S000002379,CDS,CDS,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1470,4,64285,0.0218144151949845,0.0605171277943709,0.718713677234091,YDL220C,CDC13,SGDID:S000002379,CDS,CDS,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1471,4,65329,0.0272268965762555,0.0600909751994129,0.650758992890227,YDL220C,CDC13,SGDID:S000002379,Close to 3'-UTR,Close to 3'-UTR,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle""",Verified ORF
1472,4,65934,0.0308232899671512,0.0601365095720468,0.608582950879356,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
1473,4,66022,0.0223643964808597,0.0598117518315306,0.708693462545968,CUT470_NFR/NDR,,,Promoter,Promoter,,Promoter
1475,4,66159,0.013379720818589,0.0601532251040051,0.824109879818111,YDL219W,DTD1,SGDID:S000002378,Close to 3'-UTR,Close to 3'-UTR,"""D-Tyr-tRNA(Tyr) deacylase; functions in protein translation ; may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes""",Verified ORF
1476,4,66228,0.0142211158026114,0.0605784762322245,0.814534806664907,YDL219W,DTD1,SGDID:S000002378,Close to 3'-UTR,Close to 3'-UTR,"""D-Tyr-tRNA(Tyr) deacylase; functions in protein translation ; may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes""",Verified ORF
1477,4,66763,0.0296964451040614,0.0598695338165303,0.62018947114551,YDL218W,YDL218W,SGDID:S000002377,CDS,CDS,"""Putative protein of unknown function; YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions; expression also induced in cells treated with the mycotoxin patulin""",Uncharacterized ORF
1478,4,68860,0.026521595695727,0.0598965538299946,0.658188836638728,YDL217C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1479,4,68911,0.0305938552798101,0.0597730622722829,0.609087587384553,YDL217C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1480,4,69269,0.0288502989430742,0.0600888293146795,0.631434116926721,YDL216C,RRI1,SGDID:S000002375,CDS,CDS,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1481,4,70023,0.035917463523102,0.0602017768109686,0.551144874253906,YDL216C,RRI1,SGDID:S000002375,CDS,CDS,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1482,4,70129,0.0257612010654322,0.0599288825374546,0.66755768315026,YDL216C,RRI1,SGDID:S000002375,CDS,CDS,"""Catalytic subunit of the COP9 signalosome (CSN) complex; acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling; involved in modulation of genes controlling amino acid and lipid metabolism ; and ergosterol biosynthesis""",Verified ORF
1484,4,71282,0.053944971700977,0.0596884739022922,0.366730873908481,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1485,4,71689,0.033780678812008,0.060418411884805,0.576439595071381,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1486,4,72324,-0.0491971189001857,0.0597596349176713,0.410921656894523,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1487,4,72434,0.0480427001594337,0.0605774559483899,0.428264593680097,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1488,4,72764,0.0354508631282259,0.0598284048938187,0.553866846859622,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1489,4,73313,0.0248909270529819,0.0597508209241349,0.677239682147467,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1490,4,74160,0.015787694560806,0.0601847855365053,0.793227482031458,CUT050,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1491,4,76499,0.0008157836474186,0.0597711501560612,0.989118159672201,XUT_4F-43,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1493,4,77589,0.0231630135325477,0.0599218947104226,0.699319747502267,YDL213C,NOP6,SGDID:S000002372,CDS,CDS,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
