SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
3637,6,45282,-0.0733115498966995,0.133646949684867,0.583663550555466,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3638,6,45815,-0.054517531003529,0.133874604278946,0.684087126196787,CUT121,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
3639,6,47290,-0.163846584752261,0.133689507183141,0.221175505375927,YFL042C,LAM5,SGDID:S000001852,CDS,CDS,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3640,6,48282,-0.14832248859996,0.133424359352127,0.267041019848539,YFL042C,LAM5,SGDID:S000001852,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell ; including nucleus-vacuole junctions and ER-mitochondrial contact sites""",Verified ORF
3641,6,48919,-0.0771385893159542,0.135271863561061,0.56887187284848,YFL041W-A,YFL041W-A,SGDID:S000028547,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3642,6,48921,-0.0386885290606169,0.136500643065666,0.777012532587291,YFL041W-A,YFL041W-A,SGDID:S000028547,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
3643,6,50414,-0.0344348620668719,0.134821201352687,0.79855417464854,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3644,6,50685,-0.038524391832834,0.134772836545015,0.775163082323704,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3645,6,50825,-0.0098269342289309,0.134594110475675,0.941838221445656,YFL041W,FET5,SGDID:S000001853,CDS,CDS,"""Multicopper oxidase; integral membrane protein with similarity to Fet3p; may have a role in iron transport""",Verified ORF
3649,6,51526,-0.0226092741891732,0.134883267662457,0.8669774007787,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3650,6,51781,0.011796324918648,0.134567950599846,0.930196037818447,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3651,6,52550,-0.0043972557122486,0.134377910592082,0.973913933043118,YFL040W,YFL040W,SGDID:S000001854,CDS,CDS,"""Putative transporter; member of the sugar porter family; YFL040W is not an essential gene; may have a role in intracellular sterol transport""",Uncharacterized ORF
3652,6,53989,0.0518885408357601,0.13386490017057,0.698531831143837,YFL039C,ACT1,SGDID:S000001855,CDS,CDS,"""Actin; structural protein involved in cell polarization ; endocytosis ; and other cytoskeletal functions; monomeric actin in the nucleus plays a role in INO80 chromatin remodeling""",Verified ORF
3654,6,54932,0.0144506749813644,0.136520716998502,0.91576173836938,SUT101,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
3655,6,55876,0.115199107221786,0.134587536632121,0.392610557940384,YFL038C,YPT1,SGDID:S000001856,CDS,CDS,"""Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi ; the transitional Golgi and ER membranes ; pre-autophagosomal structures ; and cytoplasmic vesicles""",Verified ORF
3656,6,56091,0.11098873594941,0.134825128693016,0.410947135829816,YFL037W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3657,6,57460,0.0442169938101561,0.134357504382075,0.742275613609173,YFL037W,TUB2,SGDID:S000001857,CDS,CDS,"""Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer ; which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria""",Verified ORF
3660,6,62743,0.0977653743373896,0.135026337818442,0.469516631360341,YFL036W,RPO41,SGDID:S000001858,CDS,CDS,"""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex ; enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication""",Verified ORF
3662,6,64449,0.124341431014582,0.134432324476583,0.355630534615811,YFL034C-A,RPL22B,SGDID:S000006436,CDS,CDS,"""Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; autoregulates splicing of its pre-m-RNA; homologous to mammalian ribosomal protein L22 ; no bacterial homolog; RPL22B has a paralog ; RPL22A ; that arose from the whole genome duplication""",Verified ORF
3664,6,65125,0.199119868091981,0.136847019597939,0.146542839398049,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3665,6,65133,0.203781620666573,0.136996611121331,0.137777108520153,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3666,6,65183,0.20348826562137,0.133982688562786,0.129716664097805,YFL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3667,6,66460,0.16628680333388,0.134662868201333,0.217712172025946,YFL034W,MIL1,SGDID:S000001860,CDS,CDS,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3668,6,67184,0.188909944774261,0.134555578095896,0.161211469723147,YFL034W,MIL1,SGDID:S000001860,CDS,CDS,"""Predicted lipase; binds variant medium clathrin chain Apm2p and contributes to its membrane recruitment; putative integral membrane protein that interacts with Rpp0p component of ribosomal stalk""",Uncharacterized ORF
3669,6,71471,0.230311391432801,0.134929055685905,0.0887186692751398,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3670,6,71997,0.233250432370107,0.13553472015887,0.0861334991009885,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3671,6,72514,0.230473254001259,0.135579340209902,0.0900279183545361,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3673,6,73433,0.312802330035003,0.134846136770304,0.0209271486390753,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3674,6,74406,0.275501961134943,0.134092501965807,0.0406566185563203,YFL033C,RIM15,SGDID:S000001861,CDS,CDS,"""Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients ; specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase""",Verified ORF
3676,6,74913,0.303823454717283,0.133439188216223,0.0233920256722657,YFL032W,YFL032W,SGDID:S000001862,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HAC1/YFL031W; YFL032W is not an essential gene""",Dubious ORF
3677,6,75397,0.266243276764116,0.134867088317941,0.0491477973843457,YFL031W,HAC1,SGDID:S000001863,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response ; via UPRE binding ; and membrane biogenesis; ER stress-induced splicing pathway triggers efficient Hac1p translation; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
3678,6,76427,0.0581885345682068,0.13469152774836,0.665995491646639,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3681,6,76526,0.070577971091075,0.137524813263861,0.60813124802399,YFL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3682,6,78316,0.1259473805855,0.135221507420584,0.352275344743779,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3683,6,78381,0.139564266692284,0.135160698229107,0.302507288848766,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3684,6,78862,0.124303515663574,0.135258587203828,0.35871972090199,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3685,6,78907,0.11017756169533,0.135092699717254,0.415296024932376,YFL029C,CAK1,SGDID:S000001865,CDS,CDS,"""Cyclin-dependent kinase-activating kinase; required for passage through the cell cycle; phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases; required for premeiotic DNA synthesis ; expression of early and middle sporulation specific genes and direct phosphorylation of the Smk1p MAPK to regulate spore morphogenesis""",Verified ORF
3686,6,79638,0.0934460262570147,0.135273265437533,0.490148682128177,YFL028C,CAF16,SGDID:S000001866,CDS,CDS,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3687,6,79955,0.104159634150883,0.135496147113763,0.442569005640009,YFL028C,CAF16,SGDID:S000001866,CDS,CDS,"""Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator""",Verified ORF
3688,6,80725,0.15365556530563,0.134492680516052,0.254027724289511,YFL027C,GYP8,SGDID:S000001867,CDS,CDS,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3689,6,80860,0.166900435203912,0.134782125787875,0.216428459629297,YFL027C,GYP8,SGDID:S000001867,CDS,CDS,"""GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p ; Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport""",Verified ORF
3690,6,83761,0.163839828140693,0.13483076735656,0.225120382797754,YFL026W,STE2,SGDID:S000001868,CDS,CDS,"""Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells""",Verified ORF
3692,6,88005,0.174653386583088,0.138687435741926,0.208742860332813,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3693,6,88006,0.177919471857673,0.138248209212334,0.198952610022309,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3696,6,88398,0.110749573857989,0.137075588337192,0.419666202561184,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3697,6,88475,0.0648460868569749,0.136129332228794,0.634115155310685,YFL024C,EPL1,SGDID:S000001870,CDS,CDS,"""Subunit of NuA4 ; an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains""",Verified ORF
3698,6,90318,0.0121261332359912,0.134739558056066,0.928340774432617,SUT103,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
3699,6,91505,0.0002849748276529,0.135278631066191,0.998320386078514,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3700,6,91959,0.0090619265347132,0.13670131723355,0.947184493995597,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3701,6,92208,0.0002405688419451,0.135138494007069,0.99858064000409,YFL023W,BUD27,SGDID:S000001871,CDS,CDS,"""Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I ; II ; and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP""",Verified ORF
3702,6,95448,-0.119478305593669,0.136854132042485,0.383238041328765,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3703,6,95468,-0.120584927871107,0.13686156599134,0.378878205064483,YFL021W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3704,6,95926,0.0410541481200755,0.135460558823406,0.762014386752655,YFL021C-A,YFL021C-A,SGDID:S000028766,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W""",Dubious ORF
3708,6,98879,-0.18451024842989,0.136609731838291,0.177676709516191,YFL020C,PAU5,SGDID:S000001874,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme""",Verified ORF
3710,6,101306,-0.140255504339643,0.134430901656547,0.297510443440301,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3711,6,101424,-0.108472080349779,0.13491426136292,0.421933733969805,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3712,6,101439,-0.109970051490411,0.135598477393959,0.417913451038446,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3713,6,101478,-0.06795790791689,0.135676538470375,0.616766484139894,tP(UGG)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3717,6,106653,-0.0228726129015708,0.135032247551684,0.865589822610067,YFL015W-A,YFL015W-A,SGDID:S000028765,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF YFL015C""",Dubious ORF
3718,6,107478,-0.0150342838174481,0.134179931810691,0.910850859663216,YFL014W,HSP12,SGDID:S000001880,CDS,CDS,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3719,6,107527,-0.0374786517807066,0.134065662638704,0.779983088224972,YFL014W,HSP12,SGDID:S000001880,CDS,CDS,"""Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock ; oxidative stress ; osmostress ; stationary phase ; glucose depletion ; oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension""",Verified ORF
3722,6,111711,-0.0513477431258759,0.134610271359798,0.703095251805444,YFL012W,YFL012W,SGDID:S000001882,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcribed during sporulation; null mutant exhibits increased resistance to rapamycin""",Uncharacterized ORF
3723,6,114692,0.0019178232960465,0.133937676486777,0.988583750942414,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3724,6,114714,0.0001190771310767,0.133937715233248,0.999291144184166,YFL011W,HXT10,SGDID:S000001883,Close to 3'-UTR,Close to 3'-UTR,"""Hexose transporter; expressed at low levels and expression is repressed by glucose""",Verified ORF
3725,6,115037,0.0218499666313755,0.135381480386698,0.871874213892826,YFL010W-A,AUA1,SGDID:S000001955,CDS,CDS,"""Protein required for the negative regulation by ammonia of Gap1p; Gap1p is a general amino acid permease""",Verified ORF
3726,6,116654,-0.0323924539539345,0.133755860867062,0.808784456635902,YFL009W,CDC4,SGDID:S000001885,CDS,CDS,"""F-box protein required for both the G1/S and G2/M phase transitions; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCFCdc4 complex; SCFCdc4 acts as a ubiquitin-protein ligase directing ubiquitination of cyclin-dependent kinase (CDK) phosphorylated substrates ; such as: Sic1p ; Far1p ; Cdc6p ; Clb6p ; and Cln3p""",Verified ORF
3728,6,119386,0.0279946417164497,0.134812498496617,0.835617220364376,YFL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3729,6,123079,-0.0079923507691612,0.135105297227506,0.952860964965484,YFL008W,SMC1,SGDID:S000001886,CDS,CDS,"""Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member ; binds DNA with a preference for DNA with secondary structure""",Verified ORF
3730,6,146131,-0.001079201238748,0.13570166200708,0.993659183786501,YFL002C,SPB4,SGDID:S000001894,CDS,CDS,"""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",Verified ORF
3731,6,151731,0.0015532861241781,0.134378088973424,0.990783929433021,YFR002W,NIC96,SGDID:S000001898,CDS,CDS,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC nuclear basket; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup57p ; and Nup49p)""",Verified ORF
3733,6,157270,-0.0562733709393023,0.133940149627777,0.674640126652024,YFR006W,YFR006W,SGDID:S000001902,CDS,CDS,"""Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene""",Uncharacterized ORF
3734,6,158136,-0.0791792401117033,0.136231259825158,0.561468509264194,tF(GAA)F_NFR/NDR,,,Promoter,Promoter,,Promoter
3735,6,158910,-0.130166992980297,0.133553745557575,0.330405640589554,YFR007W,YFH7,SGDID:S000001903,Close to 3'-UTR,Close to 3'-UTR,"""Putative kinase with similarity to the PRK/URK/PANK kinase subfamily; the PRK/URK/PANK subfamily of P-loop kinases is also known as phosphoribulokinase/uridine kinase/bacterial pantothenate kinase""",Verified ORF
3736,6,162526,-0.195708180059145,0.133979130589414,0.144977299108743,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3737,6,163117,-0.129330930946868,0.134418987929742,0.33663397771493,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3738,6,163321,-0.137351220048446,0.133611331391874,0.304658023070798,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3739,6,163435,-0.147481379826449,0.134205305528735,0.272550313951333,YFR009W,GCN20,SGDID:S000001905,CDS,CDS,"""Positive regulator of the Gcn2p kinase activity; important for disaggregation of ordered and disordered protein aggregates; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",Verified ORF
3741,6,166074,-0.130125492517389,0.134600680457459,0.334329826236903,YFR010W,UBP6,SGDID:S000001906,CDS,CDS,"""Ubiquitin-specific protease; situated in the base subcomplex of the 26S proteasome ; releases free ubiquitin from branched polyubiquitin chains en bloc ; rather than from the distal tip of the chain; negatively regulates degradation of ubiquitinated proteins by the proteasome; works in opposition to Hul5p polyubiquitin elongation activity; mutant has aneuploidy tolerance; human homolog UBP14 complements yeast null mutant""",Verified ORF
3743,6,167198,-0.149918714669724,0.134115365356202,0.264398077440946,YFR011C,MIC19,SGDID:S000001907,CDS,CDS,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; Mic19p is peripheral to the inner membrane and may connect Mic60p with the Mic10p-Mic12p-Mic27p subcomplex; both yeast and human Mic19p become oxidized ; and oxidation may regulate MICOS""",Verified ORF
3750,6,168223,-0.16956854666815,0.13440187940037,0.207906681187735,YFR012W,DCV1,SGDID:S000001908,CDS,CDS,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3753,6,168572,-0.17348550830372,0.133788731547301,0.195577135538108,YFR012W,DCV1,SGDID:S000001908,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; deletion mutant shows strong genetic interaction with cdc28-as1 mutant in the presence of 1-NM-PP1; DCV1 has a paralog ; YOL019W ; that arose from the whole genome duplication""",Verified ORF
3754,6,173904,-0.346315035486755,0.134165489135303,0.010247043457489,YFR014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
3755,6,175273,-0.35790563937978,0.132784647973474,0.0073672112977225,YFR015C,GSY1,SGDID:S000001911,CDS,CDS,"""Glycogen synthase; expression induced by glucose limitation ; nitrogen starvation ; environmental stress ; and entry into stationary phase; GSY1 has a paralog ; GSY2 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
3756,6,178778,-0.208729366826987,0.133856069780435,0.11980801378775,YFR016C,AIP5,SGDID:S000001912,CDS,CDS,"""Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene""",Verified ORF
3759,6,180643,-0.211333931384157,0.133710033575475,0.11487904750262,YFR016C,AIP5,SGDID:S000001912,CDS,CDS,"""Protein that positively regulates actin assembly; forms a homodimer and interacts with G-actin; localization to the bud neck and bud tip requires Spa2p; YFR016C is not an essential gene""",Verified ORF
3760,6,183039,-0.1321719515084,0.134231241542648,0.325466177280663,YFR017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3761,6,183936,-0.127247034362183,0.134207333954634,0.343707971343387,YFR018C,YFR018C,SGDID:S000001914,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP and seamless GFP fusion proteins localize to the endoplasmic reticulum and mCherry fusion protein localizes to the vacuole""",Uncharacterized ORF
3762,6,184860,-0.099939607943424,0.134111923941324,0.456649382619649,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
3763,6,187264,-0.0483126578747205,0.134246972162471,0.719152875744324,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
3765,6,188423,-0.0758281869841591,0.135701015767715,0.576660264867847,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
3766,6,188938,-0.102201781340881,0.134814546822109,0.448901926101814,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
3767,6,189863,-0.0862353759644774,0.134314647074519,0.521263925083187,YFR019W,FAB1,SGDID:S000001915,CDS,CDS,"""1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2 ; which is involved in vacuolar sorting and homeostasis""",Verified ORF
3771,6,192593,-0.035984586102043,0.135464642537958,0.790672918115761,YFR020W,CSS2,SGDID:S000001916,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP fusion protein localizes to the endoplasmic reticulum (ER) and extracellular region ; while mCherry fusion protein localizes to the ER and vacuole; mRNA identified as translated by ribosome profiling data; CSS2 is a non-essential gene""",Verified ORF
3772,6,193272,0.0025719931521852,0.134121766979422,0.984711096594362,YFR020W,CSS2,SGDID:S000001916,CDS,CDS,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP fusion protein localizes to the endoplasmic reticulum (ER) and extracellular region ; while mCherry fusion protein localizes to the ER and vacuole; mRNA identified as translated by ribosome profiling data; CSS2 is a non-essential gene""",Verified ORF
