SNP,Chr,Pos,Effect,SE,HNM1_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1488,4,72764,0.0918260992261142,0.0959283201103899,0.339102961342664,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1489,4,73313,0.0628319487479803,0.0958457530723906,0.512538927069735,YDL215C,GDH2,SGDID:S000002374,CDS,CDS,"""NAD(+)-dependent glutamate dehydrogenase; degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels; genetically interacts with GDH3 by suppressing stress-induced apoptosis""",Verified ORF
1490,4,74160,0.0280870759698157,0.0965747268600059,0.771350171369472,CUT050,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1491,4,76499,0.003138645165801,0.0959130142518768,0.97391328200153,XUT_4F-43,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
1493,4,77589,0.0540370184998948,0.0961323648305597,0.574397431877085,YDL213C,NOP6,SGDID:S000002372,CDS,CDS,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1494,4,77718,0.0736244194370861,0.0958270162971112,0.442819405042637,YDL213C,NOP6,SGDID:S000002372,CDS,CDS,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1495,4,77851,0.0127483744336424,0.0969876268067913,0.89549951319519,YDL213C,NOP6,SGDID:S000002372,CDS,CDS,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1496,4,77997,-0.0298285150790016,0.0967430037881516,0.758015112897739,YDL213C,NOP6,SGDID:S000002372,Close to 3'-UTR,Close to 3'-UTR,"""rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes""",Verified ORF
1497,4,79690,0.0194472514569289,0.0958599193323359,0.839352304937818,YDL211C,YDL211C,SGDID:S000002370,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YDL211C has a paralog ; TDA7 ; that arose from the whole genome duplication""",Uncharacterized ORF
1498,4,79853,-0.0016039017441519,0.0971996303904567,0.986843939261876,YDL211C,YDL211C,SGDID:S000002370,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YDL211C has a paralog ; TDA7 ; that arose from the whole genome duplication""",Uncharacterized ORF
1499,4,80944,0.0169856163526818,0.0962567233644324,0.860032500010318,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1500,4,82080,-0.0319826753339118,0.096775269314601,0.741230361676171,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1501,4,82454,-0.0419406083704093,0.0966162162106159,0.664484712669124,XUT_4F-50,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1506,4,83947,-0.034858948458189,0.0963488802058798,0.717718556422897,YDL210W,UGA4,SGDID:S000002369,Close to 3'-UTR,Close to 3'-UTR,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1507,4,84004,-0.0190293368183448,0.0974768845541265,0.845333845060309,YDL210W,UGA4,SGDID:S000002369,Close to 3'-UTR,Close to 3'-UTR,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1508,4,84689,0.027967129593805,0.0956865765755426,0.770245398751134,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1509,4,84692,-0.028223209003785,0.0959771897267836,0.76888363935804,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1510,4,84897,-0.055394461506437,0.0965660430183671,0.566574505220268,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1511,4,85322,-0.0909277372982741,0.096471165211875,0.346561873408825,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1512,4,85809,-0.0714298920265887,0.0956934161448008,0.455895346731637,YDL210W,UGA4,SGDID:S000002369,CDS,CDS,"""GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane""",Verified ORF
1513,4,86292,-0.0665985548325735,0.097678764133502,0.495804916550678,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1514,4,86372,-0.133956902290005,0.0959199212067031,0.163426588254502,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1515,4,86424,-0.156552775047834,0.0959503910030856,0.103655280774686,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1516,4,86904,-0.146341534559856,0.0965748149288806,0.130586847895688,YDL209C,CWC2,SGDID:S000002368,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2""",Verified ORF
1517,4,90193,-0.150350553041397,0.0963933634656565,0.11971255388056,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1518,4,90424,-0.14212262211144,0.0958804997818494,0.139155529373975,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1519,4,90554,-0.134361953752948,0.096335140103609,0.163972910891641,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1520,4,91087,-0.162508060899289,0.0955132422300424,0.0897448570299953,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1521,4,91200,-0.155729217155801,0.0964182960059329,0.107173399889906,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1522,4,91234,-0.124008454660563,0.0956062189944826,0.195452430048533,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1523,4,91966,-0.141255021566722,0.0970795983452535,0.146545923991312,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1524,4,92317,-0.168437026443787,0.0958510496596814,0.0797371259794932,YDL206W,YDL206W,SGDID:S000002365,CDS,CDS,"""Putative protein of unknown function; YDL206W is not an essential protein""",Uncharacterized ORF
1525,4,94122,-0.0539974260842845,0.0981901262834596,0.582717043092291,YDL204W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1526,4,95022,-0.0756616105581586,0.0981097418390939,0.441108047996963,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1527,4,95148,-0.0543082337407093,0.0975507808885659,0.578073176489406,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1528,4,95215,-0.0838794606716865,0.0970805284386585,0.388163937499654,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1529,4,95478,-0.0694209051813559,0.0974973029352452,0.476917141384865,YDL204W,RTN2,SGDID:S000002363,CDS,CDS,"""Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p ; Yip3p ; and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
1530,4,96178,-0.064667495722055,0.0968624034401288,0.504810973428015,YDL203C,ACK1,SGDID:S000002362,CDS,CDS,"""Protein that functions in the cell wall integrity pathway; functions upstream of Pkc1p; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria""",Verified ORF
1531,4,96325,-0.0335980232898436,0.0972676376324426,0.729985654405175,YDL203C,ACK1,SGDID:S000002362,CDS,CDS,"""Protein that functions in the cell wall integrity pathway; functions upstream of Pkc1p; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria""",Verified ORF
1532,4,98110,-0.0150190443310684,0.0967472882038752,0.876720881328178,YDL202W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1533,4,98128,-0.0357999219677041,0.0978256007222267,0.714616690739887,YDL202W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1534,4,98837,-0.0120033806423592,0.0986466591788075,0.903221247462904,YDL202W,MRPL11,SGDID:S000002361,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; localizes to vacuole in response to H2O2""",Verified ORF
1535,4,98990,-0.0193004765839602,0.0983220936001059,0.84448951641647,YDL202W,MRPL11,SGDID:S000002361,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; localizes to vacuole in response to H2O2""",Verified ORF
1536,4,99543,-0.0312136850271302,0.0982962990973787,0.751016405463591,YDL201W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1537,4,102509,-0.0270994162489269,0.0964959967559149,0.779001777446091,YDL199C,YDL199C,SGDID:S000002358,CDS,CDS,"""Putative transporter; member of the sugar porter family""",Uncharacterized ORF
1538,4,102705,-0.0315658662097308,0.0965964324205849,0.744027302672686,YDL199C,YDL199C,SGDID:S000002358,CDS,CDS,"""Putative transporter; member of the sugar porter family""",Uncharacterized ORF
1539,4,103444,-0.0133430187112615,0.0967479841466654,0.890386062756556,YDL199C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1540,4,103991,-0.0089014701661537,0.0967494306084338,0.926745938223815,YDL198C,GGC1,SGDID:S000002357,CDS,CDS,"""Mitochondrial GTP/GDP transporter; essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family""",Verified ORF
1541,4,105908,0.005599053454094,0.0971040243662452,0.954051790347946,YDL197C,ASF2,SGDID:S000002356,CDS,CDS,"""Anti-silencing protein; causes derepression of silent loci when overexpressed""",Verified ORF
1542,4,106371,0.005599053454094,0.0971040243662452,0.954051790347946,YDL197C,ASF2,SGDID:S000002356,CDS,CDS,"""Anti-silencing protein; causes derepression of silent loci when overexpressed""",Verified ORF
1543,4,107525,-0.00834686472831,0.0971655807117335,0.931591821408936,YDL195W,SEC31,SGDID:S000002354,CDS,CDS,"""Component of the Sec13p-Sec31p complex of the COPII vesicle coat; COPII coat is required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance""",Verified ORF
1544,4,108510,0.0157327158025472,0.0968216433401153,0.871011619056894,YDL195W,SEC31,SGDID:S000002354,CDS,CDS,"""Component of the Sec13p-Sec31p complex of the COPII vesicle coat; COPII coat is required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance""",Verified ORF
1545,4,108791,0.0038791733787245,0.0967247410804821,0.968031860377667,YDL195W,SEC31,SGDID:S000002354,CDS,CDS,"""Component of the Sec13p-Sec31p complex of the COPII vesicle coat; COPII coat is required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance""",Verified ORF
1546,4,111205,0.0048353743802657,0.0968249222529876,0.960198958389821,YDL194W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1547,4,112474,0.0048353743802657,0.0968249222529876,0.960198958389821,YDL194W,SNF3,SGDID:S000002353,CDS,CDS,"""Plasma membrane low glucose sensor ; regulates glucose transport; high affinity sensor that contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; SNF3 has a paralog ; RGT2 ; that arose from the whole genome duplication""",Verified ORF
1548,4,112969,0.0026428059116944,0.0966488680306014,0.978200490917345,YDL194W,SNF3,SGDID:S000002353,CDS,CDS,"""Plasma membrane low glucose sensor ; regulates glucose transport; high affinity sensor that contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; SNF3 has a paralog ; RGT2 ; that arose from the whole genome duplication""",Verified ORF
1549,4,114992,-0.0005740527217231,0.0970291558137712,0.995282852301366,YDL193W,NUS1,SGDID:S000002352,CDS,CDS,"""Forms dehydrodolichyl diphosphate synthase complex with RER2 or SRT1; tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY ; suggesting that Nus1p may be involved in protein trafficking; mutations in human homolog NUS1 have been implicated in congenital scoliosis ; neurological impairment ; refractory epilepsy ; hearing deficit ; and visual impairment; human cis-prenyltransferase complex complements yeast null mutant""",Verified ORF
1550,4,115453,-0.0049911584493472,0.0973097881682741,0.959122306024167,YDL193W,NUS1,SGDID:S000002352,CDS,CDS,"""Forms dehydrodolichyl diphosphate synthase complex with RER2 or SRT1; tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY ; suggesting that Nus1p may be involved in protein trafficking; mutations in human homolog NUS1 have been implicated in congenital scoliosis ; neurological impairment ; refractory epilepsy ; hearing deficit ; and visual impairment; human cis-prenyltransferase complex complements yeast null mutant""",Verified ORF
1551,4,115541,0.0056518982372573,0.0971661306621419,0.953648224573329,YDL193W,NUS1,SGDID:S000002352,CDS,CDS,"""Forms dehydrodolichyl diphosphate synthase complex with RER2 or SRT1; tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY ; suggesting that Nus1p may be involved in protein trafficking; mutations in human homolog NUS1 have been implicated in congenital scoliosis ; neurological impairment ; refractory epilepsy ; hearing deficit ; and visual impairment; human cis-prenyltransferase complex complements yeast null mutant""",Verified ORF
1553,4,116782,0.0027875007554162,0.0968251506166106,0.977049130541086,YDL192W,ARF1,SGDID:S000002351,CDS,CDS,"""ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; involved in mitochondrial morphology; ARF1 has a paralog ; ARF2 ; that arose from the whole genome duplication; arf1 arf2 double null mutation is complemented by human ARF1 ; ARF4 ; ARF5 ; or ARF6""",Verified ORF
1554,4,117170,-0.0204214903249852,0.0968472123631971,0.83311587443391,YDL192W,ARF1,SGDID:S000002351,Close to 3'-UTR,Close to 3'-UTR,"""ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; involved in mitochondrial morphology; ARF1 has a paralog ; ARF2 ; that arose from the whole genome duplication; arf1 arf2 double null mutation is complemented by human ARF1 ; ARF4 ; ARF5 ; or ARF6""",Verified ORF
1555,4,117432,-0.0208010817131633,0.0982259385244411,0.83241047729197,YDL191W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1556,4,121939,-0.0202107540356693,0.0981694100982227,0.837006225648255,YDL189W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1557,4,121955,-0.0235059870956298,0.0964324147845977,0.807561340351375,YDL189W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1558,4,122050,-0.0165075328685289,0.0966751978516195,0.864516199034858,YDL190C,UFD2,SGDID:S000002349,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin (Ub) chain assembly factor (E4); forms branched Ub chains on substrates destined for degradation ; catalyzing K48-linked multi-monoubiquitination of K29-linked Ub chains assembled by the Ub-ligase Ufd4p; involved in the Ub-fusion degradation pathway ; OLE membrane fluidity pathway ; stress response survival and the ERAD pathway for misfolded proteins ; where it promotes ubiquitination and transfer of ERAD substrates to Rad23p; U-box family member; homologous to human Ufd2a and Ufd2b""",Verified ORF
1559,4,122309,-0.0134699688244052,0.0968506580085941,0.889466412057031,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1560,4,122365,-0.0268218361755614,0.0970515930447127,0.782428106123841,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1561,4,122560,-0.0110481547267748,0.0965744588204833,0.908985453513075,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1562,4,122596,-0.0095117714841437,0.0967492660872811,0.921739057027181,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1563,4,122617,-0.0134931257469907,0.0964009401090436,0.888764454007395,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1564,4,123193,-0.0071410955483214,0.0966784431390903,0.941160117545434,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1565,4,123439,-0.0296259492301476,0.0969443192238426,0.760091193826193,YDL189W,RBS1,SGDID:S000002348,CDS,CDS,"""Protein involved in assembly of the RNA polymerase III (Pol III) complex; high copy suppressor of Pol III assembly mutation and psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization; physically interacts with Pol III; proposed to bind single-stranded nucleic acids via its R3H domain""",Verified ORF
1566,4,123976,-0.0035537294252802,0.0970031250650974,0.970796580510859,YDL188C,PPH22,SGDID:S000002347,CDS,CDS,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph21p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; protein abundance increases in response to DNA replication stress; dephosphorylates Tel1p/Mec1p-phosphorylated Cdc13p to promote telomerase release from telomeres at G2/M; PPH22 has a paralog ; PPH21 ; that arose from the whole genome duplication""",Verified ORF
1567,4,126981,-0.0246090000198176,0.0971593420549408,0.800195461572524,YDL185W,VMA1,SGDID:S000002344,CDS,CDS,"""Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI) ; which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
1568,4,127308,-0.016741580548206,0.096821164052056,0.862819379518178,YDL185W,VMA1,SGDID:S000002344,CDS,CDS,"""Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI) ; which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
1569,4,127323,-0.0223350523500729,0.0966455322471632,0.81736883640068,YDL185W,VMA1,SGDID:S000002344,CDS,CDS,"""Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI) ; which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
1570,4,132281,-0.0323524070009265,0.0971348116193124,0.739281384569427,YDL183C,YDL183C,SGDID:S000002342,Close to 3'-UTR,Close to 3'-UTR,"""Protein that may form an active mitochondrial KHE system; mitochondrial inner-membrane protein; non-essential gene; KHE system stands for K+/H+ exchanger system""",Verified ORF
1571,4,132892,-0.0596895291527515,0.0970100854196706,0.538758360597813,YDL182W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1572,4,132952,-0.029704883377605,0.0961784156324838,0.757616409640017,YDL182W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1573,4,135298,-0.0259070073230148,0.0965254704899175,0.788551637718948,YDL181W,INH1,SGDID:S000002340,CDS,CDS,"""Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog ; STF1 ; that arose from the whole genome duplication""",Verified ORF
1577,4,135873,-0.0515949920960357,0.0960241289050692,0.591390105758611,YDL181W,INH1,SGDID:S000002340,Close to 3'-UTR,Close to 3'-UTR,"""Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog ; STF1 ; that arose from the whole genome duplication""",Verified ORF
1578,4,136069,-0.0223503397975131,0.0968577001754917,0.817639293121661,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1579,4,136920,-0.044128794418135,0.0969780036179713,0.649360757275171,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1580,4,137351,-0.0125070095338902,0.095947204782811,0.896361370817274,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1581,4,137511,-0.0547223235620751,0.095726116488027,0.56791946341601,YDL180W,YDL180W,SGDID:S000002339,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
1582,4,141606,0.0209378841452904,0.0982641010696582,0.831389394684061,YDL177C,YDL177C,SGDID:S000002336,CDS,CDS,"""Putative protein of unknown function; similar to the mouse IMPACT gene; YDL177C is not an essential gene""",Uncharacterized ORF
1583,4,142711,0.0190281456046758,0.0973286056480799,0.845110779485328,YDL176W,YDL176W,SGDID:S000002335,CDS,CDS,"""Protein of unknown function involved in actin patch formation; null mutant displays a decreased number of actin cortical patches ; increased coat patches ; altered patch formation dynamics ; and defects in endocytic internalization; interacts with GID complex components and computationally predicted to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; non-essential gene""",Verified ORF
1584,4,143484,0.026530688598975,0.0964440472987095,0.783408865323861,YDL176W,YDL176W,SGDID:S000002335,CDS,CDS,"""Protein of unknown function involved in actin patch formation; null mutant displays a decreased number of actin cortical patches ; increased coat patches ; altered patch formation dynamics ; and defects in endocytic internalization; interacts with GID complex components and computationally predicted to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; non-essential gene""",Verified ORF
1585,4,145738,0.0259399038685503,0.0962135896908782,0.787619772076784,YDL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1586,4,147035,0.0412813470087275,0.0963186611328465,0.668482034782403,YDL174C,DLD1,SGDID:S000002333,CDS,CDS,"""Major mitochondrial D-lactate dehydrogenase; oxidizes D-lactate to pyruvate ; transcription is heme-dependent ; repressed by glucose ; and derepressed in ethanol or lactate; located in the mitochondrial inner membrane""",Verified ORF
1587,4,147814,0.0281306474854914,0.0964859078436854,0.770800523927842,YDL174C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1588,4,148075,0.0006386209566142,0.0981217638818738,0.99481071847421,YDL173W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1591,4,149457,0.0328903506584103,0.0968328128151026,0.734313673295601,XUT_4F-92,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
