SNP,Chr,Pos,Effect,SE,RET2_EMP47_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
942,3,48299,0.0957396504669939,0.108684682993882,0.378974723829722,YCL044C,MGR1,SGDID:S000000549,CDS,CDS,"""Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr3p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA""",Verified ORF
943,3,48656,0.0949628165621671,0.109810911136284,0.387744150691619,YCL043C,PDI1,SGDID:S000000548,CDS,CDS,"""Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen ; essential for disulfide bond formation in secretory and cell-surface proteins ; processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase ; Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates ; thereby accelerating ERAD; PDI1 has a paralog ; EUG1 ; that arose from the whole genome duplication""",Verified ORF
944,3,48764,0.0748216368223228,0.10891232213543,0.492540319530473,YCL043C,PDI1,SGDID:S000000548,CDS,CDS,"""Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen ; essential for disulfide bond formation in secretory and cell-surface proteins ; processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase ; Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates ; thereby accelerating ERAD; PDI1 has a paralog ; EUG1 ; that arose from the whole genome duplication""",Verified ORF
945,3,49187,0.042053431658257,0.10923411112935,0.700480806734557,YCL043C,PDI1,SGDID:S000000548,CDS,CDS,"""Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen ; essential for disulfide bond formation in secretory and cell-surface proteins ; processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase ; Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates ; thereby accelerating ERAD; PDI1 has a paralog ; EUG1 ; that arose from the whole genome duplication""",Verified ORF
946,3,49221,0.0361711655651046,0.109240077540281,0.740753140319715,YCL043C,PDI1,SGDID:S000000548,CDS,CDS,"""Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen ; essential for disulfide bond formation in secretory and cell-surface proteins ; processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase ; Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates ; thereby accelerating ERAD; PDI1 has a paralog ; EUG1 ; that arose from the whole genome duplication""",Verified ORF
947,3,49250,0.0508495460925429,0.109150077993777,0.641597186971786,YCL043C,PDI1,SGDID:S000000548,CDS,CDS,"""Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen ; essential for disulfide bond formation in secretory and cell-surface proteins ; processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase ; Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates ; thereby accelerating ERAD; PDI1 has a paralog ; EUG1 ; that arose from the whole genome duplication""",Verified ORF
948,3,49783,0.0604470094086248,0.109933604834504,0.582769869479078,YCL043C,PDI1,SGDID:S000000548,CDS,CDS,"""Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen ; essential for disulfide bond formation in secretory and cell-surface proteins ; processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase ; Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates ; thereby accelerating ERAD; PDI1 has a paralog ; EUG1 ; that arose from the whole genome duplication""",Verified ORF
949,3,49785,0.0604470094086248,0.109933604834504,0.582769869479078,YCL043C,PDI1,SGDID:S000000548,CDS,CDS,"""Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen ; essential for disulfide bond formation in secretory and cell-surface proteins ; processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase ; Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates ; thereby accelerating ERAD; PDI1 has a paralog ; EUG1 ; that arose from the whole genome duplication""",Verified ORF
952,3,52350,0.0121312195526763,0.108816849835696,0.911296774715345,YCL039W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
953,3,52792,0.0163935582280342,0.10827219695917,0.879738319756488,YCL039W,GID7,SGDID:S000000544,CDS,CDS,"""Subunit of GID Complex that binds directly to central component Vid30p; GID complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; Gid7p contains six WD40 repeats; computational analysis suggests that Gid7p and Moh1p have similar functions""",Verified ORF
954,3,54110,0.0137443449704864,0.108246003371561,0.899033879001125,YCL039W,GID7,SGDID:S000000544,CDS,CDS,"""Subunit of GID Complex that binds directly to central component Vid30p; GID complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; Gid7p contains six WD40 repeats; computational analysis suggests that Gid7p and Moh1p have similar functions""",Verified ORF
955,3,56674,-0.0712799608692948,0.108391162640745,0.51121231512525,YCL038C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
961,3,59518,-0.163495453825298,0.108394904899625,0.132364149238243,YCL036W,GFD2,SGDID:S000000541,CDS,CDS,"""Protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; GFD2 has a paralog ; YDR514C ; that arose from the whole genome duplication""",Verified ORF
962,3,59758,-0.140852409697009,0.108159546890774,0.193674792294466,YCL036W,GFD2,SGDID:S000000541,CDS,CDS,"""Protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; GFD2 has a paralog ; YDR514C ; that arose from the whole genome duplication""",Verified ORF
963,3,61460,-0.0712499036188597,0.109047926832488,0.513935676788098,YCL034W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
964,3,61462,-0.0712499036188597,0.109047926832488,0.513935676788098,YCL034W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
965,3,61544,-0.0887675617970254,0.110406306049531,0.421933411353717,YCL034W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
966,3,62729,-0.0479786243757368,0.108383839376084,0.658273233532354,YCL034W,LSB5,SGDID:S000000539,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in membrane-trafficking events at plasma membrane; interacts with actin regulators Sla1p and Las17p ; ubiquitin ; Arf3p to couple actin dynamics to membrane trafficking processes; similar structure to GGA family of proteins with N-terminal VHS domain and GAT domain; binds Las17p ; which is homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly ; actin polymerization; may mediate disassembly of Pan1 complex from endocytic coat""",Verified ORF
967,3,63929,-0.0608271005082491,0.108641975187238,0.575912429600194,YCL032W,STE50,SGDID:S000000537,CDS,CDS,"""Adaptor protein for various signaling pathways; involved in mating response ; invasive/filamentous growth ; osmotolerance; acts as an adaptor that links G protein-associated Cdc42p-Ste20p complex to the effector Ste11p to modulate signal transduction""",Verified ORF
969,3,67277,-0.186992038004471,0.109740591879753,0.0892712047059297,YCL030C,HIS4,SGDID:S000000535,CDS,CDS,"""Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase; phosphoribosyl-AMP cyclohydrolase ; and histidinol dehydrogenase activities; catalyzes the second ; third ; ninth and tenth steps in histidine biosynthesis""",Verified ORF
970,3,68046,-0.128014100351713,0.110602187915187,0.247879987883301,YCL030C,HIS4,SGDID:S000000535,CDS,CDS,"""Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase; phosphoribosyl-AMP cyclohydrolase ; and histidinol dehydrogenase activities; catalyzes the second ; third ; ninth and tenth steps in histidine biosynthesis""",Verified ORF
971,3,68178,-0.102100341388156,0.110353719450161,0.355488847746709,YCL030C,HIS4,SGDID:S000000535,CDS,CDS,"""Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase; phosphoribosyl-AMP cyclohydrolase ; and histidinol dehydrogenase activities; catalyzes the second ; third ; ninth and tenth steps in histidine biosynthesis""",Verified ORF
972,3,69265,-0.257658342436254,0.111512047027964,0.0214315514247423,CUT041,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
973,3,72402,-0.268711487532492,0.11225048493189,0.0171936929719395,YCL027W,FUS1,SGDID:S000000532,CDS,CDS,"""Membrane protein localized to the shmoo tip; required for cell fusion; expression regulated by mating pheromone; proposed to coordinate signaling ; fusion ; and polarization events required for fusion; potential Cdc28p substrate""",Verified ORF
974,3,72790,-0.236202148266779,0.112457419091561,0.0364053760888731,YCL027W,FUS1,SGDID:S000000532,CDS,CDS,"""Membrane protein localized to the shmoo tip; required for cell fusion; expression regulated by mating pheromone; proposed to coordinate signaling ; fusion ; and polarization events required for fusion; potential Cdc28p substrate""",Verified ORF
975,3,74472,-0.283663278153559,0.115660104274391,0.0146677408709193,ARS306,ARS306,SGDID:S000028483,Other features,Replication,"""Early-firing autonomously replicating sequence on Chromosome III""",ARS
976,3,75264,-0.232336393259397,0.114853933542389,0.0438383393347159,YCL026C-A,FRM2,SGDID:S000000589,CDS,CDS,"""Type II nitroreductase ; using NADH as reductant; mutants are defective in fatty acid mediated repression of genes involved in fatty acid biosynthesis indicative of a role in lipid signaling; involved in the oxidative stress response; transcription induction by cadmium and selenite indicates a possible role in the metal stress response; expression induced in cells treated with the mycotoxin patulin""",Verified ORF
977,3,75503,-0.244945982635386,0.116123147852877,0.0356168397994546,YCL026C-A_NFR/NDR,,,Promoter,Promoter,,Promoter
979,3,76131,-0.292058050055909,0.115270399622365,0.0117192313147808,YCL025C,AGP1,SGDID:S000000530,CDS,CDS,"""Broad-specificity ; low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine ; glutamine ; and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)""",Verified ORF
980,3,76147,-0.249383511679311,0.115280802704416,0.0311910602774394,YCL025C,AGP1,SGDID:S000000530,CDS,CDS,"""Broad-specificity ; low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine ; glutamine ; and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)""",Verified ORF
981,3,78480,-0.311336295628726,0.121118296436944,0.0105640809524314,YCL025C,AGP1,SGDID:S000000530,Close to 3'-UTR,Close to 3'-UTR,"""Broad-specificity ; low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine ; glutamine ; and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)""",Verified ORF
982,3,79867,-0.282831393212462,0.121468369809681,0.0204531440322914,YCL024W,KCC4,SGDID:S000000529,CDS,CDS,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication""",Verified ORF
983,3,80341,-0.266692422076999,0.122407352693082,0.0300127853039229,YCL024W,KCC4,SGDID:S000000529,CDS,CDS,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication""",Verified ORF
984,3,80444,-0.276765545938584,0.122767133414143,0.024783908015329,YCL024W,KCC4,SGDID:S000000529,CDS,CDS,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication""",Verified ORF
1002,3,92556,-0.294596508282182,0.123646960396526,0.0177214216891717,YCLWdelta2b_NFR/NDR,,,Promoter,Promoter,,Promoter
1003,3,92671,-0.3444104753655,0.123404067014605,0.0055415843776842,YCL018W,LEU2,SGDID:S000000523,Close to 3'-UTR,Close to 3'-UTR,"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate""",Verified ORF
1006,3,95493,-0.305316940324148,0.122584193173788,0.0132091974292577,YCL016C,DCC1,SGDID:S000000521,CDS,CDS,"""Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance""",Verified ORF
1007,3,96560,-0.275632704810229,0.12030541002278,0.0225458008493167,YCL014W,BUD3,SGDID:S000000520,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1008,3,98535,-0.301174491162234,0.1179995737567,0.0111207882820272,YCL014W,BUD3,SGDID:S000000520,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1009,3,100583,-0.322143432584586,0.117472255350542,0.0064121197781051,YCL014W,BUD3,SGDID:S000000520,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1010,3,101685,-0.354743428863071,0.115979912925365,0.0023931330338708,YCL014W,BUD3,SGDID:S000000520,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis""",Verified ORF
1011,3,101814,-0.355081358812029,0.116726066366853,0.0025259743016165,YCL012C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1012,3,105429,-0.310363313348849,0.113764197199613,0.0066880188138752,YCL009C,ILV6,SGDID:S000000515,CDS,CDS,"""Regulatory subunit of acetolactate synthase; acetolactate synthase catalyzes the first step of branched-chain amino acid biosynthesis; enhances activity of the Ilv2p catalytic subunit ; localizes to mitochondria""",Verified ORF
1013,3,111179,-0.170283261054336,0.112242649683201,0.130136582942137,YCL002C,YCL002C,SGDID:S000000508,CDS,CDS,"""Putative protein of unknown function; YCL002C is not an essential gene""",Uncharacterized ORF
1016,3,114885,-0.13265298172831,0.113036928679323,0.24137185021463,ARS308,ARS308,SGDID:S000028485,Other features,Replication,"""Autonomously Replicating Sequence on Chromosome III""",ARS
1017,3,118719,-0.145143770188237,0.112272649928678,0.19693285796719,YCR003W,MRPL32,SGDID:S000000596,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress""",Verified ORF
1018,3,119698,-0.161277032941193,0.112983286173912,0.154336669004281,YCR004C,YCP4,SGDID:S000000597,CDS,CDS,"""Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
1019,3,120341,-0.198941191438722,0.11254059170969,0.0779701644189055,CUT043_NFR/NDR,,,Promoter,Promoter,,Promoter
1020,3,122628,-0.159093443450396,0.112325669882931,0.157552309742642,YCR006C,YCR006C,SGDID:S000000599,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YCR006C is not an essential gene""",Uncharacterized ORF
1021,3,123478,-0.160679643453128,0.113068972470055,0.156177325410248,tP(AGG)C_NFR/NDR,,,Promoter,Promoter,,Promoter
1022,3,125079,-0.233294366100985,0.113250046367876,0.040131783022694,SUT031_NFR/NDR,,,Promoter,Promoter,,Promoter
1023,3,126125,-0.175006353649202,0.112496021644549,0.120683349361689,YCR007C,YCR007C,SGDID:S000000600,CDS,CDS,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1024,3,126954,-0.189161709970101,0.111224238910127,0.0898755610839135,YCR007C,YCR007C,SGDID:S000000600,Close to 3'-UTR,Close to 3'-UTR,"""Putative integral membrane protein; member of DUP240 gene family; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCR007C is not an essential gene""",Uncharacterized ORF
1026,3,131971,-0.107995380928854,0.111128979554698,0.331814403404663,CUT044,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
1027,3,134374,-0.0614277868788268,0.109942779252937,0.576703614370764,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1028,3,135728,-0.0847533992175733,0.11111490353334,0.446119182157132,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1029,3,135857,-0.10535096809463,0.110053608787198,0.33908636108502,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1030,3,136159,-0.106194197599589,0.109621514075832,0.333340681386117,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1031,3,136656,-0.0672679423788254,0.109813616852223,0.540558625293974,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1032,3,136789,-0.0848527728692778,0.109674183521474,0.439637585798469,YCR011C,ADP1,SGDID:S000000604,CDS,CDS,"""Putative ATP-dependent permease of the ABC transporter family""",Verified ORF
1034,3,139688,-0.109722227338137,0.109748743743879,0.318112265477976,YCR014C,POL4,SGDID:S000000607,CDS,CDS,"""DNA polymerase IV; undergoes pair-wise interactions with Dnl4p-Lif1p and Rad27p to mediate repair of DNA double-strand breaks by non-homologous end joining (NHEJ); homologous to mammalian DNA polymerase beta""",Verified ORF
1036,3,143226,-0.12093828718034,0.111160709559118,0.277355488737764,YCR016W,YCR016W,SGDID:S000000609,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis""",Uncharacterized ORF
1037,3,143428,-0.135194324965858,0.110947512759079,0.223831398330552,YCR016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1039,3,145017,-0.110371126773212,0.109206921410347,0.312871169963368,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1040,3,145505,-0.104392967321578,0.109318582495059,0.340260225564864,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1041,3,146875,-0.116699046251089,0.110965448398466,0.293670309279825,YCR017C,CWH43,SGDID:S000000610,CDS,CDS,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion""",Verified ORF
1042,3,147639,-0.114358693663251,0.109399751703528,0.29658637829097,YCR017C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1043,3,147975,-0.124222069100571,0.111080941369566,0.264198369036489,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1044,3,147986,-0.128013794952122,0.110519978069393,0.24753018221244,XUT_3F-65,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1047,3,149289,-0.120444613641867,0.109809773589374,0.273455584846818,YCR018C,SRD1,SGDID:S000000611,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation""",Verified ORF
1057,3,152269,-0.132944099740613,0.109472212004771,0.225403136868834,YCR018C-A,YCR018C-A,SGDID:S000007230,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; encoded opposite a Ty1 LTR""",Dubious ORF
1059,3,156729,-0.0952783580656941,0.109099898921373,0.383086192151588,YCR021C,HSP30,SGDID:S000000615,CDS,CDS,"""Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock ; ethanol treatment ; weak organic acid ; glucose limitation ; and entry into stationary phase""",Verified ORF
1060,3,158006,-0.134243782139674,0.109152264387137,0.219562469135509,SUT032,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
1061,3,163856,-0.210266139185449,0.108841006075538,0.0541762049417668,YCR025C,YCR025C,SGDID:S000000620,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; YCR025C is not an essential gene""",Uncharacterized ORF
1062,3,165283,-0.265880675382315,0.107813692649816,0.0141334989085583,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1063,3,165304,-0.262982005846698,0.108082531853093,0.015463577484262,YCR026C,NPP1,SGDID:S000000621,CDS,CDS,"""Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog ; NPP2 ; that arose from the whole genome duplication ; and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants""",Verified ORF
1064,3,166390,-0.238701095363164,0.108744693112199,0.0288099578077828,YCR026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1066,3,168031,-0.29311376431463,0.107931216234099,0.0069379139948682,YCR027C,RHB1,SGDID:S000000622,Close to 3'-UTR,Close to 3'-UTR,"""Putative Rheb-related GTPase; involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins""",Verified ORF
1067,3,170404,-0.28172609091675,0.108044326772958,0.0095075280004562,YCR028C,FEN2,SGDID:S000000623,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
1068,3,177081,-0.30065374673113,0.108675238324962,0.005963763980964,snR65_NFR/NDR,,,Promoter,Promoter,,Promoter
1069,3,177336,-0.29498535765999,0.1096939493456,0.0075029781002297,YCR030C,SYP1,SGDID:S000000626,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization""",Verified ORF
1071,3,181268,-0.386226559083783,0.107926343082468,0.0003936950552825,YCR032W,BPH1,SGDID:S000000628,CDS,CDS,"""Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse ; respectively ; due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting""",Verified ORF
1073,3,186935,-0.413551967442742,0.106625026808382,0.0001253286915948,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1074,3,187346,-0.408019071575677,0.106930902980335,0.0001602832670721,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1076,3,188758,-0.433420965317897,0.106388839499514,5.71234620350263e-05,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1077,3,188786,-0.435303950098741,0.10624150283665,5.18890111102146e-05,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1078,3,188904,-0.416838600166357,0.106588765490648,0.0001103648765877,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
1079,3,188979,-0.410615697150126,0.106779312017841,0.0001427282461031,YCR033W,SNT1,SGDID:S000000629,CDS,CDS,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia""",Verified ORF
