SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1185,3,284743,-0.119032871351263,0.0714243375048593,0.0964891251367288,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1186,3,285299,-0.142443072817741,0.0715441925267478,0.0472535812801398,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1187,3,285659,-0.116559469774413,0.0720662198471398,0.106686466119805,YCR093W,CDC39,SGDID:S000000689,CDS,CDS,"""Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p ; resulting in processing body disassembly""",Verified ORF
1191,3,289803,-0.0643361536209344,0.0717004346607311,0.370175214761527,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1192,3,289856,-0.0812308495562351,0.0716042329105461,0.257378952825613,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1193,3,289942,-0.0812308495562351,0.0716042329105461,0.257378952825613,YCR095C,OCA4,SGDID:S000000691,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
1194,3,290417,-0.0721099847800362,0.0723212776587986,0.319409430693295,YCR095W-A,YCR095W-A,SGDID:S000029724,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
1195,3,290527,-0.0903255710278805,0.0730470085302933,0.217079866476055,YCR095W-A,YCR095W-A,SGDID:S000029724,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
1196,3,290957,-0.082082821135955,0.0724785635701295,0.258188034114279,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1197,3,290963,-0.100281498184275,0.0724429449095391,0.167146451853459,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1198,3,291002,-0.0664434156537104,0.0726153871445189,0.360813797283152,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1199,3,291045,-0.060873103884183,0.072321579597282,0.400525509434022,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1200,3,291075,-0.056498805173091,0.072076172165708,0.433638331502103,C:289798-291372,,,Intergenic region,Intergenic region,between YCR095W-A and YCRWdelta12,Intergenic region
1201,3,291159,-0.0801022716682713,0.0722938234082873,0.268611920264136,YCRWdelta12_NFR/NDR,,,Promoter,Promoter,,Promoter
1206,3,291349,-0.10098559044294,0.0727552116163141,0.1660067686538,YCRWdelta12_NFR/NDR,,,Promoter,Promoter,,Promoter
1213,3,293851,-0.144215539209589,0.0818617421828641,0.0789861871545003,HMR,HMR,SGDID:S000029655,Other features,Mating-related region,"""Mating-type cassette - right; unexpressed complete copy of the mating-type genes ; silenced by the Sir2 histone deacetylase and its associated SIR1 ; SIR3 and SIR4 proteins; mating-type switching involves replacement of the Ya or Yalpha sequences present at the MAT locus with either the a or alpha genes located at one of the HM loci in a process stimulated by the HO endonuclease; sequence replacement occurs by gene conversion ; leaving the donor unaltered""",silent_mating_type_cassette_array
1214,3,293855,-0.146683894177484,0.0803495441190942,0.0687594852795204,HMR,HMR,SGDID:S000029655,Other features,Mating-related region,"""Mating-type cassette - right; unexpressed complete copy of the mating-type genes ; silenced by the Sir2 histone deacetylase and its associated SIR1 ; SIR3 and SIR4 proteins; mating-type switching involves replacement of the Ya or Yalpha sequences present at the MAT locus with either the a or alpha genes located at one of the HM loci in a process stimulated by the HO endonuclease; sequence replacement occurs by gene conversion ; leaving the donor unaltered""",silent_mating_type_cassette_array
1215,3,295047,-0.0995804868152603,0.072729815249804,0.171812320147803,YCRWdelta13,YCRWdelta13,SGDID:S000006840,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
1216,3,295867,-0.0712280812315975,0.0725256886266655,0.326719120784332,C:295557-295957,,,Intergenic region,Intergenic region,between YNCC0014W and YCRCdelta14,Intergenic region
1218,3,297295,-0.0875910505572,0.0714780979467338,0.221232093203737,YCR098C,GIT1,SGDID:S000000695,CDS,CDS,"""Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability""",Verified ORF
1219,3,298996,-0.0997815856288717,0.0710238528425159,0.16092964506685,YCR098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1220,3,299045,-0.103057137536543,0.0710739646460207,0.147946844326749,YCR098C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1223,3,299701,-0.135321949405819,0.0712651847096735,0.058399268320725,C:298606-300831,,,Intergenic region,Intergenic region,between YCR098C and YCR099C,Intergenic region
1224,3,302380,-0.124827600141915,0.0710461754467561,0.0797860039346568,YCR100C_NFR/NDR,,,Promoter,Promoter,,Promoter
1233,3,306783,-0.0811847950159332,0.0746314784685775,0.277421589361442,YCR102W-A,YCR102W-A,SGDID:S000007231,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1247,3,311452,-0.0688995502505981,0.0707527369076446,0.330818921767805,YCR106W,RDS1,SGDID:S000000703,CDS,CDS,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1248,3,312012,-0.0599336663984644,0.129028699572129,0.64257682551861,YCR106W,RDS1,SGDID:S000000703,CDS,CDS,"""Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide""",Verified ORF
1253,4,0,-0.0475972097615518,0.0775337901435692,0.539683494086175,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1254,4,0,-0.147910478334036,0.0818164815710403,0.071483635739895,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1255,4,0,-0.134901008438569,0.0818721891941043,0.100303519745364,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1257,4,1,-0.15871446954761,0.0890216818964026,0.075465993050234,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1259,4,2,-0.060376700957848,0.113225637236494,0.594201413174875,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1261,4,2,-0.107592146857078,0.122582054072567,0.380695209262286,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1262,4,2,-0.080622461407696,0.119669668168187,0.500937596266625,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1263,4,2,-0.114730099423866,0.125430995271687,0.360980343066291,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1264,4,3,-0.0198250599021996,0.160733950683594,0.901907400597985,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1265,4,3,-0.0050728436188087,0.161654821707107,0.974983656949744,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1266,4,4,0.376907978467031,0.249372057120594,0.131574030989758,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1267,4,4,0.433669533894161,0.262284256591865,0.0991316881544232,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1270,4,5,0.248331858669502,0.273128311528534,0.36385795952003,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1271,4,6,0.201536551197151,0.233872790376425,0.389417921576941,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1272,4,6,0.0437600953791133,0.164531146013179,0.790418773260456,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1273,4,7,-0.0586298630095037,0.16301781993114,0.719321634364109,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1274,4,7,0.0747730448593096,0.15486700951297,0.629522122997736,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1278,4,8,0.0389534381191758,0.154904262971968,0.801598761809736,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1279,4,8,-0.123738650472077,0.132734821361241,0.351857674885043,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1280,4,8,-0.193063973117376,0.125899936958339,0.126055430741119,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1281,4,8,-0.187074804384022,0.121979847728591,0.126010679844831,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1282,4,9,-0.159999684752517,0.117616570590991,0.174587264918969,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1283,4,9,-0.15313876954998,0.108794894841822,0.16013201742993,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1284,4,9,-0.137402905899917,0.109599589320499,0.21078767766468,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1285,4,10,-0.076431210588507,0.0962017815359404,0.427444893616345,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1286,4,13,-0.067763489800825,0.0907405093625262,0.455691515141834,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1287,4,20,-0.0342168122349644,0.0866959789367072,0.693320452818694,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1288,4,23,-0.0461692815460859,0.0876886556700119,0.598861976273473,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1289,4,26,-0.0921508813526497,0.0860920104061302,0.285181101677827,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1290,4,30,-0.0873003409006063,0.0865594427297603,0.313876798429694,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1291,4,30,-0.044696038287535,0.0831402585938112,0.591193336625535,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1292,4,31,-0.0562407714886382,0.0837480863952048,0.502311389433514,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1293,4,32,-0.0303912397554633,0.0828514495167642,0.713976030403955,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1294,4,33,-0.0358782680193883,0.0821598303511903,0.662604124490724,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1295,4,34,-0.0359786461917082,0.0815375099637415,0.659300208915237,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1297,4,36,-0.0504453978574704,0.0831071862678655,0.544246424364598,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1299,4,43,-0.0840449883645258,0.0836839620116804,0.315915139655657,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1301,4,44,-0.0559495110718666,0.0830972048782926,0.501195773462923,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1302,4,55,-0.0604321780999566,0.0818077690901502,0.460574268005637,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1304,4,57,-0.0424752449952948,0.0827894403040829,0.608236228055809,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1305,4,58,-0.0565695912984623,0.0824559461425121,0.493126653665142,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1306,4,60,-0.0840423281953866,0.0794151855231416,0.290658172243869,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1307,4,73,-0.0374662069319283,0.0785979584844761,0.633883747333363,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1309,4,80,-0.0393132231343021,0.0765778389084253,0.608009496874352,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1310,4,81,-0.0380073949510571,0.0772429254671565,0.622989726838439,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1311,4,81,-0.0522008349195393,0.0753788515821846,0.48907052512094,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1312,4,82,-0.0833604377214816,0.0753342694177869,0.269246045706399,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1313,4,85,-0.0661007351890799,0.0751400888742769,0.379620320877543,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1314,4,86,-0.0661007351890799,0.0751400888742769,0.379620320877543,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1316,4,112,-0.0710310576808793,0.0753700513822732,0.346616646605472,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1317,4,118,-0.0681437703811838,0.0750761304068508,0.364675893944917,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1318,4,135,-0.0444038079938931,0.0752441581703714,0.555481305394312,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1319,4,148,-0.0522573559665389,0.0758022696785735,0.491030536317036,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1321,4,155,-0.036021937348905,0.0751014951080802,0.631778005701283,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1322,4,165,-0.0397693570093289,0.0745361267034622,0.593983067573061,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1323,4,211,-0.0609269898815894,0.0727853088734067,0.403114992677965,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1324,4,275,-0.0414393015011589,0.071814150810061,0.564283402218814,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1325,4,306,-0.0602328748541363,0.0725813200059662,0.40717458444748,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1326,4,314,-0.0674035939275279,0.0729858632330447,0.356369319041525,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1328,4,423,-0.0479093052565664,0.0723172712148773,0.508090989568157,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1330,4,486,-0.0226238274340804,0.0719045588927563,0.753223246169173,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1331,4,501,-0.0310702550584934,0.0720544316276956,0.666582283702928,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1332,4,573,-0.0114087239593959,0.071979485623773,0.874153724210828,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1333,4,593,-0.0200817612852231,0.0717741981032562,0.779801873554987,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1334,4,624,-0.0100732212284194,0.0719658432657549,0.888761742771595,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1335,4,633,-0.0184033548816815,0.0725713159388031,0.799960008895326,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1336,4,650,0.0079371868485531,0.0721179788584179,0.912425629284803,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1337,4,684,0.0326447837922519,0.071399704182147,0.647800099428474,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1338,4,697,0.0258984287539423,0.0712719829018284,0.716542577719868,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1339,4,704,0.0295519316105356,0.0714116207784638,0.679253401755448,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1340,4,771,0.0268345803372838,0.0712710018118674,0.706760491674847,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1341,4,835,0.0350166775467838,0.0713421969053804,0.623853781737958,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1342,4,851,0.0628807052686504,0.0709148839046438,0.375840500642926,TEL04L,TEL04L,SGDID:S000028875,Other features,Telomere,"""Telomeric region on the left arm of Chromosome IV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",reverse complement
1345,4,935,0.0140166235259582,0.0710462035647131,0.843715055551727,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1346,4,959,0.0540134419236558,0.0712002827704634,0.44859045212897,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1347,4,975,0.0360655856755273,0.0709440041861193,0.611513582854563,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1348,4,999,0.0161166039490163,0.0712853268640561,0.821265495871962,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1349,4,1046,0.0210644575790249,0.0707954003775819,0.766229363117225,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1350,4,1309,0.0268544126243526,0.0709096433831284,0.705128575833677,ARS400,ARS400,SGDID:S000121226,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
1351,4,1418,0.0317140298421186,0.0715209508732298,0.657731496748007,X4L_NFR/NDR,,,Promoter,Promoter,,Promoter
1352,4,1685,0.0319939444741187,0.0712339262768054,0.653606902631737,YDL248W_NFR/NDR,,,Promoter,Promoter,,Promoter
1353,4,1834,0.030477129398492,0.0711109020441743,0.668486018709849,YDL248W,COS7,SGDID:S000002407,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
