SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
2825,5,24234,-0.101912970966866,0.143940143670297,0.479398035738048,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2826,5,24246,-0.103633691741258,0.143724233790047,0.471350311222994,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2828,5,24278,-0.105690790887692,0.143701661326392,0.462530968249327,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2829,5,24388,-0.14334320485812,0.144965572060081,0.323434073316946,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2830,5,24487,-0.111718208917698,0.144099412945044,0.438689922803518,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2831,5,24650,-0.116818688537212,0.143288212150511,0.415467065463849,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2832,5,24820,-0.0731058584111742,0.142955292953273,0.609397955324498,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2833,5,24909,-0.0425507729352888,0.143588305458028,0.76714569498803,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2834,5,25103,-0.0836633585382109,0.143390262031838,0.559952157641123,XUT_5F-7,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
2838,5,26058,-0.256615708658286,0.143000986305121,0.0735884105627458,YEL066W_NFR/NDR,,,Promoter,Promoter,,Promoter
2839,5,26197,-0.209179773349046,0.142378183980343,0.142673450654921,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2840,5,26417,-0.166174048892293,0.142745749772828,0.245159110440892,YEL067C,YEL067C,SGDID:S000000793,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
2841,5,27428,-0.135167838288257,0.143020235941453,0.345256356338197,YEL065W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2842,5,30505,-0.143396247493907,0.143024698188463,0.3167417186608,YEL064C,AVT2,SGDID:S000000790,CDS,CDS,"""Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
2843,5,31263,-0.129017738845306,0.144507769435453,0.372568055890732,YEL064C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2846,5,32038,-0.157836218688233,0.14256552683772,0.268998705341956,YEL063C,CAN1,SGDID:S000000789,CDS,CDS,"""Plasma membrane arginine permease; requires phosphatidyl ethanolamine (PE) for localization ; exclusively associated with lipid rafts; mutation confers canavanine resistance; CAN1 has a paralog ; ALP1 ; that arose from the whole genome duplication""",Verified ORF
2847,5,33720,-0.241725727241676,0.144283955774216,0.0947516494480533,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2848,5,33814,-0.258207949228554,0.143981495452334,0.0737742626263861,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2849,5,33851,-0.245018073205535,0.145466570298005,0.0929960278669095,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2850,5,34324,-0.160695265153685,0.1461354788759,0.272241802517076,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2851,5,34350,-0.203725295584022,0.144047076625506,0.158156208044556,YEL062W_NFR/NDR,,,Promoter,Promoter,,Promoter
2852,5,35048,-0.262416581672306,0.142335861203711,0.0660731162003153,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2853,5,35579,-0.294422872547509,0.143588122332258,0.0410568179973761,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2854,5,35901,-0.25682923296125,0.144490428296515,0.076349757450832,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2855,5,35947,-0.309746730098177,0.143295264378007,0.0313208802438586,YEL062W,NPR2,SGDID:S000000788,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Npr2p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and resulting in inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; homolog of human tumor suppressor NPRL2""",Verified ORF
2858,5,38200,-0.27374246783387,0.142081189247373,0.0548242276950555,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2859,5,38263,-0.273561819011133,0.142100209585316,0.055015918876122,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2860,5,38427,-0.268754075786008,0.142489388203873,0.0600976099662288,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2861,5,38677,-0.24933642351788,0.142208401495142,0.0804155379751088,YEL061C,CIN8,SGDID:S000000787,CDS,CDS,"""Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation""",Verified ORF
2863,5,41075,-0.210552279810371,0.143109975069952,0.142111121801473,YEL060C,PRB1,SGDID:S000000786,CDS,CDS,"""Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog ; YSP3 ; that arose from the whole genome duplication""",Verified ORF
2864,5,42051,-0.134893180889953,0.143431142306592,0.347617875133221,YEL060C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2865,5,42740,-0.160869163861053,0.142569398260724,0.259935508171291,YEL059W,HHY1,SGDID:S000000785,CDS,CDS,"""Putative protein of unknown function; null mutant is sensitive to heat ; pH disturbances ; ionic stress ; and various chemicals; hypersensitivity to hygromycin B indicative of defects in vacuolar trafficking""",Uncharacterized ORF
2866,5,44304,-0.216911039670934,0.14275873412164,0.129550947174339,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2867,5,44612,-0.185017445869581,0.142985688623485,0.196525941551686,YEL058W,PCM1,SGDID:S000000784,CDS,CDS,"""Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P ; which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors""",Verified ORF
2868,5,45702,-0.165291869371165,0.145825596360418,0.257777720714468,CUT105,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
2869,5,46084,-0.133307625864448,0.143096508512279,0.352183882831542,YEL057C,SDD1,SGDID:S000000783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; may have a role in telomere maintenance; target of UME6 regulation""",Verified ORF
2870,5,49920,-0.105890692826057,0.14420900856362,0.463261750248812,YEL055C,POL5,SGDID:S000000781,CDS,CDS,"""Protein involved in 60S assembly and pre-40S AFs recycling; has sequence similarity to human MybBP1A and weak sequence similarity to B-type DNA polymerases; not required for chromosomal DNA replication""",Verified ORF
2872,5,53073,-0.113501723179985,0.145256517981746,0.435097970800427,YEL054C,RPL12A,SGDID:S000000780,CDS,CDS,"""Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog ; RPL12B ; that arose from the whole genome duplication""",Verified ORF
2873,5,53535,-0.112031906146298,0.144495451590293,0.438662753147484,YEL054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2874,5,53964,-0.0999869581903122,0.144675624661177,0.489949829247923,YEL053C,MAK10,SGDID:S000000779,CDS,CDS,"""Non-catalytic subunit of the NatC N-terminal acetyltransferase; required for replication of dsRNA virus; expression is glucose-repressible; human NatC ortholog ; Naa35 ; requires co-expression of the human catalytic subunit ; Naa30 ; to functionally complement the null allele""",Verified ORF
2875,5,57276,-0.091032278069814,0.144317661869559,0.528594435082469,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2876,5,57788,-0.0883291211426502,0.144447770673459,0.541265379833518,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2877,5,57861,-0.105763297789235,0.144687363117852,0.465277420250017,YEL052W,AFG1,SGDID:S000000778,CDS,CDS,"""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",Verified ORF
2878,5,58267,-0.0692405045722625,0.144883315112699,0.633013410037613,YEL051W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2883,5,61028,-0.0998030565483308,0.145559086426478,0.493381847695123,YEL050C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2885,5,64504,0.0095431722406457,0.145260747229323,0.947656377530405,YEL049W,PAU2,SGDID:S000000775,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
2886,5,66168,-0.0466270874866433,0.144940570229239,0.747871921127667,YEL047C,FRD1,SGDID:S000000773,CDS,CDS,"""Soluble fumarate reductase; required with isoenzyme Osm1p for anaerobic growth; may interact with ribosomes ; based on co-purification experiments; authentic ; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to Arxula adeninovorans fumarate reductase; protein abundance increases in response to DNA replication stress; FRD1 has a paralog ; OSM1 ; that arose from the whole genome duplication""",Verified ORF
2887,5,67144,-0.171281759577806,0.146062726590126,0.241723340184118,YEL047C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2889,5,68714,-0.051971727709792,0.144903777405633,0.720061082093665,YEL046C,GLY1,SGDID:S000000772,CDS,CDS,"""Threonine aldolase; catalyzes the cleavage of L-allo-threonine and L-threonine to glycine; involved in glycine biosynthesis""",Verified ORF
2890,5,69083,-0.0571821593198441,0.144782366562195,0.693116472055583,YEL045C,YEL045C,SGDID:S000000771,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; deletion gives MMS sensitivity ; growth defect under alkaline conditions ; less than optimal growth upon citric acid stress""",Dubious ORF
2891,5,69805,-0.0896926135313306,0.148233780112619,0.545517667439968,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2892,5,69813,-0.099460129350138,0.14717215556683,0.499605002801849,YEL044W,IES6,SGDID:S000000770,CDS,CDS,"""Component of the INO80 chromatin remodeling complex; critical for INO80 function; involved in regulation of chromosome segregation and maintenance of normal centromeric chromatin structure; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes""",Verified ORF
2894,5,70531,-0.0230439064130417,0.147694264555051,0.876102988948185,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2895,5,70702,0.0109959742854617,0.146937908642665,0.940389055564856,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2896,5,70852,-0.0017009130697613,0.147258701818246,0.990790756537012,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2897,5,70969,0.0173293665528589,0.147348084445817,0.906444868933649,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2898,5,72069,0.0411107052274633,0.149270691569552,0.7831620725709,YEL043W,YEL043W,SGDID:S000000769,CDS,CDS,"""Protein of unknown function; proposed role in Golgi vesicle trafficking based on phenotypic profile ; presence of a coiled-coil domain often associated with vesicle tethering proteins ; and interaction profile process enrichment; may interact with ribosomes ; based on co-purification studies; localizes to the ER and cell periphery in HTP studies; contains fibronectin type III domain fold""",Verified ORF
2900,5,74994,0.122782362237928,0.150397070248141,0.414828834850346,YEL042W,GDA1,SGDID:S000000768,CDS,CDS,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2901,5,75504,0.135536392026342,0.151850367657054,0.372697972832849,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2902,5,75507,0.145763041186772,0.151662705761015,0.337159700461593,YEL041W_NFR/NDR,,,Promoter,Promoter,,Promoter
2903,5,75860,0.152808175950333,0.153624380028108,0.32056984855199,YEL042W,GDA1,SGDID:S000000768,Close to 3'-UTR,Close to 3'-UTR,"""Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen ; converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6 ; a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies""",Verified ORF
2904,5,76107,0.170065398330172,0.151670716931205,0.262930726783038,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2905,5,76472,0.109507691326518,0.151735632241977,0.470956354294953,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2906,5,76912,0.12870860720557,0.152295261943648,0.398613222838043,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2907,5,77002,0.0829783533855661,0.153294857382629,0.588642951709682,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2908,5,77032,0.107797530431722,0.152341251810647,0.479657089966074,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2909,5,77423,0.131657578149207,0.15259199730475,0.388828900880525,YEL041W,YEF1,SGDID:S000000767,CDS,CDS,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2910,5,77484,0.106403985336953,0.153253859958254,0.487951459497314,YEL041W,YEF1,SGDID:S000000767,Close to 3'-UTR,Close to 3'-UTR,"""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog ; UTR1 ; that arose from the whole genome duplication""",Verified ORF
2911,5,77918,0.100720979790076,0.154069515873875,0.513706726439761,YEL040W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2912,5,78310,0.129525677907438,0.153352298259423,0.398890516516647,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2913,5,79208,0.100937089192609,0.156754350894317,0.520046167131732,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2914,5,79230,0.0518730930762912,0.155929886285593,0.739581363059593,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2917,5,79232,0.0003055425184239,0.155847891214546,0.998436841801814,YEL040W,UTR2,SGDID:S000000766,CDS,CDS,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck""",Verified ORF
2919,5,80396,0.131694574177921,0.157433566160891,0.403434594900814,YEL038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
2920,5,81334,0.161091869714169,0.163149517617934,0.324128778735871,YEL038W,UTR4,SGDID:S000000764,Close to 3'-UTR,Close to 3'-UTR,"""Protein with sequence similarity to acireductone synthases; involved in methionine salvage; found in both the cytoplasm and nucleus""",Verified ORF
2921,5,82827,0.126924605622099,0.158925817098369,0.425035841155032,YEL037C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
2922,5,83188,0.115983897558592,0.160674248612812,0.470860025945186,YEL036C,ANP1,SGDID:S000000762,CDS,CDS,"""Subunit of the alpha-1,6 mannosyltransferase complex; type II membrane protein; has a role in retention of glycosyltransferases in the Golgi; involved in osmotic sensitivity and resistance to aminonitrophenyl propanediol""",Verified ORF
2923,5,85693,0.0713711578957712,0.174381275295743,0.682580772500159,YEL034C-A,YEL034C-A,SGDID:S000028743,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W ; a verified gene that encodes eiF-5A""",Dubious ORF
2925,5,87323,0.131467861627657,0.177728875680406,0.459967497025037,YEL032W,MCM3,SGDID:S000000758,CDS,CDS,"""Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex""",Verified ORF
2926,5,90716,-0.187581483585987,0.192791980825952,0.331232723928163,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2927,5,90719,-0.165468547980269,0.192368925249597,0.390283242097921,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2928,5,90720,-0.165468547980269,0.192368925249597,0.390283242097921,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2929,5,90746,-0.173643593130097,0.194343207447012,0.372203884740269,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2930,5,91091,-0.173684832025851,0.194167436478686,0.371658244280744,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2931,5,92747,-0.259904887497415,0.194249684028464,0.18175970533736,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2932,5,93878,-0.210084730971134,0.199416284905655,0.292833204388727,YEL031W,SPF1,SGDID:S000000757,CDS,CDS,"""P-type ATPase ; ion transporter of the ER membrane; required to maintain normal lipid and sterol composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1; null mutation is complemented by human Parkinson disease-related ATP13A1""",Verified ORF
2934,5,97629,-0.0772557769252709,0.208404398787932,0.711082388718499,YEL029C,BUD16,SGDID:S000000755,CDS,CDS,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2935,5,97695,-0.126113798859649,0.207103136369281,0.542954556493725,YEL029C,BUD16,SGDID:S000000755,CDS,CDS,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2936,5,98040,-0.101605273123273,0.202769956425694,0.616622612472219,YEL028W_NFR/NDR,,,Promoter,Promoter,,Promoter
2937,5,98089,-0.220020738239207,0.204372357757158,0.282408509651839,YEL028W_NFR/NDR,,,Promoter,Promoter,,Promoter
2938,5,98565,-0.108853420391648,0.214704801833659,0.612477627556392,YEL029C,BUD16,SGDID:S000000755,Close to 3'-UTR,Close to 3'-UTR,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2939,5,98574,-0.108853420391648,0.214704801833659,0.612477627556392,YEL029C,BUD16,SGDID:S000000755,Close to 3'-UTR,Close to 3'-UTR,"""Putative pyridoxal kinase; a key enzyme involved in pyridoxal 5'-phosphate synthesis ; the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)""",Verified ORF
2940,5,98997,-0.177458361680736,0.212265921642315,0.403709698874082,YEL028W,YEL028W,SGDID:S000000754,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YEL028W is not an essential gene""",Uncharacterized ORF
2941,5,99314,-0.159307262133847,0.214284343434583,0.457710665545763,YEL028W,YEL028W,SGDID:S000000754,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YEL028W is not an essential gene""",Uncharacterized ORF
2942,5,99455,-0.145776007794336,0.219936551244192,0.507885192476497,YELCdelta3_NFR/NDR,,,Promoter,Promoter,,Promoter
