SNP,Chr,Pos,Effect,SE,SRO9_DHH1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
1812,4,308154,0.0872072719516743,0.137714710864626,0.526983131484758,YDL082W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1813,4,311231,0.0676654473717586,0.135928620065725,0.618934042389339,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1814,4,311787,0.142114883457072,0.136242768501097,0.297615626010437,YDL080C,THI3,SGDID:S000002238,CDS,CDS,"""Regulatory protein that binds Pdc2p and Thi2p transcription factors; activates thiamine biosynthesis transcription factors Pdc2p and Thi2p by binding to them ; but releases and de-activates them upon binding to thiamine pyrophosphate (TPP) ; the end product of the pathway; has similarity to decarboxylases but enzymatic activity is not detected""",Verified ORF
1815,4,312488,0.0344245492926172,0.137234984832543,0.802080796402621,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1816,4,312611,0.167767761510477,0.13695758655253,0.221406509191001,XUT_4F-160_NFR/NDR,,,Promoter,Promoter,,Promoter
1817,4,314015,0.261954318753167,0.136537200147108,0.0558467634418041,SUT043,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1820,4,320017,0.285719280282134,0.138435732073859,0.0397563628408161,YDL077C,VAM6,SGDID:S000002235,CDS,CDS,"""Guanine nucleotide exchange factor for the GTPase Gtr1p; subunit of the HOPS endocytic tethering complex; vacuole membrane protein; functions as a Rab GTPase effector ; interacting with both GTP- and GDP-bound conformations of Ypt7p; facilitates tethering and promotes membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; component of vacuole-mitochondrion contacts (vCLAMPs) important for lipid transfer between organelles""",Verified ORF
1821,4,320510,0.284155226737482,0.139306106715851,0.0421152897641039,SUT045,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1822,4,328073,0.294946709077822,0.135813936063584,0.0305439084470593,YDL073W,AHK1,SGDID:S000002231,CDS,CDS,"""Scaffold protein in the HKR1 sub-branch of the Hog1p-signaling pathway; physically interacts with the cytoplasmic domain of Hkr1p ; and with Sho1p ; Pbs2p ; and Ste11p; prevents cross-talk signaling from Hkr1p of the osmotic stress MAPK cascade to the Kss1p MAPK cascade; non-essential gene""",Verified ORF
1823,4,331098,0.342691402827261,0.137780929896638,0.0133357860661619,YDL070W,BDF2,SGDID:S000002228,CDS,CDS,"""Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog ; BDF1 ; that arose from the whole genome duplication""",Verified ORF
1824,4,336922,0.398294972867315,0.134396503927293,0.0032472213202178,YDL065C,PEX19,SGDID:S000002223,CDS,CDS,"""Chaperone and import receptor for newly-synthesized class I PMPs; binds peroxisomal membrane proteins (PMPs) in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane; interacts with Myo2p and contributes to peroxisome partitioning""",Verified ORF
1826,4,351322,0.316092022846812,0.136090481022432,0.0207653769720662,YDL057W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1827,4,353020,0.335498131931962,0.13637426226351,0.0143672341014362,YDL056W,MBP1,SGDID:S000002214,CDS,CDS,"""Transcription factor; involved in regulation of cell cycle progression from G1 to S phase ; forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes""",Verified ORF
1831,4,356055,0.323397569945743,0.137445279190472,0.019174872358306,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1832,4,356492,0.351410785083323,0.135768422071809,0.0100433444570481,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1833,4,356541,0.33593050597805,0.135838917729782,0.0138684173593541,YDL055C,PSA1,SGDID:S000002213,CDS,CDS,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1834,4,356853,0.359131925847956,0.136236428677617,0.0087568836930958,YDL055C,PSA1,SGDID:S000002213,Close to 3'-UTR,Close to 3'-UTR,"""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",Verified ORF
1836,4,357632,0.315815826663896,0.135338072604348,0.0201810710326615,XUT_4F-175,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
1837,4,357802,0.286047355467514,0.136271708591222,0.0365182629711226,XUT_4F-175,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
1838,4,362032,0.343000529870703,0.135517973068188,0.011806327890349,YDL053C,PBP4,SGDID:S000002211,CDS,CDS,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1839,4,362199,0.338507027401412,0.135487969272244,0.0129286108839664,YDL053C,PBP4,SGDID:S000002211,CDS,CDS,"""Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1841,4,363194,0.282785136141332,0.135179087035856,0.0371588566620212,YDL052C,SLC1,SGDID:S000002210,CDS,CDS,"""1-acyl-sn-glycerol-3-phosphate acyltransferase; catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid ; a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes""",Verified ORF
1843,4,368078,0.229086631562905,0.134682367099615,0.0898348978839497,YDL048C,STP4,SGDID:S000002206,CDS,CDS,"""Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p ; Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog ; STP3 ; that arose from the whole genome duplication""",Verified ORF
1844,4,368457,0.247442383782153,0.134726711321141,0.0671060114996908,YDL048C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1846,4,369403,0.266256243299827,0.134438769166839,0.0484231222680262,YDL047W,SIT4,SGDID:S000002205,Close to 3'-UTR,Close to 3'-UTR,"""Ceramide-activated ; type 2A-related serine-threonine phosphatase; functions in G1/S transition of mitotic cycle; controls lifespan ; mitochondrial function ; cell cycle progression by regulating HXK2 phosphorylation; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6""",Verified ORF
1851,4,372110,0.238416863013033,0.136653541433353,0.0819106679236132,YDL045W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1853,4,375688,0.260237461713326,0.135441607568444,0.0554862886735991,YDL043C,PRP11,SGDID:S000002201,CDS,CDS,"""Subunit of the SF3a splicing factor complex; required for spliceosome assembly""",Verified ORF
1854,4,376511,0.330272649683457,0.133250115701623,0.0136568927151489,YDL043C_NFR/NDR,,,Promoter,Promoter,,Promoter
1856,4,380252,0.251297968283815,0.13330902792539,0.0602404137524739,YDL040C,NAT1,SGDID:S000002198,CDS,CDS,"""Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p ; Ard1p ; and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression ; heat-shock resistance ; mating ; sporulation ; telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs""",Verified ORF
1857,4,382176,0.282056435216355,0.132428585473417,0.0338731226024564,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1858,4,383443,0.287541718851928,0.133235284006896,0.0315900128347533,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1872,4,384094,0.22777276580339,0.132622716328303,0.0867741825294162,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1874,4,384602,0.257379840870295,0.134087933447056,0.055728758807175,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1875,4,384607,0.275346977365946,0.135246263962328,0.0425072945723943,SUT048,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1876,4,388305,0.33964996377195,0.131768081639219,0.0103529000043479,YDL036C,PUS9,SGDID:S000002194,CDS,CDS,"""Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog ; RIB2 ; that arose from the whole genome duplication""",Verified ORF
1877,4,388542,0.237482463697027,0.132173549045694,0.0732305139944009,YDL036C,PUS9,SGDID:S000002194,CDS,CDS,"""Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog ; RIB2 ; that arose from the whole genome duplication""",Verified ORF
1879,4,390909,0.227694112879664,0.133136371928303,0.0881016018970435,YDL035C,GPR1,SGDID:S000002193,CDS,CDS,"""Plasma membrane G protein coupled receptor (GPCR); interacts with the heterotrimeric G protein alpha subunit ; Gpa2p ; and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis""",Verified ORF
1880,4,397927,0.211897087574156,0.13359320550153,0.113603646218628,YDL030W,PRP9,SGDID:S000002188,CDS,CDS,"""Subunit of the SF3a splicing factor complex; required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex""",Verified ORF
1883,4,404981,0.241972039924645,0.134117706571415,0.0720558904536864,YDL026W,YDL026W,SGDID:S000002184,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
1885,4,405368,0.289351385341232,0.13343126578358,0.0307847803508804,YDL025C,RTK1,SGDID:S000002183,CDS,CDS,"""Putative protein kinase ; potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors ; Cka2 ; Gus1 and Arc1; protein abundance increases in response to DNA replication stress""",Verified ORF
1886,4,408981,0.252797421219756,0.132850995258932,0.0578716330509746,YDL024C,DIA3,SGDID:S000002182,CDS,CDS,"""Protein of unknown function; involved in invasive and pseudohyphal growth""",Verified ORF
1889,4,413957,0.188876774082789,0.133237900987508,0.157192436010145,YDL021W,GPM2,SGDID:S000002179,CDS,CDS,"""Nonfunctional homolog of Gpm1p phosphoglycerate mutase; if functional ; would convert 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; GPM2 has a paralog ; GPM3 ; that arose from the whole genome duplication""",Verified ORF
1890,4,414243,0.0806959710754773,0.136493805425177,0.554760704103151,YDL021W,GPM2,SGDID:S000002179,CDS,CDS,"""Nonfunctional homolog of Gpm1p phosphoglycerate mutase; if functional ; would convert 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; GPM2 has a paralog ; GPM3 ; that arose from the whole genome duplication""",Verified ORF
1891,4,415928,0.143465585965403,0.134461378582639,0.286716798884468,YDL020C,RPN4,SGDID:S000002178,CDS,CDS,"""Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
1892,4,419709,0.147329535062186,0.133322487563442,0.269885602338272,YDL019C,OSH2,SGDID:S000002177,CDS,CDS,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1893,4,420255,0.182482623612859,0.133225863861691,0.171643814309525,YDL019C,OSH2,SGDID:S000002177,CDS,CDS,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1894,4,421542,0.186798461348416,0.133074957324664,0.161284736048863,YDL019C,OSH2,SGDID:S000002177,Close to 3'-UTR,Close to 3'-UTR,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1895,4,422070,0.194873206283068,0.133737728080255,0.145969563401348,YDL019C,OSH2,SGDID:S000002177,Close to 3'-UTR,Close to 3'-UTR,"""Member of an oxysterol-binding protein family with seven members; in S. cerevisiae ; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane and at the nuclear envelope; regulated by sterol binding; OSH2 has a paralog ; SWH1 ; that arose from the whole genome duplication""",Verified ORF
1896,4,422545,0.145274428698704,0.133845263333318,0.278489240240055,YDL018C,ERP3,SGDID:S000002176,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport""",Verified ORF
1897,4,425689,0.0909192439122056,0.13433371467893,0.498965793176778,YDL017W,CDC7,SGDID:S000002175,CDS,CDS,"""Ser/Thr kinase and catalytic subunit of DDK (Dbf4-dependent kinase); required for origin firing and replication initiation; phosphorylates MCM subunits and Cdc45p to drive assembly of the pre-IC and the replicative CMG helicase (Cdc45-MCM-GINS); regulates pre-meiotic DNA replication ; meiotic DSB formation ; monopolar attachment of homologs during MI by recruiting monopolin to kinetochores ; and regulation of middle meiotic genes including NDT80; complemented by co-expression of human CDC7 and DBF4""",Verified ORF
1898,4,425858,0.11216400189004,0.135066059232327,0.40685241860108,YDL016C,YDL016C,SGDID:S000002174,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF CDC7/YDL153C ; the catalytic subunit of a complex that regulates DNA replication""",Dubious ORF
1902,4,428826,0.116768667029911,0.132829817220422,0.379953328848852,YDL013W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1903,4,428861,0.0978208261112368,0.133628011674184,0.464630899211697,YDL013W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1904,4,433301,0.0716298406815375,0.133498467449716,0.591910062176061,YDL011C,YDL011C,SGDID:S000002169,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the uncharacterized ORF YDL010W""",Dubious ORF
1905,4,433554,0.0843129730057025,0.133036902116181,0.526650308753115,YDL008W,APC11,SGDID:S000002166,CDS,CDS,"""Catalytic core subunit ; Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; contains a RING-H2 domain that is required for activity""",Verified ORF
1906,4,434256,0.0510998494623488,0.133246919365297,0.701581844431049,tT(AGU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
1907,4,434351,0.0744507669357597,0.132859525465548,0.575581141935657,tT(AGU)D_NFR/NDR,,,Promoter,Promoter,,Promoter
1910,4,442926,0.0777475153666718,0.133035616903419,0.55931693650934,YDL004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1912,4,445208,0.0866866839422343,0.133213783320166,0.515641803112613,YDL003W,MCD1,SGDID:S000002161,CDS,CDS,"""Essential alpha-kleisin subunit of the cohesin complex; required for sister chromatid cohesion in mitosis; subject to proteolytic cleavage by separase Esp1p ; resulting in dissociation of cohesin from chromatin and the separation of sister chromatids at the mitotic metaphase-to-anaphase transition; apoptosis induces cleavage and translocation of a C-terminal fragment to mitochondria; expression peaks in S phase""",Verified ORF
1916,4,450801,0.0726561927040512,0.134751139161156,0.590097062649721,YDR001C,NTH1,SGDID:S000002408,CDS,CDS,"""Neutral trehalase ; degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog ; NTH2 ; that arose from the whole genome duplication""",Verified ORF
1917,4,451837,0.052289192700853,0.13343482377862,0.69539024733666,YDR001C,NTH1,SGDID:S000002408,CDS,CDS,"""Neutral trehalase ; degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog ; NTH2 ; that arose from the whole genome duplication""",Verified ORF
1920,4,454081,0.0333565094999111,0.133079714378012,0.802230086444982,YDR003W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1921,4,454191,0.0413492820200679,0.133653788713102,0.757218014126553,YDR003W,RCR2,SGDID:S000002410,CDS,CDS,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1922,4,454676,0.0179569750410027,0.132948659832941,0.892635892570254,YDR003W,RCR2,SGDID:S000002410,CDS,CDS,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1923,4,454817,0.0203137897201257,0.133171265559378,0.878849112476484,YDR003W-A,YDR003W-A,SGDID:S000028819,CDS,CDS,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
1924,4,454913,0.0161257719401787,0.132798819242755,0.90341948111281,YDR003W,RCR2,SGDID:S000002410,Close to 3'-UTR,Close to 3'-UTR,"""Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway ; affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog ; RCR1 ; that arose from the whole genome duplication""",Verified ORF
1926,4,455170,0.0860106450078209,0.133126438782451,0.518645800403362,YDR004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1927,4,458042,0.0156123232454974,0.13293065723286,0.906572539066238,YDR005C,MAF1,SGDID:S000002412,Close to 3'-UTR,Close to 3'-UTR,"""Highly conserved negative regulator of RNA polymerase III; involved in tRNA processing and stability; inhibits tRNA degradation via rapid tRNA decay (RTD) pathway; binds N-terminal domain of Rpc160p subunit of Pol III to prevent closed-complex formation; regulated by phosphorylation mediated by TORC1 ; protein kinase A ; Sch9p ; casein kinase 2; localizes to cytoplasm during vegetative growth and translocates to nucleus and nucleolus under stress conditions""",Verified ORF
1928,4,458282,-0.0004235849726032,0.133087353751484,0.997462327887118,YDR005C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1929,4,458401,-0.0181506094502807,0.134235960608283,0.892519579059032,YDR005C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
1930,4,461656,-0.0143461980116535,0.134066244995448,0.914843201650745,YDR007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1931,4,461812,-0.0232408103733286,0.13327104243849,0.861660869332474,YDR006C,SOK1,SGDID:S000002413,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13""",Verified ORF
1932,4,462685,0.0340611235996728,0.134195951284752,0.799785229015619,ACS_4_462606_-_NFR/NDR,,,Promoter,Promoter,,Promoter
1933,4,463276,0.0593186422087834,0.132881104104878,0.655579235762297,YDR007W,TRP1,SGDID:S000002414,Close to 3'-UTR,Close to 3'-UTR,"""Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004 ; the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA); enhances vegetative growth at low and high temperatures when used as an auxotrophic marker in strains such as W303""",Verified ORF
1934,4,463970,0.0402328874635049,0.133310236151739,0.762983062050388,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1935,4,464078,0.0546093999497744,0.133623277948567,0.683021014773099,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1936,4,464336,0.0690251647026215,0.13322613778487,0.604709389599222,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1937,4,464368,0.100365016679824,0.132723359590713,0.450035388768408,YDR009W,GAL3,SGDID:S000002416,CDS,CDS,"""Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog ; GAL1 ; that arose from the whole genome duplication""",Verified ORF
1938,4,466223,0.104658391710935,0.133369812398117,0.43314215342267,YDR011W,SNQ2,SGDID:S000002418,CDS,CDS,"""Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species""",Verified ORF
1939,4,466334,0.132816709655025,0.133502971718059,0.3204860219183,YDR011W,SNQ2,SGDID:S000002418,CDS,CDS,"""Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species""",Verified ORF
1942,4,472918,0.120199920664166,0.134304279386382,0.371406516248744,YDR012W,RPL4B,SGDID:S000002419,CDS,CDS,"""Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog ; RPL4A ; that arose from the whole genome duplication""",Verified ORF
1943,4,473492,0.0159213807348186,0.133972440099745,0.905469149114732,YDR013W,PSF1,SGDID:S000002420,CDS,CDS,"""Subunit of the GINS complex (Sld5p ; Psf1p ; Psf2p ; Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery""",Verified ORF
1944,4,473912,0.090205164062661,0.132856997988372,0.497605362842911,YDR014W_NFR/NDR,,,Promoter,Promoter,,Promoter
1945,4,474265,0.0169214369160033,0.134273071077885,0.89978580724393,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1946,4,474320,-0.0120552403081602,0.135360739458755,0.929084656842369,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1947,4,474321,0.0649364309671332,0.134118463948128,0.628563914473465,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1948,4,474625,0.0855304972032942,0.135431856073089,0.528096907895744,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1949,4,474628,0.0205173702839383,0.133919275594422,0.878322578595945,YDR014W,RAD61,SGDID:S000002421,CDS,CDS,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1951,4,476181,-0.0189231188472508,0.134258295204566,0.887993296299372,YDR014W,RAD61,SGDID:S000002421,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1953,4,476833,-0.0323182923717763,0.135103388855832,0.811080364319397,YDR014W,RAD61,SGDID:S000002421,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin""",Verified ORF
1954,4,478092,-0.0594867828024975,0.134469138650818,0.658483423784426,YDR014W-A,HED1,SGDID:S000113613,CDS,CDS,"""Meiosis-specific protein; down-regulates Rad51p-mediated mitotic recombination when the meiotic recombination machinery is impaired; promotes synapsis and required for the normal morphogenesis of synaptonemal complex; prevents the recruitment of Rad54p to site-specific DNA double-strand breaks in vivo; early meiotic gene ; transcribed specifically during meiotic prophase""",Verified ORF
1955,4,479557,-0.0692497187461397,0.134175892489218,0.606099676798967,YDR017C,KCS1,SGDID:S000002424,CDS,CDS,"""Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis ; stress response ; RNA polymerase I-mediated rRNA transcription and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7""",Verified ORF
